,COFA FP Equity_DX_SI_QTY,COFA FP Equity_DX_SHORT_INTEREST_VALUE,COFA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,COFA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,COFA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,COFA FP Equity_DX_SI_MV,COFA FP Equity_DX_DSS,COFA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,COFA FP Equity_DX_SUPPLY_SI_QTY,COFA FP Equity_DX_BROKER_SI_QTY,COFA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,COFA FP Equity_DX_BROKER_SI_MV_NEW_x,COFA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,COFA FP Equity_DX_SUPPLY_SI_QTY_INC_x,COFA FP Equity_DX_BROKER_SI_MV_INC_x,COFA FP Equity_DX_SUPPLY_SI_MV_NEW,COFA FP Equity_DX_BROKER_SI_QTY_ADD,COFA FP Equity_DX_BROKER_SI_QTY_NEW,COFA FP Equity_DX_SUPPLY_SI_MV_DEC,COFA FP Equity_DX_BROKER_SI_QTY_INC,COFA FP Equity_DX_SUPPLY_SI_QTY_DEC,COFA FP Equity_DX_BROKER_SI_MV_NEW_y,COFA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,COFA FP Equity_DX_BROKER_SI_MV_INC_y,COFA FP Equity_DX_SUPPLY_SI_QTY_INC_y,COFA FP Equity_DX_BROKER_SI_MV_ADD,COFA FP Equity_DX_SUPPLY_SI_QTY_ADD,COFA FP Equity_DX_BROKER_SI_QTY_DEC,COFA FP Equity_DX_SUPPLY_SI_MV,COFA FP Equity_DX_BROKER_SI_MV_DEC,COFA FP Equity_DX_SUPPLY_SI_MV_RMV,COFA FP Equity_DX_BROKER_SI_MV_RMV,COFA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,COFA FP Equity_DX_UTILIZATION_QUANTITY,COFA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,COFA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,COFA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,COFA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,COFA FP Equity_DX_ACTIVE_UTILIZATION_MV,COFA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,COFA FP Equity_DX_BROKER_SI_CON_RATIO,COFA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,COFA FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-02-28,321829.0,4412275.59,0.31,1.83,0.21,4.27,0.0,3006219.12,232922.0,219272.0,3193360.62,,,7727.0,0.26,,7727.0,,,20219.0,,,,0.26,7727.0,0.1,20219.0,,3.11,,,,0.91,0.91,25278766.0,346571881.86,,331.83,0.93,19.37,0.1695,27.82,0.0126
2024-02-29,329038.0,4363043.88,0.31,1.71,0.22,4.54,0.0,3003138.06,240131.0,226481.0,3184137.06,,,7209.0,0.15,,,,,7209.0,,,,0.15,7209.0,,,,3.33,,,,0.94,0.94,25320620.0,335751421.2,,344.85,0.96,21.45,0.1731,27.4,0.0129
2024-03-01,301610.0,4026493.5,0.29,1.48,0.2,4.08,0.0,2075070.6,212703.0,155436.0,2839585.05,,,,,,,,0.38,,27428.0,,,,,,,71045.0,2.89,0.97,,,0.83,0.83,25291304.0,337638908.4,,335.49,0.85,19.74,0.1712,29.54,0.0118
2024-03-04,301610.0,4047606.2,0.29,1.49,0.2,4.08,0.0,2085951.12,212703.0,155436.0,2854474.26,,,,,,,,,,,,,,,,,,2.88,,,,0.83,0.83,25357608.0,340299099.36,,338.49,0.84,19.23,0.1709,29.74,0.0118
2024-03-05,211432.0,2858560.64,0.2,1.04,0.14,2.89,0.0,1947136.88,133942.0,144019.0,1810895.84,,,,,,,,1.05,,78761.0,,,,,,,11417.0,1.84,0.15,,,0.52,0.52,25445624.0,344024836.48,,342.17,0.53,27.3,0.2125,31.59,0.0083
2024-03-06,203705.0,2813166.05,0.19,1.01,0.14,2.81,0.0,1882192.52,133942.0,136292.0,1849739.02,,,,,,,,,,,,,,,,,7727.0,1.84,0.1,,,0.52,0.52,25437078.0,351286047.18,,345.23,0.53,28.0,0.2262,32.73,0.008
2024-03-07,203705.0,2827425.4,0.19,1.0,0.14,2.87,0.0,1891732.96,133942.0,136292.0,1859114.96,,,,,,,,,,,,,,,,,,1.89,,,,0.52,0.52,25436650.0,353060702.0,,351.04,0.53,28.3,0.2272,32.76,0.008
2024-03-08,183705.0,2549825.4,0.18,0.87,0.12,2.6,0.0,1752932.96,123942.0,126292.0,1720314.96,,,,,,,,0.14,,10000.0,,,,,,,10000.0,1.75,0.13,,,0.48,0.48,25438006.0,353079523.28,,352.82,0.49,25.82,0.2118,31.02,0.0072
2024-03-11,183705.0,2557173.6,0.18,0.85,0.12,2.6,0.0,1757984.64,123942.0,126292.0,1725272.64,,,,,,,,,,,,,,,,,,1.75,,,,0.48,0.48,25478966.0,354667206.72,,354.37,0.49,25.74,0.2114,30.99,0.0072
2024-03-12,179705.0,2469146.7,0.17,0.83,0.12,2.54,0.0,1735252.08,119942.0,126292.0,1648003.08,,,,,,,,0.06,,4000.0,,,,,,,,1.7,,,,0.47,0.47,25416206.0,349218670.44,,352.64,0.48,24.16,0.2102,31.75,0.007
2024-03-13,183705.0,2524106.7,0.18,0.85,0.12,2.57,0.0,1735252.08,123942.0,126292.0,1702963.08,,,4000.0,,,,,,,,,,,4000.0,,,,1.73,,,,0.49,0.49,25408514.0,349112982.36,,348.65,0.49,25.8,0.2117,30.99,0.0072
2024-03-14,183705.0,2575544.1,0.18,0.85,0.12,2.59,0.0,1770613.84,123942.0,126292.0,1737666.84,,,,,,,,,,,,,,,,,,1.74,,,,0.48,0.48,25431504.0,356549686.08,,352.01,0.49,25.64,0.2108,30.85,0.0072
2024-03-15,183705.0,2617796.25,0.18,0.84,0.12,2.63,0.0,1799661.0,123942.0,126292.0,1766173.5,,,,,,,,,,,,,,,,,,1.77,,,,0.48,0.48,25449614.0,362656999.5,,357.95,0.49,25.7,0.2113,30.92,0.0072
2024-03-18,188266.0,2697851.78,0.18,0.82,0.13,2.73,0.0,1875123.49,128503.0,130853.0,1841447.99,,,,,,4561.0,,,,,,,,,0.07,4561.0,,1.85,,,,0.5,0.5,25516640.0,365653451.2,,364.12,0.51,24.85,0.2042,30.3,0.0073
2024-03-19,357791.0,5080632.2,0.34,1.54,0.24,5.16,0.0,3243748.6,298028.0,228433.0,4231997.6,,,109772.0,0.99,,27987.0,,,69593.0,,,,0.99,109772.0,0.4,59753.0,,4.3,,,,1.16,1.16,25431122.0,361121932.4,,363.87,1.17,19.97,0.173,27.64,0.0139
2024-03-20,621515.0,8875234.2,0.59,2.68,0.41,8.92,0.0,6713841.96,362502.0,470157.0,5176528.56,,,,0.67,,199250.0,,0.06,47035.0,4561.0,,,0.67,,2.86,69035.0,4561.0,5.19,0.07,,,1.41,1.41,25420160.0,362999884.8,,360.43,1.42,16.04,0.2774,46.99,0.0241
2024-03-21,649090.0,9204096.2,0.62,2.79,0.43,9.29,0.0,7369799.76,363046.0,519732.0,5147992.28,,,,0.38,,22544.0,,0.31,27031.0,22000.0,,,0.38,,0.34,22544.0,,5.19,,,,1.41,1.41,25455250.0,360955445.0,,362.46,1.41,15.6,0.2371,41.42,0.0251
2024-03-22,604515.0,8535751.8,0.58,2.59,0.4,8.65,0.0,7725080.24,344348.0,547102.0,4862193.76,,,17118.0,0.43,,,,0.8,28955.0,56559.0,,,0.43,17118.0,,20743.0,1585.0,4.91,0.03,,,1.33,1.33,25518866.0,360326387.92,,361.99,1.34,16.43,0.1963,34.24,0.0234
2024-03-25,653083.0,9463172.67,0.63,2.77,0.43,9.35,0.0,8689218.3,243454.0,599670.0,3527648.46,,,,2.09,,,,1.43,149462.0,100894.0,,,2.09,,,,96894.0,3.47,1.37,,,0.94,0.94,25569330.0,370499591.7,,361.82,0.95,29.85,0.2327,32.54,0.0253
2024-03-26,474244.0,6876538.0,0.45,1.98,0.32,6.92,0.0,6151538.0,242800.0,424244.0,3520600.0,,,,0.71,,,,0.05,46435.0,3574.0,,,0.71,,,2920.0,221861.0,3.55,3.13,,,0.94,0.94,25672076.0,372245102.0,,372.09,0.95,18.14,0.3076,50.01,0.0183
2024-03-27,474762.0,6926777.58,0.45,1.96,0.32,6.97,0.0,5982702.45,220562.0,410055.0,3217999.58,,,14707.0,0.23,,,,0.53,14707.0,36945.0,,,0.23,14707.0,,,28896.0,3.24,0.41,,,0.84,0.84,26072114.0,380392143.26,,378.59,0.85,13.56,0.3583,56.21,0.0181
2024-03-28,274411.0,4020121.15,0.26,1.1,0.18,4.08,0.0,3072163.6,183775.0,209704.0,2692303.75,,,,,,,,0.53,,36787.0,,,,,,,200351.0,2.73,2.91,,,0.7,0.7,26142548.0,382988328.2,,382.24,0.71,23.28,0.1865,24.76,0.0104
2024-03-29,274411.0,4020121.15,0.26,1.08,0.18,4.08,0.0,3072163.6,183775.0,209704.0,2692303.75,,,,,,,,,,,,,,,,,,2.74,,,,0.7,0.7,26142548.0,382988328.2,,382.73,0.71,23.2,0.1866,24.77,0.0104
2024-04-01,267357.0,3916780.05,0.26,1.05,0.18,3.99,0.0,2968822.5,183775.0,202650.0,2692303.75,,,,,,,,,,,,,,,,,7054.0,2.74,0.1,,,0.7,0.7,26056052.0,381721161.8,,382.55,0.71,23.77,0.1956,25.47,0.0102
2024-04-02,203585.0,2937731.55,0.19,0.8,0.14,3.03,0.0,2004009.54,120003.0,138878.0,1731643.29,,,,0.01,,,,0.95,989.0,64761.0,,,0.01,,,989.0,64761.0,1.79,0.95,,,0.46,0.46,25948528.0,374437259.04,,378.29,0.47,24.16,0.2404,33.74,0.0078
2024-04-03,391938.0,5671342.86,0.38,1.52,0.26,5.84,0.0,3466100.39,220662.0,239537.0,3192979.14,,,87694.0,1.48,,,,,100659.0,,,,1.48,87694.0,,12965.0,,3.31,,,,0.84,0.84,26031230.0,376671898.1,,374.74,0.88,12.36,0.4671,65.84,0.0149
2024-04-04,357178.0,5179081.0,0.34,1.4,0.24,5.3,0.0,2969266.5,204777.0,204777.0,2969266.5,,,,,,,,0.23,,15885.0,,,,,,,34760.0,3.07,0.53,,,0.78,0.78,26081936.0,378188072.0,,377.34,0.81,13.66,0.4289,62.28,0.0136
2024-04-05,357178.0,5143363.2,0.34,1.4,0.24,5.31,0.0,2948788.8,204777.0,204777.0,2948788.8,,,,,,,,,,,,,,,,,,3.08,,,,0.78,0.78,26087436.0,375659078.4,,377.98,0.81,13.66,0.4292,62.3,0.0136
2024-04-08,357921.0,5254280.28,0.34,1.39,0.24,5.28,0.0,3232932.36,213176.0,220227.0,3129423.68,,,,,,30157.0,,0.24,,14707.0,,,,,0.43,23106.0,14707.0,3.16,0.22,,,0.81,0.81,26096396.0,383095093.28,,376.93,0.83,13.65,0.3395,54.01,0.0136
2024-04-09,334815.0,4848121.2,0.32,1.29,0.22,5.03,0.0,2854312.08,190070.0,197121.0,2752213.6,,,,,,,,0.33,,23106.0,,,,,,,23106.0,2.89,0.33,,,0.72,0.72,26197144.0,379334645.12,,383.14,0.75,14.58,0.3804,57.73,0.0127
2024-04-10,334815.0,4858165.65,0.32,1.27,0.22,4.97,0.0,2860225.71,190070.0,197121.0,2757915.7,,,,,,,,,,,,,,,,,,2.85,,,,0.72,0.72,26251630.0,380911151.3,,382.06,0.74,14.56,0.3799,57.69,0.0127
2024-04-11,195288.0,2825817.36,0.19,0.75,0.13,2.89,0.0,2102317.36,138237.0,145288.0,2000289.39,,,,0.52,,,,1.33,35861.0,87694.0,,,0.52,,,35861.0,87694.0,2.04,1.27,,,0.52,0.52,26222764.0,379443395.08,,380.63,0.53,24.21,0.1932,25.08,0.0074
2024-04-12,229275.0,3324487.5,0.22,0.88,0.15,3.38,0.0,2599487.5,172224.0,179275.0,2497248.0,,,33987.0,0.49,,,,,33987.0,,,,0.49,33987.0,,,,2.53,,,,0.65,0.65,26187648.0,379720896.0,,380.03,0.66,21.42,0.2157,32.94,0.0087
2024-04-15,255201.0,3738694.65,0.24,1.07,0.17,3.76,0.0,3006194.65,198150.0,205201.0,2902897.5,,,25926.0,0.38,,,,,25926.0,,,,0.38,25926.0,,,,2.91,,,,0.75,0.75,26061870.0,381806395.5,,378.93,0.76,19.26,0.2444,39.72,0.0097
2024-04-16,1356996.0,19500032.52,1.3,5.91,0.9,19.96,0.0,3775430.1,1299945.0,262730.0,18680209.65,,,207236.0,0.38,,32332.0,,,25197.0,,,,0.38,207236.0,0.49,894559.0,,19.09,,,,4.95,4.95,24948480.0,358509657.6,,363.69,4.99,9.98,0.5808,75.23,0.0517
2024-04-17,1328667.0,19079658.12,1.27,5.74,0.88,20.48,0.0,17204529.32,1191036.0,1198087.0,17103276.96,,,,,,1044266.0,,1.61,,108909.0,,,,,16.35,,108909.0,17.08,1.63,,,4.54,4.54,25056164.0,359806515.04,,359.29,4.54,3.72,0.72,84.59,0.0506
2024-04-18,1311943.0,18944456.92,1.26,5.69,0.87,20.3,0.0,17058881.72,1174312.0,1181363.0,16957065.28,,,,,,,,0.24,,16724.0,,,,,,,16724.0,16.89,0.19,,,4.47,4.47,25071982.0,362039420.08,,360.34,4.48,3.75,0.737,85.59,0.05
2024-04-19,1298370.0,18761446.5,1.24,5.68,0.86,20.22,0.0,16874565.5,1160739.0,1167790.0,16772678.55,,,,,,,,0.18,,13573.0,,,,,,,13573.0,16.79,0.1,,,4.42,4.42,25081612.0,362429293.4,,362.13,4.43,3.79,0.7516,86.48,0.0495
2024-04-22,1283163.0,18772674.69,1.23,5.65,0.85,20.04,0.0,16862289.29,1164834.0,1152583.0,17041521.42,,,4426.0,,,,,0.27,,19633.0,,,,4426.0,,19302.0,15207.0,16.88,0.22,,,4.44,4.44,25083950.0,366978188.5,,363.28,4.44,3.83,0.7686,87.47,0.0489
2024-04-23,1251649.0,18261558.91,1.2,5.69,0.83,19.68,0.0,16458526.71,1121018.0,1128069.0,16355652.62,,,,0.32,,,,0.62,14862.0,43816.0,,,0.32,,,,39376.0,16.35,0.59,,,4.41,4.41,24289566.0,354384767.94,,354.31,4.41,3.4,0.8291,90.92,0.0493
2024-04-24,1251649.0,18249042.42,1.2,5.69,0.83,19.71,0.0,16447246.02,1121018.0,1128069.0,16344442.44,,,,,,,,,,,,,,,,,,16.38,,,,4.41,4.41,24277978.0,353972919.24,,354.07,4.42,3.38,0.8296,90.95,0.0493
2024-04-25,1240056.0,17931209.76,1.19,5.62,0.83,19.46,0.0,16144242.96,1116468.0,1116476.0,16144127.28,,,,,,,,0.07,,4550.0,,,,,,,11593.0,16.25,0.25,,,4.4,4.4,24237208.0,350470027.68,,352.27,4.41,3.43,0.8379,91.4,0.0489
2024-04-26,1225806.0,17725154.76,1.17,5.65,0.82,19.2,0.0,15938187.96,1102218.0,1102226.0,15938072.28,,,,,,,,0.21,,14250.0,,,,,,,14250.0,15.99,0.25,,,4.35,4.35,24243454.0,350560344.84,,350.75,4.36,3.45,0.8368,91.34,0.0484
2024-04-29,1224496.0,17816416.8,1.17,5.72,0.82,19.08,0.0,16018327.8,1100908.0,1100916.0,16018211.4,,,,,,2250.0,,0.06,,3560.0,,,,,0.03,2250.0,3560.0,15.89,0.15,,,4.34,4.34,24241032.0,352707015.6,,350.16,4.34,3.47,0.8323,91.09,0.0483
2024-04-30,1220826.0,17640935.7,1.17,5.76,0.81,19.28,0.0,15855204.7,1097238.0,1097246.0,15855089.1,,,,,,,,0.03,,3670.0,,,,,,,3670.0,16.06,0.0,,,4.33,4.33,24238654.0,350248550.3,,352.96,4.35,3.46,0.8365,91.32,0.0482
2024-05-01,1220826.0,17640935.7,1.17,6.01,0.81,19.03,0.0,15855204.7,1097238.0,1097246.0,15855089.1,,,,,,,,,,,,,,,,,,15.85,,,,4.33,4.33,24237914.0,350237857.3,,349.85,4.33,3.48,0.8357,91.28,0.0482
2024-05-02,1238720.0,17949052.8,1.19,6.1,0.82,18.23,0.0,5344549.56,1095132.0,368844.0,15868462.68,,,374598.0,,,,,10.5,,728402.0,,,,374598.0,,351698.0,728402.0,15.81,11.56,,,4.31,4.31,24291036.0,351977111.64,,350.49,4.32,3.64,0.7989,89.17,0.0488
2024-05-03,1218712.0,17683511.12,1.17,6.13,0.81,18.45,0.0,15890365.32,1095132.0,1095132.0,15890365.32,,,,10.97,,,,,726296.0,,,,10.97,,,,8.0,15.8,0.0,,,4.32,4.32,24282752.0,352342731.52,,350.8,4.31,3.6,0.8302,90.96,0.048
2024-05-06,908272.0,13351598.4,0.87,4.52,0.6,13.93,0.0,12435920.7,845981.0,845981.0,12435920.7,,,,,,1339.0,,3.6,,250490.0,,,,,0.02,1339.0,250490.0,12.3,3.66,,,3.36,3.36,24347444.0,357907426.8,,354.23,3.36,4.57,0.7833,88.25,0.0361
2024-05-07,774103.0,11774106.63,0.74,3.86,0.52,12.03,0.0,9850756.5,729694.0,647650.0,11098645.74,,,14000.0,,,7041.0,,2.88,,205372.0,,,,14000.0,0.11,75085.0,205372.0,10.78,2.98,,,2.9,2.9,24445624.0,371817941.04,,362.52,2.89,8.43,0.5836,75.51,0.0307
2024-05-08,776141.0,12123322.42,0.74,3.6,0.52,12.48,0.0,10146955.06,731732.0,649613.0,11429653.84,,,75.0,0.05,,,,0.04,2927.0,2620.0,,,0.05,75.0,,4583.0,964.0,11.19,0.01,,,2.91,2.91,24440354.0,381758329.48,,374.32,2.9,8.37,0.5808,75.32,0.0308
2024-05-09,1840115.0,28429776.75,1.76,8.21,1.23,29.35,1.0,9897409.05,1775706.0,640609.0,27434657.7,,,32170.0,,,,,0.14,,9004.0,,,,32170.0,,1020808.0,9004.0,27.72,0.14,,,7.05,7.05,23429342.0,361983333.9,,364.14,7.07,4.2,0.7797,88.11,0.073
2024-05-10,2959644.0,45726499.8,2.83,13.38,1.97,46.67,1.0,12858061.65,2832088.0,832237.0,43755759.6,,,,3.16,,,,,191628.0,,,,3.16,,,1056382.0,,43.81,,,,11.24,11.24,22373196.0,345665878.2,,345.97,11.24,2.97,0.8523,92.24,0.1174
2024-05-13,3877935.0,59448743.55,3.71,17.42,2.58,62.17,1.0,41823873.21,2959126.0,2728237.0,45363401.58,,,,0.68,,1850000.0,,0.08,46000.0,5186.0,,,0.68,,29.98,132224.0,,45.69,,,,11.66,11.66,22425638.0,343785030.54,,345.28,11.69,2.26,0.8965,94.64,0.1528
2024-05-14,4019094.0,62054811.36,3.85,18.08,2.68,64.02,1.0,44000047.36,2976024.0,2849744.0,45949810.56,,,,1.93,,,,0.07,122846.0,4093.0,,,1.93,,,20991.0,1339.0,45.6,0.02,,,11.71,11.71,22434330.0,346386055.2,,344.16,11.7,2.7,0.8917,94.38,0.1582
2024-05-15,4155094.0,63988447.6,3.98,18.47,2.77,66.26,1.0,43624257.6,3112024.0,2832744.0,47925169.6,,,113433.0,,,,,0.24,,17000.0,,,,113433.0,,39567.0,17000.0,47.89,0.26,,,12.26,12.26,22264704.0,342876441.6,,342.46,12.27,3.11,0.8414,91.62,0.1637
2024-05-16,4091632.0,62888383.84,3.92,18.01,2.72,64.52,1.0,31868311.7,2926835.0,2073410.0,44985453.95,,,102859.0,,,121797.0,,13.49,,878794.0,,,,102859.0,1.88,590746.0,881131.0,45.13,14.53,,,11.51,11.51,22502824.0,345868404.88,,346.03,11.54,5.97,0.7709,87.49,0.1609
2024-05-17,4263696.0,66385746.72,4.08,18.62,2.84,67.03,1.0,32381582.94,3092567.0,2079742.0,48151268.19,,,54618.0,0.09,,,,0.46,6332.0,30000.0,,,0.09,54618.0,,141114.0,,47.59,,,,12.13,12.13,22411728.0,348950604.96,,345.4,12.11,5.88,0.7762,87.81,0.1672
2024-05-20,4485296.0,70329441.28,4.29,18.72,2.99,71.44,1.0,32610354.56,3314167.0,2079742.0,51966138.56,,,13945.0,,,,,0.27,,19145.0,,,,13945.0,,226800.0,,51.71,,,,12.94,12.94,22295040.0,349586227.2,,347.78,12.94,5.55,0.7708,87.49,0.1751
2024-05-21,4608341.0,67512173.76,4.41,18.66,3.07,74.05,1.0,34379759.15,3215212.0,2346742.0,47102840.53,,,140976.0,3.63,,45000.0,,3.85,222000.0,251847.0,,,3.63,140976.0,0.78,11916.0,,50.49,,,,12.56,12.56,22388040.0,327984679.66,,352.49,12.53,5.43,0.7344,85.35,0.18
2024-05-22,4751068.0,65564738.4,4.55,18.1,3.16,77.56,1.0,32385039.6,3348326.0,2346742.0,46206898.8,,,13286.0,,,,,0.02,,3893.0,,,,13286.0,,123721.0,,53.39,,,,13.07,13.07,22267898.0,307296992.4,,346.83,13.34,5.15,0.7464,86.08,0.1855
2024-05-23,4798257.0,67943319.12,4.59,16.46,3.2,67.91,1.0,33174741.84,3396408.0,2342849.0,48093137.28,,,,,,,,0.73,,20242.0,,,,,,68324.0,3893.0,47.04,0.29,,,92.42,13.26,278470.0,3943135.2,,3.89,92.35,5.38,0.7272,84.91,0.1873
2024-05-24,3608277.0,51345781.71,3.45,12.16,2.4,53.2,1.0,45833264.7,3360063.0,3220890.0,47813696.49,,,,12.92,,48715.0,,0.33,829326.0,23852.0,,,12.92,,0.71,63614.0,,47.56,,1.05,,13.16,13.16,22170176.0,315481604.48,76107.0,312.92,13.19,6.76,0.6908,82.67,0.1413
2024-05-27,3682450.0,51407002.0,3.52,12.29,2.45,54.26,1.0,46338070.16,3385236.0,3319346.0,47257894.56,,,23372.0,1.4,,38571.0,,1.19,98000.0,84115.0,,,1.4,23372.0,0.55,85916.0,38115.0,48.18,0.55,,,13.2,13.2,22258196.0,310724416.16,,315.4,13.25,7.18,0.6475,79.92,0.1436
2024-05-28,3545186.0,49880767.02,3.39,11.53,2.36,51.66,1.0,44544761.73,3278797.0,3165939.0,46132673.79,,,,0.21,,,,1.94,15175.0,128190.0,,,0.21,,,21751.0,168582.0,45.88,2.93,,,12.79,12.79,22363824.0,314659003.68,,312.85,12.79,7.52,0.6438,79.63,0.1383
2024-05-29,3559359.0,49225934.97,3.41,11.4,2.37,52.42,1.0,43883046.39,3274749.0,3173033.0,45289778.67,,,7079.0,0.25,,,,0.16,17694.0,11127.0,,,0.25,7079.0,,,10600.0,46.3,0.15,,,12.77,12.77,22378176.0,309490174.08,,314.88,12.82,7.63,0.6412,79.46,0.1388
2024-05-30,3487336.0,48927324.08,3.34,11.18,2.32,50.26,1.0,43970272.54,3241726.0,3134018.0,45481415.78,,,5992.0,,,,,0.56,,39015.0,,,,5992.0,,,39015.0,44.88,1.53,,,12.65,12.65,22378996.0,313977313.88,,310.44,12.63,8.03,0.6625,80.84,0.1361
2024-05-31,3497790.0,49318839.0,3.35,11.02,2.33,51.16,1.0,44257488.9,3346508.0,3138829.0,47185762.8,,,10936.0,0.15,,,,0.19,10420.0,14458.0,,,0.15,10936.0,,108304.0,5609.0,46.99,0.0,,,12.97,12.97,22447764.0,316513472.4,,315.1,12.98,8.11,0.6577,80.54,0.1356
2024-06-03,3463388.0,49284011.24,3.31,10.71,2.31,50.71,1.0,44423697.82,2475106.0,3121834.0,35220758.38,,,7627.0,,,,,12.4,,879029.0,,,,7627.0,,,16995.0,34.74,0.17,,,9.61,9.61,23283130.0,331318939.9,,328.37,9.57,8.42,0.6701,81.28,0.1345
2024-06-04,1739295.0,24002271.0,1.66,5.35,1.16,25.51,1.0,19288825.8,1610626.0,1397741.0,22226638.8,,,17431.0,0.45,,,,12.55,31176.0,895656.0,,,0.45,17431.0,,13745.0,1755269.0,22.9,25.68,,,6.25,6.25,24144972.0,333200613.6,,341.22,6.29,16.77,0.4071,60.74,0.0675
2024-06-05,1426832.0,19761623.2,1.37,4.32,0.95,20.5,0.0,18711322.3,1341338.0,1350998.0,18577531.3,,,7094.0,0.08,,,,3.98,7094.0,276382.0,,,0.08,7094.0,,,53837.0,18.53,0.79,,,5.19,5.19,24485254.0,339120767.9,,338.28,5.19,8.45,0.5534,73.48,0.0552
2024-06-06,1622729.0,22750660.58,1.55,4.94,1.08,23.24,1.0,19166952.3,1518035.0,1367115.0,21282850.7,,,,0.27,,,,0.85,19200.0,61373.0,,,0.27,,,238070.0,3083.0,20.99,0.04,,,5.88,5.88,24282084.0,340434817.68,,336.94,5.87,7.47,0.6296,78.68,0.0629
2024-06-07,1832599.0,25656386.0,1.75,5.59,1.22,26.98,1.0,22290590.0,1489835.0,1592185.0,20857690.0,,,,,,238070.0,,0.38,,28200.0,,,,,3.7,,13000.0,21.04,0.18,,,5.77,5.77,24337668.0,340727352.0,,342.08,5.79,6.46,0.6842,82.26,0.071
2024-06-10,1864171.0,25967902.03,1.78,5.67,1.24,27.3,1.0,22581936.93,1517937.0,1621101.0,21144862.41,,,11737.0,0.42,,,,0.02,31155.0,709.0,,,0.42,11737.0,,17074.0,2239.0,21.33,0.12,,,5.88,5.88,24284380.0,338281413.4,,340.21,5.9,6.38,0.6604,80.74,0.0722
2024-06-11,1880825.0,25729686.0,1.8,5.6,1.25,27.32,1.0,22218878.16,1532748.0,1624187.0,20967992.64,,,922.0,0.01,,6949.0,,,922.0,,,,0.01,922.0,0.1,13889.0,4785.0,21.37,0.18,,,5.94,5.94,24264204.0,331934310.72,,336.45,5.97,6.39,0.6492,80.05,0.0729
2024-06-12,1583327.0,21944912.22,1.52,4.61,1.05,22.62,1.0,21505023.54,1474515.0,1551589.0,20436777.9,,,6817.0,0.19,,,,1.09,20110.0,78220.0,,,0.19,6817.0,,13170.0,92708.0,20.04,1.68,,,5.72,5.72,24299828.0,336795616.08,,332.3,5.69,7.55,0.655,80.37,0.0614
2024-06-13,1668443.0,22423873.92,1.6,4.8,1.11,24.34,1.0,21356764.8,1528992.0,1589045.0,20549652.48,,,22020.0,0.22,,60830.0,,0.18,6817.0,13170.0,,,0.22,22020.0,0.83,45627.0,30191.0,21.36,0.05,,,5.94,5.94,24221878.0,325542040.32,,335.06,5.99,7.01,0.5982,76.55,0.0648
2024-06-14,1736856.0,22527022.32,1.66,4.94,1.16,24.55,1.0,21097780.2,1574168.0,1626660.0,20416958.96,,,31232.0,0.36,,,,,37615.0,,,,0.36,31232.0,,13944.0,,21.22,,,,6.17,6.17,23918756.0,310226265.32,,319.79,6.22,10.07,0.5617,73.77,0.0681
2024-06-17,1804965.0,23645041.5,1.73,4.84,1.2,24.38,1.0,21430224.5,1601042.0,1635895.0,20973650.2,,,26874.0,0.35,,,,,41252.0,,,,0.35,26874.0,,,32017.0,20.7,1.06,,,6.37,6.37,23525850.0,308188635.0,,305.26,6.35,12.69,0.5412,72.01,0.0718
2024-06-18,1677613.0,22295476.77,1.61,4.39,1.12,23.0,1.0,20760282.42,1547487.0,1562098.0,20566102.23,,,,,,,,0.69,,53555.0,,,,,,,73797.0,20.25,0.77,,,6.15,6.15,23620392.0,313915009.68,,310.23,6.13,11.07,0.6154,77.27,0.0667
2024-06-19,1606543.0,21527676.2,1.54,4.37,1.07,22.1,1.0,20405828.2,1515692.0,1522823.0,20310272.8,,,7480.0,,,,,0.5,,39275.0,,,,7480.0,,,39275.0,20.23,0.5,,,6.02,6.02,23682044.0,317339389.6,,315.02,6.03,7.43,0.6637,80.76,0.0638
2024-06-20,1532087.0,21081517.12,1.47,4.26,1.02,21.67,1.0,20444511.68,1478266.0,1485793.0,20340940.16,,,,0.22,,,,0.49,7480.0,37426.0,,,0.22,,,,44510.0,19.89,0.21,,,5.84,5.84,23828662.0,327882389.12,,321.98,5.82,7.75,0.7264,84.75,0.0605
