,EXENS FP Equity_DX_SI_QTY,EXENS FP Equity_DX_SHORT_INTEREST_VALUE,EXENS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EXENS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EXENS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EXENS FP Equity_DX_SI_MV,EXENS FP Equity_DX_DSS,EXENS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EXENS FP Equity_DX_SUPPLY_SI_QTY,EXENS FP Equity_DX_BROKER_SI_QTY,EXENS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EXENS FP Equity_DX_SUPPLY_SI_QTY_INC_x,EXENS FP Equity_DX_BROKER_SI_MV_INC_x,EXENS FP Equity_DX_BROKER_SI_QTY_ADD,EXENS FP Equity_DX_SUPPLY_SI_MV_DEC,EXENS FP Equity_DX_BROKER_SI_QTY_INC,EXENS FP Equity_DX_SUPPLY_SI_QTY_DEC,EXENS FP Equity_DX_BROKER_SI_MV_INC_y,EXENS FP Equity_DX_SUPPLY_SI_QTY_INC_y,EXENS FP Equity_DX_BROKER_SI_MV_ADD,EXENS FP Equity_DX_SUPPLY_SI_QTY_ADD,EXENS FP Equity_DX_BROKER_SI_QTY_DEC,EXENS FP Equity_DX_SUPPLY_SI_MV,EXENS FP Equity_DX_BROKER_SI_MV_DEC,EXENS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EXENS FP Equity_DX_UTILIZATION_QUANTITY,EXENS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EXENS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EXENS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EXENS FP Equity_DX_ACTIVE_UTILIZATION_MV,EXENS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EXENS FP Equity_DX_BROKER_SI_CON_RATIO,EXENS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EXENS FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-07-30,219762.0,8812456.2,0.69,2.52,0.43,8.19,0.0,8157061.8,17581.0,203418.0,704998.1,,0.21,,0.78,5988.0,20799.0,0.21,,,5988.0,20799.0,0.65,0.78,0.33,0.33,5250798.0,210556999.8,199.72,0.32,14.66,0.5063,68.43,0.0417
2025-07-31,393589.0,16097790.1,1.23,4.32,0.78,15.39,0.0,15233286.8,174444.0,372452.0,7134759.6,,1.73,136336.0,,40618.0,,1.73,,5.01,156863.0,7920.0,7.0,0.31,3.12,3.12,5419657.0,221663971.3,219.06,3.1,32.57,0.3023,39.77,0.0704
2025-08-01,654856.0,27111038.4,2.05,6.87,1.29,26.84,1.0,22364818.2,267950.0,540213.0,11093130.0,3780.0,7.09,,,171768.0,,7.09,3780.0,,89726.0,4007.0,10.95,0.0,5.19,5.19,4898820.0,202811148.0,200.37,5.18,23.25,0.2623,34.93,0.1267
2025-08-04,654856.0,28224293.6,2.05,6.86,1.29,27.34,1.0,23283180.3,267950.0,540213.0,11548645.0,,,,,,,,,,,,11.09,,4.91,4.91,5191323.0,223746021.3,217.67,4.85,23.1,0.2618,34.72,0.12
2025-08-05,672595.0,28820695.75,2.1,7.19,1.32,28.92,1.0,23908243.2,281682.0,557952.0,12070073.7,13732.0,0.96,,,17739.0,,0.96,13732.0,,,,12.14,,5.36,5.36,4971767.0,213040215.95,213.8,5.37,22.74,0.2602,34.17,0.128
2025-08-06,905770.0,38540513.5,2.83,9.71,1.78,38.72,1.0,30473799.4,366016.0,716188.0,15573980.8,66048.0,6.67,,1.36,158661.0,30993.0,6.67,66048.0,,49279.0,425.0,15.67,0.02,7.1,7.1,4788143.0,203735484.65,204.49,7.12,23.66,0.2906,41.96,0.1757
2025-08-07,715062.0,28888504.8,2.24,7.68,1.41,29.98,1.0,24411013.2,175308.0,604233.0,7082443.2,,,,8.2,,190708.0,,,,,111955.0,7.46,5.23,3.26,3.26,5208774.0,210434469.6,220.28,3.28,25.94,0.3051,42.64,0.1328
2025-08-08,497691.0,19733448.15,1.56,5.56,0.98,20.01,0.0,16762116.8,141604.0,422752.0,5614598.6,,0.0,,1.66,2186.0,35890.0,0.0,,,2186.0,183667.0,5.72,8.23,2.71,2.71,5087878.0,201734362.7,207.35,2.68,28.37,0.2799,37.5,0.0952
2025-08-11,406549.0,16160322.75,1.27,4.55,0.8,16.13,0.0,13181497.5,120482.0,331610.0,4789159.5,,0.02,,0.86,520.0,21122.0,0.02,,,,91662.0,4.81,3.77,2.18,2.18,5418010.0,215365897.5,215.53,2.18,35.19,0.3187,36.85,0.0734
2025-08-12,328443.0,13022764.95,1.03,3.7,0.65,13.05,0.0,10228629.45,76502.0,257973.0,3033304.3,,,,1.77,,43980.0,,,,,73637.0,3.04,2.93,1.42,1.42,5328776.0,211285968.4,211.41,1.42,29.84,0.3368,44.3,0.0608
2025-08-13,194932.0,7816773.2,0.61,2.23,0.38,7.74,0.0,7507000.7,12087.0,187207.0,484688.7,,,,2.68,,67528.0,,,,3113.0,70766.0,0.48,2.8,0.23,0.23,5283740.0,211877974.0,210.06,0.23,41.25,0.4255,50.18,0.0368
2025-08-14,123755.0,5012077.5,0.39,1.44,0.24,4.97,0.0,4699215.0,11670.0,116030.0,472635.0,,,,0.02,,417.0,,,,,71177.0,0.47,2.82,0.22,0.22,5374935.0,217684867.5,216.19,0.22,8.96,0.6402,78.99,0.023
2025-08-15,123755.0,4993514.25,0.39,1.45,0.24,5.01,0.0,4681810.5,9901.0,116030.0,399505.35,,,,0.07,,1769.0,,,,,,0.4,,0.18,0.18,5628967.0,227128818.45,227.6,0.18,8.97,0.6418,79.1,0.0219
2025-08-18,148190.0,6164704.0,0.46,1.74,0.29,6.01,0.0,5581763.2,16189.0,134177.0,673462.4,,0.76,,,18147.0,,0.76,,,6288.0,,0.65,,0.29,0.29,5494026.0,228551481.6,224.14,0.29,15.91,0.4787,65.76,0.0269
2025-08-19,179827.0,7013253.0,0.56,2.12,0.35,7.39,0.0,6211101.0,22744.0,159259.0,887016.0,11812.0,1.1,,0.22,28306.0,5551.0,1.1,11812.0,,294.0,3224.0,0.95,0.13,0.43,0.43,5269266.0,205501374.0,215.21,0.44,23.82,0.3983,55.09,0.034
2025-08-20,175514.0,6695859.1,0.55,2.01,0.35,6.82,0.0,5911189.9,22744.0,154946.0,867683.6,,0.05,,,1238.0,,0.05,,,,5551.0,0.89,0.28,0.43,0.43,5269332.0,201025015.8,204.42,0.43,21.03,0.4,55.96,0.0332
2025-08-21,306017.0,11934663.0,0.96,3.47,0.6,11.77,0.0,9758697.0,60144.0,250223.0,2345616.0,31811.0,3.7,,,95277.0,,3.7,31811.0,,5589.0,,2.3,,1.09,1.09,5435917.0,212000763.0,209.13,1.09,32.24,0.3148,33.66,0.0557
2025-08-22,362250.0,14526225.0,1.13,4.08,0.71,14.26,0.0,11894863.0,69970.0,296630.0,2805797.0,9826.0,2.06,,,48422.0,,2.06,9826.0,,,2015.0,2.72,0.08,1.3,1.3,5322546.0,213434094.6,208.13,1.29,33.24,0.3267,37.73,0.0672
2025-08-25,344752.0,14031406.4,1.08,3.92,0.68,13.91,0.0,11360672.4,66857.0,279132.0,2721079.9,,,,0.12,,3113.0,,,,,17498.0,2.68,0.54,1.25,1.25,5302583.0,215815128.1,214.13,1.24,33.76,0.323,35.63,0.0642
2025-08-26,469152.0,18320385.6,1.47,5.41,0.92,18.91,0.0,14475405.45,99700.0,370689.0,3893285.0,30588.0,3.77,,0.24,91773.0,6016.0,3.77,30588.0,,8271.0,216.0,4.06,0.01,1.8,1.8,5452402.0,212916298.1,219.06,1.82,23.7,0.3888,53.59,0.0845
2025-08-27,426391.0,16778485.85,1.33,4.37,0.84,16.84,0.0,12982784.85,97697.0,329931.0,3844376.95,,,,0.08,,2003.0,,,,,40758.0,3.97,1.84,1.8,1.8,5315224.0,209154064.4,209.12,1.86,26.8,0.3618,48.7,0.0788
2025-08-28,582813.0,23050254.15,1.82,6.02,1.15,23.07,1.0,17443685.7,165873.0,441054.0,6560277.15,45299.0,3.63,20100.0,,91023.0,,3.63,45299.0,0.8,22877.0,,6.64,,2.99,2.99,5380164.0,212785486.2,212.29,3.03,25.48,0.2888,42.37,0.1051
