,ECRP FP Equity_DX_SI_QTY,ECRP FP Equity_DX_SHORT_INTEREST_VALUE,ECRP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ECRP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ECRP FP Equity_DX_SI_MV,ECRP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ECRP FP Equity_DX_SUPPLY_SI_QTY,ECRP FP Equity_DX_BROKER_SI_QTY,ECRP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ECRP FP Equity_DX_BROKER_SI_MV_NEW_x,ECRP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ECRP FP Equity_DX_BROKER_SI_MV_INC_x,ECRP FP Equity_DX_BROKER_SI_QTY_ADD,ECRP FP Equity_DX_BROKER_SI_QTY_NEW,ECRP FP Equity_DX_SUPPLY_SI_MV_DEC,ECRP FP Equity_DX_BROKER_SI_QTY_INC,ECRP FP Equity_DX_SUPPLY_SI_QTY_DEC,ECRP FP Equity_DX_BROKER_SI_MV_NEW_y,ECRP FP Equity_DX_BROKER_SI_MV_INC_y,ECRP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ECRP FP Equity_DX_BROKER_SI_MV_ADD,ECRP FP Equity_DX_SUPPLY_SI_QTY_ADD,ECRP FP Equity_DX_BROKER_SI_QTY_DEC,ECRP FP Equity_DX_SUPPLY_SI_MV,ECRP FP Equity_DX_BROKER_SI_MV_DEC,ECRP FP Equity_DX_SUPPLY_SI_MV_RMV,ECRP FP Equity_DX_BROKER_SI_MV_RMV,ECRP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ECRP FP Equity_DX_UTILIZATION_QUANTITY,ECRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ECRP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ECRP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ECRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ECRP FP Equity_DX_ACTIVE_UTILIZATION_MV,ECRP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ECRP FP Equity_DX_BROKER_SI_CON_RATIO,ECRP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ECRP FP Equity_DX_DEMAND_SUPPLY_RATIO,ECRP FP Equity_PX_LAST
2019-10-25,3800.0,203566.0,0.87,0.05,0.2,101783.0,1900.0,1900.0,101783.0,,,,,,,,,,,,,,,0.1,,,,100.0,73.64,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4729,53.57
2019-10-28,3800.0,203402.6,0.88,0.05,0.2,101701.3,1900.0,1900.0,101701.3,,,,,,,,,,,,,,,0.1,,,,100.0,73.64,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4729,53.527
2019-10-29,3800.0,203353.2,0.87,0.05,0.2,101676.6,1900.0,1900.0,101676.6,,,,,,,,,,,,,,,0.1,,,,100.0,73.64,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4729,53.514
2019-10-30,3800.0,203197.4,0.86,0.05,0.2,101598.7,1900.0,1900.0,101598.7,,,,,,,,,,,,,,,0.1,,,,100.0,73.64,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4729,53.473
2019-10-31,3800.0,203737.0,0.85,0.05,0.2,101868.5,1900.0,1900.0,101868.5,,,,,,,,,,,,,,,0.1,,,,100.0,73.64,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4729,53.615
2019-11-01,3800.0,203706.6,0.86,0.05,0.2,101853.3,1900.0,1900.0,101853.3,,,,,,,,,,,,,,,0.1,,,,100.0,73.64,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4729,53.607
2019-11-04,3800.0,203588.8,0.86,0.05,0.2,101794.4,1900.0,1900.0,101794.4,,,,,,,,,,,,,,,0.1,,,,100.0,73.64,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4729,53.576
2019-11-05,3800.0,203619.2,0.89,0.05,0.2,101809.6,1900.0,1900.0,101809.6,,,,,,,,,,,,,,,0.1,,,,100.0,73.64,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4729,53.584
2019-11-06,3800.0,203626.8,0.88,0.05,0.2,101813.4,1900.0,1900.0,101813.4,,,,,,,,,,,,,,,0.1,,,,100.0,73.64,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4729,53.586
2019-11-07,3800.0,203102.4,0.88,0.05,0.2,101551.2,1900.0,1900.0,101551.2,,,,,,,,,,,,,,,0.1,,,,100.0,73.64,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4729,53.448
2019-11-08,3800.0,203060.6,0.8,0.05,0.2,101530.3,1900.0,1900.0,101530.3,,,,,,,,,,,,,,,0.1,,,,100.0,73.64,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4729,53.437
2019-11-11,3800.0,202676.8,0.79,0.05,0.2,101338.4,1900.0,1900.0,101338.4,,,,,,,,,,,,,,,0.1,,,,100.0,73.64,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4729,53.336
2019-11-12,3800.0,202821.2,0.78,0.05,0.2,101410.6,1900.0,1900.0,101410.6,,,,,,,,,,,,,,,0.1,,,,100.0,33.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6611,53.374
2019-11-13,3800.0,202908.6,0.77,0.05,0.2,101454.3,1900.0,1900.0,101454.3,,,,,,,,,,,,,,,0.1,,,,100.0,33.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6611,53.397
2019-11-14,3800.0,203231.6,0.73,0.04,0.2,101615.8,1900.0,1900.0,101615.8,,,,,,,,,,,,,,,0.1,,,,100.0,33.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6611,53.482
2019-11-15,3800.0,203148.0,0.73,0.04,0.2,101574.0,1900.0,1900.0,101574.0,,,,,,,,,,,,,,,0.1,,,,100.0,33.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6611,53.46
2019-11-18,3800.0,202923.8,0.73,0.04,0.2,101461.9,1900.0,1900.0,101461.9,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.401
2019-11-19,3800.0,202927.6,0.74,0.04,0.2,101463.8,1900.0,1900.0,101463.8,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.402
2019-11-20,3800.0,202813.6,0.65,0.04,0.2,101406.8,1900.0,1900.0,101406.8,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.372
2019-11-21,3800.0,202422.2,0.66,0.04,0.2,101211.1,1900.0,1900.0,101211.1,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.269
2019-11-22,3800.0,203102.4,0.68,0.04,0.2,101551.2,1900.0,1900.0,101551.2,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.448
2019-11-25,3800.0,203140.4,0.65,0.04,0.2,101570.2,1900.0,1900.0,101570.2,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.458
2019-11-26,3800.0,203334.2,0.62,0.04,0.2,101667.1,1900.0,1900.0,101667.1,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.509
2019-11-27,3800.0,203315.2,0.6,0.04,0.2,101657.6,1900.0,1900.0,101657.6,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.504
2019-11-28,3800.0,203349.4,0.57,0.04,0.2,101674.7,1900.0,1900.0,101674.7,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.513
2019-11-29,3800.0,203364.6,0.71,0.04,0.2,101682.3,1900.0,1900.0,101682.3,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.517
2019-12-02,3800.0,202809.8,0.72,0.04,0.2,101404.9,1900.0,1900.0,101404.9,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.371
2019-12-03,3800.0,203106.2,0.7,0.04,0.2,101553.1,1900.0,1900.0,101553.1,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.449
2019-12-04,3800.0,203117.6,0.74,0.04,0.2,101558.8,1900.0,1900.0,101558.8,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.452
2019-12-05,3800.0,202992.2,0.75,0.04,0.2,101496.1,1900.0,1900.0,101496.1,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.419
2019-12-06,3800.0,203132.8,0.75,0.04,0.2,101566.4,1900.0,1900.0,101566.4,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.456
2019-12-09,3800.0,203490.0,0.74,0.04,0.2,101745.0,1900.0,1900.0,101745.0,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.55
2019-12-10,13600.0,728171.2,2.02,0.14,0.73,626441.4,11700.0,11700.0,626441.4,,,,9800.0,,,,,,,,0.53,9800.0,,0.63,,,,4.09,4.08,274368.0,14690211.46,,14.7,4.09,16.24,0.7279,83.76,0.0474,53.542
2019-12-11,13600.0,728565.6,2.0,0.13,0.73,626780.7,11700.0,11700.0,626780.7,,,,,,,,,,,,,,,0.63,,,,4.09,4.08,274368.0,14698168.13,,14.74,4.09,16.25,0.7279,83.75,0.0474,53.571
2019-12-12,23400.0,1251689.4,3.47,0.22,1.25,1150056.5,11700.0,21500.0,625844.7,,,0.53,,,,9800.0,,,0.53,,,,,0.63,,,,4.09,4.08,274368.0,14676218.69,,14.72,4.09,45.54,0.504,54.46,0.0816,53.491
2019-12-13,23400.0,1256018.4,3.46,0.22,1.25,1154034.0,11700.0,21500.0,628009.2,,,,,,,,,,,,,,,0.63,,,,4.09,4.08,274368.0,14726976.77,,14.68,4.09,45.67,0.5038,54.33,0.0816,53.676
2019-12-16,23400.0,1254988.8,3.31,0.22,1.26,1153088.0,11700.0,21500.0,627494.4,,,,,,,,,,,,,,,0.63,,,,4.09,4.08,274368.0,14714904.58,,14.73,4.09,45.56,0.5039,54.44,0.0816,53.632
2019-12-17,23400.0,1255737.6,3.29,0.21,1.26,1153776.0,11700.0,21500.0,627868.8,,,,,,,,,,,,,,,0.63,,,,4.09,4.08,274368.0,14723684.35,,14.71,4.09,45.6,0.5039,54.4,0.0816,53.664
2019-12-18,23400.0,1254123.0,3.3,0.21,1.25,1152292.5,11700.0,21500.0,627061.5,,,,,,,,,,,,,,,0.63,,,,4.09,4.08,274368.0,14704752.96,,14.72,4.09,45.55,0.504,54.45,0.0816,53.595
2019-12-19,23400.0,1253163.6,3.3,0.21,1.25,626581.8,11700.0,11700.0,626581.8,,,,,,,,,,,,,,9800.0,0.63,0.52,,,4.09,4.08,274368.0,14693503.87,,14.7,4.09,45.58,0.5039,54.42,0.0816,53.554
2019-12-20,3800.0,203949.8,0.56,0.03,0.2,101974.9,1900.0,1900.0,101974.9,,,,,,0.53,,9800.0,,,,,,9800.0,0.1,0.53,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.671
2019-12-23,3800.0,203623.0,0.56,0.03,0.2,101811.5,1900.0,1900.0,101811.5,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.585
2019-12-24,3800.0,203740.8,0.55,0.03,0.2,101870.4,1900.0,1900.0,101870.4,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.616
2019-12-25,3800.0,203740.8,0.57,0.03,0.2,101870.4,1900.0,1900.0,101870.4,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,
2019-12-26,3800.0,203740.8,0.57,0.03,0.2,101870.4,1900.0,1900.0,101870.4,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,
2019-12-27,3800.0,203653.4,0.57,0.03,0.2,101826.7,1900.0,1900.0,101826.7,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.593
2019-12-30,3800.0,203151.8,0.59,0.03,0.2,101575.9,1900.0,1900.0,101575.9,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.461
2019-12-31,3800.0,203292.4,0.59,0.03,0.2,101646.2,1900.0,1900.0,101646.2,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.498
2020-01-01,3800.0,203292.4,0.59,0.03,0.2,101646.2,1900.0,1900.0,101646.2,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,
2020-01-02,3800.0,203638.2,0.59,0.03,0.2,101819.1,1900.0,1900.0,101819.1,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.589
2020-01-03,3800.0,203965.0,0.6,0.03,0.2,101982.5,1900.0,1900.0,101982.5,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.675
2020-01-06,3800.0,203843.4,0.66,0.03,0.2,101921.7,1900.0,1900.0,101921.7,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.643
2020-01-07,3800.0,203843.4,0.68,0.03,0.2,101921.7,1900.0,1900.0,101921.7,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.643
2020-01-08,3800.0,203417.8,0.68,0.03,0.2,101708.9,1900.0,1900.0,101708.9,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.531
2020-01-09,3800.0,203197.4,0.71,0.03,0.2,101598.7,1900.0,1900.0,101598.7,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.473
2020-01-10,3800.0,203296.2,0.73,0.03,0.2,101648.1,1900.0,1900.0,101648.1,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.499
2020-01-13,3800.0,203102.4,0.78,0.03,0.2,101551.2,1900.0,1900.0,101551.2,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.448
2020-01-14,3800.0,202996.0,0.84,0.03,0.2,101498.0,1900.0,1900.0,101498.0,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.42
2020-01-15,3800.0,203254.4,0.85,0.03,0.2,101627.2,1900.0,1900.0,101627.2,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.488
2020-01-16,3800.0,203626.8,0.85,0.03,0.2,101813.4,1900.0,1900.0,101813.4,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.586
2020-01-17,3800.0,203919.4,0.87,0.03,0.2,101959.7,1900.0,1900.0,101959.7,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.663
2020-01-20,3800.0,203763.6,0.87,0.03,0.2,101881.8,1900.0,1900.0,101881.8,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.622
2020-01-21,3800.0,203911.8,0.87,0.03,0.2,101955.9,1900.0,1900.0,101955.9,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.661
2020-01-22,3800.0,204117.0,0.83,0.03,0.2,102058.5,1900.0,1900.0,102058.5,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.715
2020-01-23,3800.0,204326.0,0.82,0.03,0.2,102163.0,1900.0,1900.0,102163.0,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.77
2020-01-24,3800.0,204607.2,1.22,0.03,0.2,102303.6,1900.0,1900.0,102303.6,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.844
2020-01-27,3800.0,204557.8,1.17,0.03,0.2,102278.9,1900.0,1900.0,102278.9,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.831
2020-01-28,3800.0,204451.4,1.16,0.03,0.2,102225.7,1900.0,1900.0,102225.7,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.803
2020-01-29,3800.0,204888.4,1.14,0.03,0.2,102444.2,1900.0,1900.0,102444.2,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.918
2020-01-30,3800.0,205036.6,1.16,0.03,0.2,102518.3,1900.0,1900.0,102518.3,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.957
2020-01-31,39800.0,2150115.4,11.86,0.36,2.15,2047471.7,19900.0,37900.0,1075057.7,,,0.97,18000.0,,,18000.0,,,0.97,,0.97,18000.0,,1.07,,,,6.96,6.94,266168.0,14379193.86,,14.37,6.96,47.52,0.5012,52.48,0.1388,54.023
2020-02-03,39800.0,2149438.8,11.68,0.36,2.14,2046827.4,19900.0,37900.0,1074719.4,,,,,,,,,,,,,,,1.08,,,,6.96,6.94,266168.0,14374669.01,,14.38,6.96,47.17,0.5016,52.83,0.1388,54.006
2020-02-04,39800.0,2149080.6,11.34,0.37,2.15,2046486.3,19900.0,37900.0,1074540.3,,,,,,,,,,,,,,,1.08,,,,6.96,6.94,266168.0,14372273.5,,14.38,6.96,47.49,0.5013,52.51,0.1388,53.997
2020-02-05,39800.0,2145697.6,11.49,0.37,2.15,2043264.8,19900.0,37900.0,1072848.8,,,,,,,,,,,,,,,1.07,,,,6.96,6.94,266168.0,14349649.22,,14.37,6.96,47.45,0.5013,52.55,0.1388,53.912
2020-02-06,39800.0,2147210.0,10.27,0.34,2.15,2044705.0,19900.0,37900.0,1073605.0,,,,,,,,,,,,,,,1.07,,,,6.96,6.94,266168.0,14359763.6,,14.36,6.96,47.51,0.5012,52.49,0.1388,53.95
2020-02-07,39800.0,2146851.8,10.32,0.34,2.15,2044363.9,19900.0,37900.0,1073425.9,,,,,,,,,,,,,,,1.07,,,,6.96,6.94,266168.0,14357368.09,,14.37,6.96,47.49,0.5013,52.51,0.1388,53.941
2020-02-10,39800.0,2148802.0,9.81,0.35,2.15,2046221.0,19900.0,37900.0,1074401.0,,,,,,,,,,,,,,,1.07,,,,6.96,6.94,266168.0,14370410.32,,14.36,6.96,47.52,0.5012,52.48,0.1388,53.99
2020-02-11,39800.0,2147409.0,8.44,0.35,2.15,2044894.5,19900.0,37900.0,1073704.5,,,,,,,,,,,,,,,1.07,,,,6.96,6.94,266168.0,14361094.44,,14.36,6.96,47.48,0.5013,52.52,0.1388,53.955
2020-02-12,39800.0,2149438.8,8.45,0.35,2.15,2046827.4,19900.0,37900.0,1074719.4,,,,,,,,,,,,,,,1.07,,,,6.96,6.94,266168.0,14374669.01,,14.36,6.96,47.52,0.5012,52.48,0.1388,54.006
2020-02-13,39800.0,2147289.6,7.8,0.35,2.15,2044780.8,19900.0,37900.0,1073644.8,,,,,,,,,,,,,,,1.07,,,,6.96,6.94,266168.0,14360295.94,,14.37,6.96,47.47,0.5013,52.53,0.1388,53.952
2020-02-14,39800.0,2150672.6,7.51,0.35,2.15,2048002.3,19900.0,37900.0,1075336.3,,,,,,,,,,,,,,,1.07,,,,6.96,6.94,266168.0,14382920.22,,14.35,6.96,47.53,0.5012,52.47,0.1388,54.037
2020-02-17,39800.0,2151190.0,7.58,0.35,2.15,2048495.0,19900.0,37900.0,1075595.0,,,,,,,,,,,,,,,1.08,,,,6.96,6.94,266168.0,14386380.4,,14.39,6.96,47.5,0.5013,52.5,0.1388,54.05
2020-02-18,39800.0,2150553.2,7.22,0.34,2.15,2047888.6,19900.0,37900.0,1075276.6,,,,,,,,,,,,,,,1.07,,,,6.96,6.94,266168.0,14382121.71,,14.37,6.96,47.49,0.5013,52.51,0.1388,54.034
2020-02-19,39800.0,2152304.4,6.83,0.34,2.15,2049556.2,19900.0,37900.0,1076152.2,,,,,,,,,,,,,,,1.08,,,,6.96,6.94,266168.0,14393833.1,,14.4,6.96,47.51,0.5012,52.49,0.1388,54.078
2020-02-20,39800.0,2154214.8,6.78,0.34,2.15,2051375.4,19900.0,37900.0,1077107.4,,,,,,,,,,,,,,,1.08,,,,6.96,6.94,266168.0,14406609.17,,14.38,6.96,47.52,0.5012,52.48,0.1388,54.126
2020-02-21,39800.0,2152145.2,6.54,0.34,2.15,1076072.6,19900.0,19900.0,1076072.6,,,,,,,,,,,,,,18000.0,1.08,0.97,,,6.96,6.94,266168.0,14392768.43,,14.4,6.96,47.49,0.5013,52.51,0.1388,54.074
2020-02-24,21800.0,1177548.8,3.53,0.19,1.18,102630.4,19900.0,1900.0,1074918.4,,,,,,,,,,,,,,18000.0,1.07,0.97,,,6.96,6.94,266168.0,14377330.69,,14.37,6.96,9.55,0.8273,90.45,0.076,54.016
2020-02-25,3800.0,205177.2,0.5,0.03,0.21,102588.6,1900.0,1900.0,102588.6,,,,,,0.97,,18000.0,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.994
2020-02-26,37000.0,1992524.0,4.77,0.32,2.0,1890205.2,18500.0,35100.0,996262.0,,,0.9,16600.0,,,16600.0,,,0.9,,0.89,16600.0,,1.0,,,,6.47,6.45,267568.0,14409071.94,,14.45,6.47,47.23,0.5015,52.77,0.129,53.852
2020-02-27,37000.0,1990156.0,4.57,0.32,2.0,1887958.8,18500.0,35100.0,995078.0,,,,,,,,,,,,,,,1.0,,,,6.47,6.45,267568.0,14391947.58,,14.43,6.47,47.26,0.5015,52.74,0.129,53.788
2020-02-28,37000.0,1982349.0,4.55,0.35,1.99,1880552.7,18500.0,35100.0,991174.5,,,,,,,,,,,,,,,1.0,,,,6.47,6.45,267568.0,14335490.74,,14.43,6.47,47.29,0.5015,52.71,0.129,53.577
2020-03-02,37000.0,1984236.0,4.38,0.35,1.97,1882342.8,18500.0,35100.0,992118.0,,,,,,,,,,,,,,,0.99,,,,6.47,6.45,267568.0,14349136.7,,14.28,6.47,47.32,0.5014,52.68,0.129,53.628
2020-03-03,37000.0,1990415.0,4.18,0.35,1.99,1888204.5,18500.0,35100.0,995207.5,,,,,,,,,,,,,,,0.99,,,,6.47,6.45,267568.0,14393820.56,,14.37,6.47,47.37,0.5014,52.63,0.129,53.795
2020-03-04,53600.0,2880946.4,5.98,0.5,2.89,1886589.9,18500.0,35100.0,994356.5,,,,,,,,,,,,,,,1.0,,,,6.47,6.45,267568.0,14381512.43,,14.41,6.47,35.69,0.541,64.31,0.1869,53.749
2020-03-05,20400.0,1097928.0,2.26,0.19,1.1,995670.0,1900.0,18500.0,102258.0,,,,,,0.89,,16600.0,,,,,,16600.0,0.1,0.89,,,100.0,0.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0755,53.82
2020-03-06,3800.0,203045.4,0.43,0.04,0.2,101522.7,1900.0,1900.0,101522.7,,,,,,,,,,,,,,16600.0,0.1,0.89,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,53.433
2020-03-09,3800.0,199864.8,0.42,0.04,0.2,99932.4,1900.0,1900.0,99932.4,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,52.596
2020-03-10,3800.0,199705.2,0.42,0.04,0.2,99852.6,1900.0,1900.0,99852.6,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,52.554
2020-03-11,3800.0,200423.4,0.36,0.04,0.2,100211.7,1900.0,1900.0,100211.7,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,52.743
2020-03-12,3800.0,197482.2,0.37,0.04,0.2,98741.1,1900.0,1900.0,98741.1,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,51.969
2020-03-13,3800.0,196099.0,0.36,0.04,0.2,98049.5,1900.0,1900.0,98049.5,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,51.605
2020-03-16,3800.0,188635.8,0.36,0.04,0.2,94317.9,1900.0,1900.0,94317.9,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,49.641
2020-03-17,3800.0,185177.8,0.35,0.04,0.19,92588.9,1900.0,1900.0,92588.9,,,,,,,,,,,,,,,0.09,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,48.731
2020-03-18,3800.0,178345.4,0.35,0.04,0.19,89172.7,1900.0,1900.0,89172.7,,,,,,,,,,,,,,,0.09,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,46.933
2020-03-19,3800.0,182400.0,0.34,0.04,0.18,91200.0,1900.0,1900.0,91200.0,,,,,,,,,,,,,,,0.09,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,48.0
2020-03-20,3800.0,183540.0,0.29,0.04,0.18,91770.0,1900.0,1900.0,91770.0,,,,,,,,,,,,,,,0.09,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,48.3
2020-03-23,3800.0,189965.8,0.29,0.04,0.18,94982.9,1900.0,1900.0,94982.9,,,,,,,,,,,,,,,0.09,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,49.991
2020-03-24,3800.0,184444.4,0.3,0.04,0.19,92222.2,1900.0,1900.0,92222.2,,,,,,,,,,,,,,,0.1,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,48.538
2020-03-25,3800.0,188996.8,0.29,0.04,0.18,94498.4,1900.0,1900.0,94498.4,,,,,,,,,,,,,,,0.09,,,,100.0,0.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133,49.736
