,EEUE FP Equity_DX_SI_QTY,EEUE FP Equity_DX_SHORT_INTEREST_VALUE,EEUE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EEUE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EEUE FP Equity_DX_SI_MV,EEUE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EEUE FP Equity_DX_SUPPLY_SI_QTY,EEUE FP Equity_DX_BROKER_SI_QTY,EEUE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EEUE FP Equity_DX_BROKER_SI_QTY_ADD,EEUE FP Equity_DX_BROKER_SI_MV_ADD,EEUE FP Equity_DX_SUPPLY_SI_MV,EEUE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EEUE FP Equity_DX_UTILIZATION_QUANTITY,EEUE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EEUE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EEUE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EEUE FP Equity_DX_ACTIVE_UTILIZATION_MV,EEUE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EEUE FP Equity_DX_BROKER_SI_CON_RATIO,EEUE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EEUE FP Equity_DX_DEMAND_SUPPLY_RATIO,EEUE FP Equity_PX_LAST
2019-07-23,655.0,7039.94,0.19,0.01,0.01,7039.94,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.748
2019-07-24,655.0,7034.7,0.19,0.01,0.01,7034.7,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.74
2019-07-25,655.0,6996.71,0.19,0.01,0.01,6996.71,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.682
2019-07-26,655.0,7025.53,0.19,0.01,0.01,7025.53,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.726
2019-07-29,655.0,7024.22,0.19,0.01,0.01,7024.22,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.724
2019-07-30,655.0,6927.28,0.19,0.01,0.01,6927.28,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.576
2019-07-31,655.0,6923.35,0.19,0.01,0.01,6923.35,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.57
2019-08-01,655.0,6979.68,0.17,0.01,0.01,6979.68,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.656
2019-08-02,655.0,6798.9,0.16,0.01,0.01,6798.9,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.38
2019-08-05,655.0,6635.15,0.16,0.01,0.01,6635.15,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.13
2019-08-06,655.0,6593.23,0.16,0.01,0.01,6593.23,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.066
2019-08-07,655.0,6624.67,0.15,0.01,0.01,6624.67,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.114
2019-08-08,655.0,6745.19,0.13,0.01,0.01,6745.19,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.298
2019-08-09,655.0,6695.41,0.1,0.01,0.01,6695.41,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.222
2019-08-12,655.0,6669.21,0.1,0.01,0.01,6669.21,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.182
2019-08-13,655.0,6708.51,0.09,0.01,0.01,6708.51,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.242
2019-08-14,655.0,6594.54,0.11,0.01,0.01,6594.54,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.068
2019-08-15,655.0,6584.06,0.1,0.01,0.01,6584.06,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.052
2019-08-16,655.0,6671.83,0.09,0.01,0.01,6671.83,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.186
2019-08-19,655.0,6746.5,0.09,0.01,0.01,6746.5,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.3
2019-08-20,655.0,6704.58,0.09,0.01,0.01,6704.58,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.236
2019-08-21,655.0,6781.87,0.09,0.01,0.01,6781.87,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.354
2019-08-22,655.0,6751.74,0.09,0.01,0.01,6751.74,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.308
2019-08-23,655.0,6692.79,0.06,0.01,0.01,6692.79,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.218
2019-08-26,655.0,6711.13,0.04,0.01,0.01,6711.13,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.246
2019-08-27,655.0,6746.5,0.04,0.01,0.01,6746.5,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.3
2019-08-28,655.0,6738.64,0.04,0.01,0.01,6738.64,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.288
2019-08-29,655.0,6809.38,0.04,0.01,0.01,6809.38,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.396
2019-08-30,655.0,6849.99,0.04,0.01,0.01,6849.99,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.458
2019-09-02,655.0,6876.19,0.04,0.01,0.01,6876.19,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.498
2019-09-03,655.0,6859.16,0.04,0.01,0.01,6859.16,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.472
2019-09-04,655.0,6923.35,0.04,0.01,0.01,6923.35,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.57
2019-09-05,655.0,6971.82,0.04,0.01,0.01,6971.82,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.644
2019-09-06,655.0,6986.23,0.04,0.01,0.01,6986.23,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.666
2019-09-09,655.0,6975.75,0.04,0.01,0.01,6975.75,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.65
2019-09-10,655.0,6983.61,0.04,0.01,0.01,6983.61,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.662
2019-09-11,655.0,7047.8,0.04,0.01,0.01,7047.8,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.76
2019-09-12,655.0,7054.35,0.04,0.01,0.01,7054.35,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.77
2019-09-13,655.0,7076.62,0.04,0.01,0.01,7076.62,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.804
2019-09-16,655.0,7034.7,0.04,0.01,0.01,7034.7,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.74
2019-09-17,655.0,7028.15,0.04,0.01,0.01,7028.15,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.73
2019-09-18,655.0,7030.77,0.04,0.01,0.01,7030.77,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.734
2019-09-19,655.0,7077.93,0.04,0.01,0.01,7077.93,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.806
2019-09-20,655.0,7109.37,0.04,0.01,0.01,7109.37,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.854
2019-09-23,655.0,7046.49,0.04,0.01,0.01,7046.49,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.758
2019-09-24,655.0,7037.32,0.04,0.01,0.01,7037.32,0.0,655.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.744
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,10.684
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,10.764
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,10.794
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,10.854
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,10.698
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,10.398
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,10.402
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,10.492
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,10.556
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,10.426
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,10.48
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,10.552
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,10.784
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,10.728
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,10.842
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,10.824
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,10.81
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,10.788
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,10.856
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,10.88
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,10.898
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,10.948
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,10.964
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,10.988
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,10.97
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,10.988
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,10.93
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,11.0
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,11.112
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,11.134
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,11.158
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,11.196
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,11.166
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,11.162
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,11.212
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,11.186
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,11.148
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,11.182
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,11.184
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,11.164
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,11.116
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,11.072
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,11.132
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,11.242
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,11.248
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,11.286
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,11.266
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,11.212
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,11.034
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,10.962
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,11.094
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,11.07
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,11.21
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,11.198
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,11.164
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,11.178
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,11.22
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,11.336
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,11.498
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,11.412
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,11.418
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,11.432
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,11.522
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,11.516
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,11.538
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,11.546
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,11.444
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,11.418
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,11.56
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,11.524
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,11.478
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,11.504
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,11.526
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,11.56
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,11.536
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,11.52
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,11.552
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,11.566
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,11.584
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,11.7
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,11.682
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,11.662
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,11.648
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,11.572
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,11.678
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,11.4
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,11.51
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,11.554
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,11.438
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,11.31
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,11.338
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,11.536
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,11.668
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,11.706
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,11.686
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,11.696
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,11.782
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,11.86
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,11.852
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,11.832
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,11.866
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,11.83
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,11.922
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,11.816
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,11.754
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,11.314
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,11.12
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,11.126
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,10.722
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,10.368
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,10.382
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,10.528
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,10.678
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,10.504
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,10.118
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,9.358
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,9.248
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,9.191
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,8.182
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,8.271
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,7.866
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,8.06
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,7.688
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,7.981
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,8.112
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,7.777
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,8.44
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,8.713
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,8.907
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,8.644
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,8.748
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,8.89
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,8.624
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,8.671
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,8.572
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,8.897
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,9.07
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,9.065
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,9.206
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,9.242
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,8.951
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,8.985
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,9.237
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,9.299
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,8.978
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,9.14
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,9.211
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,9.13
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,9.304
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,9.458
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,9.629
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,9.421
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,9.107
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,9.293
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,9.27
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,9.351
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,9.467
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,9.422
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,9.431
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,9.257
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,9.06
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,9.108
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,9.466
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,9.424
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,9.509
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,9.431
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,9.436
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,9.612
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,9.676
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,9.709
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,9.86
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,9.696
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,9.872
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,9.96
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,10.212
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,10.138
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,10.392
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,10.362
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,10.236
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,10.206
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,9.784
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,9.83
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,9.79
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,10.078
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,10.152
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,10.082
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,10.156
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,10.07
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,10.206
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,9.906
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,9.981
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,9.953
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,9.999
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,9.999
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,10.026
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,10.216
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,10.144
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,10.304
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,10.236
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,10.182
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,10.09
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,10.178
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,10.296
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,10.212
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,10.378
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,10.334
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,10.356
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,10.42
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,10.458
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,10.36
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,10.368
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,10.184
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,10.152
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,10.196
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,10.194
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,9.987
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,9.86
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,10.076
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,10.072
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,10.098
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,10.052
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,10.074
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,10.11
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,10.28
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,10.394
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,10.334
2020-08-14,,,,,,,,,,,,,,,,,,,,,,,10.204
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,10.248
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,10.192
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,10.254
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,10.164
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,10.148
2020-08-24,,,,,,,,,,,,,,,,,,,,,,,10.29
2020-08-25,,,,,,,,,,,,,,,,,,,,,,,10.272
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,10.354
2020-08-27,,,,,,,,,,,,,,,,,,,,,,,10.288
2020-08-28,,,,,,,,,,,,,,,,,,,,,,,10.236
2020-08-31,,,,,,,,,,,,,,,,,,,,,,,10.154
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,10.13
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,10.302
2020-09-03,,,,,,,,,,,,,,,,,,,,,,,10.16
2020-09-04,,,,,,,,,,,,,,,,,,,,,,,10.054
2020-09-07,,,,,,,,,,,,,,,,,,,,,,,10.206
2020-09-08,,,,,,,,,,,,,,,,,,,,,,,10.096
2020-09-09,,,,,,,,,,,,,,,,,,,,,,,10.258
2020-09-10,,,,,,,,,,,,,,,,,,,,,,,10.186
2020-09-11,,,,,,,,,,,,,,,,,,,,,,,10.21
2020-09-14,,,,,,,,,,,,,,,,,,,,,,,10.218
2020-09-15,,,,,,,,,,,,,,,,,,,,,,,10.294
2020-09-16,,,,,,,,,,,,,,,,,,,,,,,10.354
2020-09-17,,,,,,,,,,,,,,,,,,,,,,,10.302
2020-09-18,,,,,,,,,,,,,,,,,,,,,,,10.22
2020-09-21,,,,,,,,,,,,,,,,,,,,,,,9.897
2020-09-22,,,,,,,,,,,,,,,,,,,,,,,9.911
2020-09-23,,,,,,,,,,,,,,,,,,,,,,,9.973
2020-09-24,,,,,,,,,,,,,,,,,,,,,,,9.877
2020-09-25,,,,,,,,,,,,,,,,,,,,,,,9.863
2020-09-28,,,,,,,,,,,,,,,,,,,,,,,10.086
2020-09-29,,,,,,,,,,,,,,,,,,,,,,,10.026
2020-09-30,,,,,,,,,,,,,,,,,,,,,,,10.002
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,10.03
2020-10-02,,,,,,,,,,,,,,,,,,,,,,,10.056
2020-10-05,,,,,,,,,,,,,,,,,,,,,,,10.138
2020-10-06,,,,,,,,,,,,,,,,,,,,,,,10.146
2020-10-07,,,,,,,,,,,,,,,,,,,,,,,10.136
2020-10-08,,,,,,,,,,,,,,,,,,,,,,,10.208
2020-10-09,,,,,,,,,,,,,,,,,,,,,,,10.27
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,10.342
2020-10-13,,,,,,,,,,,,,,,,,,,,,,,10.286
2020-10-14,,,,,,,,,,,,,,,,,,,,,,,10.268
2020-10-15,,,,,,,,,,,,,,,,,,,,,,,10.06
2020-10-16,,,,,,,,,,,,,,,,,,,,,,,10.194
2020-10-19,,,,,,,,,,,,,,,,,,,,,,,10.18
2020-10-20,,,,,,,,,,,,,,,,,,,,,,,10.13
