,EEUE FP Equity_DX_SI_QTY,EEUE FP Equity_DX_SHORT_INTEREST_VALUE,EEUE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EEUE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EEUE FP Equity_DX_SI_MV,EEUE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EEUE FP Equity_DX_SUPPLY_SI_QTY,EEUE FP Equity_DX_BROKER_SI_QTY,EEUE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EEUE FP Equity_DX_BROKER_SI_QTY_ADD,EEUE FP Equity_DX_BROKER_SI_MV_ADD,EEUE FP Equity_DX_SUPPLY_SI_MV,EEUE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EEUE FP Equity_DX_UTILIZATION_QUANTITY,EEUE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EEUE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EEUE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EEUE FP Equity_DX_ACTIVE_UTILIZATION_MV,EEUE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EEUE FP Equity_DX_BROKER_SI_CON_RATIO,EEUE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EEUE FP Equity_DX_DEMAND_SUPPLY_RATIO,EEUE FP Equity_PX_LAST
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,171.839
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,173.905
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,172.823
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,171.789
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,173.1
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,172.524
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,172.795
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,172.202
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,171.842
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,171.65
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,172.55
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,174.18
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,175.776
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,176.249
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,176.993
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,176.353
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,175.885
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,176.495
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,175.933
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,176.184
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,176.105
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,176.446
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,177.248
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,177.846
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,178.068
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,177.244
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,176.171
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,177.238
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,176.717
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,175.48
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,174.822
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,173.756
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,171.451
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,169.642
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,168.298
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,165.634
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,163.263
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,165.08
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,163.97
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,165.545
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,166.527
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,168.239
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,167.32
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,168.351
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,168.55
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,168.152
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,168.845
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,169.779
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,169.505
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,168.231
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,166.159
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,162.642
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,164.34
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,164.348
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,165.199
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,166.774
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,167.548
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,167.95
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,166.342
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,166.141
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,166.885
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,167.333
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,165.641
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,166.549
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,166.383
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,163.826
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,162.32
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,161.317
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,163.163
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,164.018
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,165.033
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,163.926
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,163.281
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,167.148
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,166.724
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,167.005
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,168.468
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,167.562
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,168.619
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,168.908
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,168.25
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,169.782
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,169.94
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,170.227
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,170.328
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,170.833
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,170.895
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,169.856
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,171.359
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,172.08
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,172.249
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,173.062
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,172.018
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,173.182
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,174.747
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,174.713
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,175.941
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,176.146
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,176.29
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,176.247
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,176.517
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,176.941
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,177.959
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,177.422
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,178.342
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,178.696
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,176.592
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,175.825
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,175.702
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,175.369
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,173.212
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,173.456
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,172.235
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,174.548
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,174.871
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,174.437
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,174.455
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,174.093
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,173.909
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,174.9
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,174.84
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,174.886
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,177.211
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,175.672
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,174.05
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,172.706
2018-06-20,,,,,,,,,,,,,,,,,,,,,,,173.254
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,171.711
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,173.885
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,169.882
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,170.22
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,10.102
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,10.086
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,10.094
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,10.138
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,10.156
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,10.22
2018-07-10,,,,,,,,,,,,,,,,,,,,,,,10.266
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,10.128
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,10.214
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,10.24
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,10.17
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,10.214
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,10.288
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,10.268
2018-07-20,,,,,,,,,,,,,,,,,,,,,,,10.252
2018-07-23,,,,,,,,,,,,,,,,,,,,,,,10.214
2018-07-24,,,,,,,,,,,,,,,,,,,,,,,10.3
2018-07-25,,,,,,,,,,,,,,,,,,,,,,,10.272
2018-07-26,,,,,,,,,,,,,,,,,,,,,,,10.324
2018-07-27,,,,,,,,,,,,,,,,,,,,,,,10.4
2018-07-30,,,,,,,,,,,,,,,,,,,,,,,10.374
2018-07-31,,,,,,,,,,,,,,,,,,,,,,,10.406
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,10.342
2018-08-02,,,,,,,,,,,,,,,,,,,,,,,10.262
2018-08-03,,,,,,,,,,,,,,,,,,,,,,,10.334
2018-08-06,,,,,,,,,,,,,,,,,,,,,,,10.316
2018-08-07,,,,,,,,,,,,,,,,,,,,,,,10.368
2018-08-08,,,,,,,,,,,,,,,,,,,,,,,10.352
2018-08-09,,,,,,,,,,,,,,,,,,,,,,,10.372
2018-08-10,,,,,,,,,,,,,,,,,,,,,,,10.262
2018-08-13,,,,,,,,,,,,,,,,,,,,,,,10.228
2018-08-14,,,,,,,,,,,,,,,,,,,,,,,10.23
2018-08-15,,,,,,,,,,,,,,,,,,,,,,,10.078
2018-08-16,,,,,,,,,,,,,,,,,,,,,,,10.144
2018-08-17,,,,,,,,,,,,,,,,,,,,,,,10.134
2018-08-20,,,,,,,,,,,,,,,,,,,,,,,10.214
2018-08-21,,,,,,,,,,,,,,,,,,,,,,,10.216
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,10.214
2018-08-23,,,,,,,,,,,,,,,,,,,,,,,10.206
2018-08-24,,,,,,,,,,,,,,,,,,,,,,,10.208
2018-08-27,,,,,,,,,,,,,,,,,,,,,,,10.274
2018-08-28,,,,,,,,,,,,,,,,,,,,,,,10.252
2018-08-29,,,,,,,,,,,,,,,,,,,,,,,10.282
2018-08-30,,,,,,,,,,,,,,,,,,,,,,,10.25
2018-08-31,,,,,,,,,,,,,,,,,,,,,,,10.164
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,10.176
2018-09-04,,,,,,,,,,,,,,,,,,,,,,,10.1
2018-09-05,,,,,,,,,,,,,,,,,,,,,,,9.982
2018-09-06,,,,,,,,,,,,,,,,,,,,,,,9.936
2018-09-07,,,,,,,,,,,,,,,,,,,,,,,9.945
2018-09-10,,,,,,,,,,,,,,,,,,,,,,,9.985
2018-09-11,,,,,,,,,,,,,,,,,,,,,,,9.976
2018-09-12,,,,,,,,,,,,,,,,,,,,,,,10.004
2018-09-13,,,,,,,,,,,,,,,,,,,,,,,10.016
2018-09-14,,,,,,,,,,,,,,,,,,,,,,,10.05
2018-09-17,,,,,,,,,,,,,,,,,,,,,,,10.06
2018-09-18,,,,,,,,,,,,,,,,,,,,,,,10.074
2018-09-19,,,,,,,,,,,,,,,,,,,,,,,10.108
2018-09-20,,,,,,,,,,,,,,,,,,,,,,,10.178
2018-09-21,,,,,,,,,,,,,,,,,,,,,,,10.228
2018-09-24,,,,,,,,,,,,,,,,,,,,,,,10.168
2018-09-25,,,,,,,,,,,,,,,,,,,,,,,10.228
2018-09-26,,,,,,,,,,,,,,,,,,,,,,,10.252
2018-09-27,,,,,,,,,,,,,,,,,,,,,,,10.296
2018-09-28,,,,,,,,,,,,,,,,,,,,,,,10.206
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,10.238
2018-10-02,,,,,,,,,,,,,,,,,,,,,,,10.186
2018-10-03,,,,,,,,,,,,,,,,,,,,,,,10.242
2018-10-04,,,,,,,,,,,,,,,,,,,,,,,10.126
2018-10-05,,,,,,,,,,,,,,,,,,,,,,,10.042
2018-10-08,,,,,,,,,,,,,,,,,,,,,,,9.931
2018-10-09,,,,,,,,,,,,,,,,,,,,,,,9.958
2018-10-10,,,,,,,,,,,,,,,,,,,,,,,9.805
2018-10-11,,,,,,,,,,,,,,,,,,,,,,,9.604
2018-10-12,,,,,,,,,,,,,,,,,,,,,,,9.588
2018-10-15,,,,,,,,,,,,,,,,,,,,,,,9.604
2018-10-16,,,,,,,,,,,,,,,,,,,,,,,9.741
2018-10-17,,,,,,,,,,,,,,,,,,,,,,,9.705
2018-10-18,,,,,,,,,,,,,,,,,,,,,,,9.645
2018-10-19,,,,,,,,,,,,,,,,,,,,,,,9.651
2018-10-22,,,,,,,,,,,,,,,,,,,,,,,9.612
2018-10-23,,,,,,,,,,,,,,,,,,,,,,,9.464
2018-10-24,,,,,,,,,,,,,,,,,,,,,,,9.442
2018-10-25,,,,,,,,,,,,,,,,,,,,,,,9.486
2018-10-26,,,,,,,,,,,,,,,,,,,,,,,9.423
2018-10-29,,,,,,,,,,,,,,,,,,,,,,,9.503
2018-10-30,,,,,,,,,,,,,,,,,,,,,,,9.504
2018-10-31,,,,,,,,,,,,,,,,,,,,,,,9.659
2018-11-01,,,,,,,,,,,,,,,,,,,,,,,9.707
2018-11-02,,,,,,,,,,,,,,,,,,,,,,,9.724
2018-11-05,,,,,,,,,,,,,,,,,,,,,,,9.722
2018-11-06,,,,,,,,,,,,,,,,,,,,,,,9.688
2018-11-07,,,,,,,,,,,,,,,,,,,,,,,9.789
2018-11-08,,,,,,,,,,,,,,,,,,,,,,,9.803
2018-11-09,,,,,,,,,,,,,,,,,,,,,,,9.769
2018-11-12,,,,,,,,,,,,,,,,,,,,,,,9.683
2018-11-13,,,,,,,,,,,,,,,,,,,,,,,9.758
2018-11-14,,,,,,,,,,,,,,,,,,,,,,,9.7
2018-11-15,,,,,,,,,,,,,,,,,,,,,,,9.603
2018-11-16,,,,,,,,,,,,,,,,,,,,,,,9.602
2018-11-19,,,,,,,,,,,,,,,,,,,,,,,9.519
2018-11-20,,,,,,,,,,,,,,,,,,,,,,,9.409
2018-11-21,,,,,,,,,,,,,,,,,,,,,,,9.523
2018-11-22,,,,,,,,,,,,,,,,,,,,,,,9.441
2018-11-23,,,,,,,,,,,,,,,,,,,,,,,9.492
2018-11-26,,,,,,,,,,,,,,,,,,,,,,,9.603
2018-11-27,,,,,,,,,,,,,,,,,,,,,,,9.583
2018-11-28,,,,,,,,,,,,,,,,,,,,,,,9.588
2018-11-29,,,,,,,,,,,,,,,,,,,,,,,9.609
2018-11-30,,,,,,,,,,,,,,,,,,,,,,,9.597
2018-12-03,,,,,,,,,,,,,,,,,,,,,,,9.708
2018-12-04,,,,,,,,,,,,,,,,,,,,,,,9.619
2018-12-05,,,,,,,,,,,,,,,,,,,,,,,9.499
2018-12-06,,,,,,,,,,,,,,,,,,,,,,,9.205
2018-12-07,,,,,,,,,,,,,,,,,,,,,,,9.266
2018-12-10,,,,,,,,,,,,,,,,,,,,,,,9.106
2018-12-11,,,,,,,,,,,,,,,,,,,,,,,9.234
2018-12-12,,,,,,,,,,,,,,,,,,,,,,,9.386
2018-12-13,,,,,,,,,,,,,,,,,,,,,,,9.38
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,9.315
2018-12-17,,,,,,,,,,,,,,,,,,,,,,,9.214
2018-12-18,,,,,,,,,,,,,,,,,,,,,,,9.136
2018-12-19,,,,,,,,,,,,,,,,,,,,,,,9.168
2018-12-20,,,,,,,,,,,,,,,,,,,,,,,9.042
2018-12-21,,,,,,,,,,,,,,,,,,,,,,,9.033
2018-12-24,,,,,,,,,,,,,,,,,,,,,,,8.971
2018-12-27,,,,,,,,,,,,,,,,,,,,,,,8.859
2018-12-28,,,,,,,,,,,,,,,,,,,,,,,8.995
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,9.135
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,9.04
2019-01-03,,,,,,,,,,,,,,,,,,,,,,,8.959
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,9.215
2019-01-07,,,,,,,,,,,,,,,,,,,,,,,9.195
2019-01-08,,,,,,,,,,,,,,,,,,,,,,,9.271
2019-01-09,,,,,,,,,,,,,,,,,,,,,,,9.322
2019-01-10,,,,,,,,,,,,,,,,,,,,,,,9.353
2019-01-11,,,,,,,,,,,,,,,,,,,,,,,9.365
2019-01-14,,,,,,,,,,,,,,,,,,,,,,,9.311
2019-01-15,,,,,,,,,,,,,,,,,,,,,,,9.351
2019-01-16,,,,,,,,,,,,,,,,,,,,,,,9.39
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,9.4
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,9.572
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,9.551
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,9.503
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,9.5
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,9.519
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,9.579
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,9.48
2019-01-29,,,,,,,,,,,,,,,,,,,,,,,9.548
2019-01-30,,,,,,,,,,,,,,,,,,,,,,,9.594
2019-01-31,,,,,,,,,,,,,,,,,,,,,,,9.616
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,9.648
2019-02-04,,,,,,,,,,,,,,,,,,,,,,,9.654
2019-02-05,,,,,,,,,,,,,,,,,,,,,,,9.799
2019-02-06,,,,,,,,,,,,,,,,,,,,,,,9.795
2019-02-07,,,,,,,,,,,,,,,,,,,,,,,9.661
2019-02-08,,,,,,,,,,,,,,,,,,,,,,,9.614
2019-02-11,,,,,,,,,,,,,,,,,,,,,,,9.693
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,9.734
2019-02-13,,,,,,,,,,,,,,,,,,,,,,,9.803
2019-02-14,,,,,,,,,,,,,,,,,,,,,,,9.768
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,9.903
2019-02-18,,,,,,,,,,,,,,,,,,,,,,,9.925
2019-02-19,,,,,,,,,,,,,,,,,,,,,,,9.911
2019-02-20,,,,,,,,,,,,,,,,,,,,,,,9.973
2019-02-21,,,,,,,,,,,,,,,,,,,,,,,9.954
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,9.972
2019-02-25,,,,,,,,,,,,,,,,,,,,,,,9.995
2019-02-26,,,,,,,,,,,,,,,,,,,,,,,10.026
2019-02-27,,,,,,,,,,,,,,,,,,,,,,,9.996
2019-02-28,,,,,,,,,,,,,,,,,,,,,,,10.002
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,10.042
2019-03-04,,,,,,,,,,,,,,,,,,,,,,,10.074
2019-03-05,,,,,,,,,,,,,,,,,,,,,,,10.106
2019-03-06,,,,,,,,,,,,,,,,,,,,,,,10.088
2019-03-07,,,,,,,,,,,,,,,,,,,,,,,10.06
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,9.973
2019-03-11,,,,,,,,,,,,,,,,,,,,,,,10.046
2019-03-12,,,,,,,,,,,,,,,,,,,,,,,10.032
2019-03-13,,,,,,,,,,,,,,,,,,,,,,,10.1
2019-03-14,,,,,,,,,,,,,,,,,,,,,,,10.168
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,10.264
2019-03-18,,,,,,,,,,,,,,,,,,,,,,,10.28
2019-03-19,,,,,,,,,,,,,,,,,,,,,,,10.336
2019-03-20,,,,,,,,,,,,,,,,,,,,,,,10.254
2019-03-21,,,,,,,,,,,,,,,,,,,,,,,10.242
2019-03-22,,,,,,,,,,,,,,,,,,,,,,,10.126
2019-03-25,,,,,,,,,,,,,,,,,,,,,,,10.082
2019-03-26,,,,,,,,,,,,,,,,,,,,,,,10.162
2019-03-27,,,,,,,,,,,,,,,,,,,,,,,10.172
2019-03-28,,,,,,,,,,,,,,,,,,,,,,,10.148
2019-03-29,,,,,,,,,,,,,,,,,,,,,,,10.22
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,10.342
2019-04-02,,,,,,,,,,,,,,,,,,,,,,,10.382
2019-04-03,,,,,,,,,,,,,,,,,,,,,,,10.478
2019-04-04,,,,,,,,,,,,,,,,,,,,,,,10.452
2019-04-05,,,,,,,,,,,,,,,,,,,,,,,10.48
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,10.46
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,10.4
2019-04-10,,,,,,,,,,,,,,,,,,,,,,,10.436
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,10.454
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,10.47
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,10.484
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,10.528
2019-04-17,,,,,,,,,,,,,,,,,,,,,,,10.532
2019-04-18,,,,,,,,,,,,,,,,,,,,,,,10.566
2019-04-23,,,,,,,,,,,,,,,,,,,,,,,10.584
2019-04-24,,,,,,,,,,,,,,,,,,,,,,,10.584
2019-04-25,,,,,,,,,,,,,,,,,,,,,,,10.574
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,10.566
2019-04-29,,,,,,,,,,,,,,,,,,,,,,,10.592
2019-04-30,,,,,,,,,,,,,,,,,,,,,,,10.618
2019-05-02,,,,,,,,,,,,,,,,,,,,,,,10.568
2019-05-03,,,,,,,,,,,,,,,,,,,,,,,10.608
2019-05-06,,,,,,,,,,,,,,,,,,,,,,,10.484
2019-05-07,,,,,,,,,,,,,,,,,,,,,,,10.364
2019-05-08,,,,,,,,,,,,,,,,,,,,,,,10.396
2019-05-09,,,,,,,,,,,,,,,,,,,,,,,10.232
2019-05-10,,,,,,,,,,,,,,,,,,,,,,,10.26
2019-05-13,,,,,,,,,,,,,,,,,,,,,,,10.14
2019-05-14,,,,,,,,,,,,,,,,,,,,,,,10.25
2019-05-15,,,,,,,,,,,,,,,,,,,,,,,10.308
2019-05-16,,,,,,,,,,,,,,,,,,,,,,,10.438
2019-05-17,,,,,,,,,,,,,,,,,,,,,,,10.402
2019-05-20,,,,,,,,,,,,,,,,,,,,,,,10.302
2019-05-21,,,,,,,,,,,,,,,,,,,,,,,10.368
2019-05-22,,,,,,,,,,,,,,,,,,,,,,,10.36
2019-05-23,,,,,,,,,,,,,,,,,,,,,,,10.204
2019-05-24,,,,,,,,,,,,,,,,,,,,,,,10.276
2019-05-27,,,,,,,,,,,,,,,,,,,,,,,10.308
2019-05-28,,,,,,,,,,,,,,,,,,,,,,,10.278
2019-05-29,,,,,,,,,,,,,,,,,,,,,,,10.128
2019-05-30,,,,,,,,,,,,,,,,,,,,,,,10.192
2019-05-31,,,,,,,,,,,,,,,,,,,,,,,10.108
2019-06-03,,,,,,,,,,,,,,,,,,,,,,,10.14
2019-06-04,,,,,,,,,,,,,,,,,,,,,,,10.188
2019-06-05,,,,,,,,,,,,,,,,,,,,,,,10.238
2019-06-06,,,,,,,,,,,,,,,,,,,,,,,10.232
2019-06-07,,,,,,,,,,,,,,,,,,,,,,,10.33
2019-06-10,,,,,,,,,,,,,,,,,,,,,,,10.372
2019-06-11,,,,,,,,,,,,,,,,,,,,,,,10.42
2019-06-12,,,,,,,,,,,,,,,,,,,,,,,10.396
2019-06-13,,,,,,,,,,,,,,,,,,,,,,,10.4
2019-06-14,,,,,,,,,,,,,,,,,,,,,,,10.37
2019-06-17,,,,,,,,,,,,,,,,,,,,,,,10.362
2019-06-18,,,,,,,,,,,,,,,,,,,,,,,10.532
2019-06-19,,,,,,,,,,,,,,,,,,,,,,,10.536
2019-06-20,,,,,,,,,,,,,,,,,,,,,,,10.582
2019-06-21,,,,,,,,,,,,,,,,,,,,,,,10.54
2019-06-24,,,,,,,,,,,,,,,,,,,,,,,10.514
2019-06-25,,,,,,,,,,,,,,,,,,,,,,,10.504
2019-06-26,,,,,,,,,,,,,,,,,,,,,,,10.474
2019-06-27,,,,,,,,,,,,,,,,,,,,,,,10.47
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,10.552
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,10.634
2019-07-02,,,,,,,,,,,,,,,,,,,,,,,10.664
2019-07-03,,,,,,,,,,,,,,,,,,,,,,,10.76
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,10.77
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,10.696
2019-07-08,,,,,,,,,,,,,,,,,,,,,,,10.682
2019-07-09,,,,,,,,,,,,,,,,,,,,,,,10.634
2019-07-10,,,,,,,,,,,,,,,,,,,,,,,10.602
2019-07-11,,,,,,,,,,,,,,,,,,,,,,,10.596
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,10.604
2019-07-15,,,,,,,,,,,,,,,,,,,,,,,10.636
2019-07-16,,,,,,,,,,,,,,,,,,,,,,,10.672
2019-07-17,,,,,,,,,,,,,,,,,,,,,,,10.632
2019-07-18,,,,,,,,,,,,,,,,,,,,,,,10.604
2019-07-19,,,,,,,,,,,,,,,,,,,,,,,10.62
2019-07-22,655.0,6960.03,0.24,0.01,0.01,6960.03,0.0,655.0,0.0,655.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.626
