,EBBB FP Equity_DX_SI_QTY,EBBB FP Equity_DX_SHORT_INTEREST_VALUE,EBBB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EBBB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EBBB FP Equity_DX_SI_MV,EBBB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EBBB FP Equity_DX_SUPPLY_SI_QTY,EBBB FP Equity_DX_BROKER_SI_QTY,EBBB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EBBB FP Equity_DX_BROKER_SI_MV_NEW_x,EBBB FP Equity_DX_SUPPLY_SI_QTY_INC_x,EBBB FP Equity_DX_BROKER_SI_MV_INC_x,EBBB FP Equity_DX_BROKER_SI_QTY_ADD,EBBB FP Equity_DX_BROKER_SI_QTY_NEW,EBBB FP Equity_DX_SUPPLY_SI_MV_DEC,EBBB FP Equity_DX_BROKER_SI_QTY_INC,EBBB FP Equity_DX_SUPPLY_SI_QTY_DEC,EBBB FP Equity_DX_BROKER_SI_MV_NEW_y,EBBB FP Equity_DX_BROKER_SI_MV_INC_y,EBBB FP Equity_DX_SUPPLY_SI_QTY_INC_y,EBBB FP Equity_DX_BROKER_SI_MV_ADD,EBBB FP Equity_DX_SUPPLY_SI_QTY_ADD,EBBB FP Equity_DX_BROKER_SI_QTY_DEC,EBBB FP Equity_DX_SUPPLY_SI_MV,EBBB FP Equity_DX_BROKER_SI_MV_DEC,EBBB FP Equity_DX_BROKER_SI_MV_RMV,EBBB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EBBB FP Equity_DX_UTILIZATION_QUANTITY,EBBB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EBBB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EBBB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EBBB FP Equity_DX_ACTIVE_UTILIZATION_MV,EBBB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EBBB FP Equity_DX_BROKER_SI_CON_RATIO,EBBB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EBBB FP Equity_DX_DEMAND_SUPPLY_RATIO,EBBB FP Equity_PX_LAST
2020-01-15,584128.0,30397436.99,396.57,18.87,30.38,30397436.99,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1040.78,0.0,0.0,,1.0,100.0,29206.4,52.039
2020-01-16,584128.0,30406198.91,421.44,18.87,30.41,30406198.91,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1041.08,0.0,0.0,,1.0,100.0,29206.4,52.054
2020-01-17,584128.0,30417297.34,421.44,18.87,30.42,30417297.34,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1041.46,0.0,0.0,,1.0,100.0,29206.4,52.073
2020-01-20,584128.0,30405030.66,421.35,18.87,30.44,30405030.66,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1041.04,0.0,0.0,,1.0,100.0,29206.4,52.052
2020-01-21,584128.0,30417297.34,421.51,18.87,30.4,30417297.34,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1041.46,0.0,0.0,,1.0,100.0,29206.4,52.073
2020-01-22,584128.0,30445335.49,421.51,18.87,30.47,30445335.49,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1042.42,0.0,0.0,,1.0,100.0,29206.4,52.121
2020-01-23,584128.0,30464611.71,431.08,18.87,30.48,30464611.71,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1043.08,0.0,0.0,,1.0,100.0,29206.4,52.154
2020-01-24,584128.0,30466948.22,431.08,18.87,30.47,30466948.22,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1043.16,0.0,0.0,,1.0,100.0,29206.4,52.158
2020-01-27,584128.0,30461691.07,411.67,18.87,30.47,30461691.07,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1042.98,0.0,0.0,,1.0,100.0,29206.4,52.149
2020-01-28,584128.0,30469284.74,411.67,18.87,30.51,30469284.74,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1043.24,0.0,0.0,,1.0,100.0,29206.4,52.162
2020-01-29,584128.0,30489145.09,454.36,18.87,30.51,30489145.09,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1043.92,0.0,0.0,,1.0,100.0,29206.4,52.196
2020-01-30,584128.0,30495570.5,454.36,18.87,30.49,30495570.5,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1044.14,0.0,0.0,,1.0,100.0,29206.4,52.207
2020-01-31,584128.0,30517183.23,422.33,18.87,30.54,30517183.23,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1044.88,0.0,0.0,,1.0,100.0,29206.4,52.244
2020-02-03,584128.0,30506084.8,433.14,18.87,30.51,30506084.8,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1044.5,0.0,0.0,,1.0,100.0,29206.4,52.225
2020-02-04,584128.0,30507253.06,431.06,18.87,30.52,30507253.06,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1044.54,0.0,0.0,,1.0,100.0,29206.4,52.227
2020-02-05,584128.0,30502580.03,431.91,18.87,30.5,30502580.03,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1044.38,0.0,0.0,,1.0,100.0,29206.4,52.219
2020-02-06,584128.0,30506668.93,431.91,18.87,30.53,30506668.93,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1044.52,0.0,0.0,,1.0,100.0,29206.4,52.226
2020-02-07,584128.0,30509589.57,431.91,18.87,30.54,30509589.57,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1044.62,0.0,0.0,,1.0,100.0,29206.4,52.231
2020-02-10,584128.0,30506668.93,431.91,18.87,30.51,30506668.93,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1044.52,0.0,0.0,,1.0,100.0,29206.4,52.226
2020-02-11,584128.0,30504332.42,418.55,18.87,30.49,30504332.42,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1044.44,0.0,0.0,,1.0,100.0,29206.4,52.222
2020-02-12,584128.0,30513094.34,417.03,18.28,30.51,30513094.34,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1044.74,0.0,0.0,,1.0,100.0,29206.4,52.237
2020-02-13,584128.0,30524776.9,409.56,18.28,30.52,30524776.9,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1045.14,0.0,0.0,,1.0,100.0,29206.4,52.257
2020-02-14,584128.0,30534122.94,451.88,18.28,30.51,30534122.94,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1045.46,0.0,0.0,,1.0,100.0,29206.4,52.273
2020-02-17,584128.0,30510173.7,503.95,18.28,30.52,30510173.7,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1044.64,0.0,0.0,,1.0,100.0,29206.4,52.232
2020-02-18,584128.0,30520103.87,1465.69,18.28,30.49,30520103.87,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1044.98,0.0,0.0,,1.0,100.0,29206.4,52.249
2020-02-19,584128.0,30545805.5,1498.28,18.28,30.59,30545805.5,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1045.86,0.0,0.0,,1.0,100.0,29206.4,52.293
2020-02-20,584128.0,30552815.04,1498.28,18.28,30.53,30552815.04,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1046.1,0.0,0.0,,1.0,100.0,29206.4,52.305
2020-02-21,584128.0,30543468.99,1498.28,18.28,30.52,30543468.99,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1045.78,0.0,0.0,,1.0,100.0,29206.4,52.289
2020-02-24,584128.0,30485640.32,1498.28,18.28,30.45,30485640.32,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1043.8,0.0,0.0,,1.0,100.0,29206.4,52.19
2020-02-25,584128.0,30460522.82,1498.28,18.28,30.46,30460522.82,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1042.94,0.0,0.0,,1.0,100.0,29206.4,52.147
2020-02-26,584128.0,30435989.44,1906.63,18.28,30.44,30435989.44,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1042.1,0.0,0.0,,1.0,100.0,29206.4,52.105
2020-02-27,584128.0,30414960.83,1906.63,18.28,30.47,30414960.83,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1041.38,0.0,0.0,,1.0,100.0,29206.4,52.069
2020-02-28,584128.0,30272433.6,1904.35,18.28,30.34,30272433.6,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1036.5,0.0,0.0,,1.0,100.0,29206.4,51.825
2020-03-02,584128.0,30356548.03,521.78,18.28,30.23,30356548.03,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1039.38,0.0,0.0,,1.0,100.0,29206.4,51.969
2020-03-03,584128.0,30386922.69,123.74,20.03,30.43,30386922.69,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1040.42,0.0,0.0,,1.0,100.0,29206.4,52.021
2020-03-04,584128.0,30414960.83,89.58,20.03,30.45,30414960.83,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1041.38,0.0,0.0,,1.0,100.0,29206.4,52.069
2020-03-05,584128.0,30403278.27,89.58,19.05,30.47,30403278.27,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1040.98,0.0,0.0,,1.0,100.0,29206.4,52.049
2020-03-06,584128.0,30271265.34,89.58,19.05,30.22,30271265.34,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1036.46,0.0,0.0,,1.0,100.0,29206.4,51.823
2020-03-09,584128.0,29614121.34,90.46,19.05,29.59,29614121.34,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1013.96,0.0,0.0,,1.0,100.0,29206.4,50.698
2020-03-10,584128.0,30004902.98,90.46,21.91,29.91,30004902.98,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,1027.34,0.0,0.0,,1.0,100.0,29206.4,51.367
2020-03-11,584128.0,29941817.15,88.42,21.91,29.91,29941817.15,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2050.36,0.0,0.0,,1.0,100.0,14603.2,51.259
2020-03-12,584128.0,29375797.12,88.42,21.91,29.38,29375797.12,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2011.6,0.0,0.0,,1.0,100.0,14603.2,50.29
2020-03-13,584128.0,29645080.13,89.71,21.91,29.72,29645080.13,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2030.04,0.0,0.0,,1.0,100.0,14603.2,50.751
2020-03-16,584128.0,29149739.58,89.58,21.91,29.21,29149739.58,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1996.12,0.0,0.0,,1.0,100.0,14603.2,49.903
2020-03-17,584128.0,28694703.87,74.44,21.91,28.72,28694703.87,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1964.96,0.0,0.0,,1.0,100.0,14603.2,49.124
2020-03-18,584128.0,27865242.11,59.24,21.91,28.05,27865242.11,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1908.16,0.0,0.0,,1.0,100.0,14603.2,47.704
2020-03-19,584128.0,27928327.94,52.03,20.38,27.96,27928327.94,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1912.48,0.0,0.0,,1.0,100.0,14603.2,47.812
2020-03-20,584128.0,28251934.85,52.01,19.69,28.28,28251934.85,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1934.64,0.0,0.0,,1.0,100.0,14603.2,48.366
2020-03-23,584128.0,28150296.58,52.01,19.69,28.09,28150296.58,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1927.68,0.0,0.0,,1.0,100.0,14603.2,48.192
2020-03-24,584128.0,28327287.36,51.55,19.69,28.41,28327287.36,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1939.8,0.0,0.0,,1.0,100.0,14603.2,48.495
2020-03-25,584128.0,28476824.13,51.46,19.69,28.55,28476824.13,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1950.04,0.0,0.0,,1.0,100.0,14603.2,48.751
2020-03-26,584128.0,28584887.81,51.58,19.69,28.6,28584887.81,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1957.44,0.0,0.0,,1.0,100.0,14603.2,48.936
2020-03-27,584128.0,28687694.34,51.52,19.69,28.83,28687694.34,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1964.48,0.0,0.0,,1.0,100.0,14603.2,49.112
2020-03-30,584128.0,28952304.32,51.44,19.69,28.94,28952304.32,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1982.6,0.0,0.0,,1.0,100.0,14603.2,49.565
2020-03-31,584128.0,28895059.78,51.62,19.69,29.05,28895059.78,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1978.68,0.0,0.0,,1.0,100.0,14603.2,49.467
2020-04-01,584128.0,28604164.03,51.7,19.69,28.71,28604164.03,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1958.76,0.0,0.0,,1.0,100.0,14603.2,48.969
2020-04-02,584128.0,28573789.38,50.58,19.69,28.62,28573789.38,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1956.68,0.0,0.0,,1.0,100.0,14603.2,48.917
2020-04-03,584128.0,28771808.77,49.53,19.69,28.59,28771808.77,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1970.24,0.0,0.0,,1.0,100.0,14603.2,49.256
2020-04-06,584128.0,28843072.38,49.53,19.69,28.82,28843072.38,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1975.12,0.0,0.0,,1.0,100.0,14603.2,49.378
2020-04-07,584128.0,28848329.54,49.53,19.69,28.85,28848329.54,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1975.48,0.0,0.0,,1.0,100.0,14603.2,49.387
2020-04-08,584128.0,28885713.73,49.53,19.69,28.87,28885713.73,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1978.04,0.0,0.0,,1.0,100.0,14603.2,49.451
2020-04-09,584128.0,29166679.3,49.51,19.69,28.87,29166679.3,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1997.28,0.0,0.0,,1.0,100.0,14603.2,49.932
2020-04-10,584128.0,29166679.3,49.52,19.69,29.14,29166679.3,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1997.28,0.0,0.0,,1.0,100.0,14603.2,
2020-04-13,584128.0,29166679.3,49.52,19.69,29.17,29166679.3,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1997.28,0.0,0.0,,1.0,100.0,14603.2,
2020-04-14,584128.0,29313295.42,49.52,20.74,29.36,29313295.42,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2007.32,0.0,0.0,,1.0,100.0,14603.2,50.183
2020-04-15,584128.0,29284089.02,53.11,20.74,29.26,29284089.02,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2005.32,0.0,0.0,,1.0,100.0,14603.2,50.133
2020-04-16,584128.0,29264812.8,78.97,20.74,29.28,29264812.8,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2004.0,0.0,0.0,,1.0,100.0,14603.2,50.1
2020-04-17,584128.0,29278247.74,104.15,20.74,29.31,29278247.74,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2004.92,0.0,0.0,,1.0,100.0,14603.2,50.123
2020-04-20,584128.0,29204647.62,104.15,20.74,29.18,29204647.62,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1999.88,0.0,0.0,,1.0,100.0,14603.2,49.997
2020-04-21,584128.0,29205815.87,104.15,20.74,29.25,29205815.87,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,1999.96,0.0,0.0,,1.0,100.0,14603.2,49.999
2020-04-22,584128.0,29342501.82,104.15,20.74,29.36,29342501.82,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2009.32,0.0,0.0,,1.0,100.0,14603.2,50.233
2020-04-23,584128.0,29438882.94,104.15,20.74,29.34,29438882.94,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2015.92,0.0,0.0,,1.0,100.0,14603.2,50.398
2020-04-24,584128.0,29478019.52,107.0,20.74,29.58,29478019.52,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2018.6,0.0,0.0,,1.0,100.0,14603.2,50.465
2020-04-27,584128.0,29511898.94,106.96,20.74,29.53,29511898.94,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2020.92,0.0,0.0,,1.0,100.0,14603.2,50.523
2020-04-28,584128.0,29482692.54,84.92,20.74,29.44,29482692.54,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2018.92,0.0,0.0,,1.0,100.0,14603.2,50.473
2020-04-29,584128.0,29432457.54,85.04,20.74,29.5,29432457.54,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2015.48,0.0,0.0,,1.0,100.0,14603.2,50.387
2020-04-30,584128.0,29472178.24,105.52,20.74,29.52,29472178.24,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2018.2,0.0,0.0,,1.0,100.0,14603.2,50.455
2020-05-01,584128.0,29472178.24,165.53,19.9,29.47,29472178.24,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2018.2,0.0,0.0,,1.0,100.0,14603.2,
2020-05-04,584128.0,29340749.44,165.53,19.9,29.37,29340749.44,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2009.2,0.0,0.0,,1.0,100.0,14603.2,50.23
2020-05-05,584128.0,29407924.16,270.15,19.9,29.41,29407924.16,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2013.8,0.0,0.0,,1.0,100.0,14603.2,50.345
2020-05-06,584128.0,29346590.72,270.31,19.9,29.3,29346590.72,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2009.6,0.0,0.0,,1.0,100.0,14603.2,50.24
2020-05-07,584128.0,29346590.72,270.31,18.99,29.4,29346590.72,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2009.6,0.0,0.0,,1.0,100.0,14603.2,50.24
2020-05-08,584128.0,29364698.69,290.47,18.99,29.34,29364698.69,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2010.84,0.0,0.0,,1.0,100.0,14603.2,50.271
2020-05-11,584128.0,29324393.86,294.0,18.99,29.33,29324393.86,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2008.08,0.0,0.0,,1.0,100.0,14603.2,50.202
2020-05-12,584128.0,29287009.66,293.66,18.99,29.28,29287009.66,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2005.52,0.0,0.0,,1.0,100.0,14603.2,50.138
2020-05-13,584128.0,29281752.51,274.39,18.99,29.29,29281752.51,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2005.16,0.0,0.0,,1.0,100.0,14603.2,50.129
2020-05-14,584128.0,29229180.99,276.56,18.31,29.29,29229180.99,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,2001.56,0.0,0.0,,1.0,100.0,14603.2,50.039
2020-05-15,584128.0,29195885.7,217.72,18.31,29.22,29195885.7,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1749.37,0.0,0.0,,1.0,100.0,16689.3714,49.982
2020-05-18,584128.0,29263060.42,198.05,18.31,29.27,29263060.42,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1753.4,0.0,0.0,,1.0,100.0,16689.3714,50.097
2020-05-19,584128.0,29261308.03,206.33,18.31,29.25,29261308.03,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1753.29,0.0,0.0,,1.0,100.0,16689.3714,50.094
2020-05-20,584128.0,29334908.16,201.79,17.75,29.34,29334908.16,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1757.7,0.0,0.0,,1.0,100.0,16689.3714,50.22
2020-05-21,584128.0,29399162.24,192.89,17.23,29.39,29399162.24,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1761.55,0.0,0.0,,1.0,100.0,16689.3714,50.33
2020-05-22,584128.0,29352432.0,184.78,17.23,29.39,29352432.0,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1758.75,0.0,0.0,,1.0,100.0,16689.3714,50.25
2020-05-25,584128.0,29416686.08,104.35,16.98,29.42,29416686.08,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1762.6,0.0,0.0,,1.0,100.0,16689.3714,50.36
2020-05-26,584128.0,29436546.43,104.42,16.98,29.45,29436546.43,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1763.79,0.0,0.0,,1.0,100.0,16689.3714,50.394
2020-05-27,584128.0,29548114.88,104.42,16.64,29.61,29548114.88,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1770.48,0.0,0.0,,1.0,100.0,16689.3714,50.585
2020-05-28,584128.0,29562718.08,92.52,17.12,29.55,29562718.08,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1771.35,0.0,0.0,,1.0,100.0,16689.3714,50.61
2020-05-29,584128.0,29569143.49,92.52,17.12,29.58,29569143.49,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1771.74,0.0,0.0,,1.0,100.0,16689.3714,50.621
2020-06-01,584128.0,29552203.78,87.59,16.64,29.56,29552203.78,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1770.72,0.0,0.0,,1.0,100.0,16689.3714,50.592
2020-06-02,584128.0,29627556.29,87.59,16.64,29.62,29627556.29,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1775.24,0.0,0.0,,1.0,100.0,16689.3714,50.721
2020-06-03,584128.0,29735619.97,67.9,16.64,29.73,29735619.97,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1781.71,0.0,0.0,,1.0,100.0,16689.3714,50.906
2020-06-04,584128.0,29815645.5,59.84,16.18,29.84,29815645.5,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1786.51,0.0,0.0,,1.0,100.0,16689.3714,51.043
2020-06-05,584128.0,30057474.5,59.84,16.18,30.05,30057474.5,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1801.0,0.0,0.0,,1.0,100.0,16689.3714,51.457
2020-06-08,584128.0,29978033.09,44.15,15.74,29.99,29978033.09,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1796.24,0.0,0.0,,1.0,100.0,16689.3714,51.321
2020-06-09,584128.0,29882236.1,34.43,15.49,29.89,29882236.1,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1790.5,0.0,0.0,,1.0,100.0,16689.3714,51.157
2020-06-10,584128.0,29821486.78,37.55,15.17,29.88,29821486.78,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1786.86,0.0,0.0,,1.0,100.0,16689.3714,51.053
2020-06-11,584128.0,29742629.5,37.49,15.17,29.58,29742629.5,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1782.13,0.0,0.0,,1.0,100.0,16689.3714,50.918
2020-06-12,584128.0,29806883.58,35.66,15.17,29.87,29806883.58,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1785.98,0.0,0.0,,1.0,100.0,16689.3714,51.028
2020-06-15,584128.0,29812140.74,35.1,15.17,29.92,29812140.74,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1786.3,0.0,0.0,,1.0,100.0,16689.3714,51.037
2020-06-16,584128.0,29909105.98,33.49,15.78,29.9,29909105.98,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1792.11,0.0,0.0,,1.0,100.0,16689.3714,51.203
2020-06-17,584128.0,29876978.94,33.5,16.22,29.92,29876978.94,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1790.18,0.0,0.0,,1.0,100.0,16689.3714,51.148
2020-06-18,254128.0,12988227.95,14.46,7.06,13.0,12988227.95,0.0,254128.0,0.0,,,,,,,,,,,,,,,0.0,,16.96,0.0,0.0,35.0,1788.82,0.0,0.0,,1.0,100.0,7260.8,51.109
2020-06-19,584128.0,29860623.36,32.98,16.22,29.83,29860623.36,0.0,584128.0,0.0,16.85,,,,330000.0,,,,16.85,,,,,,0.0,,,0.0,0.0,35.0,1789.2,0.0,0.0,,1.0,100.0,16689.3714,51.12
2020-06-22,584128.0,29799289.92,32.98,16.68,29.8,29799289.92,0.0,584128.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1785.53,0.0,0.0,,1.0,100.0,16689.3714,51.015
