,EBBB FP Equity_DX_SI_QTY,EBBB FP Equity_DX_SHORT_INTEREST_VALUE,EBBB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EBBB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EBBB FP Equity_DX_SI_MV,EBBB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EBBB FP Equity_DX_SUPPLY_SI_QTY,EBBB FP Equity_DX_BROKER_SI_QTY,EBBB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EBBB FP Equity_DX_BROKER_SI_MV_NEW_x,EBBB FP Equity_DX_SUPPLY_SI_QTY_INC_x,EBBB FP Equity_DX_BROKER_SI_MV_INC_x,EBBB FP Equity_DX_BROKER_SI_QTY_ADD,EBBB FP Equity_DX_BROKER_SI_QTY_NEW,EBBB FP Equity_DX_SUPPLY_SI_MV_DEC,EBBB FP Equity_DX_BROKER_SI_QTY_INC,EBBB FP Equity_DX_SUPPLY_SI_QTY_DEC,EBBB FP Equity_DX_BROKER_SI_MV_NEW_y,EBBB FP Equity_DX_BROKER_SI_MV_INC_y,EBBB FP Equity_DX_SUPPLY_SI_QTY_INC_y,EBBB FP Equity_DX_BROKER_SI_MV_ADD,EBBB FP Equity_DX_SUPPLY_SI_QTY_ADD,EBBB FP Equity_DX_BROKER_SI_QTY_DEC,EBBB FP Equity_DX_SUPPLY_SI_MV,EBBB FP Equity_DX_BROKER_SI_MV_DEC,EBBB FP Equity_DX_BROKER_SI_MV_RMV,EBBB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EBBB FP Equity_DX_UTILIZATION_QUANTITY,EBBB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EBBB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EBBB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EBBB FP Equity_DX_ACTIVE_UTILIZATION_MV,EBBB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EBBB FP Equity_DX_BROKER_SI_CON_RATIO,EBBB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EBBB FP Equity_DX_DEMAND_SUPPLY_RATIO,EBBB FP Equity_PX_LAST
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.746
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.769
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.813
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.822
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.85
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.846
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.833
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.776
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.742
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.745
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.709
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.773
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.729
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.749
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.738
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.691
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.662
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.689
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.672
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.641
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.68
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.733
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.781
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.753
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.75
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.733
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.74
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.76
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.781
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.761
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.783
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.791
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.683
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.696
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.659
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.68
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.729
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.725
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.773
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.762
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.744
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.695
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.683
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.672
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.652
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.732
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.71
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.605
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.628
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.713
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.657
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.679
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.642
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.65
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.645
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.672
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.665
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.719
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.681
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.695
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.752
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.757
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.779
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.758
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.689
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.68
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.68
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.679
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.658
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.709
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.77
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.741
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.71
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.741
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.719
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.722
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.689
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.697
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.716
2018-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,15012.53,0.0,0.0,,0.0,,0.0,50.718
2018-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14992.1,0.0,0.0,,0.0,,0.0,50.649
2018-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14987.07,0.0,0.0,,0.0,,0.0,50.632
2018-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14989.74,0.0,0.0,,0.0,,0.0,50.641
2018-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14982.93,0.0,0.0,,0.0,,0.0,50.618
2018-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14989.14,0.0,0.0,,0.0,,0.0,50.639
2018-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14988.85,0.0,0.0,,0.0,,0.0,50.638
2018-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14974.34,0.0,0.0,,0.0,,0.0,50.589
2018-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14974.94,0.0,0.0,,0.0,,0.0,50.591
2018-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14978.19,0.0,0.0,,0.0,,0.0,50.602
2018-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14980.56,0.0,0.0,,0.0,,0.0,50.61
2018-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14999.8,0.0,0.0,,0.0,,0.0,50.675
2018-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14971.98,0.0,0.0,,0.0,,0.0,50.581
2018-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14933.2,0.0,0.0,,0.0,,0.0,50.45
2018-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14964.28,0.0,0.0,,0.0,,0.0,50.555
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14976.42,0.0,0.0,,0.0,,0.0,50.596
2018-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14979.08,0.0,0.0,,0.0,,0.0,50.605
2018-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14994.18,0.0,0.0,,0.0,,0.0,50.656
2018-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14933.2,0.0,0.0,,0.0,,0.0,50.45
2018-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14924.62,0.0,0.0,,0.0,,0.0,50.421
2018-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14926.39,0.0,0.0,,0.0,,0.0,50.427
2018-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14933.5,0.0,0.0,,0.0,,0.0,50.451
2018-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14934.68,0.0,0.0,,0.0,,0.0,50.455
2018-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14943.56,0.0,0.0,,0.0,,0.0,50.485
2018-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14966.35,0.0,0.0,,0.0,,0.0,50.562
2018-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14983.82,0.0,0.0,,0.0,,0.0,50.621
2018-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14979.97,0.0,0.0,,0.0,,0.0,50.608
2018-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14982.93,0.0,0.0,,0.0,,0.0,50.618
2018-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14985.89,0.0,0.0,,0.0,,0.0,50.628
2018-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14995.95,0.0,0.0,,0.0,,0.0,50.662
2018-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14990.03,0.0,0.0,,0.0,,0.0,50.642
2018-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14980.26,0.0,0.0,,0.0,,0.0,50.609
2018-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14959.54,0.0,0.0,,0.0,,0.0,50.539
2018-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14945.34,0.0,0.0,,0.0,,0.0,50.491
2018-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14944.45,0.0,0.0,,0.0,,0.0,50.488
2018-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14951.85,0.0,0.0,,0.0,,0.0,50.513
2018-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14939.42,0.0,0.0,,0.0,,0.0,50.471
2018-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14966.06,0.0,0.0,,0.0,,0.0,50.561
2018-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14958.95,0.0,0.0,,0.0,,0.0,50.537
2018-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14972.27,0.0,0.0,,0.0,,0.0,50.582
2018-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14972.27,0.0,0.0,,0.0,,0.0,50.582
2018-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14985.89,0.0,0.0,,0.0,,0.0,50.628
2018-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14992.4,0.0,0.0,,0.0,,0.0,50.65
2018-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14969.31,0.0,0.0,,0.0,,0.0,50.572
2018-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14978.19,0.0,0.0,,0.0,,0.0,50.602
2018-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,15003.06,0.0,0.0,,0.0,,0.0,50.686
2018-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14990.62,0.0,0.0,,0.0,,0.0,50.644
2018-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14986.78,0.0,0.0,,0.0,,0.0,50.631
2018-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14997.43,0.0,0.0,,0.0,,0.0,50.667
2018-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14995.66,0.0,0.0,,0.0,,0.0,50.661
2018-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14984.41,0.0,0.0,,0.0,,0.0,50.623
2018-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14969.02,0.0,0.0,,0.0,,0.0,50.571
2018-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14988.85,0.0,0.0,,0.0,,0.0,50.638
2018-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14990.92,0.0,0.0,,0.0,,0.0,50.645
2018-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,15003.06,0.0,0.0,,0.0,,0.0,50.686
2018-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,15006.02,0.0,0.0,,0.0,,0.0,50.696
2018-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14980.86,0.0,0.0,,0.0,,0.0,50.611
2018-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14983.22,0.0,0.0,,0.0,,0.0,50.619
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14988.55,0.0,0.0,,0.0,,0.0,50.637
2018-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14990.62,0.0,0.0,,0.0,,0.0,50.644
2018-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,15002.17,0.0,0.0,,0.0,,0.0,50.683
2018-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14992.4,0.0,0.0,,0.0,,0.0,50.65
2018-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,15004.24,0.0,0.0,,0.0,,0.0,50.69
2018-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,15007.5,0.0,0.0,,0.0,,0.0,50.701
2018-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,15018.74,0.0,0.0,,0.0,,0.0,50.739
2018-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,15023.78,0.0,0.0,,0.0,,0.0,50.756
2018-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,15007.2,0.0,0.0,,0.0,,0.0,50.7
2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,15007.79,0.0,0.0,,0.0,,0.0,50.702
2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,15010.75,0.0,0.0,,0.0,,0.0,50.712
2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,15006.61,0.0,0.0,,0.0,,0.0,50.698
2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,15011.64,0.0,0.0,,0.0,,0.0,50.715
2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,15006.31,0.0,0.0,,0.0,,0.0,50.697
2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,15003.35,0.0,0.0,,0.0,,0.0,50.687
2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14995.36,0.0,0.0,,0.0,,0.0,50.66
2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14994.47,0.0,0.0,,0.0,,0.0,50.657
2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14987.07,0.0,0.0,,0.0,,0.0,50.632
2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14977.3,0.0,0.0,,0.0,,0.0,50.599
2018-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14977.3,0.0,0.0,,0.0,,0.0,50.599
2018-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14971.98,0.0,0.0,,0.0,,0.0,50.581
2018-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14983.22,0.0,0.0,,0.0,,0.0,50.619
2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14973.75,0.0,0.0,,0.0,,0.0,50.587
2018-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14971.68,0.0,0.0,,0.0,,0.0,50.58
2018-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14952.44,0.0,0.0,,0.0,,0.0,50.515
2018-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14946.82,0.0,0.0,,0.0,,0.0,50.496
2018-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14956.58,0.0,0.0,,0.0,,0.0,50.529
2018-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14952.14,0.0,0.0,,0.0,,0.0,50.514
2018-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14950.07,0.0,0.0,,0.0,,0.0,50.507
2018-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14952.74,0.0,0.0,,0.0,,0.0,50.516
2018-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,296.0,14954.22,0.0,0.0,,0.0,,0.0,50.521
