,CAPE FP Equity_DX_SI_QTY,CAPE FP Equity_DX_SHORT_INTEREST_VALUE,CAPE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CAPE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CAPE FP Equity_DX_SI_MV,CAPE FP Equity_DX_DSS,CAPE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CAPE FP Equity_DX_SUPPLY_SI_QTY,CAPE FP Equity_DX_BROKER_SI_QTY,CAPE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CAPE FP Equity_DX_SUPPLY_SI_QTY_INC_x,CAPE FP Equity_DX_BROKER_SI_MV_INC_x,CAPE FP Equity_DX_BROKER_SI_QTY_ADD,CAPE FP Equity_DX_SUPPLY_SI_MV_DEC,CAPE FP Equity_DX_BROKER_SI_QTY_INC,CAPE FP Equity_DX_SUPPLY_SI_QTY_DEC,CAPE FP Equity_DX_BROKER_SI_MV_INC_y,CAPE FP Equity_DX_SUPPLY_SI_QTY_INC_y,CAPE FP Equity_DX_BROKER_SI_MV_ADD,CAPE FP Equity_DX_SUPPLY_SI_QTY_ADD,CAPE FP Equity_DX_BROKER_SI_QTY_DEC,CAPE FP Equity_DX_SUPPLY_SI_MV,CAPE FP Equity_DX_BROKER_SI_MV_DEC,CAPE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CAPE FP Equity_DX_UTILIZATION_QUANTITY,CAPE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CAPE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CAPE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CAPE FP Equity_DX_ACTIVE_UTILIZATION_MV,CAPE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CAPE FP Equity_DX_BROKER_SI_CON_RATIO,CAPE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CAPE FP Equity_DX_DEMAND_SUPPLY_RATIO,CAPE FP Equity_PX_LAST
2018-09-06,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18576224.0,18.58,0.0,,0.0,,0.0,304.0
2018-09-07,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18658717.1,18.65,0.0,,0.0,,0.0,305.35
2018-09-10,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18780929.1,18.77,0.0,,0.0,,0.0,307.35
2018-09-11,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18722878.4,18.76,0.0,,0.0,,0.0,306.4
2018-09-12,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18787039.7,18.79,0.0,,0.0,,0.0,307.45
2018-09-13,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18722878.4,18.75,0.0,,0.0,,0.0,306.4
2018-09-14,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18756486.7,18.74,0.0,,0.0,,0.0,306.95
2018-09-17,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18768707.9,18.75,0.0,,0.0,,0.0,307.15
2018-09-18,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18762597.3,18.79,0.0,,0.0,,0.0,307.05
2018-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18692325.4,18.68,0.0,,0.0,,0.0,305.9
2018-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18820648.0,18.85,0.0,,0.0,,0.0,308.0
2018-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18912307.0,18.92,0.0,,0.0,,0.0,309.5
2018-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18759542.0,18.74,0.0,,0.0,,0.0,307.0
2018-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18790095.0,18.78,0.0,,0.0,,0.0,307.5
2018-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18887864.6,18.87,0.0,,0.0,,0.0,309.1
2018-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,19010076.6,18.97,0.0,,0.0,,0.0,311.1
2018-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18942860.0,18.93,0.0,,0.0,,0.0,310.0
2018-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18985634.2,19.0,0.0,,0.0,,0.0,310.7
2018-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61134.0,18954596.7,18.94,0.0,,0.0,,0.0,310.05
2018-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61134.0,19104375.0,19.03,0.0,,0.0,,0.0,312.5
2018-10-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18721056.0,18.73,0.0,,0.0,,0.0,306.3
2018-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18641600.0,18.65,0.0,,0.0,,0.0,305.0
2018-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18516304.0,18.53,0.0,,0.0,,0.0,302.95
2018-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18571312.0,18.6,0.0,,0.0,,0.0,303.85
2018-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18302384.0,18.27,0.0,,0.0,,0.0,299.45
2018-10-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17981504.0,18.02,0.0,,0.0,,0.0,294.2
2018-10-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17902048.0,17.91,0.0,,0.0,,0.0,292.9
2018-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17975392.0,17.97,0.0,,0.0,,0.0,294.1
2018-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18235152.0,18.22,0.0,,0.0,,0.0,298.35
2018-10-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18140416.0,18.1,0.0,,0.0,,0.0,296.8
2018-10-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18155696.0,18.12,0.0,,0.0,,0.0,297.05
2018-10-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18265712.0,18.25,0.0,,0.0,,0.0,298.85
2018-10-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18225984.0,18.22,0.0,,0.0,,0.0,298.2
2018-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18070128.0,18.05,0.0,,0.0,,0.0,295.65
2018-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18106800.0,18.09,0.0,,0.0,,0.0,296.25
2018-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18100688.0,18.1,0.0,,0.0,,0.0,296.15
2018-10-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17984560.0,18.01,0.0,,0.0,,0.0,294.25
2018-10-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18097632.0,18.07,0.0,,0.0,,0.0,296.1
2018-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18112912.0,18.1,0.0,,0.0,,0.0,296.35
2018-10-31,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18280992.0,18.29,0.0,,0.0,,0.0,299.1
2018-11-01,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18403232.0,18.4,0.0,,0.0,,0.0,301.1
2018-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18406288.0,18.41,0.0,,0.0,,0.0,301.15
2018-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18488800.0,18.51,0.0,,0.0,,0.0,302.5
2018-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18430736.0,18.45,0.0,,0.0,,0.0,301.55
2018-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18647712.0,18.4,0.0,,0.0,,0.0,305.1
2018-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18659936.0,18.43,0.0,,0.0,,0.0,305.3
2018-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18690496.0,18.7,0.0,,0.0,,0.0,305.8
2018-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18556032.0,18.51,0.0,,0.0,,0.0,303.6
2018-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18641600.0,18.66,0.0,,0.0,,0.0,305.0
2018-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18617152.0,18.65,0.0,,0.0,,0.0,304.6
2018-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18354336.0,18.37,0.0,,0.0,,0.0,300.3
2018-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18378784.0,18.4,0.0,,0.0,,0.0,300.7
2018-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18271824.0,18.26,0.0,,0.0,,0.0,298.95
2018-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18238208.0,18.23,0.0,,0.0,,0.0,298.4
2018-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18363504.0,18.33,0.0,,0.0,,0.0,300.45
2018-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18238208.0,18.23,0.0,,0.0,,0.0,298.4
2018-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18378784.0,18.38,0.0,,0.0,,0.0,300.7
2018-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18485744.0,18.51,0.0,,0.0,,0.0,302.45
2018-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18467408.0,18.48,0.0,,0.0,,0.0,302.15
2018-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18452128.0,18.49,0.0,,0.0,,0.0,301.9
2018-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18436848.0,18.46,0.0,,0.0,,0.0,301.65
2018-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18421568.0,18.42,0.0,,0.0,,0.0,301.4
2018-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18559088.0,18.56,0.0,,0.0,,0.0,303.65
2018-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18504080.0,18.5,0.0,,0.0,,0.0,302.75
2018-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18363504.0,18.35,0.0,,0.0,,0.0,300.45
2018-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17908160.0,17.89,0.0,,0.0,,0.0,293.0
2018-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18030400.0,18.02,0.0,,0.0,,0.0,295.0
2018-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17773696.0,17.77,0.0,,0.0,,0.0,290.8
2018-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18030400.0,18.02,0.0,,0.0,,0.0,295.0
2018-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18302384.0,18.29,0.0,,0.0,,0.0,299.45
2018-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18314608.0,18.32,0.0,,0.0,,0.0,299.65
2018-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18244320.0,18.24,0.0,,0.0,,0.0,298.5
2018-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18119024.0,18.11,0.0,,0.0,,0.0,296.45
2018-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17847040.0,17.85,0.0,,0.0,,0.0,292.0
2018-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17960112.0,17.88,0.0,,0.0,,0.0,293.85
2018-12-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17825648.0,17.81,0.0,,0.0,,0.0,291.65
2018-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17807312.0,17.77,0.0,,0.0,,0.0,291.35
2018-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17572000.0,17.59,0.0,,0.0,,0.0,287.5
2018-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17572000.0,17.55,0.0,,0.0,,0.0,
2018-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17572000.0,17.56,0.0,,0.0,,0.0,
2018-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17309184.0,17.3,0.0,,0.0,,0.0,283.2
2018-12-28,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17596448.0,17.61,0.0,,0.0,,0.0,287.9
2018-12-31,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17733968.0,17.76,0.0,,0.0,,0.0,290.15
2019-01-01,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17733968.0,17.74,0.0,,0.0,,0.0,
2019-01-02,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17685072.0,17.7,0.0,,0.0,,0.0,289.35
2019-01-03,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17727856.0,17.72,0.0,,0.0,,0.0,290.05
2019-01-04,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17978448.0,17.96,0.0,,0.0,,0.0,294.15
2019-01-07,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17883712.0,17.89,0.0,,0.0,,0.0,292.6
2019-01-08,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17954000.0,17.93,0.0,,0.0,,0.0,293.75
2019-01-09,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17960112.0,17.96,0.0,,0.0,,0.0,293.85
2019-01-10,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18060960.0,18.04,0.0,,0.0,,0.0,295.5
2019-01-11,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18109856.0,18.21,0.0,,0.0,,0.0,296.3
2019-01-14,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17954000.0,17.94,0.0,,0.0,,0.0,293.75
2019-01-15,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18048736.0,18.08,0.0,,0.0,,0.0,295.3
2019-01-16,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,17996784.0,18.09,0.0,,0.0,,0.0,294.45
2019-01-17,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18085408.0,18.09,0.0,,0.0,,0.0,295.9
2019-01-18,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61120.0,18296272.0,18.3,0.0,,0.0,,0.0,299.35
2019-01-21,800.0,238240.0,,0.37,0.24,,238240.0,400.0,800.0,119120.0,,,800.0,,,,,,0.24,400.0,,0.12,,0.65,0.65,60706.0,18078246.8,18.08,0.65,50.0,0.5,50.0,0.0131,297.8
2019-01-22,800.0,238240.0,,0.37,0.24,,238240.0,400.0,800.0,119120.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18078246.8,18.06,0.65,50.0,0.5,50.0,0.0131,297.8
2019-01-23,800.0,238840.0,,0.37,0.24,,238840.0,400.0,800.0,119420.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18123776.3,18.11,0.65,50.0,0.5,50.0,0.0131,298.55
2019-01-24,800.0,238320.0,,0.37,0.24,,238320.0,400.0,800.0,119160.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18084317.4,18.1,0.65,50.0,0.5,50.0,0.0131,297.9
2019-01-25,800.0,237760.0,,0.37,0.24,,237760.0,400.0,800.0,118880.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18041823.2,18.05,0.65,50.0,0.5,50.0,0.0131,297.2
2019-01-28,800.0,237320.0,,0.37,0.24,,237320.0,400.0,800.0,118660.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18008434.9,18.0,0.65,50.0,0.5,50.0,0.0131,296.65
2019-01-29,800.0,238720.0,160.0,0.37,0.24,,238720.0,400.0,800.0,119360.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18114670.4,18.12,0.65,50.0,0.5,50.0,0.0131,298.4
2019-01-30,800.0,239240.0,160.0,0.37,0.24,,239240.0,400.0,800.0,119620.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18154129.3,18.25,0.65,50.0,0.5,50.0,0.0131,299.05
2019-01-31,800.0,240800.0,160.0,0.37,0.24,,240800.0,400.0,800.0,120400.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18272506.0,18.26,0.65,50.0,0.5,50.0,0.0131,301.0
2019-02-01,800.0,241120.0,160.0,0.37,0.24,,241120.0,400.0,800.0,120560.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18296788.4,18.28,0.65,50.0,0.5,50.0,0.0131,301.4
2019-02-04,800.0,241360.0,160.0,0.37,0.24,,241360.0,400.0,800.0,120680.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18315000.2,18.32,0.65,50.0,0.5,50.0,0.0131,301.7
2019-02-05,800.0,244760.0,160.0,0.37,0.24,,244760.0,400.0,800.0,122380.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18573000.7,18.55,0.65,50.0,0.5,50.0,0.0131,305.95
2019-02-06,800.0,244120.0,160.0,0.37,0.24,,244120.0,400.0,800.0,122060.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18524435.9,18.5,0.65,50.0,0.5,50.0,0.0131,305.15
2019-02-07,800.0,241880.0,160.0,0.37,0.24,,241880.0,400.0,800.0,120940.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18354459.1,18.35,0.65,50.0,0.5,50.0,0.0131,302.35
2019-02-08,800.0,241080.0,160.0,0.37,0.24,,241080.0,400.0,800.0,120540.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18293753.1,18.28,0.65,50.0,0.5,50.0,0.0131,301.35
2019-02-11,800.0,242440.0,160.0,0.37,0.24,,242440.0,400.0,800.0,121220.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18396953.3,18.4,0.65,50.0,0.5,50.0,0.0131,303.05
2019-02-12,800.0,243680.0,160.0,0.35,0.24,,243680.0,400.0,800.0,121840.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18491047.6,18.5,0.65,50.0,0.5,50.0,0.0131,304.6
2019-02-13,800.0,244480.0,160.0,0.35,0.24,,244480.0,400.0,800.0,122240.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18551753.6,18.53,0.65,50.0,0.5,50.0,0.0131,305.6
2019-02-14,800.0,244280.0,110.6,0.35,0.24,,244280.0,400.0,800.0,122140.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18536577.1,18.55,0.65,50.0,0.5,50.0,0.0131,305.35
2019-02-15,800.0,246360.0,110.6,0.35,0.24,,246360.0,400.0,800.0,123180.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18694412.7,18.73,0.65,50.0,0.5,50.0,0.0131,307.95
2019-02-18,800.0,247040.0,110.6,0.35,0.25,,247040.0,400.0,800.0,123520.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18746012.8,18.75,0.65,50.0,0.5,50.0,0.0131,308.8
2019-02-19,800.0,247040.0,110.6,0.35,0.25,,247040.0,400.0,800.0,123520.0,,,,,,,,,,,,0.12,,0.65,0.65,60706.0,18746012.8,18.73,0.65,50.0,0.5,50.0,0.0131,308.8
2019-02-20,800.0,248400.0,110.6,0.35,0.25,,248400.0,400.0,800.0,124200.0,,,,,,,,,,,,0.12,,100.0,0.65,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0131,310.5
2019-02-21,800.0,248200.0,110.6,0.35,0.25,,248200.0,400.0,800.0,124100.0,,,,,,,,,,,,0.12,,100.0,0.65,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0131,310.25
2019-02-22,800.0,248360.0,110.6,0.35,0.25,,248360.0,400.0,800.0,124180.0,,,,,,,,,,,,0.12,,100.0,0.65,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0131,310.45
2019-02-25,800.0,248960.0,110.6,0.35,0.25,,248960.0,400.0,800.0,124480.0,,,,,,,,,,,,0.12,,100.0,0.65,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0131,311.2
2019-02-26,800.0,250120.0,80.81,0.35,0.25,,250120.0,400.0,800.0,125060.0,,,,,,,,,,,,0.13,,100.0,0.65,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0131,312.65
2019-02-27,800.0,248440.0,80.81,0.35,0.25,,248440.0,0.0,800.0,0.0,,,,0.13,,400.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0131,310.55
2019-02-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,800.0,0.0,0.25,0.0,0.0,61120.0,18980816.0,18.97,0.0,,0.0,,0.0,310.55
