,ALJXR FP Equity_DX_SI_QTY,ALJXR FP Equity_DX_SHORT_INTEREST_VALUE,ALJXR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALJXR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALJXR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALJXR FP Equity_DX_SI_MV,ALJXR FP Equity_DX_DSS,ALJXR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALJXR FP Equity_DX_SUPPLY_SI_QTY,ALJXR FP Equity_DX_BROKER_SI_QTY,ALJXR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALJXR FP Equity_DX_BROKER_SI_MV_NEW_x,ALJXR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALJXR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALJXR FP Equity_DX_BROKER_SI_MV_INC_x,ALJXR FP Equity_DX_SUPPLY_SI_MV_NEW,ALJXR FP Equity_DX_BROKER_SI_QTY_ADD,ALJXR FP Equity_DX_BROKER_SI_QTY_NEW,ALJXR FP Equity_DX_SUPPLY_SI_MV_DEC,ALJXR FP Equity_DX_BROKER_SI_QTY_INC,ALJXR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALJXR FP Equity_DX_BROKER_SI_MV_NEW_y,ALJXR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALJXR FP Equity_DX_BROKER_SI_MV_INC_y,ALJXR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALJXR FP Equity_DX_BROKER_SI_MV_ADD,ALJXR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALJXR FP Equity_DX_BROKER_SI_QTY_DEC,ALJXR FP Equity_DX_SUPPLY_SI_MV,ALJXR FP Equity_DX_BROKER_SI_MV_DEC,ALJXR FP Equity_DX_SUPPLY_SI_MV_RMV,ALJXR FP Equity_DX_BROKER_SI_MV_RMV,ALJXR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALJXR FP Equity_DX_UTILIZATION_QUANTITY,ALJXR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALJXR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALJXR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALJXR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALJXR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALJXR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALJXR FP Equity_DX_BROKER_SI_CON_RATIO,ALJXR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALJXR FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-14,144015.0,4896510.0,2.96,3.27,1.66,5.09,1.0,922658.0,136507.0,27137.0,4641238.0,,,9.0,,,,,0.32,,9413.0,,,,9.0,,,,4.83,,,,64.51,64.51,75096.0,2553264.0,,2.65,64.58,26.24,0.6129,73.76,0.6806
2006-09-15,134894.0,4525693.7,2.77,3.03,1.55,4.78,1.0,671000.0,134152.0,20000.0,4500799.6,,,,,,,,0.07,,2355.0,,,,,,,7137.0,4.76,0.25,,,64.06,64.06,75279.0,2525610.45,,2.67,64.03,,1.0,100.0,0.6441
2006-09-18,133034.0,4689448.5,2.73,2.99,1.53,4.7,1.0,705000.0,131945.0,20000.0,4651061.25,,,,,,,,0.09,,2207.0,,,,,,,,4.66,,,,63.47,63.47,75954.0,2677378.5,,2.63,63.92,,1.0,100.0,0.6399
2006-09-19,151709.0,5344708.07,3.12,3.34,1.75,5.37,1.0,1162590.0,151633.0,33000.0,5342030.59,,,19688.0,,,13000.0,,,,,,,,19688.0,0.46,,,5.36,,,,70.3,70.3,64060.0,2256833.8,,2.23,70.62,39.26,0.5231,60.74,0.7034
2006-09-20,151642.0,5591040.54,3.12,3.3,1.75,5.35,1.0,1216710.0,151592.0,33000.0,5589197.04,,,,,,,,0.02,,41.0,,,,,,,,5.35,,,,70.37,70.37,63835.0,2353596.45,,2.28,70.14,39.37,0.5226,60.63,0.7039
2006-09-21,157496.0,5682455.68,3.24,3.38,1.81,5.66,1.0,1326842.0,158326.0,36775.0,5712402.08,,,6973.0,0.16,,,,0.0,3775.0,239.0,,,0.16,6973.0,,,,5.69,,,,72.03,72.03,61468.0,2217765.44,,2.19,72.16,46.58,0.5,53.2,0.7166
2006-09-22,157014.0,5435824.68,3.23,3.34,1.81,5.59,1.0,1275920.1,157521.0,36855.0,5453377.02,,,116.0,,,80.0,,0.08,,921.0,,,,116.0,0.0,,,5.6,,,,72.32,72.32,60293.0,2087343.66,,2.19,71.94,46.05,0.5008,53.73,0.7209
2006-09-25,155070.0,5162280.3,3.19,3.25,1.79,5.42,1.0,1226902.95,141894.0,36855.0,4723651.26,,,249.0,,,,,0.65,,15876.0,,,,249.0,,,,4.96,,,,66.25,66.25,72287.0,2406434.23,,2.55,66.02,44.93,0.5028,54.85,0.724
2006-09-26,150259.0,4982588.44,3.09,3.11,1.73,5.2,1.0,1050343.0,149152.0,31675.0,4945880.32,,,7259.0,,,,,,,,,,,7259.0,,,5180.0,5.16,0.19,,,71.15,71.15,60489.0,2005815.24,,2.1,71.07,35.18,0.5408,64.57,0.7167
2006-09-27,148433.0,4968052.51,2.89,3.01,1.71,4.92,1.0,1096979.25,139484.0,32775.0,4668529.48,,,2586.0,,,1100.0,,0.42,,12254.0,,,,2586.0,0.04,,,4.63,,,,64.21,64.21,77735.0,2601790.45,,2.57,64.27,35.47,0.4978,60.9,0.6833
2006-09-28,150149.0,5022484.05,2.92,3.06,1.73,4.97,1.0,1043439.3,139122.0,31194.0,4653630.9,,,,0.01,,,,0.02,150.0,363.0,,,0.01,,,,1731.0,4.6,0.06,,,63.52,63.52,79910.0,2672989.5,,2.66,63.38,32.01,0.5096,63.68,0.6855
2006-09-29,150269.0,5094119.1,2.92,3.05,1.73,4.98,1.0,1057476.6,133092.0,31194.0,4511818.8,,,,,,,,0.2,,6030.0,,,,,,,,4.41,,,,60.81,60.81,85764.0,2907399.6,,2.86,60.66,31.99,0.5091,63.64,0.6866
2006-10-02,145012.0,4691138.2,2.82,2.94,1.67,4.8,1.0,812146.75,134047.0,25105.0,4336420.45,,,955.0,,,,,,,,,,,955.0,,,6089.0,4.44,0.2,,,60.65,60.65,86975.0,2813641.25,,2.89,60.52,15.45,0.656,79.35,0.6561
2006-10-03,141255.0,4391617.95,2.75,2.89,1.63,4.63,1.0,780514.45,129827.0,25105.0,4036321.43,,,,,,,,0.18,,4220.0,,,,,,,,4.26,,,,60.33,60.33,85357.0,2653749.13,,2.83,60.04,14.8,0.6668,80.17,0.6564
2006-10-04,132676.0,4177967.24,2.58,2.85,1.53,4.13,1.0,475656.45,131412.0,15105.0,4138163.88,,,1585.0,,,,,,,,,,,1585.0,,,10000.0,4.09,0.35,,,60.47,60.47,85901.0,2705022.49,,2.71,60.15,24.88,0.5075,66.22,0.6105
2006-10-05,133627.0,4334859.88,2.6,3.25,1.54,4.18,1.0,490006.2,129356.0,15105.0,4196308.64,,,,,,,,0.04,,2056.0,,,,,,,,4.05,,,,59.21,59.21,89113.0,2890825.72,,2.79,59.21,25.15,0.5029,65.75,0.6117
2006-10-06,136784.0,4322374.4,2.66,3.56,1.58,4.3,1.0,443095.2,135495.0,14022.0,4281642.0,,,6139.0,0.01,,,,,500.0,,,,0.01,6139.0,,,1583.0,4.26,0.05,,,60.84,60.84,87229.0,2756436.4,,2.76,60.67,16.16,0.5419,70.71,0.6141
2006-10-09,133966.0,4214570.36,2.6,3.55,1.54,4.18,1.0,441132.12,132364.0,14022.0,4164171.44,,,,,,,,0.13,,3131.0,,,,,,,,4.13,,,,60.31,60.31,87124.0,2740921.04,,2.73,60.18,15.77,0.546,71.08,0.6104
2006-10-10,135858.0,4211598.0,2.64,3.74,1.56,4.22,1.0,385330.0,133686.0,12430.0,4144266.0,,,1322.0,0.02,,,,,600.0,,,,0.02,1322.0,,,,4.15,,,0.07,60.83,60.83,86102.0,2669162.0,,2.68,60.72,16.02,0.5148,68.27,0.6181
2006-10-11,128915.0,4194894.1,2.51,3.73,1.48,4.17,1.0,475799.88,126058.0,14622.0,4101927.32,0.07,,,,,,2192.0,0.07,,7628.0,0.07,,,,,,,4.08,,,,60.02,60.02,83965.0,2732221.1,,2.67,60.46,16.16,0.5223,68.96,0.6138
2006-10-12,130768.0,4825339.2,2.54,3.93,1.51,4.35,1.0,539551.8,128110.0,14622.0,4727259.0,,,2052.0,,,,,,,,,,,2052.0,,,,4.26,,,,60.18,60.18,84785.0,3128566.5,,2.74,60.89,17.81,0.5023,67.02,0.6142
2006-10-13,145722.0,5113384.98,2.83,4.25,1.68,4.92,1.0,513085.98,144557.0,14622.0,5072505.13,,,16446.0,,,,,,,,,,,16446.0,,,,4.88,,,,62.3,62.3,87487.0,3069918.83,,2.9,62.72,16.72,0.4938,66.24,0.628
2006-10-16,140164.0,4863690.8,2.73,3.96,1.61,4.68,1.0,507383.4,138829.0,14622.0,4817366.3,,,,,,,,0.24,,5728.0,,,,,,,,4.64,,,,61.69,61.69,86208.0,2991417.6,,2.98,60.87,16.7,0.5017,67.02,0.6228
2006-10-17,139165.0,4759443.0,2.71,4.03,1.6,4.65,1.0,513307.8,137295.0,15009.0,4695489.0,,,,0.01,,,,0.05,387.0,1534.0,,,0.01,,,,,4.59,,,,61.38,61.38,86369.0,2953819.8,,2.92,61.12,16.03,0.4794,65.54,0.6222
2006-10-18,147918.0,5186005.08,2.88,4.33,1.7,5.09,1.0,543745.54,144997.0,15509.0,5083594.82,,,,0.02,,,,0.04,500.0,5225.0,,,0.02,,,12927.0,,4.99,,,,66.64,66.64,72570.0,2544304.2,,2.51,66.55,18.73,0.4674,64.16,0.6799
2006-10-19,150210.0,5189755.5,2.92,4.38,1.73,5.16,1.0,535835.95,147538.0,15509.0,5097437.9,,,2558.0,,,,,0.0,,17.0,,,,2558.0,,,,5.07,,,,66.22,66.22,75273.0,2600682.15,,2.59,66.2,18.47,0.4663,64.07,0.6742
2006-10-20,149574.0,5158807.26,2.91,4.4,1.72,5.14,1.0,534905.41,147735.0,15509.0,5095380.15,,,197.0,,,,,,,,,,,197.0,,,,5.08,,,,67.0,67.0,72762.0,2509561.38,,2.52,66.85,18.45,0.4689,64.33,0.6783
2006-10-23,151317.0,5099382.9,2.94,4.71,1.74,5.18,1.0,553994.3,148619.0,16439.0,5008460.3,,,884.0,0.03,,,,,930.0,,,,0.03,884.0,,,,5.09,,,,67.28,67.28,72273.0,2435600.1,,2.48,67.19,17.07,0.4257,60.92,0.685
2006-10-24,148608.0,5017006.08,2.89,4.82,1.71,5.06,1.0,554980.64,145610.0,16439.0,4915793.6,,,54.0,,,,,0.13,,3063.0,,,,54.0,,,,4.96,,,,66.8,66.8,72359.0,2442839.84,,2.48,66.67,17.19,0.4284,61.18,0.6818
2006-10-25,148942.0,5211480.58,4.01,5.15,1.72,5.05,1.0,575200.61,146004.0,16439.0,5108679.96,,,508.0,,,,,0.01,,113.0,,,,508.0,,,,4.95,,,,66.69,66.69,72912.0,2551190.88,,2.49,66.52,17.9,0.4211,60.35,0.6804
2006-10-26,151926.0,5287024.8,4.09,5.6,1.75,5.18,1.0,572077.2,149347.0,16439.0,5197275.6,,,3434.0,,,,,0.0,,91.0,,,,3434.0,,,,5.1,,,,66.76,66.76,74356.0,2587588.8,,2.55,66.66,17.68,0.4167,59.92,0.6791
2006-10-27,152539.0,5148191.25,4.1,5.74,1.76,5.17,1.0,554816.25,150010.0,16439.0,5062837.5,,,663.0,,,,,,,,,,,663.0,,,,5.08,,,,66.54,66.54,75427.0,2545661.25,,2.6,66.19,17.27,0.4202,60.33,0.6766
2006-10-30,149806.0,5123365.2,4.03,5.66,1.73,5.06,1.0,562213.8,147262.0,16439.0,5036360.4,,,71.0,,,,,0.11,,2819.0,,,,71.0,,,,4.98,,,,66.72,66.72,73455.0,2512161.0,,2.5,66.59,17.54,0.4237,60.67,0.6787
2006-10-31,151585.0,5108414.5,4.08,5.89,1.75,5.13,1.0,572697.8,148846.0,16994.0,5016110.2,,,1594.0,0.02,,,,0.0,555.0,10.0,,,0.02,1594.0,,,,5.04,,,,66.52,66.52,74916.0,2524669.2,,2.56,66.31,16.7,0.4023,58.64,0.6774
2006-11-01,150717.0,5124378.0,4.06,6.05,1.74,5.09,1.0,577796.0,148687.0,16994.0,5055358.0,,,155.0,,,,,0.02,,314.0,,,,155.0,,,,5.02,,,,67.03,67.03,73134.0,2486556.0,,2.49,66.89,16.88,0.4036,58.76,0.6795
2006-11-02,158927.0,5303393.99,4.28,6.61,1.83,5.35,1.0,695030.36,153209.0,20828.0,5112584.33,,,4522.0,0.13,,,,,3834.0,,,,0.13,4522.0,,,,5.16,,,,68.43,68.43,70687.0,2358825.19,,2.39,68.34,27.85,0.3376,48.01,0.7098
2006-11-03,160000.0,5049600.0,4.3,6.77,1.84,5.29,1.0,657331.68,154349.0,20828.0,4871254.44,,,1140.0,,,,,,,,,,,1140.0,,,,5.1,,,,68.86,68.86,69798.0,2202824.88,,2.32,68.74,26.95,0.3417,48.95,0.7138
2006-11-06,154500.0,5004255.0,4.16,5.81,1.78,5.06,1.0,697648.21,148085.0,21539.0,4796473.15,,,96.0,0.02,,,,0.25,711.0,6361.0,,,0.02,96.0,,,,4.85,,,,68.38,68.38,68492.0,2218455.88,,2.2,68.76,26.88,0.3336,47.68,0.7134
2006-11-07,156494.0,5039106.8,4.21,5.71,1.8,5.15,1.0,693555.8,150354.0,21539.0,4841398.8,,,2344.0,,,,,0.0,,74.0,,,,2344.0,,,,4.95,,,,68.41,68.41,69437.0,2235871.4,,2.29,68.33,26.56,0.331,47.42,0.712
2006-11-08,161266.0,5113744.86,4.34,5.98,1.86,5.18,1.0,727649.37,155471.0,22947.0,4929985.41,,,13570.0,0.04,,,,0.28,1408.0,8453.0,,,0.04,13570.0,,,,5.0,,,,69.19,69.19,69224.0,2195093.04,,2.24,69.06,27.99,0.2393,31.56,0.7177
2006-11-09,158685.0,5062051.5,4.27,5.82,1.83,5.07,1.0,732009.3,152654.0,22947.0,4869662.6,,,0.0,,,,,0.12,,2818.0,,,,0.0,,,,4.88,,,,69.84,69.84,65918.0,2102784.2,,2.1,69.88,26.77,0.2384,32.09,0.726
2006-11-10,162657.0,5196891.15,4.38,6.05,1.87,5.21,1.0,733156.65,156725.0,22947.0,5007363.75,,,4078.0,,,,,0.0,,7.0,,,,4078.0,,,,5.02,,,,71.56,71.56,62278.0,1989782.1,,1.98,71.7,26.93,0.2383,31.98,0.7427
2006-11-13,163608.0,5331984.72,4.4,6.0,1.88,5.27,1.0,747842.73,157654.0,22947.0,5137943.86,,,962.0,,,,,0.0,,33.0,,,,962.0,,,,5.07,,,,72.18,72.18,60768.0,1980429.12,,1.94,72.36,29.17,0.2405,30.79,0.749
2006-11-14,165452.0,5388771.64,4.45,6.14,1.91,5.34,1.0,747383.79,159751.0,22947.0,5203090.07,,,2130.0,,,,,0.0,,33.0,,,,2130.0,,,,5.16,,,,72.24,72.24,61384.0,1999276.88,,1.96,72.46,29.45,0.24,30.47,0.7482
2006-11-15,171070.0,5919022.0,4.6,6.51,1.97,5.67,1.0,793966.2,164917.0,22947.0,5706128.2,,,9259.0,,,,,0.01,,4093.0,,,,9259.0,,,,5.46,,,,76.12,76.12,51739.0,1790169.4,,1.68,76.48,28.9,0.2392,30.43,0.7896
2006-11-16,177369.0,6117456.81,4.77,6.56,2.04,5.98,1.0,791442.03,172006.0,22947.0,5932486.94,,,7296.0,,,,,0.0,,207.0,,,,7296.0,,,,5.8,,,,76.8,76.8,51951.0,1791789.99,,1.79,76.43,29.57,0.2386,29.89,0.792
2006-11-17,177191.0,5971336.7,4.77,6.48,2.04,5.93,1.0,773313.9,171831.0,22947.0,5790704.7,,,98.0,,,,,0.04,,274.0,,,,98.0,,,,5.75,,,,76.49,76.49,52804.0,1779494.8,,1.8,76.16,29.79,0.2389,29.84,0.7888
2006-11-20,176387.0,5801368.43,4.75,6.55,2.03,5.83,1.0,754726.83,170874.0,22947.0,5620045.86,,,214.0,,,,,0.1,,1170.0,,,,214.0,,,,5.65,,,,76.65,76.65,52052.0,1711990.28,,1.76,76.21,29.69,0.24,30.31,0.7912
2006-11-21,174204.0,5673824.28,4.69,6.47,2.01,5.7,1.0,747383.79,168420.0,22947.0,5485439.4,,,130.0,,,,,0.14,,2584.0,,,,130.0,,,,5.51,,,,76.32,76.32,52251.0,1701815.07,,1.73,76.13,29.34,0.2404,30.74,0.7894
2006-11-22,172983.0,5642705.46,4.65,6.5,1.99,5.63,1.0,748531.14,167079.0,22947.0,5450116.98,,,29.0,,,,,0.07,,1369.0,,,,29.0,,,,5.43,,,,75.93,75.93,52973.0,1727979.26,,1.73,75.82,29.14,0.2398,30.65,0.7861
2006-11-23,173451.0,5810608.5,4.67,6.61,2.0,5.67,1.0,768724.5,167567.0,22947.0,5613494.5,,,553.0,,,,,0.0,,65.0,,,,553.0,,,,5.48,,,,76.36,76.36,51863.0,1737410.5,,1.69,76.4,29.23,0.2398,30.47,0.7905
2006-11-24,175435.0,5885844.25,4.72,7.49,2.02,5.74,1.0,769871.85,169874.0,22947.0,5699272.7,,,2370.0,,,,,0.0,,62.0,,,,2370.0,,,,5.56,,,,75.93,75.93,53855.0,1806835.25,,1.77,75.86,29.53,0.2395,30.21,0.7841
2006-11-27,174097.0,6075985.3,4.68,7.93,2.01,5.8,1.0,800850.3,168346.0,22947.0,5875275.4,,,,,,,,0.0,,1529.0,,,,,,,,5.61,,,,76.27,76.27,52365.0,1827538.5,,1.73,76.41,29.38,0.2382,29.76,0.7888
2006-11-28,149186.0,5161835.6,4.01,6.69,1.72,4.98,1.0,793966.2,144045.0,22947.0,4983957.0,,,,,,,,0.79,,24301.0,,,,,,,,4.81,,,,63.44,63.44,83019.0,2872457.4,,2.79,63.3,25.26,0.2793,40.26,0.657
2006-11-29,146624.0,5186090.88,3.94,6.59,1.69,5.1,1.0,811635.39,140715.0,22947.0,4977089.55,,,1349.0,,,,,0.14,,4679.0,,,,1349.0,,,,4.89,,,,63.79,63.79,79873.0,2825108.01,,2.78,63.78,24.96,0.2364,32.52,0.6647
2006-11-30,148479.0,5238339.12,3.99,6.7,1.71,5.18,1.0,809570.16,142783.0,22947.0,5037384.24,,,2070.0,,,,,0.0,,2.0,,,,2070.0,,,,4.98,,,,63.8,63.8,81007.0,2857926.96,,2.84,63.74,21.74,0.2363,33.91,0.6635
2006-12-01,150774.0,5164009.5,4.06,6.39,1.74,5.24,1.0,785934.75,145096.0,22947.0,4969538.0,,,2313.0,,,,,,,,,,,2313.0,,,,5.05,,,,64.75,64.75,78982.0,2705133.5,,2.76,64.64,21.75,0.2364,34.06,0.6729
2006-12-04,150970.0,5193368.0,4.06,6.32,1.74,5.24,1.0,789376.8,145319.0,22947.0,4998973.6,,,223.0,,,,,,,,,,,223.0,,,,5.04,,,,64.77,64.77,79052.0,2719388.8,,2.75,64.7,21.78,0.237,34.1,0.6729
2006-12-05,148756.0,5117206.4,4.0,6.33,1.71,5.13,1.0,865125.6,140682.0,25149.0,4839460.8,,,43.0,,,2202.0,,0.19,,4680.0,,,,43.0,0.08,,,4.85,,,,63.47,63.47,80985.0,2785884.0,,2.79,63.52,20.12,0.2105,31.92,0.6711
2006-12-06,152745.0,5063496.75,4.11,6.16,1.76,5.21,1.0,904762.95,143447.0,27293.0,4755268.05,,,2765.0,0.07,,,,,2144.0,,,,0.07,2765.0,,,,4.9,,,,64.2,64.2,79976.0,2651204.4,,2.71,64.34,18.98,0.1968,29.96,0.6837
2006-12-07,157299.0,3594282.15,4.23,6.26,1.81,4.94,1.0,590329.75,150282.0,25835.0,3433943.7,,,6835.0,0.02,,,,,744.0,,,,0.02,6835.0,,,2202.0,4.72,0.08,,,65.04,65.04,80787.0,1845982.95,,2.63,64.26,20.55,0.2166,33.66,0.6807
2006-12-08,129050.0,3123010.0,3.47,2.47,1.49,3.62,1.0,573322.2,120132.0,23691.0,2907194.4,,,1253.0,,,,,1.35,,31403.0,,,,1253.0,,,2144.0,3.37,0.07,,,62.28,62.28,72757.0,1760719.4,,1.88,64.25,17.97,0.2726,42.51,0.669
2006-12-11,133449.0,3376259.7,3.59,2.18,1.54,3.84,1.0,605707.3,124710.0,23941.0,3155163.0,,,4858.0,0.01,,,,0.0,250.0,280.0,,,0.01,4858.0,,,,3.59,,,,63.47,63.47,71762.0,1815578.6,,1.91,65.25,20.77,0.3237,48.34,0.6792
2006-12-12,134930.0,3374599.3,3.63,1.95,1.55,3.92,1.0,598764.41,131037.0,23941.0,3277235.37,,,6422.0,,,,,0.0,,96.0,,,,6422.0,,,,3.81,,,,64.58,64.58,71875.0,1797593.75,,1.95,66.11,20.68,0.3202,47.88,0.665
2006-12-13,136698.0,3420183.96,3.68,1.87,1.57,3.42,1.0,724103.82,132933.0,28941.0,3325983.66,,,12069.0,0.03,,,,0.3,5000.0,10173.0,,,0.03,12069.0,,,,3.33,,,,59.67,59.67,89830.0,2247546.6,,2.26,59.55,19.68,0.3347,50.14,0.6136
2006-12-14,149226.0,3656037.0,4.01,1.96,1.72,3.73,1.0,709054.5,145536.0,28941.0,3565632.0,,,12603.0,,,,,,,,,,,12603.0,,,,3.63,,,,67.26,67.26,70847.0,1735751.5,,1.77,67.31,16.64,0.2631,42.39,0.6896
2006-12-15,152637.0,3628181.49,4.11,1.98,1.76,3.76,1.0,763539.94,145584.0,32122.0,3460531.68,,,48.0,0.07,,141.0,,,3040.0,,,,0.07,48.0,0.0,,,3.59,,,,67.21,67.21,71031.0,1688406.87,,1.75,67.17,20.38,0.2515,39.5,0.7046
2006-12-18,161556.0,3824030.52,4.35,2.15,1.86,3.91,1.0,1011229.74,149002.0,42722.0,3526877.34,,,3418.0,0.12,,5600.0,,,5000.0,,,,0.12,3418.0,0.13,,,3.6,,,,70.32,70.32,62879.0,1488345.93,,1.52,70.36,26.53,0.2473,35.53,0.7625
2006-12-19,161688.0,4045433.76,4.35,2.13,1.86,3.97,1.0,1117343.16,146507.0,44658.0,3665605.14,,,,0.06,,,,0.01,1936.0,2495.0,,,0.06,,,,,3.6,,,,70.3,70.3,61905.0,1548863.1,,1.5,70.55,28.71,0.241,33.66,0.7758
2006-12-20,161543.0,4345506.7,4.35,2.04,1.86,4.16,1.0,1201300.2,144634.0,44658.0,3890654.6,,,,,,,,0.0,,1874.0,,,,,,,,3.73,,,,69.22,69.22,64316.0,1730100.4,,1.61,69.88,29.4,0.2374,31.92,0.7731
2006-12-21,165071.0,4536151.08,4.44,1.91,1.9,4.35,1.0,1166965.68,151738.0,42466.0,4169760.24,,,7128.0,,,,,0.0,,24.0,,,,7128.0,,,2192.0,4.0,0.05,,,75.82,75.82,48390.0,1329757.2,,1.28,75.77,30.82,0.255,32.7,0.8248
2006-12-22,165969.0,4829697.9,4.47,1.87,1.91,4.51,1.0,1282815.3,150838.0,44083.0,4389385.8,,,,,,1617.0,,0.0,,900.0,,,,,0.05,,,4.1,,,,76.13,76.13,47299.0,1376400.9,,1.29,76.08,30.53,0.2372,30.65,0.8377
2006-12-25,37138.0,1080715.8,1.0,0.4,0.43,4.71,0.0,1051790.4,994.0,36144.0,28925.4,,,51.0,,,,,0.0,,149894.0,,,,51.0,,,,4.32,,,0.22,5.2,5.2,18129.0,527553.9,,1.34,76.37,30.1,0.2353,30.34,1.9421
2006-12-26,180812.0,5261629.2,4.86,1.97,2.08,5.02,1.0,1282815.3,166680.0,44083.0,4850388.0,0.23,,165758.0,,,,7939.0,0.0,,72.0,0.23,,,165758.0,,,,4.63,,,,82.48,82.48,35404.0,1030256.4,,0.99,82.35,29.83,0.2322,29.94,0.8947
2006-12-27,172170.0,5438850.3,4.63,1.87,1.98,5.15,1.0,1392581.97,157273.0,44083.0,4968254.07,,,711.0,,,,,0.0,,10118.0,,,,711.0,,,,4.7,,,,79.08,79.08,41610.0,1314459.9,,1.24,79.11,30.1,0.242,32.42,0.8657
2006-12-28,173697.0,5381133.06,4.67,1.83,2.0,5.31,1.0,1365691.34,159042.0,44083.0,4927121.16,,,1805.0,,,,,0.0,,36.0,,,,1805.0,,,,4.87,,,,79.44,79.44,41155.0,1274981.9,,1.26,79.37,28.84,0.2357,31.7,0.8676
2006-12-29,186041.0,5737504.44,5.01,1.93,2.14,5.51,1.0,1698759.72,160696.0,55083.0,4955864.64,,,1654.0,0.3,,,,,11000.0,,,,0.3,1654.0,,,,4.76,,,,79.25,79.25,42072.0,1297500.48,,1.26,79.12,23.82,0.1984,26.15,0.9175
2007-01-01,48778.0,1504313.52,1.31,0.51,0.56,5.51,0.0,1453920.96,1634.0,47144.0,50392.56,,,,,,,,0.01,,159062.0,,,,,,,,4.76,,,0.25,8.37,8.37,17899.0,552005.16,,1.22,79.55,23.84,0.1985,26.17,2.4972
2007-01-02,198631.0,6189341.96,5.34,2.07,2.29,6.01,1.0,2184565.28,170463.0,70108.0,5311627.08,0.24,,168853.0,0.49,,,7939.0,0.0,15025.0,24.0,0.24,,0.49,168853.0,,,,5.16,,,,88.92,88.92,21245.0,661994.2,,0.65,88.86,20.27,0.2395,37.89,1.0361
2007-01-03,225512.0,6939004.24,6.07,2.35,2.6,6.98,1.0,2523970.79,186773.0,82027.0,5747005.21,,,16309.0,0.51,,,,,15000.0,,,,0.51,16309.0,,,3081.0,5.78,0.09,,,95.29,95.29,9234.0,284130.18,,0.29,95.28,31.3,0.2684,36.68,1.1505
2007-01-04,219868.0,6657603.04,5.92,2.27,2.53,6.85,1.0,2392937.56,183268.0,79027.0,5549355.04,,,,,,,,0.07,,3504.0,,,,,,,3000.0,5.71,0.07,,,94.89,94.89,9873.0,298954.44,,0.31,94.91,29.65,0.2685,37.91,1.1384
2007-01-05,218536.0,6665348.0,5.88,2.2,2.52,6.78,1.0,2410323.5,181482.0,79027.0,5535201.0,,,56.0,,,,,0.09,,1842.0,,,,56.0,,,,5.62,,,0.74,95.08,95.08,9393.0,286486.5,,0.29,95.14,29.65,0.2688,37.92,1.1449
2007-01-08,223720.0,6930845.6,6.02,2.23,2.58,6.97,1.0,2634136.46,180414.0,85027.0,5589225.72,0.73,,,0.13,,2000.0,23472.0,0.0,4000.0,1069.0,0.73,,0.13,,0.06,,,5.62,,,,94.5,94.5,10501.0,325320.98,,0.32,94.54,27.34,0.2575,35.3,1.1718
2007-01-09,226311.0,6816487.32,6.09,2.25,2.61,7.05,1.0,2561013.24,183844.0,85027.0,5537381.28,,,3430.0,,,,,,,,,,,3430.0,,,,5.72,,,,94.82,94.82,10041.0,302434.92,,0.31,94.83,27.5,0.2573,35.44,1.1672
2007-01-10,227403.0,6619701.33,6.12,2.24,2.62,6.93,1.0,2475135.97,184747.0,85027.0,5377985.17,,,1677.0,,,,,0.14,,774.0,,,,1677.0,,,,5.63,,,,94.69,94.69,10357.0,301492.27,,0.31,94.71,28.64,0.2569,34.65,1.1656
2007-01-11,223922.0,6605699.0,6.02,2.14,2.58,6.79,1.0,2508296.5,180036.0,85027.0,5311062.0,,,227.0,,,,,0.18,,4938.0,,,,227.0,,,,5.46,,,,93.59,93.59,12340.0,364030.0,,0.37,93.66,28.08,0.259,35.22,1.164
2007-01-12,226567.0,6606693.72,6.1,2.18,2.61,6.79,1.0,2479387.32,183489.0,85027.0,5350539.24,,,3454.0,,,,,,,,,,,3454.0,,,,5.5,,,,93.22,93.22,13353.0,389373.48,,0.4,93.24,27.24,0.2584,35.77,1.151
2007-01-15,225278.0,6483500.84,6.06,2.16,2.59,6.75,1.0,2447077.06,181760.0,85027.0,5231052.8,,,33.0,,,,,0.06,,1763.0,,,,33.0,,,,5.44,,,,100.0,93.21,0.0,0.0,,0.0,100.0,27.48,0.2592,35.85,1.1553
