,ALHUN FP Equity_DX_SI_QTY,ALHUN FP Equity_DX_SHORT_INTEREST_VALUE,ALHUN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHUN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHUN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHUN FP Equity_DX_SI_MV,ALHUN FP Equity_DX_DSS,ALHUN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHUN FP Equity_DX_SUPPLY_SI_QTY,ALHUN FP Equity_DX_BROKER_SI_QTY,ALHUN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHUN FP Equity_DX_SUPPLY_SI_MV_DEC,ALHUN FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHUN FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHUN FP Equity_DX_SUPPLY_SI_MV,ALHUN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHUN FP Equity_DX_UTILIZATION_QUANTITY,ALHUN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHUN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHUN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHUN FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHUN FP Equity_DX_BROKER_SI_CON_RATIO,ALHUN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHUN FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHUN FP Equity_PX_LAST
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116837.0,1267681.45,1.27,0.0,0.0,,0.0,10.85
2024-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116837.0,1273523.3,1.27,0.0,0.0,,0.0,10.9
2024-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116773.0,1249471.1,1.27,0.0,0.0,,0.0,10.7
2024-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1219827.0,1.24,0.0,0.0,,0.0,10.5
2024-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1225635.7,1.22,0.0,0.0,,0.0,10.55
2024-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1231444.4,1.23,0.0,0.0,,0.0,10.6
2024-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1237253.1,1.23,0.0,0.0,,0.0,10.65
2024-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1243061.8,1.24,0.0,0.0,,0.0,10.7
2024-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1248870.5,1.24,0.0,0.0,,0.0,10.75
2024-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1237253.1,1.25,0.0,0.0,,0.0,10.65
2024-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1248870.5,1.24,0.0,0.0,,0.0,10.75
2024-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1243061.8,1.25,0.0,0.0,,0.0,10.7
2024-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1248870.5,1.24,0.0,0.0,,0.0,10.75
2024-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1254679.2,1.25,0.0,0.0,,0.0,10.8
2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1254679.2,1.25,0.0,0.0,,0.0,10.8
2024-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1243061.8,1.25,0.0,0.0,,0.0,10.7
2024-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1248870.5,1.24,0.0,0.0,,0.0,10.75
2024-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1237253.1,1.25,0.0,0.0,,0.0,10.65
2024-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1237253.1,1.24,0.0,0.0,,0.0,10.65
2024-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1237253.1,1.24,0.0,0.0,,0.0,10.65
2024-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1237253.1,1.24,0.0,0.0,,0.0,10.65
2024-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1243061.8,1.24,0.0,0.0,,0.0,10.7
2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1243061.8,1.24,0.0,0.0,,0.0,10.7
2024-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1231444.4,1.24,0.0,0.0,,0.0,10.6
2024-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1219827.0,1.23,0.0,0.0,,0.0,10.5
2024-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1219827.0,1.22,0.0,0.0,,0.0,10.5
2024-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1202400.9,1.22,0.0,0.0,,0.0,10.35
2024-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1196592.2,1.2,0.0,0.0,,0.0,10.3
2024-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1208209.6,1.2,0.0,0.0,,0.0,10.4
2024-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1196592.2,1.21,0.0,0.0,,0.0,10.3
2024-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1208209.6,1.2,0.0,0.0,,0.0,10.4
2024-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1208209.6,1.21,0.0,0.0,,0.0,10.4
2024-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1190783.5,1.21,0.0,0.0,,0.0,10.25
2024-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1190783.5,1.19,0.0,0.0,,0.0,10.25
2024-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1167548.7,1.19,0.0,0.0,,0.0,10.05
2024-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1167548.7,1.17,0.0,0.0,,0.0,10.05
2024-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1167548.7,1.17,0.0,0.0,,0.0,10.05
2024-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1138505.2,1.17,0.0,0.0,,0.0,9.8
2024-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1150122.6,1.14,0.0,0.0,,0.0,9.9
2024-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1154769.56,1.15,0.0,0.0,,0.0,9.94
2024-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1159416.52,1.15,0.0,0.0,,0.0,9.98
2024-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1179166.1,1.16,0.0,0.0,,0.0,10.15
2024-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1167548.7,1.18,0.0,0.0,,0.0,10.05
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1150122.6,1.17,0.0,0.0,,0.0,9.9
2024-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1161740.0,1.17,0.0,0.0,,0.0,10.0
2024-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1161740.0,1.16,0.0,0.0,,0.0,10.0
2024-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1136181.72,1.16,0.0,0.0,,0.0,9.78
2024-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1129211.28,1.14,0.0,0.0,,0.0,9.72
2024-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1115270.4,1.13,0.0,0.0,,0.0,9.6
2024-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1108299.96,1.12,0.0,0.0,,0.0,9.54
2024-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1080418.2,1.11,0.0,0.0,,0.0,9.3
2024-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1071124.28,1.08,0.0,0.0,,0.0,9.22
2024-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1073447.76,1.07,0.0,0.0,,0.0,9.24
2024-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1075771.24,1.07,0.0,0.0,,0.0,9.26
2024-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1080418.2,1.08,0.0,0.0,,0.0,9.3
2024-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1092035.6,1.08,0.0,0.0,,0.0,9.4
2024-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1092035.6,1.09,0.0,0.0,,0.0,9.4
2024-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1092035.6,1.09,0.0,0.0,,0.0,9.4
2024-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1080418.2,1.09,0.0,0.0,,0.0,9.3
2024-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1080418.2,1.08,0.0,0.0,,0.0,9.3
2024-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1087388.64,1.08,0.0,0.0,,0.0,9.36
2024-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116174.0,1080418.2,1.09,0.0,0.0,,0.0,9.3
2024-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,115655.0,1073278.4,1.08,0.0,0.0,,0.0,9.28
2024-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,899070.48,0.9,0.0,0.0,,0.0,9.24
2024-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,895178.4,0.9,0.0,0.0,,0.0,9.2
2024-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,881556.12,0.89,0.0,0.0,,0.0,9.06
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,879610.08,0.88,0.0,0.0,,0.0,9.04
2024-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,864041.76,0.88,0.0,0.0,,0.0,8.88
2024-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,846527.4,0.86,0.0,0.0,,0.0,8.7
2024-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,834851.16,0.85,0.0,0.0,,0.0,8.58
2024-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,838743.24,0.83,0.0,0.0,,0.0,8.62
2024-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,838743.24,0.84,0.0,0.0,,0.0,8.62
2024-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,805660.56,0.84,0.0,0.0,,0.0,8.28
2024-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,788146.2,0.81,0.0,0.0,,0.0,8.1
2024-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,764793.72,0.79,0.0,0.0,,0.0,7.86
2024-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,718088.76,0.76,0.0,0.0,,0.0,7.38
2024-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,749225.4,0.72,0.0,0.0,,0.0,7.7
2024-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,758955.6,0.75,0.0,0.0,,0.0,7.8
2024-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,764793.72,0.76,0.0,0.0,,0.0,7.86
2024-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,764793.72,0.76,0.0,0.0,,0.0,7.86
2024-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,760901.64,0.76,0.0,0.0,,0.0,7.82
2024-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,768685.8,0.76,0.0,0.0,,0.0,7.9
2024-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,770631.84,0.77,0.0,0.0,,0.0,7.92
2024-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,799822.44,0.77,0.0,0.0,,0.0,8.22
2024-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,799822.44,0.8,0.0,0.0,,0.0,8.22
2024-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,821228.88,0.8,0.0,0.0,,0.0,8.44
2024-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,840689.28,0.82,0.0,0.0,,0.0,8.64
2024-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,842635.32,0.84,0.0,0.0,,0.0,8.66
2024-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,838743.24,0.84,0.0,0.0,,0.0,8.62
2024-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,838743.24,0.84,0.0,0.0,,0.0,8.62
2024-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,842635.32,0.84,0.0,0.0,,0.0,8.66
2024-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,848473.44,0.84,0.0,0.0,,0.0,8.72
2024-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,852365.52,0.85,0.0,0.0,,0.0,8.76
2024-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,852365.52,0.85,0.0,0.0,,0.0,8.76
2024-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,887394.24,0.85,0.0,0.0,,0.0,9.12
2024-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,899070.48,0.89,0.0,0.0,,0.0,9.24
2024-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,904908.6,0.9,0.0,0.0,,0.0,9.3
2024-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,904908.6,0.9,0.0,0.0,,0.0,9.3
2024-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,904908.6,0.9,0.0,0.0,,0.0,9.3
2024-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,914638.8,0.9,0.0,0.0,,0.0,9.4
2024-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,914638.8,0.91,0.0,0.0,,0.0,9.4
2024-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,918530.88,0.91,0.0,0.0,,0.0,9.44
2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,918530.88,0.92,0.0,0.0,,0.0,9.44
2024-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,918530.88,0.92,0.0,0.0,,0.0,9.44
2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,918530.88,0.92,0.0,0.0,,0.0,
2024-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,918530.88,0.92,0.0,0.0,,0.0,
2024-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,920476.92,0.92,0.0,0.0,,0.0,9.46
2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,924369.0,0.92,0.0,0.0,,0.0,9.5
2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,961343.76,0.92,0.0,0.0,,0.0,9.88
2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,961343.76,0.96,0.0,0.0,,0.0,
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1021671.0,0.96,0.0,0.0,,0.0,10.5
2025-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1031401.2,1.02,0.0,0.0,,0.0,10.6
2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1011940.8,1.03,0.0,0.0,,0.0,10.4
2025-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1011940.8,1.01,0.0,0.0,,0.0,10.4
2025-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1002210.6,1.01,0.0,0.0,,0.0,10.3
2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1002210.6,1.0,0.0,0.0,,0.0,10.3
2025-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1002210.6,1.0,0.0,0.0,,0.0,10.3
2025-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,997345.5,1.0,0.0,0.0,,0.0,10.25
2025-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,997345.5,1.0,0.0,0.0,,0.0,10.25
2025-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1002210.6,1.0,0.0,0.0,,0.0,10.3
2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1002210.6,1.0,0.0,0.0,,0.0,10.3
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1007075.7,1.0,0.0,0.0,,0.0,10.35
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1007075.7,1.01,0.0,0.0,,0.0,10.35
2025-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1002210.6,1.01,0.0,0.0,,0.0,10.3
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,1007075.7,1.0,0.0,0.0,,0.0,10.35
2025-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,997345.5,1.01,0.0,0.0,,0.0,10.25
2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,992480.4,1.0,0.0,0.0,,0.0,10.2
2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,973020.0,0.99,0.0,0.0,,0.0,10.0
2025-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,982750.2,0.97,0.0,0.0,,0.0,10.1
2025-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,982750.2,0.98,0.0,0.0,,0.0,10.1
2025-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,982750.2,0.98,0.0,0.0,,0.0,10.1
2025-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,992480.4,0.98,0.0,0.0,,0.0,10.2
2025-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,977885.1,0.99,0.0,0.0,,0.0,10.05
2025-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,971073.96,0.98,0.0,0.0,,0.0,9.98
2025-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,973020.0,0.97,0.0,0.0,,0.0,10.0
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,977885.1,0.97,0.0,0.0,,0.0,10.05
2025-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,982750.2,0.98,0.0,0.0,,0.0,10.1
2025-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,971073.96,0.98,0.0,0.0,,0.0,9.98
2025-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,97302.0,967181.88,0.97,0.0,0.0,,0.0,9.94
