,ALHUN FP Equity_DX_SI_QTY,ALHUN FP Equity_DX_SHORT_INTEREST_VALUE,ALHUN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHUN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHUN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHUN FP Equity_DX_SI_MV,ALHUN FP Equity_DX_DSS,ALHUN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHUN FP Equity_DX_SUPPLY_SI_QTY,ALHUN FP Equity_DX_BROKER_SI_QTY,ALHUN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHUN FP Equity_DX_SUPPLY_SI_MV_DEC,ALHUN FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHUN FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHUN FP Equity_DX_SUPPLY_SI_MV,ALHUN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHUN FP Equity_DX_UTILIZATION_QUANTITY,ALHUN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHUN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHUN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHUN FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHUN FP Equity_DX_BROKER_SI_CON_RATIO,ALHUN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHUN FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHUN FP Equity_PX_LAST
2023-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1775799.75,1.81,0.0,0.0,,0.0,14.65
2023-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1769739.0,1.78,0.0,0.0,,0.0,14.6
2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1769739.0,1.77,0.0,0.0,,0.0,14.6
2023-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1769739.0,1.77,0.0,0.0,,0.0,14.6
2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1739435.25,1.77,0.0,0.0,,0.0,14.35
2023-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1739435.25,1.74,0.0,0.0,,0.0,14.35
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1733374.5,1.74,0.0,0.0,,0.0,14.3
2023-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1733374.5,1.73,0.0,0.0,,0.0,14.3
2023-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1739435.25,1.73,0.0,0.0,,0.0,14.35
2023-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1721253.0,1.74,0.0,0.0,,0.0,14.2
2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.72,0.0,0.0,,0.0,14.0
2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1715192.25,1.7,0.0,0.0,,0.0,14.15
2023-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1703070.75,1.72,0.0,0.0,,0.0,14.05
2023-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1733374.5,1.7,0.0,0.0,,0.0,14.3
2023-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1733374.5,1.73,0.0,0.0,,0.0,14.3
2023-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1745496.0,1.73,0.0,0.0,,0.0,14.4
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1739435.25,1.75,0.0,0.0,,0.0,14.35
2023-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1739435.25,1.74,0.0,0.0,,0.0,14.35
2023-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1745496.0,1.74,0.0,0.0,,0.0,14.4
2023-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1709131.5,1.75,0.0,0.0,,0.0,14.1
2023-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1727313.75,1.71,0.0,0.0,,0.0,14.25
2023-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1727313.75,1.73,0.0,0.0,,0.0,14.25
2023-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1727313.75,1.73,0.0,0.0,,0.0,14.25
2023-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1727313.75,1.73,0.0,0.0,,0.0,14.25
2023-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1727313.75,1.73,0.0,0.0,,0.0,14.25
2023-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1787921.25,1.73,0.0,0.0,,0.0,14.75
2023-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1812164.25,1.79,0.0,0.0,,0.0,14.95
2023-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1812164.25,1.81,0.0,0.0,,0.0,14.95
2023-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1812164.25,1.81,0.0,0.0,,0.0,14.95
2023-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1787921.25,1.81,0.0,0.0,,0.0,14.75
2023-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1800042.75,1.79,0.0,0.0,,0.0,14.85
2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1787921.25,1.8,0.0,0.0,,0.0,14.75
2023-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1775799.75,1.79,0.0,0.0,,0.0,14.65
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1781860.5,1.78,0.0,0.0,,0.0,14.7
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1775799.75,1.78,0.0,0.0,,0.0,14.65
2023-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1890954.0,1.78,0.0,0.0,,0.0,15.6
2023-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1884893.25,1.89,0.0,0.0,,0.0,15.55
2023-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1842468.0,1.88,0.0,0.0,,0.0,15.2
2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1818225.0,1.84,0.0,0.0,,0.0,15.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1872771.75,1.82,0.0,0.0,,0.0,15.45
2023-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1824285.75,1.87,0.0,0.0,,0.0,15.05
2023-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1842468.0,1.82,0.0,0.0,,0.0,15.2
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1836407.25,1.84,0.0,0.0,,0.0,15.15
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1836407.25,1.84,0.0,0.0,,0.0,15.15
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1824285.75,1.84,0.0,0.0,,0.0,15.05
2023-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1818225.0,1.82,0.0,0.0,,0.0,15.0
2023-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1836407.25,1.82,0.0,0.0,,0.0,15.15
2023-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1824285.75,1.84,0.0,0.0,,0.0,15.05
2023-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1818225.0,1.82,0.0,0.0,,0.0,15.0
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1836407.25,1.82,0.0,0.0,,0.0,15.15
2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1836407.25,1.84,0.0,0.0,,0.0,15.15
2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1818225.0,1.84,0.0,0.0,,0.0,15.0
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1818225.0,1.82,0.0,0.0,,0.0,15.0
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1812164.25,1.82,0.0,0.0,,0.0,14.95
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1793982.0,1.81,0.0,0.0,,0.0,14.8
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1727313.75,1.79,0.0,0.0,,0.0,14.25
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1721253.0,1.73,0.0,0.0,,0.0,14.2
2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1733374.5,1.72,0.0,0.0,,0.0,14.3
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1678827.75,1.73,0.0,0.0,,0.0,13.85
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.68,0.0,0.0,,0.0,14.0
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1690949.25,1.7,0.0,0.0,,0.0,13.95
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.69,0.0,0.0,,0.0,14.0
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1690949.25,1.7,0.0,0.0,,0.0,13.95
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1636402.5,1.69,0.0,0.0,,0.0,13.5
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1642463.25,1.64,0.0,0.0,,0.0,13.55
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1684888.5,1.64,0.0,0.0,,0.0,13.9
2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1648524.0,1.68,0.0,0.0,,0.0,13.6
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1642463.25,1.65,0.0,0.0,,0.0,13.55
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1648524.0,1.64,0.0,0.0,,0.0,13.6
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1660645.5,1.65,0.0,0.0,,0.0,13.7
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1660645.5,1.66,0.0,0.0,,0.0,13.7
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1666706.25,1.66,0.0,0.0,,0.0,13.75
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1684888.5,1.67,0.0,0.0,,0.0,13.9
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1678827.75,1.68,0.0,0.0,,0.0,13.85
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1630341.75,1.68,0.0,0.0,,0.0,13.45
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1636402.5,1.63,0.0,0.0,,0.0,13.5
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1618220.25,1.64,0.0,0.0,,0.0,13.35
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1618220.25,1.62,0.0,0.0,,0.0,13.35
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1618220.25,1.62,0.0,0.0,,0.0,13.35
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1618220.25,1.62,0.0,0.0,,0.0,13.35
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1618220.25,1.62,0.0,0.0,,0.0,13.35
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1630341.75,1.62,0.0,0.0,,0.0,13.45
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1624281.0,1.63,0.0,0.0,,0.0,13.4
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1636402.5,1.62,0.0,0.0,,0.0,13.5
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1642463.25,1.64,0.0,0.0,,0.0,13.55
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1642463.25,1.64,0.0,0.0,,0.0,13.55
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1642463.25,1.64,0.0,0.0,,0.0,13.55
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1660645.5,1.64,0.0,0.0,,0.0,13.7
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1678827.75,1.66,0.0,0.0,,0.0,13.85
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1672767.0,1.68,0.0,0.0,,0.0,13.8
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1672767.0,1.67,0.0,0.0,,0.0,13.8
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1630341.75,1.67,0.0,0.0,,0.0,13.45
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1636402.5,1.63,0.0,0.0,,0.0,13.5
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1630341.75,1.64,0.0,0.0,,0.0,13.45
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1630341.75,1.63,0.0,0.0,,0.0,13.45
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1630341.75,1.63,0.0,0.0,,0.0,13.45
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1618220.25,1.63,0.0,0.0,,0.0,13.35
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1630341.75,1.62,0.0,0.0,,0.0,13.45
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1624281.0,1.63,0.0,0.0,,0.0,13.4
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1624281.0,1.62,0.0,0.0,,0.0,13.4
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1600038.0,1.62,0.0,0.0,,0.0,13.2
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1569734.25,1.6,0.0,0.0,,0.0,12.95
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1575795.0,1.57,0.0,0.0,,0.0,13.0
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1575795.0,1.58,0.0,0.0,,0.0,13.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1636402.5,1.58,0.0,0.0,,0.0,13.5
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1648524.0,1.64,0.0,0.0,,0.0,13.6
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1648524.0,1.65,0.0,0.0,,0.0,13.6
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1684888.5,1.65,0.0,0.0,,0.0,13.9
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1690949.25,1.68,0.0,0.0,,0.0,13.95
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.69,0.0,0.0,,0.0,14.0
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.7,0.0,0.0,,0.0,14.0
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1690949.25,1.7,0.0,0.0,,0.0,13.95
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1709131.5,1.69,0.0,0.0,,0.0,14.1
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1678827.75,1.71,0.0,0.0,,0.0,13.85
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1672767.0,1.68,0.0,0.0,,0.0,13.8
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1678827.75,1.67,0.0,0.0,,0.0,13.85
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1684888.5,1.68,0.0,0.0,,0.0,13.9
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1684888.5,1.68,0.0,0.0,,0.0,13.9
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1709131.5,1.68,0.0,0.0,,0.0,14.1
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.71,0.0,0.0,,0.0,14.0
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.7,0.0,0.0,,0.0,
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.7,0.0,0.0,,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1690949.25,1.7,0.0,0.0,,0.0,13.95
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.69,0.0,0.0,,0.0,14.0
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.7,0.0,0.0,,0.0,14.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.7,0.0,0.0,,0.0,
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.7,0.0,0.0,,0.0,14.0
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1703070.75,1.7,0.0,0.0,,0.0,14.05
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1703070.75,1.7,0.0,0.0,,0.0,14.05
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1709131.5,1.7,0.0,0.0,,0.0,14.1
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1715192.25,1.71,0.0,0.0,,0.0,14.15
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1715192.25,1.72,0.0,0.0,,0.0,14.15
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1721253.0,1.72,0.0,0.0,,0.0,14.2
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1721253.0,1.72,0.0,0.0,,0.0,14.2
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1721253.0,1.72,0.0,0.0,,0.0,14.2
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1727313.75,1.72,0.0,0.0,,0.0,14.25
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1727313.75,1.73,0.0,0.0,,0.0,14.25
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1721253.0,1.73,0.0,0.0,,0.0,14.2
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1715192.25,1.72,0.0,0.0,,0.0,14.15
