,ALVIN FP Equity_DX_SI_QTY,ALVIN FP Equity_DX_SHORT_INTEREST_VALUE,ALVIN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVIN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVIN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVIN FP Equity_DX_SI_MV,ALVIN FP Equity_DX_DSS,ALVIN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVIN FP Equity_DX_SUPPLY_SI_QTY,ALVIN FP Equity_DX_BROKER_SI_QTY,ALVIN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVIN FP Equity_DX_BROKER_SI_QTY_ADD,ALVIN FP Equity_DX_SUPPLY_SI_MV_DEC,ALVIN FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVIN FP Equity_DX_BROKER_SI_MV_ADD,ALVIN FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVIN FP Equity_DX_BROKER_SI_QTY_DEC,ALVIN FP Equity_DX_SUPPLY_SI_MV,ALVIN FP Equity_DX_BROKER_SI_MV_DEC,ALVIN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVIN FP Equity_DX_UTILIZATION_QUANTITY,ALVIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVIN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVIN FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVIN FP Equity_DX_BROKER_SI_CON_RATIO,ALVIN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVIN FP Equity_DX_DEMAND_SUPPLY_RATIO,ALVIN FP Equity_PX_LAST
2024-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12
2024-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2024-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2024-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01
2024-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02
2024-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2024-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2024-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96
2024-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96
2024-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
2024-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2024-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98
2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2024-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2024-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2024-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2024-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73
2024-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2024-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54
2024-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58
2024-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2024-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2024-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2024-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72
2024-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82
2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2024-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84
2024-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2024-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2024-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82
2024-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92
2024-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2024-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2024-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2024-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2024-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2024-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2024-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2024-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13
2024-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2024-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2024-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2024-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2024-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2024-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2024-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2024-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2024-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02
2024-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82
2024-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2024-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2024-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2024-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2024-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2024-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73
2024-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2024-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2024-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2024-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2024-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2024-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2024-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2024-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2024-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84
2024-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2024-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68
2024-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2024-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2024-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2024-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93
2024-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
2024-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2024-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2025-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2025-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2025-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12
2025-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2025-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2025-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2025-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12
2025-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2025-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11
2025-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11
2025-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12
2025-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11
2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11
2025-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11
2025-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29
2025-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29
2025-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29
2025-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29
2025-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27
2025-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2025-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2025-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2025-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03
2025-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2025-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2025-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2025-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2025-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2025-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07
2025-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2025-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2025-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2025-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2025-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02
2025-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2025-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2025-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2025-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2025-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2025-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2025-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2025-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2025-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2025-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47
2025-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2025-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2025-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2025-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2025-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2025-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2025-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2025-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2025-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2025-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2025-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2025-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2025-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2025-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2025-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2025-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2025-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2025-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53
2025-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2025-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2025-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2025-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2025-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2025-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2025-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15.0,49.8,0.0,0.0,0.0,,0.0,3.32
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15.0,51.9,0.0,0.0,0.0,,0.0,3.46
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15.0,51.9,0.0,0.0,0.0,,0.0,3.46
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15.0,51.6,0.0,0.0,0.0,,0.0,3.44
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15.0,51.6,0.0,0.0,0.0,,0.0,
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15.0,51.6,0.0,0.0,0.0,,0.0,
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15.0,51.3,0.0,0.0,0.0,,0.0,3.42
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15.0,51.3,0.0,0.0,0.0,,0.0,3.42
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15.0,50.7,0.0,0.0,0.0,,0.0,3.38
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15.0,50.7,0.0,0.0,0.0,,0.0,3.38
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15.0,50.7,0.0,0.0,0.0,,0.0,3.38
2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15.0,50.7,0.0,0.0,0.0,,0.0,3.38
2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15.0,50.7,0.0,0.0,0.0,,0.0,3.38
2025-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,47.32,0.0,0.0,0.0,,0.0,
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,13.0,44.2,0.0,0.0,0.0,,0.0,3.4
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,47.6,0.0,0.0,0.0,,0.0,3.4
2025-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,47.32,0.0,0.0,0.0,,0.0,3.38
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,47.32,0.0,0.0,0.0,,0.0,3.38
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.16,0.0,0.0,0.0,,0.0,3.44
2025-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.16,0.0,0.0,0.0,,0.0,3.44
2025-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.16,0.0,0.0,0.0,,0.0,3.44
2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.16,0.0,0.0,0.0,,0.0,3.44
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.44,0.0,0.0,0.0,,0.0,3.46
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.16,0.0,0.0,0.0,,0.0,3.44
2025-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.16,0.0,0.0,0.0,,0.0,3.44
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,47.88,0.0,0.0,0.0,,0.0,3.42
2025-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.16,0.0,0.0,0.0,,0.0,3.44
2025-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.16,0.0,0.0,0.0,,0.0,3.44
2025-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,47.88,0.0,0.0,0.0,,0.0,3.42
2025-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,47.88,0.0,0.0,0.0,,0.0,3.42
2025-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,47.88,0.0,0.0,0.0,,0.0,3.42
2025-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.72,0.0,0.0,0.0,,0.0,3.48
2025-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,49.0,0.0,0.0,0.0,,0.0,3.5
2025-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,49.0,0.0,0.0,0.0,,0.0,3.5
2025-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,49.0,0.0,0.0,0.0,,0.0,3.5
2025-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,49.0,0.0,0.0,0.0,,0.0,3.5
2025-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,49.0,0.0,0.0,0.0,,0.0,3.5
2025-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.72,0.0,0.0,0.0,,0.0,3.48
2025-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.72,0.0,0.0,0.0,,0.0,3.48
2025-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.16,0.0,0.0,0.0,,0.0,3.44
2025-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.16,0.0,0.0,0.0,,0.0,3.44
2025-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.16,0.0,0.0,0.0,,0.0,3.44
2025-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.16,0.0,0.0,0.0,,0.0,3.44
2025-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.44,0.0,0.0,0.0,,0.0,3.46
2025-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.44,0.0,0.0,0.0,,0.0,3.46
2025-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.44,0.0,0.0,0.0,,0.0,3.46
2025-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.16,0.0,0.0,0.0,,0.0,3.44
2025-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,49.0,0.0,0.0,0.0,,0.0,3.5
2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.44,0.0,0.0,0.0,,0.0,3.46
2025-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.44,0.0,0.0,0.0,,0.0,3.46
2025-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.44,0.0,0.0,0.0,,0.0,3.46
2025-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.44,0.0,0.0,0.0,,0.0,3.46
2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.72,0.0,0.0,0.0,,0.0,3.48
2025-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.72,0.0,0.0,0.0,,0.0,3.48
2025-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.72,0.0,0.0,0.0,,0.0,3.48
2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14.0,48.44,0.0,0.0,0.0,,0.0,3.46
2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,814.0,2816.44,0.0,0.0,0.0,,0.0,3.46
2025-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,814.0,2816.44,0.0,0.0,0.0,,0.0,3.46
2025-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,814.0,2816.44,0.0,0.0,0.0,,0.0,3.46
2025-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,814.0,2816.44,0.0,0.0,0.0,,0.0,3.46
2025-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,814.0,2800.16,0.0,0.0,0.0,,0.0,3.44
2025-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60949.0,0.06,0.0,0.0,,0.0,3.5
2025-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60252.44,0.06,0.0,0.0,,0.0,3.46
2025-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60949.0,0.06,0.0,0.0,,0.0,3.5
2025-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60949.0,0.06,0.0,0.0,,0.0,3.5
2025-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60949.0,0.06,0.0,0.0,,0.0,3.5
2025-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60600.72,0.06,0.0,0.0,,0.0,3.48
2025-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60600.72,0.06,0.0,0.0,,0.0,3.48
2025-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60600.72,0.06,0.0,0.0,,0.0,3.48
2025-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60600.72,0.06,0.0,0.0,,0.0,3.48
2025-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60600.72,0.06,0.0,0.0,,0.0,3.48
2025-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60949.0,0.06,0.0,0.0,,0.0,3.5
2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,61645.56,0.06,0.0,0.0,,0.0,3.54
2025-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60600.72,0.06,0.0,0.0,,0.0,3.48
2025-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,61297.28,0.06,0.0,0.0,,0.0,3.52
