,PAEEM FP Equity_DX_SI_QTY,PAEEM FP Equity_DX_SHORT_INTEREST_VALUE,PAEEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PAEEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PAEEM FP Equity_DX_SI_MV,PAEEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PAEEM FP Equity_DX_SUPPLY_SI_QTY,PAEEM FP Equity_DX_BROKER_SI_QTY,PAEEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PAEEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,PAEEM FP Equity_DX_BROKER_SI_MV_INC_x,PAEEM FP Equity_DX_BROKER_SI_QTY_ADD,PAEEM FP Equity_DX_SUPPLY_SI_MV_DEC,PAEEM FP Equity_DX_BROKER_SI_QTY_INC,PAEEM FP Equity_DX_SUPPLY_SI_QTY_DEC,PAEEM FP Equity_DX_BROKER_SI_MV_INC_y,PAEEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,PAEEM FP Equity_DX_BROKER_SI_MV_ADD,PAEEM FP Equity_DX_SUPPLY_SI_QTY_ADD,PAEEM FP Equity_DX_BROKER_SI_QTY_DEC,PAEEM FP Equity_DX_SUPPLY_SI_MV,PAEEM FP Equity_DX_BROKER_SI_MV_DEC,PAEEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PAEEM FP Equity_DX_UTILIZATION_QUANTITY,PAEEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PAEEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PAEEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PAEEM FP Equity_DX_ACTIVE_UTILIZATION_MV,PAEEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PAEEM FP Equity_DX_BROKER_SI_CON_RATIO,PAEEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PAEEM FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-08-31,200.0,4108.8,0.01,0.0,0.0,2054.4,100.0,100.0,2054.4,,,,,,,,,,,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-09-01,200.0,4170.2,0.0,0.0,0.0,2085.1,100.0,100.0,2085.1,,,,,,,,,,,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-09-04,200.0,4192.0,0.0,0.0,0.0,2096.0,100.0,100.0,2096.0,,,,,,,,,,,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,100.0,,,,,100.0,0.0,0.0,0.0,0.0,404.0,8432.69,0.01,0.0,,0.0,,0.0
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,404.0,8408.45,0.01,0.0,,0.0,,0.0
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6250.85,0.01,0.0,,0.0,,0.0
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6248.72,0.01,0.0,,0.0,,0.0
2023-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6304.35,0.01,0.0,,0.0,,0.0
2023-09-12,200.0,4153.2,0.0,0.0,0.0,2076.6,100.0,100.0,2076.6,,,100.0,,,,,,0.0,100.0,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-09-13,200.0,4152.4,0.0,0.0,0.0,2076.2,100.0,100.0,2076.2,,,,,,,,,,,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-09-14,200.0,4203.8,0.0,0.0,0.0,2101.9,100.0,100.0,2101.9,,,,,,,,,,,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-09-15,200.0,4175.0,0.0,0.0,0.0,2087.5,100.0,100.0,2087.5,,,,,,,,,,,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-09-18,200.0,4163.4,0.0,0.0,0.0,2081.7,100.0,100.0,2081.7,,,,,,,,,,,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-09-19,200.0,4136.4,0.0,0.0,0.0,2068.2,100.0,100.0,2068.2,,,,,,,,,,,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,100.0,,,,,100.0,0.0,0.0,0.0,0.0,304.0,6296.75,0.01,0.0,,0.0,,0.0
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6195.82,0.01,0.0,,0.0,,0.0
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6256.02,0.01,0.0,,0.0,,0.0
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6265.14,0.01,0.0,,0.0,,0.0
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6190.66,0.01,0.0,,0.0,,0.0
2023-09-27,200.0,4102.2,0.0,0.0,0.0,2051.1,100.0,100.0,2051.1,,,100.0,,,,,,0.0,100.0,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-09-28,200.0,4069.6,0.0,0.0,0.0,2034.8,100.0,100.0,2034.8,,,,,,,,,,,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-09-29,200.0,4092.0,0.0,0.0,0.0,2046.0,100.0,100.0,2046.0,,,,,,,,,,,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-10-02,200.0,4023.4,0.0,0.0,0.0,2011.7,100.0,100.0,2011.7,,,,,,,,,,,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-10-03,200.0,4059.8,0.0,0.0,0.0,2029.9,100.0,100.0,2029.9,,,,,,,,,,,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-10-04,200.0,4029.4,0.0,0.0,0.0,2014.7,100.0,100.0,2014.7,,,,,,,,,,,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,100.0,,,,,100.0,0.0,0.0,0.0,0.0,304.0,6064.8,0.01,0.0,,0.0,,0.0
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6152.96,0.01,0.0,,0.0,,0.0
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6099.76,0.01,0.0,,0.0,,0.0
2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6227.14,0.01,0.0,,0.0,,0.0
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6244.77,0.01,0.0,,0.0,,0.0
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6247.81,0.01,0.0,,0.0,,0.0
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6223.49,0.01,0.0,,0.0,,0.0
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6244.16,0.01,0.0,,0.0,,0.0
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6229.57,0.01,0.0,,0.0,,0.0
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6159.04,0.01,0.0,,0.0,,0.0
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6102.19,0.01,0.0,,0.0,,0.0
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6009.17,0.01,0.0,,0.0,,0.0
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,5928.0,0.01,0.0,,0.0,,0.0
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6044.43,0.01,0.0,,0.0,,0.0
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,5995.49,0.01,0.0,,0.0,,0.0
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,5993.36,0.01,0.0,,0.0,,0.0
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,5963.87,0.01,0.0,,0.0,,0.0
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,5968.13,0.01,0.0,,0.0,,0.0
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,5937.12,0.01,0.0,,0.0,,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6001.57,0.01,0.0,,0.0,,0.0
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6082.13,0.01,0.0,,0.0,,0.0
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6178.8,0.01,0.0,,0.0,,0.0
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6209.5,0.01,0.0,,0.0,,0.0
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6186.4,0.01,0.0,,0.0,,0.0
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6192.48,0.01,0.0,,0.0,,0.0
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6177.28,0.01,0.0,,0.0,,0.0
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6161.47,0.01,0.0,,0.0,,0.0
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6138.37,0.01,0.0,,0.0,,0.0
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6213.15,0.01,0.0,,0.0,,0.0
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6304.05,0.01,0.0,,0.0,,0.0
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6204.64,0.01,0.0,,0.0,,0.0
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6196.13,0.01,0.0,,0.0,,0.0
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6241.12,0.01,0.0,,0.0,,0.0
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6190.96,0.01,0.0,,0.0,,0.0
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6216.19,0.01,0.0,,0.0,,0.0
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6260.27,0.01,0.0,,0.0,,0.0
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6197.95,0.01,0.0,,0.0,,0.0
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6150.22,0.01,0.0,,0.0,,0.0
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6163.6,0.01,0.0,,0.0,,0.0
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6131.07,0.01,0.0,,0.0,,0.0
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6169.38,0.01,0.0,,0.0,,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6180.02,0.01,0.0,,0.0,,0.0
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6155.39,0.01,0.0,,0.0,,0.0
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6156.0,0.01,0.0,,0.0,,0.0
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6197.34,0.01,0.0,,0.0,,0.0
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6175.76,0.01,0.0,,0.0,,0.0
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6198.86,0.01,0.0,,0.0,,0.0
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6175.76,0.01,0.0,,0.0,,0.0
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6128.64,0.01,0.0,,0.0,,0.0
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6111.92,0.01,0.0,,0.0,,0.0
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6175.15,0.01,0.0,,0.0,,0.0
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6254.19,0.01,0.0,,0.0,,0.0
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6189.74,0.01,0.0,,0.0,,0.0
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6244.16,0.01,0.0,,0.0,,0.0
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6199.47,0.01,0.0,,0.0,,0.0
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6227.14,0.01,0.0,,0.0,,0.0
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6166.34,0.01,0.0,,0.0,,0.0
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6166.34,0.01,0.0,,0.0,,0.0
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6166.34,0.01,0.0,,0.0,,0.0
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6179.71,0.01,0.0,,0.0,,0.0
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6278.51,0.01,0.0,,0.0,,0.0
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6295.23,0.01,0.0,,0.0,,0.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6295.23,0.01,0.0,,0.0,,0.0
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6244.46,0.01,0.0,,0.0,,0.0
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6272.13,0.01,0.0,,0.0,,0.0
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6247.5,0.01,0.0,,0.0,,0.0
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6226.22,0.01,0.0,,0.0,,0.0
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6198.56,0.01,0.0,,0.0,,0.0
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6144.14,0.01,0.0,,0.0,,0.0
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6100.37,0.01,0.0,,0.0,,0.0
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6103.1,0.01,0.0,,0.0,,0.0
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6201.6,0.01,0.0,,0.0,,0.0
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6148.7,0.01,0.0,,0.0,,0.0
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6080.0,0.01,0.0,,0.0,,0.0
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,5984.54,0.01,0.0,,0.0,,0.0
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6034.4,0.01,0.0,,0.0,,0.0
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6012.82,0.01,0.0,,0.0,,0.0
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,5982.72,0.01,0.0,,0.0,,0.0
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6077.87,0.01,0.0,,0.0,,0.0
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6151.14,0.01,0.0,,0.0,,0.0
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6177.28,0.01,0.0,,0.0,,0.0
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6162.38,0.01,0.0,,0.0,,0.0
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6163.9,0.01,0.0,,0.0,,0.0
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6096.72,0.01,0.0,,0.0,,0.0
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6140.19,0.01,0.0,,0.0,,0.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6124.99,0.01,0.0,,0.0,,0.0
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6137.46,0.01,0.0,,0.0,,0.0
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6195.52,0.01,0.0,,0.0,,0.0
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6317.42,0.01,0.0,,0.0,,0.0
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6309.82,0.01,0.0,,0.0,,0.0
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6258.75,0.01,0.0,,0.0,,0.0
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6262.4,0.01,0.0,,0.0,,0.0
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6352.38,0.01,0.0,,0.0,,0.0
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6270.61,0.01,0.0,,0.0,,0.0
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6323.2,0.01,0.0,,0.0,,0.0
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6325.33,0.01,0.0,,0.0,,0.0
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6386.43,0.01,0.0,,0.0,,0.0
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6366.06,0.01,0.0,,0.0,,0.0
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6330.19,0.01,0.0,,0.0,,0.0
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6355.42,0.01,0.0,,0.0,,0.0
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6407.41,0.01,0.0,,0.0,,0.0
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6425.04,0.01,0.0,,0.0,,0.0
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6368.19,0.01,0.0,,0.0,,0.0
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6390.69,0.01,0.0,,0.0,,0.0
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6320.16,0.01,0.0,,0.0,,0.0
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6328.37,0.01,0.0,,0.0,,0.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6394.64,0.01,0.0,,0.0,,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6317.42,0.01,0.0,,0.0,,0.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6274.56,0.01,0.0,,0.0,,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6361.2,0.01,0.0,,0.0,,0.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6356.34,0.01,0.0,,0.0,,0.0
