,GOAI FP Equity_DX_SI_QTY,GOAI FP Equity_DX_SHORT_INTEREST_VALUE,GOAI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GOAI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GOAI FP Equity_DX_SI_MV,GOAI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GOAI FP Equity_DX_SUPPLY_SI_QTY,GOAI FP Equity_DX_BROKER_SI_QTY,GOAI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GOAI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GOAI FP Equity_DX_SUPPLY_SI_QTY_INC_x,GOAI FP Equity_DX_BROKER_SI_MV_INC_x,GOAI FP Equity_DX_SUPPLY_SI_MV_NEW,GOAI FP Equity_DX_BROKER_SI_QTY_ADD,GOAI FP Equity_DX_SUPPLY_SI_MV_DEC,GOAI FP Equity_DX_BROKER_SI_QTY_INC,GOAI FP Equity_DX_SUPPLY_SI_QTY_DEC,GOAI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GOAI FP Equity_DX_BROKER_SI_MV_INC_y,GOAI FP Equity_DX_SUPPLY_SI_QTY_INC_y,GOAI FP Equity_DX_BROKER_SI_MV_ADD,GOAI FP Equity_DX_SUPPLY_SI_QTY_ADD,GOAI FP Equity_DX_BROKER_SI_QTY_DEC,GOAI FP Equity_DX_SUPPLY_SI_MV,GOAI FP Equity_DX_BROKER_SI_MV_DEC,GOAI FP Equity_DX_SUPPLY_SI_MV_RMV,GOAI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GOAI FP Equity_DX_UTILIZATION_QUANTITY,GOAI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GOAI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GOAI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GOAI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GOAI FP Equity_DX_ACTIVE_UTILIZATION_MV,GOAI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GOAI FP Equity_DX_BROKER_SI_CON_RATIO,GOAI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GOAI FP Equity_DX_DEMAND_SUPPLY_RATIO,GOAI FP Equity_PX_LAST
2020-02-27,145400.0,7941021.0,24.27,4.15,8.3,3970510.5,72700.0,72700.0,3970510.5,,,,,,,,,,,,,,,4.15,,,43.36,11.41,94950.0,5185694.25,,5.42,43.36,50.0,0.5,50.0,0.2281,54.615
2020-02-28,72700.0,3856008.0,11.98,2.08,3.98,3856008.0,72700.0,72700.0,3856008.0,72700.0,,,3.87,,,,,72700.0,,,,,,3.87,,4.14,45.16,11.37,88300.0,4683432.0,72700.0,4.69,45.16,50.0,1.0,100.0,0.1137,53.04
2020-03-02,72700.0,3860006.5,11.91,1.99,3.84,3860006.5,72700.0,72700.0,3860006.5,,,,,,,,,,,,,,,3.84,,,45.16,11.38,88300.0,4688288.5,,4.67,45.16,,1.0,100.0,0.1138,53.095
2020-03-03,72700.0,3882979.7,12.0,1.99,3.87,3882979.7,65200.0,72700.0,3482397.2,,,,,,0.36,,7500.0,,,,,,,3.49,,,40.5,10.2,95800.0,5116773.8,,5.12,40.5,,1.0,100.0,0.1138,53.411
2020-03-04,94000.0,5038118.0,15.3,2.49,5.03,4266321.2,79600.0,79600.0,4266321.2,,14400.0,0.38,,,,6900.0,,,0.38,14400.0,,,,4.27,,,49.44,12.46,81400.0,4362795.8,,4.37,49.44,15.36,0.7399,84.64,0.1471,53.597
2020-03-05,94000.0,5004560.0,14.88,2.49,4.95,5004560.0,79600.0,94000.0,4237904.0,,,,,14400.0,,,,,,,0.68,,,4.25,,,49.44,12.46,81400.0,4333736.0,,4.34,49.44,13.69,0.7636,86.31,0.1471,53.24
2020-03-06,94000.0,4764202.0,14.38,2.49,4.9,4764202.0,79600.0,94000.0,4034366.8,,,,,,,,,,,,,,,4.03,,,49.44,12.47,81400.0,4125596.2,,4.12,49.44,13.65,0.7643,86.35,0.1473,50.683
2020-03-09,94000.0,4432946.0,13.52,2.49,4.63,3631243.0,79600.0,77000.0,3753856.4,,,,,,,,,,,,,,17000.0,3.75,1.0,,49.44,12.47,81400.0,3838742.6,,3.84,49.44,14.3,0.7549,85.7,0.1473,47.159
2020-03-10,70000.0,3291890.0,9.85,1.86,3.28,3291890.0,55600.0,70000.0,2614701.2,,,,,,1.19,,24000.0,,,,,,7000.0,2.61,0.6,,34.53,8.71,105400.0,4956645.8,,4.94,34.53,20.3,0.6764,79.7,0.1097,47.027
2020-03-11,56800.0,2673576.0,7.11,1.51,2.67,1995768.0,23200.0,42400.0,1092024.0,,,,,,1.52,,32400.0,,,,,,27600.0,1.09,1.3,,14.41,3.64,137800.0,6486246.0,,6.48,14.41,25.37,0.6213,74.63,0.089,47.07
2020-03-12,28000.0,1191736.0,3.41,0.72,1.32,1191736.0,8800.0,28000.0,374545.6,,,,,,0.73,,14400.0,,,,,,14400.0,0.37,0.69,,5.47,1.38,152200.0,6477936.4,,6.48,5.47,33.7,1.0,100.0,0.0439,42.562
2020-03-13,28000.0,1211672.0,3.35,0.72,1.19,1211672.0,8800.0,28000.0,380811.2,,,,,,,,,,,,,,,0.38,,,5.47,1.38,152200.0,6586302.8,,6.6,5.47,,1.0,100.0,0.0439,43.274
2020-03-16,28000.0,1164800.0,3.28,0.72,1.21,1164800.0,8800.0,28000.0,366080.0,,,,,,,,,,,,,,,0.37,,,5.47,1.38,152200.0,6331520.0,,6.34,5.47,,1.0,100.0,0.0439,41.6
2020-03-17,28000.0,1170848.0,3.32,0.72,1.17,1170848.0,8800.0,28000.0,367980.8,,,,,,,,,,,,,,,0.37,,,5.47,1.38,152200.0,6364395.2,,6.37,5.47,,1.0,100.0,0.0439,41.816
2020-03-18,28000.0,1127616.0,3.25,0.72,1.18,1127616.0,8800.0,28000.0,354393.6,,,,,,,,,,,,,,,0.36,,,5.47,1.38,152200.0,6129398.4,,6.17,5.47,,1.0,100.0,0.0439,40.272
2020-03-19,28000.0,1153796.0,3.27,0.72,1.13,1153796.0,8800.0,28000.0,362621.6,,,,,,,,,,,,,,,0.36,,,5.47,1.38,152200.0,6271705.4,,6.28,5.47,,1.0,100.0,0.0439,41.207
2020-03-20,8800.0,373436.8,1.04,0.23,0.36,373436.8,8800.0,8800.0,373436.8,,,,,,,,,,,,,,19200.0,0.36,0.77,,5.47,1.38,152200.0,6458759.2,,6.28,5.47,,1.0,100.0,0.0138,42.436
2020-03-23,8800.0,353170.4,1.03,0.23,0.37,353170.4,8800.0,8800.0,353170.4,,,,,,,,,,,,,,,0.35,,,5.47,1.38,152200.0,6108242.6,,6.1,5.47,,1.0,100.0,0.0138,40.133
2020-03-24,8800.0,387015.2,1.03,0.23,0.35,387015.2,8800.0,8800.0,387015.2,,,,,,,,,,,,,,,0.39,,,5.47,1.38,152200.0,6693603.8,,6.71,5.47,,1.0,100.0,0.0138,43.979
2020-03-25,8800.0,398956.8,1.01,0.23,0.39,398956.8,8800.0,8800.0,398956.8,,,,,,,,,,,,,,,0.4,,,100.0,1.5,0.0,0.0,,0.0,100.0,,1.0,100.0,0.015,45.336
2020-03-26,8800.0,405935.2,0.97,0.23,0.4,405935.2,8800.0,8800.0,405935.2,,,,,,,,,,,,,,,0.41,,,100.0,1.5,0.0,0.0,,0.0,100.0,,1.0,100.0,0.015,46.129
2020-03-27,8800.0,395956.0,1.02,0.23,0.41,395956.0,8800.0,8800.0,395956.0,,,,,,,,,,,,,,,0.4,,,100.0,1.5,0.0,0.0,,0.0,100.0,,1.0,100.0,0.015,44.995
2020-03-30,8800.0,398376.0,1.0,0.23,0.4,398376.0,8800.0,8800.0,398376.0,,,,,,,,,,,,,,,0.4,,,100.0,1.5,0.0,0.0,,0.0,100.0,,1.0,100.0,0.015,45.27
2020-03-31,8800.0,408117.6,0.94,0.23,0.4,408117.6,8800.0,8800.0,408117.6,,,,,,,,,,,,,,,0.4,,,100.0,1.5,0.0,0.0,,0.0,100.0,,1.0,100.0,0.015,46.377
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.4,,8800.0,,,,,,8800.0,0.0,0.4,,0.0,0.0,588261.0,26089963.61,,27.27,0.0,,0.0,,0.0,44.351
2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,588261.0,26119376.66,,26.02,0.0,,0.0,,0.0,44.401
2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,588261.0,25922309.23,,26.02,0.0,,0.0,,0.0,44.066
2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,588261.0,27058829.48,,25.79,0.0,,0.0,,0.0,45.998
2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,588261.0,28134170.59,,26.95,0.0,,0.0,,0.0,47.826
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,588261.0,28061226.22,,28.0,0.0,,0.0,,0.0,47.702
2020-04-09,20000.0,972780.0,2.17,0.51,0.95,0.0,20000.0,0.0,972780.0,,,,,,,,,,,,,20000.0,,0.95,,,4.3,3.4,445275.0,21657730.73,,21.23,4.3,,1.0,100.0,0.034,48.639
2020-04-10,20000.0,972780.0,2.21,0.51,0.95,0.0,20000.0,0.0,972780.0,,,,,,,,,,,,,,,0.95,,,4.3,3.4,445275.0,21657730.73,,21.2,4.3,,1.0,100.0,0.034,
2020-04-13,20000.0,972780.0,2.21,0.51,0.97,972780.0,20000.0,20000.0,972780.0,,,,,20000.0,,,,,,,0.97,,,0.97,,,4.3,3.4,445275.0,21657730.73,,21.59,4.3,,1.0,100.0,0.034,
2020-04-14,20000.0,979600.0,2.21,0.51,0.97,979600.0,20000.0,20000.0,979600.0,,,,,,,,,,,,,,,0.97,,,4.3,3.13,445275.0,21809569.5,,21.7,4.3,,1.0,100.0,0.0313,48.98
2020-04-15,20000.0,964580.0,2.27,0.51,0.98,964580.0,20000.0,20000.0,964580.0,,,,,,,,,,,,,,,0.98,,,4.3,3.13,445275.0,21475167.98,,21.79,4.3,,1.0,100.0,0.0313,48.229
2020-04-16,20000.0,976360.0,2.26,0.51,0.97,976360.0,20000.0,20000.0,976360.0,,,,,,,,,,,,,,,0.97,,,4.3,3.13,445275.0,21737434.95,,21.48,4.3,,1.0,100.0,0.0313,48.818
2020-04-17,20000.0,986800.0,2.27,0.51,0.98,986800.0,20000.0,20000.0,986800.0,,,,,,,,,,,,,,,0.98,,,4.3,3.13,445275.0,21969868.5,,21.76,4.3,,1.0,100.0,0.0313,49.34
2020-04-20,20000.0,995500.0,2.29,0.51,0.99,995500.0,20000.0,20000.0,995500.0,,,,,,,,,,,,,,,0.99,,,4.3,3.13,445275.0,22163563.13,,21.95,4.3,,1.0,100.0,0.0313,49.775
2020-04-21,20000.0,966780.0,2.35,0.51,1.0,966780.0,20000.0,20000.0,966780.0,,,,,,,,,,,,,,,1.0,,,4.3,3.13,445275.0,21524148.23,,22.2,4.3,,1.0,100.0,0.0313,48.339
2020-04-22,20000.0,979400.0,2.53,0.5,0.97,979400.0,20000.0,20000.0,979400.0,,,,,,,,,,,,,,,0.97,,,4.3,3.13,445275.0,21805116.75,,21.54,4.3,,1.0,100.0,0.0313,48.97
2020-04-23,20000.0,997860.0,2.58,0.5,0.98,997860.0,20000.0,20000.0,997860.0,,,,,,,,,,,,,,,0.98,,,4.3,3.13,445275.0,22216105.58,,21.73,4.3,,1.0,100.0,0.0313,49.893
2020-04-24,20000.0,984000.0,1.84,0.5,1.0,984000.0,20000.0,20000.0,984000.0,,,,,,,,,,,,,,,1.0,,,4.3,3.13,445275.0,21907530.0,,22.29,4.3,,1.0,100.0,0.0313,49.2
2020-04-27,40000.0,2035800.0,3.75,0.99,1.97,1017900.0,20000.0,20000.0,1017900.0,,,,,,,,,,,,,,,0.98,,,4.3,3.13,445275.0,22662271.13,,21.92,4.3,,1.0,100.0,0.0627,50.895
2020-04-28,20000.0,1026800.0,1.91,0.5,1.02,1026800.0,0.0,20000.0,0.0,,,,,,0.98,,20000.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0323,51.34
2020-04-29,20000.0,1054640.0,1.93,0.53,1.03,1054640.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0323,52.732
2020-04-30,20000.0,1035220.0,1.93,0.53,1.06,1035220.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0323,51.761
2020-05-01,20000.0,1035220.0,1.87,0.53,1.04,1035220.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0323,
2020-05-04,20000.0,993100.0,1.87,0.53,1.04,993100.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0323,49.655
2020-05-05,20000.0,1024380.0,1.85,0.53,0.99,1024380.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0323,51.219
2020-05-06,20000.0,1024440.0,1.86,0.53,1.02,1024440.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0324,51.222
2020-05-07,20000.0,1041240.0,1.83,0.53,1.03,1041240.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0324,52.062
2020-05-08,20000.0,1052000.0,1.85,0.53,1.04,1052000.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0324,52.6
2020-05-11,20000.0,1062200.0,1.9,0.53,1.05,1062200.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0324,53.11
2020-05-12,20000.0,1063400.0,1.97,0.53,1.06,1063400.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0322,53.17
2020-05-13,20000.0,1030980.0,1.97,0.53,1.06,1030980.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0322,51.549
2020-05-14,20000.0,1009780.0,2.0,0.53,1.03,1009780.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0322,50.489
2020-05-15,20000.0,1017400.0,2.07,0.53,1.01,1017400.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,50.87
2020-05-18,20000.0,1061380.0,2.06,0.53,1.02,1061380.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,53.069
2020-05-19,20000.0,1064200.0,2.05,0.55,1.06,1064200.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,53.21
2020-05-20,40000.0,2126000.0,4.06,1.09,2.13,1063000.0,20000.0,20000.0,1063000.0,,,,,,,,,,,,,20000.0,,1.06,,,100.0,4.42,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0883,53.15
2020-05-21,40000.0,2107640.0,2.79,1.09,2.13,1053820.0,20000.0,20000.0,1053820.0,,,,,,,,,,,,,,,1.06,,,100.0,4.42,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0883,52.691
2020-05-22,20000.0,1055600.0,1.42,0.53,1.06,1055600.0,0.0,20000.0,0.0,,,,,,1.07,,20000.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,52.78
2020-05-25,20000.0,1080400.0,1.45,0.53,1.07,1080400.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,54.02
2020-05-26,20000.0,1083300.0,1.47,0.56,1.08,1083300.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,54.165
2020-05-27,20000.0,1082580.0,1.48,0.56,1.09,1082580.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,54.129
2020-05-28,20000.0,1093940.0,0.94,0.56,1.08,1093940.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,54.697
2020-05-29,20000.0,1074000.0,0.69,0.56,1.09,1074000.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,53.7
2020-06-01,20000.0,1092180.0,0.69,0.56,1.07,1092180.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,54.609
2020-06-02,20000.0,1098300.0,0.7,0.56,1.09,1098300.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,54.915
2020-06-03,20000.0,1120380.0,0.7,0.56,1.09,1120380.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,56.019
2020-06-04,20000.0,1103700.0,0.71,0.56,1.12,1103700.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,55.185
2020-06-05,20000.0,1132100.0,0.71,0.56,1.1,1132100.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,56.605
2020-06-08,20000.0,1136420.0,0.83,0.56,1.13,1136420.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,56.821
2020-06-09,20000.0,1138700.0,0.82,0.56,1.14,1138700.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,56.935
2020-06-10,20000.0,1118040.0,0.82,0.56,1.14,1118040.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,55.902
2020-06-11,20000.0,1071160.0,0.81,0.58,1.11,1071160.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,53.558
2020-06-12,20000.0,1069700.0,0.81,0.58,1.07,1069700.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,53.485
2020-06-15,20000.0,1064500.0,0.7,0.58,1.07,1064500.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0442,53.225
2020-06-16,20000.0,1097660.0,0.7,0.58,1.06,1097660.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0441,54.883
2020-06-17,20000.0,1108160.0,0.7,0.58,1.1,1108160.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0441,55.408
2020-06-18,20000.0,1105280.0,0.71,0.58,1.11,1105280.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0441,55.264
2020-06-19,20000.0,1115080.0,0.71,0.58,1.1,1115080.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0441,55.754
2020-06-22,20000.0,1102000.0,0.71,0.58,1.11,1102000.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0441,55.1
2020-06-23,20000.0,1111900.0,0.71,0.58,1.1,1111900.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0441,55.595
2020-06-24,20000.0,1085260.0,0.71,0.58,1.11,1085260.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0441,54.263
2020-06-25,20000.0,1083640.0,0.71,0.58,1.08,1083640.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0441,54.182
2020-06-26,20000.0,1087880.0,0.72,0.58,1.08,1087880.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0441,54.394
2020-06-29,20000.0,1088920.0,0.73,0.58,1.09,1088920.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0441,54.446
2020-06-30,27700.0,1524608.0,1.01,0.81,1.51,1524608.0,0.0,27700.0,0.0,,,,,7700.0,,,,,,,0.42,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.8,0.5986,72.2,0.0611,55.04
2020-07-01,17357.0,954114.29,0.64,0.51,0.95,954114.29,1557.0,17357.0,85588.29,,,0.45,,,,8100.0,,,0.45,,,1557.0,18443.0,0.09,1.0,,100.0,0.34,0.0,0.0,,0.0,100.0,8.97,0.8367,91.03,0.0383,54.97
2020-07-02,17357.0,969735.59,0.77,0.51,0.96,969735.59,1557.0,17357.0,86989.59,,,,,,,,,,,,,,,0.09,,,100.0,0.33,0.0,0.0,,0.0,100.0,8.98,0.8365,91.02,0.0367,55.87
2020-07-03,17357.0,965309.56,0.77,0.51,0.97,965309.56,1557.0,17357.0,86592.56,,,,,,,,,,,,,,,0.09,,,100.0,0.33,0.0,0.0,,0.0,100.0,8.86,0.8385,91.14,0.0367,55.615
2020-07-06,31357.0,1780450.46,1.38,0.88,1.74,1780450.46,1557.0,31357.0,88406.46,,,0.78,,,,14000.0,,,0.78,,,,,0.09,,,100.0,0.33,0.0,0.0,,0.0,100.0,49.61,0.5,50.39,0.0663,56.78
2020-07-07,31357.0,1770102.65,1.38,0.88,1.78,1770102.65,15557.0,31357.0,878192.65,,14000.0,,,,,,,,,14000.0,,,,0.88,,,3.34,3.29,449718.0,25386581.1,,25.5,3.34,49.61,0.5,50.39,0.0663,56.45
2020-07-08,23657.0,1318641.18,0.88,0.67,1.33,1318641.18,15557.0,23657.0,867147.18,,,,,,,,,,,,,,7700.0,0.88,0.44,,3.34,3.29,449718.0,25067281.32,,25.37,3.34,34.24,0.5497,65.76,0.05,55.74
2020-07-09,23657.0,1312372.08,1.26,0.67,1.32,1312372.08,15557.0,23657.0,863024.58,,,,,,,,,,,,,,,0.87,,,3.4,3.35,441743.0,24505692.93,,24.61,3.4,34.24,0.5497,65.76,0.0509,55.475
2020-07-10,22100.0,1236914.9,2.06,0.62,1.23,1236914.9,14000.0,22100.0,783566.0,,,,,,0.09,,1557.0,,,,,,1557.0,0.78,0.09,,3.06,3.01,443300.0,24811057.7,,24.6,3.06,36.65,0.5356,63.35,0.0475,55.969
2020-07-13,22100.0,1247854.4,2.06,0.62,1.23,1247854.4,14000.0,22100.0,790496.0,,,,,,,,,,,,,,,0.78,,,3.06,2.97,443300.0,25030491.2,,24.76,3.06,36.65,0.5356,63.35,0.047,56.464
2020-07-14,32100.0,1780009.2,2.86,0.91,1.81,1780009.2,14000.0,32100.0,776328.0,,,0.57,,,,10000.0,,,0.57,,,,,0.79,,,3.06,2.97,443300.0,24581871.6,,25.01,3.06,43.61,0.5082,56.39,0.0682,55.452
2020-07-15,36420.0,2052084.9,3.24,1.03,2.02,2052084.9,18320.0,36420.0,1032240.4,,,0.13,,1720.0,,2600.0,,,0.13,,0.1,4320.0,,1.02,,,3.97,3.85,443300.0,24977738.5,,24.59,3.97,38.44,0.473,56.84,0.0765,56.345
2020-07-16,36420.0,2047896.6,3.2,1.03,2.05,2047896.6,18320.0,36420.0,1030133.6,,,,,,,,,,,,,,,1.03,,,3.97,3.85,443300.0,24926759.0,,24.92,3.97,38.44,0.473,56.84,0.0765,56.23
2020-07-17,33320.0,1877248.8,2.98,0.94,1.87,1877248.8,23320.0,33320.0,1313848.8,,5000.0,0.28,,,,5000.0,,,0.28,5000.0,,,8100.0,1.31,0.45,,5.05,4.9,438300.0,24693822.0,,24.63,5.05,37.82,0.4708,57.02,0.07,56.34
2020-07-20,36920.0,2112894.68,3.26,1.04,2.08,2112894.68,26920.0,36920.0,1540604.68,,3600.0,0.21,,,,3600.0,,,0.21,3600.0,,,,1.52,,,5.79,5.61,438300.0,25083470.7,,24.71,5.79,38.98,0.4261,51.48,0.077,57.229
2020-07-21,44020.0,2518252.14,3.97,1.24,2.52,2518252.14,26920.0,44020.0,1540012.44,,,0.42,,,,7100.0,,,0.42,,,,,1.54,,,5.79,5.61,438300.0,25073828.1,,25.11,5.78,43.2,0.4311,48.8,0.0918,57.207
2020-07-22,44020.0,2492852.6,3.98,1.24,2.52,2492852.6,26920.0,44020.0,1524479.6,,,,,,,,,,,,,,,1.54,,,5.79,5.61,438300.0,24820929.0,,25.06,5.78,43.17,0.4312,48.83,0.0918,56.63
2020-07-23,44020.0,2507511.26,4.0,1.24,2.49,2507511.26,26920.0,44020.0,1533443.96,,,,,,,,,,,,,,,1.52,,,5.79,5.61,438300.0,24966882.9,,24.77,5.79,43.16,0.4313,48.85,0.0918,56.963
2020-07-24,44020.0,2456536.1,4.05,1.24,2.51,2456536.1,26920.0,44020.0,1502270.6,,,,,,,,,,,,,,,1.53,,,5.79,5.61,438300.0,24459331.5,,25.03,5.77,43.17,0.4312,48.83,0.0918,55.805
2020-07-27,34020.0,1890321.3,4.85,0.96,1.9,1890321.3,26920.0,34020.0,1495809.8,,,,,,,,,,,,,,10000.0,1.5,0.57,,5.79,5.61,438300.0,24354139.5,,24.48,5.78,33.8,0.4369,55.85,0.071,55.565
2020-07-28,34020.0,1896274.8,4.94,0.96,1.89,1896274.8,26920.0,34020.0,1500520.8,,,,,,,,,,,,,,,1.49,,,5.79,5.61,438300.0,24430842.0,,24.32,5.79,33.79,0.4369,55.86,0.071,55.74
