,ARTO FP Equity_DX_SI_QTY,ARTO FP Equity_DX_SHORT_INTEREST_VALUE,ARTO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ARTO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ARTO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ARTO FP Equity_DX_SI_MV,ARTO FP Equity_DX_DSS,ARTO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ARTO FP Equity_DX_SUPPLY_SI_QTY,ARTO FP Equity_DX_BROKER_SI_QTY,ARTO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ARTO FP Equity_DX_BROKER_SI_QTY_ADD,ARTO FP Equity_DX_BROKER_SI_MV_ADD,ARTO FP Equity_DX_BROKER_SI_QTY_DEC,ARTO FP Equity_DX_SUPPLY_SI_MV,ARTO FP Equity_DX_BROKER_SI_MV_DEC,ARTO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ARTO FP Equity_DX_UTILIZATION_QUANTITY,ARTO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ARTO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ARTO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ARTO FP Equity_DX_ACTIVE_UTILIZATION_MV,ARTO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ARTO FP Equity_DX_BROKER_SI_CON_RATIO,ARTO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ARTO FP Equity_DX_DEMAND_SUPPLY_RATIO,ARTO FP Equity_PX_LAST
1995-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,167.694
1995-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,160.071
1995-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,157.175
1995-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,157.175
1995-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,157.785
1995-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,157.785
1995-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,157.175
1995-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,157.175
1995-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,157.022
1995-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,152.449
1995-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,157.022
1995-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,152.449
1995-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,152.297
1995-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,152.297
1995-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,150.925
1995-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,150.162
1995-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,150.162
1995-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,149.4
1995-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,149.4
1995-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,150.925
1995-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,152.449
1995-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,150.925
1995-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,152.449
1995-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,150.162
1995-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,150.162
1995-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,149.4
1995-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,152.449
1995-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,149.4
1995-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,137.204
1995-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,140.253
1995-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,141.93
1995-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,149.4
1995-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,148.638
1995-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,150.925
1995-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,149.4
1995-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,145.741
1995-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,152.144
1995-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,145.894
1995-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,152.297
1995-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,145.741
1995-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,145.589
1995-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,144.827
1995-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,144.827
1995-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,139.186
1995-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,144.064
1995-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,144.064
1995-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,141.93
1995-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,135.832
1995-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,135.985
1995-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,135.985
1995-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,135.832
1995-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,141.015
1995-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,140.253
1995-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,137.509
1995-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,140.253
1996-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,141.473
1996-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,142.082
1996-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,148.638
1996-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,145.589
1996-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,148.638
1996-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,144.827
1996-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,143.302
1996-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,144.827
1996-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,148.79
1996-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,148.79
1996-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,149.552
1996-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,148.638
1996-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,143.607
1996-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,151.077
1996-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,166.169
1996-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,166.169
1996-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,160.376
1996-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,160.834
1996-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,160.071
1996-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,160.071
1996-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,160.834
1996-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,166.169
1996-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,166.169
1996-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,174.554
1996-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,174.554
1996-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,181.414
1996-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,179.89
1996-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,189.799
1996-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,179.89
1996-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,179.89
1996-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,182.939
1996-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,176.384
1996-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,176.231
1996-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,176.231
1996-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,176.079
1996-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,176.079
1996-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,176.536
1996-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,187.512
1996-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,188.579
1996-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,187.512
1996-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,187.665
1996-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,188.275
1996-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,190.409
1996-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,198.184
1996-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,205.044
1996-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,205.196
1996-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,205.044
1996-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,198.184
1996-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,197.879
1996-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,196.659
1996-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,195.897
1996-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,190.409
1996-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,189.342
1996-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,189.951
1996-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,189.037
1996-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,188.275
1996-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,191.324
1996-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,193.61
1996-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,197.879
1996-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,193.915
1996-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,194.372
1996-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,194.372
1996-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,198.184
1996-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,198.184
1996-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,199.098
1996-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,198.336
1996-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,199.708
1996-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,200.47
1996-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,199.708
1996-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,199.708
1996-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,199.708
1996-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,198.184
1996-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,197.421
1996-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,198.184
1996-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,196.659
1996-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,195.135
1996-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,196.659
1996-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,198.184
1996-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,195.897
1996-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,198.184
1996-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,200.47
1996-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,208.855
1996-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,213.429
1996-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,210.38
1996-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,221.813
1996-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,227.301
1996-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,243.918
1996-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,243.156
1996-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,243.004
1996-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,242.394
1996-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,228.674
1996-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,225.625
1996-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,226.997
1996-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,226.997
1996-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,226.997
1996-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,233.247
1996-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,226.997
1996-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,225.472
1996-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,220.899
1996-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,221.661
1996-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,219.527
1996-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,223.338
1996-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,230.198
1996-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,243.918
1996-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,266.633
1996-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,264.499
1996-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,264.651
1996-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,268.463
1996-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,267.091
1996-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,266.786
1996-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,266.786
1996-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,262.212
1996-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,251.693
1996-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,251.541
1996-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,252.303
1996-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,252.303
1996-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,248.492
1996-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,252.303
1996-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,262.212
1996-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,266.786
1996-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,265.261
1996-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,266.786
1996-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,266.786
1996-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,265.261
1996-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,268.31
1996-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,266.786
1996-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,260.688
1996-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,259.163
1996-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,259.163
1996-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,253.065
1996-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,251.541
1996-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,242.241
1996-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,236.144
1996-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,242.394
1996-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,242.394
1996-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,237.82
1996-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,239.345
1996-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,239.345
1996-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,237.82
1996-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,237.82
1996-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,240.869
1996-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,240.869
1996-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,236.296
1996-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,236.296
1996-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,234.924
1996-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,237.82
1996-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,235.991
1996-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,237.82
1996-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,235.381
1996-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,234.771
1996-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,234.771
1996-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,228.674
1996-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,234.771
1996-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,233.247
1996-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,234.771
1996-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,240.869
1996-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,240.869
1996-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,237.82
1996-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,237.973
1996-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,237.973
1996-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,240.717
1996-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,240.869
1996-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,236.296
1996-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,240.869
1996-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,251.846
1996-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,253.065
1996-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,271.359
1996-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,284.165
1996-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,285.08
1996-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,297.276
1996-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,292.702
1996-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,297.276
1996-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,301.849
1996-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,308.709
1996-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,312.52
1996-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,309.472
1996-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,307.947
1996-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,305.05
1996-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,305.05
1996-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,308.709
1996-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,312.52
1996-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,317.094
1996-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,320.143
1996-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,318.618
1996-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,323.192
1996-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,324.716
1996-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,318.618
1996-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,320.143
1996-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,315.569
1996-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,312.368
1996-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,282.031
1996-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,274.408
1996-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,247.73
1996-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,237.82
1996-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,243.918
1996-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,251.541
1996-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,272.884
1996-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,272.884
1996-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,271.359
1996-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,271.359
1996-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,266.786
1996-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,259.163
1996-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,266.786
1996-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,259.316
1996-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,254.59
1996-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,262.975
1996-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,265.261
1996-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,266.024
1996-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,263.889
1996-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,265.261
1996-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,272.121
1996-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,283.555
1996-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,312.52
1996-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,327.765
1996-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,327.765
1996-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,327.003
1996-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,327.156
1996-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,308.709
1996-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,307.337
1996-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,312.673
1996-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,312.825
1996-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,312.52
1996-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,312.52
1996-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,312.52
1996-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,312.673
1996-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,312.216
1996-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,312.52
1996-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,320.143
1996-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,324.716
1996-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,327.613
1996-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,340.114
1996-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,357.036
1996-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,383.409
1996-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,382.952
1996-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,403.075
1996-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,419.54
1996-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,425.638
1997-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,427.467
1997-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,428.382
1997-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,438.443
1997-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,442.102
1997-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,442.102
1997-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,449.877
1997-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,449.877
1997-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,431.431
1997-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,449.725
1997-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,450.487
1997-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,464.97
1997-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,530.218
1997-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,504.606
1997-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,495.459
1997-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,507.655
1997-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,492.41
1997-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,509.942
1997-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,495.459
1997-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,495.154
1997-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,478.69
1997-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,464.97
1997-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,457.347
1997-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,449.725
1997-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,455.823
1997-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,487.989
1997-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,486.16
1997-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,486.16
1997-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,487.837
1997-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1997-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1997-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1997-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,480.367
1997-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,501.557
1997-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,495.459
1997-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,495.459
1997-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,509.18
1997-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,525.949
1997-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,518.327
1997-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,518.327
1997-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,510.704
1997-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,510.704
1997-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1997-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,495.459
1997-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1997-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,510.704
1997-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,510.704
1997-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1997-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,510.704
1997-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,518.327
1997-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,512.991
1997-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,510.704
1997-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,485.55
1997-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,487.837
1997-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,503.234
1997-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,515.278
1997-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,568.025
1997-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,545.767
1997-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,533.419
1997-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,518.327
1997-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,533.572
1997-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,533.419
