,ALNSE FP Equity_DX_SI_QTY,ALNSE FP Equity_DX_SHORT_INTEREST_VALUE,ALNSE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNSE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNSE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNSE FP Equity_DX_SI_MV,ALNSE FP Equity_DX_DSS,ALNSE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNSE FP Equity_DX_SUPPLY_SI_QTY,ALNSE FP Equity_DX_BROKER_SI_QTY,ALNSE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNSE FP Equity_DX_BROKER_SI_MV_NEW_x,ALNSE FP Equity_DX_BROKER_SI_QTY_ADD,ALNSE FP Equity_DX_BROKER_SI_QTY_NEW,ALNSE FP Equity_DX_SUPPLY_SI_MV_DEC,ALNSE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNSE FP Equity_DX_BROKER_SI_MV_NEW_y,ALNSE FP Equity_DX_BROKER_SI_MV_ADD,ALNSE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNSE FP Equity_DX_BROKER_SI_QTY_DEC,ALNSE FP Equity_DX_SUPPLY_SI_MV,ALNSE FP Equity_DX_BROKER_SI_MV_DEC,ALNSE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNSE FP Equity_DX_UTILIZATION_QUANTITY,ALNSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNSE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNSE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNSE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNSE FP Equity_DX_BROKER_SI_CON_RATIO,ALNSE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNSE FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNSE FP Equity_PX_LAST
2012-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.27
2012-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06
2012-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06
2012-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06
2012-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06
2012-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05
2012-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.04
2012-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.04
2012-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.04
2012-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.04
2012-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.04
2012-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.04
2012-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.04
2012-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2012-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2012-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.95
2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.95
2012-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.95
2012-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2012-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2012-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2012-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2012-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2012-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2012-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2012-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2012-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2012-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.41
2012-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38
2012-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38
2012-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38
2012-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38
2012-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38
2012-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2012-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2012-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2012-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2012-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2012-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2012-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2012-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05
2012-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05
2012-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15
2012-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2012-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.41
2012-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.44
2012-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.51
2012-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.56
2012-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61
2012-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68
2012-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68
2012-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2012-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2012-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2012-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2012-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2012-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2012-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2012-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2012-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2012-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2012-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2012-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2012-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2012-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2012-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.77
2012-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.77
2012-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.77
2012-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.77
2012-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.81
2012-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.81
2012-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.81
2012-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.81
2012-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.81
2012-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2012-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2012-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2012-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2012-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2012-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2012-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2012-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2012-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2012-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2012-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.57
2012-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2012-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2012-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2012-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2012-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2012-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2012-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2012-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2012-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2012-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2012-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2012-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2012-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2012-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2012-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2012-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2012-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2012-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2012-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2012-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2012-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2012-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2012-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2012-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2012-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2012-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2012-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2012-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2012-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2012-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2012-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55
2012-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55
2012-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55
2012-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55
2012-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55
2012-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55
2012-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55
2012-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.45
2012-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2012-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2012-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.72
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.72
2013-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92
2013-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2013-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2013-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2013-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2013-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2013-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2013-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2013-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.15
2013-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.15
2013-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05
2013-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2013-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2013-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2013-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2013-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2013-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2013-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2013-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2013-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2013-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2013-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.45
2013-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.46
2013-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.46
2013-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.46
2013-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.46
2013-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2013-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2013-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
2013-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85
