,MTC FP Equity_DX_SI_QTY,MTC FP Equity_DX_SHORT_INTEREST_VALUE,MTC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTC FP Equity_DX_SI_MV,MTC FP Equity_DX_DSS,MTC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTC FP Equity_DX_SUPPLY_SI_QTY,MTC FP Equity_DX_BROKER_SI_QTY,MTC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTC FP Equity_DX_BROKER_SI_MV_NEW_x,MTC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MTC FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTC FP Equity_DX_BROKER_SI_MV_INC_x,MTC FP Equity_DX_SUPPLY_SI_MV_NEW,MTC FP Equity_DX_BROKER_SI_QTY_ADD,MTC FP Equity_DX_BROKER_SI_QTY_NEW,MTC FP Equity_DX_SUPPLY_SI_MV_DEC,MTC FP Equity_DX_BROKER_SI_QTY_INC,MTC FP Equity_DX_SUPPLY_SI_QTY_DEC,MTC FP Equity_DX_BROKER_SI_MV_NEW_y,MTC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MTC FP Equity_DX_BROKER_SI_MV_INC_y,MTC FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTC FP Equity_DX_BROKER_SI_MV_ADD,MTC FP Equity_DX_SUPPLY_SI_QTY_ADD,MTC FP Equity_DX_BROKER_SI_QTY_DEC,MTC FP Equity_DX_SUPPLY_SI_MV,MTC FP Equity_DX_BROKER_SI_MV_DEC,MTC FP Equity_DX_SUPPLY_SI_MV_RMV,MTC FP Equity_DX_BROKER_SI_MV_RMV,MTC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTC FP Equity_DX_UTILIZATION_QUANTITY,MTC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MTC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTC FP Equity_DX_ACTIVE_UTILIZATION_MV,MTC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTC FP Equity_DX_BROKER_SI_CON_RATIO,MTC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTC FP Equity_DX_DEMAND_SUPPLY_RATIO,MTC FP Equity_PX_LAST
2010-07-22,231.0,28343.7,0.05,0.0,0.03,0.0,28343.7,0.0,231.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0231,122.7
2010-07-23,231.0,28309.05,0.05,0.0,0.03,0.0,28309.05,0.0,231.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0231,122.55
2010-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,231.0,0.0,0.03,,,0.0,0.0,9994.0,1223965.18,,1.22,0.0,,0.0,,0.0,122.47
2010-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1225364.34,,1.22,0.0,,0.0,,0.0,122.61
2010-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1228362.54,,1.23,0.0,,0.0,,0.0,122.91
2010-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1230261.4,,1.23,0.0,,0.0,,0.0,123.1
2010-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1231360.74,,1.23,0.0,,0.0,,0.0,123.21
2010-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1230261.4,,1.23,0.0,,0.0,,0.0,123.1
2010-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1235458.28,,1.23,0.0,,0.0,,0.0,123.62
2010-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1236557.62,,1.24,0.0,,0.0,,0.0,123.73
2010-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1238656.36,,1.24,0.0,,0.0,,0.0,123.94
2010-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1242354.14,,1.24,0.0,,0.0,,0.0,124.31
2010-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1242554.02,,1.24,0.0,,0.0,,0.0,124.33
2010-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1240055.52,,1.24,0.0,,0.0,,0.0,124.08
2010-08-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1244852.64,,1.24,0.0,,0.0,,0.0,124.56
2010-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1243953.18,,1.24,0.0,,0.0,,0.0,124.47
2010-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1242054.32,,1.24,0.0,,0.0,,0.0,124.28
2010-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1244452.88,,1.24,0.0,,0.0,,0.0,124.52
2010-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1244552.82,,1.24,0.0,,0.0,,0.0,124.53
2010-08-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1248650.36,,1.24,0.0,,0.0,,0.0,124.94
2010-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1249549.82,,1.25,0.0,,0.0,,0.0,125.03
2010-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1249949.58,,1.25,0.0,,0.0,,0.0,125.07
2010-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1249349.94,,1.25,0.0,,0.0,,0.0,125.01
2010-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1250948.98,,1.25,0.0,,0.0,,0.0,125.17
2010-08-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1251148.86,,1.25,0.0,,0.0,,0.0,125.19
2010-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1250849.04,,1.25,0.0,,0.0,,0.0,125.16
2010-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1247650.96,,1.25,0.0,,0.0,,0.0,124.84
2010-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1250149.46,,1.25,0.0,,0.0,,0.0,125.09
2010-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1250249.4,,1.25,0.0,,0.0,,0.0,125.1
2010-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1249250.0,,1.25,0.0,,0.0,,0.0,125.0
2010-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1247950.78,,1.24,0.0,,0.0,,0.0,124.87
2010-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1245951.98,,1.25,0.0,,0.0,,0.0,124.67
2010-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9994.0,1245052.52,,1.25,0.0,,0.0,,0.0,124.58
2010-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.82
2010-09-08,6000.0,747660.0,2.16,0.13,0.79,,747660.0,0.0,6000.0,0.0,,,,,,6000.0,,,,,,,,,0.79,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,124.61
2010-09-09,12000.0,1492560.0,4.3,0.25,1.54,,1492560.0,0.0,12000.0,0.0,,,,,,6000.0,,,,,,,,,0.75,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.71,0.5003,51.29,0.0,124.38
2010-09-10,12000.0,1488360.0,4.39,0.25,1.53,,1488360.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.74,0.5003,51.26,0.0,124.03
2010-09-13,12000.0,1487160.0,4.67,0.25,1.52,,1487160.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.22,0.5001,50.78,0.0,123.93
2010-09-14,12000.0,1488840.0,4.7,0.25,1.52,,1488840.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.18,0.5001,50.82,0.0,124.07
2010-09-15,12000.0,1486680.0,4.54,0.25,1.53,,1486680.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.96,0.5002,51.04,0.0,123.89
2010-09-16,12000.0,1481880.0,4.39,0.25,1.53,,1481880.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.03,0.5002,50.97,0.0,123.49
2010-09-17,12000.0,1483200.0,4.21,0.25,1.53,,1483200.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.93,0.5002,51.07,0.0,123.6
2010-09-20,12000.0,1478640.0,4.08,0.25,1.53,,1478640.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.05,0.5002,50.95,0.0,123.22
2010-09-21,12000.0,1482000.0,4.05,0.25,1.51,,1482000.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.4,0.5001,50.6,0.0,123.5
2010-09-22,12042.0,1495255.14,3.33,0.25,1.52,,1495255.14,0.0,12042.0,0.0,,,,,,42.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.36,0.4967,50.3,0.0,124.17
2010-09-23,12042.0,1499229.0,3.25,0.25,1.54,,1499229.0,0.0,12042.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.54,0.497,51.13,0.0,124.5
2010-09-24,12000.0,1487640.0,3.18,0.25,1.52,,1487640.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,42.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.12,0.5002,50.88,0.0,123.97
2010-09-27,12000.0,1492560.0,3.09,0.25,1.53,,1492560.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.89,0.5002,51.11,0.0,124.38
2010-09-28,12000.0,1491360.0,3.09,0.25,1.52,,1491360.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.05,0.5002,50.95,0.0,124.28
2010-09-29,12000.0,1489440.0,3.08,0.25,1.53,,1489440.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.92,0.5002,51.08,0.0,124.12
2010-09-30,12000.0,1490880.0,3.15,0.25,1.53,,1490880.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.96,0.5002,51.04,0.0,124.24
2010-10-01,12000.0,1492920.0,3.18,0.25,1.52,,1492920.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.13,0.5001,50.87,0.0,124.41
2010-10-04,12000.0,1496160.0,3.13,0.25,1.54,,1496160.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.73,0.5003,51.27,0.0,124.68
2010-10-05,6000.0,747660.0,1.61,0.13,0.75,,747660.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,6000.0,0.0,0.79,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,124.61
2010-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.05
2010-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.78
2010-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.08
2010-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.26
2010-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.47
2010-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.23
2010-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.43
2010-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.03
2010-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.13
2010-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.82
2010-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.57
2010-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.14
2010-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.16
2010-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.48
2010-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.22
2010-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.63
2010-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.6
2010-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.62
2010-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.57
2010-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.39
2010-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.65
2010-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.38
2010-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.49
2010-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.33
2010-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.27
2010-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.84
2010-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.73
2010-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.61
2010-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.56
2010-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.99
2010-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.15
2010-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.57
2010-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.67
2010-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.94
2010-11-23,5211.0,635950.44,1.49,0.12,0.63,,635950.44,0.0,5211.0,0.0,,,,,,5211.0,,,,,,,,,0.63,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,122.04
2010-11-24,5211.0,632250.63,1.51,0.12,0.64,,632250.63,0.0,5211.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,121.33
2010-11-25,5211.0,630999.99,1.37,0.12,0.64,,630999.99,0.0,5211.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,121.09
2010-11-26,5211.0,630999.99,1.39,0.12,0.63,,630999.99,0.0,5211.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,121.09
2010-11-29,5211.0,627352.29,1.44,0.12,0.63,,627352.29,0.0,5211.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,120.39
2010-11-30,5211.0,628498.71,1.17,0.12,0.63,,628498.71,0.0,5211.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,120.61
2010-12-01,5211.0,629071.92,1.15,0.12,0.63,,629071.92,0.0,5211.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,120.72
2010-12-02,81.0,9796.95,0.01,0.0,0.01,,9796.95,0.0,81.0,0.0,,,,,,,,,,,,,,,,,5130.0,0.0,0.62,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,120.95
2010-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.04
2010-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.09
2010-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.67
2010-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.13
2010-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.31
2010-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.06
2010-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.05
2010-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8
2010-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.88
2010-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.63
2010-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.82
2010-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.15
2010-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.87
2010-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1
2010-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.95
2010-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0
2010-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.03
2010-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.84
2010-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.17
2011-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.46
2011-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.42
2011-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.17
2011-01-06,400.0,47928.0,0.05,0.01,0.05,,47928.0,0.0,400.0,0.0,,,,,,400.0,,,,,,,,,0.05,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,119.82
2011-01-07,400.0,48024.0,0.05,0.01,0.05,,48024.0,0.0,400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,120.06
2011-01-10,100.0,12000.0,0.01,0.0,0.01,,12000.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,300.0,0.0,0.04,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,120.0
2011-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.15
2011-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.11
2011-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.15
2011-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.29
2011-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.05
2011-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.58
2011-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.98
2011-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.61
2011-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.74
2011-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.94
2011-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.74
2011-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.41
2011-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.07
2011-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.04
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.38
2011-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.59
2011-02-02,226.0,27101.92,0.04,0.01,0.03,,27101.92,0.0,226.0,0.0,,,,,,226.0,,,,,,,,,0.03,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,119.92
2011-02-03,226.0,27099.66,0.05,0.01,0.03,,27099.66,0.0,226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,119.91
2011-02-04,226.0,27049.94,0.04,0.01,0.03,,27049.94,0.0,226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,119.69
2011-02-07,226.0,27020.56,0.04,0.01,0.03,,27020.56,0.0,226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,119.56
2011-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.45
2011-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.2
2011-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.07
2011-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.22
2011-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.12
2011-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.1
2011-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.47
2011-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.77
2011-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.39
2011-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.64
2011-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.4
2011-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.65
2011-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.56
2011-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.48
2011-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.34
2011-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.31
2011-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.48
2011-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.34
2011-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.62
2011-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.53
