,SBT FP Equity_DX_SI_QTY,SBT FP Equity_DX_SHORT_INTEREST_VALUE,SBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SBT FP Equity_DX_SI_MV,SBT FP Equity_DX_DSS,SBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SBT FP Equity_DX_SUPPLY_SI_QTY,SBT FP Equity_DX_BROKER_SI_QTY,SBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SBT FP Equity_DX_BROKER_SI_MV_NEW_x,SBT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SBT FP Equity_DX_SUPPLY_SI_QTY_INC_x,SBT FP Equity_DX_BROKER_SI_MV_INC_x,SBT FP Equity_DX_SUPPLY_SI_MV_NEW,SBT FP Equity_DX_BROKER_SI_QTY_ADD,SBT FP Equity_DX_BROKER_SI_QTY_NEW,SBT FP Equity_DX_SUPPLY_SI_MV_DEC,SBT FP Equity_DX_BROKER_SI_QTY_INC,SBT FP Equity_DX_SUPPLY_SI_QTY_DEC,SBT FP Equity_DX_BROKER_SI_MV_NEW_y,SBT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SBT FP Equity_DX_BROKER_SI_MV_INC_y,SBT FP Equity_DX_SUPPLY_SI_QTY_INC_y,SBT FP Equity_DX_BROKER_SI_MV_ADD,SBT FP Equity_DX_SUPPLY_SI_QTY_ADD,SBT FP Equity_DX_BROKER_SI_QTY_DEC,SBT FP Equity_DX_SUPPLY_SI_MV,SBT FP Equity_DX_BROKER_SI_MV_DEC,SBT FP Equity_DX_SUPPLY_SI_MV_RMV,SBT FP Equity_DX_BROKER_SI_MV_RMV,SBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SBT FP Equity_DX_UTILIZATION_QUANTITY,SBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SBT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SBT FP Equity_DX_ACTIVE_UTILIZATION_MV,SBT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SBT FP Equity_DX_BROKER_SI_CON_RATIO,SBT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SBT FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-12-01,241825.0,2568181.5,1.05,8.01,0.37,2.55,0.0,1091852.82,213364.0,102811.0,2265925.68,,,4354.0,,,,,0.39,,32778.0,,,,4354.0,,5442.0,14514.0,2.22,0.19,,,27.17,27.17,571937.0,6073970.94,,5.95,27.12,24.88,0.2278,34.49,0.3079
2020-12-02,133331.0,1386642.4,0.58,4.35,0.2,1.43,0.0,576284.8,98637.0,55412.0,1025824.8,,,,,,,,1.18,,114727.0,,,,,,,47399.0,1.04,0.51,,,28.9,19.51,242670.0,2523768.0,,2.58,28.77,17.44,0.2856,45.52,0.2638
2020-12-03,104945.0,1099823.6,0.62,3.48,0.16,1.12,0.0,556330.8,72549.0,53085.0,760313.52,,,,,,,,0.37,,34646.0,,,,,,8558.0,2327.0,0.75,0.02,,,15.58,15.58,392962.0,4118241.76,,4.09,15.55,22.1,0.4028,57.23,0.2254
2020-12-04,56512.0,612590.08,0.34,1.89,0.09,0.61,0.0,356831.12,44254.0,32918.0,479713.36,,,,,,,,0.29,,28295.0,,,,,,,20167.0,0.46,0.22,,,10.08,10.08,394590.0,4277355.6,,4.16,10.03,34.91,0.3177,40.78,0.1288
2020-12-07,56418.0,605929.32,0.34,1.8,0.09,0.62,0.0,357835.32,43760.0,33318.0,469982.4,,,,0.0,,,,0.0,400.0,494.0,,,0.0,,,,,0.47,,,,10.02,10.02,392984.0,4220648.16,,4.26,9.95,34.4,0.3151,41.07,0.1292
2020-12-08,56665.0,614248.6,0.34,1.78,0.09,0.62,0.0,361167.12,43347.0,33318.0,469881.48,,,,,,,,0.02,,1413.0,,,,,,1000.0,,0.46,,,,9.7,9.7,403360.0,4372422.4,,4.34,9.63,34.28,0.3168,42.16,0.1269
2020-12-09,54540.0,594486.0,0.32,1.68,0.08,0.6,0.0,363166.2,41222.0,33318.0,449319.8,,,3500.0,,,,,0.06,,5625.0,,,,3500.0,,,,0.44,,,,9.49,9.49,393376.0,4287798.4,,4.27,9.41,35.58,0.3478,43.65,0.1255
2020-12-10,70171.0,778898.1,0.42,2.16,0.11,0.77,0.0,475279.8,56853.0,42818.0,631068.3,,,10619.0,0.1,,,,0.04,9500.0,3869.0,,,0.1,10619.0,,8881.0,,0.62,,,,13.1,13.1,377254.0,4187519.4,,4.12,13.1,27.97,0.2718,39.85,0.1616
2020-12-11,67686.0,751314.6,0.4,2.03,0.1,0.76,0.0,503473.8,56828.0,45358.0,630790.8,,,,0.03,,,,0.0,2540.0,25.0,,,0.03,,,,,0.63,,,,13.09,13.09,377452.0,4189717.2,,4.19,13.08,28.88,0.2644,37.93,0.1559
2020-12-14,64996.0,724055.44,0.39,1.87,0.1,0.73,0.0,477571.8,54138.0,42870.0,603097.32,,,,,,,,0.03,,2690.0,,,,,,,2488.0,0.6,0.03,,,12.47,12.47,380142.0,4234781.88,,4.22,12.47,30.01,0.2572,35.69,0.1497
2020-12-15,57010.0,627110.0,0.34,1.62,0.09,0.64,0.0,361570.0,46152.0,32870.0,507672.0,,,,,,,,0.18,,16168.0,,,,,,8182.0,10000.0,0.51,0.12,,,10.87,10.87,378466.0,4163126.0,,4.21,10.85,22.67,0.2313,34.43,0.1343
2020-12-16,57010.0,635091.4,0.34,1.6,0.09,0.63,0.0,366171.8,46152.0,32870.0,514133.28,,,,,,,,,,,,,,,,,,0.51,,,,10.91,10.91,376919.0,4198877.66,,4.15,10.91,22.85,0.2313,34.41,0.1348
2020-12-17,30972.0,345028.08,0.18,0.85,0.05,0.35,0.0,255239.68,30072.0,22912.0,335002.08,,,,,,,,0.18,,16080.0,,,,,,,9958.0,0.33,0.11,,,7.16,7.16,389950.0,4344043.0,,4.34,7.16,33.13,0.3266,41.19,0.0737
2020-12-18,38586.0,424446.0,0.23,1.06,0.06,0.43,0.0,292633.0,37686.0,26603.0,414546.0,,,,,,3691.0,,0.01,,751.0,,,,,0.04,8365.0,,0.42,,,,8.97,8.97,382382.0,4206202.0,,4.25,8.96,26.72,0.2304,33.06,0.0919
2020-12-21,38364.0,415865.76,0.23,1.01,0.06,0.43,0.0,285861.64,37464.0,26371.0,406109.76,,,,,,,,0.01,,722.0,,,,,,500.0,232.0,0.41,0.0,,,8.9,8.9,383604.0,4158267.36,,4.21,8.88,26.7,0.2334,33.68,0.0911
2020-12-22,37272.0,407010.24,0.22,0.98,0.06,0.41,0.0,286966.68,36372.0,26279.0,397182.24,,,,,,,,0.01,,1092.0,,,,,,,92.0,0.4,0.0,,,8.69,8.69,382111.0,4172652.12,,4.15,8.7,27.24,0.2472,35.12,0.0891
2020-12-23,42301.0,461926.92,0.25,1.11,0.07,0.47,0.0,341566.68,41401.0,31279.0,452098.92,,,5500.0,,,5000.0,,0.0,,471.0,,,,5500.0,0.05,,,0.45,,,,9.8,9.8,381208.0,4162791.36,,4.16,9.79,24.13,0.2061,30.87,0.1001
2020-12-24,42270.0,458206.8,0.25,1.1,0.06,0.47,0.0,339064.36,41370.0,31279.0,448450.8,,,,,,,,0.0,,31.0,,,,,,,,0.45,,,,9.79,9.79,381254.0,4132793.36,,4.16,9.79,24.41,0.205,30.39,0.1
2020-12-25,42270.0,458206.8,0.25,1.11,0.06,0.46,0.0,339064.36,41370.0,31279.0,448450.8,,,,,,,,,,,,,,,,,,0.45,,,,9.79,9.79,381135.0,4131503.4,,4.14,9.81,24.25,0.205,30.53,0.1
2020-12-28,42034.0,462374.0,0.25,1.11,0.06,0.46,0.0,344069.0,41134.0,31279.0,452474.0,,,,,,,,0.0,,236.0,,,,,,,,0.45,,,,9.74,9.74,381371.0,4195081.0,,4.14,9.76,24.36,0.2058,30.69,0.0995
2020-12-29,42034.0,470780.8,0.25,1.12,0.06,0.47,0.0,350324.8,41134.0,31279.0,460700.8,,,,,,,,,,,,,,,,,,0.46,,,,9.74,9.74,381371.0,4271355.2,,4.21,9.77,24.4,0.2053,30.54,0.0995
2020-12-30,42034.0,462374.0,0.25,1.12,0.06,0.47,0.0,344069.0,41134.0,31279.0,452474.0,,,,,,,,,,,,,,,,,,0.46,,,,9.74,9.74,381255.0,4193805.0,,4.26,9.7,24.6,0.2053,30.41,0.0995
2020-12-31,41981.0,455913.66,0.25,1.12,0.06,0.47,0.0,339689.94,41081.0,31279.0,446139.66,,,,,,,,0.0,,53.0,,,,,,,,0.45,,,,9.85,9.85,376084.0,4084272.24,,4.14,9.85,24.39,0.2067,30.94,0.1006
2021-01-01,41981.0,455913.66,0.25,1.12,0.06,0.47,0.0,339689.94,41081.0,31279.0,446139.66,,,,,,,,,,,,,,,,,,0.45,,,,9.85,9.85,375968.0,4083012.48,,4.09,9.9,24.21,0.2069,31.14,0.1007
2021-01-04,42181.0,463991.0,0.25,1.12,0.06,0.47,0.0,344069.0,41281.0,31279.0,454091.0,,,200.0,,,,,,,,,,,200.0,,,,0.45,,,,9.9,9.9,375770.0,4133470.0,,4.08,9.92,24.11,0.2065,31.01,0.1011
2021-01-05,42053.0,462583.0,0.25,1.12,0.06,0.47,0.0,289069.0,41153.0,26279.0,452683.0,,,69.0,,,,,0.0,,197.0,,,,69.0,,,5000.0,0.45,0.06,,,9.9,9.9,374500.0,4119500.0,,4.12,9.9,24.36,0.2062,30.82,0.1012
2021-01-06,36074.0,397535.48,0.21,0.97,0.06,0.4,0.0,252490.24,35174.0,22912.0,387617.48,,,8162.0,,,,,0.16,,14141.0,,,,8162.0,,,3367.0,0.39,0.04,,,22.7,8.52,119784.0,1320019.68,,1.32,22.71,28.34,0.2764,35.78,0.0874
2021-01-07,36074.0,395371.04,0.21,1.0,0.06,0.4,0.0,251115.52,35174.0,22912.0,385507.04,,,,,,,,,,,,,,,,,,0.39,,,,22.7,8.56,119784.0,1312832.64,,1.32,22.68,28.34,0.2765,35.81,0.0878
2021-01-08,35106.0,386166.0,0.21,0.96,0.05,0.39,0.0,252032.0,33413.0,22912.0,367543.0,,,,,,,,0.01,,968.0,,,,,,,,0.37,,0.01,,21.67,8.24,120752.0,1328272.0,793.0,1.32,21.69,28.99,0.2807,37.02,0.0866
2021-01-11,35379.0,389169.0,0.21,0.98,0.05,0.4,0.0,252032.0,33686.0,22912.0,370546.0,,,,,,,,0.01,,1127.0,,,,,,1400.0,,0.37,,,,7.9,7.9,392811.0,4320921.0,,4.33,7.89,28.78,0.2796,36.74,0.083
2021-01-12,42059.0,461807.82,0.25,1.17,0.06,0.47,0.0,251573.76,40366.0,22912.0,443218.68,,,6680.0,,,,,,,,,,,6680.0,,,,0.44,,,,9.5,9.5,384525.0,4222084.5,,4.23,9.5,24.31,0.2237,30.91,0.099
2021-01-13,32392.0,358255.52,0.19,0.91,0.05,0.36,0.0,148336.72,30699.0,13412.0,339530.94,,,,,,,,0.11,,9667.0,,,,,,,9500.0,0.34,0.1,,,21.02,7.23,115366.0,1275947.96,,1.27,21.02,23.64,0.2743,40.11,0.0763
2021-01-14,34564.0,382969.12,0.21,1.91,0.05,0.39,0.0,170764.96,30871.0,15412.0,342050.68,,,,0.02,,,,0.05,2000.0,4495.0,,,0.02,,,4667.0,,0.34,,,,20.48,7.28,119861.0,1328059.88,,1.33,20.48,22.25,0.2488,37.48,0.0815
2021-01-15,36445.0,404539.5,0.22,2.06,0.06,0.41,0.0,171073.2,32752.0,15412.0,363547.2,,,7935.0,,,,,0.07,,6067.0,,,,7935.0,,13.0,,0.36,,,,22.64,7.77,111926.0,1242378.6,,1.24,22.64,21.99,0.2443,35.68,0.0865
2021-01-18,36445.0,411099.6,0.22,2.11,0.06,0.41,0.0,173847.36,32752.0,15412.0,369442.56,,,,,,,,,,,,,,,,,,0.36,,,,22.64,7.78,111926.0,1262525.28,,1.24,22.64,22.01,0.2442,35.64,0.0865
2021-01-19,35343.0,397255.32,0.21,2.02,0.05,0.4,0.0,160844.4,31650.0,14310.0,355746.0,,,,,,,,0.01,,1102.0,,,,,,,1102.0,0.36,0.01,,,22.04,7.52,111926.0,1258048.24,,1.26,22.04,22.83,0.2367,33.27,0.084
2021-01-20,33582.0,374775.12,0.2,2.11,0.05,0.38,0.0,159699.6,29889.0,14310.0,333561.24,,,,,,,,0.02,,1761.0,,,,,,,,0.34,,,,20.82,7.1,113687.0,1268746.92,,1.28,20.82,23.02,0.2394,34.95,0.0798
2021-01-21,53278.0,598844.72,0.32,3.45,0.08,0.6,0.0,160844.4,49585.0,14310.0,557335.4,,,3624.0,,,,,,,,,,,3624.0,,16072.0,,0.55,,,,31.06,11.71,110063.0,1237108.12,,1.23,31.03,22.25,0.2015,27.16,0.1259
2021-01-22,38736.0,427645.44,0.23,2.59,0.06,0.44,0.0,159417.6,35043.0,14440.0,386874.72,,,,,,130.0,,0.16,,14542.0,,,,,0.0,,,0.39,,,,24.15,9.21,110063.0,1215095.52,,1.24,24.15,29.23,0.2387,30.22,0.1018
2021-01-25,51794.0,572841.64,0.31,3.44,0.08,0.58,0.0,159706.4,37484.0,14440.0,414573.04,,,5537.0,,,,,0.06,,5000.0,,,,5537.0,,1904.0,,0.41,,,,24.57,8.95,115063.0,1272596.78,,1.27,24.59,14.94,0.2577,43.28,0.1237
2021-01-26,43422.0,480247.32,0.26,3.11,0.07,0.49,0.0,251626.06,38729.0,22751.0,428342.74,,,,0.08,,1000.0,,0.04,7311.0,3422.0,,,0.08,,0.01,4667.0,,0.43,,,,24.65,9.15,118355.0,1309006.3,,1.31,24.65,17.65,0.1844,27.26,0.1026
2021-01-27,35195.0,389256.7,0.21,2.85,0.05,0.39,0.0,141037.12,30502.0,12752.0,337352.12,,,6452.0,,,,,0.16,,14679.0,,,,6452.0,,,9999.0,0.34,0.12,,,21.42,7.21,111903.0,1237647.18,,1.24,21.42,24.68,0.2095,26.95,0.0832
2021-01-28,50289.0,548150.1,0.3,4.26,0.08,0.56,0.0,138996.8,37979.0,12752.0,413971.1,,,1462.0,,,,,,,,,,,1462.0,,6015.0,,0.42,,,,25.34,8.98,111903.0,1219742.7,,1.24,25.33,18.94,0.2024,32.34,0.1189
2021-01-29,41434.0,461574.76,0.25,3.53,0.06,0.46,0.0,220427.18,36741.0,19787.0,409294.74,,,,0.08,,,,0.02,7035.0,1238.0,,,0.08,,,,,0.4,,,,24.59,8.69,112699.0,1255466.86,,1.23,24.59,20.8,0.1757,21.08,0.098
2021-02-01,34246.0,382185.36,0.2,3.07,0.05,0.39,0.0,144198.36,29553.0,12921.0,329811.48,,,,,,,,0.07,,7188.0,,,,,,,6866.0,0.33,0.08,,,20.73,6.99,113021.0,1261314.36,,1.26,20.73,24.43,0.2043,25.4,0.081
2021-02-02,34071.0,385002.3,0.2,3.01,0.05,0.39,0.0,146007.3,29378.0,12921.0,331971.4,,,,,,,,0.0,,175.0,,,,,,,,0.33,,,,20.61,6.94,113196.0,1279114.8,,1.26,20.61,24.05,0.2041,25.55,0.0805
2021-02-03,34071.0,385002.3,0.2,3.54,0.05,0.39,0.0,146007.3,29378.0,12921.0,331971.4,,,,,,,,,,,,,,,,,,0.33,,,,20.61,6.94,113196.0,1279114.8,,1.28,20.6,24.13,0.2038,25.3,0.0805
2021-02-04,32071.0,365609.4,0.19,3.38,0.05,0.37,0.0,124499.4,29378.0,10921.0,334909.2,,,,,,,,,,,,,,,,,2000.0,0.33,0.02,,,20.61,6.94,113196.0,1290434.4,,1.28,20.61,25.53,0.2227,27.11,0.0757
2021-02-05,30983.0,354445.52,0.18,3.28,0.05,0.36,0.0,124936.24,28290.0,10921.0,323637.6,,,,,,,,0.01,,1088.0,,,,,,,,0.32,,,,19.84,6.7,114284.0,1307408.96,,1.3,19.84,25.09,0.221,27.76,0.0734
2021-02-08,42705.0,489399.3,0.25,4.82,0.07,0.49,0.0,264966.66,27812.0,23121.0,318725.52,,,,,,12200.0,,0.0,,478.0,,,,,0.14,,,0.32,,,,19.51,6.57,114762.0,1315172.52,,1.31,19.51,20.11,0.194,28.46,0.1009
2021-02-09,42685.0,493438.6,0.25,4.85,0.07,0.49,0.0,267278.76,37792.0,23121.0,436875.52,,,,,,,,0.0,,20.0,,,,,,10000.0,,0.43,,,,24.77,8.93,114782.0,1326879.92,,1.32,24.81,20.32,0.1936,28.23,0.1009
2021-02-10,44885.0,515279.8,0.27,5.27,0.07,0.52,0.0,265429.08,39992.0,23121.0,459108.16,,,,,,,,,,,,,,,,2200.0,,0.46,,,,25.84,9.45,114782.0,1317697.36,,1.33,25.8,19.37,0.2038,31.75,0.1061
2021-02-11,44885.0,498223.5,0.27,5.5,0.07,0.52,0.0,256643.1,39992.0,23121.0,443911.2,,,,,,,,,,,,,,,,,,0.46,,,,25.84,9.52,114782.0,1274080.2,,1.32,25.68,19.36,0.204,31.81,0.1068
2021-02-12,44885.0,498223.5,0.27,5.41,0.07,0.51,0.0,256643.1,39992.0,23121.0,443911.2,,,,,,,,,,,,,,,,,,0.44,,,,25.84,9.51,114782.0,1274080.2,,1.27,25.84,19.89,0.204,31.62,0.1067
2021-02-15,44885.0,493735.0,0.27,5.58,0.07,0.51,0.0,254331.0,39992.0,23121.0,439912.0,,,,,,,,,,,,,,,,,,0.44,,,,25.84,9.51,114782.0,1262602.0,,1.27,25.79,19.87,0.2038,31.58,0.1067
2021-02-16,42481.0,471539.1,0.25,5.54,0.07,0.48,0.0,234443.1,37588.0,21121.0,417226.8,,,,,,8000.0,,0.03,,2404.0,,,,,0.09,,10000.0,0.41,0.11,,,24.6,8.92,115186.0,1278564.6,,1.27,24.64,18.49,0.1581,21.17,0.1008
2021-02-17,42293.0,462685.42,0.25,5.59,0.07,0.48,0.0,231063.74,38193.0,21121.0,417831.42,,793.0,,,0.01,,,0.0,,188.0,,793.0,,,,,,0.42,,,,24.87,9.0,115374.0,1262191.56,,1.28,24.83,18.58,0.158,21.14,0.0996
2021-02-18,36985.0,400917.4,0.22,4.94,0.06,0.41,0.0,171412.92,32885.0,15813.0,356473.4,,,,,,,,0.06,,5308.0,,,,,,,5308.0,0.36,0.06,,,22.18,7.74,115374.0,1250654.16,,1.26,22.16,20.78,0.1663,24.33,0.0871
2021-02-19,36649.0,398741.12,0.22,5.32,0.06,0.41,0.0,172045.44,32549.0,15813.0,354133.12,,,,,,,,0.0,,336.0,,,,,,,,0.35,,,,21.95,7.68,115710.0,1258924.8,,1.25,21.95,20.93,0.1667,24.68,0.0865
2021-02-22,36649.0,389945.36,0.22,5.58,0.06,0.41,0.0,168250.32,32549.0,15813.0,346321.36,,,,,,,,,,,,,,,,,,0.35,,,,21.95,7.66,115710.0,1231154.4,,1.26,21.92,20.98,0.1663,24.49,0.0863
2021-02-23,36649.0,397275.16,0.22,5.24,0.06,0.4,0.0,171412.92,32549.0,15813.0,352831.16,,,,,,,,,,,,,,,,,,0.35,,,,21.95,7.66,115710.0,1254296.4,,1.23,21.98,20.83,0.1673,24.97,0.0863
2021-02-24,28542.0,311107.8,0.17,4.03,0.04,0.32,0.0,172361.7,24442.0,15813.0,266417.8,,,,,,,,0.09,,8107.0,,,,,,,,0.27,,,,16.49,5.75,123817.0,1349605.3,,1.34,16.49,18.82,0.1963,31.39,0.0672
2021-02-25,28542.0,311107.8,0.17,4.22,0.04,0.31,0.0,172361.7,24442.0,15813.0,266417.8,,,,,,,,,,,,,,,,,,0.27,,,,16.49,5.75,123817.0,1349605.3,,1.35,16.46,19.16,0.1927,30.31,0.0672
2021-02-26,28401.0,308434.86,0.17,4.18,0.04,0.32,0.0,171729.18,24301.0,15813.0,263908.86,,,,,,,,0.0,,141.0,,,,,,,,0.27,,,,100.0,5.72,0.0,0.0,,0.0,100.0,18.63,0.193,30.56,0.0668
2021-03-01,28401.0,307298.82,0.17,4.18,0.04,0.31,0.0,171096.66,25711.0,15813.0,278193.02,,,1410.0,,,,,,,,,,,1410.0,,,,0.28,,,,100.0,6.01,0.0,0.0,,0.0,100.0,18.69,0.1926,30.43,0.0664
2021-03-02,28401.0,303890.7,0.17,4.2,0.04,0.31,0.0,169199.1,24301.0,15813.0,260020.7,,,,,,,,0.02,,1410.0,,,,,,,,0.26,,,,100.0,5.68,0.0,0.0,,0.0,100.0,18.76,0.1924,30.34,0.0664
2021-03-03,36522.0,394437.6,0.22,5.11,0.06,0.4,0.0,170780.4,32422.0,15813.0,350157.6,,,,,,,,,,,,,,,,8121.0,,0.35,,,,7.58,7.58,395194.0,4268095.2,,4.24,7.57,21.99,0.1657,23.8,0.0854
2021-03-04,36522.0,393707.16,0.22,5.0,0.06,0.4,0.0,170464.14,32422.0,15813.0,349509.16,,,,,,,,,,,,,,,,,,0.35,,,,100.0,7.58,0.0,0.0,,0.0,100.0,21.94,0.1657,23.85,0.0854
2021-03-05,36522.0,390785.4,0.22,5.02,0.06,0.4,0.0,169199.1,32422.0,15813.0,346915.4,,,,,,,,,,,,,,,,,,0.35,,,,100.0,7.58,0.0,0.0,,0.0,100.0,21.96,0.1656,23.77,0.0854
2021-03-08,36493.0,386825.8,0.22,4.99,0.06,0.4,0.0,167617.8,32393.0,15813.0,343365.8,,,,,,,,0.0,,29.0,,,,,,,,0.35,,,,100.0,7.56,0.0,0.0,,0.0,100.0,21.98,0.1657,23.79,0.0852
2021-03-09,36369.0,383329.26,0.22,5.01,0.06,0.39,0.0,166669.02,32269.0,15813.0,340115.26,,,,,,,,0.0,,124.0,,,,,,,,0.34,,,,100.0,7.53,0.0,0.0,,0.0,100.0,22.12,0.1657,23.75,0.0849
2021-03-10,28220.0,301389.6,0.17,3.79,0.04,0.3,0.0,168882.84,24120.0,15813.0,257601.6,,,,,,,,0.09,,8149.0,,,,,,,,0.25,,,,100.0,5.63,0.0,0.0,,0.0,100.0,18.22,0.1928,30.63,0.0659
2021-03-11,28192.0,302218.24,0.17,3.72,0.04,0.3,0.0,169515.36,24092.0,15813.0,258266.24,,,,,,,,0.0,,28.0,,,,,,,,0.26,,,,100.0,5.62,0.0,0.0,,0.0,100.0,18.18,0.1926,30.6,0.0658
2021-03-12,31500.0,337680.0,0.19,4.23,0.05,0.35,0.0,204977.12,27400.0,19121.0,293728.0,,,1293.0,0.04,,,,0.03,3308.0,2692.0,,,0.04,1293.0,,4707.0,,0.29,,,,100.0,6.4,0.0,0.0,,0.0,100.0,19.62,0.1834,27.22,0.0735
2021-03-15,28819.0,307210.54,0.17,3.99,0.04,0.32,0.0,175250.4,24719.0,16440.0,263504.54,,,,,,,,0.03,,2681.0,,,,,,,2681.0,0.27,0.03,,,100.0,5.76,0.0,0.0,,0.0,100.0,17.62,0.1881,29.81,0.0672
2021-03-16,28602.0,304325.28,0.17,4.1,0.04,0.31,0.0,172612.72,24502.0,16223.0,260701.28,,,,,,,,0.0,,217.0,,,,,,,217.0,0.26,0.0,,,100.0,5.71,0.0,0.0,,0.0,100.0,17.73,0.1892,30.05,0.0667
2021-03-17,28602.0,306041.4,0.17,4.21,0.04,0.31,0.0,173586.1,24502.0,16223.0,262171.4,,,,,,,,,,,,,,,,,,0.26,,,,100.0,5.71,0.0,0.0,,0.0,100.0,17.84,0.1893,30.01,0.0667
2021-03-18,28602.0,303753.24,0.17,4.32,0.04,0.31,0.0,172288.26,24502.0,16223.0,260211.24,,,,,,,,,,,,,,,,,,0.26,,,,100.0,5.71,0.0,0.0,,0.0,100.0,17.78,0.1892,30.03,0.0667
2021-03-19,28602.0,303181.2,0.17,4.3,0.04,0.31,0.0,171963.8,24502.0,16223.0,259721.2,,,,,,,,,,,,,,,,,,0.26,,,,100.0,5.71,0.0,0.0,,0.0,100.0,17.76,0.1894,30.09,0.0667
2021-03-22,35602.0,376669.16,0.21,5.18,0.05,0.39,0.0,245699.34,31502.0,23223.0,333291.16,,,7000.0,0.08,,,,,7000.0,,,,0.08,7000.0,,,,0.33,,,,100.0,7.35,0.0,0.0,,0.0,100.0,23.98,0.1974,29.12,0.083
2021-03-23,28386.0,301459.32,0.17,4.11,0.04,0.35,0.0,170291.7,24572.0,16035.0,260954.64,,,,,,,,0.07,,6930.0,,,,,,,7188.0,0.26,0.04,,,100.0,5.71,0.0,0.0,,0.0,100.0,22.43,0.1839,25.8,0.0659
2021-03-24,33342.0,350091.0,0.2,4.9,0.05,0.36,0.0,168367.5,29242.0,16035.0,307041.0,,,,,,,,0.04,,4037.0,,,,,,8707.0,,0.31,,,,100.0,6.82,0.0,0.0,,0.0,100.0,25.01,0.2017,29.76,0.0778
2021-03-25,27304.0,290514.56,0.16,3.71,0.04,0.29,0.0,121264.08,27204.0,11397.0,289450.56,,,,,,,,0.02,,2038.0,,,,,,,4638.0,0.29,0.05,,,100.0,6.41,0.0,0.0,,0.0,100.0,19.29,0.2044,31.32,0.0644
2021-03-26,26604.0,282002.4,0.16,3.65,0.04,0.29,0.0,120808.2,26504.0,11397.0,280942.4,,,,,,,,0.01,,700.0,,,,,,,,0.28,,,,100.0,6.29,0.0,0.0,,0.0,100.0,19.61,0.1998,29.75,0.0632
2021-03-29,52000.0,569920.0,0.31,7.17,0.08,0.56,0.0,135871.12,42776.0,12397.0,468824.96,,,16167.0,,,1000.0,,0.06,,5337.0,,,,16167.0,0.01,5442.0,,0.45,,,,26.34,10.18,119609.0,1310914.64,,1.27,26.36,25.7,0.1994,25.74,0.1238
2021-03-30,55338.0,615358.56,0.33,7.67,0.09,0.61,0.0,218129.92,46114.0,19616.0,512787.68,,,,0.08,,,,0.02,7219.0,1829.0,,,0.08,,,5167.0,,0.51,,,,27.83,10.9,119609.0,1330052.08,,1.31,27.88,23.78,0.2057,27.6,0.1308
2021-03-31,39384.0,437162.4,0.23,5.21,0.06,0.44,0.0,186324.6,38284.0,16786.0,424952.4,,,,,,5000.0,,0.09,,7830.0,,,,,0.06,,7830.0,0.43,0.09,,,24.25,9.05,119609.0,1327659.9,,1.33,24.25,13.2,0.2178,38.73,0.0931
2021-04-01,39384.0,439525.44,0.23,5.24,0.06,0.44,0.0,187331.76,38284.0,16786.0,427249.44,,,,,,,,,,,,,,,,,,0.42,,,,24.25,9.05,119609.0,1334836.44,,1.33,24.24,13.19,0.218,38.77,0.0931
2021-04-02,39384.0,439525.44,0.23,5.19,0.06,0.44,0.0,187331.76,38284.0,16786.0,427249.44,,,,,,,,,,,,,,,,,,0.43,,,,24.25,9.05,119609.0,1334836.44,,1.33,24.24,13.15,0.2182,38.8,0.0931
2021-04-05,39384.0,439525.44,0.23,5.19,0.06,0.44,0.0,187331.76,38284.0,16786.0,427249.44,,,,,,,,,,,,,,,,,,0.43,,,,24.25,9.05,119609.0,1334836.44,,1.33,24.22,13.2,0.2181,38.79,0.0931
2021-04-06,54475.0,605762.0,0.32,7.17,0.08,0.61,0.0,171325.84,39068.0,15407.0,434436.16,,,784.0,,,,,,,,,,,784.0,,,1379.0,0.44,0.02,,,24.62,9.24,119609.0,1330052.08,,1.33,24.58,23.41,0.2012,29.54,0.1288
2021-04-07,45756.0,511552.08,0.27,5.84,0.07,0.51,0.0,183430.26,44656.0,16407.0,499254.08,,,8345.0,,,1000.0,,0.03,,2757.0,,,,8345.0,0.01,,,0.5,,,,28.64,10.56,111264.0,1243931.52,,1.24,28.63,11.39,0.2794,48.05,0.1082
2021-04-08,42772.0,471347.44,0.25,5.9,0.07,0.48,0.0,179537.84,41672.0,16292.0,459225.44,,,4996.0,,,,,0.09,,7980.0,,,,4996.0,,,115.0,0.47,0.0,,,28.17,9.85,106268.0,1171073.36,,1.19,28.16,12.13,0.2546,44.68,0.1011
