,CB3 FP Equity_DX_SI_QTY,CB3 FP Equity_DX_SHORT_INTEREST_VALUE,CB3 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CB3 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CB3 FP Equity_DX_SI_MV,CB3 FP Equity_DX_DSS,CB3 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CB3 FP Equity_DX_SUPPLY_SI_QTY,CB3 FP Equity_DX_BROKER_SI_QTY,CB3 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CB3 FP Equity_DX_BROKER_SI_MV_NEW_x,CB3 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CB3 FP Equity_DX_BROKER_SI_MV_INC_x,CB3 FP Equity_DX_BROKER_SI_QTY_ADD,CB3 FP Equity_DX_BROKER_SI_QTY_NEW,CB3 FP Equity_DX_SUPPLY_SI_MV_DEC,CB3 FP Equity_DX_BROKER_SI_QTY_INC,CB3 FP Equity_DX_SUPPLY_SI_QTY_DEC,CB3 FP Equity_DX_BROKER_SI_MV_NEW_y,CB3 FP Equity_DX_BROKER_SI_MV_INC_y,CB3 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CB3 FP Equity_DX_BROKER_SI_MV_ADD,CB3 FP Equity_DX_SUPPLY_SI_QTY_ADD,CB3 FP Equity_DX_BROKER_SI_QTY_DEC,CB3 FP Equity_DX_SUPPLY_SI_MV,CB3 FP Equity_DX_BROKER_SI_MV_DEC,CB3 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CB3 FP Equity_DX_UTILIZATION_QUANTITY,CB3 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CB3 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CB3 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CB3 FP Equity_DX_ACTIVE_UTILIZATION_MV,CB3 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CB3 FP Equity_DX_BROKER_SI_CON_RATIO,CB3 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CB3 FP Equity_DX_DEMAND_SUPPLY_RATIO,CB3 FP Equity_PX_LAST
2019-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.1612
2019-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0506
2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.3108
2019-05-23,49684.0,11806707.02,44.04,2.31,11.78,,11806707.02,0.0,49684.0,0.0,,,,49684.0,,,,,,,,11.78,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,237.636
2019-05-24,49684.0,11825790.65,41.84,2.31,11.82,,11825790.65,0.0,49684.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,238.0201
2019-05-27,74246.0,17673933.62,62.49,3.45,17.68,,17673933.62,0.0,74246.0,0.0,,,5.85,,,,24562.0,,,5.85,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,238.0456
2019-05-28,73930.0,17599265.68,62.26,3.43,17.61,,17599265.68,0.0,73930.0,0.0,,,,,,,,,,,,,,316.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,238.0531
2019-05-29,73930.0,17651526.8,62.3,3.43,17.66,,17651526.8,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,238.76
2019-05-30,73930.0,17635062.59,61.13,3.69,17.63,,17635062.59,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,238.5373
2019-05-31,73930.0,17670571.17,61.47,3.69,17.67,,17670571.17,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,239.0176
2019-06-03,73930.0,17710633.84,57.67,3.88,17.72,,17710633.84,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,239.5595
2019-06-04,73930.0,17748197.67,53.42,4.24,17.76,,17748197.67,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,240.0676
2019-06-05,73930.0,17774361.5,50.6,4.24,17.77,,17774361.5,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,240.4215
2019-06-06,73930.0,17815629.22,50.59,4.24,17.79,,17815629.22,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,240.9797
2019-06-07,73930.0,17906585.3,50.72,4.24,17.86,,17906585.3,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,242.21
2019-06-10,73930.0,17831383.7,50.56,4.24,17.82,,17831383.7,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,241.1928
2019-06-11,73930.0,17860911.35,51.06,4.24,17.85,,17860911.35,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,241.5922
2019-06-12,73930.0,17830415.22,50.86,4.24,17.83,,17830415.22,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,241.1797
2019-06-13,73930.0,17856726.91,50.84,4.24,17.85,,17856726.91,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,241.5356
2019-06-14,73930.0,17906016.04,96.61,4.24,17.94,,17906016.04,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,242.2023
2019-06-17,73930.0,17894741.71,98.18,4.24,17.89,,17894741.71,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,242.0498
2019-06-18,73930.0,18051391.99,97.77,4.24,18.04,,18051391.99,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,244.1687
2019-06-19,73930.0,18014877.96,140.94,4.24,18.02,,18014877.96,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,243.6748
2019-06-20,73930.0,18062104.45,140.94,4.24,18.07,,18062104.45,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,244.3136
2019-06-21,73930.0,18006361.23,140.94,4.24,18.03,,18006361.23,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,243.5596
2019-06-24,73930.0,18039600.16,147.06,4.24,18.06,,18039600.16,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,244.0092
2019-06-25,73930.0,18069016.9,168.43,4.24,18.09,,18069016.9,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,244.4071
2019-06-26,73930.0,18052922.34,167.36,4.24,18.03,,18052922.34,0.0,73930.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,244.1894
2019-06-27,90545.0,22128926.37,225.35,5.19,22.15,,22128926.37,0.0,90545.0,0.0,,,4.09,,,,16615.0,,,4.09,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,244.397
2019-06-28,90408.0,22111355.78,222.46,5.18,22.13,,22111355.78,0.0,90408.0,0.0,,,,,,,,,,,,,,137.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,244.573
2019-07-01,90408.0,22208553.42,180.42,5.18,22.23,,22208553.42,0.0,90408.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,245.6481
2019-07-02,90408.0,22249517.29,129.11,5.18,22.21,,22249517.29,0.0,90408.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.1012
2019-07-03,90408.0,22410886.53,129.07,5.18,22.41,,22410886.53,0.0,90408.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.8861
2019-07-04,90408.0,22399223.9,118.01,5.18,22.42,,22399223.9,0.0,90408.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.7571
2019-07-05,90408.0,22302758.56,129.4,5.18,22.33,,22302758.56,0.0,90408.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.6901
2019-07-08,90408.0,22270419.62,129.52,5.18,22.27,,22270419.62,0.0,90408.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.3324
2019-07-09,90408.0,22260863.49,128.32,5.18,22.26,,22260863.49,0.0,90408.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.2267
2019-07-10,90408.0,22206591.57,127.11,5.18,22.17,,22206591.57,0.0,90408.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,245.6264
2019-07-11,90408.0,22144056.36,130.77,5.18,22.16,,22144056.36,0.0,90408.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,244.9347
2019-07-12,90408.0,22069804.27,130.76,5.18,22.06,,22069804.27,0.0,90408.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,244.1134
2019-07-15,90408.0,22182669.61,136.38,5.18,22.19,,22182669.61,0.0,90408.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,245.3618
2019-07-16,107306.0,26365406.12,190.42,6.15,26.36,,26365406.12,0.0,107306.0,0.0,,,4.09,,,,16898.0,,,4.09,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,245.703
2019-07-17,107306.0,26430197.48,219.11,6.15,26.43,,26430197.48,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.3068
2019-07-18,107306.0,26486543.86,216.94,6.15,26.58,,26486543.86,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.8319
2019-07-19,107306.0,26490921.95,216.94,6.15,26.47,,26490921.95,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.8727
2019-07-22,107306.0,26476274.68,199.59,6.15,26.46,,26476274.68,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.7362
2019-07-23,107306.0,26505204.37,198.46,6.15,26.52,,26505204.37,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.0058
2019-07-24,107306.0,26597959.68,200.75,6.11,26.59,,26597959.68,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.8702
2019-07-25,107306.0,26556453.72,178.78,6.11,26.57,,26556453.72,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.4834
2019-07-26,107306.0,26556131.8,178.99,6.11,26.58,,26556131.8,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.4804
2019-07-29,107306.0,26575071.31,178.34,6.11,26.57,,26575071.31,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.6569
2019-07-30,107306.0,26577775.42,171.18,6.11,26.58,,26577775.42,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.6821
2019-07-31,107306.0,26698001.07,164.19,6.11,26.61,,26698001.07,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,248.8025
2019-08-01,107306.0,26707508.38,121.87,6.06,26.72,,26707508.38,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,248.8911
2019-08-02,107306.0,26810908.44,121.82,6.06,26.81,,26810908.44,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.8547
2019-08-05,107306.0,26833668.04,121.79,6.06,26.8,,26833668.04,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,250.0668
2019-08-06,107306.0,26900187.03,121.85,6.06,26.89,,26900187.03,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,250.6867
2019-08-07,107306.0,27051327.53,121.11,6.06,26.99,,27051327.53,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,252.0952
2019-08-08,107306.0,26913857.81,121.82,6.06,26.86,,26913857.81,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,250.8141
2019-08-09,107306.0,26792312.31,121.85,6.06,26.78,,26792312.31,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.6814
2019-08-12,107306.0,26855494.08,136.28,6.06,26.84,,26855494.08,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,250.2702
2019-08-13,107306.0,26953024.5,179.8,6.06,26.96,,26953024.5,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,251.1791
2019-08-14,107306.0,27088262.26,179.7,6.06,27.1,,27088262.26,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,252.4394
2019-08-15,107306.0,27286349.13,202.29,6.06,27.33,,27286349.13,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,254.2854
2019-08-16,107306.0,27204217.12,202.11,6.06,27.19,,27204217.12,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,253.52
2019-08-19,107306.0,27085611.8,202.03,6.06,27.06,,27085611.8,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,252.4147
2019-08-20,107306.0,27179343.59,181.54,6.06,27.17,,27179343.59,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,253.2882
2019-08-21,107306.0,27162056.59,183.44,6.06,27.13,,27162056.59,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,253.1271
2019-08-22,107306.0,27095065.46,184.11,6.06,27.09,,27095065.46,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,252.5028
2019-08-23,107306.0,27121087.16,142.93,6.06,27.06,,27121087.16,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,252.7453
2019-08-26,107306.0,27133577.58,153.25,6.06,27.12,,27133577.58,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,252.8617
2019-08-27,107306.0,27296671.97,150.08,6.06,27.29,,27296671.97,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,254.3816
2019-08-28,107306.0,27416146.47,151.12,6.06,27.42,,27416146.47,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,255.495
2019-08-29,107306.0,27378449.87,149.83,6.06,27.41,,27378449.87,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,255.1437
2019-08-30,107306.0,27350464.47,127.14,6.06,27.37,,27350464.47,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,254.8829
2019-09-02,107306.0,27327082.49,134.94,6.06,27.32,,27327082.49,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,254.665
2019-09-03,107306.0,27429151.96,100.94,6.06,27.42,,27429151.96,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,255.6162
2019-09-04,107306.0,27366667.67,100.83,6.06,27.38,,27366667.67,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,255.0339
2019-09-05,107306.0,27129682.37,107.45,6.06,27.13,,27129682.37,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,252.8254
2019-09-06,107306.0,27253492.04,105.01,6.06,27.23,,27253492.04,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,253.9792
2019-09-09,107306.0,27103939.66,105.24,6.06,27.07,,27103939.66,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,252.5855
2019-09-10,107306.0,27009864.49,106.45,6.06,27.01,,27009864.49,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,251.7088
2019-09-11,107306.0,27072531.2,107.54,6.06,27.07,,27072531.2,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,252.2928
2019-09-12,107306.0,27084066.59,136.06,6.06,27.02,,27084066.59,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,252.4003
2019-09-13,107306.0,26938452.35,135.98,6.06,26.95,,26938452.35,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,251.0433
2019-09-16,107306.0,27000131.84,75.51,6.06,27.01,,27000131.84,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,251.6181
2019-09-17,107306.0,26948603.5,72.19,6.06,26.93,,26948603.5,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,251.1379
2019-09-18,107306.0,27065212.93,72.54,6.06,26.99,,27065212.93,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,252.2246
2019-09-19,107306.0,27033793.73,72.75,6.06,27.04,,27033793.73,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,251.9318
2019-09-20,107306.0,27060233.93,69.79,6.06,27.11,,27060233.93,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,252.1782
2019-09-23,107306.0,27226547.5,69.84,6.06,27.24,,27226547.5,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,253.7281
2019-09-24,107306.0,27273568.99,70.29,6.06,27.28,,27273568.99,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,254.1663
2019-09-25,107306.0,27241291.34,70.3,6.43,27.25,,27241291.34,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,253.8655
2019-09-26,107306.0,27261303.91,66.21,6.43,27.26,,27261303.91,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,254.052
2019-09-27,107306.0,27244220.8,66.15,6.43,27.23,,27244220.8,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,253.8928
2019-09-30,107306.0,27228414.62,66.14,6.43,27.23,,27228414.62,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,253.7455
2019-10-01,107306.0,27194570.31,68.8,6.43,27.16,,27194570.31,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,253.4301
2019-10-02,107306.0,27146025.08,67.1,6.43,27.13,,27146025.08,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,252.9777
2019-10-03,107306.0,27233672.62,63.28,6.43,27.18,,27233672.62,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,253.7945
2019-10-04,107306.0,27218177.63,70.22,6.43,27.22,,27218177.63,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,253.6501
2019-10-07,107306.0,27195053.19,67.3,6.83,27.18,,27195053.19,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,253.4346
2019-10-08,107306.0,27227094.76,67.39,6.83,27.25,,27227094.76,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,253.7332
2019-10-09,107306.0,27150489.01,67.16,6.83,27.15,,27150489.01,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,253.0193
2019-10-10,107306.0,27005615.18,67.51,6.83,26.99,,27005615.18,0.0,107306.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,251.6692
2019-10-11,106376.0,26729097.52,70.76,6.86,26.72,,26729097.52,0.0,106376.0,0.0,,,,,,,,,,,,,,930.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,251.27
2019-10-14,106376.0,26779477.19,70.71,6.8,26.78,,26779477.19,0.0,106376.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,251.7436
2019-10-15,106376.0,26723885.1,85.26,6.8,26.73,,26723885.1,0.0,106376.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,251.221
2019-10-16,106376.0,26678568.92,85.2,6.8,26.64,,26678568.92,0.0,106376.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,250.795
2019-10-17,106376.0,26716077.1,84.83,6.8,26.71,,26716077.1,0.0,106376.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,251.1476
2019-10-18,106376.0,26655634.25,85.98,6.8,26.67,,26655634.25,0.0,106376.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,250.5794
2019-10-21,106376.0,26564321.1,79.14,6.45,26.57,,26564321.1,0.0,106376.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.721
2019-10-22,106376.0,26635018.59,79.52,6.45,26.61,,26635018.59,0.0,106376.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,250.3856
2019-10-23,106376.0,26683760.07,80.14,6.45,26.71,,26683760.07,0.0,106376.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,250.8438
2019-10-24,106376.0,26705194.83,80.93,5.75,26.71,,26705194.83,0.0,106376.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,251.0453
2019-10-25,106376.0,26640411.85,80.98,5.6,26.67,,26640411.85,0.0,106376.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,250.4363
2019-10-28,106376.0,26531748.76,155.68,5.6,26.52,,26531748.76,0.0,106376.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.4148
2019-10-29,106376.0,26583755.99,172.72,5.6,26.59,,26583755.99,0.0,106376.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.9037
