,CB3 FP Equity_DX_SI_QTY,CB3 FP Equity_DX_SHORT_INTEREST_VALUE,CB3 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CB3 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CB3 FP Equity_DX_SI_MV,CB3 FP Equity_DX_DSS,CB3 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CB3 FP Equity_DX_SUPPLY_SI_QTY,CB3 FP Equity_DX_BROKER_SI_QTY,CB3 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CB3 FP Equity_DX_BROKER_SI_MV_NEW_x,CB3 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CB3 FP Equity_DX_BROKER_SI_MV_INC_x,CB3 FP Equity_DX_BROKER_SI_QTY_ADD,CB3 FP Equity_DX_BROKER_SI_QTY_NEW,CB3 FP Equity_DX_SUPPLY_SI_MV_DEC,CB3 FP Equity_DX_BROKER_SI_QTY_INC,CB3 FP Equity_DX_SUPPLY_SI_QTY_DEC,CB3 FP Equity_DX_BROKER_SI_MV_NEW_y,CB3 FP Equity_DX_BROKER_SI_MV_INC_y,CB3 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CB3 FP Equity_DX_BROKER_SI_MV_ADD,CB3 FP Equity_DX_SUPPLY_SI_QTY_ADD,CB3 FP Equity_DX_BROKER_SI_QTY_DEC,CB3 FP Equity_DX_SUPPLY_SI_MV,CB3 FP Equity_DX_BROKER_SI_MV_DEC,CB3 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CB3 FP Equity_DX_UTILIZATION_QUANTITY,CB3 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CB3 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CB3 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CB3 FP Equity_DX_ACTIVE_UTILIZATION_MV,CB3 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CB3 FP Equity_DX_BROKER_SI_CON_RATIO,CB3 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CB3 FP Equity_DX_DEMAND_SUPPLY_RATIO,CB3 FP Equity_PX_LAST
2010-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.1
2010-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.85
2010-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.51
2010-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.92
2010-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.69
2010-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.22
2010-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,18175.0,3083934.0,3.08,0.0,,0.0,,0.0,169.68
2010-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,18175.0,3089932.0,3.08,0.0,,0.0,,0.0,170.01
2010-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,18175.0,3088114.0,3.07,0.0,,0.0,,0.0,169.91
2010-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,16012.0,2721720.0,2.72,0.0,,0.0,,0.0,169.98
2010-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,16012.0,2727644.0,2.72,0.0,,0.0,,0.0,170.35
2010-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,16012.0,2722680.0,2.71,0.0,,0.0,,0.0,170.04
2010-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,16012.0,2724922.0,2.7,0.0,,0.0,,0.0,170.18
2010-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,16012.0,2729726.0,2.7,0.0,,0.0,,0.0,170.48
2010-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,16012.0,2724122.0,2.7,0.0,,0.0,,0.0,170.13
2010-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,16012.0,2716436.0,2.71,0.0,,0.0,,0.0,169.65
2010-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,16012.0,2717877.0,2.71,0.0,,0.0,,0.0,169.74
2010-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,16012.0,2729406.0,2.68,0.0,,0.0,,0.0,170.46
2010-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,16012.0,2723321.0,2.72,0.0,,0.0,,0.0,170.08
2010-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,16012.0,2729245.0,2.74,0.0,,0.0,,0.0,170.45
2010-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,16012.0,2730526.0,2.75,0.0,,0.0,,0.0,170.53
2010-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,16012.0,2729886.0,2.74,0.0,,0.0,,0.0,170.49
2010-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,16012.0,2727004.0,2.77,0.0,,0.0,,0.0,170.31
2010-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.18
2010-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.49
2010-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.61
2010-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.78
2010-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.1
2010-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.99
2010-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.86
2010-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.02
2010-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.44
2010-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.93
2010-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.86
2010-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.38
2010-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.42
2010-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.02
2010-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.9
2010-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.39
2010-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.43
2010-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.04
2010-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.2
2010-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.45
2010-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.39
2010-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.97
2010-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.24
2010-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.28
2010-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.77
2010-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.15
2010-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.19
2010-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.66
2010-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.35
2010-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.81
2010-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.64
2010-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.05
2010-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.88
2010-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.65
2010-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.1
2010-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.8
2010-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.06
2010-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.66
2010-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.96
2010-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.24
2010-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.72
2010-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.2
2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.06
2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.29
2010-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.72
2010-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.38
2010-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.23
2010-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.3
2010-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.45
2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.72
2010-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.12
2010-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.96
2010-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.61
2010-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.14
2010-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.49
2010-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.71
2010-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.28
2010-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.69
2010-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.77
2010-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.33
2010-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.34
2010-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.02
2010-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.87
2010-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.2
2010-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.38
2010-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.88
2010-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.51
2010-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.52
2010-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.48
2010-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.65
2010-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.69
2010-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.55
2010-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.95
2010-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.94
2010-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.33
2010-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.08
2010-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.97
2010-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.23
2010-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.92
2010-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.89
2010-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.76
2010-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.97
2010-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.24
2010-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.3
2010-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.48
2010-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.95
2010-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.23
2010-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.14
2010-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.82
2010-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.7
2010-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.59
2010-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.91
2010-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.92
2010-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.7
2010-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.49
2010-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.44
2010-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.82
2010-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.31
2010-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.77
2010-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.49
2010-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.27
2010-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.7
2010-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.98
2010-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.58
2010-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.72
2010-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.18
2010-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.92
2010-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.23
2010-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.02
2010-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.79
2010-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.1
2010-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.78
2010-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.19
2011-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.71
2011-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.87
2011-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.42
2011-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.85
2011-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.97
2011-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.79
2011-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.06
2011-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.84
2011-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.25
2011-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.32
2011-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.14
2011-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.55
2011-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.76
2011-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.57
2011-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.94
2011-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24
2011-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.75
2011-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.27
2011-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.85
2011-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.17
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.45
2011-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.65
2011-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.11
2011-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.06
2011-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.84
2011-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.75
2011-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.23
2011-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.82
2011-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.73
2011-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.82
2011-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.61
2011-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.66
2011-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.29
2011-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.6
2011-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.08
2011-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.45
2011-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.53
2011-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.55
2011-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.42
2011-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.35
2011-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.26
2011-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.29
2011-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.22
2011-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.04
2011-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.31
2011-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.25
2011-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.73
2011-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.73
2011-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.12
2011-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.86
2011-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.35
2011-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.17
2011-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.6
2011-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.71
2011-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.83
2011-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.45
2011-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.2
2011-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.21
2011-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.08
2011-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.93
2011-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.49
2011-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.37
2011-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.43
2011-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.97
2011-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.89
2011-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.18
2011-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.09
2011-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.25
2011-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.25
2011-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.73
2011-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.87
2011-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.33
2011-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.18
2011-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.19
2011-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.95
2011-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.1
2011-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.18
2011-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.92
2011-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.84
2011-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.64
2011-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.26
2011-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.97
2011-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.36
2011-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.39
2011-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.23
2011-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.03
2011-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.65
2011-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.88
2011-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.06
2011-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.01
2011-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.99
2011-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.54
2011-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.6
2011-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.43
2011-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.58
2011-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.37
2011-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.16
2011-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.26
2011-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.28
2011-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.14
2011-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.61
2011-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.11
2011-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.22
2011-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.95
2011-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.93
2011-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.35
2011-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.52
2011-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.51
2011-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.46
2011-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.8
2011-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.82
2011-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.87
2011-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.12
2011-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.02
2011-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.74
2011-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.57
2011-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.5
