,CHIP FP Equity_DX_SI_QTY,CHIP FP Equity_DX_SHORT_INTEREST_VALUE,CHIP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CHIP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CHIP FP Equity_DX_SI_MV,CHIP FP Equity_DX_DSS,CHIP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CHIP FP Equity_DX_SUPPLY_SI_QTY,CHIP FP Equity_DX_BROKER_SI_QTY,CHIP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CHIP FP Equity_DX_BROKER_SI_MV_NEW_x,CHIP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CHIP FP Equity_DX_SUPPLY_SI_QTY_INC_x,CHIP FP Equity_DX_BROKER_SI_MV_INC_x,CHIP FP Equity_DX_SUPPLY_SI_MV_NEW,CHIP FP Equity_DX_BROKER_SI_QTY_ADD,CHIP FP Equity_DX_BROKER_SI_QTY_NEW,CHIP FP Equity_DX_SUPPLY_SI_MV_DEC,CHIP FP Equity_DX_BROKER_SI_QTY_INC,CHIP FP Equity_DX_SUPPLY_SI_QTY_DEC,CHIP FP Equity_DX_BROKER_SI_MV_NEW_y,CHIP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CHIP FP Equity_DX_BROKER_SI_MV_INC_y,CHIP FP Equity_DX_SUPPLY_SI_QTY_INC_y,CHIP FP Equity_DX_BROKER_SI_MV_ADD,CHIP FP Equity_DX_SUPPLY_SI_QTY_ADD,CHIP FP Equity_DX_BROKER_SI_QTY_DEC,CHIP FP Equity_DX_SUPPLY_SI_MV,CHIP FP Equity_DX_BROKER_SI_MV_DEC,CHIP FP Equity_DX_SUPPLY_SI_MV_RMV,CHIP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CHIP FP Equity_DX_UTILIZATION_QUANTITY,CHIP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CHIP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CHIP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CHIP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CHIP FP Equity_DX_ACTIVE_UTILIZATION_MV,CHIP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CHIP FP Equity_DX_BROKER_SI_CON_RATIO,CHIP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CHIP FP Equity_DX_DEMAND_SUPPLY_RATIO,CHIP FP Equity_PX_LAST
2023-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41488.0,921033.6,,0.92,0.0,,0.0,,0.0,22.2
2023-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41488.0,910993.5,,0.92,0.0,,0.0,,0.0,21.958
2023-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41488.0,930451.38,,0.92,0.0,,0.0,,0.0,22.427
2023-05-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41488.0,933645.95,,0.92,0.0,,0.0,,0.0,22.504
2023-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41488.0,933811.9,,0.92,0.0,,0.0,,0.0,22.508
2023-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41488.0,941777.6,,0.92,0.0,,0.0,,0.0,22.7
2023-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41488.0,935637.38,,0.92,0.0,,0.0,,0.0,22.552
2023-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41488.0,938831.95,,0.92,0.0,,0.0,,0.0,22.629
2023-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41488.0,947876.34,,0.92,0.0,,0.0,,0.0,22.847
2023-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41416.0,968637.41,,0.92,0.0,,0.0,,0.0,23.388
2023-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41416.0,981476.37,,0.92,0.0,,0.0,,0.0,23.698
2023-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41416.0,1023762.1,,0.92,0.0,,0.0,,0.0,24.719
2023-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41416.0,1019413.42,,0.92,0.0,,0.0,,0.0,24.614
2023-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41416.0,1019993.25,,0.92,0.0,,0.0,,0.0,24.628
2023-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41416.0,1017591.12,,0.92,0.0,,0.0,,0.0,24.57
2023-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41416.0,991084.88,,0.92,0.0,,0.0,,0.0,23.93
2023-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41416.0,1091228.77,,0.93,0.0,,0.0,,0.0,26.348
2023-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41416.0,1131236.62,,0.93,0.0,,0.0,,0.0,27.314
2023-05-29,36000.0,998856.0,13.07,2.57,0.98,,0.0,36000.0,0.0,998856.0,,,,,,,,,,,,,,,,36000.0,,0.98,,,86.92,86.92,5416.0,150272.34,,0.14,87.87,,0.0,,0.8692,27.746
2023-05-30,108000.0,3045816.0,38.75,7.71,3.12,,2030544.0,36000.0,72000.0,1015272.0,,,,,,72000.0,,,,,,,,,2.12,,,1.0,,,100.0,86.92,0.0,0.0,,0.0,100.0,49.6,0.5,50.4,2.6077,28.202
2023-05-31,108000.0,2958552.0,38.3,8.17,3.12,,1972368.0,72000.0,72000.0,1972368.0,,36000.0,,,1.01,,,,,,,36000.0,,,,36000.0,,2.08,,1.01,100.0,92.94,0.0,0.0,36000.0,0.0,100.0,49.27,0.5001,50.73,1.3941,27.394
2023-06-01,108073.0,2965631.19,36.93,8.18,3.06,,1977755.19,72073.0,72073.0,1977755.19,,,,,,73.0,,,,,,,,,0.0,73.0,,2.02,,,100.0,93.04,0.0,0.0,,0.0,100.0,49.91,0.499,49.99,1.3951,27.441
2023-06-02,113073.0,3130312.93,38.59,8.56,3.22,,2133688.93,72073.0,77073.0,1995268.93,,,,,,5000.0,,,,,,,,,0.14,,,2.03,,,100.0,93.04,0.0,0.0,,0.0,100.0,46.66,0.4431,47.06,1.4596,27.684
2023-06-05,113073.0,3099444.0,36.9,8.56,3.22,,2112648.0,72073.0,77073.0,1975593.0,,,,,,,,,,,,,,,,,,2.04,,,100.0,93.04,0.0,0.0,,0.0,100.0,46.6,0.4427,47.08,1.4596,27.411
2023-06-06,113073.0,3106906.82,31.71,7.9,3.2,,2117734.82,72073.0,77073.0,1980349.82,,,,,,,,,,,,,,,,,,2.02,,,100.0,78.47,0.0,0.0,,0.0,100.0,46.81,0.443,46.91,1.2312,27.477
2023-06-07,113073.0,3113578.13,31.69,7.9,3.21,,2122282.13,72073.0,77073.0,1984602.13,,,,,,,,,,,,,,,,,,2.03,,,100.0,78.47,0.0,0.0,,0.0,100.0,46.81,0.443,46.91,1.2312,27.536
2023-06-08,113000.0,3085578.0,31.75,7.89,3.19,,2102562.0,72000.0,77000.0,1966032.0,,,,,,,,0.0,,73.0,,,,,,,73.0,2.02,0.0,,100.0,78.39,0.0,0.0,,0.0,100.0,46.69,0.4436,47.09,1.2304,27.306
2023-06-09,108000.0,2984364.0,29.47,8.23,3.06,,1989576.0,72000.0,72000.0,1989576.0,,,,,,,,,,,,,,,,,5000.0,2.02,0.14,,100.0,78.39,0.0,0.0,,0.0,100.0,49.71,0.5,50.29,1.1759,27.633
2023-06-12,108000.0,3021732.0,27.99,8.23,3.09,,2014488.0,72000.0,72000.0,2014488.0,,,,,,,,,,,,,,,,,,2.03,,,100.0,76.87,0.0,0.0,,0.0,100.0,49.7,0.5,50.3,1.1531,27.979
2023-06-13,108000.0,3105972.0,26.28,8.23,3.16,,2070648.0,72000.0,72000.0,2070648.0,,,,,,,,,,,,,,,,,,2.07,,,100.0,76.87,0.0,0.0,,0.0,100.0,49.31,0.5001,50.69,1.1531,28.759
2023-06-14,108000.0,3116016.0,26.69,7.57,3.2,,2077344.0,72000.0,72000.0,2077344.0,,,,,,,,,,,,,,,,,,2.11,,,100.0,76.87,0.0,0.0,,0.0,100.0,49.92,0.5,50.08,1.1531,28.852
2023-06-15,108000.0,3103920.0,26.04,7.43,3.22,,2069280.0,72000.0,72000.0,2069280.0,,,,,,,,,,,,,,,,,,2.13,,,100.0,76.87,0.0,0.0,,0.0,100.0,49.9,0.5,50.1,1.1531,28.74
2023-06-16,108000.0,3094848.0,25.79,7.43,3.22,,2063232.0,72000.0,72000.0,2063232.0,,,,,,,,,,,,,,,,,,2.12,,,100.0,76.87,0.0,0.0,,0.0,100.0,49.73,0.5,50.27,1.1531,28.656
2023-06-19,108400.0,3075633.2,25.61,4.92,3.2,,2048530.6,72200.0,72200.0,2048530.6,,,,,,200.0,,,,,,,,,0.01,200.0,,2.11,,,100.0,76.92,0.0,0.0,,0.0,100.0,49.24,0.4948,50.23,1.1549,28.373
2023-06-20,108400.0,3066094.0,25.52,4.92,3.18,,2042177.0,72200.0,72200.0,2042177.0,,,,,,,,,,,,,,,,,,2.1,,,100.0,76.92,0.0,0.0,,0.0,100.0,49.65,0.4948,49.82,1.1549,28.285
2023-06-21,108400.0,3016555.2,26.36,4.92,3.16,,2009181.6,72200.0,72200.0,2009181.6,,,,,,,,,,,,,,,,,,2.1,,,100.0,76.92,0.0,0.0,,0.0,100.0,49.32,0.4947,50.14,1.1549,27.828
2023-06-22,108400.0,3011894.0,24.84,4.33,3.12,,2006077.0,72200.0,72200.0,2006077.0,,,,,,,,,,,,,,,,,,2.06,,,100.0,76.92,0.0,0.0,,0.0,100.0,49.7,0.4948,49.78,1.1549,27.785
2023-06-23,108400.0,2973737.2,24.46,4.33,3.1,,1980662.6,72200.0,72200.0,1980662.6,,,,,,,,,,,,,,,,,,2.06,,,100.0,76.92,0.0,0.0,,0.0,100.0,49.41,0.4948,50.06,1.1549,27.433
2023-06-26,108400.0,2980241.2,24.46,4.33,3.07,,995246.6,72200.0,36200.0,1984994.6,,,,,,,,,,,,,,,,,36000.0,2.03,1.05,,100.0,76.92,0.0,0.0,,0.0,100.0,0.53,0.9895,99.47,1.1549,27.493
2023-06-27,36400.0,996049.6,8.06,1.45,0.99,,5472.8,36200.0,200.0,990576.8,,,,,,,,1.03,,36000.0,,,,,,,36000.0,0.99,1.03,,100.0,60.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6099,27.364
2023-06-28,400.0,11142.0,0.07,0.02,0.01,,5571.0,200.0,200.0,5571.0,,,,,,,,0.99,,36000.0,,,,,,,,0.01,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067,27.855
2023-06-29,400.0,11171.2,0.06,0.02,0.01,,5585.6,200.0,200.0,5585.6,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067,27.928
2023-06-30,5400.0,152469.0,0.82,0.22,0.15,,146822.0,200.0,5200.0,5647.0,,,,,,5000.0,,,,,,,,,0.14,,,0.01,,,100.0,0.33,0.0,0.0,,0.0,100.0,7.41,0.8627,92.59,0.0904,28.235
2023-07-03,5400.0,152674.2,0.81,0.16,0.15,,147019.6,200.0,5200.0,5654.6,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.33,0.0,0.0,,0.0,100.0,7.41,0.8628,92.59,0.0904,28.273
2023-07-04,5400.0,154143.0,0.8,0.16,0.15,,148434.0,200.0,5200.0,5709.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.33,0.0,0.0,,0.0,100.0,7.39,0.8631,92.61,0.0904,28.545
2023-07-05,115400.0,3267781.8,16.93,3.48,3.29,,1704683.4,55200.0,60200.0,1563098.4,,,,1.57,,,,,55000.0,,,,1.57,,,55000.0,,1.58,,,100.0,92.4,0.0,0.0,,0.0,100.0,0.66,0.9868,99.34,1.9316,28.317
2023-07-06,115400.0,3171422.8,16.92,3.48,3.27,,1654416.4,55200.0,60200.0,1517006.4,,,,,,,,,,,,,,,,,,1.56,,,100.0,92.4,0.0,0.0,,0.0,100.0,0.66,0.9868,99.34,1.9316,27.482
2023-07-07,115200.0,3206476.8,24.75,3.39,3.17,,1672823.4,55100.0,60100.0,1533653.4,,,,,,,,0.0,,100.0,,,,,,,100.0,1.52,0.0,,100.0,92.23,0.0,0.0,,0.0,100.0,0.33,0.9934,99.67,1.9283,27.834
2023-07-10,115200.0,3189772.8,24.93,3.39,3.19,,1664108.9,55100.0,60100.0,1525663.9,,,,,,,,,,,,,,,,,,1.52,,,100.0,92.49,0.0,0.0,,0.0,100.0,0.33,0.9934,99.67,1.9338,27.689
2023-07-11,110000.0,3046450.0,23.86,3.24,3.05,,1523225.0,55000.0,55000.0,1523225.0,,,,,,,,0.0,,100.0,,,,,,,5100.0,1.53,0.15,,100.0,92.48,0.0,0.0,,0.0,100.0,,1.0,100.0,1.8496,27.695
2023-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,1.51,,55000.0,,,,,,,55000.0,0.0,1.51,,0.0,0.0,59672.0,1677260.58,,1.65,0.0,,0.0,,0.0,28.108
2023-07-13,3700.0,105017.1,0.82,0.11,0.1,,105017.1,0.0,3700.0,0.0,,,,,,3700.0,,,,,,,,,0.1,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0631,28.383
2023-07-14,3700.0,107122.4,0.82,0.11,0.1,,107122.4,0.0,3700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0745,28.952
2023-07-17,3700.0,105786.7,0.87,0.11,0.11,,105786.7,0.0,3700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0745,28.591
2023-07-18,3700.0,106160.4,0.98,0.11,0.11,,106160.4,0.0,3700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0745,28.692
2023-07-19,3700.0,107444.3,0.97,0.11,0.11,,107444.3,0.0,3700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0745,29.039
2023-07-20,3700.0,104591.6,0.94,0.11,0.11,,104591.6,0.0,3700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0745,28.268
2023-07-21,3700.0,103910.8,0.95,0.11,0.1,,103910.8,0.0,3700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0745,28.084
2023-07-24,51300.0,1445480.1,13.71,1.51,1.44,,774867.5,23800.0,27500.0,670612.6,,,,0.33,,11900.0,,,11900.0,,,,0.33,,0.33,23800.0,,0.67,,,40.12,38.65,35526.0,1001016.1,,1.0,40.13,30.22,0.5783,69.78,0.833,28.177
2023-07-25,51300.0,1471694.4,14.46,1.51,1.45,,788920.0,23800.0,27500.0,682774.4,,,,,,,,,,,,,,,,,,0.67,,,40.12,38.65,35526.0,1019169.89,,1.0,40.14,30.2,0.5784,69.8,0.833,28.688
2023-07-26,51300.0,1440914.4,14.42,1.51,1.47,,772420.0,23800.0,27500.0,668494.4,,,,,,,,,,,,,,,,,,0.68,,,40.12,38.65,35526.0,997854.29,,1.02,40.15,30.2,0.5784,69.8,0.833,28.088
2023-07-27,3700.0,108495.1,1.07,0.11,0.1,,108495.1,0.0,3700.0,0.0,,,,,,,,0.69,,23800.0,,,,,,,23800.0,0.0,0.69,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0745,29.323
2023-07-28,3700.0,108813.3,1.08,0.11,0.11,,108813.3,0.0,3700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0745,29.409
2023-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3700.0,0.0,0.11,,0.0,0.0,49686.0,1460023.11,,1.43,0.0,,0.0,,0.0,29.385
2023-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49686.0,1465538.26,,1.43,0.0,,0.0,,0.0,29.496
2023-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49686.0,1420174.94,,1.43,0.0,,0.0,,0.0,28.583
2023-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49686.0,1408150.93,,1.43,0.0,,0.0,,0.0,28.341
2023-08-04,3500.0,99064.0,0.99,0.1,0.1,,99064.0,0.0,3500.0,0.0,,,,,,3500.0,,,,,,,,,0.1,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0706,28.304
2023-08-07,3500.0,99218.0,0.99,0.1,0.1,,99218.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0706,28.348
2023-08-08,3500.0,97996.5,0.98,0.1,0.1,,97996.5,0.0,3500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0706,27.999
2023-08-09,3500.0,96141.5,1.73,0.1,0.1,,96141.5,0.0,3500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0706,27.469
2023-08-10,3500.0,96295.5,1.8,0.1,0.1,,96295.5,0.0,3500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0706,27.513
2023-08-11,5500.0,147680.5,3.7,0.16,0.15,,147680.5,0.0,5500.0,0.0,,,,0.05,,,,,2000.0,,,,0.05,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.111,26.851
2023-08-14,13500.0,369306.0,7.98,0.4,0.36,,259882.0,4000.0,9500.0,109424.0,,,,0.1,,,,,4000.0,,,,0.1,,,4000.0,,0.11,,,8.43,8.07,43426.0,1187961.66,,1.16,8.43,,1.0,100.0,0.2724,27.356
2023-08-15,34900.0,962472.2,19.6,1.03,0.96,,557075.6,14700.0,20200.0,405396.6,,,10700.0,0.3,,,,,10700.0,,,,0.3,10700.0,,,,0.41,,,31.0,29.66,32726.0,902517.63,,0.91,30.99,,1.0,100.0,0.7042,27.578
2023-08-16,31400.0,862809.2,18.36,0.93,0.86,,458882.6,14700.0,16700.0,403926.6,,,,,,,,,,,,,,,,,3500.0,0.4,0.09,,31.0,29.66,32726.0,899245.03,,0.9,30.98,,1.0,100.0,0.6336,27.478
2023-08-17,31400.0,850783.0,17.62,0.93,0.86,,452486.5,14700.0,16700.0,398296.5,,,,,,,,,,,,,,,,,,0.4,,,31.0,29.66,32726.0,886710.97,,0.89,30.99,,1.0,100.0,0.6336,27.095
2023-08-18,29400.0,789566.4,16.41,0.87,0.8,,394783.2,14700.0,14700.0,394783.2,,,,,,,,,,,,,,,,,2000.0,0.4,0.06,,31.0,29.66,32726.0,878889.46,,0.88,31.01,,1.0,100.0,0.5932,26.856
2023-08-21,36800.0,1010748.8,20.51,1.08,0.99,,505374.4,18400.0,18400.0,505374.4,,,3700.0,0.1,,,,,3700.0,,,,0.1,3700.0,,,,0.5,,,42.37,40.39,25026.0,687364.12,,0.68,42.37,,1.0,100.0,0.8077,27.466
2023-08-22,28800.0,809452.8,15.94,0.85,0.8,,404726.4,14400.0,14400.0,404726.4,,,,,,,,0.1,,4000.0,,,,,,,4000.0,0.4,0.1,,33.16,31.61,29026.0,815804.76,,0.81,33.15,,1.0,100.0,0.6321,28.106
2023-08-23,28800.0,818294.4,15.03,0.85,0.81,,409147.2,14400.0,14400.0,409147.2,,,,,,,,,,,,,,,,,,0.4,,,33.16,31.61,29026.0,824715.74,,0.81,33.16,,1.0,100.0,0.6321,28.413
2023-08-24,38800.0,1099669.6,20.04,1.14,1.1,,549834.8,19400.0,19400.0,549834.8,,,5000.0,,,5000.0,,,,,,,,5000.0,0.14,,,0.55,,,44.67,42.58,24026.0,680944.89,,0.69,44.65,25.77,0.6174,74.23,0.8516,28.342
2023-08-25,34800.0,964134.0,14.68,1.03,0.98,,482067.0,17400.0,17400.0,482067.0,,,,,,,,0.07,,2000.0,,,,,,,2000.0,0.49,0.06,,39.17,37.37,27026.0,748755.33,,0.76,39.2,17.24,0.7146,82.76,0.7474,27.705
2023-08-28,88800.0,2491106.4,36.78,1.98,2.47,,1245553.2,44400.0,44400.0,1245553.2,,,27000.0,0.75,,,,,27000.0,,,,0.75,27000.0,,,,1.24,,,100.0,95.36,0.0,0.0,,0.0,100.0,32.43,0.5617,67.57,1.9072,28.053
2023-08-29,108000.0,3108240.0,44.7,2.41,3.04,,1554120.0,54000.0,54000.0,1554120.0,,,,0.36,,,,0.47,12600.0,17400.0,,,0.36,,,27000.0,3000.0,1.52,0.07,,100.0,73.41,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,1.4682,28.78
2023-08-30,8000.0,230520.0,3.34,0.18,0.23,,115260.0,4000.0,4000.0,115260.0,,,,,,,,1.4,,50000.0,,,,,,,50000.0,0.12,1.39,,8.62,8.24,42426.0,1222505.19,,1.22,8.61,33.32,0.5557,66.68,0.1647,28.815
2023-08-31,8000.0,233376.0,3.43,0.18,0.23,,116688.0,4000.0,4000.0,116688.0,,,,,,,,,,,,,,,,,,0.12,,,8.62,8.24,42426.0,1237651.27,,1.23,8.61,33.32,0.5556,66.68,0.1647,29.172
2023-09-01,24554.0,714128.54,10.7,0.55,0.72,,407961.27,10527.0,14027.0,306167.27,,,6527.0,0.1,,6527.0,,,3500.0,,,,0.1,6527.0,0.19,,,0.31,,,22.67,21.68,35899.0,1044086.52,,1.05,22.77,40.65,0.4004,46.85,0.5056,29.084
2023-09-04,24554.0,718867.46,10.84,0.55,0.71,,410668.48,10527.0,14027.0,308198.98,,,,,,,,,,,,,,,,,,0.31,,,22.67,21.68,35899.0,1051015.02,,1.05,22.64,40.78,0.4005,46.76,0.5056,29.277
2023-09-05,24554.0,723213.52,10.96,0.55,0.72,,413151.26,10527.0,14027.0,310062.26,,,,,,,,,,,,,,,,,,0.31,,,22.67,21.68,35899.0,1057369.15,,1.05,22.77,40.88,0.4004,46.67,0.5056,29.454
2023-09-06,49754.0,1441025.1,19.62,1.11,1.46,,771197.8,23127.0,26627.0,669827.3,,,12600.0,0.37,,,,,12600.0,,,,0.37,12600.0,,,,0.68,,,49.81,47.62,23299.0,674808.94,,0.69,49.84,22.48,0.5525,70.5,1.0246,28.963
2023-09-07,49754.0,1407092.87,19.41,1.11,1.44,,753038.19,23127.0,26627.0,654054.69,,,,,,,,,,,,,,,,,,0.67,,,49.81,47.62,23299.0,658919.02,,0.67,49.85,22.39,0.5533,70.59,1.0246,28.281
2023-09-08,41754.0,1181512.94,15.83,0.93,1.19,,640276.22,19127.0,22627.0,541236.72,,,,,,,,0.13,,4000.0,,,,,,,4000.0,0.54,0.13,,43.05,41.08,25299.0,715885.8,,0.72,43.09,28.88,0.5892,71.12,0.8968,28.297
2023-09-11,38254.0,1066942.31,12.48,0.85,1.08,,533471.16,19127.0,19127.0,533471.16,,,,,,,,,,,,,,,,,3500.0,0.54,0.1,,43.05,41.08,25299.0,705614.41,,0.71,43.0,33.78,0.5526,66.22,0.8216,27.891
2023-09-12,38254.0,1074095.81,12.51,0.85,1.07,,537047.91,19127.0,19127.0,537047.91,,,,,,,,,,,,,,,,,,0.54,,,43.05,41.08,25299.0,710345.32,,0.71,43.01,34.22,0.5498,65.78,0.8216,28.078
2023-09-13,5600.0,158183.2,1.84,0.12,0.16,,79091.6,2800.0,2800.0,79091.6,,,,,,,,0.46,,16327.0,,,,,,,16327.0,0.08,0.46,,6.3,6.01,41626.0,1175809.62,,1.16,6.3,,1.0,100.0,0.1203,28.247
2023-09-14,9200.0,263129.2,3.47,0.21,0.26,,183046.4,2800.0,6400.0,80082.8,,,,0.1,,,,,3600.0,,,,0.1,,,,,0.08,,,6.3,6.01,41626.0,1190545.23,,1.17,6.3,,1.0,100.0,0.1976,28.601
2023-09-15,9200.0,256726.0,3.38,0.21,0.26,,178592.0,2800.0,6400.0,78134.0,,,,,,,,,,,,,,,,,,0.08,,,6.15,5.88,42711.0,1191850.46,,1.22,6.16,,1.0,100.0,0.1931,27.905
2023-09-18,9200.0,254637.6,3.35,0.21,0.26,,177139.2,2800.0,6400.0,77498.4,,,,,,,,,,,,,,,,,,0.08,,,6.15,5.88,42711.0,1182155.06,,1.18,6.15,,1.0,100.0,0.1931,27.678
2023-09-19,9200.0,252218.0,3.44,0.21,0.25,,175456.0,2800.0,6400.0,76762.0,,,,,,,,,,,,,,,,,,0.08,,,6.15,5.88,42711.0,1170922.07,,1.18,6.15,,1.0,100.0,0.1931,27.415
2023-09-20,11200.0,306532.8,4.2,0.25,0.31,,229899.6,2800.0,8400.0,76633.2,,,,0.05,,,,,2000.0,,,,0.05,,,,,0.08,,,6.15,5.88,42711.0,1168957.36,,1.17,6.15,,1.0,100.0,0.2351,27.369
2023-09-21,21000.0,559230.0,7.92,0.47,0.57,,354179.0,7700.0,13300.0,205051.0,,,4900.0,0.13,,,,,4900.0,,,,0.13,4900.0,,,,0.21,,,16.92,16.16,37811.0,1006906.93,,1.03,16.92,,1.0,100.0,0.4408,26.63
2023-09-22,21000.0,565278.0,7.87,0.47,0.56,,358009.4,7700.0,13300.0,207268.6,,,,,,,,,,,,,,,,,,0.2,,,16.92,16.16,37811.0,1017796.5,,1.0,16.93,,1.0,100.0,0.4408,26.918
2023-09-25,21000.0,569751.0,8.69,0.47,0.56,,360842.3,7700.0,13300.0,208908.7,,,,,,,,,,,,,,,,,,0.21,,,17.33,16.54,36726.0,996413.11,,0.98,17.33,,1.0,100.0,0.4511,27.131
