,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_y,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity
2010-12-30,4515659.0,102545312.05,1.9,4.62,1.08,120.37,1.0,72353860.48,3292684.0,3186156.0,74772986.24,,,,0.1,,,,0.81,3800.0,30208.0,,,0.1,,,149577.0,74000.0,87.53,1.92,,,6.7,6.7,45815932.0,1040426002.87,,1218.22,6.7,16.94,0.1657,31.85,0.092
2010-12-31,4434676.0,100308833.14,1.87,4.78,1.06,118.26,1.0,70155830.64,3235649.0,3101605.0,73187798.98,,,3568.0,0.76,,,,1.59,26919.0,60603.0,,,0.76,3568.0,,,111470.0,86.14,2.91,,,6.59,6.59,45837560.0,1036809038.06,,1216.45,6.61,17.2,0.1707,32.12,0.0904
2011-01-03,4315254.0,100977827.55,1.82,5.01,1.03,114.87,1.0,72580204.76,3113180.0,3101691.0,72849049.71,0.45,99474.0,15394.0,,2.65,,16947.0,6.84,,250150.0,0.45,99474.0,,15394.0,,12813.0,16861.0,82.95,0.37,,,6.15,6.15,47485740.0,1111176043.15,,1272.3,6.12,20.38,0.1904,33.38,0.0853
2011-01-04,4427229.0,104863991.15,1.86,5.28,1.06,120.51,1.0,72151339.55,3280705.0,3046141.0,77707256.63,,,99384.0,,,,,0.0,,17381.0,,,,99384.0,,85522.0,55550.0,90.17,0.68,,,6.5,6.5,47216088.0,1118367139.83,,1300.45,6.48,19.97,0.1767,31.6,0.0877
2011-01-05,4572123.0,106930076.41,1.92,5.6,1.1,127.37,1.0,73509900.61,3332599.0,3143141.0,77940830.92,,,12175.0,3.04,,,,0.0,97000.0,1475.0,,,3.04,12175.0,,41194.0,,92.73,,,,6.59,6.59,47215516.0,1104248230.74,,1309.02,6.62,19.22,0.176,31.56,0.0905
2011-01-06,4718884.0,111711756.58,1.99,6.03,1.13,131.09,1.0,75832344.18,3439096.0,3203280.0,81414897.08,,234239.0,57154.0,2.18,6.42,,,0.15,68139.0,5303.0,,234239.0,2.18,57154.0,,54646.0,8000.0,94.91,0.16,6.5,,6.83,6.83,46935064.0,1111109839.68,234239.0,1293.47,6.84,18.9,0.1802,32.48,0.0937
2011-01-07,4799232.0,115518691.79,2.02,6.07,1.15,133.95,1.0,78917235.99,3444102.0,3278622.0,82900380.19,,,4586.0,0.75,,35000.0,,,41194.0,,,,0.75,4586.0,0.98,420.0,852.0,96.23,0.0,,,6.84,6.84,46925160.0,1129500114.83,,1311.22,6.84,18.73,0.1779,32.35,0.0953
2011-01-10,4504775.0,107662025.08,1.9,5.66,1.08,126.85,1.0,75047812.26,3240993.0,3140137.0,77458223.7,,,,0.56,,,,6.82,20000.0,257118.0,,,0.56,,,54009.0,158485.0,91.35,4.48,,,6.45,6.45,47019252.0,1123738230.71,,1324.87,6.45,19.9,0.1829,31.97,0.0896
2011-01-11,4706958.0,113337810.43,1.98,5.99,1.13,132.1,1.0,78418280.78,3291494.0,3256738.0,79255162.89,,,39369.0,5.34,,,,2.2,181034.0,74390.0,,,5.34,39369.0,,85522.0,64433.0,92.08,1.93,,,6.56,6.56,46885656.0,1128949438.63,,1314.69,6.55,19.02,0.1938,35.07,0.0938
2011-01-12,4449049.0,103975745.21,1.87,5.77,1.07,124.57,1.0,71986156.48,3210086.0,3080237.0,75020770.51,,,,,,,,2.74,,99254.0,,,,,,17846.0,176501.0,89.57,5.43,,,6.16,6.16,48905224.0,1142931244.42,,1363.52,6.16,20.17,0.2069,36.39,0.0854
2011-01-13,4336327.0,99009580.41,1.82,5.62,1.04,118.96,1.0,68160877.83,3192356.0,2985245.0,72889758.56,,,11607.0,0.32,,,,1.15,20341.0,42337.0,,,0.32,11607.0,,13000.0,115333.0,86.44,3.61,,,6.16,6.16,48653768.0,1110891580.56,,1317.2,6.16,20.45,0.2136,37.67,0.0836
2011-01-14,4300225.0,100460974.38,1.81,5.37,1.03,115.67,1.0,68849522.32,3104935.0,2947099.0,72536854.58,,,13676.0,,,,,3.22,,104856.0,,,,13676.0,,21399.0,38146.0,83.4,2.2,0.47,,6.03,6.03,48350012.0,1129543062.67,17640.0,1301.07,6.02,20.87,0.2175,37.9,0.0836
2011-01-17,4051642.0,94619046.34,1.71,5.0,0.97,110.45,0.0,62491967.48,2928641.0,2675942.0,68393312.76,,,18603.0,,,,,5.31,,216373.0,,,,18603.0,,21476.0,271157.0,80.38,7.06,,,5.66,5.66,48772100.0,1138987499.35,,1336.46,5.67,22.46,0.2234,37.88,0.0784
2011-01-18,3546541.0,83186551.75,1.49,4.36,0.85,97.0,0.0,57513294.93,2649852.0,2451998.0,62154096.21,,,67482.0,0.26,,,,9.82,6756.0,358689.0,,,0.26,67482.0,,12418.0,230700.0,72.49,5.96,,,5.08,5.08,49521884.0,1161569756.56,,1354.01,5.08,16.72,0.2412,42.45,0.068
2011-01-19,3742772.0,87933044.19,1.58,4.68,0.9,102.45,0.0,58369037.21,2699282.0,2484413.0,63417190.09,,,128757.0,0.65,,,,4.48,32415.0,162984.0,,,0.65,128757.0,,83657.0,,74.1,,,,5.2,5.2,49173096.0,1155277431.73,,1350.14,5.2,16.45,0.234,41.71,0.0722
2011-01-20,3649359.0,83043977.59,1.54,4.54,0.88,99.89,0.0,54721166.54,2715566.0,2404716.0,61794797.95,,,30000.0,1.51,,,,0.38,45303.0,13716.0,,,1.51,30000.0,,,125000.0,74.19,3.42,,,5.25,5.25,48994568.0,1114909168.16,,1337.59,5.25,15.65,0.2415,43.64,0.0706
2011-01-21,3478130.0,79444407.14,1.46,4.19,0.83,93.9,0.0,50919357.74,2607123.0,2229284.0,59549626.11,,,,1.66,,,,3.34,63793.0,118792.0,,,1.66,,,10349.0,239225.0,69.51,6.6,,,5.09,5.09,48655528.0,1111347067.52,,1293.75,5.1,16.42,0.2862,48.51,0.0678
2011-01-24,3479907.0,77866187.05,1.46,4.11,0.83,92.6,0.0,50126332.6,2610908.0,2240189.0,58421518.36,,,30543.0,0.3,,,,1.39,10905.0,49870.0,,,0.3,30543.0,,23112.0,,69.48,,,,5.07,5.07,48848708.0,1093035714.52,,1298.91,5.08,16.62,0.2808,47.78,0.0676
2011-01-25,3419645.0,77656121.42,1.44,4.0,0.82,90.3,0.0,49462206.27,2601361.0,2178105.0,59073852.9,,,46017.0,2.53,,,,2.31,97916.0,88059.0,,,2.53,46017.0,,40000.0,160000.0,68.31,4.42,0.2,,5.09,5.09,48539996.0,1102286296.78,7505.0,1276.98,5.08,16.94,0.2866,49.19,0.0669
2011-01-26,2821269.0,65139313.21,1.19,3.26,0.68,74.46,0.0,43603368.07,2260931.0,1888519.0,52201861.13,,,23530.0,,,4200.0,,9.6,,363960.0,,,,23530.0,0.11,,293786.0,60.26,8.18,,,4.42,4.42,48875228.0,1128463391.78,,1306.13,4.41,11.69,0.2771,49.44,0.0552
2011-01-27,3186487.0,73789293.77,1.34,3.67,0.76,85.65,0.0,52048074.83,2372503.0,2247623.0,54939913.71,,,88293.0,9.74,,24996.0,,0.51,334108.0,20349.0,,,9.74,88293.0,0.69,43628.0,,64.1,,,,4.72,4.72,47854744.0,1108169518.1,,1294.9,4.72,10.08,0.2935,51.3,0.0634
2011-01-28,3124500.0,71260422.31,1.31,3.57,0.75,85.0,0.0,49950876.22,2373118.0,2190157.0,54123664.87,,,38479.0,,,,,0.97,,37864.0,,,,38479.0,,,57466.0,64.4,0.75,,,4.73,4.73,47758384.0,1089224712.05,,1293.21,4.74,10.14,0.2893,50.83,0.0623
2011-01-31,2912631.0,65632780.51,1.23,3.45,0.7,78.72,0.0,49239722.49,2146153.0,2185145.0,48361082.74,,,4587.0,0.28,,,,6.41,14596.0,231552.0,,,0.28,4587.0,,,19608.0,57.42,0.44,,,4.34,4.34,47340328.0,1066759694.9,,1261.54,4.35,10.32,0.2878,50.62,0.0589
2011-02-01,2553336.0,57590967.36,1.07,3.04,0.61,67.54,0.0,44098320.01,1947857.0,1955130.0,43934276.14,,,56486.0,0.12,,,,7.04,5000.0,260588.0,,,0.12,56486.0,,5806.0,235015.0,51.26,7.56,,,3.98,3.98,47037872.0,1060947932.79,,1239.27,3.97,12.13,0.3374,55.79,0.0521
2011-02-02,2475004.0,55274911.16,1.04,3.03,0.59,65.63,0.0,42397351.67,1883810.0,1898395.0,42071621.05,,,17380.0,,,,,2.14,,81427.0,,,,17380.0,,,56735.0,49.73,1.48,,,3.84,3.84,47131432.0,1052598588.35,,1241.72,3.85,9.73,0.3485,57.16,0.0505
2011-02-03,2384510.0,53732182.85,1.0,2.84,0.57,63.4,0.0,42811942.72,1712286.0,1899895.0,38584390.27,,,22755.0,0.02,,,,5.48,1500.0,206979.0,,,0.02,22755.0,,12700.0,,45.18,,,,3.52,3.52,46938576.0,1057706676.91,,1235.82,3.53,10.06,0.3821,60.07,0.049
2011-02-04,2355753.0,52470893.91,0.99,2.76,0.56,62.48,0.0,42746968.83,1670795.0,1919184.0,37214473.33,,,3138.0,0.57,,6400.0,,1.19,21000.0,44629.0,,,0.57,3138.0,0.17,,8111.0,44.15,0.17,,,3.44,3.44,46883512.0,1044260490.93,,1235.77,3.45,9.72,0.3723,59.25,0.0485
2011-02-07,2492510.0,54251093.8,1.05,2.84,0.6,65.66,0.0,44091520.8,1746681.0,2025739.0,38017642.77,,,37008.0,1.21,,59000.0,,,47555.0,,,,1.21,37008.0,1.52,38878.0,,45.39,,,,3.61,3.61,46628900.0,1014908196.12,,1208.98,3.62,9.2,0.3467,57.08,0.0515
2011-02-08,2518785.0,56553672.62,1.06,2.76,0.6,65.1,0.0,46271409.17,1725983.0,2060834.0,38753080.36,,,,0.73,,,,0.92,54850.0,31328.0,,,0.73,,,10630.0,19755.0,44.12,0.61,,,3.6,3.6,46211768.0,1037581690.58,,1187.52,3.58,8.27,0.354,57.81,0.0525
2011-02-09,2264205.0,50286851.66,0.95,2.36,0.54,58.17,0.0,42180563.33,1519743.0,1899213.0,33752725.92,,,494.0,0.64,,14713.0,,5.13,25000.0,206734.0,,,0.64,494.0,0.39,,201334.0,39.76,5.02,,,3.19,3.19,46088544.0,1023603328.89,,1207.16,3.19,5.92,0.4161,63.55,0.0476
2011-02-10,2123852.0,46997463.99,0.89,2.18,0.51,55.93,0.0,39296954.97,1365780.0,1775860.0,30222537.34,,,,,,,,4.07,,153963.0,,,,,,,123353.0,35.69,1.71,,,2.86,2.86,46357756.0,1025823347.61,,1207.64,2.87,6.11,0.4475,66.07,0.0445
2011-02-11,2061077.0,46918988.58,0.87,2.07,0.49,54.14,0.0,39062798.76,1318575.0,1715967.0,30016445.47,,,11476.0,,,,,2.18,,81812.0,,,,11476.0,,28432.0,59893.0,34.41,1.7,0.14,,2.8,2.8,45838064.0,1043471739.07,5301.0,1200.67,2.79,6.23,0.4435,65.68,0.0437
2011-02-14,2063189.0,46606052.6,0.87,2.0,0.49,54.46,0.0,38963721.58,1352674.0,1724873.0,30555996.37,,,50211.0,1.96,,,,0.89,71729.0,37630.0,,,1.96,50211.0,,21518.0,62823.0,36.11,1.86,,,2.89,2.89,45396872.0,1025484821.95,,1209.54,2.9,8.2,0.4108,62.8,0.0441
2011-02-15,2086406.0,46168843.62,0.88,1.99,0.5,55.74,0.0,38592762.64,1350817.0,1744037.0,29891429.97,,,5553.0,1.27,,,,0.22,50000.0,7410.0,,,1.27,5553.0,,,30836.0,35.64,0.0,,,2.92,2.92,44965328.0,995011132.45,,1182.86,2.92,10.43,0.3965,61.36,0.045
2011-02-16,2058511.0,46078687.26,0.87,1.96,0.49,54.0,0.0,38487999.99,1333543.0,1719406.0,29850659.45,,,2289.0,0.0,,,,0.58,2289.0,19563.0,,,0.0,2289.0,,,26920.0,34.53,1.35,,,2.91,2.91,44533648.0,996862313.9,,1157.11,2.9,10.75,0.4036,61.92,0.0449
2011-02-17,2067288.0,45313479.53,0.87,1.97,0.5,53.76,0.0,37359364.73,1299546.0,1704406.0,28485122.09,,,16877.0,0.29,,,,1.24,10000.0,50874.0,,,0.29,16877.0,,,25000.0,33.91,0.62,,,2.84,2.84,44503856.0,975492804.08,,1158.62,2.84,11.03,0.3975,61.42,0.0451
2011-02-18,2053863.0,44274152.14,0.86,2.0,0.49,53.27,0.0,36600416.73,1292646.0,1697881.0,27864957.72,,,,0.09,,,,0.25,7283.0,6900.0,,,0.09,,,,13808.0,33.04,0.01,,,2.82,2.82,44570960.0,960795079.28,,1137.43,2.82,11.26,0.4036,61.9,0.0448
2011-02-21,2056879.0,44909755.78,0.87,2.0,0.49,52.53,0.0,36807183.69,1302945.0,1685779.0,28448412.25,,,5000.0,0.1,,,,0.17,5000.0,6400.0,,,0.1,5000.0,,11699.0,17102.0,33.04,0.5,,,2.81,2.81,45006456.0,982667890.21,,1141.89,2.81,11.48,0.3985,61.43,0.0444
2011-02-22,2087684.0,44985395.89,0.88,2.03,0.5,53.25,0.0,36909359.73,1285207.0,1712891.0,27693628.78,,,31032.0,0.72,,,,2.33,41877.0,93584.0,,,0.72,31032.0,,44814.0,14765.0,32.84,0.26,,,2.79,2.79,44816736.0,965710620.73,,1142.89,2.79,10.05,0.3923,61.04,0.0453
2011-02-23,1956514.0,41582798.71,0.82,1.93,0.47,49.77,0.0,33882799.17,1266234.0,1594221.0,26911922.71,,,5500.0,0.0,,4000.0,,1.48,1000.0,56473.0,,,0.0,5500.0,0.1,32000.0,123670.0,31.82,2.99,,,2.77,2.77,44474368.0,945236626.12,,1117.24,2.77,10.66,0.4429,65.13,0.0428
2011-02-24,1956356.0,41921761.35,0.82,1.94,0.47,49.08,0.0,34190510.98,1264734.0,1595563.0,27101343.99,,,,0.14,,,,0.07,5500.0,1500.0,,,0.14,,,,4158.0,31.43,0.55,,,2.76,2.76,44483688.0,953218408.28,,1108.5,2.76,10.7,0.439,64.81,0.0428
2011-02-25,2630704.0,56372022.92,1.11,2.62,0.63,66.2,0.0,44343331.09,1510782.0,2069363.0,32373781.9,,,82784.0,11.61,,29000.0,,1.79,449300.0,72846.0,,,11.61,82784.0,0.72,236110.0,4500.0,37.94,0.11,,,3.29,3.29,44342696.0,950197162.16,,1114.63,3.29,25.24,0.2938,46.92,0.0574
2011-02-28,2717556.0,59798848.92,1.14,2.73,0.65,68.52,0.0,46899881.38,1599934.0,2131363.0,35205976.09,,,47885.0,2.03,,,,0.85,81000.0,35733.0,,,2.03,47885.0,,77000.0,19000.0,40.34,0.77,,,3.51,3.51,43990256.0,967989867.56,,1112.81,3.5,22.74,0.2809,46.62,0.0596
2011-03-01,3029097.0,67223007.39,1.27,2.99,0.73,77.2,0.0,54202711.76,2106941.0,2442397.0,46758129.7,,163839.0,88945.0,8.48,4.23,,,0.08,311034.0,5388.0,,163839.0,8.48,88945.0,,259611.0,,54.01,,,,4.6,4.6,43658052.0,968878035.99,,1130.09,4.56,31.99,0.2793,40.96,0.0662
2011-03-02,2974821.0,64621946.33,1.25,2.89,0.71,76.58,0.0,51868651.52,2107329.0,2387733.0,45777443.93,,,18548.0,1.1,,,,0.46,18160.0,18160.0,,,1.1,18548.0,,,72824.0,53.98,1.8,,,4.6,4.6,43735612.0,950067372.6,,1129.86,4.56,30.74,0.2871,42.9,0.0649
2011-03-03,2945106.0,64504348.25,1.24,2.86,0.71,75.46,0.0,51645819.97,1943380.0,2358018.0,42564328.86,,,36527.0,0.73,,,,6.33,48596.0,243601.0,,,0.73,36527.0,,43125.0,73311.0,49.53,1.97,,0.13,4.22,4.22,44133048.0,966611557.51,,1123.11,4.22,30.79,0.3073,45.23,0.0639
2011-03-04,2958911.0,64288961.85,1.25,2.98,0.71,75.45,0.0,51361299.03,1928408.0,2363913.0,41898978.49,,,19654.0,0.0,,,,0.86,5895.0,34626.0,,,0.0,19654.0,,,,49.33,,,,4.17,4.17,44288256.0,962261453.71,,1132.69,4.17,31.28,0.3071,44.88,0.064
2011-03-07,3017223.0,65452905.91,1.27,3.08,0.72,74.99,0.0,51699071.36,1954941.0,2383204.0,42408721.31,,,20019.0,0.11,,,,0.73,79791.0,28803.0,,,0.11,20019.0,,35317.0,60500.0,49.91,1.58,,,4.23,4.23,44235776.0,959610901.94,,1126.08,4.24,29.19,0.3274,48.46,0.0653
2011-03-08,3230673.0,71089805.19,1.36,3.39,0.77,82.73,0.0,54009361.4,2135021.0,2454453.0,46980374.36,0.13,,199320.0,2.26,,4000.0,5000.0,0.57,89000.0,22275.0,0.13,,2.26,199320.0,0.1,3035.0,26751.0,54.55,0.0,,,4.63,4.63,44007504.0,968369403.64,,1125.89,4.62,28.72,0.3243,48.45,0.07
2011-03-09,3400978.0,75766240.63,1.43,3.64,0.82,87.52,0.0,58473782.02,2191800.0,2624758.0,48828438.82,,,3969.0,3.44,,45000.0,,,129305.0,,,,3.44,3969.0,1.18,52810.0,4000.0,56.58,0.09,,,4.75,4.75,43912996.0,978284076.39,,1136.67,4.74,30.52,0.3155,46.45,0.0738
2011-03-10,3625230.0,79044722.89,1.53,3.89,0.87,94.45,0.0,60901762.99,2028778.0,2793139.0,44235591.9,,,,5.6,,,,5.63,195037.0,219993.0,,,5.6,,,56971.0,26656.0,52.71,0.36,,,4.37,4.37,44345168.0,966904587.04,,1153.04,4.37,28.08,0.2969,45.35,0.0782
2011-03-11,3608898.0,77749099.4,1.52,3.94,0.87,92.79,0.0,60001380.27,1996868.0,2785098.0,43019971.37,,,,1.87,,,,0.84,98900.0,31910.0,,,1.87,,,,106941.0,50.65,2.78,,,4.31,4.31,44328884.0,955009204.6,,1125.3,4.31,28.45,0.2895,44.26,0.0779
2011-03-14,3722911.0,77710862.69,1.57,4.11,0.89,94.0,0.0,62409681.0,1999238.0,2989874.0,41731459.52,,,6688.0,3.46,,24000.0,,1.08,188776.0,42080.0,,,3.46,6688.0,0.59,37762.0,8000.0,49.96,0.22,,,4.33,4.33,44219208.0,923017714.18,,1102.74,4.33,29.06,0.2796,42.56,0.0806
2011-03-15,3795651.0,77819903.05,1.6,4.23,0.91,94.06,0.0,62869808.99,2028913.0,3066463.0,41597558.09,,,13514.0,0.91,,,,0.23,76589.0,8652.0,,,0.91,13514.0,,24813.0,,49.7,,,,4.4,4.4,44110192.0,904364196.03,,1072.61,4.43,28.3,0.2729,41.94,0.0823
2011-03-16,3786871.0,76007579.63,1.59,4.16,0.91,92.28,0.0,61562355.85,2019419.0,3067177.0,40532447.62,,,9081.0,0.0,,,,1.35,6432.0,55438.0,,,0.0,9081.0,,36863.0,5718.0,48.8,0.79,,,4.43,4.43,43567316.0,874454461.26,,1042.51,4.47,28.53,0.2722,41.69,0.0831
2011-03-17,3546262.0,73221411.36,1.49,3.98,0.85,84.29,0.0,56877126.21,2034341.0,2754675.0,42004036.7,,,18996.0,,,,,0.09,,4074.0,,,,18996.0,,,312502.0,48.11,8.1,,,4.47,4.47,43503156.0,898231005.16,,1029.23,4.47,30.73,0.2587,38.15,0.0779
2011-03-18,3775704.0,79908588.91,1.59,4.21,0.91,90.29,0.0,64360895.98,2034358.0,3041071.0,43054931.51,,,4741.0,6.57,,,,0.34,286396.0,14056.0,,,6.57,4741.0,,9332.0,,49.18,,,,4.49,4.49,43286792.0,916116959.2,,1052.5,4.46,29.71,0.2685,40.42,0.0833
2011-03-21,3725563.0,80135298.98,1.57,4.01,0.89,91.26,0.0,64333650.98,2053717.0,2990930.0,44174592.08,,,13505.0,1.33,,,,0.51,50000.0,21573.0,,,1.33,13505.0,,27427.0,100141.0,50.82,1.84,,,4.57,4.57,42919756.0,923185966.53,,1068.23,4.54,27.95,0.2668,41.24,0.0828
2011-03-22,3536235.0,75051778.96,1.49,3.88,0.85,88.24,0.0,59147504.67,2078195.0,2786869.0,44106862.74,,,27988.0,6.43,,,,0.63,213834.0,25059.0,,,6.43,27988.0,,21549.0,417895.0,52.04,10.13,,,4.65,4.65,42593796.0,903995396.94,,1069.46,4.64,16.62,0.2517,44.61,0.0792
2011-03-23,3584936.0,75549902.07,1.51,4.09,0.86,89.75,0.0,58566233.78,1935059.0,2779040.0,40779951.99,,,17904.0,2.23,,25747.0,,6.12,91756.0,243104.0,,,2.23,17904.0,0.64,82064.0,125332.0,48.1,3.28,,,4.36,4.36,42493516.0,895519745.02,,1057.36,4.35,13.43,0.2453,44.9,0.0807
2011-03-24,3153202.0,68133568.24,1.33,3.61,0.76,78.47,0.0,52949507.0,1698163.0,2450488.0,36693464.18,,,2123.0,0.06,,,,7.48,8230.0,300453.0,,,0.06,2123.0,,61434.0,336782.0,42.28,8.22,,,3.82,3.82,42702188.0,922697765.63,,1061.73,3.83,14.69,0.2908,50.04,0.071
2011-03-25,2994522.0,63081799.31,1.26,3.45,0.72,74.84,0.0,48605722.88,1682635.0,2307336.0,35445938.75,,,,,,,,0.4,,16590.0,,,,,,1062.0,143152.0,42.22,3.91,,,3.81,3.81,42533064.0,895990147.16,,1071.21,3.79,15.96,0.2874,49.44,0.0677
2011-03-28,2992430.0,63331463.15,1.26,3.5,0.72,75.14,0.0,45058072.66,1858872.0,2129007.0,39340964.89,,,2262.0,2.17,,,,0.13,49901.0,5398.0,,,2.17,2262.0,,179373.0,228230.0,46.11,6.03,,,4.21,4.21,42326648.0,895796575.99,,1047.56,4.22,15.15,0.3146,52.37,0.0677
2011-03-29,2921716.0,61847348.96,1.23,3.42,0.7,72.52,0.0,43570421.75,1858865.0,2058300.0,39348749.96,,,,,,,,0.0,,7.0,,,,,,,70707.0,46.17,2.76,,,4.19,4.19,42538304.0,900457584.42,,1054.53,4.19,15.82,0.3235,52.98,0.0658
2011-03-30,2774262.0,59093056.86,1.17,3.27,0.67,68.93,0.0,40550665.59,1845965.0,1903746.0,39319903.71,,,564.0,,,,,0.51,,20564.0,,,,564.0,,7100.0,154554.0,45.74,3.63,,,4.17,4.17,42416624.0,903493604.35,,1052.98,4.16,16.71,0.3343,53.85,0.0627
2011-03-31,3082303.0,65615008.15,1.3,3.57,0.74,76.71,0.0,43211260.88,1997878.0,2029874.0,42530141.02,,,205954.0,5.54,,,,1.36,221500.0,54646.0,,,5.54,205954.0,,605.0,95372.0,49.76,2.48,,,4.52,4.52,42172112.0,897745443.14,,1050.87,4.52,15.71,0.2682,45.27,0.0698
2011-04-01,3263657.0,71133107.35,1.37,3.72,0.78,81.58,0.0,46701744.1,2071384.0,2142722.0,45146895.17,,,6062.0,2.91,,,,0.06,112848.0,2465.0,,,2.91,6062.0,,69909.0,,52.04,,,,4.68,4.68,42190160.0,919556552.85,,1058.92,4.68,14.95,0.2789,46.97,0.0737
2011-04-04,3228657.0,70356484.91,1.36,3.66,0.77,81.81,0.0,45929905.56,2071384.0,2107722.0,45138054.97,,,2465.0,,,,,0.06,,2465.0,,,,2465.0,,,35000.0,52.84,0.87,,,4.69,4.69,42071644.0,916793882.51,,1072.87,4.69,15.3,0.2829,47.2,0.0731
2011-04-05,3221739.0,69765744.09,1.36,3.65,0.77,82.07,0.0,45364595.08,2070779.0,2094909.0,44842067.52,,,3658.0,,,,,0.11,,4263.0,,,,3658.0,,,12813.0,52.55,0.35,,,4.71,4.71,41865628.0,906586998.28,,1068.1,4.69,14.77,0.2871,47.89,0.0733
2011-04-06,3298887.0,69535707.69,1.39,3.72,0.79,83.56,0.0,43506919.93,2165984.0,2064039.0,45655771.26,,,3590.0,,,,,1.49,,58385.0,,,,3590.0,,150000.0,30870.0,54.29,0.84,,,4.91,4.91,41951344.0,884272905.83,,1054.29,4.9,14.4,0.2754,46.97,0.0748
2011-04-07,3981887.0,82385912.39,1.68,4.46,0.95,99.66,0.0,46801967.73,2650984.0,2262039.0,54849305.26,,,355000.0,4.94,,,,,200000.0,,,,4.94,355000.0,,130000.0,2000.0,65.43,0.05,,,6.16,6.16,40356180.0,834976158.3,,992.57,6.18,19.45,0.2363,38.36,0.0926
2011-04-08,5487991.0,112493489.97,2.31,6.13,1.32,134.8,1.0,70987915.68,3231036.0,3463143.0,66230158.88,,,60370.0,3.6,,1051104.0,,0.17,150000.0,6370.0,,,3.6,60370.0,26.28,526052.0,,78.06,,,,7.29,7.29,41110828.0,842694624.94,,990.91,7.3,19.6,0.1758,28.84,0.1238
2011-04-11,5773029.0,116266642.1,2.43,6.48,1.38,140.42,1.0,75086485.22,3434715.0,3728296.0,69173873.82,,,116636.0,4.55,,81359.0,,0.36,183794.0,14160.0,,,4.55,116636.0,1.95,101203.0,,82.13,,,,7.66,7.66,41413880.0,834060034.01,,990.03,7.66,18.68,0.1708,27.28,0.1287
2011-04-12,5704958.0,112899225.0,2.4,6.29,1.37,137.66,1.0,77550761.63,3176190.0,3918750.0,62855745.73,,,,3.04,,55454.0,,8.99,135000.0,380000.0,,,3.04,,1.29,121475.0,,75.05,,,,7.18,7.18,41080072.0,812960987.91,,964.01,7.22,18.87,0.1819,27.58,0.1289
2011-04-13,5926223.0,121400546.11,2.49,6.47,1.42,141.33,1.0,84131612.16,3496317.0,4106923.0,71623155.79,,689.0,73571.0,3.96,0.02,71955.0,,0.13,171672.0,5585.0,,689.0,3.96,73571.0,1.79,251452.0,55454.0,82.08,1.29,,,7.93,7.93,40569464.0,831078257.59,,951.28,7.94,18.42,0.1723,26.5,0.1345
2011-04-14,6299897.0,129351127.68,2.65,6.55,1.51,152.16,1.0,91361702.41,3569748.0,4449666.0,73294996.62,,,56064.0,8.21,,25000.0,,0.77,317743.0,33214.0,,,8.21,56064.0,0.62,50581.0,,85.11,,,,8.07,8.07,40683300.0,835320122.36,,973.75,8.04,17.28,0.1569,24.45,0.1424
2011-04-15,6322033.0,130291287.95,2.66,6.48,1.52,153.99,1.0,93230163.71,3774125.0,4523742.0,77781246.5,,,80604.0,6.17,,351260.0,,0.82,257444.0,34786.0,,,6.17,80604.0,8.47,191530.0,534628.0,90.58,11.85,0.79,,8.52,8.52,40538972.0,835470943.31,32971.0,976.77,8.49,16.57,0.1228,16.97,0.1427
2011-04-18,7525545.0,150951428.86,3.17,7.68,1.8,184.48,1.0,106876643.28,4513012.0,5328237.0,90524421.8,,32971.0,125514.0,24.06,0.81,,,,958169.0,,,32971.0,24.06,125514.0,,580402.0,153674.0,108.73,4.06,,,9.96,9.96,40809140.0,818571677.33,,982.33,9.97,16.29,0.1238,18.78,0.166
2011-04-19,11331378.0,229708861.97,4.77,11.4,2.72,269.75,1.0,179729238.06,5537913.0,8865918.0,112264165.31,,,107914.0,86.03,,94154.0,,3.25,3715456.0,127643.0,,,86.03,107914.0,2.42,1044630.0,271929.0,130.04,6.86,,,12.15,12.15,40050556.0,811901927.57,,941.52,12.14,11.78,0.191,37.54,0.2486
2011-04-20,15068584.0,312800488.78,6.34,14.83,3.61,360.58,1.0,219225410.98,8245676.0,10560778.0,171167475.53,,,1053530.0,17.6,,935129.0,,5.83,760793.0,248483.0,,,17.6,1053530.0,23.65,1902716.0,1062.0,194.87,0.05,,,18.28,18.28,36870788.0,765380510.09,,878.79,18.15,14.9,0.1406,28.29,0.334
