,3297B FP Equity_PX_LAST
2014-07-08,152.1
2014-07-09,152.0
2014-07-10,151.9
2014-07-11,151.4
2014-07-14,152.7
2014-07-15,152.4
2014-07-16,153.4
2014-07-17,152.5
2014-07-18,153.0
2014-07-21,153.0
2014-07-22,154.3
2014-07-23,154.5
2014-07-24,155.5
2014-07-25,152.5
2014-07-28,152.4
2014-07-29,152.5
2014-07-30,151.4
2014-07-31,149.6
2014-08-01,148.2
2014-08-04,147.9
2014-08-05,149.4
2014-08-06,149.2
2014-08-07,148.7
2014-08-08,147.5
2014-08-11,150.1
2014-08-12,150.1
2014-08-13,150.2
2014-08-14,150.7
2014-08-15,150.5
2014-08-18,152.7
2014-08-19,153.7
2014-08-20,153.4
2014-08-21,153.7
2014-08-22,153.6
2014-08-25,155.3
2014-08-26,155.9
2014-08-27,155.9
2014-08-28,155.2
2014-08-29,155.3
2014-09-01,155.8
2014-09-02,156.0
2014-09-03,156.5
2014-09-04,159.2
2014-09-05,158.8
2014-09-08,158.7
2014-09-09,158.6
2014-09-10,158.1
2014-09-11,158.3
2014-09-12,158.0
2014-09-15,158.1
2014-09-16,157.7
2014-09-17,157.7
2014-09-18,157.9
2014-09-19,157.9
2014-09-22,156.2
2014-09-23,154.8
2014-09-24,155.6
2014-09-25,154.6
2014-09-26,154.7
2014-09-29,153.6
2014-09-30,154.3
2014-10-01,152.6
2014-10-02,150.7
2014-10-03,151.5
2014-10-06,153.9
2014-10-07,151.3
2014-10-08,150.6
2014-10-09,150.8
2014-10-10,147.6
2014-10-13,145.8
2014-10-14,145.7
2014-10-15,143.2
2014-10-16,143.6
2014-10-17,146.2
2014-10-20,146.2
2014-10-21,150.4
2014-10-22,152.0
2014-10-23,152.3
2014-10-24,152.0
2014-10-27,152.0
2014-10-28,153.0
2014-10-29,154.0
2014-10-30,155.4
2014-10-31,157.6
2014-11-03,158.1
2014-11-04,153.4
2014-11-05,155.5
2014-11-06,157.3
2014-11-07,157.9
2014-11-10,158.4
2014-11-11,158.9
2014-11-12,158.6
2014-11-13,159.7
2014-11-14,159.5
2014-11-17,159.6
2014-11-18,160.2
2014-11-19,160.5
2014-11-20,162.0
2014-11-21,164.8
2014-11-24,165.5
2014-11-25,165.6
2014-11-26,165.4
2014-11-27,166.2
2014-11-28,169.0
2014-12-01,166.9
2014-12-02,167.7
2014-12-03,169.1
2014-12-04,168.0
2014-12-08,170.7
2014-12-09,167.0
2014-12-10,166.6
2014-12-11,167.3
2014-12-12,164.0
2014-12-15,162.3
2014-12-16,163.1
2014-12-17,163.3
2014-12-18,167.5
2014-12-19,168.2
2014-12-22,168.8
2014-12-23,171.1
2014-12-29,172.4
2014-12-30,171.9
2015-01-02,171.8
2015-01-05,169.3
2015-01-06,166.3
2015-01-07,168.7
2015-01-08,172.8
2015-01-09,170.9
2015-01-12,171.2
2015-01-13,173.0
2015-01-14,169.4
2015-01-15,171.4
2015-01-16,171.3
2015-01-19,172.2
2015-01-20,173.4
2015-01-21,174.8
2015-01-22,176.4
2015-01-26,180.6
2015-01-27,179.2
2015-01-28,179.3
2015-01-29,179.1
2015-01-30,178.2
2015-02-02,177.6
2015-02-03,178.1
2015-02-04,180.3
2015-02-05,180.6
2015-02-06,182.3
2015-02-09,180.3
2015-02-10,181.9
2015-02-11,183.1
2015-02-12,182.4
2015-02-13,183.5
2015-02-16,183.2
2015-02-17,183.0
2015-02-18,183.2
2015-02-19,184.5
2015-02-20,184.2
2015-02-23,185.6
2015-02-24,185.8
2015-02-25,185.6
2015-02-26,187.1
2015-02-27,186.7
2015-03-02,188.2
2015-03-03,186.6
2015-03-04,188.6
2015-03-05,190.7
2015-03-06,191.7
2015-03-09,189.2
2015-03-10,189.1
2015-03-11,192.0
2015-03-12,192.1
2015-03-13,192.4
2015-03-16,194.1
2015-03-17,192.5
2015-03-18,192.1
2015-03-19,193.8
2015-03-20,193.9
2015-03-23,191.9
2015-03-24,192.4
2015-03-25,189.6
2015-03-26,188.5
2015-03-27,190.6
2015-03-30,193.3
2015-03-31,194.0
2015-04-01,192.5
2015-04-02,192.8
2015-04-07,194.6
2015-04-08,196.5
2015-04-09,199.9
2015-04-10,201.3
2015-04-13,200.8
2015-04-14,198.1
2015-04-15,200.0
2015-04-16,197.8
2015-04-17,194.1
2015-04-20,192.8
2015-04-21,194.1
2015-04-22,192.8
2015-04-23,192.1
2015-04-24,192.6
2015-04-27,193.2
2015-04-28,189.8
2015-04-29,186.1
2015-04-30,184.9
2015-05-04,187.5
2015-05-05,185.7
2015-05-06,182.9
2015-05-07,183.9
2015-05-08,186.9
2015-05-11,187.4
2015-05-12,184.8
2015-05-13,182.7
2015-05-14,184.5
2015-05-15,185.1
2015-05-18,186.4
2015-05-19,190.6
2015-05-20,191.7
2015-05-21,191.6
2015-05-22,192.1
2015-05-25,192.5
2015-05-26,191.9
2015-05-27,191.8
2015-05-28,191.0
2015-05-29,187.8
2015-06-01,189.3
2015-06-02,188.5
2015-06-03,187.9
2015-06-04,187.0
2015-06-05,186.1
2015-06-08,185.0
2015-06-09,182.3
2015-06-10,185.5
2015-06-11,186.0
2015-06-12,184.8
2015-06-15,182.9
2015-06-16,183.5
2015-06-17,182.8
2015-06-18,183.0
2015-06-19,184.3
2015-06-22,186.9
2015-06-23,189.2
2015-06-24,190.0
2015-06-25,189.5
2015-06-26,190.4
2015-06-29,186.2
2015-06-30,183.0
2015-07-01,185.7
2015-07-02,184.9
2015-07-03,184.3
2015-07-06,182.4
2015-07-07,180.4
2015-07-08,179.2
2015-07-09,182.1
2015-07-10,184.5
2015-07-13,188.8
2015-07-14,189.8
2015-07-15,189.6
2015-07-16,191.2
2015-07-17,191.7
2015-07-20,192.1
2015-07-21,191.1
2015-07-22,191.4
2015-07-23,191.0
2015-07-24,188.8
2015-07-27,183.9
2015-07-28,186.4
2015-07-29,189.6
2015-07-30,190.7
2015-07-31,193.2
2015-08-03,192.9
2015-08-04,193.5
2015-08-05,196.4
2015-08-06,195.6
2015-08-07,194.0
2015-08-10,195.6
2015-08-11,190.0
2015-08-12,182.7
2015-08-13,186.3
2015-08-14,186.5
2015-08-17,186.9
2015-08-18,187.1
2015-08-19,184.1
2015-08-20,179.2
2015-08-21,173.2
2015-08-24,163.0
2015-08-25,170.3
2015-08-26,167.7
2015-08-27,173.8
2015-08-28,174.0
2015-08-31,173.3
2015-09-01,169.1
2015-09-02,170.4
2015-09-03,175.0
2015-09-04,170.8
2015-09-07,170.4
2015-09-08,171.7
2015-09-09,173.7
2015-09-10,170.1
2015-09-11,169.3
2015-09-14,169.6
2015-09-15,171.0
2015-09-16,175.3
2015-09-17,176.2
2015-09-18,172.6
2015-09-21,175.3
2015-09-22,170.4
2015-09-23,171.0
2015-09-24,166.6
2015-09-25,172.1
2015-09-28,166.7
2015-09-29,165.3
2015-09-30,170.7
2015-10-01,170.3
2015-10-02,169.4
2015-10-05,176.3
2015-10-06,178.3
2015-10-07,176.9
2015-10-08,178.5
2015-10-09,179.1
2015-10-12,179.7
2015-10-13,177.6
2015-10-14,175.2
2015-10-15,176.2
2015-10-16,176.1
2015-10-19,177.0
2015-10-20,176.5
2015-10-21,176.0
2015-10-22,180.7
2015-10-23,184.1
2015-10-26,183.0
2015-10-27,182.7
2015-10-28,183.3
2015-10-29,183.7
2015-10-30,183.5
2015-11-02,184.5
2015-11-03,185.6
2015-11-04,188.0
2015-11-05,190.5
2015-11-06,188.8
2015-11-09,185.7
2015-11-10,186.5
2015-11-11,187.4
2015-11-12,185.4
2015-11-13,180.7
2015-11-16,178.2
2015-11-17,182.8
2015-11-18,181.7
2015-11-19,182.2
2015-11-20,183.5
2015-11-23,184.7
2015-11-24,180.7
2015-11-25,184.1
2015-11-26,184.1
2015-11-27,183.5
2015-11-30,184.0
2015-12-01,183.9
2015-12-02,185.8
2015-12-03,179.0
2015-12-04,177.7
2015-12-07,179.2
2015-12-08,176.7
2015-12-09,174.9
2015-12-10,174.9
2015-12-11,170.5
2015-12-14,167.3
2015-12-15,172.1
2015-12-16,173.1
2015-12-17,174.8
2015-12-18,172.5
2015-12-21,171.8
2015-12-22,171.5
2015-12-23,175.7
2015-12-28,173.3
2015-12-29,176.7
2015-12-30,177.2
2016-01-04,170.6
2016-01-05,171.6
2016-01-06,169.3
2016-01-07,166.1
2016-01-08,163.3
2016-01-11,162.3
2016-01-12,164.7
2016-01-13,164.8
2016-01-14,160.3
2016-01-15,157.0
2016-01-18,157.3
2016-01-19,158.7
2016-01-20,152.8
2016-01-22,162.7
2016-01-25,160.7
2016-01-26,161.4
2016-01-27,162.3
2016-01-28,158.7
2016-01-29,162.9
2016-02-01,164.2
2016-02-02,162.1
2016-02-03,162.6
2016-02-04,160.4
2016-02-05,159.6
2016-02-08,155.3
2016-02-09,153.3
2016-02-10,155.4
2016-02-11,149.0
2016-02-12,152.3
2016-02-15,156.3
2016-02-16,156.4
2016-02-17,161.2
2016-02-18,160.8
2016-02-19,160.5
2016-02-22,163.7
2016-02-23,162.9
2016-02-24,159.6
2016-02-25,162.7
2016-02-26,165.4
2016-02-29,166.4
2016-03-01,169.0
2016-03-02,169.3
2016-03-03,168.2
2016-03-04,169.5
2016-03-07,169.7
2016-03-08,168.7
2016-03-09,168.7
2016-03-10,166.5
2016-03-11,169.8
2016-03-14,171.6
2016-03-15,168.9
2016-03-16,168.1
2016-03-17,166.9
2016-03-18,169.0
2016-03-21,168.3
2016-03-22,166.8
2016-03-23,167.7
2016-03-24,165.4
2016-03-29,167.0
2016-03-30,170.2
2016-03-31,169.0
2016-04-01,168.0
2016-04-04,168.0
2016-04-05,165.7
2016-04-06,165.7
2016-04-07,163.8
2016-04-08,164.1
2016-04-11,163.6
2016-04-12,164.3
2016-04-13,169.1
2016-04-14,169.3
2016-04-15,168.3
2016-04-18,167.9
2016-04-19,168.6
2016-04-20,169.4
2016-04-21,167.3
2016-04-22,164.8
2016-04-25,164.8
2016-04-26,165.3
2016-04-27,166.4
2016-04-28,166.6
2016-04-29,162.1
2016-05-02,163.4
2016-05-03,161.4
2016-05-04,159.9
2016-05-05,159.8
2016-05-06,158.2
2016-05-09,160.3
2016-05-10,161.6
2016-05-11,158.1
2016-05-12,157.1
2016-05-13,158.9
2016-05-17,157.6
2016-05-18,157.6
2016-05-19,156.9
2016-05-20,157.9
2016-05-23,157.5
2016-05-24,160.1
2016-05-25,159.6
2016-05-26,159.6
2016-05-27,160.5
2016-05-30,160.9
2016-05-31,160.1
2016-06-01,160.1
2016-06-02,161.1
2016-06-03,159.2
2016-06-06,160.0
2016-06-07,162.2
2016-06-08,161.4
2016-06-09,161.0
2016-06-10,158.9
2016-06-13,156.6
2016-06-14,154.2
2016-06-15,157.2
2016-06-16,155.9
2016-06-17,156.6
2016-06-20,161.3
2016-06-21,161.6
2016-06-22,162.5
2016-06-23,162.6
2016-06-24,156.2
2016-06-27,148.7
2016-06-28,150.7
2016-06-29,153.7
2016-06-30,154.6
2016-07-01,156.2
2016-07-04,156.1
2016-07-05,153.4
2016-07-06,151.9
2016-07-07,153.7
2016-07-08,156.5
2016-07-11,158.5
2016-07-12,160.6
2016-07-13,159.9
2016-07-14,161.3
2016-07-15,159.8
2016-07-18,160.6
2016-07-19,159.5
2016-07-20,161.5
2016-07-21,162.5
2016-07-22,162.0
2016-07-25,163.5
2016-07-26,163.8
2016-07-27,165.8
2016-07-28,164.4
2016-07-29,164.6
2016-08-01,164.7
2016-08-02,159.8
2016-08-03,159.1
2016-08-04,161.4
2016-08-05,164.3
2016-08-08,164.5
2016-08-09,163.6
2016-08-11,165.7
2016-08-12,167.3
2016-08-15,168.0
2016-08-16,166.8
2016-08-17,165.1
2016-08-18,165.6
2016-08-19,165.2
2016-08-22,164.8
2016-08-23,166.4
2016-08-24,166.3
2016-08-25,166.0
2016-08-26,166.0
2016-08-29,165.9
2016-08-30,165.6
2016-08-31,164.0
2016-09-01,164.6
2016-09-02,166.5
2016-09-05,166.2
2016-09-06,165.3
2016-09-07,165.4
2016-09-08,164.5
2016-09-09,162.3
2016-09-12,162.1
2016-09-13,161.9
2016-09-14,160.6
2016-09-15,160.7
2016-09-16,160.3
2016-09-19,161.9
2016-09-20,162.6
2016-09-21,162.7
2016-09-22,165.1
2016-09-23,165.5
2016-09-26,163.2
2016-09-27,164.2
2016-09-28,164.4
2016-09-29,163.8
2016-09-30,165.0
2016-10-05,166.1
2016-10-06,165.8
2016-10-07,165.4
2016-10-10,166.6
2016-10-11,168.3
2016-10-12,168.5
2016-10-13,167.3
2016-10-14,169.5
2016-10-17,167.8
2016-10-18,169.6
2016-10-19,171.7
2016-10-20,171.5
2016-10-21,171.3
2016-10-24,171.8
2016-10-25,170.7
2016-10-26,171.2
2016-10-27,170.2
2016-10-28,171.5
2016-10-31,172.0
2016-11-01,170.3
2016-11-02,167.8
2016-11-03,167.3
2016-11-04,168.3
2016-11-07,170.9
2016-11-08,171.1
2016-11-09,171.3
2016-11-10,173.6
2016-11-11,173.2
2016-11-14,175.2
2016-11-15,175.1
2016-11-16,174.3
2016-11-17,176.4
2016-11-18,177.1
2016-11-21,176.8
2016-11-22,176.9
2016-11-23,177.2
2016-11-24,177.1
2016-11-25,177.3
2016-11-28,175.4
2016-11-29,177.1
2016-11-30,177.2
2016-12-01,175.1
2016-12-02,174.4
2016-12-05,176.7
2016-12-06,177.2
2016-12-07,178.7
2016-12-08,182.7
2016-12-09,183.5
2016-12-12,181.3
2016-12-13,181.8
2016-12-14,181.1
2016-12-15,181.7
2016-12-16,181.0
2016-12-19,180.5
2016-12-20,182.2
2016-12-21,181.1
2016-12-22,179.8
2016-12-23,179.7
2016-12-27,180.3
2016-12-28,180.7
2016-12-29,179.1
2016-12-30,179.1
2017-01-02,179.7
2017-01-03,180.6
2017-01-04,180.8
2017-01-05,179.2
2017-01-06,180.5
2017-01-09,180.8
2017-01-10,182.2
2017-01-11,183.5
2017-01-12,184.2
2017-01-13,185.8
2017-01-16,185.6
2017-01-17,184.9
2017-01-18,185.0
2017-01-19,186.0
2017-01-20,185.6
2017-01-23,184.9
2017-01-24,185.4
2017-01-25,188.1
2017-01-26,190.1
2017-01-27,188.3
2017-01-30,186.6
2017-01-31,186.1
2017-02-01,186.2
2017-02-02,186.1
2017-02-03,187.1
2017-02-06,185.7
2017-02-07,184.9
2017-02-08,184.5
2017-02-09,185.7
2017-02-10,186.0
2017-02-13,188.2
2017-02-14,188.3
2017-02-15,188.7
2017-02-16,188.4
2017-02-17,188.3
2017-02-20,189.4
2017-02-21,191.0
2017-02-22,191.9
2017-02-23,192.3
2017-02-24,191.2
2017-02-27,191.2
2017-02-28,191.2
2017-03-01,193.8
2017-03-02,193.7
2017-03-03,192.4
2017-03-06,191.8
2017-03-07,191.1
2017-03-08,192.8
2017-03-09,192.5
2017-03-10,193.3
2017-03-13,193.7
2017-03-14,193.7
2017-03-15,193.8
2017-03-16,194.6
2017-03-17,195.4
2017-03-20,195.0
2017-03-21,193.4
2017-03-22,193.9
2017-03-23,196.4
2017-03-24,196.4
2017-03-27,195.2
2017-03-28,196.4
2017-03-29,198.2
2017-03-30,198.5
2017-03-31,199.1
2017-04-03,198.6
2017-04-04,198.3
2017-04-05,198.2
2017-04-06,198.8
2017-04-07,199.4
2017-04-10,199.8
2017-04-11,199.2
2017-04-12,199.2
2017-04-13,199.2
2017-04-18,197.7
2017-04-19,197.4
2017-04-20,198.0
2017-04-21,198.2
2017-04-24,199.4
2017-04-25,203.0
2017-04-26,205.5
2017-04-27,205.7
2017-04-28,206.8
2017-05-02,206.9
2017-05-03,207.7
2017-05-04,208.9
2017-05-05,209.6
2017-05-08,209.9
2017-05-09,211.0
2017-05-10,211.5
2017-05-11,210.7
2017-05-12,209.1
2017-05-15,209.3
2017-05-16,208.2
2017-05-17,205.1
2017-05-18,205.6
2017-05-19,206.3
2017-05-22,206.8
2017-05-23,206.8
2017-05-24,205.8
2017-05-25,206.6
2017-05-26,206.9
2017-05-29,207.1
2017-05-30,206.8
2017-05-31,206.2
2017-06-01,207.9
2017-06-02,209.1
2017-06-06,207.9
2017-06-07,208.3
2017-06-08,208.2
2017-06-09,208.4
2017-06-12,206.9
2017-06-13,208.2
2017-06-14,208.4
2017-06-15,208.7
2017-06-16,209.9
2017-06-19,212.0
2017-06-20,212.6
2017-06-21,211.8
2017-06-22,211.9
2017-06-23,210.9
2017-06-26,211.6
2017-06-27,210.0
2017-06-28,209.1
2017-06-29,204.7
2017-06-30,205.2
2017-07-03,206.7
2017-07-04,205.9
2017-07-05,206.7
2017-07-06,203.2
2017-07-07,203.5
2017-07-10,202.8
2017-07-11,200.1
2017-07-12,202.4
2017-07-13,202.5
2017-07-14,202.4
2017-07-17,204.7
2017-07-18,202.7
2017-07-19,204.5
2017-07-20,204.3
2017-07-21,204.3
2017-07-24,204.4
2017-07-25,205.2
2017-07-26,205.0
2017-07-27,204.8
2017-07-28,203.4
2017-07-31,203.8
2017-08-01,205.2
2017-08-02,204.2
2017-08-03,206.4
2017-08-04,208.8
2017-08-07,208.4
2017-08-08,211.6
2017-08-09,209.8
2017-08-10,209.6
2017-08-11,208.0
2017-08-14,210.9
2017-08-15,211.4
2017-08-16,212.1
2017-08-17,211.6
2017-08-18,210.2
2017-08-21,209.7
2017-08-22,211.0
2017-08-23,209.6
2017-08-24,210.8
2017-08-25,210.7
2017-08-28,209.6
2017-08-29,208.5
2017-08-30,210.6
2017-08-31,211.8
2017-09-01,213.4
2017-09-04,212.3
2017-09-05,210.7
2017-09-06,211.0
2017-09-07,211.1
2017-09-08,211.0
2017-09-11,214.7
2017-09-12,215.5
2017-09-13,216.7
2017-09-14,215.8
2017-09-15,213.0
2017-09-18,214.2
2017-09-19,212.6
2017-09-20,210.8
2017-09-21,211.4
2017-09-25,211.1
2017-09-26,212.4
2017-09-27,213.0
2017-09-28,211.9
2017-09-29,213.5
2017-10-02,214.4
2017-10-04,217.2
2017-10-05,218.0
2017-10-06,216.7
2017-10-09,216.5
2017-10-10,217.6
2017-10-11,218.0
2017-10-12,218.7
2017-10-13,220.0
2017-10-16,219.9
2017-10-17,220.6
2017-10-18,220.5
2017-10-19,218.9
2017-10-20,219.1
2017-10-23,220.8
2017-10-24,220.0
2017-10-25,218.4
2017-10-26,221.7
2017-10-27,224.0
2017-10-30,223.5
2017-11-01,225.9
2017-11-02,223.3
2017-11-03,224.9
2017-11-06,226.0
2017-11-07,225.6
2017-11-08,226.1
2017-11-09,224.6
2017-11-10,223.2
2017-11-13,223.7
2017-11-14,222.2
2017-11-15,221.3
2017-11-16,223.8
2017-11-17,224.2
2017-11-20,225.3
2017-11-21,227.0
2017-11-22,226.0
2017-11-23,225.8
2017-11-24,225.2
2017-11-27,224.2
2017-11-28,225.5
2017-11-29,224.5
2017-11-30,224.0
2017-12-01,223.5
2017-12-04,225.6
2017-12-05,225.1
2017-12-06,226.4
2017-12-07,227.5
2017-12-08,228.9
2017-12-11,228.5
2017-12-12,229.4
2017-12-13,229.5
2017-12-14,229.4
2017-12-15,230.2
2017-12-18,233.1
2017-12-19,232.1
2017-12-20,229.2
2017-12-21,229.9
2017-12-22,229.7
2017-12-27,229.5
2017-12-28,227.9
2017-12-29,226.7
2018-01-02,226.2
2018-01-03,228.3
2018-01-04,228.1
2018-01-05,229.3
2018-01-08,230.8
2018-01-09,232.8
2018-01-10,230.6
2018-01-11,230.2
2018-01-12,229.6
2018-01-15,229.5
2018-01-16,230.6
2018-01-17,231.7
2018-01-18,231.1
2018-01-19,232.3
2018-01-22,233.1
2018-01-23,234.7
2018-01-24,233.4
2018-01-25,231.0
2018-01-26,234.9
2018-01-29,235.0
2018-01-30,234.6
2018-01-31,234.0
2018-02-01,233.6
2018-02-02,231.6
2018-02-05,228.8
2018-02-06,223.1
2018-02-07,229.6
2018-02-08,225.8
2018-02-09,221.9
2018-02-12,226.3
2018-02-13,226.5
2018-02-14,228.7
2018-02-15,229.6
2018-02-16,233.2
2018-02-19,231.9
2018-02-20,232.8
2018-02-21,233.9
2018-02-22,234.1
2018-02-23,234.4
2018-02-26,236.3
2018-02-27,235.7
2018-02-28,233.9
2018-03-01,230.6
2018-03-02,226.0
2018-03-05,227.8
2018-03-06,227.9
2018-03-07,228.3
2018-03-08,230.1
2018-03-09,230.1
2018-03-12,232.5
2018-03-13,230.9
2018-03-14,230.2
2018-03-15,231.9
2018-03-16,231.7
2018-03-19,229.8
2018-03-20,232.4
2018-03-21,233.2
2018-03-22,230.0
2018-03-23,226.6
2018-03-26,224.7
2018-03-27,227.7
2018-03-28,224.0
2018-03-29,228.2
2018-04-03,228.9
2018-04-04,230.2
2018-04-05,237.0
2018-04-06,235.8
2018-04-09,236.1
2018-04-10,238.1
2018-04-11,237.3
2018-04-12,238.8
2018-04-13,237.6
2018-04-16,238.0
2018-04-17,239.3
2018-04-18,240.0
2018-04-19,237.3
2018-04-20,238.7
2018-04-23,238.8
2018-04-24,238.7
2018-04-25,238.2
2018-04-26,240.1
2018-04-27,241.6
2018-04-30,243.0
2018-05-02,241.9
2018-05-03,238.3
2018-05-04,240.1
2018-05-07,241.5
2018-05-08,244.0
2018-05-09,243.0
2018-05-10,244.3
2018-05-11,244.2
2018-05-14,247.5
2018-05-15,247.4
2018-05-16,250.5
2018-05-17,252.1
2018-05-18,250.2
2018-05-22,251.2
2018-05-23,252.8
2018-05-24,254.7
2018-05-25,258.1
2018-05-28,258.3
2018-05-29,257.2
2018-05-30,254.6
2018-05-31,254.8
2018-06-01,254.7
2018-06-04,257.4
2018-06-05,257.0
2018-06-06,257.1
2018-06-07,257.6
2018-06-08,258.9
2018-06-11,260.6
2018-06-12,262.7
2018-06-13,263.6
2018-06-14,267.0
2018-06-15,268.2
2018-06-18,267.8
2018-06-19,262.8
2018-06-20,261.7
2018-06-21,259.3
2018-06-22,258.3
2018-06-25,250.3
2018-06-26,250.9
2018-06-27,254.7
2018-07-02,249.5
2018-07-06,244.5
2018-07-09,247.0
2018-07-11,246.8
2018-07-12,247.3
2018-07-16,248.5
2018-07-17,250.7
2018-07-18,253.1
2018-07-19,252.4
2018-07-20,252.0
2018-07-23,248.4
2018-07-24,249.3
2018-07-25,250.8
2018-07-26,252.7
2018-07-27,250.6
2018-07-30,247.6
2018-08-01,248.5
2018-08-02,249.8
2018-08-06,253.3
2018-08-08,255.5
2018-08-10,256.6
2018-08-14,257.9
2018-08-15,251.7
2018-08-17,249.7
2018-08-20,251.7
2018-08-21,251.5
2018-08-22,251.5
2018-08-23,251.7
2018-08-27,252.6
2018-08-29,253.2
2018-08-30,251.6
2018-08-31,250.5
2018-09-03,250.0
2018-09-04,247.9
2018-09-05,242.1
2018-09-07,242.4
2018-09-10,243.4
2018-09-11,242.6
2018-09-13,244.2
2018-09-14,244.7
2018-09-17,245.1
2018-09-20,247.5
2018-09-21,250.3
2018-09-24,247.4
2018-09-25,248.2
2018-09-26,251.1
2018-09-27,251.8
2018-09-28,250.6
2018-10-04,243.9
2018-10-05,240.3
2018-10-09,239.6
2018-10-10,228.2
2018-10-12,225.3
2018-10-17,227.1
2018-10-18,224.8
2018-10-22,223.9
2018-10-23,221.6
2018-10-25,227.4
2018-10-26,226.1
2018-10-29,227.3
2018-10-30,227.9
2018-11-01,237.6
2018-11-02,241.9
2018-11-05,239.1
2018-11-06,238.4
2018-11-07,238.3
2018-11-09,236.2
2018-11-12,233.5
2018-11-13,237.0
2018-11-14,234.5
2018-11-15,233.3
2018-11-16,234.0
2018-11-20,228.4
2018-11-23,230.8
2018-11-30,229.4
2018-12-04,234.4
2018-12-06,224.4
2018-12-07,226.9
2018-12-10,220.9
2018-12-12,229.0
2018-12-14,227.7
2018-12-17,224.5
2018-12-18,221.0
2018-12-19,220.6
2018-12-20,213.9
2018-12-21,213.1
2018-12-27,210.4
2018-12-28,214.6
2019-01-03,212.0
2019-01-04,216.1
2019-01-08,221.1
2019-01-09,222.1
2019-01-10,219.7
2019-01-11,221.2
2019-01-14,219.2
2019-01-21,223.9
2019-01-22,223.1
2019-01-23,221.6
2019-01-24,222.1
2019-01-25,224.7
2019-01-28,224.7
2019-01-29,223.8
2019-01-30,229.2
2019-01-31,231.6
2019-02-01,233.2
2019-02-05,240.0
2019-02-06,240.4
2019-02-07,238.4
2019-02-12,241.3
2019-02-13,243.4
2019-02-14,241.6
2019-02-15,243.4
2019-02-18,243.9
2019-02-20,244.5
2019-02-21,245.5
2019-02-22,246.4
2019-02-26,248.9
2019-02-27,247.9
2019-02-28,248.4
2019-03-01,249.4
2019-03-04,249.6
2019-03-05,248.7
2019-03-06,247.4
2019-03-07,247.3
2019-03-08,246.2
2019-03-12,247.5
2019-03-13,249.0
2019-03-18,250.0
2019-03-19,251.7
2019-03-20,248.2
2019-03-22,248.1
2019-03-25,247.9
2019-03-26,249.3
2019-03-27,250.4
2019-03-28,253.0
2019-03-29,254.7
2019-04-01,257.9
2019-04-02,257.6
2019-04-03,258.6
2019-04-04,257.6
2019-04-05,258.2
2019-04-09,254.7
2019-04-10,255.3
2019-04-11,258.6
2019-04-12,258.1
2019-04-15,257.8
2019-04-16,260.2
2019-04-17,263.0
2019-04-18,263.3
2019-04-23,262.8
2019-04-24,264.3
2019-04-25,262.5
2019-04-26,261.7
2019-04-29,261.9
2019-04-30,261.0
2019-05-02,261.5
2019-05-03,264.7
2019-05-06,261.4
2019-05-07,257.9
2019-05-08,258.5
2019-05-09,252.5
2019-05-10,252.3
2019-05-13,247.0
2019-05-14,251.0
2019-05-15,253.2
2019-05-16,254.6
2019-05-17,254.8
2019-05-20,248.4
2019-05-21,251.2
2019-05-22,252.4
2019-05-23,248.8
2019-05-24,248.0
2019-05-27,248.5
2019-05-28,249.4
2019-05-29,244.9
2019-05-30,244.3
2019-05-31,242.2
2019-06-03,241.1
2019-06-04,243.8
2019-06-05,246.3
2019-06-06,247.0
2019-06-07,250.1
2019-06-11,255.0
2019-06-12,252.7
2019-06-13,253.2
2019-06-14,253.8
2019-06-17,257.1
2019-06-18,261.5
2019-06-19,260.3
2019-06-20,260.6
2019-06-21,258.6
2019-06-24,258.4
2019-06-25,256.9
2019-06-26,256.5
2019-06-27,256.6
2019-06-28,258.8
2019-07-01,260.8
2019-07-02,260.1
2019-07-03,262.7
2019-07-04,263.6
2019-07-05,263.0
2019-07-08,261.9
2019-07-09,260.4
2019-07-10,259.9
2019-07-11,260.7
2019-07-12,263.0
2019-07-15,263.6
2019-07-16,266.8
2019-07-17,266.4
2019-07-18,265.2
2019-07-19,266.6
2019-07-22,265.3
2019-07-23,267.9
2019-07-24,267.2
2019-07-25,263.1
2019-07-26,264.2
2019-07-29,263.9
2019-07-30,264.4
2019-07-31,264.2
2019-08-01,264.9
2019-08-02,254.3
2019-08-05,244.7
2019-08-06,244.9
2019-08-07,246.4
2019-08-08,251.8
2019-08-09,251.6
2019-08-12,248.0
2019-08-13,249.4
2019-08-14,244.3
2019-08-15,242.0
2019-08-16,244.8
2019-08-19,250.3
2019-08-20,251.6
2019-08-21,254.9
2019-08-22,254.4
2019-08-23,251.8
2019-08-26,250.5
2019-08-27,251.8
2019-08-28,252.8
2019-08-29,256.4
2019-08-30,257.4
2019-09-02,258.1
2019-09-03,255.8
2019-09-04,258.8
2019-09-06,264.1
2019-09-10,262.6
2019-09-11,267.7
2019-09-13,268.5
2019-09-17,263.2
2019-09-18,260.7
2019-09-19,261.8
2019-09-20,262.3
2019-09-23,260.9
2019-09-26,257.9
2019-09-27,261.1
2019-09-30,261.5
2019-10-01,258.7
2019-10-02,253.0
2019-10-04,252.9
2019-10-07,254.6
2019-10-08,253.1
2019-10-09,254.5
2019-10-14,259.7
2019-10-15,262.1
2019-10-16,260.9
2019-10-18,256.5
2019-10-21,257.5
2019-10-23,256.7
2019-10-24,262.0
2019-10-28,272.3
