,CP9 FP Equity_DX_DSS,CP9 FP Equity_PX_LAST
2013-09-18,,378.29
2013-09-19,,380.68
2013-09-20,,379.07
2013-09-23,,378.03
2013-09-24,,377.72
2013-09-25,,377.35
2013-09-26,,378.81
2013-09-27,,375.77
2013-09-30,,372.32
2013-10-01,,373.95
2013-10-02,,371.85
2013-10-03,,371.41
2013-10-04,,375.01
2013-10-07,,371.33
2013-10-08,,371.56
2013-10-09,,371.08
2013-10-10,,376.66
2013-10-11,,379.41
2013-10-14,,378.64
2013-10-15,,383.72
2013-10-16,,385.18
2013-10-17,,383.0
2013-10-18,,386.6
2013-10-21,,387.45
2013-10-22,,388.45
2013-10-23,,383.29
2013-10-24,,383.64
2013-10-25,,384.36
2013-10-28,,384.12
2013-10-29,,383.79
2013-10-30,,382.58
2013-10-31,,387.32
2013-11-01,,388.73
2013-11-04,,388.73
2013-11-05,,390.11
2013-11-06,,390.33
2013-11-07,,391.45
2013-11-08,,391.7
2013-11-11,,388.64
2013-11-12,,384.58
2013-11-13,,380.48
2013-11-14,,382.16
2013-11-15,,388.16
2013-11-18,,388.06
2013-11-19,,384.8
2013-11-20,,385.54
2013-11-21,,381.61
2013-11-22,,378.7
2013-11-25,,379.63
2013-11-26,,377.61
2013-11-27,,376.78
2013-11-28,,375.92
2013-11-29,,376.75
2013-12-02,,374.1
2013-12-03,,369.65
2013-12-04,,370.95
2013-12-05,,364.58
2013-12-06,,365.91
2013-12-09,,362.17
2013-12-10,,359.5
2013-12-11,,354.3
2013-12-12,,349.57
2013-12-13,,352.5
2013-12-16,,356.57
2013-12-17,,351.87
2013-12-18,,352.21
2013-12-19,,357.67
2013-12-20,,361.78
2013-12-23,,365.71
2013-12-27,,365.42
2013-12-30,,363.92
2014-01-02,,367.84
2014-01-03,,369.57
2014-01-06,,366.79
2014-01-07,,367.78
2014-01-08,,368.33
2014-01-09,,366.29
2014-01-10,,366.98
2014-01-13,,368.11
2014-01-14,,363.05
2014-01-15,,365.09
2014-01-16,,363.55
2014-01-17,,365.69
2014-01-20,,364.76
2014-01-21,,364.88
2014-01-22,,365.49
2014-01-23,,355.41
2014-01-24,,349.36
2014-01-27,,348.22
2014-01-28,,350.68
2014-01-29,,348.72
2014-01-30,,353.77
2014-01-31,,351.26
2014-02-03,,348.98
2014-02-04,,352.98
2014-02-05,,348.38
2014-02-06,,354.82
2014-02-07,,356.91
2014-02-10,,355.97
2014-02-11,,362.13
2014-02-12,,367.27
2014-02-13,,363.97
2014-02-14,,368.12
2014-02-17,,369.2
2014-02-18,,368.23
2014-02-19,,369.21
2014-02-20,,369.4
2014-02-21,,370.54
2014-02-24,,373.44
2014-02-25,,371.65
2014-02-26,,371.98
2014-02-27,,371.79
2014-02-28,,369.25
2014-03-03,,365.53
2014-03-04,,371.83
2014-03-05,,371.69
2014-03-06,,374.83
2014-03-07,,371.15
2014-03-10,,366.66
2014-03-11,,366.68
2014-03-12,,362.15
2014-03-13,,362.12
2014-03-14,,359.36
2014-03-17,,363.78
2014-03-18,,365.74
2014-03-19,,363.6
2014-03-20,,362.04
2014-03-21,,365.53
2014-03-24,,365.47
2014-03-25,,369.77
2014-03-26,,372.73
2014-03-27,,374.23
2014-03-28,,376.81
2014-03-31,,377.88
2014-04-01,,378.88
2014-04-02,,381.28
2014-04-03,,381.66
2014-04-04,,386.06
2014-04-07,,382.2
2014-04-08,,384.58
2014-04-09,,387.61
2014-04-10,,387.17
2014-04-11,,386.12
2014-04-14,,387.14
2014-04-15,,382.84
2014-04-16,,387.01
2014-04-17,,387.86
2014-04-22,,391.24
2014-04-23,,387.73
2014-04-24,,387.65
2014-04-25,,384.7
2014-04-28,,385.82
2014-04-29,,386.48
2014-04-30,,383.44
2014-05-02,,382.88
2014-05-05,,380.91
2014-05-06,,382.65
2014-05-07,,381.8
2014-05-08,,384.87
2014-05-09,,386.61
2014-05-12,,388.41
2014-05-13,,392.35
2014-05-14,,393.13
2014-05-15,,391.95
2014-05-16,,394.27
2014-05-19,,390.25
2014-05-20,,388.27
2014-05-21,,390.14
2014-05-22,,392.86
2014-05-23,,395.06
2014-05-26,,395.53
2014-05-27,,395.9
2014-05-28,,395.48
2014-05-29,,398.23
2014-05-30,,396.67
2014-06-02,,397.92
2014-06-03,,395.82
2014-06-04,,393.8
2014-06-05,,395.79
2014-06-06,,396.8
2014-06-09,,399.66
2014-06-10,,400.06
2014-06-11,,399.26
2014-06-12,,398.86
2014-06-13,,398.26
2014-06-16,,396.82
2014-06-17,,393.88
2014-06-18,,392.57
2014-06-19,,397.88
2014-06-20,,395.95
2014-06-23,,395.59
2014-06-24,,396.2
2014-06-25,,393.21
2014-06-26,,399.25
2014-06-27,,397.7
2014-06-30,,392.72
2014-07-01,,395.51
2014-07-02,,400.56
2014-07-03,,401.39
2014-07-04,,402.79
2014-07-07,,402.41
2014-07-08,,400.77
2014-07-09,,398.96
2014-07-10,,397.8
2014-07-11,,402.09
2014-07-14,,403.26
2014-07-15,,402.26
2014-07-16,,406.04
2014-07-17,,406.4
2014-07-18,,407.45
2014-07-21,,405.64
2014-07-22,,410.94
2014-07-23,,415.08
2014-07-24,,414.4
2014-07-25,,413.72
2014-07-28,,414.59
2014-07-29,,416.44
2014-07-30,,417.94
2014-07-31,,415.92
2014-08-01,,410.92
2014-08-04,,412.58
2014-08-05,,411.44
2014-08-06,,411.49
2014-08-07,,409.06
2014-08-08,,405.56
2014-08-11,,408.91
2014-08-12,,410.58
2014-08-13,,414.18
2014-08-14,,415.92
2014-08-15,,412.3
2014-08-18,,417.74
2014-08-19,,422.03
2014-08-20,,425.77
2014-08-21,,423.94
2014-08-22,,424.37
2014-08-25,,427.97
2014-08-26,,428.94
2014-08-27,,428.4
2014-08-28,,427.72
2014-08-29,,428.21
2014-09-01,,427.12
2014-09-02,,427.69
2014-09-03,,431.38
2014-09-04,,437.0
2014-09-05,,433.06
2014-09-08,,431.77
2014-09-09,,430.09
2014-09-10,,427.18
2014-09-11,,423.54
2014-09-12,,419.93
2014-09-15,,414.72
2014-09-16,,413.39
2014-09-17,,410.13
2014-09-18,,411.62
2014-09-19,,411.68
2014-09-22,,405.93
2014-09-23,,404.47
2014-09-24,,409.7
2014-09-25,,403.73
2014-09-26,,404.96
2014-09-29,,397.79
2014-09-30,,400.97
2014-10-01,,401.53
2014-10-02,,396.96
2014-10-03,,404.26
2014-10-06,,405.03
2014-10-07,,402.84
2014-10-08,,397.96
2014-10-09,,403.38
2014-10-10,,393.95
2014-10-13,,395.99
2014-10-14,,396.42
2014-10-15,,394.85
2014-10-16,,396.84
2014-10-17,,402.17
2014-10-20,,401.45
2014-10-21,,407.09
2014-10-22,,408.85
2014-10-23,,411.76
2014-10-24,,411.63
2014-10-27,,409.94
2014-10-28,,413.32
2014-10-29,,413.27
2014-10-30,,418.09
2014-10-31,,424.85
2014-11-03,,420.27
2014-11-04,,418.21
2014-11-05,,417.93
2014-11-06,,419.68
2014-11-07,,421.58
2014-11-10,,425.12
2014-11-11,,423.23
2014-11-12,,422.56
2014-11-13,,422.22
2014-11-14,,423.74
2014-11-17,,420.35
2014-11-18,,416.0
2014-11-19,,409.75
2014-11-20,,409.03
2014-11-21,,419.0
2014-11-24,,414.07
2014-11-25,,411.43
2014-11-26,,414.34
2014-11-27,,415.48
2014-11-28,,411.59
2014-12-01,,400.36
2014-12-02,,406.74
2014-12-03,,411.03
2014-12-04,,406.98
2014-12-05,,409.6
2014-12-08,,408.02
2014-12-09,,398.57
2014-12-10,,397.68
2014-12-11,,397.99
2014-12-12,,392.35
2014-12-15,,387.61
2014-12-16,,387.67
2014-12-17,,385.77
2014-12-18,,393.9
2014-12-19,,400.7
2014-12-22,,405.98
2014-12-23,,404.67
2014-12-29,,413.09
2014-12-30,,410.74
2015-01-02,,411.34
2015-01-05,,410.49
2015-01-06,,407.14
2015-01-07,,412.25
2015-01-08,,420.03
2015-01-09,,421.46
2015-01-12,,419.61
2015-01-13,,424.18
2015-01-14,,417.11
2015-01-15,,427.88
2015-01-16,,429.69
2015-01-19,,424.51
2015-01-20,,425.29
2015-01-21,,428.94
2015-01-22,,437.68
2015-01-23,,440.98
2015-01-26,,441.91
2015-01-27,,438.77
2015-01-28,,442.91
2015-01-29,,438.94
2015-01-30,,439.29
2015-02-02,,444.02
2015-02-03,,441.39
2015-02-04,,448.33
2015-02-05,,448.3
2015-02-06,,451.7
2015-02-09,,451.22
2015-02-10,,451.3
2015-02-11,,446.23
2015-02-12,,443.88
2015-02-13,,450.86
2015-02-16,,450.92
2015-02-17,,452.14
2015-02-18,,453.95
2015-02-19,,455.13
2015-02-20,,454.71
2015-02-23,,456.32
2015-02-24,,459.5
2015-02-25,,460.99
2015-02-26,,463.16
2015-02-27,,462.61
2015-03-02,,465.4
2015-03-03,,464.41
2015-03-04,,467.37
2015-03-05,,466.64
2015-03-06,,469.54
2015-03-09,,467.0
2015-03-10,,463.96
2015-03-11,,470.05
2015-03-12,,476.86
2015-03-13,,471.83
2015-03-16,,474.96
2015-03-17,,471.43
2015-03-18,,471.48
2015-03-19,,479.2
2015-03-20,,480.44
2015-03-23,,478.5
2015-03-24,,480.78
2015-03-25,,476.29
2015-03-26,,476.02
2015-03-27,,474.74
2015-03-30,,476.77
2015-03-31,,477.15
2015-04-01,,475.69
2015-04-02,,471.66
2015-04-07,,481.29
2015-04-08,,490.47
2015-04-09,,498.28
2015-04-10,,502.95
2015-04-13,,500.48
2015-04-14,,496.85
2015-04-15,,497.89
2015-04-16,,497.56
2015-04-17,,486.74
2015-04-20,,491.15
2015-04-21,,492.03
2015-04-22,,492.32
2015-04-23,,490.02
2015-04-24,,497.73
2015-04-27,,500.55
2015-04-28,,498.54
2015-04-29,,484.17
2015-04-30,,475.62
2015-05-04,,482.0
2015-05-05,,476.48
2015-05-06,,466.5
2015-05-07,,462.97
2015-05-08,,468.55
2015-05-11,,468.1
2015-05-12,,470.01
2015-05-13,,469.82
2015-05-14,,472.23
2015-05-15,,471.42
2015-05-18,,469.69
2015-05-19,,471.56
2015-05-20,,471.55
2015-05-21,,475.04
2015-05-22,,478.43
2015-05-26,,484.21
2015-05-27,,481.03
2015-05-28,,472.76
2015-05-29,,473.16
2015-06-01,,471.78
2015-06-02,,461.15
2015-06-03,,459.33
2015-06-04,,448.15
2015-06-05,,450.5
2015-06-08,,445.66
2015-06-09,,441.3
2015-06-10,,446.22
2015-06-11,,451.55
2015-06-12,,450.27
2015-06-15,,448.5
2015-06-16,,451.14
2015-06-17,,449.65
2015-06-18,,450.36
2015-06-19,,452.23
2015-06-22,,453.24
2015-06-23,,463.26
2015-06-24,,461.96
2015-06-25,,460.27
2015-06-26,,452.88
2015-06-29,,443.19
2015-06-30,,445.85
2015-07-01,,451.72
2015-07-02,,454.9
2015-07-03,,447.47
2015-07-06,,444.91
2015-07-07,,439.46
2015-07-08,,429.93
2015-07-09,,438.06
2015-07-10,,437.17
2015-07-13,,444.73
2015-07-14,,448.45
2015-07-15,,450.95
2015-07-16,,457.27
2015-07-17,,457.58
2015-07-20,,460.49
2015-07-21,,457.39
2015-07-22,,451.19
2015-07-23,,446.96
2015-07-24,,441.79
2015-07-27,,432.85
2015-07-28,,440.25
2015-07-29,,444.95
2015-07-30,,446.22
2015-07-31,,446.4
2015-08-03,,443.78
2015-08-04,,450.25
2015-08-05,,452.74
2015-08-06,,440.69
2015-08-07,,437.68
2015-08-10,,440.38
2015-08-11,,425.16
2015-08-12,,413.58
2015-08-13,,418.97
2015-08-14,,419.19
2015-08-17,,420.45
2015-08-18,,417.77
2015-08-19,,411.56
2015-08-20,,401.84
2015-08-21,,388.57
2015-08-24,,351.48
2015-08-25,,382.85
2015-08-26,,375.45
2015-08-27,,394.29
2015-08-28,,394.43
2015-08-31,,386.18
2015-09-01,,372.55
2015-09-02,,373.28
2015-09-03,,380.94
2015-09-04,,371.32
2015-09-07,,370.26
2015-09-08,,383.15
2015-09-09,,390.36
2015-09-10,,382.29
2015-09-11,,378.17
2015-09-14,,381.92
2015-09-15,,380.09
2015-09-16,,389.43
2015-09-17,,386.76
2015-09-18,,385.55
2015-09-21,,388.26
2015-09-22,,381.27
2015-09-23,,378.55
2015-09-24,,372.49
2015-09-25,,379.44
2015-09-28,,372.86
2015-09-29,,366.08
2015-09-30,,375.25
2015-10-01,,377.02
2015-10-02,,375.04
2015-10-05,,389.62
2015-10-06,,389.51
2015-10-07,,396.42
2015-10-08,,396.78
2015-10-09,,401.55
2015-10-12,,400.45
2015-10-13,,396.0
2015-10-14,,392.67
2015-10-15,,400.87
2015-10-16,,404.58
2015-10-19,,403.58
2015-10-20,,400.07
2015-10-21,,399.41
2015-10-22,,411.59
2015-10-23,,421.8
2015-10-26,,420.07
2015-10-27,,416.85
2015-10-28,,414.36
2015-10-29,,408.32
2015-10-30,,406.41
2015-11-02,,403.43
2015-11-03,,410.85
2015-11-04,,415.33
2015-11-05,,411.72
2015-11-06,,411.69
2015-11-09,,403.22
2015-11-10,,402.72
2015-11-11,,407.23
2015-11-12,,408.04
2015-11-13,,402.16
2015-11-16,,401.64
2015-11-17,,411.92
2015-11-18,,411.29
2015-11-19,,418.82
2015-11-20,,425.86
2015-11-23,,425.05
2015-11-24,,422.38
2015-11-25,,422.52
2015-11-26,,423.48
2015-11-27,,417.13
2015-11-30,,421.32
2015-12-01,,426.17
2015-12-02,,427.29
2015-12-03,,411.48
2015-12-04,,413.24
2015-12-07,,409.95
2015-12-08,,401.58
2015-12-09,,398.97
2015-12-10,,399.87
2015-12-11,,389.09
2015-12-14,,383.33
2015-12-15,,391.52
2015-12-16,,395.38
2015-12-17,,400.49
2015-12-18,,403.24
2015-12-21,,400.43
2015-12-22,,401.19
2015-12-23,,411.44
2015-12-28,,407.39
2015-12-29,,419.19
2015-12-30,,418.79
2016-01-04,,408.58
2016-01-05,,408.59
2016-01-06,,399.32
2016-01-07,,385.73
2016-01-08,,375.67
2016-01-11,,375.21
2016-01-12,,378.61
2016-01-13,,379.96
2016-01-14,,375.46
2016-01-15,,360.8
2016-01-18,,363.07
2016-01-19,,369.16
2016-01-20,,356.76
2016-01-21,,366.73
2016-01-22,,374.78
2016-01-25,,372.95
2016-01-26,,373.42
2016-01-27,,375.17
2016-01-28,,371.39
2016-01-29,,382.3
2016-02-01,,378.99
2016-02-02,,371.86
2016-02-03,,362.55
2016-02-04,,368.26
2016-02-05,,365.42
2016-02-08,,359.98
2016-02-09,,350.55
2016-02-10,,354.3
2016-02-11,,345.48
2016-02-12,,354.89
2016-02-15,,364.52
2016-02-16,,366.22
2016-02-17,,372.97
2016-02-18,,375.47
2016-02-19,,372.34
2016-02-22,4.0,386.52
2016-02-23,5.0,380.94
2016-02-24,5.0,370.37
2016-02-25,5.0,373.6
2016-02-26,,378.58
2016-02-29,,382.59
2016-03-01,,388.77
2016-03-02,,398.66
2016-03-03,,401.43
2016-03-04,,407.67
2016-03-07,,409.61
2016-03-08,,401.65
2016-03-09,,408.96
2016-03-10,,398.8
2016-03-11,,409.22
2016-03-14,,408.62
2016-03-15,,402.04
2016-03-16,,403.77
2016-03-17,,408.85
2016-03-18,,412.53
2016-03-21,,411.61
2016-03-22,,411.68
2016-03-23,,407.39
2016-03-24,,402.07
2016-03-29,,399.06
2016-03-30,,405.15
2016-03-31,,403.73
2016-04-01,,397.62
2016-04-04,,396.04
2016-04-05,,386.77
2016-04-06,,390.55
2016-04-07,,387.17
2016-04-08,,391.16
2016-04-11,,391.61
2016-04-12,,397.76
2016-04-13,,411.38
2016-04-14,,414.85
2016-04-15,,415.31
2016-04-18,,417.39
2016-04-19,,420.88
2016-04-20,,424.49
2016-04-21,,423.15
2016-04-22,,422.62
2016-04-25,,420.12
2016-04-26,,419.11
2016-04-27,,412.61
2016-04-28,,416.4
2016-04-29,,407.17
2016-05-02,,406.35
2016-05-03,,402.15
2016-05-04,,396.87
2016-05-05,,401.29
2016-05-06,,396.96
2016-05-09,,398.18
2016-05-10,,402.73
2016-05-11,,401.18
2016-05-12,,399.27
2016-05-13,,400.51
2016-05-16,,402.26
2016-05-17,,404.12
2016-05-18,,404.25
2016-05-19,,397.87
2016-05-20,,402.86
2016-05-23,,400.78
2016-05-24,,405.0
2016-05-25,,406.97
2016-05-26,,408.4
2016-05-27,,411.53
2016-05-30,,410.2
2016-05-31,,410.15
2016-06-01,,407.31
2016-06-02,,406.49
2016-06-03,,405.29
2016-06-06,,411.17
2016-06-07,,415.52
2016-06-08,,415.15
2016-06-09,,413.02
2016-06-10,,408.11
2016-06-13,,403.75
2016-06-14,,400.1
2016-06-15,,400.72
2016-06-16,,397.78
2016-06-17,,398.36
2016-06-20,,408.22
2016-06-21,,409.09
2016-06-22,,410.48
2016-06-23,,415.03
2016-06-24,,407.68
2016-06-27,,398.42
2016-06-28,,404.75
2016-06-29,,412.13
2016-06-30,,416.81
2016-07-01,,418.91
2016-07-04,,421.55
2016-07-05,,415.32
2016-07-06,,414.55
2016-07-07,,418.05
2016-07-08,,424.01
2016-07-11,,430.79
2016-07-12,,436.13
2016-07-13,,434.03
2016-07-14,,438.37
2016-07-15,,437.7
2016-07-18,,439.28
2016-07-19,,438.03
2016-07-20,,442.26
2016-07-21,,443.48
2016-07-22,,442.75
2016-07-25,,442.71
2016-07-26,,447.11
2016-07-27,,445.6
2016-07-28,,443.5
2016-07-29,,442.38
2016-08-01,,442.37
2016-08-02,,436.91
2016-08-03,,435.03
2016-08-04,,439.98
2016-08-05,,445.14
2016-08-08,,448.79
2016-08-09,,450.51
2016-08-10,,446.89
2016-08-11,,448.79
2016-08-12,,446.3
2016-08-15,,447.41
2016-08-16,,442.39
2016-08-17,,439.15
2016-08-18,,439.24
2016-08-19,,435.77
2016-08-22,,435.81
2016-08-23,,441.09
2016-08-24,,442.37
2016-08-25,,440.58
2016-08-26,,443.08
2016-08-29,,438.71
2016-08-30,,438.59
2016-08-31,,434.27
2016-09-01,,433.37
2016-09-02,,438.13
2016-09-05,,442.9
2016-09-06,,443.03
2016-09-07,,442.87
2016-09-08,,441.9
2016-09-09,,436.32
2016-09-12,,429.78
2016-09-13,,420.55
2016-09-14,,422.81
2016-09-15,,430.95
2016-09-16,,431.9
2016-09-19,,436.33
2016-09-20,,436.86
2016-09-21,,439.87
2016-09-22,,442.84
2016-09-23,,443.38
2016-09-26,,438.79
2016-09-27,,443.99
2016-09-28,,445.03
2016-09-29,,446.78
2016-09-30,,446.81
2016-10-03,,448.06
2016-10-04,,449.48
2016-10-05,,447.26
2016-10-06,,447.55
2016-10-07,,445.63
2016-10-10,,451.34
2016-10-11,,445.73
2016-10-12,,449.03
2016-10-13,,444.89
2016-10-14,,450.23
2016-10-17,,447.42
2016-10-18,,452.86
2016-10-19,,456.29
2016-10-20,,454.46
2016-10-21,,453.09
2016-10-24,,455.59
2016-10-25,,458.45
2016-10-26,,454.19
2016-10-27,,447.62
2016-10-28,,444.79
2016-10-31,,445.0
2016-11-01,,440.91
2016-11-02,,435.24
2016-11-03,,435.73
2016-11-04,,431.67
2016-11-07,,441.4
2016-11-08,,444.35
2016-11-09,,446.81
2016-11-10,,445.97
2016-11-11,,443.78
2016-11-14,,448.37
2016-11-15,,449.64
2016-11-16,,447.64
2016-11-17,,452.24
2016-11-18,,451.25
2016-11-21,,452.55
2016-11-22,,455.87
2016-11-23,,461.2
2016-11-24,,463.99
2016-11-25,,463.77
2016-11-28,,463.9
2016-11-29,,462.41
2016-11-30,,461.84
2016-12-01,,462.93
2016-12-02,,458.98
2016-12-05,,457.22
2016-12-06,,456.54
2016-12-07,,460.03
2016-12-08,,466.69
2016-12-09,,469.01
2016-12-12,,466.96
2016-12-13,,467.58
2016-12-14,,466.14
2016-12-15,,467.0
2016-12-16,,462.24
2016-12-19,,460.31
2016-12-20,,464.5
2016-12-21,,462.85
2016-12-22,,461.59
2016-12-23,,457.98
2016-12-27,,459.41
2016-12-28,,464.24
2016-12-29,,462.05
2016-12-30,,457.89
2017-01-02,,460.26
2017-01-03,,469.59
2017-01-04,,470.45
2017-01-05,,471.56
2017-01-06,,471.83
2017-01-09,,476.52
2017-01-10,,479.53
2017-01-11,,483.12
2017-01-12,,477.97
2017-01-13,,478.96
2017-01-16,,479.11
2017-01-17,,475.96
2017-01-18,,476.9
2017-01-19,,479.76
2017-01-20,,476.28
2017-01-23,,472.32
2017-01-24,,475.86
2017-01-25,,477.83
2017-01-26,,481.01
2017-01-27,,481.68
2017-01-30,,477.65
2017-01-31,,473.29
2017-02-01,,476.81
2017-02-02,,478.61
2017-02-03,,480.09
2017-02-06,,477.57
2017-02-07,,480.41
2017-02-08,,483.2
2017-02-09,,486.26
2017-02-10,,490.86
2017-02-13,,494.18
2017-02-14,,494.18
2017-02-15,,499.68
2017-02-16,,496.86
2017-02-17,,498.53
2017-02-20,,498.73
2017-02-21,,502.34
2017-02-22,,504.8
2017-02-23,,505.94
2017-02-24,,499.94
2017-02-27,,498.09
2017-02-28,,497.79
2017-03-01,,503.51
2017-03-02,,503.03
2017-03-03,,497.92
2017-03-06,,497.09
2017-03-07,,499.7
2017-03-08,,499.81
2017-03-09,,496.16
2017-03-10,,495.21
2017-03-13,,496.7
2017-03-14,,495.11
2017-03-15,,499.69
2017-03-16,,501.79
2017-03-17,,502.17
2017-03-20,,503.85
2017-03-21,,497.52
2017-03-22,,493.28
2017-03-23,,495.78
2017-03-24,,495.72
2017-03-27,,492.17
2017-03-28,,498.24
2017-03-29,,505.95
2017-03-30,,510.19
2017-03-31,,507.64
2017-04-03,,506.92
2017-04-04,,508.22
2017-04-05,,510.15
2017-04-06,,509.41
2017-04-07,,508.48
2017-04-10,,509.92
2017-04-11,,508.58
2017-04-12,,510.27
2017-04-13,,510.93
2017-04-18,,500.56
2017-04-19,,497.95
2017-04-20,,498.86
2017-04-21,,501.6
2017-04-24,,497.96
2017-04-25,,497.32
2017-04-26,,499.99
2017-04-27,,498.77
2017-04-28,,499.05
2017-05-02,,502.64
2017-05-03,,497.32
2017-05-08,,492.09
2017-05-09,,492.57
2017-05-10,,496.69
2017-05-11,,494.97
2017-05-12,,492.18
2017-05-15,,493.01
2017-05-16,,489.22
2017-05-17,,479.25
2017-05-18,,481.12
2017-05-19,,479.56
2017-05-22,,480.42
2017-05-23,,481.19
2017-05-24,,482.98
2017-05-25,,482.87
2017-05-26,,481.57
2017-05-29,,480.05
2017-05-30,,479.94
2017-05-31,,477.44
2017-06-01,,478.93
2017-06-02,,481.52
2017-06-05,,481.78
2017-06-06,,479.13
2017-06-07,,480.09
2017-06-08,,483.51
2017-06-09,,485.7
2017-06-12,,482.54
2017-06-13,,489.05
2017-06-14,,490.58
2017-06-15,,490.02
2017-06-16,,489.13
2017-06-19,,493.65
2017-06-20,,489.58
2017-06-21,,484.4
2017-06-22,,486.54
2017-06-23,,485.19
2017-06-26,,486.31
2017-06-27,,481.87
2017-06-28,,484.58
2017-06-29,,483.3
2017-06-30,,480.51
2017-07-03,,481.44
2017-07-04,,480.72
2017-07-05,,480.78
2017-07-06,,476.76
2017-07-07,,476.19
2017-07-10,,477.71
2017-07-11,,476.7
2017-07-12,,480.6
2017-07-13,,486.86
2017-07-14,,488.69
2017-07-17,,489.11
2017-07-18,,485.04
2017-07-19,,492.58
2017-07-20,,488.4
2017-07-21,,484.62
2017-07-24,,485.71
2017-07-25,,489.99
2017-07-26,,491.15
2017-07-27,,493.75
2017-07-28,,485.15
2017-07-31,,485.28
2017-08-01,,488.65
2017-08-02,,484.93
2017-08-03,,482.89
2017-08-04,,486.76
2017-08-07,,485.78
2017-08-08,,488.46
2017-08-09,,486.32
2017-08-10,,484.15
2017-08-11,,478.28
2017-08-14,,483.14
2017-08-15,,482.22
2017-08-16,,490.24
2017-08-17,,487.0
2017-08-18,,485.02
2017-08-21,,481.77
2017-08-22,,487.76
2017-08-23,,483.54
2017-08-24,,483.87
2017-08-25,,482.82
2017-08-28,,478.25
2017-08-29,,474.18
2017-08-30,,476.93
2017-08-31,,483.17
2017-09-01,,487.85
2017-09-04,,482.76
2017-09-05,,483.48
2017-09-06,,482.08
2017-09-07,,480.57
2017-09-08,,480.86
2017-09-11,,485.24
2017-09-12,,487.97
2017-09-13,,487.49
2017-09-14,,486.8
2017-09-15,,483.0
2017-09-18,,485.38
2017-09-19,,485.24
2017-09-20,,485.25
2017-09-21,,481.11
2017-09-22,,482.05
2017-09-25,,483.21
2017-09-26,,483.19
2017-09-27,,483.49
2017-09-28,,481.19
2017-09-29,,481.92
2017-10-02,,488.72
2017-10-03,,485.61
2017-10-04,,484.71
2017-10-05,,487.31
2017-10-06,,485.81
2017-10-09,,486.55
2017-10-10,,485.99
2017-10-11,,483.71
2017-10-12,,487.81
2017-10-13,,493.21
2017-10-16,,495.5
2017-10-17,,498.1
2017-10-18,,498.33
2017-10-19,,495.21
2017-10-20,,496.57
2017-10-23,,496.12
2017-10-24,,494.6
2017-10-25,,488.22
2017-10-26,,495.28
2017-10-27,,500.44
2017-10-30,,495.73
2017-10-31,,495.45
2017-11-01,,500.69
2017-11-02,,500.08
2017-11-03,,501.46
2017-11-06,,502.29
2017-11-07,,504.1
2017-11-08,,507.48
2017-11-09,,505.91
2017-11-10,,505.38
2017-11-13,,505.19
2017-11-14,,497.1
2017-11-15,,492.86
2017-11-16,,496.48
2017-11-17,,493.76
2017-11-20,,496.7
2017-11-21,,502.7
2017-11-22,,501.34
2017-11-23,,499.52
2017-11-24,,497.41
2017-11-27,,496.07
2017-11-28,,498.75
2017-11-29,,497.36
2017-11-30,,494.27
2017-12-01,,492.91
2017-12-04,,494.99
2017-12-05,,495.67
2017-12-06,,492.45
2017-12-07,,491.98
2017-12-08,,495.01
2017-12-11,,495.93
2017-12-12,,500.84
2017-12-13,,504.51
2017-12-14,,502.84
2017-12-15,,502.83
2017-12-18,,505.67
2017-12-19,,503.62
2017-12-20,,500.93
2017-12-21,,504.74
2017-12-22,,505.18
2017-12-27,,507.4
2017-12-28,,507.31
2017-12-29,,505.75
2018-01-02,,507.38
2018-01-03,,511.35
2018-01-04,,512.08
2018-01-05,,515.12
2018-01-08,,516.39
2018-01-09,,520.48
2018-01-10,,515.6
2018-01-11,,512.99
2018-01-12,,512.55
2018-01-15,,508.46
2018-01-16,,509.47
2018-01-17,,509.75
2018-01-18,,508.92
2018-01-19,,510.36
2018-01-22,,511.15
2018-01-23,,511.96
2018-01-24,,509.89
2018-01-25,,507.01
2018-01-26,,511.5
2018-01-29,,510.6
2018-01-30,,505.8
2018-01-31,,506.4
2018-02-01,,503.7
2018-02-02,,499.85
2018-02-05,,494.45
2018-02-06,,481.4
2018-02-07,,487.3
2018-02-08,,480.85
2018-02-09,,472.8
2018-02-12,,478.4
2018-02-13,,478.95
2018-02-14,,482.5455
2018-02-15,,486.15
2018-02-16,,489.75
2018-02-19,,490.15
2018-02-20,,492.1
2018-02-21,,495.9
2018-02-22,,495.65
2018-02-23,,496.65
2018-02-26,,502.1
2018-02-27,,501.3
2018-02-28,,499.45
2018-03-01,,497.1
2018-03-02,,486.2
2018-03-05,,487.15
2018-03-06,,487.65
2018-03-07,,484.9
2018-03-08,,490.85
2018-03-09,,499.15
2018-03-12,,502.0
2018-03-13,,496.35
2018-03-14,,495.9
2018-03-15,,494.8
2018-03-16,,495.05
2018-03-19,,488.55
2018-03-20,,493.3
2018-03-21,,493.1
2018-03-22,,484.2
2018-03-23,,477.95
2018-03-26,,473.3
2018-03-27,,478.2
2018-03-28,,473.25
2018-03-29,,476.8
2018-04-03,,477.45
2018-04-04,,475.35
2018-04-05,,483.05
2018-04-06,,479.25
2018-04-09,,481.4
2018-04-10,,485.6
2018-04-11,,484.95
2018-04-12,,487.7
2018-04-13,,487.0
2018-04-16,,483.4
2018-04-17,,485.95
2018-04-18,,488.15
