,BTC FP Equity_DX_SI_QTY,BTC FP Equity_DX_SHORT_INTEREST_VALUE,BTC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BTC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BTC FP Equity_DX_SI_MV,BTC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BTC FP Equity_DX_SUPPLY_SI_QTY,BTC FP Equity_DX_BROKER_SI_QTY,BTC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BTC FP Equity_DX_BROKER_SI_MV_NEW_x,BTC FP Equity_DX_SUPPLY_SI_QTY_INC_x,BTC FP Equity_DX_BROKER_SI_MV_INC_x,BTC FP Equity_DX_BROKER_SI_QTY_ADD,BTC FP Equity_DX_BROKER_SI_QTY_NEW,BTC FP Equity_DX_SUPPLY_SI_MV_DEC,BTC FP Equity_DX_BROKER_SI_QTY_INC,BTC FP Equity_DX_SUPPLY_SI_QTY_DEC,BTC FP Equity_DX_BROKER_SI_MV_NEW_y,BTC FP Equity_DX_BROKER_SI_MV_INC_y,BTC FP Equity_DX_SUPPLY_SI_QTY_INC_y,BTC FP Equity_DX_BROKER_SI_MV_ADD,BTC FP Equity_DX_SUPPLY_SI_QTY_ADD,BTC FP Equity_DX_BROKER_SI_QTY_DEC,BTC FP Equity_DX_SUPPLY_SI_MV,BTC FP Equity_DX_BROKER_SI_MV_DEC,BTC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BTC FP Equity_DX_UTILIZATION_QUANTITY,BTC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BTC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BTC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BTC FP Equity_DX_ACTIVE_UTILIZATION_MV,BTC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BTC FP Equity_DX_BROKER_SI_CON_RATIO,BTC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BTC FP Equity_DX_DEMAND_SUPPLY_RATIO,BTC FP Equity_PX_LAST
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1443.0,12458.86,0.01,0.0,,0.0,,0.0,8.63
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1443.0,13427.12,0.01,0.0,,0.0,,0.0,9.31
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1443.0,15770.55,0.01,0.0,,0.0,,0.0,10.93
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1443.0,15109.65,0.01,0.0,,0.0,,0.0,10.47
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1443.0,16520.91,0.01,0.0,,0.0,,0.0,11.45
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1483.0,17314.03,0.01,0.0,,0.0,,0.0,11.68
2024-02-16,37800.0,451558.8,3.87,8.11,0.44,225779.4,18900.0,18900.0,225779.4,,,,18900.0,,,,,,,,0.22,18900.0,,0.22,,100.0,95.42,0.0,0.0,0.0,100.0,,1.0,100.0,1.9083,11.95
2024-02-19,37800.0,428841.0,3.8,8.11,0.45,214420.5,18900.0,18900.0,214420.5,,,,,,,,,,,,,,,0.23,,100.0,95.42,0.0,0.0,0.0,100.0,,1.0,100.0,1.9083,11.35
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.23,,18900.0,,,,,,18900.0,0.0,0.23,0.0,0.0,33308.0,354430.43,0.35,0.0,,0.0,,0.0,10.64
2024-02-21,16.0,166.14,0.0,0.0,0.0,166.14,16.0,16.0,166.14,,,,16.0,,,,,,,,0.0,16.0,,0.0,,100.0,0.05,0.0,0.0,0.0,99.99,,1.0,100.0,0.0005,10.38
2024-02-22,16.0,169.1,0.0,0.0,0.0,169.1,16.0,16.0,169.1,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.01,,1.0,100.0,0.0005,10.57
2024-02-23,32.0,317.15,0.0,0.01,0.0,158.58,16.0,16.0,158.58,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.001,9.91
2024-02-26,16.0,180.91,0.0,0.0,0.0,180.91,16.0,16.0,180.91,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,11.31
2024-02-27,32.0,375.01,0.0,0.01,0.0,187.5,16.0,16.0,187.5,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.01,,1.0,100.0,0.001,11.72
2024-02-28,32.0,384.32,0.0,0.01,0.0,192.16,16.0,16.0,192.16,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,99.99,,1.0,100.0,0.001,12.01
2024-02-29,16.0,170.93,0.0,0.0,0.0,170.93,16.0,16.0,170.93,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,10.68
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,16.0,,,,,,16.0,0.0,0.0,0.0,0.0,33017.0,361239.0,0.4,0.0,,0.0,,0.0,10.94
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,33217.0,378042.68,0.36,0.0,,0.0,,0.0,11.38
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,33117.0,340972.63,0.38,0.0,,0.0,,0.0,10.3
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,33117.0,358325.94,0.34,0.0,,0.0,,0.0,10.82
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11417.0,123452.02,0.12,0.0,,0.0,,0.0,10.81
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11417.0,127927.49,0.12,0.0,,0.0,,0.0,11.21
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11317.0,129036.43,0.13,0.0,,0.0,,0.0,11.4
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11317.0,120888.19,0.13,0.0,,0.0,,0.0,10.68
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10717.0,122366.71,0.11,0.0,,0.0,,0.0,11.42
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11317.0,119179.33,0.13,0.0,,0.0,,0.0,10.53
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11317.0,122280.19,0.13,0.0,,0.0,,0.0,10.81
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11417.0,130108.13,0.12,0.0,,0.0,,0.0,11.4
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11417.0,122401.66,0.12,0.0,,0.0,,0.0,10.72
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11417.0,129057.77,0.12,0.0,,0.0,,0.0,11.3
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11317.0,139108.56,0.13,0.0,,0.0,,0.0,12.29
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11317.0,132805.0,0.13,0.0,,0.0,,0.0,11.74
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11417.0,144014.04,0.13,0.0,,0.0,,0.0,12.61
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11417.0,144379.38,0.13,0.0,,0.0,,0.0,12.65
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11417.0,144607.72,0.14,0.0,,0.0,,0.0,12.67
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11417.0,146902.54,0.14,0.0,,0.0,,0.0,12.87
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11417.0,146902.54,0.14,0.0,,0.0,,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11317.0,145615.84,0.14,0.0,,0.0,,0.0,
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11317.0,129579.65,0.14,0.0,,0.0,,0.0,11.45
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,11317.0,130213.4,0.14,0.0,,0.0,,0.0,11.51
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10417.0,120587.19,0.12,0.0,,0.0,,0.0,11.58
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10417.0,117243.34,0.12,0.0,,0.0,,0.0,11.26
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6877.08,0.01,0.0,,0.0,,0.0,11.15
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6596.35,0.01,0.0,,0.0,,0.0,10.69
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6633.98,0.01,0.0,,0.0,,0.0,10.75
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6589.56,0.01,0.0,,0.0,,0.0,10.68
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6617.94,0.01,0.0,,0.0,,0.0,10.73
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6310.68,0.01,0.0,,0.0,,0.0,10.23
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,5853.48,0.01,0.0,,0.0,,0.0,9.49
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,5773.89,0.01,0.0,,0.0,,0.0,9.36
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6133.6,0.01,0.0,,0.0,,0.0,9.94
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6293.4,0.01,0.0,,0.0,,0.0,10.2
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6392.12,0.01,0.0,,0.0,,0.0,10.36
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6888.19,0.01,0.0,,0.0,,0.0,11.16
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6777.75,0.01,0.0,,0.0,,0.0,10.99
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,717.0,7583.71,0.01,0.0,,0.0,,0.0,10.58
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,717.0,7714.92,0.01,0.0,,0.0,,0.0,10.76
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6625.96,0.01,0.0,,0.0,,0.0,10.74
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6132.98,0.01,0.0,,0.0,,0.0,9.94
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6132.98,0.01,0.0,,0.0,,0.0,
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6152.72,0.01,0.0,,0.0,,0.0,9.97
2024-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6316.23,0.01,0.0,,0.0,,0.0,10.24
2024-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6637.07,0.01,0.0,,0.0,,0.0,10.76
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6482.2,0.01,0.0,,0.0,,0.0,10.51
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6260.7,0.01,0.0,,0.0,,0.0,10.15
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6463.08,0.01,0.0,,0.0,,0.0,10.48
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6210.11,0.01,0.0,,0.0,,0.0,10.07
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6232.93,0.01,0.0,,0.0,,0.0,10.1
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6205.79,0.01,0.0,,0.0,,0.0,10.06
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6372.38,0.01,0.0,,0.0,,0.0,10.33
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6574.75,0.01,0.0,,0.0,,0.0,10.66
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6764.79,0.01,0.0,,0.0,,0.0,10.96
2024-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,6766.02,0.01,0.0,,0.0,,0.0,10.97
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,7127.58,0.01,0.0,,0.0,,0.0,11.55
2024-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,617.0,7309.6,0.01,0.0,,0.0,,0.0,11.85
2024-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2416.0,27392.61,0.03,0.0,,0.0,,0.0,11.34
2024-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14391.0,166475.09,0.16,0.0,,0.0,,0.0,11.57
2024-05-27,26000.0,301132.0,3.53,4.92,0.3,150566.0,13000.0,13000.0,150566.0,,,,13000.0,,,,,,,,0.15,13000.0,,0.15,,90.33,90.33,1391.0,16110.56,0.02,90.36,,1.0,100.0,1.8067,11.58
2024-05-28,26000.0,300898.0,3.54,4.92,0.3,150449.0,13000.0,13000.0,150449.0,,,,,,,,,,,,,,,0.15,,90.33,90.33,1391.0,16098.04,0.02,90.33,,1.0,100.0,1.8067,11.57
2024-05-29,26000.0,296686.0,3.59,4.92,0.3,148343.0,13000.0,13000.0,148343.0,,,,,,,,,,,,,,,0.15,,90.33,90.33,1391.0,15872.7,0.02,90.28,,1.0,100.0,1.8067,11.41
2024-05-30,26000.0,295516.0,4.63,4.92,0.3,147758.0,13000.0,13000.0,147758.0,,,,,,,,,,,,,,,0.15,,90.33,90.33,1391.0,15810.11,0.02,90.33,,1.0,100.0,1.8067,11.37
2024-05-31,13000.0,144781.0,2.31,2.46,0.15,0.0,13000.0,0.0,144781.0,,,,,,,,,,,,,,13000.0,0.15,0.15,90.33,90.33,1391.0,15491.57,0.02,90.42,,0.0,,0.9033,11.14
2024-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.15,,13000.0,,,,,,,0.0,,0.0,0.0,14391.0,162618.3,0.16,0.0,,0.0,,0.0,11.3
2024-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14391.0,163712.02,0.16,0.0,,0.0,,0.0,11.38
2024-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14391.0,168705.69,0.16,0.0,,0.0,,0.0,11.72
2024-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14391.0,178894.52,0.16,0.0,,0.0,,0.0,12.43
2024-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14391.0,183254.99,0.16,0.0,,0.0,,0.0,12.73
2024-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14391.0,178448.4,0.16,0.0,,0.0,,0.0,12.4
2024-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14351.0,171178.73,0.16,0.0,,0.0,,0.0,11.93
2024-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14351.0,186362.09,0.16,0.0,,0.0,,0.0,12.99
2024-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14651.0,187195.83,0.17,0.0,,0.0,,0.0,12.78
2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14651.0,194477.37,0.17,0.0,,0.0,,0.0,13.27
2024-06-17,15800.0,207406.6,1.71,2.99,0.21,103703.3,7900.0,7900.0,103703.3,,,,7900.0,,,,,,,,0.1,7900.0,,0.1,,100.0,53.92,0.0,0.0,0.0,100.0,,1.0,100.0,1.0784,13.13
2024-06-18,15800.0,211530.4,1.71,2.99,0.21,105765.2,7900.0,7900.0,105765.2,,,,,,,,,,,,,,,0.11,,100.0,55.05,0.0,0.0,0.0,100.0,,1.0,100.0,1.101,13.39
2024-06-19,15800.0,213726.6,1.67,2.99,0.21,106863.3,7900.0,7900.0,106863.3,,,,,,,,,,,,,,,0.11,,100.0,55.05,0.0,0.0,0.0,100.0,,1.0,100.0,1.101,13.53
2024-06-20,15800.0,219493.6,1.68,2.99,0.22,109746.8,7900.0,7900.0,109746.8,,,,,,,,,,,,,,,0.11,,100.0,55.05,0.0,0.0,0.0,100.0,,1.0,100.0,1.101,13.89
2024-06-21,15800.0,206079.4,1.65,2.99,0.22,103039.7,7900.0,7900.0,103039.7,,,,,,,,,,,,,,,0.11,,100.0,55.05,0.0,0.0,0.0,100.0,,1.0,100.0,1.101,13.04
2024-06-24,7900.0,100266.8,0.82,1.49,0.11,0.0,7900.0,0.0,100266.8,,,,,,,,,,,,,,7900.0,0.11,0.11,100.0,55.05,0.0,0.0,0.0,100.0,,0.0,,0.5505,12.69
2024-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.11,,7900.0,,,,,,,0.0,,0.0,0.0,14451.0,193296.58,0.18,0.0,,0.0,,0.0,13.38
2024-06-26,15800.0,216317.8,1.56,2.99,0.21,108158.9,7900.0,7900.0,108158.9,,,,7900.0,,,,,,,,0.11,7900.0,,0.11,,100.0,55.05,0.0,0.0,0.0,100.0,,1.0,100.0,1.101,13.69
2024-06-27,24400.0,323836.8,2.41,4.61,0.33,161918.4,12200.0,12200.0,161918.4,,,0.06,,,,4300.0,,,0.06,,,4300.0,,0.17,,100.0,65.41,0.0,0.0,0.0,100.0,,1.0,100.0,1.3082,13.27
2024-06-28,24400.0,320933.2,2.4,4.61,0.32,160466.6,12200.0,12200.0,160466.6,,,,,,,,,,,,,,,0.16,,100.0,65.41,0.0,0.0,0.0,100.0,,1.0,100.0,1.3082,13.15
2024-07-01,24400.0,328985.2,2.41,4.61,0.32,164492.6,12200.0,12200.0,164492.6,,,,,,,,,,,,,,,0.16,,100.0,65.41,0.0,0.0,0.0,100.0,,1.0,100.0,1.3082,13.48
2024-07-02,24400.0,335109.6,2.97,4.61,0.33,167554.8,12200.0,12200.0,167554.8,,,,,,,,,,,,,,,0.16,,100.0,65.41,0.0,0.0,0.0,100.0,,1.0,100.0,1.3082,13.73
2024-07-03,35400.0,479103.6,4.64,6.38,0.48,239551.8,17700.0,17700.0,239551.8,,5500.0,0.08,,,,5500.0,,,0.08,5500.0,,,,0.24,,100.0,94.9,0.0,0.0,0.0,100.0,,1.0,100.0,1.898,13.53
2024-07-04,35400.0,486714.6,4.82,6.75,0.48,243357.3,17700.0,17700.0,243357.3,,,,,,,,,,,,,,,0.24,,100.0,94.9,0.0,0.0,0.0,100.0,,1.0,100.0,1.898,13.75
2024-07-05,15800.0,207975.4,2.31,3.01,0.22,103987.7,7900.0,7900.0,103987.7,,,,,,0.13,,9800.0,,,,,,9800.0,0.11,0.13,100.0,42.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.8471,13.16
2024-07-08,15800.0,217755.6,2.25,3.01,0.21,108877.8,7900.0,7900.0,108877.8,,,,,,,,,,,,,,,0.1,,100.0,53.92,0.0,0.0,0.0,100.0,,1.0,100.0,1.0784,13.78
2024-07-09,15800.0,208070.2,1.98,3.01,0.22,104035.1,7900.0,7900.0,104035.1,,,,,,,,,,,,,,,0.11,,100.0,55.05,0.0,0.0,0.0,100.0,,1.0,100.0,1.101,13.17
2024-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.11,,7900.0,,,,,,7900.0,0.0,0.11,0.0,0.0,14351.0,189791.98,0.19,0.0,,0.0,,0.0,13.23
2024-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14351.0,187065.29,0.19,0.0,,0.0,,0.0,13.04
2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,18651.0,243973.73,0.25,0.0,,0.0,,0.0,13.08
2024-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14351.0,207831.18,0.19,0.0,,0.0,,0.0,14.48
2024-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14351.0,223014.54,0.19,0.0,,0.0,,0.0,15.54
2024-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14351.0,221694.25,0.19,0.0,,0.0,,0.0,15.45
2024-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14351.0,207099.28,0.19,0.0,,0.0,,0.0,14.43
2024-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14351.0,205176.25,0.19,0.0,,0.0,,0.0,14.3
2024-07-22,200.0,2916.6,0.03,0.04,0.0,1458.3,100.0,100.0,1458.3,,,,100.0,,,,,,,,0.0,100.0,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0137,14.58
2024-07-23,200.0,2991.0,0.03,0.04,0.0,1495.5,100.0,100.0,1495.5,,,,,,,,,,,,,,,0.0,,100.0,0.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,14.96
2024-07-24,200.0,2876.0,0.03,0.04,0.0,1438.0,100.0,100.0,1438.0,,,,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0138,14.38
2024-07-25,200.0,2647.2,0.03,0.04,0.0,1323.6,100.0,100.0,1323.6,,,,,,,,,,,,,,,0.0,,100.0,0.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.0141,13.24
2024-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,100.0,,,,,,100.0,0.0,0.0,0.0,0.0,14201.0,191940.72,0.19,0.0,,0.0,,0.0,13.52
2024-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,14201.0,188901.7,0.19,0.0,,0.0,,0.0,13.3
