,BTC FP Equity_DX_SI_QTY,BTC FP Equity_DX_SHORT_INTEREST_VALUE,BTC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BTC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BTC FP Equity_DX_SI_MV,BTC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BTC FP Equity_DX_SUPPLY_SI_QTY,BTC FP Equity_DX_BROKER_SI_QTY,BTC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BTC FP Equity_DX_BROKER_SI_MV_NEW_x,BTC FP Equity_DX_SUPPLY_SI_QTY_INC_x,BTC FP Equity_DX_BROKER_SI_MV_INC_x,BTC FP Equity_DX_BROKER_SI_QTY_ADD,BTC FP Equity_DX_BROKER_SI_QTY_NEW,BTC FP Equity_DX_SUPPLY_SI_MV_DEC,BTC FP Equity_DX_BROKER_SI_QTY_INC,BTC FP Equity_DX_SUPPLY_SI_QTY_DEC,BTC FP Equity_DX_BROKER_SI_MV_NEW_y,BTC FP Equity_DX_BROKER_SI_MV_INC_y,BTC FP Equity_DX_SUPPLY_SI_QTY_INC_y,BTC FP Equity_DX_BROKER_SI_MV_ADD,BTC FP Equity_DX_SUPPLY_SI_QTY_ADD,BTC FP Equity_DX_BROKER_SI_QTY_DEC,BTC FP Equity_DX_SUPPLY_SI_MV,BTC FP Equity_DX_BROKER_SI_MV_DEC,BTC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BTC FP Equity_DX_UTILIZATION_QUANTITY,BTC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BTC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BTC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BTC FP Equity_DX_ACTIVE_UTILIZATION_MV,BTC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BTC FP Equity_DX_BROKER_SI_CON_RATIO,BTC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BTC FP Equity_DX_DEMAND_SUPPLY_RATIO,BTC FP Equity_PX_LAST
2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,378.0,3095.82,0.0,0.0,,0.0,,0.0,8.19
2022-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,378.0,3046.68,0.0,0.0,,0.0,,0.0,8.06
2022-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,378.0,3042.9,0.0,0.0,,0.0,,0.0,8.05
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,378.0,2903.04,0.0,0.0,,0.0,,0.0,7.68
2022-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,378.0,3031.56,0.0,0.0,,0.0,,0.0,8.02
2022-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,378.0,2940.84,0.0,0.0,,0.0,,0.0,7.78
2022-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,378.0,2940.84,0.0,0.0,,0.0,,0.0,7.78
2022-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,378.0,2831.22,0.0,0.0,,0.0,,0.0,7.49
2022-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,378.0,3042.9,0.0,0.0,,0.0,,0.0,8.05
2022-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,378.0,3288.6,0.0,0.0,,0.0,,0.0,8.7
2022-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,378.0,3322.62,0.0,0.0,,0.0,,0.0,8.79
2022-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,378.0,3175.2,0.0,0.0,,0.0,,0.0,8.4
2022-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,378.0,3095.82,0.0,0.0,,0.0,,0.0,8.19
2022-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,378.0,3058.02,0.0,0.0,,0.0,,0.0,8.09
2022-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,378.0,2921.94,0.0,0.0,,0.0,,0.0,7.73
2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,468.0,3472.56,0.0,0.0,,0.0,,0.0,7.42
2022-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,468.0,3407.04,0.0,0.0,,0.0,,0.0,7.28
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,494.0,3670.42,0.0,0.0,,0.0,,0.0,7.43
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,494.0,3551.86,0.0,0.0,,0.0,,0.0,7.19
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,494.0,3383.9,0.0,0.0,,0.0,,0.0,6.85
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,594.0,4336.2,0.0,0.0,,0.0,,0.0,7.3
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,594.0,4336.2,0.0,0.0,,0.0,,0.0,7.3
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,594.0,4348.08,0.0,0.0,,0.0,,0.0,7.32
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,594.0,4330.26,0.0,0.0,,0.0,,0.0,7.29
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,594.0,4502.52,0.0,0.0,,0.0,,0.0,7.58
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,594.0,4306.5,0.0,0.0,,0.0,,0.0,7.25
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,594.0,4437.18,0.0,0.0,,0.0,,0.0,7.47
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,594.0,4466.88,0.0,0.0,,0.0,,0.0,7.52
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,594.0,4621.32,0.0,0.0,,0.0,,0.0,7.78
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,594.0,4342.14,0.0,0.0,,0.0,,0.0,7.31
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,594.0,4158.0,0.0,0.0,,0.0,,0.0,7.0
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,594.0,4134.24,0.0,0.0,,0.0,,0.0,6.96
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,594.0,4033.26,0.0,0.0,,0.0,,0.0,6.79
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,594.0,4045.14,0.0,0.0,,0.0,,0.0,6.81
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,594.0,4045.14,0.0,0.0,,0.0,,0.0,6.81
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,694.0,4858.0,0.0,0.0,,0.0,,0.0,7.0
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,694.0,4781.66,0.0,0.0,,0.0,,0.0,6.89
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,694.0,4677.56,0.0,0.0,,0.0,,0.0,6.74
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,694.0,4788.6,0.0,0.0,,0.0,,0.0,6.9
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,694.0,4476.3,0.0,0.0,,0.0,,0.0,6.45
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,844.0,5654.8,0.0,0.0,,0.0,,0.0,6.7
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1004.0,7429.6,0.0,0.0,,0.0,,0.0,7.4
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1004.0,7991.84,0.0,0.0,,0.0,,0.0,7.96
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1004.0,7409.52,0.0,0.0,,0.0,,0.0,7.38
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1004.0,7279.0,0.0,0.0,,0.0,,0.0,7.25
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1004.0,7359.32,0.0,0.0,,0.0,,0.0,7.33
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1004.0,7068.16,0.0,0.0,,0.0,,0.0,7.04
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1004.0,6797.08,0.0,0.0,,0.0,,0.0,6.77
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1004.0,6536.04,0.0,0.0,,0.0,,0.0,6.51
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1004.0,6566.16,0.0,0.0,,0.0,,0.0,6.54
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1004.0,6515.96,0.0,0.0,,0.0,,0.0,6.49
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1004.0,5953.72,0.0,0.0,,0.0,,0.0,5.93
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1004.0,5602.32,0.0,0.0,,0.0,,0.0,5.58
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1004.0,5732.84,0.0,0.0,,0.0,,0.0,5.71
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1004.0,5511.96,0.0,0.0,,0.0,,0.0,5.49
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6149.28,0.0,0.0,,0.0,,0.0,5.57
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6370.08,0.0,0.0,,0.0,,0.0,5.77
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5740.8,0.0,0.0,,0.0,,0.0,5.2
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5630.4,0.0,0.0,,0.0,,0.0,5.1
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5553.12,0.0,0.0,,0.0,,0.0,5.03
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5199.84,0.0,0.0,,0.0,,0.0,4.71
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5210.88,0.0,0.0,,0.0,,0.0,4.72
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5299.2,0.0,0.0,,0.0,,0.0,4.8
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5398.56,0.0,0.0,,0.0,,0.0,4.89
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5299.2,0.0,0.0,,0.0,,0.0,4.8
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5122.56,0.0,0.0,,0.0,,0.0,4.64
2022-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5188.8,0.0,0.0,,0.0,,0.0,4.7
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5199.84,0.0,0.0,,0.0,,0.0,4.71
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5453.76,0.0,0.0,,0.0,,0.0,4.94
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5520.0,0.0,0.0,,0.0,,0.0,5.0
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5420.64,0.0,0.0,,0.0,,0.0,4.91
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5034.24,0.0,0.0,,0.0,,0.0,4.56
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4956.96,0.0,0.0,,0.0,,0.0,4.49
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5100.48,0.0,0.0,,0.0,,0.0,4.62
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5023.2,0.0,0.0,,0.0,,0.0,4.55
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4879.68,0.0,0.0,,0.0,,0.0,4.42
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4968.0,0.0,0.0,,0.0,,0.0,4.5
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4990.08,0.0,0.0,,0.0,,0.0,4.52
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4647.84,0.0,0.0,,0.0,,0.0,4.21
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4438.08,0.0,0.0,,0.0,,0.0,4.02
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4272.48,0.0,0.0,,0.0,,0.0,3.87
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4250.4,0.0,0.0,,0.0,,0.0,3.85
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4360.8,0.0,0.0,,0.0,,0.0,3.95
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4239.36,0.0,0.0,,0.0,,0.0,3.84
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4250.4,0.0,0.0,,0.0,,0.0,3.85
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4250.4,0.0,0.0,,0.0,,0.0,
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4162.08,0.0,0.0,,0.0,,0.0,3.77
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,3963.36,0.0,0.0,,0.0,,0.0,3.59
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4162.08,0.0,0.0,,0.0,,0.0,3.77
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4140.0,0.0,0.0,,0.0,,0.0,3.75
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4382.88,0.0,0.0,,0.0,,0.0,3.97
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4371.84,0.0,0.0,,0.0,,0.0,3.96
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4382.88,0.0,0.0,,0.0,,0.0,3.97
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4482.24,0.0,0.0,,0.0,,0.0,4.06
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4250.4,0.0,0.0,,0.0,,0.0,3.85
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4669.92,0.0,0.0,,0.0,,0.0,4.23
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4669.92,0.0,0.0,,0.0,,0.0,4.23
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,4669.92,0.0,0.0,,0.0,,0.0,4.23
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5111.52,0.0,0.0,,0.0,,0.0,4.63
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5740.8,0.0,0.0,,0.0,,0.0,5.2
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6060.96,0.0,0.0,,0.0,,0.0,5.49
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5961.6,0.0,0.0,,0.0,,0.0,5.4
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5851.2,0.0,0.0,,0.0,,0.0,5.3
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5586.24,0.0,0.0,,0.0,,0.0,5.06
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5740.8,0.0,0.0,,0.0,,0.0,5.2
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6083.04,0.0,0.0,,0.0,,0.0,5.51
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6292.8,0.0,0.0,,0.0,,0.0,5.7
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5829.12,0.0,0.0,,0.0,,0.0,5.28
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6105.12,0.0,0.0,,0.0,,0.0,5.53
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6127.2,0.0,0.0,,0.0,,0.0,5.55
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6193.44,0.0,0.0,,0.0,,0.0,5.61
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6049.92,0.0,0.0,,0.0,,0.0,5.48
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6072.0,0.0,0.0,,0.0,,0.0,5.5
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7120.8,0.0,0.0,,0.0,,0.0,6.45
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7198.08,0.0,0.0,,0.0,,0.0,6.52
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6822.72,0.0,0.0,,0.0,,0.0,6.18
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6624.0,0.0,0.0,,0.0,,0.0,6.0
2023-02-08,3000.0,18150.0,0.69,0.65,0.02,9075.0,1500.0,1500.0,9075.0,,,,1500.0,,,,,,,,0.01,1500.0,,0.01,,100.0,57.6,0.0,0.0,0.0,100.0,,1.0,100.0,1.1521,6.05
2023-02-09,3000.0,17550.0,0.72,0.65,0.02,8775.0,1500.0,1500.0,8775.0,,,,,,,,,,,,,,,0.01,,100.0,57.6,0.0,0.0,0.0,100.0,,1.0,100.0,1.1521,5.85
2023-02-10,3000.0,16350.0,0.72,0.63,0.02,8175.0,1500.0,1500.0,8175.0,,,,,,,,,,,,,,,0.01,,100.0,57.6,0.0,0.0,0.0,100.0,,1.0,100.0,1.1521,5.45
2023-02-13,3000.0,15960.0,0.72,0.63,0.02,7980.0,1500.0,1500.0,7980.0,,,,,,,,,,,,,,,0.01,,100.0,57.6,0.0,0.0,0.0,100.0,,1.0,100.0,1.1521,5.32
2023-02-14,3000.0,16530.0,0.7,0.63,0.02,8265.0,1500.0,1500.0,8265.0,,,,,,,,,,,,,,,0.01,,100.0,57.6,0.0,0.0,0.0,100.0,,1.0,100.0,1.1521,5.51
2023-02-15,3000.0,17850.0,0.7,0.63,0.02,8925.0,1500.0,1500.0,8925.0,,,,,,,,,,,,,,,0.01,,100.0,57.6,0.0,0.0,0.0,100.0,,1.0,100.0,1.1521,5.95
2023-02-16,3000.0,19200.0,0.66,0.63,0.02,9600.0,1500.0,1500.0,9600.0,,,,,,,,,,,,,,,0.01,,100.0,57.6,0.0,0.0,0.0,100.0,,1.0,100.0,1.1521,6.4
2023-02-17,3000.0,17580.0,0.62,0.63,0.02,8790.0,1500.0,1500.0,8790.0,,,,,,,,,,,,,,,0.01,,100.0,57.6,0.0,0.0,0.0,100.0,,1.0,100.0,1.1521,5.86
2023-02-20,3000.0,18330.0,0.6,0.63,0.02,9165.0,1500.0,1500.0,9165.0,,,,,,,,,,,,,,,0.01,,100.0,57.6,0.0,0.0,0.0,100.0,,1.0,100.0,1.1521,6.11
