,BON FP Equity_DX_SI_QTY,BON FP Equity_DX_SHORT_INTEREST_VALUE,BON FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BON FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BON FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BON FP Equity_DX_SI_MV,BON FP Equity_DX_DSS,BON FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BON FP Equity_DX_SUPPLY_SI_QTY,BON FP Equity_DX_BROKER_SI_QTY,BON FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BON FP Equity_DX_BROKER_SI_MV_NEW_x,BON FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BON FP Equity_DX_SUPPLY_SI_QTY_INC_x,BON FP Equity_DX_BROKER_SI_MV_INC_x,BON FP Equity_DX_SUPPLY_SI_MV_NEW,BON FP Equity_DX_BROKER_SI_QTY_ADD,BON FP Equity_DX_BROKER_SI_QTY_NEW,BON FP Equity_DX_SUPPLY_SI_MV_DEC,BON FP Equity_DX_BROKER_SI_QTY_INC,BON FP Equity_DX_SUPPLY_SI_QTY_DEC,BON FP Equity_DX_BROKER_SI_MV_NEW_y,BON FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BON FP Equity_DX_BROKER_SI_MV_INC_y,BON FP Equity_DX_SUPPLY_SI_QTY_INC_y,BON FP Equity_DX_BROKER_SI_MV_ADD,BON FP Equity_DX_SUPPLY_SI_QTY_ADD,BON FP Equity_DX_BROKER_SI_QTY_DEC,BON FP Equity_DX_SUPPLY_SI_MV,BON FP Equity_DX_BROKER_SI_MV_DEC,BON FP Equity_DX_SUPPLY_SI_MV_RMV,BON FP Equity_DX_BROKER_SI_MV_RMV,BON FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BON FP Equity_DX_UTILIZATION_QUANTITY,BON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BON FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BON FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BON FP Equity_DX_ACTIVE_UTILIZATION_MV,BON FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BON FP Equity_DX_BROKER_SI_CON_RATIO,BON FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BON FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-07-13,454052.0,5130787.6,2.73,34.09,1.39,5.19,1.0,3594925.5,303093.0,318135.0,3424950.9,,,2834.0,0.16,,,,0.02,14234.0,1940.0,,,0.16,2834.0,,9650.0,3690.0,3.42,0.02,,,14.2,14.2,1831438.0,20695249.4,,20.69,14.18,26.09,0.2008,32.34,0.2127
2023-07-14,453678.0,5063046.48,2.73,34.12,1.39,5.18,1.0,3546212.76,302719.0,317761.0,3378344.04,,,229.0,0.0,,,,0.01,229.0,603.0,,,0.0,229.0,,,603.0,3.4,0.01,,,14.18,14.18,1832041.0,20445577.56,,20.66,14.15,25.97,0.2008,32.46,0.2125
2023-07-17,437950.0,4808691.0,2.64,33.0,1.34,4.96,1.0,3335328.72,288722.0,303764.0,3170167.56,,,921.0,0.0,,,,0.17,421.0,14918.0,,,0.0,921.0,,,14418.0,3.22,0.17,,,13.54,13.54,1843382.0,20240334.36,,20.55,13.53,27.18,0.2118,33.85,0.2054
2023-07-18,438471.0,4770564.48,2.64,32.03,1.34,4.88,1.0,3310620.8,289243.0,304285.0,3146963.84,,,1786.0,0.0,,,,0.04,521.0,3468.0,,,0.0,1786.0,,2203.0,,3.17,,,,13.57,13.57,1842861.0,20050327.68,,20.23,13.56,27.28,0.2118,33.77,0.2057
2023-07-19,450961.0,4924494.12,2.71,32.06,1.38,4.98,1.0,3392789.4,295653.0,310695.0,3228530.76,,,10131.0,0.06,,,,0.04,6410.0,3721.0,,,0.06,10131.0,,,,3.22,,,,13.83,13.83,1842531.0,20120438.52,,20.09,13.81,26.46,0.2037,32.71,0.2109
2023-07-20,450105.0,4960157.1,2.71,32.66,1.38,5.0,1.0,3414425.78,294797.0,309839.0,3248662.94,,,,,,,,0.01,,856.0,,,,,,,856.0,3.23,0.0,,,13.78,13.78,1844443.0,20325761.86,,20.21,13.77,26.29,0.2034,32.77,0.2104
2023-07-21,450064.0,4914698.88,2.71,32.64,1.38,5.02,1.0,3382994.16,294756.0,309798.0,3218735.52,,,,,,,,0.0,,41.0,,,,,,,41.0,3.24,0.0,,,13.74,13.74,1850484.0,20207285.28,,20.39,13.72,26.31,0.2035,32.8,0.2098
2023-07-24,448628.0,4943880.56,2.7,32.14,1.37,4.99,1.0,3409025.98,294307.0,309349.0,3243263.14,,,446.0,0.0,,,,0.03,538.0,2742.0,,,0.0,446.0,,1847.0,987.0,3.22,0.01,,,13.74,13.74,1848377.0,20369114.54,,20.24,13.74,26.5,0.2052,32.85,0.2094
2023-07-25,449187.0,4896138.3,2.7,31.65,1.38,5.02,1.0,3380493.3,295095.0,310137.0,3216535.5,,,3372.0,0.02,,,,0.03,1017.0,3328.0,,,0.02,3372.0,,744.0,229.0,3.25,0.0,,,13.78,13.78,1846152.0,20123056.8,,20.35,13.78,26.81,0.2066,32.87,0.2098
2023-07-26,449389.0,4871376.76,2.7,31.8,1.38,4.96,1.0,3364074.76,295297.0,310339.0,3201019.48,,,889.0,0.0,,,,0.04,202.0,3897.0,,,0.0,889.0,,3210.0,,3.21,,,,13.79,13.79,1845950.0,20010098.0,,20.1,13.78,26.81,0.206,32.76,0.2099
2023-07-27,458181.0,4985009.28,2.76,32.36,1.4,5.06,1.0,3472145.28,296553.0,319131.0,3226496.64,,,4154.0,0.1,,,,0.03,8792.0,2898.0,,,0.1,4154.0,,,,3.23,,,,13.91,13.91,1835302.0,19968085.76,,19.96,13.92,26.55,0.2034,32.14,0.2149
2023-07-28,457906.0,5000333.52,2.76,30.48,1.4,5.05,1.0,3481907.52,295514.0,318856.0,3227012.88,,,4283.0,0.1,,,,0.13,9725.0,11329.0,,,0.1,4283.0,,6007.0,10000.0,3.22,0.11,,,13.86,13.86,1837064.0,20060738.88,,20.0,13.85,26.89,0.2003,32.05,0.2147
2023-07-31,463548.0,5015589.36,2.79,29.32,1.42,5.13,1.0,3465743.38,296967.0,320309.0,3213182.94,,,5324.0,0.02,,,,0.08,1453.0,6890.0,,,0.02,5324.0,,3019.0,,3.24,,,,13.96,13.96,1830741.0,19808617.62,,20.0,13.95,28.02,0.2032,31.69,0.2179
2023-08-01,460843.0,4967887.54,2.77,28.8,1.41,5.06,1.0,3445859.34,294262.0,319653.0,3172144.36,,,,,,,,0.03,,2705.0,,,,,,,656.0,3.18,0.02,,,13.83,13.83,1833618.0,19766402.04,,19.87,13.81,28.0,0.2046,31.92,0.2166
2023-08-02,450621.0,4785595.02,2.71,28.03,1.38,4.93,1.0,3324293.64,294873.0,313022.0,3131551.26,,,2355.0,0.01,,,,0.04,611.0,3591.0,,,0.01,2355.0,,1847.0,7242.0,3.18,0.08,,,13.85,13.85,1833479.0,19471546.98,,19.77,13.84,28.04,0.2112,32.78,0.2117
2023-08-03,450545.0,4784787.9,2.71,26.87,1.38,4.85,1.0,3329837.28,295395.0,313544.0,3137094.9,,,1895.0,0.0,,,,0.02,522.0,1373.0,,,0.0,1895.0,,,,3.13,,,,13.88,13.88,1833006.0,19466523.72,,19.47,13.87,27.96,0.2103,32.64,0.2117
2023-08-04,444334.0,4692167.04,2.67,25.56,1.36,4.77,1.0,3256239.36,300507.0,308356.0,3173353.92,,,14120.0,0.02,,1405.0,,0.17,1707.0,15692.0,,,0.02,14120.0,0.01,6684.0,8300.0,3.18,0.09,,,14.0,14.0,1845844.0,19492112.64,,19.55,13.99,27.73,0.2127,33.17,0.207
2023-08-07,445280.0,5004947.2,2.68,26.27,1.36,4.81,1.0,3476554.48,301453.0,309302.0,3388331.72,,,5388.0,0.01,,,,0.05,946.0,4442.0,,,0.01,5388.0,,,,3.21,,,,14.27,14.27,1810596.0,20351099.04,,19.23,14.29,27.75,0.2112,32.83,0.2108
2023-08-08,449515.0,5205383.7,2.71,24.18,1.38,5.16,1.0,3630758.46,303688.0,313537.0,3516707.04,,,1577.0,0.08,,2000.0,,0.01,2235.0,2066.0,,,0.08,1577.0,0.02,2724.0,,3.43,,,,14.36,14.36,1811580.0,20978096.4,,20.47,14.34,28.08,0.211,32.64,0.2125
2023-08-09,447924.0,5133209.04,2.7,21.55,1.37,5.26,1.0,3574901.16,302097.0,311946.0,3462031.62,,,,,,,,0.02,,1591.0,,,,,,,1591.0,3.49,0.0,,,14.27,14.27,1814436.0,20793436.56,,21.0,14.26,27.98,0.2118,32.92,0.2116
2023-08-10,490494.0,5572011.84,2.95,22.99,1.5,5.7,1.0,4027301.76,327543.0,354516.0,3720888.48,,,26440.0,0.37,,9000.0,,0.03,33570.0,2841.0,,,0.37,26440.0,0.1,1847.0,,3.75,,,,15.48,15.48,1788845.0,20321279.2,,20.5,15.46,26.06,0.1817,29.63,0.2318
2023-08-11,493120.0,5621568.0,2.97,23.46,1.51,5.71,1.0,4086159.0,339350.0,358435.0,3868590.0,,,12100.0,0.04,,,,0.0,3919.0,293.0,,,0.04,12100.0,,,,3.87,,,,16.03,16.03,1777013.0,20257948.2,,20.26,16.03,25.93,0.1807,29.46,0.233
2023-08-14,483311.0,5393750.76,2.91,23.41,1.48,5.6,1.0,3984733.8,334706.0,357055.0,3735318.96,,,3785.0,0.0,,,,0.09,25.0,8429.0,,,0.0,3785.0,,,1405.0,3.81,0.02,,,15.91,15.91,1768595.0,19737520.2,,20.18,15.89,25.0,0.1815,30.26,0.2298
2023-08-15,479968.0,5346843.52,2.89,22.19,1.47,5.44,1.0,3982839.64,336737.0,357526.0,3751250.18,,,2031.0,0.0,,,,,471.0,,,,0.0,2031.0,,,,3.76,,,,16.01,16.01,1766595.0,19679868.3,,19.73,16.01,25.23,0.1835,30.3,0.2282
2023-08-16,485044.0,5519800.72,2.92,22.08,1.49,5.53,1.0,4106404.72,338495.0,360844.0,3852073.1,,,2558.0,0.02,,1981.0,,0.02,2000.0,2223.0,,,0.02,2558.0,0.02,1423.0,663.0,3.79,0.01,,,16.08,16.08,1767050.0,20109029.0,,19.77,16.1,24.15,0.1766,29.86,0.2304
2023-08-17,487754.0,5443334.64,2.94,21.94,1.49,5.63,1.0,4063333.68,338749.0,364098.0,3780438.84,,,3000.0,0.08,,,,0.03,6000.0,2746.0,,,0.08,3000.0,,,2746.0,3.85,0.01,,,16.1,16.1,1765317.0,19700937.72,,20.07,16.09,23.38,0.1737,29.93,0.2318
2023-08-18,483623.0,5348870.38,2.91,22.0,1.48,5.47,1.0,4013607.64,337545.0,362894.0,3733247.7,,,3700.0,0.0,,,,0.06,543.0,4904.0,,,0.0,3700.0,,,1747.0,3.76,0.02,,,16.0,16.0,1771679.0,19594769.74,,19.76,15.99,23.38,0.1756,30.11,0.2293
2023-08-21,486228.0,5309609.76,2.93,21.85,1.49,5.45,1.0,3958489.08,337150.0,362499.0,3681678.0,,,,,,,,0.0,,395.0,,,,,,,395.0,3.72,0.01,,,15.99,15.99,1771337.0,19343000.04,,19.58,15.98,23.16,0.1732,29.92,0.2306
2023-08-22,489201.0,5293154.82,2.94,21.92,1.5,5.43,1.0,3981002.6,333198.0,367930.0,3605202.36,,,,0.12,,,,0.06,11426.0,5495.0,,,0.12,,,1543.0,5995.0,3.64,0.08,,,15.81,15.81,1774286.0,19197774.52,,19.4,15.8,22.22,0.1674,29.75,0.2321
2023-08-23,484896.0,5265970.56,2.92,22.68,1.49,5.33,1.0,3997620.3,333373.0,368105.0,3620430.78,,,772.0,0.01,,,,0.06,772.0,5480.0,,,0.01,772.0,,4883.0,597.0,3.61,0.02,,,15.81,15.81,1775030.0,19276825.8,,19.23,15.8,21.15,0.1647,29.9,0.23
2023-08-24,484273.0,5327003.0,2.91,22.77,1.48,5.36,1.0,4036384.0,332212.0,366944.0,3654332.0,,,,,,,,0.01,,1161.0,,,,,,,1161.0,3.62,0.01,,,17.7,17.7,1544824.0,16993064.0,,16.85,17.67,20.94,0.1644,29.98,0.258
2023-08-25,482044.0,5341047.52,2.9,22.66,1.48,5.4,1.0,4041042.2,329983.0,364715.0,3656211.64,,,,,,,,0.02,,2229.0,,,,,,,2229.0,3.63,0.02,,,17.58,17.58,1547053.0,17141347.24,,17.07,17.55,20.51,0.1641,30.19,0.2568
2023-08-28,476843.0,5292957.3,2.87,22.17,1.46,5.36,1.0,4063721.1,330369.0,366101.0,3667095.9,,,2500.0,0.03,,,,0.02,2000.0,2114.0,,,0.03,2500.0,,,614.0,3.65,0.0,,,17.6,17.6,1546270.0,17163597.0,,17.13,17.58,19.04,0.1617,30.53,0.2541
2023-08-29,476410.0,5288151.0,2.87,22.41,1.46,5.36,1.0,4058914.8,329936.0,365668.0,3662289.6,,,,,,,,0.0,,433.0,,,,,,,433.0,3.65,0.0,,,17.58,17.58,1546587.0,17167115.7,,17.16,17.54,18.97,0.1615,30.53,0.2539
2023-08-30,470499.0,5184898.98,2.83,22.47,1.44,5.29,1.0,3986562.14,326025.0,361757.0,3592795.5,,,,,,,,0.04,,3911.0,,,,,,,3911.0,3.61,0.04,,,17.37,17.37,1550498.0,17086487.96,,17.17,17.38,18.8,0.163,30.99,0.2507
2023-08-31,469524.0,5164764.0,2.83,22.5,1.44,5.27,1.0,3977094.0,325822.0,361554.0,3584042.0,,,2068.0,0.01,,,,0.03,569.0,2271.0,,,0.01,2068.0,,,772.0,3.6,0.01,,,17.39,17.39,1547820.0,17026020.0,,17.12,17.38,19.0,0.1651,31.21,0.2506
2023-09-01,467283.0,5140113.0,2.81,22.39,1.43,5.24,1.0,3955699.0,323581.0,359609.0,3559391.0,,,,,,,,0.03,,2241.0,,,,,,,1945.0,3.57,0.02,,,17.27,17.27,1550145.0,17051595.0,,17.1,17.25,18.63,0.1648,31.33,0.2494
2023-09-04,468168.0,5121757.92,2.82,22.65,1.43,5.25,1.0,3943804.36,329645.0,360494.0,3606316.3,,,1325.0,0.02,,,,0.03,885.0,3157.0,,,0.02,1325.0,,7896.0,,3.62,,,,17.59,17.59,1543937.0,16890670.78,,17.0,17.57,18.91,0.1654,31.32,0.2499
2023-09-05,465981.0,5097832.14,2.8,22.68,1.43,5.2,1.0,3919878.58,329461.0,358307.0,3604303.34,,,,,,,,0.0,,184.0,,,,,,,2187.0,3.62,0.04,,,15.97,15.97,1733954.0,18969456.76,,19.03,15.97,18.95,0.1659,31.38,0.2258
2023-09-06,460730.0,4957454.8,2.77,22.44,1.41,5.11,1.0,3824943.28,318327.0,355478.0,3425198.52,,,,,,,,0.12,,11134.0,,,,,,,2829.0,3.48,0.04,,,15.39,15.39,1750368.0,18833959.68,,19.13,15.38,18.49,0.1674,31.81,0.2227
2023-09-07,460098.0,4941452.52,2.77,22.49,1.41,5.04,1.0,3811046.04,318117.0,354846.0,3416576.58,,,,,,,,0.0,,210.0,,,,,,,632.0,3.43,0.02,,,15.41,15.41,1745875.0,18750697.5,,18.81,15.41,18.32,0.1668,31.74,0.2229
2023-09-08,440264.0,4719630.08,2.65,21.95,1.35,4.81,1.0,3591328.64,318283.0,335012.0,3411993.76,,,,0.0,,,,0.1,166.0,9366.0,,,0.0,,,9532.0,20000.0,3.41,0.22,,,15.49,15.49,1736416.0,18614379.52,,18.66,15.46,19.33,0.1827,33.41,0.2143
2023-09-11,439451.0,4693336.68,2.64,23.05,1.35,4.79,1.0,3551537.88,315812.0,332541.0,3372872.16,,,1658.0,,,1658.0,,0.04,,4129.0,,,,1658.0,0.02,,4129.0,3.38,0.05,,,15.36,15.36,1740787.0,18591605.16,,18.65,15.34,18.48,0.1801,33.46,0.2137
2023-09-12,438868.0,4695887.6,2.64,23.97,1.34,4.78,1.0,3551950.6,315229.0,331958.0,3372950.3,,,,,,,,0.01,,583.0,,,,,,,583.0,3.37,0.0,,,15.34,15.34,1739425.0,18611847.5,,18.6,15.33,18.39,0.1802,33.52,0.2136
2023-09-13,437161.0,4660136.26,2.63,24.11,1.34,4.76,1.0,3520475.66,313522.0,330251.0,3342144.52,,,,,,,,0.02,,1707.0,,,,,,,1707.0,3.35,0.02,,,15.26,15.26,1741068.0,18559784.88,,18.63,15.25,18.05,0.1802,33.67,0.2128
2023-09-14,435423.0,4676443.02,2.62,24.95,1.33,4.75,1.0,3528229.62,311784.0,328513.0,3348560.16,,,22.0,,,,,0.02,,1760.0,,,,22.0,,,1738.0,3.34,0.02,,,15.02,15.02,1764529.0,18951041.46,,18.89,15.01,17.68,0.1804,33.85,0.2097
2023-09-15,435423.0,4737402.24,2.62,26.18,1.33,4.77,1.0,3574221.44,311784.0,328513.0,3392209.92,,,,,,,,,,,,,,,,,,3.36,,,,14.97,14.97,1770718.0,19265411.84,,19.07,14.99,17.6,0.18,33.81,0.2091
2023-09-18,433500.0,4621110.0,2.61,26.49,1.33,4.78,1.0,3481449.4,301795.0,326590.0,3217134.7,,,,,,,,0.11,,9989.0,,,,,,,1923.0,3.27,0.02,,,14.52,14.52,1776988.0,18942692.08,,19.3,14.5,17.14,0.1807,34.12,0.2085
2023-09-19,433297.0,4592948.2,2.61,29.87,1.33,4.7,1.0,3459702.2,319038.0,326387.0,3381802.8,,,17801.0,,,,,0.01,,558.0,,,,17801.0,,,203.0,3.4,0.01,,,15.35,15.35,1759854.0,18654452.4,,18.77,15.34,17.08,0.1803,34.06,0.2084
2023-09-20,447713.0,4799483.36,2.69,36.6,1.37,4.84,1.0,3653408.16,319038.0,340803.0,3420087.36,,,,0.15,,,,,14956.0,,,,0.15,,,,540.0,3.39,0.01,,,15.33,15.33,1762498.0,18893978.56,,18.74,15.31,16.24,0.1929,36.57,0.2151
2023-09-21,450035.0,4770371.0,2.71,37.98,1.38,4.9,1.0,3626525.0,320038.0,342125.0,3392402.8,,,1000.0,0.04,,,,,1940.0,,,,0.04,1000.0,,,618.0,3.43,0.0,,,15.37,15.37,1762333.0,18680729.8,,18.92,15.34,16.06,0.1938,36.79,0.2161
2023-09-22,440435.0,4642184.9,2.65,37.98,1.35,4.74,1.0,3522288.82,318380.0,334183.0,3355725.2,,,,,,,,0.02,,1658.0,,,,,,,7942.0,3.37,0.12,,,15.29,15.29,1764069.0,18593287.26,,18.71,15.25,15.91,0.1929,36.47,0.2115
2023-09-25,438382.0,4620546.28,2.64,38.34,1.34,4.71,1.0,3500650.2,323313.0,332130.0,3407719.02,,,5098.0,,,,,0.0,,165.0,,,,5098.0,,,2053.0,3.42,0.02,,,15.52,15.52,1759434.0,18544434.36,,18.6,15.51,15.98,0.1913,36.19,0.2105
2023-09-26,437201.0,4573122.46,2.63,40.88,1.34,4.68,1.0,3461726.54,322132.0,330949.0,3369500.72,,,,,,,,0.01,,1181.0,,,,,,,1181.0,3.39,0.01,,,15.48,15.48,1759454.0,18403888.84,,18.55,15.47,15.73,0.1917,36.33,0.21
2023-09-27,424814.0,4401073.04,2.56,36.32,1.3,4.52,1.0,3321022.32,317745.0,320562.0,3291838.2,,,,,,,,0.05,,4387.0,,,,,,,10387.0,3.33,0.12,,,15.3,15.3,1758867.0,18221862.12,,18.43,15.29,16.32,0.1974,36.99,0.2046
2023-09-28,425298.0,4448617.08,2.56,37.41,1.3,4.48,1.0,3349616.26,311752.0,320231.0,3260925.92,,,815.0,,,815.0,,0.08,,6808.0,,,,815.0,0.01,,1146.0,3.23,0.02,,,14.98,14.98,1769841.0,18512536.86,,18.34,14.98,15.83,0.1943,36.69,0.2043
2023-09-29,424946.0,4487429.76,2.56,35.92,1.3,4.53,1.0,3377922.24,311400.0,319879.0,3288384.0,,,,,,,,0.0,,352.0,,,,,,,352.0,3.27,0.0,,,14.96,14.96,1770193.0,18693238.08,,18.54,14.97,15.78,0.1944,36.71,0.2041
2023-10-02,437188.0,5018918.24,2.63,37.13,1.34,4.74,1.0,3812749.08,318759.0,332121.0,3659353.32,,,6211.0,0.02,,11700.0,,0.05,542.0,4341.0,,,0.02,6211.0,0.13,5489.0,,3.4,,,,15.36,15.36,1755869.0,20157376.12,,18.82,15.31,15.35,0.1821,35.34,0.2107
2023-10-03,440706.0,4874208.36,2.65,33.12,1.35,5.11,1.0,3712167.34,327160.0,335639.0,3618389.6,,,8713.0,0.09,,,,0.01,3518.0,312.0,,,0.09,8713.0,,,,3.74,,,,15.79,15.79,1745042.0,19300164.52,,20.0,15.77,16.38,0.1852,35.53,0.2127
2023-10-04,434116.0,4775276.0,2.61,31.28,1.33,4.87,1.0,3579037.0,316888.0,325367.0,3485768.0,,,2231.0,0.03,,,,0.2,4976.0,15809.0,,,0.03,2231.0,,3306.0,15248.0,3.5,0.23,,,15.3,15.3,1754778.0,19302558.0,,19.4,15.29,16.73,0.1782,34.17,0.2095
2023-10-05,428836.0,4614275.36,2.58,30.49,1.31,4.76,1.0,3481602.44,315090.0,323569.0,3390368.4,,,,0.02,,,,0.07,2699.0,6681.0,,,0.02,,,4883.0,4497.0,3.45,0.05,,,15.21,15.21,1757130.0,18906718.8,,19.26,15.2,17.66,0.1859,34.83,0.2069
2023-10-06,428890.0,4469033.8,2.58,30.71,1.31,4.63,1.0,3388229.72,315115.0,325166.0,3283498.3,,,,0.0,,,,0.11,1597.0,9497.0,,,0.0,,,9522.0,,3.35,,,,15.21,15.21,1757192.0,18309940.64,,18.8,15.13,18.14,0.1877,34.85,0.207
2023-10-09,427817.0,4483522.16,2.57,30.56,1.31,4.55,1.0,3405035.84,327062.0,324908.0,3427609.76,,,12762.0,0.0,,,,0.02,557.0,815.0,,,0.0,12762.0,,,815.0,3.43,0.01,,,15.78,15.78,1745046.0,18288082.08,,18.45,15.69,18.42,0.1878,34.63,0.2065
2023-10-10,427035.0,4552193.1,2.57,30.31,1.31,4.55,1.0,3454117.16,319430.0,324026.0,3405123.8,,,100.0,0.0,,,,0.08,100.0,7732.0,,,0.0,100.0,,,982.0,3.35,0.02,,,15.42,15.42,1752323.0,18679763.18,,18.39,15.41,17.88,0.1872,34.71,0.2061
2023-10-11,427466.0,4590984.84,2.57,29.35,1.31,4.63,1.0,3484668.18,319861.0,324457.0,3435307.14,,,,,,508.0,,0.0,,77.0,,,,,0.01,508.0,77.0,3.41,0.0,,,15.44,15.44,1752398.0,18820754.52,,18.7,15.43,17.9,0.1873,34.78,0.2063
2023-10-12,451680.0,4860076.8,2.72,30.46,1.38,4.94,1.0,3739863.96,332856.0,347571.0,3581530.56,,,12500.0,0.17,,8390.0,,0.01,15772.0,1048.0,,,0.17,12500.0,0.09,1543.0,1048.0,3.59,0.0,,,16.06,16.06,1740350.0,18726166.0,,18.76,16.05,16.58,0.1716,32.77,0.2179
2023-10-13,457938.0,4945730.4,2.76,30.56,1.4,5.01,1.0,3762439.2,332259.0,348374.0,3588397.2,,,6605.0,0.02,,,,0.1,1511.0,9049.0,,,0.02,6605.0,,1847.0,708.0,3.58,0.01,,,16.0,16.0,1743799.0,18833029.2,,18.82,15.98,16.41,0.1668,32.17,0.2206
2023-10-16,458352.0,5060206.08,2.76,30.26,1.4,5.03,1.0,3910842.72,341257.0,354243.0,3767477.28,,,24712.0,0.11,,,,0.17,9739.0,15714.0,,,0.11,24712.0,,,3870.0,3.69,0.04,,,16.47,16.47,1730507.0,19104797.28,,18.73,16.45,16.48,0.1664,31.95,0.2212
2023-10-17,450806.0,4904769.28,2.71,29.7,1.38,5.03,1.0,3772063.36,333711.0,346697.0,3630775.68,,,12093.0,0.04,,,,0.21,2654.0,19639.0,,,0.04,12093.0,,,10200.0,3.67,0.11,,,16.11,16.11,1737664.0,18905784.32,,19.15,16.1,17.47,0.1706,32.81,0.2176
2023-10-18,450591.0,4920453.72,2.71,29.67,1.38,4.98,1.0,3783583.44,333496.0,346482.0,3641776.32,,,7103.0,0.0,,,,0.08,687.0,7318.0,,,0.0,7103.0,,,902.0,3.63,0.01,,,16.09,16.09,1738716.0,18986778.72,,18.96,16.07,17.64,0.1711,32.77,0.2174
2023-10-19,444712.0,4865149.28,2.68,29.78,1.36,4.92,1.0,3726196.82,335116.0,340603.0,3666169.04,,,,0.01,,,,0.04,1620.0,3263.0,,,0.01,,,4883.0,7499.0,3.66,0.08,,,16.17,16.17,1737366.0,19006784.04,,18.97,16.16,18.26,0.1769,33.25,0.2146
2023-10-20,446630.0,4734278.0,2.69,30.52,1.37,4.9,1.0,3630722.6,337034.0,342521.0,3572560.4,,,15633.0,0.02,,1168.0,,0.19,750.0,17205.0,,,0.02,15633.0,0.01,3490.0,,3.64,,,,16.25,16.25,1737634.0,18418920.4,,18.92,16.15,18.64,0.1773,33.29,0.2153
2023-10-23,448090.0,4704945.0,2.7,30.31,1.37,4.82,1.0,3611800.5,338494.0,343981.0,3554187.0,,,9503.0,0.0,,,,0.09,1460.0,8043.0,,,0.0,9503.0,,,,3.58,,,,16.32,16.32,1736174.0,18229827.0,,18.35,16.32,18.92,0.1757,32.82,0.216
2023-10-24,447431.0,4528001.72,2.69,29.84,1.37,4.75,1.0,3474418.64,337835.0,343322.0,3418890.2,,,,0.0,,,,0.16,440.0,14621.0,,,0.0,,,13962.0,1099.0,3.54,0.01,,,16.28,16.28,1736792.0,17576335.04,,18.19,16.28,19.1,0.1785,33.24,0.2157
2023-10-25,452758.0,4464193.88,2.72,29.96,1.39,4.66,1.0,3414705.34,340832.0,346319.0,3360603.52,,,10653.0,0.0,,2330.0,,0.1,736.0,9079.0,,,0.0,10653.0,0.02,1423.0,69.0,3.44,0.0,,,16.42,16.42,1734823.0,17105354.78,,17.53,16.42,19.11,0.1741,32.68,0.2181
2023-10-26,451597.0,4497906.12,2.72,28.8,1.38,4.56,1.0,3437773.68,338701.0,345158.0,3373461.96,,,,,,,,0.02,,2131.0,,,,,,,1161.0,3.34,0.04,,,16.32,16.32,1737166.0,17302173.36,,17.17,16.29,18.6,0.1722,32.5,0.2175
2023-10-27,450373.0,4548767.3,2.71,28.39,1.38,4.58,1.0,3487196.7,339305.0,345267.0,3426980.5,,,,0.02,,,,0.09,1442.0,9480.0,,,0.02,,,10559.0,1333.0,3.39,0.01,0.0,,16.38,16.38,1732643.0,17499694.3,475.0,17.29,16.4,18.94,0.1744,32.62,0.2174
2023-10-30,456574.0,4629660.36,2.75,28.17,1.4,4.7,1.0,3573995.1,345506.0,352465.0,3503430.84,,,,0.07,,,,0.03,7198.0,3399.0,,,0.07,,,9600.0,,3.49,,,,16.75,16.75,1717192.0,17412326.88,,17.35,16.76,18.64,0.1697,32.14,0.2213
2023-10-31,449318.0,4493180.0,2.7,27.46,1.38,4.64,1.0,3452090.0,339247.0,345209.0,3392470.0,,,,,,,,0.06,,6259.0,,,,,,,7256.0,3.44,0.06,,,16.48,16.48,1718986.0,17189860.0,,17.43,16.49,17.99,0.1695,32.35,0.2183
2023-11-01,446892.0,4513609.2,2.69,26.53,1.37,4.56,1.0,3462108.3,336821.0,342783.0,3401892.1,,,3226.0,,,386.0,,0.11,,11214.0,,,,3226.0,0.0,5562.0,2812.0,3.37,0.04,,,16.32,16.32,1727135.0,17444063.5,,17.3,16.31,17.29,0.168,32.38,0.2165
2023-11-02,445209.0,4567844.34,2.68,27.16,1.36,4.57,1.0,3499686.0,335138.0,341100.0,3438515.88,,,,,,,,0.02,,1683.0,,,,,,,1683.0,3.39,0.02,,,16.25,16.25,1726630.0,17715223.8,,17.44,16.25,16.83,0.1674,32.44,0.2159
2023-11-03,440888.0,4532328.64,2.65,25.23,1.35,4.59,1.0,3462088.12,331292.0,336779.0,3405681.76,,477.0,1026.0,0.01,0.0,,,0.1,693.0,10232.0,,477.0,0.01,1026.0,,4883.0,5014.0,3.4,0.05,,,16.03,16.03,1734941.0,17835193.48,,17.76,16.06,17.21,0.1718,32.9,0.2134
