,SHC FP Equity_DX_SI_QTY,SHC FP Equity_DX_SHORT_INTEREST_VALUE,SHC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SHC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SHC FP Equity_DX_SI_MV,SHC FP Equity_DX_DSS,SHC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SHC FP Equity_DX_SUPPLY_SI_QTY,SHC FP Equity_DX_BROKER_SI_QTY,SHC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SHC FP Equity_DX_BROKER_SI_MV_NEW_x,SHC FP Equity_DX_SUPPLY_SI_QTY_INC_x,SHC FP Equity_DX_BROKER_SI_MV_INC_x,SHC FP Equity_DX_BROKER_SI_QTY_ADD,SHC FP Equity_DX_BROKER_SI_QTY_NEW,SHC FP Equity_DX_SUPPLY_SI_MV_DEC,SHC FP Equity_DX_BROKER_SI_QTY_INC,SHC FP Equity_DX_SUPPLY_SI_QTY_DEC,SHC FP Equity_DX_BROKER_SI_MV_NEW_y,SHC FP Equity_DX_BROKER_SI_MV_INC_y,SHC FP Equity_DX_SUPPLY_SI_QTY_INC_y,SHC FP Equity_DX_BROKER_SI_MV_ADD,SHC FP Equity_DX_SUPPLY_SI_QTY_ADD,SHC FP Equity_DX_BROKER_SI_QTY_DEC,SHC FP Equity_DX_SUPPLY_SI_MV,SHC FP Equity_DX_BROKER_SI_MV_DEC,SHC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SHC FP Equity_DX_UTILIZATION_QUANTITY,SHC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SHC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SHC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SHC FP Equity_DX_ACTIVE_UTILIZATION_MV,SHC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SHC FP Equity_DX_BROKER_SI_CON_RATIO,SHC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SHC FP Equity_DX_DEMAND_SUPPLY_RATIO,SHC FP Equity_PX_LAST
2013-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,17544.0,0.02,0.0,,0.0,,0.0,43.86
2013-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,17640.0,0.02,0.0,,0.0,,0.0,44.1
2013-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,17834.0,0.02,0.0,,0.0,,0.0,44.585
2013-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,17318.0,0.02,0.0,,0.0,,0.0,43.295
2013-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,17560.0,0.02,0.0,,0.0,,0.0,43.9
2013-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,17236.0,0.02,0.0,,0.0,,0.0,43.09
2013-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,17148.0,0.02,0.0,,0.0,,0.0,42.87
2013-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,17156.0,0.02,0.0,,0.0,,0.0,42.89
2013-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,17026.0,0.02,0.0,,0.0,,0.0,42.565
2013-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,17086.0,0.02,0.0,,0.0,,0.0,42.715
2013-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16984.0,0.02,0.0,,0.0,,0.0,42.46
2013-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,17106.0,0.02,0.0,,0.0,,0.0,42.765
2013-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,17006.0,0.02,0.0,,0.0,,0.0,42.515
2013-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16768.0,0.02,0.0,,0.0,,0.0,41.92
2013-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16770.0,0.02,0.0,,0.0,,0.0,41.925
2013-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16704.0,0.02,0.0,,0.0,,0.0,41.76
2013-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16774.0,0.02,0.0,,0.0,,0.0,41.935
2013-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16606.0,0.02,0.0,,0.0,,0.0,41.515
2013-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16638.0,0.02,0.0,,0.0,,0.0,41.595
2013-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16570.0,0.02,0.0,,0.0,,0.0,41.425
2013-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16582.0,0.02,0.0,,0.0,,0.0,41.455
2013-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16506.0,0.02,0.0,,0.0,,0.0,41.265
2013-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16492.0,0.02,0.0,,0.0,,0.0,41.23
2013-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16286.0,0.02,0.0,,0.0,,0.0,40.715
2013-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16270.0,0.02,0.0,,0.0,,0.0,40.675
2013-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16250.0,0.02,0.0,,0.0,,0.0,40.625
2013-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16312.0,0.02,0.0,,0.0,,0.0,40.78
2013-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16288.0,0.02,0.0,,0.0,,0.0,40.72
2013-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16192.0,0.02,0.0,,0.0,,0.0,40.48
2013-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16138.0,0.02,0.0,,0.0,,0.0,40.345
2013-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16154.0,0.02,0.0,,0.0,,0.0,40.385
2013-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16072.0,0.02,0.0,,0.0,,0.0,40.18
2013-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15982.0,0.02,0.0,,0.0,,0.0,39.955
2013-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16068.0,0.02,0.0,,0.0,,0.0,40.17
2013-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,15950.0,0.02,0.0,,0.0,,0.0,39.875
2013-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16094.0,0.02,0.0,,0.0,,0.0,40.235
2013-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,16308.0,0.02,0.0,,0.0,,0.0,40.77
2013-08-21,15000.0,613650.0,1.0,2.19,0.61,,613650.0,0.0,15000.0,0.0,,,,15000.0,,,,,,,,0.61,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,37.5,40.91
2013-08-22,30000.0,1215450.0,1.88,4.03,1.23,,1215450.0,0.0,30000.0,0.0,,,0.62,,,,15000.0,,,0.62,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,75.0,40.515
2013-08-23,30000.0,1211100.0,1.8,4.03,1.22,,1211100.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,75.0,40.37
2013-08-26,30000.0,1211700.0,1.67,3.9,1.21,,1211700.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,75.0,40.39
2013-08-27,30000.0,1240800.0,1.66,3.9,1.21,,1240800.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,10.4457,41.36
2013-08-28,15000.0,621750.0,0.78,1.95,0.62,,621750.0,0.0,15000.0,0.0,,,,,,,,,,,,,,15000.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,5.2228,41.45
2013-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,15000.0,0.0,0.63,0.0,0.0,2872.0,118268.96,0.02,0.0,,0.0,,0.0,41.18
2013-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,119776.76,0.02,0.0,,0.0,,0.0,41.705
2013-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,117780.72,0.02,0.0,,0.0,,0.0,41.01
2013-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,118613.6,0.02,0.0,,0.0,,0.0,41.3
2013-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,118412.56,0.02,0.0,,0.0,,0.0,41.23
2013-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,117550.96,0.02,0.0,,0.0,,0.0,40.93
2013-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,116387.8,0.02,0.0,,0.0,,0.0,40.525
2013-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,116775.52,0.02,0.0,,0.0,,0.0,40.66
2013-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,114492.28,0.02,0.0,,0.0,,0.0,39.865
2013-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,114348.68,0.02,0.0,,0.0,,0.0,39.815
2013-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,114678.96,0.02,0.0,,0.0,,0.0,39.93
2013-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,114391.76,0.02,0.0,,0.0,,0.0,39.83
2013-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,113386.56,0.02,0.0,,0.0,,0.0,39.48
2013-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,113587.6,0.02,0.0,,0.0,,0.0,39.55
2013-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,112941.4,0.02,0.0,,0.0,,0.0,39.325
2013-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,112022.36,0.02,0.0,,0.0,,0.0,39.005
2013-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,111835.68,0.02,0.0,,0.0,,0.0,38.94
2013-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,112367.0,0.02,0.0,,0.0,,0.0,39.125
2013-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,111979.28,0.02,0.0,,0.0,,0.0,38.99
2013-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,112022.36,0.02,0.0,,0.0,,0.0,39.005
2013-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,112180.32,0.02,0.0,,0.0,,0.0,39.06
2013-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,112209.04,0.02,0.0,,0.0,,0.0,39.07
2013-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,113329.12,0.02,0.0,,0.0,,0.0,39.46
2013-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,111964.92,0.02,0.0,,0.0,,0.0,38.985
2013-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,112970.12,0.02,0.0,,0.0,,0.0,39.335
2013-10-03,1345.0,53275.45,0.04,0.16,0.05,,53275.45,0.0,1345.0,0.0,,,,1345.0,,,,,,,,0.05,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4683,39.61
2013-10-04,1345.0,52818.15,0.04,0.16,0.05,,52818.15,0.0,1345.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4683,39.27
2013-10-07,1345.0,52791.25,0.04,0.16,0.05,,52791.25,0.0,1345.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4683,39.25
2013-10-08,1345.0,53188.03,0.04,0.16,0.05,,53188.03,0.0,1345.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4683,39.545
2013-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1345.0,0.0,0.05,0.0,0.0,2872.0,113745.56,0.02,0.0,,0.0,,0.0,39.605
2013-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,111261.28,0.02,0.0,,0.0,,0.0,38.74
2013-10-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,111175.12,0.02,0.0,,0.0,,0.0,38.71
2013-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,111103.32,0.02,0.0,,0.0,,0.0,38.685
2013-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,110256.08,0.02,0.0,,0.0,,0.0,38.39
2013-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,110557.64,0.02,0.0,,0.0,,0.0,38.495
2013-10-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,110600.72,0.02,0.0,,0.0,,0.0,38.51
2013-10-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109437.56,0.02,0.0,,0.0,,0.0,38.105
2013-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109739.12,0.02,0.0,,0.0,,0.0,38.21
2013-10-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109207.8,0.02,0.0,,0.0,,0.0,38.025
2013-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,110069.4,0.02,0.0,,0.0,,0.0,38.325
2013-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109652.96,0.02,0.0,,0.0,,0.0,38.18
2013-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109782.2,0.02,0.0,,0.0,,0.0,38.225
2013-10-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,110270.44,0.02,0.0,,0.0,,0.0,38.395
2013-10-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109595.52,0.02,0.0,,0.0,,0.0,38.16
2013-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109710.4,0.02,0.0,,0.0,,0.0,38.2
2013-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109021.12,0.02,0.0,,0.0,,0.0,37.96
2013-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109753.48,0.02,0.0,,0.0,,0.0,38.215
2013-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109308.32,0.02,0.0,,0.0,,0.0,38.06
2013-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,110241.72,0.02,0.0,,0.0,,0.0,38.385
2013-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109337.04,0.02,0.0,,0.0,,0.0,38.07
2013-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109523.72,0.02,0.0,,0.0,,0.0,38.135
2013-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,110011.96,0.02,0.0,,0.0,,0.0,38.305
2013-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109222.16,0.02,0.0,,0.0,,0.0,38.03
2013-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109868.36,0.02,0.0,,0.0,,0.0,38.255
2013-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,110457.12,0.02,0.0,,0.0,,0.0,38.46
2013-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109322.68,0.02,0.0,,0.0,,0.0,38.065
2013-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,108949.32,0.02,0.0,,0.0,,0.0,37.935
2013-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,108245.68,0.02,0.0,,0.0,,0.0,37.69
2013-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109437.56,0.02,0.0,,0.0,,0.0,38.105
2013-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109523.72,0.02,0.0,,0.0,,0.0,38.135
2013-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109868.36,0.02,0.0,,0.0,,0.0,38.255
2013-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109265.24,0.02,0.0,,0.0,,0.0,38.045
2013-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,108676.48,0.02,0.0,,0.0,,0.0,37.84
2013-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,109265.24,0.02,0.0,,0.0,,0.0,38.045
2013-11-27,50000.0,1895500.0,2.82,5.89,1.9,,1895500.0,0.0,50000.0,0.0,,,,50000.0,,,,,,,,1.9,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,17.4095,37.91
2013-11-28,50000.0,1891000.0,3.09,5.89,1.9,,1891000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,17.4095,37.82
2013-11-29,50000.0,1894000.0,3.19,5.89,1.89,,1894000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,17.4095,37.88
2013-12-02,50000.0,1897750.0,3.2,5.89,1.89,,1897750.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,17.4095,37.955
2013-12-03,50000.0,1947750.0,3.13,6.11,1.9,,1947750.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,17.4095,38.955
2013-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,50000.0,0.0,1.9,0.0,0.0,2872.0,112568.04,0.02,0.0,,0.0,,0.0,39.195
2013-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,113803.0,0.02,0.0,,0.0,,0.0,39.625
2013-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,112927.04,0.02,0.0,,0.0,,0.0,39.32
2013-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,112826.52,0.02,0.0,,0.0,,0.0,39.285
2013-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,113975.32,0.02,0.0,,0.0,,0.0,39.685
2013-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,114047.12,0.02,0.0,,0.0,,0.0,39.71
2013-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,114578.44,0.02,0.0,,0.0,,0.0,39.895
2013-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,114865.64,0.02,0.0,,0.0,,0.0,39.995
2013-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,113027.56,0.02,0.0,,0.0,,0.0,39.355
2013-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,114334.32,0.02,0.0,,0.0,,0.0,39.81
2013-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,113214.24,0.02,0.0,,0.0,,0.0,39.42
2013-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2872.0,111347.44,0.02,0.0,,0.0,,0.0,38.77
