,SHC FP Equity_DX_SI_QTY,SHC FP Equity_DX_SHORT_INTEREST_VALUE,SHC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SHC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SHC FP Equity_DX_SI_MV,SHC FP Equity_DX_DSS,SHC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SHC FP Equity_DX_SUPPLY_SI_QTY,SHC FP Equity_DX_BROKER_SI_QTY,SHC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SHC FP Equity_DX_BROKER_SI_MV_NEW_x,SHC FP Equity_DX_SUPPLY_SI_QTY_INC_x,SHC FP Equity_DX_BROKER_SI_MV_INC_x,SHC FP Equity_DX_BROKER_SI_QTY_ADD,SHC FP Equity_DX_BROKER_SI_QTY_NEW,SHC FP Equity_DX_SUPPLY_SI_MV_DEC,SHC FP Equity_DX_BROKER_SI_QTY_INC,SHC FP Equity_DX_SUPPLY_SI_QTY_DEC,SHC FP Equity_DX_BROKER_SI_MV_NEW_y,SHC FP Equity_DX_BROKER_SI_MV_INC_y,SHC FP Equity_DX_SUPPLY_SI_QTY_INC_y,SHC FP Equity_DX_BROKER_SI_MV_ADD,SHC FP Equity_DX_SUPPLY_SI_QTY_ADD,SHC FP Equity_DX_BROKER_SI_QTY_DEC,SHC FP Equity_DX_SUPPLY_SI_MV,SHC FP Equity_DX_BROKER_SI_MV_DEC,SHC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SHC FP Equity_DX_UTILIZATION_QUANTITY,SHC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SHC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SHC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SHC FP Equity_DX_ACTIVE_UTILIZATION_MV,SHC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SHC FP Equity_DX_BROKER_SI_CON_RATIO,SHC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SHC FP Equity_DX_DEMAND_SUPPLY_RATIO,SHC FP Equity_PX_LAST
2022-05-19,8000.0,102464.0,0.05,0.07,0.1,,51232.0,4000.0,4000.0,51232.0,,,,,,,,,,,,,,,0.05,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,12.808
2022-05-20,8000.0,102336.0,0.05,0.07,0.1,,51168.0,4000.0,4000.0,51168.0,,,,,,,,,,,,,,,0.05,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,12.792
2022-05-23,194300.0,2449734.4,1.21,1.68,2.49,,2399302.4,4000.0,190300.0,50432.0,,,2.39,,,,186300.0,,,2.39,,,,,0.05,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,48.575,12.608
2022-05-24,194300.0,2488983.0,1.24,1.68,2.45,,2437743.0,4000.0,190300.0,51240.0,,,,,,,,,,,,,,,0.05,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,48.575,12.81
2022-05-25,194300.0,2469164.4,1.39,1.65,2.49,,2418332.4,4000.0,190300.0,50832.0,,,,,,,,,,,,,,,0.05,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,48.575,12.708
2022-05-26,194300.0,2424475.4,1.41,1.53,2.47,,2374563.4,4000.0,190300.0,49912.0,,,,,,,,,,,,,,,0.05,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,48.575,12.478
2022-05-27,190300.0,2333458.6,1.44,1.52,2.38,,2284410.6,4000.0,186300.0,49048.0,,,,,,,,,,,,,,4000.0,0.05,0.09,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,47.575,12.262
2022-05-30,186300.0,2264662.8,1.39,1.48,2.28,,2264662.8,0.0,186300.0,0.0,,,,,,0.05,,4000.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.156
2022-05-31,121300.0,1496356.8,0.79,0.94,1.48,,1496356.8,0.0,121300.0,0.0,,,,,,,,,,,,,,65000.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.336
2022-06-01,121300.0,1507031.2,0.78,0.9,1.5,,1507031.2,0.0,121300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.424
2022-06-02,121300.0,1487138.0,0.77,0.88,1.51,,1487138.0,0.0,121300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.26
2022-06-03,221200.0,2720317.6,1.43,1.61,2.71,,2720317.6,0.0,221200.0,0.0,,,1.2,,,,99900.0,,,1.2,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.298
2022-06-06,221200.0,2686252.8,1.42,1.58,2.72,,2686252.8,0.0,221200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.144
2022-06-07,388800.0,4764355.2,2.43,2.68,4.72,,4764355.2,0.0,388800.0,0.0,,,2.0,,,,167600.0,,,2.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.254
2022-06-08,388800.0,4802457.6,2.4,2.57,4.76,,4802457.6,0.0,388800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.352
2022-06-09,390800.0,4893597.6,2.14,2.51,4.81,,4893597.6,0.0,390800.0,0.0,,,,2000.0,,,,,,,,0.02,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.9899,99.49,0.0,12.522
2022-06-10,169600.0,2177324.8,0.91,1.1,2.12,,2177324.8,0.0,169600.0,0.0,,,,,,,,,,,,,,221200.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.9767,98.82,0.0,12.838
2022-06-13,169600.0,2238380.8,0.88,1.1,2.17,,2238380.8,0.0,169600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.9761,98.79,0.0,13.198
2022-06-14,169600.0,2262464.0,0.86,1.1,2.24,,2262464.0,0.0,169600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.9767,98.82,0.0,13.34
2022-06-15,169600.0,2231257.6,0.85,1.1,2.28,,2231257.6,0.0,169600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.9767,98.82,0.0,13.156
2022-06-16,167600.0,2259248.0,0.84,1.09,2.2,,2259248.0,0.0,167600.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,13.48
2022-06-17,167600.0,2259583.2,0.79,1.13,2.27,,2259583.2,0.0,167600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,13.482
2022-06-20,167600.0,2246510.4,0.8,1.13,2.26,,2246510.4,0.0,167600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,13.404
2022-06-21,167600.0,2226733.6,0.81,1.11,2.25,,2226733.6,0.0,167600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,13.286
2022-06-22,325900.0,4364452.8,1.58,2.12,4.33,,4364452.8,0.0,325900.0,0.0,,,2.09,,,,158300.0,,,2.09,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,13.392
2022-06-23,208300.0,2805384.4,1.03,1.36,2.79,,2805384.4,0.0,208300.0,0.0,,,,,,,,,,,,,,117600.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,13.468
2022-06-24,208300.0,2714149.0,0.99,1.36,2.81,,2714149.0,0.0,208300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,13.03
2022-06-27,208300.0,2722897.6,1.01,1.39,2.71,,2722897.6,0.0,208300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,13.072
2022-06-28,208300.0,2704983.8,1.0,1.39,2.72,,2704983.8,0.0,208300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.986
2022-06-29,208300.0,2731646.2,0.99,1.39,2.71,,2731646.2,0.0,208300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,13.114
2022-06-30,208300.0,2782471.4,1.0,1.39,2.73,,2782471.4,0.0,208300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,13.358
2022-07-01,4300.0,57327.6,0.02,0.03,0.06,,57327.6,0.0,4300.0,0.0,,,,,,,,,,,,,,204000.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,13.332
2022-07-04,4300.0,57078.2,0.02,0.03,0.06,,57078.2,0.0,4300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,13.274
2022-07-05,4300.0,58531.6,0.02,0.03,0.06,,58531.6,0.0,4300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,13.612
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.336
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.118
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.066
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.138
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.034
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.134
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.318
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.044
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.922
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.692
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.72
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.682
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.65
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.61
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.662
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.562
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.404
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.176
2022-08-01,268800.0,3283123.2,1.33,1.53,3.27,,3283123.2,0.0,268800.0,0.0,,,,268800.0,,,,,,,,3.27,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.214
2022-08-02,454800.0,5577667.2,2.1,2.56,5.54,,5577667.2,0.0,454800.0,0.0,,,2.25,,,,186000.0,,,2.25,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.264
2022-08-03,454800.0,5517633.6,2.05,2.48,5.59,,5517633.6,0.0,454800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.132
2022-08-04,454800.0,5486707.2,2.04,2.48,5.52,,5486707.2,0.0,454800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.064
2022-08-05,619600.0,7523183.2,2.78,3.3,7.48,,7523183.2,0.0,619600.0,0.0,,,1.93,,,,164800.0,,,1.93,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.142
2022-08-08,619600.0,7458744.8,2.72,3.11,7.52,,7458744.8,0.0,619600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.038
2022-08-09,695900.0,8423173.6,3.04,3.5,8.37,,8423173.6,0.0,695900.0,0.0,,,0.87,,,,76300.0,,,0.87,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.104
2022-08-10,805100.0,9690183.6,3.52,3.99,9.73,,9690183.6,0.0,805100.0,0.0,,,1.44,,,,109200.0,,,1.44,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.036
2022-08-11,805100.0,9662810.2,3.55,4.08,9.69,,9662810.2,0.0,805100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.002
2022-08-12,805100.0,9643487.8,3.59,4.08,9.69,,9643487.8,0.0,805100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,11.978
2022-08-15,805100.0,9622555.2,3.53,4.08,9.71,,9622555.2,0.0,805100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,11.952
2022-08-16,805100.0,9587130.8,3.72,4.11,9.75,,9587130.8,0.0,805100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,11.908
2022-08-17,805100.0,9688573.4,3.66,3.92,9.71,,9688573.4,0.0,805100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.034
2022-08-18,295200.0,3535905.6,1.38,1.42,3.55,,3535905.6,0.0,295200.0,0.0,,,,,,,,,,,,,,509900.0,0.0,6.23,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,11.978
2022-08-19,48200.0,582641.6,0.23,0.23,0.58,,582641.6,0.0,48200.0,0.0,,,,,,,,,,,,,,247000.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.088
2022-08-22,48200.0,593149.2,0.23,0.23,0.58,,593149.2,0.0,48200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.306
2022-08-23,48200.0,594980.8,0.23,0.23,0.59,,594980.8,0.0,48200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.344
2022-08-24,48200.0,592088.8,0.23,0.24,0.6,,592088.8,0.0,48200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.284
2022-08-25,48200.0,592474.4,0.23,0.24,0.59,,592474.4,0.0,48200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.292
2022-08-26,48200.0,602692.8,0.23,0.24,0.59,,602692.8,0.0,48200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.504
2022-08-29,48200.0,607512.8,0.22,0.24,0.6,,607512.8,0.0,48200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.604
2022-08-30,48200.0,608573.2,0.24,0.24,0.61,,608573.2,0.0,48200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.626
2022-08-31,48200.0,617249.2,0.25,0.23,0.61,,617249.2,0.0,48200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.806
2022-09-01,236700.0,3075679.8,1.21,1.15,3.03,,3075679.8,0.0,236700.0,0.0,,,2.42,,,,188500.0,,,2.42,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.994
2022-09-02,236700.0,3005143.2,1.25,1.13,3.07,,3005143.2,0.0,236700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.696
2022-09-05,236700.0,3042541.8,1.26,1.13,3.01,,3042541.8,0.0,236700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.854
2022-09-06,236700.0,3037334.4,1.27,1.13,3.04,,3037334.4,0.0,236700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.832
2022-09-07,236700.0,3036861.0,1.29,1.13,3.05,,3036861.0,0.0,236700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.83
2022-09-08,236700.0,3026446.2,1.29,1.13,3.04,,3026446.2,0.0,236700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.786
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.606
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.35
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.536
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.572
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.704
2022-09-16,90300.0,1160896.8,0.68,0.43,1.15,,1160896.8,0.0,90300.0,0.0,,,,90300.0,,,,,,,,1.15,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.856
2022-09-19,90300.0,1164870.0,0.67,0.43,1.16,,1164870.0,0.0,90300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,12.9
2022-09-20,90300.0,1181485.2,0.67,0.43,1.16,,1181485.2,0.0,90300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,13.084
2022-09-21,90300.0,1170107.4,0.53,0.42,1.18,,1170107.4,0.0,90300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,29.1572,12.958
2022-09-22,90300.0,1191960.0,0.51,0.42,1.17,,1191960.0,0.0,90300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,29.1572,13.2
2022-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,90300.0,0.0,1.19,0.0,0.0,3097.0,41772.34,0.04,0.0,,0.0,,0.0,13.488
2022-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,41877.63,0.04,0.0,,0.0,,0.0,13.522
2022-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,42075.84,0.04,0.0,,0.0,,0.0,13.586
2022-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,41908.6,0.04,0.0,,0.0,,0.0,13.532
2022-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,42565.17,0.04,0.0,,0.0,,0.0,13.744
2022-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,41920.99,0.04,0.0,,0.0,,0.0,13.536
2022-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,41685.62,0.04,0.0,,0.0,,0.0,13.46
2022-10-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,39957.49,0.04,0.0,,0.0,,0.0,12.902
2022-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,40372.49,0.04,0.0,,0.0,,0.0,13.036
2022-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,40626.45,0.04,0.0,,0.0,,0.0,13.118
2022-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,41121.97,0.04,0.0,,0.0,,0.0,13.278
2022-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,41326.37,0.04,0.0,,0.0,,0.0,13.344
2022-10-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,41344.95,0.04,0.0,,0.0,,0.0,13.35
2022-10-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,41456.44,0.04,0.0,,0.0,,0.0,13.386
2022-10-13,274500.0,3634380.0,1.09,1.4,3.68,,3634380.0,0.0,274500.0,0.0,,,,274500.0,,,,,,,,3.68,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,88.6342,13.24
2022-10-14,274500.0,3601989.0,1.09,1.39,3.64,,3601989.0,0.0,274500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,88.6342,13.122
2022-10-17,274500.0,3538854.0,1.06,1.39,3.6,,3538854.0,0.0,274500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,88.6342,12.892
2022-10-18,274500.0,3522384.0,1.07,1.39,3.54,,3522384.0,0.0,274500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,88.6342,12.832
2022-10-19,274500.0,3535560.0,1.05,1.41,3.52,,3535560.0,0.0,274500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,88.6342,12.88
2022-10-20,274500.0,3510306.0,1.04,1.41,3.53,,3510306.0,0.0,274500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,88.6342,12.788
2022-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,274500.0,0.0,3.52,0.0,0.0,3097.0,39932.72,0.04,0.0,,0.0,,0.0,12.894
2022-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,39313.32,0.04,0.0,,0.0,,0.0,12.694
2022-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,38551.46,0.04,0.0,,0.0,,0.0,12.448
2022-10-26,14600.0,180894.0,0.06,0.07,0.18,,90447.0,7300.0,7300.0,90447.0,,,,7300.0,,,,,,,,0.09,7300.0,,0.09,,100.0,70.21,0.0,0.0,0.0,100.0,,1.0,100.0,1.4043,12.39
2022-10-27,14600.0,181857.6,0.05,0.08,0.18,,90928.8,7300.0,7300.0,90928.8,,,,,,,,,,,,,,,0.09,,100.0,70.21,0.0,0.0,0.0,100.0,,1.0,100.0,1.4043,12.456
2022-10-28,14600.0,181040.0,0.05,0.07,0.18,,90520.0,7300.0,7300.0,90520.0,,,,,,,,,,,,,,,0.09,,100.0,70.21,0.0,0.0,0.0,100.0,,1.0,100.0,1.4043,12.4
2022-10-31,14600.0,181332.0,0.05,0.07,0.18,,90666.0,7300.0,7300.0,90666.0,,,,,,,,,,,,,,,0.09,,100.0,70.21,0.0,0.0,0.0,100.0,,1.0,100.0,1.4043,12.42
2022-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.09,,7300.0,,,,,,7300.0,0.0,0.09,0.0,0.0,3097.0,38080.71,0.04,0.0,,0.0,,0.0,12.296
2022-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,38378.02,0.04,0.0,,0.0,,0.0,12.392
2022-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,38594.81,0.04,0.0,,0.0,,0.0,12.462
2022-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,37529.45,0.04,0.0,,0.0,,0.0,12.118
2022-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3097.0,37517.06,0.04,0.0,,0.0,,0.0,12.114
2022-11-08,14600.0,176105.2,0.07,0.07,0.18,,88052.6,7300.0,7300.0,88052.6,,,,7300.0,,,,,,,,0.09,7300.0,,0.09,,100.0,68.58,0.0,0.0,0.0,100.0,,1.0,100.0,1.3717,12.062
2022-11-09,14600.0,176572.4,0.07,0.07,0.18,,88286.2,7300.0,7300.0,88286.2,,,,,,,,,,,,,,,0.09,,100.0,68.58,0.0,0.0,0.0,100.0,,1.0,100.0,1.3717,12.094
2022-11-10,14600.0,172951.6,0.07,0.07,0.18,,86475.8,7300.0,7300.0,86475.8,,,,,,,,,,,,,,,0.09,,100.0,68.58,0.0,0.0,0.0,100.0,,1.0,100.0,1.3717,11.846
2022-11-11,14600.0,172134.0,0.07,0.07,0.17,,86067.0,7300.0,7300.0,86067.0,,,,,,,,,,,,,,,0.09,,100.0,70.21,0.0,0.0,0.0,100.0,,1.0,100.0,1.4043,11.79
2022-11-14,14600.0,171725.2,0.07,0.07,0.17,,85862.6,7300.0,7300.0,85862.6,,,,,,,,,,,,,,,0.09,,100.0,70.21,0.0,0.0,0.0,100.0,,1.0,100.0,1.4043,11.762
2022-11-15,185200.0,2167580.8,0.81,0.88,2.17,,2167580.8,0.0,185200.0,0.0,,,2.08,,,0.09,177900.0,7300.0,,2.08,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,59.7998,11.704
