,EEMU FP Equity_DX_SI_QTY,EEMU FP Equity_DX_SHORT_INTEREST_VALUE,EEMU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EEMU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EEMU FP Equity_DX_SI_MV,EEMU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EEMU FP Equity_DX_SUPPLY_SI_QTY,EEMU FP Equity_DX_BROKER_SI_QTY,EEMU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EEMU FP Equity_DX_SUPPLY_SI_QTY_INC_x,EEMU FP Equity_DX_BROKER_SI_MV_INC_x,EEMU FP Equity_DX_BROKER_SI_QTY_ADD,EEMU FP Equity_DX_SUPPLY_SI_MV_DEC,EEMU FP Equity_DX_BROKER_SI_QTY_INC,EEMU FP Equity_DX_SUPPLY_SI_QTY_DEC,EEMU FP Equity_DX_BROKER_SI_MV_INC_y,EEMU FP Equity_DX_SUPPLY_SI_QTY_INC_y,EEMU FP Equity_DX_BROKER_SI_MV_ADD,EEMU FP Equity_DX_SUPPLY_SI_QTY_ADD,EEMU FP Equity_DX_BROKER_SI_QTY_DEC,EEMU FP Equity_DX_SUPPLY_SI_MV,EEMU FP Equity_DX_BROKER_SI_MV_DEC,EEMU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EEMU FP Equity_DX_UTILIZATION_QUANTITY,EEMU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EEMU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EEMU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EEMU FP Equity_DX_ACTIVE_UTILIZATION_MV,EEMU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EEMU FP Equity_DX_BROKER_SI_CON_RATIO,EEMU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EEMU FP Equity_DX_DEMAND_SUPPLY_RATIO,EEMU FP Equity_PX_LAST
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.901
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.948
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.057
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.975
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.34
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.175
2017-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.153
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.014
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.95
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.125
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.52
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.08
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.152
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.071
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.051
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.093
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.356
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.21
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.655
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.14
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.143
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.414
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.156
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.59
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.182
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.975
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.82
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.805
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.559
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.135
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.083
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.882
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.955
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.04
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.07
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.498
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.21
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.16
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.702
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.546
2017-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.75
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.363
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.05
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.401
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.531
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.768
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.631
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.647
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.345
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.338
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.727
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.826
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.015
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.157
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.042
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.069
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.371
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.814
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.065
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.638
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.86
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.36
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.56
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.495
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.416
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.795
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.985
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.353
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.3
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.467
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.55
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.259
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.518
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.68
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.208
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.363
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.336
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.917
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.114
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.683
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.369
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.268
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.25
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.224
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.56
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.904
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.974
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.136
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.65
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.045
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.487
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.421
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.152
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.766
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.269
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.103
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.358
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.343
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.355
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.273
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.991
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.584
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.551
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.12
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.366
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.822
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.483
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.399
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.776
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.479
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.942
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.212
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.881
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.147
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.6
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.898
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.06
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.22
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.24
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.02
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.74
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.44
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.18
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.28
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.34
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.2
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.32
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.1
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.78
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.8
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.5
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.7
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.06
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.08
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.82
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.1
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.06
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.42
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.2
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.86
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.9
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.8
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.46
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.32
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.1
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.4
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.34
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.52
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.12
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.4
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.68
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.92
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.9
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.44
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.96
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.66
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.8
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.76
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.64
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.8
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.48
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.22
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.32
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.4
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.94
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.08
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.12
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.36
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.6
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.38
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.94
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.62
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.6
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.9
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.38
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.22
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.76
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.34
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.82
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.12
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.04
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.94
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.1
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.16
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.94
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.4
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.74
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.96
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.98
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.08
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.88
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.2
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.44
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.18
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.88
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.58
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.36
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.7
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.58
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.98
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.06
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.16
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.5
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.3
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.84
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.82
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.68
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.4
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.98
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.98
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.26
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.14
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.1
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.34
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.8
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.855
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.673
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.672
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.653
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.737
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.748
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.741
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.828
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.861
2018-07-09,100700.0,996124.4,7.51,0.23,0.99,996124.4,0.0,100700.0,0.0,,,100700.0,,,,,,0.99,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.9003,94.74,0.0,9.892
2018-07-10,190800.0,1898078.4,13.8,0.44,1.89,1898078.4,0.0,190800.0,0.0,,0.89,,,90100.0,,0.89,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.948
2018-07-11,190800.0,1873083.6,13.53,0.44,1.89,1873083.6,0.0,190800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.817
2018-07-12,190800.0,1888920.0,13.37,0.44,1.87,1888920.0,0.0,190800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.9
2018-07-13,190800.0,1891591.2,9.58,0.44,1.89,1891591.2,0.0,190800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.914
2018-07-16,190800.0,1891018.8,9.31,0.44,1.89,1891018.8,0.0,190800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.911
2018-07-17,148300.0,1472322.4,7.14,0.34,1.47,1472322.4,0.0,148300.0,0.0,,,,,,,,,,,42500.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,35.67,0.5411,64.33,0.0,9.928
2018-07-18,105800.0,1056942.0,4.99,0.26,1.05,1056942.0,0.0,105800.0,0.0,,,,,,,,,,,42500.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.99
2018-07-19,105800.0,1051546.2,4.95,0.26,1.06,1051546.2,0.0,105800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.939
2018-07-20,105800.0,1049747.6,4.91,0.26,1.05,1049747.6,0.0,105800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.922
2018-07-23,105800.0,1044563.4,4.82,0.26,1.05,1044563.4,0.0,105800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.5,50.05,0.0,9.873
2018-07-24,105800.0,1055355.0,4.77,0.26,1.05,1055355.0,0.0,105800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.975
2018-07-25,105800.0,1053662.2,4.87,0.26,1.06,1053662.2,0.0,105800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.959
2018-07-26,20200.0,202888.8,0.92,0.05,0.2,202888.8,0.0,20200.0,0.0,,,,,,,,,,,85600.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,10.044
2018-07-27,20200.0,203898.8,0.93,0.05,0.2,203898.8,0.0,20200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,10.094
2018-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06
2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.074
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.032
2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.936
2018-08-03,198600.0,1981035.0,8.47,0.49,1.97,1981035.0,0.0,198600.0,0.0,,,198600.0,,,,,,1.97,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.975
2018-08-06,198600.0,1985205.6,8.38,0.49,1.98,1985205.6,0.0,198600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.996
2018-08-07,198600.0,1994738.4,8.91,0.49,1.99,1994738.4,0.0,198600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,10.044
2018-08-08,198600.0,1987986.0,8.73,0.49,2.0,1987986.0,0.0,198600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,10.01
2018-08-09,198600.0,1987588.8,10.15,0.49,1.98,1987588.8,0.0,198600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,10.008
2018-08-10,198600.0,1960182.0,10.54,0.49,1.99,1960182.0,0.0,198600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,9.87
2018-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.823
2018-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.797
2018-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65
2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.723
2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.686
2018-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.775
2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.838
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.835
2018-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.828
2018-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.866
2018-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.945
2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.939
2018-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.946
2018-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2018-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.795
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.799
