,ALTHO FP Equity_DX_SI_QTY,ALTHO FP Equity_DX_SHORT_INTEREST_VALUE,ALTHO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTHO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTHO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTHO FP Equity_DX_SI_MV,ALTHO FP Equity_DX_DSS,ALTHO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTHO FP Equity_DX_SUPPLY_SI_QTY,ALTHO FP Equity_DX_BROKER_SI_QTY,ALTHO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTHO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALTHO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTHO FP Equity_DX_BROKER_SI_MV_INC_x,ALTHO FP Equity_DX_SUPPLY_SI_MV_NEW,ALTHO FP Equity_DX_BROKER_SI_QTY_ADD,ALTHO FP Equity_DX_SUPPLY_SI_MV_DEC,ALTHO FP Equity_DX_BROKER_SI_QTY_INC,ALTHO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTHO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALTHO FP Equity_DX_BROKER_SI_MV_INC_y,ALTHO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTHO FP Equity_DX_BROKER_SI_MV_ADD,ALTHO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTHO FP Equity_DX_BROKER_SI_QTY_DEC,ALTHO FP Equity_DX_SUPPLY_SI_MV,ALTHO FP Equity_DX_BROKER_SI_MV_DEC,ALTHO FP Equity_DX_SUPPLY_SI_MV_RMV,ALTHO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTHO FP Equity_DX_UTILIZATION_QUANTITY,ALTHO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTHO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTHO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALTHO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTHO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTHO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTHO FP Equity_DX_BROKER_SI_CON_RATIO,ALTHO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTHO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTHO FP Equity_PX_LAST
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,2150.0,,0.0,0.0,,0.0,,0.0,4.3
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,2180.0,,0.0,0.0,,0.0,,0.0,4.36
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,600.0,2664.0,,0.0,0.0,,0.0,,0.0,4.44
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1800.0,8136.0,,0.01,0.0,,0.0,,0.0,4.52
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,6690.0,,0.01,0.0,,0.0,,0.0,4.46
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1800.0,8460.0,,0.01,0.0,,0.0,,0.0,4.7
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1800.0,8244.0,,0.01,0.0,,0.0,,0.0,4.58
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1800.0,8208.0,,0.01,0.0,,0.0,,0.0,4.56
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1800.0,8244.0,,0.01,0.0,,0.0,,0.0,4.58
2022-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1800.0,8136.0,,0.01,0.0,,0.0,,0.0,4.52
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1800.0,8316.0,,0.01,0.0,,0.0,,0.0,4.62
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1800.0,8136.0,,0.01,0.0,,0.0,,0.0,4.52
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1800.0,7920.0,,0.01,0.0,,0.0,,0.0,4.4
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1800.0,8352.0,,0.01,0.0,,0.0,,0.0,4.64
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,900.0,3960.0,,0.0,0.0,,0.0,,0.0,4.4
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,900.0,4050.0,,0.0,0.0,,0.0,,0.0,4.5
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,900.0,4050.0,,0.0,0.0,,0.0,,0.0,
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,400.0,1616.0,,0.0,0.0,,0.0,,0.0,4.04
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1800.0,7020.0,,0.01,0.0,,0.0,,0.0,3.9
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,800.0,3040.0,,0.0,0.0,,0.0,,0.0,3.8
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,800.0,2832.0,,0.0,0.0,,0.0,,0.0,3.54
2023-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2023-01-03,4000.0,12560.0,0.06,0.12,0.06,0.01,0.0,6280.0,2000.0,2000.0,6280.0,,,,,2000.0,,,,,,,0.01,2000.0,,0.01,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0,3.14
2023-01-04,4000.0,10960.0,0.06,0.12,0.06,0.01,0.0,5480.0,2000.0,2000.0,5480.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0,2.74
2023-01-05,4000.0,11280.0,0.06,0.11,0.06,0.01,0.0,5640.0,2000.0,2000.0,5640.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,,0.0,99.98,,1.0,100.0,2.0,2.82
2023-01-06,4000.0,11280.0,0.06,0.11,0.06,0.01,0.0,5640.0,2000.0,2000.0,5640.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,,0.0,99.98,,1.0,100.0,2.0,2.82
2023-01-09,4000.0,9760.0,0.06,0.11,0.06,0.01,0.0,4880.0,2000.0,2000.0,4880.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0,2.44
2023-01-10,4000.0,9120.0,0.06,0.1,0.06,0.01,0.0,4560.0,2000.0,2000.0,4560.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0,2.28
2023-01-11,4000.0,10080.0,0.06,0.09,0.06,0.01,0.0,5040.0,2000.0,2000.0,5040.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0,2.52
2023-01-12,4000.0,13760.0,0.06,0.11,0.06,0.01,0.0,6880.0,2000.0,2000.0,6880.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0,3.44
2023-01-13,4000.0,12320.0,0.06,0.1,0.06,0.01,0.0,6160.0,2000.0,2000.0,6160.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,,0.0,99.98,,1.0,100.0,2.0,3.08
2023-01-16,4000.0,11440.0,0.06,0.09,0.06,0.01,0.0,5720.0,2000.0,2000.0,5720.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0,2.86
2023-01-17,3600.0,10584.0,0.06,0.08,0.06,0.01,0.0,4704.0,2000.0,1600.0,5880.0,,,,,,,,,,,,,,400.0,0.01,0.0,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,1.8,2.94
2023-01-18,3200.0,9920.0,0.05,0.07,0.05,0.01,0.0,4960.0,1600.0,1600.0,4960.0,,,,,,0.0,,400.0,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,2.0,3.1
2023-01-19,3100.0,9672.0,0.05,0.07,0.05,0.01,0.0,4680.0,1600.0,1500.0,4992.0,,,,,,,,,,,,,,100.0,0.01,0.0,,100.0,100.0,0.0,0.0,,0.0,95.24,,1.0,100.0,1.9375,3.12
2023-01-20,3000.0,9660.0,0.05,0.07,0.05,0.01,0.0,4830.0,1500.0,1500.0,4830.0,,,,,,0.0,,100.0,,,,,,,0.0,,,93.75,93.75,100.0,322.0,,0.0,89.86,,1.0,100.0,1.875,3.22
2023-01-23,3000.0,10980.0,0.05,0.07,0.05,0.01,0.0,5490.0,1500.0,1500.0,5490.0,,,,,,,,,,,,,,,0.0,,,93.75,93.75,100.0,366.0,,0.0,92.74,,1.0,100.0,1.875,3.66
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,1500.0,,,,,,1500.0,0.0,0.01,,0.0,0.0,1600.0,6336.0,,0.01,0.0,,0.0,,0.0,3.96
2023-01-25,2600.0,10036.0,0.04,0.06,0.04,0.01,0.0,5018.0,1300.0,1300.0,5018.0,,,,,1300.0,,,,,,,0.01,1300.0,,0.01,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0,3.86
2023-01-26,2600.0,10192.0,0.04,0.06,0.04,0.01,0.0,5096.0,1300.0,1300.0,5096.0,,,,,,,,,,,,,,,0.01,,,100.0,24.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4906,3.92
2023-01-27,2600.0,10348.0,0.04,0.06,0.04,0.01,0.0,5174.0,1300.0,1300.0,5174.0,,,,,,,,,,,,,,,0.01,,,100.0,24.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4906,3.98
2023-01-30,1000.0,3620.0,0.02,0.02,0.02,0.0,0.0,1810.0,500.0,500.0,1810.0,,,,,,0.0,,800.0,,,,,,800.0,0.0,0.0,,100.0,11.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2222,3.62
2023-01-31,1000.0,3440.0,0.02,0.02,0.02,0.0,0.0,1720.0,500.0,500.0,1720.0,,,,,,,,,,,,,,,0.0,,,100.0,11.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2222,3.44
2023-02-01,1000.0,3380.0,0.02,0.02,0.02,0.0,0.0,1690.0,500.0,500.0,1690.0,,,,,,,,,,,,,,,0.0,,,100.0,11.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2222,3.38
2023-02-02,500.0,1710.0,0.01,0.01,0.01,0.0,0.0,1710.0,0.0,500.0,0.0,,,,,,0.0,,500.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1111,3.42
2023-02-03,1000.0,3220.0,0.02,0.02,0.02,0.0,0.0,1610.0,500.0,500.0,1610.0,,,,,,,,,,,,,500.0,,0.0,,,100.0,11.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2222,3.22
2023-02-06,11600.0,35496.0,0.13,0.27,0.13,0.04,0.0,17748.0,5800.0,5800.0,17748.0,,5300.0,0.02,,,,5300.0,,,0.02,5300.0,,,,0.02,,,100.0,59.18,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1837,3.06
2023-02-07,11600.0,34800.0,0.13,0.27,0.13,0.04,0.0,17400.0,5800.0,5800.0,17400.0,,,,,,,,,,,,,,,0.02,,,100.0,59.18,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1837,3.0
2023-02-08,11600.0,36656.0,0.13,0.29,0.13,0.04,0.0,18328.0,5800.0,5800.0,18328.0,,,,,,,,,,,,,,,0.02,,,100.0,59.18,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1837,3.16
2023-02-09,11600.0,36656.0,0.13,0.29,0.13,0.04,0.0,18328.0,5800.0,5800.0,18328.0,,,,,,,,,,,,,,,0.02,,,100.0,59.18,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1837,3.16
2023-02-10,11600.0,35728.0,0.13,0.3,0.13,0.04,0.0,17864.0,5800.0,5800.0,17864.0,,,,,,,,,,,,,,,0.02,,,100.0,59.18,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1837,3.08
2023-02-13,11600.0,31784.0,0.13,0.31,0.13,0.03,0.0,15892.0,5800.0,5800.0,15892.0,,,,,,,,,,,,,,,0.02,,,100.0,59.18,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1837,2.74
2023-02-14,11600.0,30624.0,0.13,0.31,0.13,0.03,0.0,15312.0,5800.0,5800.0,15312.0,,,,,,,,,,,,,,,0.02,,,100.0,59.18,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1837,2.64
2023-02-15,11600.0,31784.0,0.13,0.32,0.13,0.03,0.0,15892.0,5800.0,5800.0,15892.0,,,,,,,,,,,,,,,0.02,,,100.0,59.18,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1837,2.74
2023-02-16,11600.0,31320.0,0.13,0.33,0.13,0.03,0.0,15660.0,5800.0,5800.0,15660.0,,,,,,,,,,,,,,,0.02,,,100.0,59.18,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1837,2.7
2023-02-17,11600.0,31320.0,0.13,0.34,0.13,0.03,0.0,15660.0,5800.0,5800.0,15660.0,,,,,,,,,,,,,,,0.02,,,100.0,59.18,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1837,2.7
2023-02-20,11600.0,28536.0,0.13,0.33,0.13,0.03,0.0,14268.0,5800.0,5800.0,14268.0,,,,,,,,,,,,,,,0.02,,,100.0,59.18,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1837,2.46
2023-02-21,14400.0,36288.0,0.16,0.43,0.16,0.04,0.0,18144.0,7200.0,7200.0,18144.0,,,,,1400.0,,,,,,,0.0,1400.0,,0.02,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.65,0.8096,89.35,1.4694,2.52
2023-02-22,14400.0,36000.0,0.16,0.49,0.16,0.04,0.0,18000.0,7200.0,7200.0,18000.0,,,,,,,,,,,,,,,0.02,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.81,0.8072,89.19,1.4694,2.5
2023-02-23,14400.0,34272.0,0.16,0.51,0.16,0.04,0.0,17136.0,7200.0,7200.0,17136.0,,,,,,,,,,,,,,,0.02,,,100.0,73.47,0.0,0.0,,0.0,100.0,11.0,0.8041,89.0,1.4694,2.38
2023-02-24,14400.0,29952.0,0.16,0.64,0.16,0.03,0.0,14976.0,7200.0,7200.0,14976.0,,,,,,,,,,,,,,,0.02,,,100.0,73.47,0.0,0.0,,0.0,100.0,11.41,0.7978,88.59,1.4694,2.08
2023-02-27,14400.0,27360.0,0.16,0.56,0.16,0.03,0.0,13680.0,7200.0,7200.0,13680.0,,,,,,,,,,,,,,,0.02,,,100.0,73.47,0.0,0.0,,0.0,100.0,11.2,0.8011,88.8,1.4694,1.9
2023-02-28,14400.0,28224.0,0.16,0.54,0.16,0.03,0.0,14112.0,7200.0,7200.0,14112.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.62,0.8102,89.38,1.4694,1.96
2023-03-01,14400.0,27504.0,0.16,0.54,0.16,0.03,0.0,13752.0,7200.0,7200.0,13752.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.89,0.8059,89.11,1.4694,1.91
2023-03-02,14400.0,27648.0,0.16,0.55,0.16,0.03,0.0,13824.0,7200.0,7200.0,13824.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.74,0.8082,89.26,1.4694,1.92
2023-03-03,14400.0,27072.0,0.16,0.56,0.16,0.03,0.0,13536.0,7200.0,7200.0,13536.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.87,0.8062,89.13,1.4694,1.88
2023-03-06,14400.0,26928.0,0.16,0.55,0.16,0.03,0.0,13464.0,7200.0,7200.0,13464.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.79,0.8074,89.21,1.4694,1.87
2023-03-07,14400.0,26784.0,0.16,0.58,0.16,0.03,0.0,13392.0,7200.0,7200.0,13392.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.79,0.8074,89.21,1.4694,1.86
2023-03-08,14400.0,26064.0,0.16,0.61,0.16,0.03,0.0,13032.0,7200.0,7200.0,13032.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.9,0.8058,89.1,1.4694,1.81
2023-03-09,14400.0,26352.0,0.16,0.63,0.16,0.03,0.0,13176.0,7200.0,7200.0,13176.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.72,0.8086,89.28,1.4694,1.83
2023-03-10,14400.0,26640.0,0.16,0.64,0.16,0.03,0.0,13320.0,7200.0,7200.0,13320.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.72,0.8086,89.28,1.4694,1.85
2023-03-13,14400.0,26208.0,0.16,0.65,0.16,0.03,0.0,13104.0,7200.0,7200.0,13104.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.85,0.8066,89.15,1.4694,1.82
2023-03-14,14400.0,25920.0,0.16,0.67,0.16,0.03,0.0,12960.0,7200.0,7200.0,12960.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.82,0.807,89.18,1.4694,1.8
2023-03-15,14400.0,25632.0,0.16,0.7,0.16,0.03,0.0,12816.0,7200.0,7200.0,12816.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.82,0.807,89.18,1.4694,1.78
2023-03-16,14400.0,24336.0,0.16,0.71,0.16,0.03,0.0,12168.0,7200.0,7200.0,12168.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,11.02,0.8039,88.98,1.4694,1.69
2023-03-17,14400.0,24480.0,0.16,0.72,0.16,0.02,0.0,12240.0,7200.0,7200.0,12240.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.74,0.8083,89.26,1.4694,1.7
2023-03-20,14400.0,22896.0,0.16,0.75,0.16,0.02,0.0,11448.0,7200.0,7200.0,11448.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,11.09,0.8028,88.91,1.4694,1.59
2023-03-21,14400.0,23760.0,0.16,0.75,0.16,0.02,0.0,11880.0,7200.0,7200.0,11880.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.59,0.8106,89.41,1.4694,1.65
2023-03-22,14400.0,26928.0,0.16,0.76,0.16,0.03,0.0,13464.0,7200.0,7200.0,13464.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.16,0.8174,89.84,1.4694,1.87
2023-03-23,14400.0,29664.0,0.16,0.76,0.16,0.03,0.0,14832.0,7200.0,7200.0,14832.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.3,0.8152,89.7,1.4694,2.06
2023-03-24,14400.0,29376.0,0.16,0.74,0.16,0.03,0.0,14688.0,7200.0,7200.0,14688.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.82,0.8071,89.18,1.4694,2.04
2023-03-27,14400.0,29952.0,0.16,0.73,0.16,0.03,0.0,14976.0,7200.0,7200.0,14976.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.68,0.8093,89.32,1.4694,2.08
2023-03-28,14400.0,25776.0,0.16,0.74,0.16,0.03,0.0,12888.0,7200.0,7200.0,12888.0,,,,,,,,,,,,,,,0.02,,,100.0,73.47,0.0,0.0,,0.0,100.0,11.48,0.7967,88.52,1.4694,1.79
2023-03-29,14400.0,24192.0,0.16,0.73,0.16,0.03,0.0,12096.0,7200.0,7200.0,12096.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,11.07,0.8031,88.93,1.4694,1.68
2023-03-30,14400.0,24192.0,0.16,0.75,0.16,0.02,0.0,12096.0,7200.0,7200.0,12096.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.77,0.8078,89.23,1.4694,1.68
2023-03-31,14400.0,23040.0,0.16,0.73,0.16,0.02,0.0,11520.0,7200.0,7200.0,11520.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,11.0,0.8042,89.0,1.4694,1.6
2023-04-03,14400.0,23688.0,0.16,0.8,0.16,0.02,0.0,11844.0,7200.0,7200.0,11844.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.62,0.8101,89.38,1.4694,1.645
2023-04-04,14400.0,25056.0,0.16,0.82,0.16,0.02,0.0,12528.0,7200.0,7200.0,12528.0,,,,,,,,,,,,,,,0.01,,,100.0,73.47,0.0,0.0,,0.0,100.0,10.51,0.8118,89.49,1.4694,1.74
2023-04-05,14400.0,25200.0,0.16,0.81,0.16,0.03,0.0,12600.0,7200.0,7200.0,12600.0,,,,,,,,,,,,,,,0.01,,,100.0,52.17,0.0,0.0,,0.0,100.0,10.74,0.8082,89.26,1.0435,1.75
2023-04-06,14400.0,24480.0,0.16,0.83,0.16,0.02,0.0,12240.0,7200.0,7200.0,12240.0,,,,,,,,,,,,,,,0.01,,,100.0,52.17,0.0,0.0,,0.0,100.0,10.91,0.8056,89.09,1.0435,1.7
2023-04-07,14400.0,24480.0,0.16,0.87,0.16,0.02,0.0,12240.0,7200.0,7200.0,12240.0,,,,,,,,,,,,,,,0.01,,,100.0,52.17,0.0,0.0,,0.0,100.0,10.91,0.8056,89.09,1.0435,
2023-04-10,14400.0,24480.0,0.16,0.87,0.16,0.02,0.0,12240.0,7200.0,7200.0,12240.0,,,,,,,,,,,,,,,0.01,,,100.0,52.17,0.0,0.0,,0.0,100.0,10.91,0.8056,89.09,1.0435,
2023-04-11,14400.0,24768.0,0.16,0.87,0.16,0.02,0.0,12384.0,7200.0,7200.0,12384.0,,,,,,,,,,,,,,,0.01,,,100.0,52.17,0.0,0.0,,0.0,100.0,10.71,0.8087,89.29,1.0435,1.72
2023-04-12,14400.0,24552.0,0.16,1.2,0.16,0.02,0.0,12276.0,7200.0,7200.0,12276.0,,,,,,,,,,,,,,,0.01,,,100.0,52.17,0.0,0.0,,0.0,100.0,10.8,0.8074,89.2,1.0435,1.705
2023-04-13,14400.0,24408.0,0.16,1.4,0.16,0.02,0.0,12204.0,7200.0,7200.0,12204.0,,,,,,,,,,,,,,,0.01,,,100.0,52.17,0.0,0.0,,0.0,100.0,10.8,0.8074,89.2,1.0435,1.695
2023-04-14,14400.0,24408.0,0.16,1.44,0.16,0.02,0.0,12204.0,7200.0,7200.0,12204.0,,,,,,,,,,,,,,,0.01,,,100.0,52.17,0.0,0.0,,0.0,100.0,10.77,0.8078,89.23,1.0435,1.695
2023-04-17,14400.0,25200.0,0.16,1.47,0.16,0.02,0.0,12600.0,7200.0,7200.0,12600.0,,,,,,,,,,,,,,,0.01,,,100.0,52.17,0.0,0.0,,0.0,100.0,10.63,0.81,89.37,1.0435,1.75
2023-04-18,14400.0,25200.0,0.16,1.33,0.16,0.03,0.0,12600.0,7200.0,7200.0,12600.0,,,,,,,,,,,,,,,0.01,,,100.0,52.17,0.0,0.0,,0.0,100.0,10.77,0.8078,89.23,1.0435,1.75
2023-04-19,14400.0,25920.0,0.16,1.15,0.16,0.03,0.0,12960.0,7200.0,7200.0,12960.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.63,0.8099,89.37,0.9114,1.8
2023-04-20,14400.0,25632.0,0.16,1.12,0.16,0.03,0.0,12816.0,7200.0,7200.0,12816.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.82,0.807,89.18,0.9114,1.78
2023-04-21,14400.0,23616.0,0.16,1.13,0.16,0.02,0.0,11808.0,7200.0,7200.0,11808.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.16,0.8017,88.84,0.9114,1.64
2023-04-24,14400.0,24192.0,0.16,1.11,0.16,0.02,0.0,12096.0,7200.0,7200.0,12096.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.65,0.8096,89.35,0.9114,1.68
2023-04-25,14400.0,24336.0,0.16,1.1,0.16,0.02,0.0,12168.0,7200.0,7200.0,12168.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.74,0.8083,89.26,0.9114,1.69
2023-04-26,14400.0,20664.0,0.16,1.1,0.16,0.02,0.0,10332.0,7200.0,7200.0,10332.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.53,0.796,88.47,0.9114,1.435
2023-04-27,14400.0,20808.0,0.16,1.02,0.16,0.02,0.0,10404.0,7200.0,7200.0,10404.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.74,0.8083,89.26,0.9114,1.445
2023-04-28,14400.0,21816.0,0.16,0.99,0.16,0.02,0.0,10908.0,7200.0,7200.0,10908.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.54,0.8114,89.46,0.9114,1.515
