,MLMIB FP Equity_DX_SI_QTY,MLMIB FP Equity_DX_SHORT_INTEREST_VALUE,MLMIB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLMIB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLMIB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLMIB FP Equity_DX_SI_MV,MLMIB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLMIB FP Equity_DX_SUPPLY_SI_QTY,MLMIB FP Equity_DX_BROKER_SI_QTY,MLMIB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLMIB FP Equity_DX_SUPPLY_SI_MV,MLMIB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLMIB FP Equity_DX_UTILIZATION_QUANTITY,MLMIB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLMIB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLMIB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLMIB FP Equity_DX_ACTIVE_UTILIZATION_MV,MLMIB FP Equity_DX_BROKER_SI_CON_RATIO,MLMIB FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-05-07,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,19.8,0.0,0.0,0.0,0.0
2025-05-08,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.3,0.0,0.0,0.0,0.0
2025-05-09,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.3,0.0,0.0,0.0,0.0
2025-05-12,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.3,0.0,0.0,0.0,0.0
2025-05-13,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,23.1,0.0,0.0,0.0,0.0
2025-05-19,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,13.2,0.0,0.0,0.0,0.0
2025-05-20,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,9.9,0.0,0.0,0.0,0.0
2025-05-21,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.3,0.0,0.0,0.0,0.0
2025-05-22,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,23.1,0.0,0.0,0.0,0.0
2025-05-23,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,23.1,0.0,0.0,0.0,0.0
2025-05-26,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,23.1,0.0,0.0,0.0,0.0
2025-05-27,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,23.1,0.0,0.0,0.0,0.0
2025-05-28,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.3,0.0,0.0,0.0,0.0
2025-06-02,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,29.7,0.0,0.0,0.0,0.0
2025-06-03,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,36.3,0.0,0.0,0.0,0.0
2025-06-04,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,36.3,0.0,0.0,0.0,0.0
2025-06-05,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,36.3,0.0,0.0,0.0,0.0
2025-06-06,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,36.3,0.0,0.0,0.0,0.0
2025-06-09,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,36.3,0.0,0.0,0.0,0.0
2025-06-10,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.3,0.0,0.0,0.0,0.0
2025-06-11,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.3,0.0,0.0,0.0,0.0
2025-06-16,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,6.6,0.0,0.0,0.0,0.0
2025-06-17,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,6.6,0.0,0.0,0.0,0.0
2025-06-18,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,23.1,0.0,0.0,0.0,0.0
2025-06-19,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,118.8,0.0,0.0,0.0,0.0
2025-06-20,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,118.8,0.0,0.0,0.0,0.0
2025-06-24,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,115.5,0.0,0.0,0.0,0.0
2025-06-25,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,115.5,0.0,0.0,0.0,0.0
2025-07-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2900.0,95.7,0.0,0.0,0.0,0.0
2025-07-02,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,23.1,0.0,0.0,0.0,0.0
2025-07-08,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,13.2,0.0,0.0,0.0,0.0
2025-07-09,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.3,0.0,0.0,0.0,0.0
2025-07-14,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,6.6,0.0,0.0,0.0,0.0
2025-07-15,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.3,0.0,0.0,0.0,0.0
2025-07-16,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,9.9,0.0,0.0,0.0,0.0
2025-07-17,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,9.9,0.0,0.0,0.0,0.0
2025-07-18,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,9.9,0.0,0.0,0.0,0.0
2025-07-21,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,19.8,0.0,0.0,0.0,0.0
2025-07-22,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.3,0.0,0.0,0.0,0.0
2025-07-30,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,9.9,0.0,0.0,0.0,0.0
2025-07-31,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,9.9,0.0,0.0,0.0,0.0
2025-08-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,9.9,0.0,0.0,0.0,0.0
2025-08-04,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,9.9,0.0,0.0,0.0,0.0
2025-08-05,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,6.6,0.0,0.0,0.0,0.0
2025-08-06,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,6.6,0.0,0.0,0.0,0.0
2025-08-07,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,6.6,0.0,0.0,0.0,0.0
2025-08-08,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,6.6,0.0,0.0,0.0,0.0
2025-08-11,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,6.6,0.0,0.0,0.0,0.0
2025-08-12,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.3,0.0,0.0,0.0,0.0
2025-08-13,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.3,0.0,0.0,0.0,0.0
2025-08-14,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.3,0.0,0.0,0.0,0.0
2025-08-15,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.3,0.0,0.0,0.0,0.0
2025-08-18,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.3,0.0,0.0,0.0,0.0
2025-08-19,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,13.2,0.0,0.0,0.0,0.0
2025-08-20,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,13.2,0.0,0.0,0.0,0.0
2025-08-21,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,19.8,0.0,0.0,0.0,0.0
2025-08-22,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,19.8,0.0,0.0,0.0,0.0
2025-08-25,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,19.8,0.0,0.0,0.0,0.0
2025-08-26,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,16.5,0.0,0.0,0.0,0.0
2025-08-27,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,13.2,0.0,0.0,0.0,0.0
