,EWRD FP Equity_DX_SI_QTY,EWRD FP Equity_DX_SHORT_INTEREST_VALUE,EWRD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EWRD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EWRD FP Equity_DX_SI_MV,EWRD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EWRD FP Equity_DX_SUPPLY_SI_QTY,EWRD FP Equity_DX_BROKER_SI_QTY,EWRD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EWRD FP Equity_DX_BROKER_SI_MV_NEW_x,EWRD FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EWRD FP Equity_DX_SUPPLY_SI_QTY_INC_x,EWRD FP Equity_DX_BROKER_SI_MV_INC_x,EWRD FP Equity_DX_SUPPLY_SI_MV_NEW,EWRD FP Equity_DX_BROKER_SI_QTY_ADD,EWRD FP Equity_DX_BROKER_SI_QTY_NEW,EWRD FP Equity_DX_SUPPLY_SI_MV_DEC,EWRD FP Equity_DX_BROKER_SI_QTY_INC,EWRD FP Equity_DX_SUPPLY_SI_QTY_DEC,EWRD FP Equity_DX_BROKER_SI_MV_NEW_y,EWRD FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EWRD FP Equity_DX_BROKER_SI_MV_INC_y,EWRD FP Equity_DX_SUPPLY_SI_QTY_INC_y,EWRD FP Equity_DX_BROKER_SI_MV_ADD,EWRD FP Equity_DX_SUPPLY_SI_QTY_ADD,EWRD FP Equity_DX_BROKER_SI_QTY_DEC,EWRD FP Equity_DX_SUPPLY_SI_MV,EWRD FP Equity_DX_BROKER_SI_MV_DEC,EWRD FP Equity_DX_SUPPLY_SI_MV_RMV,EWRD FP Equity_DX_BROKER_SI_MV_RMV,EWRD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EWRD FP Equity_DX_UTILIZATION_QUANTITY,EWRD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EWRD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EWRD FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EWRD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EWRD FP Equity_DX_ACTIVE_UTILIZATION_MV,EWRD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EWRD FP Equity_DX_BROKER_SI_CON_RATIO,EWRD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EWRD FP Equity_DX_DEMAND_SUPPLY_RATIO,EWRD FP Equity_PX_LAST
2019-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,9816345.0,,9.77,0.0,,0.0,,0.0,9.9155
2019-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,9833472.0,,9.82,0.0,,0.0,,0.0,9.9328
2019-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,9812781.0,,9.83,0.0,,0.0,,0.0,9.9119
2019-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,9655668.0,,9.81,0.0,,0.0,,0.0,9.7532
2019-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,9685467.0,,9.66,0.0,,0.0,,0.0,9.7833
2019-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,9626364.0,,9.69,0.0,,0.0,,0.0,9.7236
2019-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,9622008.0,,9.63,0.0,,0.0,,0.0,9.7192
2019-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,9714969.0,,9.62,0.0,,0.0,,0.0,9.8131
2019-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,9793674.0,,9.72,0.0,,0.0,,0.0,9.8926
2019-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,9852678.0,,9.79,0.0,,0.0,,0.0,9.9522
2019-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,9971478.0,,9.85,0.0,,0.0,,0.0,10.0722
2019-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,10055628.0,,9.97,0.0,,0.0,,0.0,10.1572
2019-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,10041174.0,,10.06,0.0,,0.0,,0.0,10.1426
2019-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,10011672.0,,10.04,0.0,,0.0,,0.0,10.1128
2019-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,10017018.0,,10.01,0.0,,0.0,,0.0,10.1182
2019-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,9991179.0,,10.02,0.0,,0.0,,0.0,10.0921
2019-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,10010583.0,,9.99,0.0,,0.0,,0.0,10.1117
2019-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,10116612.0,,10.01,0.0,,0.0,,0.0,10.2188
2019-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,10116711.0,,10.12,0.0,,0.0,,0.0,10.2189
2019-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,10208484.0,,10.12,0.0,,0.0,,0.0,10.3116
2019-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,10236897.0,,10.21,0.0,,0.0,,0.0,10.3403
2019-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,10242738.0,,10.24,0.0,,0.0,,0.0,10.3462
2019-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,10187991.0,,10.24,0.0,,0.0,,0.0,10.2909
2019-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,10148094.0,,10.19,0.0,,0.0,,0.0,10.2506
2019-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,10147797.0,,10.15,0.0,,0.0,,0.0,10.2503
2019-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,10207395.0,,10.15,0.0,,0.0,,0.0,10.3105
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,10290951.0,,10.21,0.0,,0.0,,0.0,10.3949
2019-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,990000.0,10301940.0,,10.29,0.0,,0.0,,0.0,10.406
2019-07-03,160100.0,1678504.41,9.18,9.13,1.67,0.0,160100.0,0.0,1678504.41,,,,,,,,,,,,,,,,160100.0,,1.67,,,,16.17,16.17,829900.0,8700754.59,,8.64,16.17,,1.0,100.0,0.1617,10.4841
2019-07-04,553300.0,5821158.64,33.97,28.7,5.71,2068389.28,356700.0,196600.0,3752769.36,,,196600.0,,,196600.0,,,,,,,,196600.0,1.97,,,3.74,,,,36.03,36.03,633300.0,6662822.64,,6.64,36.03,34.5,0.5481,65.5,0.5589,10.5208
2019-07-05,553300.0,5768761.13,65.56,28.7,5.71,2049771.26,356700.0,196600.0,3718989.87,,,,,,,,,,,,,,,,,,3.75,,,,36.03,36.03,633300.0,6602849.13,,6.66,36.03,34.26,0.5496,65.74,0.5589,10.4261
2019-07-08,553300.0,5761844.88,73.0,27.84,5.47,5761844.88,356700.0,553300.0,3714531.12,,,,,,356700.0,,,,,,,,,3.5,,,3.72,,,,36.03,36.03,633300.0,6594932.88,,6.6,36.03,35.93,0.5396,64.07,0.5589,10.4136
2019-07-09,553300.0,5752272.79,69.97,27.84,5.47,5752272.79,356700.0,553300.0,3708360.21,,,,,,,,,,,,,,,,,,3.71,,,,36.03,36.03,633300.0,6583976.79,,6.59,36.03,35.94,0.5396,64.06,0.5589,10.3963
2019-07-10,553300.0,5777226.62,55.1,27.84,5.48,5777226.62,356700.0,553300.0,3724447.38,,,,,,,,,,,,,,,,,,3.71,,,,36.03,36.03,633300.0,6612538.62,,6.58,36.03,36.05,0.5389,63.95,0.5589,10.4414
2019-07-11,516800.0,5407226.72,50.63,26.0,5.14,5407226.72,356700.0,516800.0,3732116.43,,,,1.6,,,,,160100.0,,,,1.6,,,,196600.0,3.72,1.93,,,36.03,36.03,633300.0,6626154.57,,6.61,36.03,30.59,0.5754,69.41,0.522,10.4629
2019-07-12,320200.0,3354447.22,30.88,16.11,3.25,3354447.22,160100.0,320200.0,1677223.61,,,,,,,,2.05,,196600.0,,,,,,,196600.0,1.68,1.89,,,16.17,16.17,829900.0,8694115.39,,8.68,16.17,48.45,0.5005,51.55,0.3234,10.4761
2019-07-15,320200.0,3359826.58,31.23,14.91,3.25,3359826.58,160100.0,320200.0,1679913.29,,,,,,,,,,,,,,,,,,1.68,,,,12.13,12.13,1159900.0,12170714.71,,12.15,12.13,48.4,0.5005,51.6,0.2426,10.4929
2019-07-16,320200.0,3357553.16,20.54,14.91,3.24,3357553.16,160100.0,320200.0,1678776.58,,,,,,,,,,,,,,,,,,1.68,,,,12.13,12.13,1159900.0,12162479.42,,12.17,12.13,48.42,0.5005,51.58,0.2426,10.4858
2019-07-17,320200.0,3344040.72,20.54,14.91,3.25,3344040.72,160100.0,320200.0,1672020.36,,,,,,,,,,,,,,,,,,1.68,,,,12.13,12.13,1159900.0,12113531.64,,12.16,12.13,48.33,0.5006,51.67,0.2426,10.4436
2019-07-18,320200.0,3326109.52,20.54,14.91,3.26,3326109.52,160100.0,320200.0,1663054.76,,,,,,,,,,,,,,,,,,1.67,,,,12.13,12.13,1159900.0,12048577.24,,12.11,12.13,48.47,0.5005,51.53,0.2426,10.3876
2019-07-19,320200.0,3346634.34,20.49,14.91,3.33,1673317.17,160100.0,160100.0,1673317.17,,,,,,,,,,,,,,,,,160100.0,1.66,1.58,,,12.13,12.13,1159900.0,12122926.83,,12.05,12.13,49.99,0.5,50.01,0.2426,10.4517
2019-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.66,,160100.0,,,,,,,160100.0,0.0,1.66,,,0.0,0.0,1320000.0,13726020.0,,13.8,0.0,,0.0,,0.0,10.3985
2019-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1080000.0,11283840.0,,11.23,0.0,,0.0,,0.0,10.448
2019-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1080000.0,11312568.0,,11.28,0.0,,0.0,,0.0,10.4746
2019-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1080000.0,11327040.0,,11.31,0.0,,0.0,,0.0,10.488
2019-07-26,160100.0,1681066.01,11.86,7.46,1.66,0.0,160100.0,0.0,1681066.01,,,,,,,,,,,,,,,,160100.0,,1.66,,,,12.13,12.13,1159900.0,12179065.99,,12.05,12.13,,1.0,100.0,0.1213,10.5001
2019-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.66,,160100.0,,,,,,,,0.0,,,,0.0,0.0,1080000.0,11332764.0,,11.34,0.0,,0.0,,0.0,10.4933
2019-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1080000.0,11280924.0,,11.33,0.0,,0.0,,0.0,10.4453
2019-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1080000.0,11277684.0,,11.28,0.0,,0.0,,0.0,10.4423
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1080000.0,11281788.0,,11.28,0.0,,0.0,,0.0,10.4461
2019-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1080000.0,10974852.0,,11.28,0.0,,0.0,,0.0,10.1619
2019-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1080000.0,10771920.0,,10.97,0.0,,0.0,,0.0,9.974
2019-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1080000.0,10709172.0,,10.77,0.0,,0.0,,0.0,9.9159
2019-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1080000.0,10756260.0,,10.71,0.0,,0.0,,0.0,9.9595
2019-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1080000.0,10964268.0,,10.76,0.0,,0.0,,0.0,10.1521
2019-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1080000.0,10896552.0,,10.76,0.0,,0.0,,0.0,10.0894
2019-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9539045.0,,9.58,0.0,,0.0,,0.0,10.0411
2019-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9607920.0,,9.54,0.0,,0.0,,0.0,10.1136
2019-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9438725.0,,9.61,0.0,,0.0,,0.0,9.9355
2019-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9376120.0,,9.44,0.0,,0.0,,0.0,9.8696
2019-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9509025.0,,9.38,0.0,,0.0,,0.0,10.0095
2019-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9625495.0,,9.51,0.0,,0.0,,0.0,10.1321
2019-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9578185.0,,9.63,0.0,,0.0,,0.0,10.0823
2019-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9630625.0,,9.58,0.0,,0.0,,0.0,10.1375
2019-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9589680.0,,9.63,0.0,,0.0,,0.0,10.0944
2019-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9487555.0,,9.59,0.0,,0.0,,0.0,9.9869
2019-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9474350.0,,9.49,0.0,,0.0,,0.0,9.973
2019-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9502945.0,,9.47,0.0,,0.0,,0.0,10.0031
2019-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9503420.0,,9.5,0.0,,0.0,,0.0,10.0036
2019-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9620080.0,,9.5,0.0,,0.0,,0.0,10.1264
2019-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9618085.0,,9.62,0.0,,0.0,,0.0,10.1243
2019-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9595000.0,,9.62,0.0,,0.0,,0.0,10.1
2019-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9570300.0,,9.6,0.0,,0.0,,0.0,10.074
2019-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9678885.0,,9.57,0.0,,0.0,,0.0,10.1883
2019-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9809510.0,,9.68,0.0,,0.0,,0.0,10.3258
2019-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9826040.0,,9.81,0.0,,0.0,,0.0,10.3432
2019-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9836585.0,,9.83,0.0,,0.0,,0.0,10.3543
2019-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9781485.0,,9.84,0.0,,0.0,,0.0,10.2963
2019-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9854065.0,,9.78,0.0,,0.0,,0.0,10.3727
2019-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9929685.0,,9.85,0.0,,0.0,,0.0,10.4523
2019-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9959895.0,,9.93,0.0,,0.0,,0.0,10.4841
2019-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9881900.0,,9.96,0.0,,0.0,,0.0,10.402
2019-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9855680.0,,9.88,0.0,,0.0,,0.0,10.3744
2019-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9896245.0,,9.86,0.0,,0.0,,0.0,10.4171
2019-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9950015.0,,9.9,0.0,,0.0,,0.0,10.4737
2019-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9923890.0,,9.95,0.0,,0.0,,0.0,10.4462
2019-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9867745.0,,9.92,0.0,,0.0,,0.0,10.3871
2019-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9874870.0,,9.87,0.0,,0.0,,0.0,10.3946
2019-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9826040.0,,9.87,0.0,,0.0,,0.0,10.3432
2019-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9845230.0,,9.83,0.0,,0.0,,0.0,10.3634
2019-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9876960.0,,9.85,0.0,,0.0,,0.0,10.3968
2019-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9860050.0,,9.88,0.0,,0.0,,0.0,10.379
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9808560.0,,9.86,0.0,,0.0,,0.0,10.3248
2019-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9557475.0,,9.86,0.0,,0.0,,0.0,10.0605
2019-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9602790.0,,9.88,0.0,,0.0,,0.0,10.1082
2019-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9714985.0,,9.88,0.0,,0.0,,0.0,10.2263
2019-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9774075.0,,9.85,0.0,,0.0,,0.0,10.2885
2019-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9606210.0,,9.79,0.0,,0.0,,0.0,10.1118
2019-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,950000.0,9666155.0,,9.78,0.0,,0.0,,0.0,10.1749
2019-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1450000.0,14891645.0,,14.75,0.0,,0.0,,0.0,10.2701
2019-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1450000.0,15149745.0,,15.0,0.0,,0.0,,0.0,10.4481
2019-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1450000.0,15064920.0,,15.15,0.0,,0.0,,0.0,10.3896
2019-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1450000.0,15190490.0,,15.06,0.0,,0.0,,0.0,10.4762
2019-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1450000.0,15142930.0,,15.19,0.0,,0.0,,0.0,10.4434
2019-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1450000.0,15190925.0,,15.14,0.0,,0.0,,0.0,10.4765
2019-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1450000.0,15161200.0,,15.19,0.0,,0.0,,0.0,10.456
2019-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1450000.0,15253130.0,,15.16,0.0,,0.0,,0.0,10.5194
2019-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1450000.0,15337375.0,,15.25,0.0,,0.0,,0.0,10.5775
2019-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1450000.0,15248635.0,,15.34,0.0,,0.0,,0.0,10.5163
2019-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1450000.0,15349120.0,,15.25,0.0,,0.0,,0.0,10.5856
2019-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1275000.0,13542285.0,,13.5,0.0,,0.0,,0.0,10.6214
2019-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1275000.0,13603740.0,,13.54,0.0,,0.0,,0.0,10.6696
