,LVE FP Equity_DX_SI_QTY,LVE FP Equity_DX_SHORT_INTEREST_VALUE,LVE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LVE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LVE FP Equity_DX_SI_MV,LVE FP Equity_DX_DSS,LVE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LVE FP Equity_DX_SUPPLY_SI_QTY,LVE FP Equity_DX_BROKER_SI_QTY,LVE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LVE FP Equity_DX_BROKER_SI_MV_NEW_x,LVE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LVE FP Equity_DX_SUPPLY_SI_QTY_INC_x,LVE FP Equity_DX_BROKER_SI_MV_INC_x,LVE FP Equity_DX_SUPPLY_SI_MV_NEW,LVE FP Equity_DX_BROKER_SI_QTY_ADD,LVE FP Equity_DX_BROKER_SI_QTY_NEW,LVE FP Equity_DX_SUPPLY_SI_MV_DEC,LVE FP Equity_DX_BROKER_SI_QTY_INC,LVE FP Equity_DX_SUPPLY_SI_QTY_DEC,LVE FP Equity_DX_BROKER_SI_MV_NEW_y,LVE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LVE FP Equity_DX_BROKER_SI_MV_INC_y,LVE FP Equity_DX_SUPPLY_SI_QTY_INC_y,LVE FP Equity_DX_BROKER_SI_MV_ADD,LVE FP Equity_DX_SUPPLY_SI_QTY_ADD,LVE FP Equity_DX_BROKER_SI_QTY_DEC,LVE FP Equity_DX_SUPPLY_SI_MV,LVE FP Equity_DX_BROKER_SI_MV_DEC,LVE FP Equity_DX_SUPPLY_SI_MV_RMV,LVE FP Equity_DX_BROKER_SI_MV_RMV,LVE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LVE FP Equity_DX_UTILIZATION_QUANTITY,LVE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LVE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LVE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LVE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LVE FP Equity_DX_ACTIVE_UTILIZATION_MV,LVE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LVE FP Equity_DX_BROKER_SI_CON_RATIO,LVE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LVE FP Equity_DX_DEMAND_SUPPLY_RATIO,LVE FP Equity_PX_LAST
2013-01-31,34060.0,488079.8,0.22,0.24,0.5,,488079.8,0.0,34060.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.18,0.9965,99.82,0.9624,14.33
2013-02-01,34000.0,489430.0,0.22,0.25,0.5,,489430.0,0.0,34000.0,0.0,,,,,,,,,,,,,,,,,60.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8765,14.395
2013-02-04,34000.0,459340.0,0.22,0.25,0.49,,459340.0,0.0,34000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8765,13.51
2013-02-05,34000.0,466820.0,0.22,0.25,0.49,,466820.0,0.0,34000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8765,13.73
2013-02-06,34000.0,456280.0,0.22,0.25,0.46,,456280.0,0.0,34000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8765,13.42
2013-02-07,34000.0,449140.0,0.21,0.25,0.47,,449140.0,0.0,34000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8765,13.21
2013-02-08,34000.0,459340.0,0.21,0.25,0.46,,459340.0,0.0,34000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8765,13.51
2013-02-11,34000.0,457130.0,0.21,0.25,0.46,,457130.0,0.0,34000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8136,13.445
2013-02-12,34000.0,466310.0,0.22,0.24,0.46,,466310.0,0.0,34000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8136,13.715
2013-02-13,34000.0,469540.0,0.22,0.25,0.46,,469540.0,0.0,34000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8136,13.81
2013-02-14,109200.0,1484574.0,0.69,0.77,1.51,,1484574.0,0.0,109200.0,0.0,,,,,,75200.0,,,,,,,,,1.04,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.98,0.5697,68.82,2.6131,13.595
2013-02-15,109200.0,1461642.0,0.7,0.8,1.49,,1461642.0,0.0,109200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.47,0.5661,68.34,2.6131,13.385
2013-02-18,109200.0,1462734.0,0.71,0.8,1.47,,1462734.0,0.0,109200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.46,0.5661,68.35,2.6131,13.395
2013-02-19,109200.0,1514604.0,0.71,0.8,1.46,,1514604.0,0.0,109200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.11,0.5687,68.7,2.6131,13.87
2013-02-20,109200.0,1487850.0,0.7,0.8,1.49,,1487850.0,0.0,109200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.38,0.5743,69.42,2.6131,13.625
2013-02-21,86400.0,1123632.0,0.55,0.64,1.18,,1123632.0,0.0,86400.0,0.0,,,,,,,,,,,,,,,,,22800.0,0.0,0.34,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.77,0.518,59.99,2.0675,13.005
2013-02-22,34200.0,463068.0,0.22,0.25,0.46,,463068.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,52200.0,0.0,0.71,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.59,0.9884,99.41,0.8184,13.54
2013-02-25,34200.0,470421.0,0.2,0.25,0.44,,470421.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.64,0.9873,99.36,0.8184,13.755
2013-02-26,34200.0,441522.0,0.18,0.25,0.46,,441522.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.62,0.9876,99.38,0.8184,12.91
2013-02-27,34200.0,454689.0,0.17,0.25,0.47,,454689.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.58,0.9885,99.42,0.8184,13.295
2013-02-28,34200.0,462897.0,0.16,0.26,0.44,,462897.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.63,0.9874,99.37,0.8184,13.535
2013-03-01,34200.0,457083.0,0.16,0.26,0.45,,457083.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.62,0.9876,99.38,0.1001,13.365
2013-03-04,34200.0,458622.0,0.16,0.26,0.46,,458622.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.61,0.9879,99.39,0.1001,13.41
2013-03-05,34200.0,479484.0,0.16,0.27,0.46,,479484.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.62,0.9878,99.38,0.1001,14.02
2013-03-06,34200.0,478629.0,0.15,0.27,0.46,,478629.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.64,0.9872,99.36,0.1001,13.995
2013-03-07,34200.0,482220.0,0.15,0.27,0.48,,482220.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.61,0.9878,99.39,0.1783,14.1
2013-03-08,34200.0,496242.0,0.16,0.28,0.48,,496242.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.62,0.9877,99.38,0.8184,14.51
2013-03-11,34200.0,492309.0,0.16,0.28,0.48,,492309.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.63,0.9875,99.37,0.8184,14.395
2013-03-12,34200.0,490086.0,0.16,0.28,0.5,,490086.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.61,0.9879,99.39,0.8184,14.33
2013-03-13,34200.0,488376.0,0.16,0.28,0.49,,488376.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.61,0.9878,99.39,0.8184,14.28
2013-03-14,34200.0,501372.0,0.16,0.28,0.49,,501372.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.61,0.9878,99.39,0.8184,14.66
2013-03-15,34200.0,494703.0,0.16,0.3,0.49,,494703.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.63,0.9875,99.37,0.8184,14.465
2013-03-18,34200.0,488205.0,0.15,0.3,0.5,,488205.0,0.0,34200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.61,0.988,99.39,0.8184,14.275
2013-03-19,34260.0,477070.5,0.15,0.3,0.5,,476235.0,60.0,34200.0,835.5,,,,,,,,,,,,,,,,60.0,,0.0,,,,100.0,0.13,0.0,0.0,,0.0,100.0,0.6,0.9845,99.22,0.7322,13.925
2013-03-20,34260.0,490260.6,0.15,0.3,0.49,,489402.0,60.0,34200.0,858.6,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.13,0.0,0.0,,0.0,100.0,0.6,0.9847,99.23,0.7322,14.31
2013-03-21,34260.0,481524.3,0.16,0.3,0.48,,480681.0,60.0,34200.0,843.3,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.13,0.0,0.0,,0.0,100.0,0.63,0.9839,99.19,0.7322,14.055
2013-03-22,34260.0,480839.1,0.15,0.3,0.48,,479997.0,60.0,34200.0,842.1,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.13,0.0,0.0,,0.0,100.0,0.62,0.9842,99.2,0.7322,14.035
2013-03-25,34260.0,469019.4,0.15,0.31,0.48,,468198.0,60.0,34200.0,821.4,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.13,0.0,0.0,,0.0,100.0,0.61,0.9844,99.21,0.7322,13.69
2013-03-26,34260.0,465764.7,0.14,0.31,0.48,,464949.0,60.0,34200.0,815.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.13,0.0,0.0,,0.0,100.0,0.6,0.9847,99.23,0.7322,13.595
2013-03-27,34260.0,456343.2,0.14,0.31,0.47,,455544.0,60.0,34200.0,799.2,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.14,0.0,0.0,,0.0,100.0,0.61,0.9844,99.21,0.7896,13.32
2013-03-28,34060.0,456063.4,0.14,0.3,0.46,,455260.0,60.0,34000.0,803.4,,,,,,,,,,,,,,,,,200.0,0.0,0.0,,,100.0,0.15,0.0,0.0,,0.0,100.0,0.17,0.9966,99.83,0.8647,13.39
2013-03-29,34060.0,456063.4,0.13,0.3,0.46,,455260.0,60.0,34000.0,803.4,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,0.17,0.9965,99.83,0.8647,
2013-04-01,34060.0,456063.4,0.13,0.3,0.46,,455260.0,60.0,34000.0,803.4,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,0.17,0.9965,99.83,0.8647,
2013-04-02,34060.0,475647.9,0.13,0.3,0.46,,474810.0,60.0,34000.0,837.9,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,0.18,0.9965,99.82,0.8647,13.965
2013-04-03,34060.0,461853.6,0.13,0.29,0.46,,461040.0,60.0,34000.0,813.6,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,0.18,0.9963,99.82,0.8647,13.56
2013-04-04,34060.0,455552.5,0.13,0.29,0.48,,454750.0,60.0,34000.0,802.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.02,0.0,0.0,,0.0,100.0,0.17,0.9966,99.83,0.1004,13.375
2013-04-05,34060.0,443801.8,0.13,0.29,0.46,,443020.0,60.0,34000.0,781.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.02,0.0,0.0,,0.0,100.0,0.18,0.9965,99.82,0.1004,13.03
2013-04-08,34060.0,445164.2,0.12,0.29,0.46,,444380.0,60.0,34000.0,784.2,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.02,0.0,0.0,,0.0,100.0,0.18,0.9965,99.82,0.1004,13.07
2013-04-09,34060.0,446015.7,0.13,0.29,0.44,,445230.0,60.0,34000.0,785.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.02,0.0,0.0,,0.0,100.0,0.18,0.9965,99.82,0.1004,13.095
2013-04-10,234060.0,3228857.7,0.86,2.0,3.07,,1848530.0,100060.0,134000.0,1380327.7,,,,,,100000.0,,,,,,,,,1.31,100000.0,,1.31,,,,31.44,29.48,218190.0,3009931.05,,2.86,31.44,25.32,0.6211,74.63,0.6896,13.795
2013-04-11,234060.0,3268647.9,0.92,2.03,3.2,,1871310.0,100060.0,134000.0,1397337.9,,,,,,,,,,,,,,,,,,1.38,,,,31.44,29.02,218190.0,3047023.35,,3.01,31.44,24.39,0.6305,75.57,0.6789,13.965
2013-04-12,234060.0,3171513.0,0.92,2.06,3.23,,1815700.0,100060.0,134000.0,1355813.0,,,,,,,,,,,,,,,,,,1.36,,,,31.44,29.02,218190.0,2956474.5,,2.96,31.44,25.12,0.6231,74.83,0.6789,13.55
2013-04-15,234060.0,3145766.4,0.91,2.06,3.17,,1800960.0,100060.0,134000.0,1344806.4,,,,,,,,,,,,,,,,,,1.35,,,,31.44,29.02,218190.0,2932473.6,,2.95,31.44,25.73,0.6171,74.23,0.6789,13.44
2013-04-16,134060.0,1782998.0,0.51,1.18,1.81,,1782200.0,60.0,134000.0,798.0,,,,,,,,1.34,,100000.0,,,,,,,,0.0,,,,100.0,0.02,0.0,0.0,,0.0,100.0,25.52,0.6192,74.44,0.3889,13.3
2013-04-17,34060.0,433413.5,0.13,0.31,0.46,,432650.0,60.0,34000.0,763.5,,,,,,,,,,,,,,,,,100000.0,0.0,1.36,,,100.0,0.02,0.0,0.0,,0.0,100.0,0.17,0.9965,99.83,0.0988,12.725
2013-04-18,34060.0,434094.7,0.12,0.31,0.45,,433330.0,60.0,34000.0,764.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.02,0.0,0.0,,0.0,100.0,0.17,0.9966,99.83,0.0988,12.745
2013-04-19,34060.0,440736.4,0.12,0.31,0.43,,439960.0,60.0,34000.0,776.4,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.02,0.0,0.0,,0.0,100.0,0.18,0.9965,99.82,0.0988,12.94
2013-04-22,34060.0,443972.1,0.12,0.3,0.43,,443190.0,60.0,34000.0,782.1,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.02,0.0,0.0,,0.0,100.0,0.18,0.9964,99.82,0.0988,13.035
2013-04-23,234060.0,3240560.7,0.82,2.03,3.05,,470730.0,200060.0,34000.0,2769830.7,,,,,,,,,,,,,,,,200000.0,,2.61,,,,62.86,58.03,118190.0,1636340.55,,1.54,62.86,0.18,0.9965,99.82,0.6789,13.845
2013-04-24,634060.0,9070228.3,2.17,5.51,8.94,,6208370.0,200060.0,434000.0,2861858.3,,,,,,400000.0,,,,,,,,,5.73,,,2.77,,,,62.86,58.03,118190.0,1690707.95,,1.64,62.86,7.19,0.8663,92.8,1.8392,14.305
2013-04-25,634060.0,9051206.5,1.94,5.51,9.05,,6195350.0,200060.0,434000.0,2855856.5,,,,,,,,,,,,,,,,,,2.86,,,,32.36,31.03,418190.0,5969662.25,,5.99,32.36,7.62,0.859,92.37,0.9834,14.275
2013-04-26,634060.0,8946586.6,1.86,5.51,8.96,,6123740.0,200060.0,434000.0,2822846.6,,,,,,,,,,,,,,,,,,2.82,,,,62.86,58.03,118190.0,1667660.9,,1.67,62.86,7.93,0.8537,92.05,1.8392,14.11
2013-04-29,634060.0,9200210.6,1.78,5.51,9.12,,6297340.0,200060.0,434000.0,2902870.6,,,,,,,,,,,,,,,,,,2.83,,,,62.86,58.03,118190.0,1714936.9,,1.67,62.86,7.72,0.8573,92.27,1.8392,14.51
2013-04-30,634060.0,9158996.7,1.68,5.7,9.11,,6269130.0,200060.0,434000.0,2889866.7,,,,,,,,,,,,,,,,,,2.82,,,,62.86,58.03,118190.0,1707254.55,,1.66,62.86,7.64,0.8587,92.35,1.8392,14.445
2013-05-01,634060.0,9158996.7,1.68,5.7,9.17,,6269130.0,200060.0,434000.0,2889866.7,,,,,,,,,,,,,,,,,,2.89,,,,62.86,58.03,118190.0,1707254.55,,1.71,62.86,7.63,0.8587,92.35,1.8392,
2013-05-02,634060.0,9247765.1,1.68,5.82,9.22,,6329890.0,200060.0,434000.0,2917875.1,,,,,,,,,,,,,,,,,,2.89,,,,62.86,58.03,118190.0,1723801.15,,1.71,62.86,7.8,0.8559,92.19,1.8392,14.585
2013-05-03,634060.0,9539432.7,1.68,5.82,9.53,,6529530.0,200060.0,434000.0,3009902.7,,,,,,,,,,,,,,,,,,3.01,,,,62.86,58.03,118190.0,1778168.55,,1.78,62.86,7.55,0.8602,92.44,1.8392,15.045
2013-05-06,634060.0,9479197.0,1.56,6.16,9.49,,6488300.0,200060.0,434000.0,2990897.0,,,,,,,,,,,,,,,,,,3.01,,,,62.86,58.03,118190.0,1766940.5,,1.78,62.86,7.65,0.8584,92.33,1.8392,14.95
2013-05-07,634060.0,9599668.4,1.59,6.16,9.56,,6570760.0,200060.0,434000.0,3028908.4,,,,,,,,,,,,,,,,,,2.99,,,,62.86,58.46,118190.0,1789396.6,,1.77,62.86,7.79,0.8561,92.2,1.8529,15.14
2013-05-08,601060.0,9229276.3,1.54,5.84,9.17,,6664070.0,167060.0,434000.0,2565206.3,,,,,,,,0.44,,33000.0,,,,,,,,2.53,,,,52.49,48.82,151190.0,2321522.45,,2.29,52.49,7.64,0.8586,92.34,1.7565,15.355
2013-05-09,535060.0,8197119.2,1.38,5.43,8.16,,5637760.0,167060.0,368000.0,2559359.2,,,,,,,,,,,,,,,,,66000.0,2.55,1.07,,,52.49,48.82,151190.0,2316230.8,,2.31,52.49,9.14,0.8336,90.84,1.5636,15.32
2013-05-10,535060.0,8266677.0,1.4,5.43,8.28,,5685600.0,167060.0,368000.0,2581077.0,,,,,,,,,,,,,,,,,,2.59,,,,52.23,49.02,152790.0,2360605.5,,2.36,52.23,9.18,0.8329,90.8,1.5701,15.45
2013-05-13,535060.0,8218521.6,1.39,5.43,8.23,,5652480.0,167060.0,368000.0,2566041.6,,,,,,,,,,,,,,,,,,2.58,,,,52.23,49.02,152790.0,2346854.4,,2.36,52.23,9.22,0.8323,90.77,1.5701,15.36
2013-05-14,368060.0,5723333.0,0.97,3.74,5.71,,5722400.0,60.0,368000.0,933.0,,,,,,,,2.58,,167000.0,,,,,,,,0.0,,,,100.0,0.02,0.0,0.0,,0.0,100.0,9.18,0.8329,90.8,1.08,15.55
2013-05-15,368060.0,5780382.3,0.98,3.74,5.78,,5779440.0,60.0,368000.0,942.3,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,9.05,0.835,90.93,9.0233,15.705
2013-05-16,337760.0,5311276.0,0.92,3.47,5.3,,5310332.5,60.0,337700.0,943.5,,,,,,,,,,,,,,,,,30300.0,0.0,0.47,,,100.0,0.15,0.0,0.0,,0.0,100.0,1.07,0.9785,98.91,8.2805,15.725
2013-05-17,337760.0,5358562.4,0.93,3.47,5.36,,5357610.5,60.0,337700.0,951.9,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,1.06,0.9787,98.92,8.4104,15.865
2013-05-20,337760.0,5394027.2,0.94,3.47,5.4,,5393069.0,60.0,337700.0,958.2,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,1.08,0.9783,98.9,8.4104,15.97
2013-05-21,380360.0,6070545.6,1.08,3.9,6.07,,5969040.0,6360.0,374000.0,101505.6,,,,,,36300.0,,,,,,,,,0.58,6300.0,,0.1,,,,100.0,16.45,0.0,0.0,,0.0,100.0,9.71,0.8068,89.29,9.8386,15.96
2013-05-22,380360.0,6123796.0,1.08,3.98,6.07,,6021400.0,6360.0,374000.0,102396.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,16.45,0.0,0.0,,0.0,100.0,9.7,0.8068,89.29,9.8386,16.1
2013-05-23,380360.0,5886071.0,1.1,3.94,6.08,,5787650.0,6360.0,374000.0,98421.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,16.45,0.0,0.0,,0.0,100.0,9.78,0.8056,89.21,9.8386,15.475
2013-05-24,380360.0,5838526.0,1.06,3.89,5.85,,5740900.0,6360.0,374000.0,97626.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,20.81,0.0,0.0,,0.0,100.0,9.77,0.8049,89.18,12.4463,15.35
2013-05-27,200360.0,3134632.2,0.57,2.05,3.12,,3035130.0,6360.0,194000.0,99502.2,,,,,,,,,,,,,,,,,180000.0,0.1,2.72,,,100.0,20.81,0.0,0.0,,0.0,100.0,18.42,0.6688,79.65,6.5563,15.645
2013-05-28,200360.0,3231806.8,0.59,2.05,3.21,,3129220.0,6360.0,194000.0,102586.8,,,,,,,,,,,,,,,,,,0.1,,,,100.0,19.84,0.0,0.0,,0.0,100.0,18.26,0.6718,79.88,6.2495,16.13
2013-05-29,200360.0,3124614.2,0.57,2.05,3.15,,3025430.0,6360.0,194000.0,99184.2,,,,,,,,,,,,,,,,,,0.1,,,,100.0,19.84,0.0,0.0,,0.0,100.0,19.22,0.659,78.85,6.2495,15.595
2013-05-30,99315.0,1560735.23,0.28,1.11,1.55,,1460787.83,6360.0,92955.0,99947.4,,,,0.77,,2955.0,,,50000.0,,,,0.77,,0.05,,154000.0,0.1,2.38,,,100.0,19.84,0.0,0.0,,0.0,100.0,4.11,0.861,92.64,3.0978,15.715
2013-05-31,93015.0,1432896.08,0.27,1.04,1.46,,1431971.78,60.0,92955.0,924.3,,,,,,,,0.1,,6300.0,,,,,,,,0.0,,,,100.0,0.18,0.0,0.0,,0.0,100.0,3.95,0.8643,92.83,2.8669,15.405
2013-06-03,56715.0,858948.68,0.17,0.63,0.87,,858039.98,60.0,56655.0,908.7,,,,,,,,,,,,,,,,,36300.0,0.0,0.58,,,100.0,0.18,0.0,0.0,,0.0,100.0,6.64,0.7814,87.99,1.748,15.145
2013-06-04,56715.0,864053.03,0.17,0.67,0.86,,863138.93,60.0,56655.0,914.1,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.18,0.0,0.0,,0.0,100.0,6.62,0.7803,87.92,1.748,15.235
2013-06-05,56715.0,835695.53,0.18,0.67,0.86,,834811.43,60.0,56655.0,884.1,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.18,0.0,0.0,,0.0,100.0,6.49,0.7852,88.22,1.748,14.735
2013-06-06,6715.0,96561.7,0.02,0.08,0.1,,95698.9,60.0,6655.0,862.8,,,,,,,,,,,,,,,,,50000.0,0.0,0.75,,,100.0,0.18,0.0,0.0,,0.0,100.0,43.88,0.4979,55.26,0.207,14.38
2013-06-07,8029.0,119511.67,0.03,0.09,0.12,,99059.68,1374.0,6655.0,20451.99,,,,,,,,,,,,,,,,1314.0,,0.02,,,,100.0,4.07,0.0,0.0,,0.0,100.0,44.7,0.4962,54.43,0.2378,14.885
2013-06-10,8029.0,118789.06,0.03,0.09,0.12,,98460.73,1374.0,6655.0,20328.33,,,,,,,,,,,,,,,,,,0.02,,,,100.0,4.07,0.0,0.0,,0.0,100.0,43.99,0.497,55.09,0.2378,14.795
2013-06-11,8029.0,116179.63,0.03,0.09,0.12,,96297.85,1374.0,6655.0,19881.78,,,,,,,,,,,,,,,,,,0.02,,,,100.0,4.07,0.0,0.0,,0.0,100.0,43.16,0.4992,55.94,0.2378,14.47
2013-06-12,87315.0,1244675.33,0.42,1.03,1.27,,1243820.02,60.0,87255.0,855.3,,,,,,80600.0,,0.02,,1314.0,,,,,1.17,,,0.0,,,,100.0,0.45,0.0,0.0,,0.0,100.0,4.32,0.8397,91.47,6.5725,14.255
2013-06-13,87315.0,1239873.0,0.42,1.0,1.25,,1239021.0,60.0,87255.0,852.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.4,0.0,0.0,,0.0,100.0,4.29,0.8394,91.45,5.8268,14.2
2013-06-14,87315.0,1243802.18,0.43,0.97,1.24,,1242947.48,60.0,87255.0,854.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.17,0.0,0.0,,0.0,100.0,4.25,0.8398,91.47,2.4427,14.245
2013-06-17,87315.0,1280037.9,0.47,0.95,1.25,,1279158.3,60.0,87255.0,879.6,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.17,0.0,0.0,,0.0,100.0,4.22,0.8426,91.63,2.4427,14.66
2013-06-18,87315.0,1277855.02,0.46,0.95,1.28,,1276976.93,60.0,87255.0,878.1,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.02,0.0,0.0,,0.0,100.0,4.13,0.8462,91.83,0.2601,14.635
2013-06-19,86715.0,1254766.05,0.46,0.92,1.26,,1253897.85,60.0,86655.0,868.2,,,,,,,,,,,,,,,,,600.0,0.0,0.01,,,100.0,0.02,0.0,0.0,,0.0,100.0,4.28,0.8554,92.33,0.2583,14.47
2013-06-20,86715.0,1162848.15,0.47,0.91,1.25,,1162043.55,60.0,86655.0,804.6,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,4.32,0.8537,92.23,0.1619,13.41
2013-06-21,146715.0,1910962.88,0.74,1.54,1.95,,1128681.38,60060.0,86655.0,782281.5,,,,,,,,,,,,,,,,60000.0,,0.78,,,,11.57,11.21,459160.0,5980559.0,,5.97,11.57,4.58,0.8443,91.7,0.2739,13.025
2013-06-24,146715.0,1861079.78,0.75,1.5,1.92,,1099218.68,60060.0,86655.0,761861.1,,,,,,,,,,,,,,,,,,0.78,,,,11.57,11.21,459160.0,5824444.6,,5.99,11.57,4.38,0.8504,92.05,0.2739,12.685
