,EMEIS FP Equity_DX_SI_QTY,EMEIS FP Equity_DX_SHORT_INTEREST_VALUE,EMEIS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EMEIS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EMEIS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EMEIS FP Equity_DX_SI_MV,EMEIS FP Equity_DX_DSS,EMEIS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EMEIS FP Equity_DX_SUPPLY_SI_QTY,EMEIS FP Equity_DX_BROKER_SI_QTY,EMEIS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EMEIS FP Equity_DX_BROKER_SI_MV_NEW_x,EMEIS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EMEIS FP Equity_DX_SUPPLY_SI_QTY_INC_x,EMEIS FP Equity_DX_BROKER_SI_MV_INC_x,EMEIS FP Equity_DX_SUPPLY_SI_MV_NEW,EMEIS FP Equity_DX_BROKER_SI_QTY_ADD,EMEIS FP Equity_DX_BROKER_SI_QTY_NEW,EMEIS FP Equity_DX_SUPPLY_SI_MV_DEC,EMEIS FP Equity_DX_BROKER_SI_QTY_INC,EMEIS FP Equity_DX_SUPPLY_SI_QTY_DEC,EMEIS FP Equity_DX_BROKER_SI_MV_NEW_y,EMEIS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EMEIS FP Equity_DX_BROKER_SI_MV_INC_y,EMEIS FP Equity_DX_SUPPLY_SI_QTY_INC_y,EMEIS FP Equity_DX_BROKER_SI_MV_ADD,EMEIS FP Equity_DX_SUPPLY_SI_QTY_ADD,EMEIS FP Equity_DX_BROKER_SI_QTY_DEC,EMEIS FP Equity_DX_SUPPLY_SI_MV,EMEIS FP Equity_DX_BROKER_SI_MV_DEC,EMEIS FP Equity_DX_SUPPLY_SI_MV_RMV,EMEIS FP Equity_DX_BROKER_SI_MV_RMV,EMEIS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EMEIS FP Equity_DX_UTILIZATION_QUANTITY,EMEIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EMEIS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EMEIS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EMEIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EMEIS FP Equity_DX_ACTIVE_UTILIZATION_MV,EMEIS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EMEIS FP Equity_DX_BROKER_SI_CON_RATIO,EMEIS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EMEIS FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-08-29,2500229.0,247572675.58,5.04,30.74,4.13,249.9,1.0,217060355.72,1716613.0,2192086.0,169979019.26,,,7210.0,0.15,,,,3.9,1482.0,39780.0,,,0.15,7210.0,,4359.0,77102.0,170.31,7.29,,,26.7,26.7,4712400.0,466621848.0,,467.19,26.72,17.19,0.1984,36.32,0.3889
2017-08-30,2519407.0,252192640.7,5.07,31.11,4.16,252.38,1.0,221219898.9,1722001.0,2209989.0,172372300.1,,,14536.0,1.98,,,,1.07,17903.0,11928.0,,,1.98,14536.0,,2780.0,,171.63,,,,26.8,26.8,4703555.0,470825855.5,,468.73,26.8,17.19,0.1976,36.25,0.3921
2017-08-31,2560068.0,260614922.4,5.16,32.14,4.22,257.93,1.0,228435128.0,1750332.0,2243960.0,178183797.6,,,40289.0,4.9,,,,1.19,36971.0,12303.0,,,4.9,40289.0,,345.0,3000.0,175.79,0.3,,,27.35,27.35,4650341.0,473404713.8,,466.69,27.36,17.66,0.1972,36.09,0.4
2017-09-01,2588025.0,264107951.25,5.21,32.73,4.27,264.72,1.0,231270506.35,1768508.0,2266247.0,180476241.4,,,20640.0,5.57,,,,0.36,22287.0,4671.0,,,5.57,20640.0,,2207.0,,180.43,,,,27.61,27.61,4637636.0,473270753.8,,472.51,27.63,17.84,0.1972,36.09,0.404
2017-09-04,2601176.0,263369070.0,5.24,32.22,4.29,265.77,1.0,229860585.0,1789385.0,2270228.0,181175231.25,,,20877.0,2.35,,,,,26981.0,,,,2.35,20877.0,,,23000.0,182.12,2.08,,,27.83,27.83,4640971.0,469898313.75,,472.32,27.83,18.1,0.1989,36.1,0.4045
2017-09-05,2768593.0,280320041.25,5.58,34.3,4.57,281.97,1.0,246786142.5,1792546.0,2437394.0,181495282.5,,,10170.0,7.18,,90000.0,,1.43,77166.0,14071.0,,,7.18,10170.0,9.11,7062.0,,181.53,,,,27.91,27.91,4630426.0,468830632.5,,468.52,27.93,17.55,0.1919,35.23,0.431
2017-09-06,3150555.0,320726499.0,6.34,38.37,5.2,322.35,2.0,282010228.4,2064934.0,2770238.0,210210281.2,,,55510.0,39.91,,16000.0,,5.21,376289.0,51468.0,,,39.91,55510.0,1.63,268346.0,59445.0,209.41,6.38,,,32.14,32.14,4360559.0,443904906.2,,441.83,32.16,16.24,0.16,28.85,0.4903
2017-09-07,3326079.0,344249176.5,6.7,40.41,5.49,342.34,2.0,303435918.0,2188631.0,2931748.0,226523308.5,,,81745.0,20.79,,,,1.26,197647.0,12381.0,,,20.79,81745.0,,54333.0,36137.0,223.0,3.28,,,33.76,33.76,4293323.0,444358930.5,,436.58,33.81,15.47,0.1543,27.18,0.5131
2017-09-08,3334186.0,349589402.1,6.71,41.11,5.5,348.43,2.0,308221778.25,2198746.0,2939645.0,230538518.1,,,16545.0,4.6,,,,0.52,15159.0,6430.0,,,4.6,16545.0,,,7262.0,228.12,0.19,,,33.83,33.83,4301483.0,451010492.55,,445.16,33.88,15.41,0.1551,27.31,0.5129
2017-09-11,3319829.0,349246010.8,6.69,40.4,5.48,350.22,2.0,307323495.2,2162393.0,2921326.0,227483743.6,,,12180.0,1.59,,,,5.01,8869.0,51742.0,,,1.59,12180.0,,3209.0,27188.0,227.51,1.27,,,33.2,33.2,4350937.0,457718572.4,,456.97,33.24,15.43,0.1561,27.44,0.5097
2017-09-12,3327915.0,351927011.25,6.7,40.43,5.49,352.22,2.0,309713197.5,2167395.0,2928730.0,229202021.25,,,21422.0,2.93,,,,2.84,23885.0,27635.0,,,2.93,21422.0,,11215.0,16481.0,228.46,1.49,,,33.21,33.21,4359131.0,460978103.25,,458.57,33.25,15.38,0.1544,26.96,0.5099
2017-09-13,3352956.0,353569210.2,6.75,41.32,5.53,356.05,2.0,311489071.35,2174117.0,2953903.0,229260637.65,,,8071.0,3.63,,,,0.67,25789.0,6480.0,,,3.63,8071.0,,5131.0,616.0,230.35,0.05,,,33.24,33.24,4366741.0,460472838.45,,462.01,33.27,15.23,0.1553,27.24,0.5126
2017-09-14,2996738.0,314957163.8,6.03,36.51,4.94,315.96,1.0,278673385.7,1935633.0,2651507.0,203435028.3,,,16725.0,2.72,,,,28.04,28268.0,261209.0,,,2.72,16725.0,,6000.0,330664.0,204.07,36.65,,,29.62,29.62,4598599.0,483312754.9,,483.97,29.66,17.22,0.1733,30.84,0.4586
2017-09-15,2998861.0,312031487.05,6.04,35.97,4.95,314.89,1.0,275523567.6,1940934.0,2647992.0,201954182.7,,,31343.0,0.59,,,,2.96,5720.0,26850.0,,,0.59,31343.0,,808.0,9235.0,203.54,1.45,,,29.72,29.72,4589207.0,477506988.35,,479.69,29.79,17.1,0.1716,30.6,0.4592
2017-09-18,3019692.0,314802891.0,6.08,35.57,4.98,314.84,2.0,279686799.75,1905650.0,2682847.0,198664012.5,,,645.0,5.14,,,,4.85,50457.0,41429.0,,,5.14,645.0,,5500.0,15602.0,198.35,3.18,,,29.2,29.2,4621507.0,481792104.75,,480.76,29.21,16.36,0.1694,30.04,0.4626
2017-09-19,3032476.0,313558018.4,6.11,36.19,5.0,315.62,2.0,275845763.6,1731508.0,2667754.0,179037927.2,,,37008.0,,,,,22.18,,212372.0,,,,37008.0,,1222.0,15093.0,179.97,1.45,,,26.55,26.55,4790414.0,495328807.6,,497.51,26.56,16.26,0.1659,29.58,0.465
2017-09-20,2854459.0,293866554.05,5.75,34.07,4.71,296.99,1.0,252214837.15,1585882.0,2449877.0,163266551.9,,,106479.0,,,29643.0,,26.35,,252105.0,,,,106479.0,3.24,,247520.0,164.39,25.63,,,24.27,24.27,4947763.0,509372200.85,,512.62,24.28,17.1,0.164,30.71,0.4369
2017-09-21,2428556.0,249291273.4,4.89,29.08,4.01,251.27,1.0,206122021.2,1232190.0,2008008.0,126484303.5,,,57255.0,8.0,,,,42.9,75953.0,410947.0,,,8.0,57255.0,,,517822.0,126.79,54.96,,,18.83,18.83,5311500.0,545225475.0,,547.36,18.81,18.48,0.125,21.05,0.3711
2017-09-22,1991251.0,205098853.0,4.01,23.58,3.29,205.84,1.0,165410584.0,969599.0,1605928.0,99868697.0,,,9.0,,,,,27.14,,262600.0,,,,9.0,,,402080.0,99.53,41.38,,,14.71,14.71,5620342.0,578895226.0,,576.47,14.72,17.63,0.1303,25.61,0.3022
2017-09-25,1888364.0,193368473.6,3.8,22.06,3.12,195.85,1.0,158224076.8,947329.0,1545157.0,97006489.6,,,5267.0,3.52,,,,9.95,35374.0,98556.0,,,3.52,5267.0,,71019.0,96145.0,97.82,9.7,,,14.39,14.39,5633764.0,576897433.6,,581.66,14.4,16.58,0.1361,26.65,0.2869
2017-09-26,1861931.0,189916962.0,3.75,21.36,3.07,192.54,1.0,155664648.0,947077.0,1526124.0,96601854.0,,,10754.0,0.83,,,,1.68,9739.0,15353.0,,,0.83,10754.0,,4347.0,28772.0,97.14,3.28,,,14.4,14.4,5629249.0,574183398.0,,577.16,14.41,16.83,0.1388,27.13,0.2831
2017-09-27,1854063.0,188650910.25,3.73,21.03,3.06,191.21,1.0,154591624.0,940668.0,1519328.0,95712969.0,,,10285.0,,,,,1.71,,16694.0,,,,10285.0,,,6796.0,96.0,0.84,,,14.38,14.38,5599990.0,569798982.5,,570.85,14.4,16.96,0.1399,27.28,0.2835
2017-09-28,2161389.0,217543802.85,4.35,24.08,3.57,221.42,1.0,184778000.55,1046397.0,1835847.0,105319858.05,,,86488.0,31.57,,,,0.67,316519.0,6495.0,,,31.57,86488.0,,25736.0,,106.13,,,,15.97,15.97,5505809.0,554159675.85,,557.65,15.99,23.21,0.1494,23.41,0.3299
2017-09-29,1546416.0,154950883.2,3.11,16.46,2.55,156.37,1.0,122956522.2,968049.0,1227111.0,96998509.8,,,17386.0,1.77,,,,9.92,18486.0,95734.0,,,1.77,17386.0,,,627222.0,97.23,65.4,,,14.65,14.65,5640842.0,565212368.4,,566.93,14.64,22.42,0.1371,23.01,0.234
2017-10-02,1110174.0,113792835.0,2.24,11.29,1.83,113.07,1.0,81341745.0,826884.0,793578.0,84755610.0,,,424.0,0.7,,4956.0,,14.19,7212.0,141589.0,,,0.7,424.0,0.5,,445701.0,83.48,44.57,,,12.64,12.64,5716865.0,585978662.5,,575.8,12.66,11.83,0.1474,30.42,0.1697
2017-10-03,968606.0,100299151.3,1.83,9.65,1.52,99.75,1.0,72073802.95,691160.0,696029.0,71569618.0,,,3964.0,0.84,,,,13.82,8037.0,139688.0,,,0.84,3964.0,,,105586.0,71.06,10.64,,,10.43,10.43,5938131.0,614893465.05,,609.7,10.44,13.37,0.1678,33.28,0.1461
2017-10-04,783058.0,82025325.5,1.48,7.66,1.23,81.01,1.0,65884817.0,504140.0,628972.0,52808665.0,,,1173.0,0.9,,,,19.45,7731.0,191193.0,,,0.9,1173.0,,3000.0,74788.0,52.42,7.75,,,7.49,7.49,6225270.0,652097032.5,,645.77,7.51,12.89,0.2187,40.67,0.1164
2017-10-05,759090.0,79780359.0,1.43,7.26,1.19,78.95,1.0,67283758.8,470170.0,640188.0,49414867.0,,,800.0,1.29,,,,4.93,11216.0,48596.0,,,1.29,800.0,,13826.0,,49.37,,,,6.92,6.92,6328017.0,665074586.7,,664.34,6.92,13.67,0.2407,43.05,0.1117
2017-10-06,736204.0,77632711.8,1.39,7.0,1.15,76.87,1.0,64632941.25,479597.0,612925.0,50573503.65,,,66395.0,4.27,,5380.0,,6.54,40590.0,62348.0,,,4.27,66395.0,0.57,5380.0,73233.0,50.46,7.45,,,7.04,7.04,6331308.0,667636428.6,,665.41,7.05,14.64,0.1762,32.78,0.1081
2017-10-09,618367.0,64835779.95,1.17,5.8,0.97,65.4,1.0,51937342.65,487301.0,495349.0,51093509.85,,,8093.0,1.06,,,,0.6,9228.0,5785.0,,,1.06,8093.0,,5396.0,126804.0,51.24,12.53,,,7.15,7.15,6330437.0,663746319.45,,666.57,7.14,18.41,0.1389,19.52,0.0907
2017-10-10,635564.0,66193990.6,1.2,5.92,1.0,66.94,1.0,53381665.9,497091.0,512546.0,51772027.65,,,20118.0,3.23,,,,1.12,31322.0,10657.0,,,3.23,20118.0,,329.0,14125.0,51.9,1.46,,,7.28,7.28,6333336.0,659616944.4,,661.66,7.27,16.77,0.1261,17.84,0.093
2017-10-11,647693.0,67392456.65,1.22,6.08,1.01,67.9,1.0,54464660.35,503250.0,523447.0,52363162.5,,,7344.0,1.35,,,,0.53,14387.0,4728.0,,,1.35,7344.0,,3543.0,3486.0,52.32,0.44,,,7.39,7.39,6304211.0,655953154.55,,655.52,7.39,16.51,0.1221,16.9,0.0951
2017-10-12,615434.0,63143528.4,1.16,5.7,0.96,64.4,1.0,53035581.6,473370.0,516916.0,48567762.0,,,5266.0,0.48,,,,3.78,4618.0,35427.0,,,0.48,5266.0,,281.0,11149.0,49.01,1.25,,,7.01,7.01,6284173.0,644756149.8,,652.35,6.99,17.01,0.1227,17.45,0.0911
2017-10-13,581615.0,59266568.5,1.1,5.36,0.91,60.32,0.0,49244907.3,451853.0,483267.0,46043820.7,,,12900.0,0.01,,,,3.7,281.0,34417.0,,,0.01,12900.0,,,33930.0,46.33,3.76,,,6.73,6.73,6260162.0,637910507.8,,642.01,6.73,18.21,0.1317,18.26,0.0867
2017-10-16,526753.0,53570780.1,1.0,4.9,0.82,54.36,0.0,43568788.5,393598.0,428405.0,40028916.6,,,,,,,,6.1,,58255.0,,,,,,,54862.0,40.1,5.88,,,5.91,5.91,6265154.0,637166161.8,,639.04,5.9,17.81,0.1405,19.94,0.0791
2017-10-17,504339.0,51341710.2,0.95,4.69,0.79,52.03,0.0,41542136.8,355905.0,408076.0,36231129.0,,,3661.0,1.94,,,,4.22,19072.0,41354.0,,,1.94,3661.0,,,39401.0,36.24,4.07,,,5.34,5.34,6307494.0,642102889.2,,642.21,5.34,17.05,0.131,19.94,0.0757
2017-10-18,502225.0,51327395.0,0.95,4.75,0.79,51.85,0.0,41005195.0,359772.0,401225.0,36768698.4,,,5058.0,0.08,,1500.0,,0.21,730.0,2136.0,,,0.08,5058.0,0.15,945.0,9081.0,36.65,0.94,,,5.39,5.39,6313078.0,645196571.6,,642.4,5.4,17.27,0.129,19.56,0.0753
2017-10-19,496685.0,50463196.0,0.94,4.75,0.78,51.27,0.0,39962836.0,362110.0,393335.0,36790376.0,,,17504.0,1.62,,,,1.77,15304.0,17385.0,,,1.62,17504.0,,2219.0,23194.0,36.84,2.37,,,5.42,5.42,6315201.0,641624421.6,,643.06,5.42,18.52,0.1307,20.12,0.0744
2017-10-20,502343.0,51691094.7,0.95,4.83,0.79,52.08,0.0,40927446.0,366219.0,397740.0,37683935.1,,,8979.0,1.18,,,,0.51,12039.0,6123.0,,,1.18,8979.0,,1253.0,7634.0,37.5,0.78,,,5.47,5.47,6326219.0,650967935.1,,645.93,5.49,19.17,0.1309,19.96,0.0751
2017-10-23,495646.0,51051538.0,0.94,4.79,0.78,51.68,0.0,40214187.0,366908.0,390429.0,37791524.0,,,4160.0,,,,,0.37,,4085.0,,,,4160.0,,614.0,7311.0,37.81,0.73,,,5.48,5.48,6326270.0,651605810.0,,651.6,5.48,19.55,0.1338,20.19,0.0741
2017-10-24,501308.0,50983023.6,0.95,4.91,0.78,51.97,0.0,40135701.6,374949.0,394648.0,38132313.3,,,8918.0,0.85,,,,0.33,8241.0,2934.0,,,0.85,8918.0,,,5905.0,38.39,0.63,,,5.6,5.6,6325517.0,643305078.9,,649.44,5.58,19.96,0.1353,20.33,0.0748
2017-10-25,504699.0,51252183.45,0.95,4.95,0.79,52.04,0.0,39659235.45,383904.0,390539.0,38985451.2,,,16120.0,0.21,,,,0.81,2396.0,7165.0,,,0.21,16120.0,,,6505.0,39.01,0.8,,,5.73,5.73,6311464.0,640929169.2,,640.37,5.74,19.52,0.1344,20.02,0.0754
2017-10-26,519866.0,53260271.7,0.98,5.15,0.81,54.26,0.0,38087631.6,350615.0,371768.0,35920506.75,,,36256.0,0.52,,,,6.94,5165.0,69545.0,,,0.52,36256.0,,,23936.0,36.22,2.39,,,5.24,5.24,6335474.0,649069311.3,,647.64,5.3,16.55,0.122,19.26,0.0778
2017-10-27,382110.0,39338224.5,0.72,3.84,0.6,39.91,0.0,27877624.6,262099.0,270788.0,26983092.05,,,196.0,0.71,,,,9.72,6974.0,92324.0,,,0.71,196.0,,3612.0,107954.0,26.98,11.14,,,3.93,3.93,6407804.0,659683421.8,,659.07,3.93,21.68,0.1506,22.93,0.0573
2017-10-30,364654.0,37486431.2,0.69,3.74,0.57,38.06,0.0,25784090.4,253159.0,250818.0,26024745.2,,,1281.0,0.13,,,,1.22,1340.0,11454.0,,,0.13,1281.0,,1233.0,21310.0,25.98,2.22,,,3.78,3.78,6449230.0,662980844.0,,662.12,3.78,21.9,0.1531,22.92,0.0544
2017-10-31,353301.0,36337007.85,0.67,3.65,0.55,36.92,0.0,24719894.65,243688.0,240349.0,25063310.8,,,9618.0,,,,,1.94,,19089.0,,,,9618.0,,,10469.0,25.04,1.08,,,3.63,3.63,6461763.0,664592324.55,,663.88,3.64,21.13,0.1549,23.72,0.0527
2017-11-01,347884.0,35588533.2,0.66,3.64,0.54,36.31,0.0,24145152.9,246449.0,236023.0,25211732.7,,,4470.0,0.68,,1174.0,,0.66,6260.0,6463.0,,,0.68,4470.0,0.12,4754.0,11760.0,25.33,1.22,,,3.68,3.68,6455526.0,660400309.8,,663.85,3.68,22.57,0.1612,23.66,0.0519
2017-11-02,346112.0,34974617.6,0.65,3.65,0.54,35.81,0.0,23670356.2,248649.0,234244.0,25125981.45,,,5692.0,0.6,,,,0.43,6437.0,3492.0,,,0.6,5692.0,,,8216.0,25.28,0.86,,,3.7,3.7,6463706.0,653157491.3,,658.71,3.7,23.6,0.1651,23.69,0.0516
2017-11-03,311605.0,31877191.5,0.58,3.31,0.48,32.36,0.0,24764784.0,214687.0,242080.0,21962480.1,,,16900.0,0.67,,455.0,,5.13,7381.0,50862.0,,,0.67,16900.0,0.05,,,21.85,,,,3.2,3.2,6501739.0,665127899.7,,660.25,3.2,25.99,0.1784,26.35,0.0464
2017-11-06,339261.0,34859067.75,0.63,3.69,0.53,35.36,0.0,27874020.0,208901.0,271280.0,21464577.75,,,3830.0,2.99,,,,1.09,29200.0,11216.0,,,2.99,3830.0,,1600.0,,21.41,,,,3.11,3.11,6509208.0,668821122.0,,666.53,3.11,23.73,0.1576,24.14,0.0505
2017-11-07,309291.0,31733256.6,0.58,3.42,0.48,32.23,0.0,23697419.4,206226.0,230969.0,21158787.6,,,2631.0,0.06,,,,0.52,488.0,5306.0,,,0.06,2631.0,,,40799.0,21.18,4.25,,,3.07,3.07,6501304.0,667033790.4,,667.73,3.07,26.13,0.1806,26.58,0.0461
2017-11-08,290623.0,29527296.8,0.54,3.24,0.45,30.25,0.0,22999801.6,197108.0,226376.0,20026172.8,,,2126.0,0.35,,,,1.2,2558.0,11244.0,,,0.35,2126.0,,,7151.0,20.13,0.73,,,2.94,2.94,6508735.0,661287476.0,,665.99,2.93,25.61,0.1832,26.91,0.0433
2017-11-09,286684.0,28682734.2,0.53,3.23,0.44,29.48,0.0,21999294.15,196763.0,219883.0,19686138.15,,,2554.0,,,,,0.31,,2899.0,,,,2554.0,,,6493.0,19.82,0.77,,,2.78,2.78,6887424.0,689086771.2,,695.88,2.77,25.72,0.1864,27.18,0.0405
2017-11-10,288045.0,28746891.0,0.54,3.37,0.45,29.43,0.0,21952307.4,198124.0,219963.0,19772775.2,,,1816.0,0.0,,,,0.05,535.0,455.0,,,0.0,1816.0,,,455.0,19.78,0.05,,,2.79,2.79,6895267.0,688147646.6,,688.74,2.79,25.56,0.1861,27.16,0.0406
2017-11-13,305168.0,30532058.4,0.57,3.73,0.47,31.17,0.0,23688938.55,209350.0,236771.0,20945467.5,,,6814.0,1.67,,,,0.09,16808.0,981.0,,,1.67,6814.0,,5393.0,,20.91,,,,3.11,3.11,6530495.0,653376024.75,,652.02,3.11,25.81,0.1875,27.74,0.0453
2017-11-14,309074.0,31061937.0,0.58,3.84,0.48,31.58,0.0,24216982.5,213843.0,240965.0,21491221.5,,,2098.0,0.39,,,,0.02,4194.0,288.0,,,0.39,2098.0,,2683.0,,21.32,,,,3.16,3.16,6553845.0,658661422.5,,653.41,3.16,25.55,0.1882,28.21,0.0457
2017-11-15,316342.0,31308367.74,0.59,4.01,0.49,32.16,0.0,24567620.01,232236.0,248233.0,22984396.92,,,18928.0,2.01,,4031.0,,0.08,19397.0,535.0,,,2.01,18928.0,0.41,,16160.0,23.18,1.65,,,3.43,3.43,6531896.0,646461747.12,,653.34,3.43,24.75,0.205,33.26,0.0468
2017-11-16,309402.0,30927823.92,0.58,3.99,0.48,31.44,0.0,24119448.36,230015.0,241291.0,22992299.4,,,15439.0,0.79,,2409.0,,1.79,8088.0,17660.0,,,0.79,15439.0,0.25,,17439.0,22.86,1.87,,,3.22,3.22,6908152.0,690538873.92,,685.99,3.22,25.46,0.1852,28.84,0.0433
2017-11-17,322636.0,32073244.76,0.6,4.25,0.5,32.8,0.0,25195862.14,240048.0,253454.0,23863171.68,,,15716.0,1.78,,,,0.56,17546.0,5683.0,,,1.78,15716.0,,,5383.0,23.93,0.46,,,3.36,3.36,6899947.0,685923731.27,,688.35,3.36,24.26,0.1724,26.22,0.0452
2017-11-20,324119.0,32334111.44,0.6,4.37,0.5,32.97,0.0,26730093.44,230028.0,267944.0,22947593.28,,,4394.0,1.55,,,,1.45,15445.0,14414.0,,,1.55,4394.0,,,955.0,22.94,0.13,,,3.22,3.22,6910549.0,689396368.24,,688.65,3.22,24.16,0.1796,25.89,0.0454
2017-11-21,325284.0,32593456.8,0.61,4.45,0.5,33.17,0.0,27400191.0,226679.0,273455.0,22713235.8,,,3196.0,0.76,,290.0,,0.78,7384.0,7910.0,,,0.76,3196.0,0.03,1365.0,2163.0,22.64,0.21,,,3.17,3.17,6914751.0,692858050.2,,690.54,3.17,24.33,0.1855,26.38,0.0455
2017-11-22,335098.0,33777878.4,0.63,4.6,0.52,34.27,0.0,28209888.0,236189.0,279860.0,23807851.2,,,9510.0,0.68,,,,,6405.0,,,,0.68,9510.0,,,,23.61,,,,3.3,3.3,6914465.0,696978072.0,,691.6,3.3,23.79,0.1798,25.73,0.0469
2017-11-23,337203.0,34411566.15,0.63,4.75,0.52,34.69,0.0,28640740.7,243729.0,280654.0,24872544.45,,,7481.0,0.38,,,,0.25,3700.0,2566.0,,,0.38,7481.0,,2625.0,2906.0,24.59,0.24,,,3.41,3.41,6911251.0,705293164.55,,697.24,3.41,23.91,0.1755,24.8,0.0471
2017-11-24,364049.0,36732544.1,0.68,5.23,0.56,37.53,0.0,30812337.5,247777.0,305375.0,25000699.3,,,2125.0,2.62,,1334.0,,0.04,23387.0,378.0,,,2.62,2125.0,0.13,2301.0,,25.1,,,,3.46,3.46,6908295.0,697046965.5,,700.99,3.46,21.94,0.1653,25.09,0.0509
2017-11-27,385054.0,38851948.6,0.72,5.65,0.6,39.58,0.0,32740940.1,259764.0,324489.0,26210187.6,,,10109.0,1.84,,,,0.1,19114.0,1022.0,,,1.84,10109.0,,2900.0,,26.25,,,,3.63,3.63,6896552.0,695862096.8,,696.75,3.63,20.93,0.164,26.31,0.0538
2017-11-28,397994.0,40197394.0,0.74,5.85,0.62,40.93,0.0,33675319.0,256880.0,333419.0,25944880.0,,,4010.0,1.4,,,,0.7,13814.0,6894.0,,,1.4,4010.0,,,4884.0,25.99,0.48,,,3.6,3.6,6883319.0,695215219.0,,696.47,3.6,20.32,0.1523,24.55,0.0557
2017-11-29,388330.0,38716501.0,0.72,5.88,0.6,39.7,0.0,32727721.4,251004.0,328262.0,25025098.8,,,2280.0,0.78,,,,1.22,7768.0,12205.0,,,0.78,2280.0,,4049.0,12925.0,25.29,1.29,,,3.52,3.52,6883582.0,686293125.4,,693.47,3.52,20.6,0.1532,25.3,0.0544
2017-11-30,421265.0,42653081.25,0.79,6.42,0.65,43.0,0.0,34273327.5,288582.0,338502.0,29218927.5,,,16195.0,1.09,,,,0.14,13131.0,1099.0,,,1.09,16195.0,,22482.0,2891.0,28.8,0.19,,,4.05,4.05,6835734.0,692118067.5,,683.2,4.04,20.38,0.1485,24.72,0.0591
2017-12-01,416843.0,41625941.98,0.78,6.16,0.65,42.65,0.0,33415053.34,288043.0,334619.0,28763973.98,,,829.0,0.5,,,,0.12,4293.0,1368.0,,,0.5,829.0,,,8176.0,29.1,0.66,,,4.04,4.04,6836082.0,682651148.52,,688.87,4.05,20.32,0.1503,25.05,0.0585
2017-12-04,458314.0,46060557.0,0.86,6.85,0.71,46.65,0.0,37800562.5,321468.0,376125.0,32307534.0,,,6655.0,4.03,,,,0.32,41506.0,2965.0,,,4.03,6655.0,,29735.0,,32.15,,,,4.51,4.51,6808688.0,684273144.0,,680.9,4.51,18.55,0.1595,28.94,0.0643
2017-12-05,448065.0,45299371.5,0.84,6.72,0.69,45.79,0.0,37340779.5,307804.0,369345.0,31118984.4,,,4569.0,0.42,,,,1.8,4101.0,18290.0,,,0.42,4569.0,,57.0,10881.0,30.99,1.06,,,4.31,4.31,6830963.0,690610359.3,,687.82,4.31,19.04,0.1523,27.01,0.0628
2017-12-06,456686.0,46376463.3,0.85,6.95,0.71,46.91,0.0,38236519.95,324002.0,376529.0,32902403.1,,,3505.0,1.75,,,,0.44,17265.0,4788.0,,,1.75,3505.0,,17481.0,10081.0,32.82,0.91,,,4.52,4.52,6848426.0,695457660.3,,693.8,4.52,18.7,0.1512,26.17,0.0637
2017-12-07,453008.0,46478620.8,0.85,6.82,0.7,46.94,0.0,38018532.6,330609.0,370551.0,33920483.4,,,5463.0,0.59,,,,0.32,4542.0,3412.0,,,0.59,5463.0,,4556.0,10520.0,33.68,0.96,,,4.61,4.61,6846237.0,702423916.2,,697.37,4.61,19.02,0.1534,27.08,0.0631
2017-12-08,475398.0,49512701.7,0.89,7.12,0.74,49.71,0.0,41260688.9,352533.0,396166.0,36716311.95,,,27587.0,3.46,,,,0.54,32560.0,5663.0,,,3.46,27587.0,,,6945.0,36.29,0.58,,,4.91,4.91,6829201.0,711261284.15,,703.72,4.9,17.99,0.1488,24.93,0.0662
2017-12-11,497288.0,51568765.6,0.93,7.35,0.77,52.33,0.0,43252751.5,369376.0,417095.0,38304291.2,,,17183.0,2.54,,,,0.21,21339.0,2869.0,,,2.54,17183.0,,2529.0,410.0,38.4,0.04,,,5.16,5.16,6792032.0,704333718.4,,706.27,5.16,17.98,0.1461,24.01,0.0694
2017-12-12,521259.0,53846054.7,0.97,7.67,0.81,54.7,0.0,45405515.0,394611.0,439550.0,40763316.3,,,19157.0,2.62,,,,0.07,24941.0,677.0,,,2.62,19157.0,,6755.0,2486.0,40.97,0.3,,,5.51,5.51,6765092.0,698834003.6,,702.11,5.51,17.1,0.1389,22.87,0.0728
2017-12-13,510465.0,51454872.0,0.95,7.41,0.79,52.92,0.0,42888585.6,410534.0,425482.0,41381827.2,,,21910.0,1.22,,,,0.66,11762.0,5987.0,,,1.22,21910.0,,,25830.0,42.08,2.95,,,5.71,5.71,6784584.0,683886067.2,,694.06,5.72,16.29,0.1323,23.07,0.0709
