,ANTIN FP Equity_DX_SI_QTY,ANTIN FP Equity_DX_SHORT_INTEREST_VALUE,ANTIN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ANTIN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ANTIN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ANTIN FP Equity_DX_SI_MV,ANTIN FP Equity_DX_DSS,ANTIN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ANTIN FP Equity_DX_SUPPLY_SI_QTY,ANTIN FP Equity_DX_BROKER_SI_QTY,ANTIN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ANTIN FP Equity_DX_BROKER_SI_MV_NEW_x,ANTIN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ANTIN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ANTIN FP Equity_DX_BROKER_SI_MV_INC_x,ANTIN FP Equity_DX_SUPPLY_SI_MV_NEW,ANTIN FP Equity_DX_BROKER_SI_QTY_ADD,ANTIN FP Equity_DX_BROKER_SI_QTY_NEW,ANTIN FP Equity_DX_SUPPLY_SI_MV_DEC,ANTIN FP Equity_DX_BROKER_SI_QTY_INC,ANTIN FP Equity_DX_SUPPLY_SI_QTY_DEC,ANTIN FP Equity_DX_BROKER_SI_MV_NEW_y,ANTIN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ANTIN FP Equity_DX_BROKER_SI_MV_INC_y,ANTIN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ANTIN FP Equity_DX_BROKER_SI_MV_ADD,ANTIN FP Equity_DX_SUPPLY_SI_QTY_ADD,ANTIN FP Equity_DX_BROKER_SI_QTY_DEC,ANTIN FP Equity_DX_SUPPLY_SI_MV,ANTIN FP Equity_DX_BROKER_SI_MV_DEC,ANTIN FP Equity_DX_SUPPLY_SI_MV_RMV,ANTIN FP Equity_DX_BROKER_SI_MV_RMV,ANTIN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ANTIN FP Equity_DX_UTILIZATION_QUANTITY,ANTIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ANTIN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ANTIN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ANTIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ANTIN FP Equity_DX_ACTIVE_UTILIZATION_MV,ANTIN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ANTIN FP Equity_DX_BROKER_SI_CON_RATIO,ANTIN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ANTIN FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-01-26,43753.0,1239084.96,0.08,1.86,0.03,1.21,0.0,1148460.96,40553.0,40553.0,1148460.96,,,19298.0,0.54,,,,,19298.0,,,,0.54,19298.0,,,,1.15,,,,0.47,0.47,8568729.0,242666405.28,,225.48,0.51,2.31,0.9549,97.69,0.0051
2022-01-27,82341.0,2234734.74,0.15,3.49,0.05,2.28,0.0,2139744.74,78841.0,78841.0,2139744.74,,,300.0,1.06,,,,,38288.0,,,,1.06,300.0,,37988.0,,2.19,,,,0.91,0.91,8574358.0,232708076.12,,232.77,0.93,1.26,0.9752,98.74,0.0095
2022-01-28,82341.0,2083227.3,0.15,3.38,0.05,2.14,0.0,1994677.3,78841.0,78841.0,1994677.3,,,,,,,,,,,,,,,,,,2.07,,,,0.91,0.91,8572901.0,216894395.3,,221.04,0.93,1.28,0.9747,98.72,0.0095
2022-01-31,87988.0,2370396.72,0.16,3.52,0.05,2.31,0.0,2276106.72,84488.0,84488.0,2276106.72,,,5647.0,0.18,,,,,5647.0,,,,0.18,5647.0,,,,2.2,,,,0.98,0.98,8556332.0,230507584.08,,208.99,1.04,1.11,0.9781,98.89,0.0102
2022-02-01,117099.0,3231932.4,0.21,4.32,0.07,3.21,0.0,3162932.4,114599.0,114599.0,3162932.4,,,31111.0,0.94,,,,0.03,31111.0,1000.0,,,0.94,31111.0,,,1000.0,3.11,0.03,,,1.32,1.32,8555096.0,236120649.6,,221.13,1.39,,1.0,100.0,0.0135
2022-02-02,118099.0,3276066.26,0.21,4.29,0.07,3.27,0.0,3206716.26,114599.0,115599.0,3178976.26,,,,,,1000.0,,,,,,,,,0.03,,,3.17,,,,1.32,1.32,8541959.0,236953942.66,,225.55,1.38,0.84,0.9832,99.16,0.0136
2022-02-03,118099.0,3209930.82,0.21,4.21,0.07,3.22,0.0,3141980.82,114599.0,115599.0,3114800.82,,,,,,,,,,,,,,,,,,3.16,,,,1.33,1.33,8484891.0,230619337.38,,223.6,1.39,0.86,0.9829,99.14,0.0137
2022-02-04,126099.0,3258398.16,0.23,4.43,0.07,3.31,0.0,3090438.16,118599.0,119599.0,3064598.16,,,,,,4000.0,,,,,,,,,0.11,4000.0,,3.17,,,,1.36,1.36,8585255.0,221842989.2,,221.99,1.41,3.4,0.9181,95.76,0.0145
2022-02-07,126099.0,3233178.36,0.23,4.31,0.07,3.24,0.0,3066518.36,118599.0,119599.0,3040878.36,,,,,,,,,,,,,,,,,,3.06,,,,1.36,1.36,8586336.0,220153655.04,,212.46,1.42,3.29,0.9205,95.88,0.0145
2022-02-08,153264.0,3853056.96,0.28,4.98,0.09,3.88,0.0,3589086.96,141764.0,142764.0,3563946.96,,,23165.0,0.43,,4000.0,,,19165.0,,,,0.43,23165.0,0.1,,,3.62,,,,1.63,1.63,8558336.0,215156567.04,,210.16,1.69,2.81,0.8796,93.7,0.0176
2022-02-09,165701.0,4225375.5,0.3,5.33,0.09,4.23,0.0,3957625.5,154201.0,155201.0,3932125.5,,,12437.0,0.35,,,,,12437.0,,,,0.35,12437.0,,,,3.89,,,,1.78,1.78,8494879.0,216619414.5,,205.15,1.86,2.57,0.8908,94.31,0.0192
2022-02-10,155370.0,3961935.0,0.28,4.82,0.09,3.96,0.0,3694185.0,143870.0,144870.0,3668685.0,,,,,,,,0.23,,10331.0,,,,,,,10331.0,3.67,0.27,,,1.67,1.67,8447502.0,215411301.0,,206.21,1.75,2.75,0.8826,93.86,0.0181
2022-02-11,136205.0,3424193.7,0.25,4.22,0.08,3.45,0.0,3160223.7,124705.0,125705.0,3135083.7,,,,,,,,0.49,,19165.0,,,,,,,19165.0,3.17,0.51,,,1.45,1.45,8467052.0,212861687.28,,207.45,1.51,3.18,0.865,92.89,0.0159
2022-02-14,132356.0,3126248.72,0.24,4.02,0.08,3.21,0.0,2878238.72,124705.0,121856.0,2945532.1,,,,,,,,,,,,,,,,,3849.0,3.08,0.24,,,1.45,1.45,8450168.0,199592968.16,,203.13,1.49,3.44,0.8558,92.38,0.0154
2022-02-15,138799.0,3295088.26,0.25,4.11,0.08,3.3,0.0,3017330.26,126099.0,127099.0,2993590.26,,,5243.0,0.08,,,,0.19,5243.0,3849.0,,,0.08,5243.0,,,,2.98,,,,1.47,1.47,8453976.0,200697390.24,,193.45,1.52,3.33,0.8646,92.87,0.0162
2022-02-16,159003.0,3835152.36,0.29,4.68,0.09,3.82,0.0,3516768.36,144803.0,145803.0,3492648.36,,,18704.0,0.49,,,,,18704.0,,,,0.49,18704.0,,,,3.45,,,,1.69,1.69,8430675.0,203347881.0,,191.6,1.77,2.85,0.883,93.89,0.0185
2022-02-17,152330.0,3637640.4,0.27,4.29,0.09,3.66,0.0,3322424.4,138130.0,139130.0,3298544.4,,,,,,,,0.13,,6673.0,,,,,,,6673.0,3.32,0.17,,,1.6,1.6,8491262.0,202771336.56,,196.03,1.67,2.98,0.8766,93.54,0.0177
2022-02-18,147610.0,3513118.0,0.27,4.23,0.08,3.53,0.0,3032358.0,126410.0,127410.0,3008558.0,,,,0.17,,,,0.46,7000.0,18720.0,,,0.17,,,7000.0,18720.0,3.02,0.46,,,1.46,1.46,8515193.0,202661593.4,,195.12,1.52,10.71,0.7077,83.34,0.0171
2022-02-21,126313.0,2988565.58,0.23,3.64,0.07,3.01,0.0,2510633.58,105113.0,106113.0,2486973.58,,,,,,,,0.51,,21297.0,,,,,,,21297.0,2.5,0.51,,,1.22,1.22,8491763.0,200915112.58,,193.9,1.27,12.61,0.664,80.35,0.0147
2022-02-22,112437.0,2613035.88,0.2,3.31,0.06,2.65,0.0,2143587.88,91237.0,92237.0,2120347.88,,,,,,,,0.33,,13876.0,,,,,,,13876.0,2.14,0.36,,,1.06,1.06,8483831.0,197164232.44,,192.27,1.1,14.31,0.6266,77.64,0.0131
2022-02-23,119080.0,2748366.4,0.21,3.51,0.07,2.77,0.0,2256762.4,96780.0,97780.0,2233682.4,,,5543.0,0.11,,,,,5543.0,,,,0.11,5543.0,,,,2.24,,,,1.13,1.13,8496489.0,196098966.12,,189.62,1.17,13.42,0.6449,78.99,0.0139
2022-02-24,180080.0,4192262.4,0.32,5.23,0.1,4.23,0.0,3579998.4,129780.0,153780.0,3021278.4,,,,,,56000.0,,,,,,,,,1.34,33000.0,,3.01,,,,1.51,1.51,8482935.0,197482726.8,,197.03,1.5,17.41,0.3392,52.18,0.0209
2022-02-25,179806.0,4261402.2,0.32,5.17,0.1,4.26,0.0,3638092.2,129006.0,153506.0,3057442.2,,,5209.0,,,,,0.12,,5983.0,,,,5209.0,,,274.0,3.01,0.0,,,1.5,1.5,8489999.0,201212976.3,,196.7,1.51,17.61,0.3362,51.76,0.0209
2022-02-28,265457.0,6201075.52,0.48,7.89,0.15,6.29,0.0,5575027.52,183657.0,238657.0,4290227.52,,,63507.0,2.01,,,,0.94,85151.0,39856.0,,,2.01,63507.0,,31000.0,,4.35,,,,2.14,2.14,8399923.0,196222201.28,,199.09,2.14,24.18,0.3054,43.56,0.0309
2022-03-01,272376.0,6101222.4,0.49,8.26,0.16,6.21,0.0,5500902.4,190576.0,245576.0,4268902.4,,,6919.0,0.06,,,,,6919.0,,,,0.06,6919.0,,,,4.46,,,,2.2,2.2,8482177.0,190000764.8,,198.42,2.2,23.5,0.3116,44.99,0.0314
2022-03-02,250064.0,5836493.76,0.45,7.13,0.14,5.88,0.0,5210981.76,196264.0,223264.0,4580801.76,,,5688.0,0.23,,,,,5688.0,,,,0.23,5688.0,,,28000.0,4.41,0.6,,,2.26,2.26,8486215.0,198068258.1,,190.94,2.26,25.83,0.3546,51.65,0.0288
2022-03-03,262397.0,6008891.3,0.47,7.43,0.15,6.1,0.0,5395171.3,208597.0,235597.0,4776871.3,,,12333.0,0.23,,,,,12333.0,,,,0.23,12333.0,,,,4.87,,,,2.41,2.41,8434616.0,193152706.4,,196.49,2.42,24.47,0.3697,53.92,0.0304
2022-03-04,242777.0,5491615.74,0.44,6.9,0.14,5.55,0.0,4885399.74,188377.0,215977.0,4261087.74,,,7780.0,0.15,,,,0.65,8380.0,28000.0,,,0.15,7780.0,,,28000.0,4.34,0.68,,,2.16,2.16,8537664.0,193121959.68,,196.68,2.16,14.0,0.4322,62.44,0.0278
2022-03-07,218465.0,5168881.9,0.39,6.12,0.13,5.18,0.0,4513499.9,194765.0,190765.0,4608139.9,,,6388.0,0.28,,,,,5788.0,,,,0.28,6388.0,,,31000.0,4.42,0.7,,,2.23,2.23,8539286.0,202039506.76,,194.33,2.23,15.76,0.5662,73.18,0.025
2022-03-08,188065.0,4506037.4,0.34,5.38,0.11,4.5,0.0,3835157.4,164065.0,160065.0,3930997.4,,,300.0,,,300.0,,0.69,,31000.0,,,,300.0,0.01,,31000.0,3.88,0.77,,,1.87,1.87,8590730.0,205833890.8,,203.19,1.87,8.51,0.7553,86.42,0.0215
2022-03-09,198829.0,4911076.3,0.36,5.6,0.11,4.89,0.0,4283696.3,177429.0,173429.0,4382496.3,,,20364.0,0.61,,,,0.17,20364.0,7000.0,,,0.61,20364.0,,,7000.0,4.23,0.17,,,2.02,2.02,8593965.0,212270935.5,,204.66,2.02,4.5,0.855,92.33,0.0227
2022-03-10,190221.0,4660414.5,0.34,5.29,0.11,4.68,0.0,4038114.5,168821.0,164821.0,4136114.5,,,8393.0,,,,,0.35,,17001.0,,,,8393.0,,,8608.0,4.18,0.23,,,1.92,1.92,8644078.0,211779911.0,,213.84,1.92,4.88,0.8449,91.75,0.0216
2022-03-11,196266.0,5020484.28,0.35,5.44,0.11,4.99,0.0,4370752.28,174866.0,170866.0,4473072.28,,,,0.32,,,,,6045.0,,,,0.32,,,6045.0,,4.31,,,,1.98,1.98,8643857.0,221109862.06,,213.68,1.98,4.51,0.8558,92.37,0.0223
2022-03-14,213759.0,5741566.74,0.39,6.08,0.12,5.68,0.0,4820779.08,183478.0,179478.0,4928219.08,,,8881.0,,,8881.0,,0.0,,269.0,,,,8881.0,0.23,,269.0,4.7,0.0,,,2.08,2.08,8654845.0,232469136.7,,222.56,2.07,4.54,0.7837,88.28,0.0242
2022-03-15,205275.0,5427471.0,0.37,6.17,0.12,5.45,0.0,4764329.36,184194.0,180194.0,4870089.36,,,,0.31,,,,0.24,11255.0,10539.0,,,0.31,,,11255.0,10539.0,4.94,0.34,,,2.08,2.08,8662821.0,229044987.24,,232.81,2.08,7.22,0.7071,83.62,0.0232
2022-03-16,213859.0,5923894.3,0.39,6.46,0.12,5.85,0.0,5229150.6,192833.0,188778.0,5341474.1,,,9168.0,0.41,,,,0.17,8584.0,6726.0,,,0.41,9168.0,,6197.0,,5.1,,,,2.18,2.18,8658621.0,239843801.7,,229.08,2.18,7.7,0.6794,81.81,0.0242
2022-03-17,230814.0,6352001.28,0.42,6.99,0.13,6.25,0.0,5600622.72,205711.0,203511.0,5661166.72,,,10139.0,0.41,,,,0.08,14733.0,2855.0,,,0.41,10139.0,,5594.0,,5.68,,,,2.32,2.32,8657435.0,238252611.2,,238.55,2.32,12.31,0.6122,76.79,0.026
2022-03-18,226154.0,6436342.84,0.41,6.96,0.13,6.38,0.0,5773139.46,206851.0,202851.0,5886979.46,,,6353.0,0.15,,,,0.13,5140.0,5213.0,,,0.15,6353.0,,,5800.0,5.72,0.0,,,2.33,2.33,8660869.0,246488331.74,,239.55,2.33,13.31,0.5908,75.12,0.0255
2022-03-21,217807.0,6229280.2,0.39,6.18,0.12,6.23,0.0,5562814.4,198504.0,194504.0,5677214.4,,,,,,,,0.16,,8347.0,,,,,,,8347.0,5.66,0.17,,,2.25,2.25,8631015.0,246847029.0,,245.56,2.25,13.87,0.5922,75.2,0.0247
2022-03-22,306712.0,8882379.52,0.55,8.72,0.18,8.84,0.0,7420768.32,260242.0,256242.0,7536608.32,,,73471.0,1.77,,9200.0,,0.41,59985.0,14712.0,,,1.77,73471.0,0.26,2979.0,7447.0,7.45,0.21,,,2.95,2.95,8562283.0,247963715.68,,245.37,2.95,27.27,0.4939,64.6,0.0348
2022-03-23,345009.0,10322669.28,0.62,9.75,0.2,10.17,0.0,8342294.4,282820.0,278820.0,8461974.4,,,24515.0,0.92,,,,0.05,24515.0,1937.0,,,0.92,24515.0,,,1937.0,8.21,0.05,,,3.19,3.19,8590058.0,257014535.36,,249.38,3.19,33.26,0.4614,59.04,0.0389
2022-03-24,353786.0,9913083.72,0.64,10.08,0.2,10.2,0.0,8069675.94,292297.0,287997.0,8190161.94,,,8323.0,0.0,,,,0.15,9877.0,5831.0,,,0.0,8323.0,,6985.0,700.0,8.74,0.01,,,3.3,3.3,8568108.0,240078386.16,,254.75,3.32,34.64,0.4549,57.67,0.0399
2022-03-25,387328.0,10891663.36,0.7,10.72,0.22,10.91,0.0,8927790.68,315739.0,317489.0,8878580.68,,,25152.0,0.8,,,,0.05,31202.0,1710.0,,,0.8,25152.0,,,1710.0,8.86,0.06,,,3.54,3.54,8599791.0,241826122.92,,241.32,3.54,34.87,0.4694,58.84,0.0434
2022-03-28,430315.0,12263977.5,0.78,11.68,0.25,12.21,0.0,10273566.0,358426.0,360476.0,10215141.0,,,42987.0,1.33,,,,0.01,43500.0,300.0,,,1.33,42987.0,,,513.0,10.08,0.04,,,3.99,3.99,8617259.0,245591881.5,,242.84,3.99,30.72,0.4718,61.23,0.0479
2022-03-29,460723.0,13508398.36,0.83,12.17,0.26,13.47,0.0,11314118.88,388834.0,385884.0,11400612.88,,,31960.0,1.16,,,,0.04,31541.0,1552.0,,,1.16,31960.0,,,6133.0,11.01,0.05,,,4.32,4.32,8613362.0,252543773.84,,244.85,4.3,29.08,0.4816,62.8,0.0512
2022-03-30,479779.0,13539363.38,0.86,12.21,0.27,13.74,0.0,11342746.8,404890.0,401940.0,11425995.8,,,19897.0,0.03,,,,0.07,16077.0,4298.0,,,0.03,19897.0,,457.0,21.0,11.83,0.0,,,4.48,4.48,8639601.0,243809540.22,,252.0,4.48,29.62,0.4682,61.45,0.053
2022-03-31,488020.0,14152580.0,0.88,12.74,0.28,14.08,0.0,11996807.0,417133.0,413683.0,12096857.0,,,15745.0,0.87,,,,0.15,22104.0,4002.0,,,0.87,15745.0,,500.0,10361.0,11.84,0.37,,,4.61,4.61,8634634.0,250404386.0,,245.31,4.61,24.98,0.4751,63.85,0.0539
2022-04-01,544433.0,15668781.74,0.98,14.2,0.31,15.74,0.0,13529449.22,473549.0,470099.0,13628740.22,,,55367.0,1.6,,,,,56416.0,,,,1.6,55367.0,,1049.0,,13.79,,,,5.23,5.23,8587193.0,247139414.54,,249.24,5.24,23.43,0.4636,63.36,0.0601
2022-04-04,548085.0,16256201.1,0.99,14.31,0.31,16.12,0.0,14142154.94,481611.0,476809.0,14284582.26,,,8062.0,0.22,,,,,8062.0,,,,0.22,8062.0,,,1352.0,13.92,0.0,,,5.31,5.31,8589471.0,254763709.86,,248.46,5.3,22.22,0.4613,63.5,0.0604
2022-04-05,560087.0,16388145.62,1.01,14.62,0.32,16.61,0.0,14220184.44,492590.0,485994.0,14413183.4,,,3351.0,0.16,,4000.0,,0.04,7198.0,2981.0,,,0.16,3351.0,0.12,10609.0,2013.0,14.69,0.0,,,5.42,5.42,8587694.0,251275926.44,,255.55,5.44,22.32,0.4458,62.14,0.0617
2022-04-06,560984.0,15875847.2,1.01,14.57,0.32,16.13,0.0,13865754.8,494104.0,489956.0,13983143.2,,,7808.0,0.0,,,,0.22,4257.0,6294.0,,,0.0,7808.0,,,295.0,14.48,0.08,,,5.45,5.45,8572351.0,242597533.3,,250.68,5.46,22.94,0.4486,62.15,0.0619
2022-04-07,586923.0,16492536.3,1.06,15.09,0.34,16.59,0.0,14402739.3,516701.0,512553.0,14519298.1,,,24376.0,0.39,,3242.0,,0.05,19355.0,1779.0,,,0.39,24376.0,0.09,,,14.66,,,,5.7,5.7,8550783.0,240277002.3,,242.32,5.7,21.83,0.4521,62.91,0.0647
2022-04-08,874872.0,24968846.88,1.58,22.14,0.5,24.87,0.0,22846327.08,671650.0,800502.0,19168891.0,,,153188.0,1.27,,246076.0,,,41873.0,,,,1.27,153188.0,7.02,1761.0,,18.89,,,,7.4,7.4,8403440.0,239834177.6,,236.74,7.39,15.73,0.2602,43.49,0.0964
2022-04-11,888346.0,24607184.2,1.6,22.58,0.51,24.87,0.0,22687047.9,694475.0,819027.0,19236957.5,,,3598.0,0.78,,,,0.15,28113.0,7097.0,,,0.78,3598.0,,26324.0,9588.0,19.8,0.55,,,7.6,7.6,8441873.0,233839882.1,,240.18,7.62,15.39,0.2552,42.27,0.0972
2022-04-12,895116.0,25063248.0,1.61,22.48,0.51,25.09,0.0,23127916.0,697145.0,825997.0,19520060.0,,,4100.0,0.17,,,,0.1,8200.0,1430.0,,,0.17,4100.0,,,1230.0,19.38,0.05,,,7.58,7.58,8498944.0,237970432.0,,236.39,7.58,15.41,0.2555,42.36,0.0973
2022-04-13,915855.0,25094427.0,1.65,23.62,0.52,25.27,0.0,23100638.6,715637.0,843089.0,19608453.8,,,18736.0,0.23,,,,0.01,17092.0,244.0,,,0.23,18736.0,,,,20.0,,,,7.78,7.78,8487795.0,232565583.0,,237.09,7.78,15.39,0.249,41.42,0.0995
2022-04-14,920105.0,25045258.1,1.66,23.77,0.53,25.25,0.0,22965813.42,720115.0,843711.0,19601530.3,,,9458.0,0.06,,,,0.25,1922.0,4980.0,,,0.06,9458.0,,,1300.0,19.8,0.1,,,7.8,7.8,8512663.0,231714686.86,,233.71,7.81,15.59,0.2464,41.05,0.0997
2022-04-15,920105.0,25045258.1,1.66,23.65,0.53,25.22,0.0,22965813.42,720115.0,843711.0,19601530.3,,,,,,,,,,,,,,,,,,19.64,,,,7.8,7.8,8510666.0,231660328.52,,231.59,7.82,15.54,0.2468,41.12,0.0997
2022-04-18,784405.0,21351504.1,1.41,20.16,0.45,21.49,0.0,19345553.42,714859.0,710711.0,19458461.98,,,,,,,,0.12,,5256.0,,,,,,,133000.0,19.46,3.65,,,7.75,7.75,8513222.0,231729902.84,,231.71,7.75,18.29,0.3095,48.22,0.085
2022-04-19,782528.0,21003051.52,1.41,20.11,0.45,21.15,0.0,19114562.28,716315.0,712167.0,19225894.6,,,4789.0,0.0,,894.0,,0.09,562.0,3333.0,,,0.0,4789.0,0.03,,,19.48,,,,7.77,7.77,8507480.0,228340763.2,,231.32,7.77,18.11,0.3104,48.34,0.0848
2022-04-20,648202.0,17371813.6,1.17,16.7,0.37,17.45,0.0,15486138.8,581989.0,577841.0,15597305.2,,,,,,,,3.83,,134326.0,,,,,,,134326.0,15.56,3.61,,,6.33,6.33,8618320.0,230970976.0,,230.6,6.32,21.79,0.4143,58.99,0.0705
2022-04-21,659072.0,17663129.6,1.19,16.89,0.38,17.7,0.0,15758641.2,591459.0,588009.0,15851101.2,,,8887.0,0.23,,,,0.02,10168.0,867.0,,,0.23,8887.0,,1450.0,,15.87,,,,6.43,6.43,8610228.0,230754110.4,,230.99,6.43,22.25,0.4168,59.1,0.0716
2022-04-22,666207.0,18027561.42,1.2,17.47,0.38,17.96,0.0,15694258.8,583430.0,579980.0,15787615.8,,,15164.0,0.41,,,,0.61,15528.0,23193.0,,,0.41,15164.0,,,23557.0,15.68,0.56,,,6.35,6.35,8606984.0,232904987.04,,231.13,6.35,24.89,0.4042,56.96,0.0725
2022-04-25,673562.0,17458727.04,1.21,17.92,0.39,17.85,0.0,15223723.2,590785.0,587335.0,15313147.2,,,5253.0,0.21,,,,0.09,7888.0,5340.0,,,0.21,5253.0,,7442.0,533.0,16.01,0.0,,,6.45,6.45,8570785.0,222154747.2,,231.86,6.46,25.3,0.3862,55.02,0.0735
2022-04-26,621423.0,15548003.46,1.12,16.5,0.36,15.83,0.0,14386374.9,578445.0,574995.0,14472693.9,,,49072.0,0.0,,,,1.86,4703.0,65181.0,,,0.0,49072.0,,3769.0,17043.0,15.03,0.77,,,6.3,6.3,8609996.0,215422099.92,,223.34,6.3,21.19,0.4092,58.5,0.0676
2022-04-27,640026.0,15936647.4,1.15,16.71,0.37,15.97,0.0,14755690.2,596048.0,592598.0,14841595.2,,,21372.0,0.24,,,,0.09,17603.0,3769.0,,,0.24,21372.0,,,,14.97,,,,6.47,6.47,8623270.0,214719423.0,,217.9,6.43,21.11,0.4103,58.75,0.0694
2022-04-28,639452.0,15628206.88,1.15,16.32,0.37,15.78,0.0,14554191.08,598957.0,595507.0,14638509.08,,,25134.0,0.5,,,,0.56,25134.0,22225.0,,,0.5,25134.0,,,22225.0,14.93,0.59,,,6.49,6.49,8634517.0,211027595.48,,214.9,6.5,19.9,0.4538,62.86,0.0693
2022-04-29,616678.0,15268947.28,1.11,15.68,0.35,15.22,0.0,14047239.36,572049.0,567336.0,14163933.24,,,,0.03,,,,0.89,3253.0,31092.0,,,0.03,,,4184.0,31424.0,13.96,0.67,,,6.17,6.17,8699103.0,215389790.28,,212.84,6.16,21.62,0.4347,60.68,0.0665
2022-05-02,615452.0,15017028.8,1.11,15.34,0.35,15.16,0.0,13708530.0,567725.0,561825.0,13852490.0,,,4285.0,0.04,,1213.0,,0.19,459.0,8609.0,,,0.04,4285.0,0.03,,7183.0,14.08,0.28,,,6.12,6.12,8709896.0,212521462.4,,215.97,6.12,22.79,0.4303,59.84,0.0663
2022-05-03,604311.0,14636412.42,1.09,14.68,0.35,14.7,0.0,13458666.48,555434.0,555684.0,13452611.48,,,4346.0,0.0,,,,0.49,1003.0,16637.0,,,0.0,4346.0,,,7144.0,13.55,0.23,,,6.04,6.04,8639027.0,209237233.94,,210.97,6.03,22.49,0.4401,60.75,0.0657
2022-05-04,605936.0,13839578.24,1.09,15.82,0.35,14.19,0.0,12728937.56,574459.0,557309.0,13120643.56,,,19234.0,0.3,,,,0.15,13637.0,5273.0,,,0.3,19234.0,,5064.0,12012.0,13.85,0.79,,,6.2,6.2,8695405.0,198603050.2,,209.42,6.2,24.25,0.4076,57.16,0.0654
2022-05-05,586473.0,13477149.54,1.06,15.64,0.34,13.44,0.0,12554318.7,549765.0,546315.0,12633599.7,,,,,,,,0.93,,24694.0,,,,,,,10994.0,12.57,0.44,,,5.94,5.94,8712325.0,200209228.5,,199.23,5.94,20.98,0.4365,60.88,0.0633
2022-05-06,586965.0,13101058.8,1.06,15.39,0.34,13.29,0.0,12204732.24,549429.0,546807.0,12263255.28,,,,0.02,,,,0.0,828.0,336.0,,,0.02,,,,336.0,12.61,0.0,,,5.94,5.94,8700969.0,194205628.08,,199.34,5.95,21.35,0.4287,60.04,0.0635
2022-05-09,593892.0,12578632.56,1.07,15.47,0.34,12.88,0.0,11631653.58,552631.0,549181.0,11704724.58,,,2700.0,0.0,,1872.0,,0.13,502.0,4051.0,,,0.0,2700.0,0.04,4553.0,,12.34,,,,5.96,5.96,8716384.0,184613013.12,,194.02,5.98,22.39,0.4157,58.54,0.0641
2022-05-10,587945.0,12593781.9,1.06,15.49,0.34,12.55,0.0,11528972.28,541684.0,538234.0,11602871.28,,,5521.0,0.0,,5000.0,,0.46,521.0,16468.0,,,0.0,5521.0,0.11,,16468.0,11.47,0.26,,,5.84,5.84,8732536.0,187050921.12,,185.09,5.84,21.93,0.4101,58.3,0.0634
2022-05-11,606362.0,13400600.2,1.09,15.99,0.35,13.25,0.0,12334673.0,561580.0,558130.0,12410918.0,,,21375.0,0.7,,,,0.03,19896.0,1479.0,,,0.7,21375.0,,,,12.05,,,,6.06,6.06,8702500.0,192325250.0,,187.13,6.05,21.07,0.4207,59.66,0.0655
2022-05-12,604929.0,13610902.5,1.09,16.3,0.35,13.56,0.0,12525682.5,560147.0,556697.0,12603307.5,,,,0.19,,,,0.0,4465.0,6310.0,,,0.19,,,4877.0,5898.0,12.49,0.12,,,6.46,6.46,8105280.0,182368800.0,,180.86,6.46,22.17,0.4209,59.42,0.0698
2022-05-13,591084.0,14918960.16,1.06,16.17,0.34,14.17,0.0,13621018.4,543110.0,539660.0,13708096.4,,,,0.14,,,,0.37,6266.0,17037.0,,,0.14,,,,23303.0,12.23,0.0,,,6.28,6.28,8109905.0,204694002.2,,184.18,6.23,20.42,0.4187,59.9,0.0683
2022-05-16,603601.0,15295249.34,1.09,15.73,0.35,15.24,0.0,13992165.18,555240.0,552177.0,14069781.6,,,14358.0,0.68,,,,0.06,12517.0,2228.0,,,0.68,14358.0,,,,13.98,,,,6.41,6.41,8100770.0,205273511.8,,204.14,6.41,21.77,0.4009,57.77,0.0697
2022-05-17,544742.0,13901815.84,0.98,13.68,0.31,13.84,0.0,12728431.76,506872.0,498763.0,12935373.44,,,3045.0,0.07,,,,1.32,2658.0,51413.0,,,0.07,3045.0,,,56072.0,12.76,1.35,,,5.85,5.85,8153264.0,208071297.28,,205.26,5.85,20.66,0.3933,57.13,0.0629
2022-05-18,528927.0,13879044.48,0.95,12.91,0.3,13.72,0.0,12977700.48,486123.0,494577.0,12755867.52,,,5279.0,0.06,,,,0.61,2183.0,26028.0,,,0.06,5279.0,,,6369.0,12.46,0.15,,,5.62,5.62,8170998.0,214406987.52,,209.72,5.61,20.3,0.4041,58.22,0.0611
