,ALPAT FP Equity_DX_SI_QTY,ALPAT FP Equity_DX_SHORT_INTEREST_VALUE,ALPAT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPAT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPAT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPAT FP Equity_DX_SI_MV,ALPAT FP Equity_DX_DSS,ALPAT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPAT FP Equity_DX_SUPPLY_SI_QTY,ALPAT FP Equity_DX_BROKER_SI_QTY,ALPAT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPAT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALPAT FP Equity_DX_BROKER_SI_QTY_ADD,ALPAT FP Equity_DX_SUPPLY_SI_MV_DEC,ALPAT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALPAT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALPAT FP Equity_DX_BROKER_SI_MV_ADD,ALPAT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALPAT FP Equity_DX_BROKER_SI_QTY_DEC,ALPAT FP Equity_DX_SUPPLY_SI_MV,ALPAT FP Equity_DX_BROKER_SI_MV_DEC,ALPAT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPAT FP Equity_DX_UTILIZATION_QUANTITY,ALPAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPAT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPAT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPAT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALPAT FP Equity_DX_BROKER_SI_CON_RATIO,ALPAT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPAT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALPAT FP Equity_PX_LAST
2010-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.74
2010-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
2010-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
2010-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
2010-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
2010-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2010-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2010-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2010-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2010-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2010-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2010-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2010-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2010-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2010-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2010-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2010-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2010-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2010-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2010-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2010-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2010-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2010-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2010-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2010-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2010-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2010-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2010-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2011-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2011-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2011-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2011-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2011-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2011-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2011-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2011-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2011-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2011-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2011-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2011-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2011-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2011-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2011-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2011-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2011-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2011-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1
2011-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.09
2011-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.09
2011-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1
2011-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1
2011-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1
2011-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.15
2011-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.16
2011-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2011-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2011-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2011-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.98
2011-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.97
2011-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.96
2011-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.96
2011-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.96
2011-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.05
2011-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2011-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.98
2011-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.95
2011-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2011-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
2012-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.89
2012-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.84
2012-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.84
2012-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79
2012-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79
2012-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79
2012-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79
2012-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.49
2012-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.49
2012-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.49
2012-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.49
2012-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.49
2012-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.49
2012-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.49
2012-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2012-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2012-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79
2012-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79
2012-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79
2012-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79
2012-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79
2012-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.69
2012-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7
2012-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.69
2012-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6
2012-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6
2012-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.59
2012-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.59
2012-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.59
2012-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2012-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.44
2012-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.44
2012-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.44
2012-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.44
2012-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39
2012-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39
2012-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39
2012-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39
2012-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39
2012-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39
2012-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.05
2012-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.05
2012-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.05
2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.06
2012-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2012-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2012-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2012-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2012-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2012-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2012-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3
2012-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2012-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4
2012-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4
2012-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4
2012-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4
2012-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4
2012-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2012-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2012-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2012-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.49
2012-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2012-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.51
2012-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.51
2012-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2012-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2012-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2012-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2012-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2012-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2012-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2012-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2012-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2012-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2012-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2012-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5
2012-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
2012-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
2012-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.99
2013-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.99
2013-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.49
2013-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.49
2013-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.49
2013-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.48
2013-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.48
2013-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.48
2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.48
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.48
2013-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.48
2013-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46
2013-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46
2013-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46
2013-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46
2013-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46
2013-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44
2013-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44
2013-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44
2013-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44
2013-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44
2013-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1
2013-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1
2013-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1
2013-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1
2013-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0
2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0
2013-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0
