,LWCE FP Equity_DX_SI_QTY,LWCE FP Equity_DX_SHORT_INTEREST_VALUE,LWCE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LWCE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LWCE FP Equity_DX_SI_MV,LWCE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LWCE FP Equity_DX_SUPPLY_SI_QTY,LWCE FP Equity_DX_BROKER_SI_QTY,LWCE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LWCE FP Equity_DX_SUPPLY_SI_QTY_INC_x,LWCE FP Equity_DX_BROKER_SI_QTY_ADD,LWCE FP Equity_DX_SUPPLY_SI_MV_DEC,LWCE FP Equity_DX_SUPPLY_SI_QTY_DEC,LWCE FP Equity_DX_SUPPLY_SI_QTY_INC_y,LWCE FP Equity_DX_BROKER_SI_MV_ADD,LWCE FP Equity_DX_SUPPLY_SI_QTY_ADD,LWCE FP Equity_DX_BROKER_SI_QTY_DEC,LWCE FP Equity_DX_SUPPLY_SI_MV,LWCE FP Equity_DX_BROKER_SI_MV_DEC,LWCE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LWCE FP Equity_DX_UTILIZATION_QUANTITY,LWCE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LWCE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LWCE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LWCE FP Equity_DX_ACTIVE_UTILIZATION_MV,LWCE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LWCE FP Equity_DX_BROKER_SI_CON_RATIO,LWCE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LWCE FP Equity_DX_DEMAND_SUPPLY_RATIO,LWCE FP Equity_PX_LAST
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.07
2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.33
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.91
2022-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2
2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.97
2022-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.33
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.35
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.23
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.68
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.28
2022-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1
2022-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.44
2022-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.01
2022-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.61
2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.62
2022-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.37
2022-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.29
2022-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.67
2022-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.64
2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.46
2022-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.69
2022-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7
2022-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.06
2022-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.66
2022-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.65
2022-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.43
2022-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.18
2022-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.86
2022-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.29
2022-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.49
2022-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.61
2022-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.89
2022-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.61
2022-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.65
2022-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.31
2022-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.18
2022-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.27
2022-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.62
2022-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.24
2022-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.39
2022-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.37
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.65
2022-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.56
2022-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.84
2022-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.01
2022-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1
2022-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9
2022-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.81
2022-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.09
2022-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.08
2022-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.97
2022-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.22
2022-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.46
2022-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.26
2022-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2022-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.06
2022-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.26
2022-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.72
2022-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.95
2022-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.95
2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.57
2022-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.65
2022-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.63
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.51
2022-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.19
2022-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.23
2022-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.08
2022-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7
2022-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.45
2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.51
2022-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.42
2022-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.76
2022-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.21
2022-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.85
2022-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.42
2022-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8
2022-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1
2022-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.66
2022-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.52
2022-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.87
2022-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19
2022-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.05
2022-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.34
2022-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.02
2023-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.01
2023-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.36
2023-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.33
2023-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8
2023-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.88
2023-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.77
2023-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.75
2023-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.92
2023-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3
2023-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.61
2023-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.1
2023-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.35
2023-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.65
2023-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.34
2023-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.56
2023-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.93
2023-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2023-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.97
2023-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.22
2023-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.93
2023-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.83
2023-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.98
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.09
2023-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.35
2023-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.76
2023-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9
2023-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.75
2023-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.26
2023-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.28
2023-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.83
2023-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6
2023-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.51
2023-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.98
2023-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.91
2023-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.95
2023-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.67
2023-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.12
2023-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1
2023-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.41
2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.55
2023-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.23
2023-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.86
2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.86
2023-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.83
2023-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.05
2023-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.47
2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2
2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.58
2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.81
2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.87
2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.42
2023-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.68
2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.41
2023-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9
2023-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.53
2023-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.53
2023-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.39
2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.63
2023-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.45
2023-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.06
2023-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.06
2023-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.1
2023-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.57
2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.57
2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.83
2023-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.46
2023-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.82
2023-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.42
2023-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.58
2023-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.18
2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.15
2023-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.43
2023-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.71
2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.13
2023-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.13
2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.89
2023-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.02
2023-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.07
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.45
2023-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.33
2023-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.99
2023-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.59
2023-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.35
2023-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.43
2023-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.17
2023-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.68
2023-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.55
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.84
2023-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.51
2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.65
2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8
2023-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.04
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.08
2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8
2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.61
2023-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.16
2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.78
2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.63
2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.19
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.79
2023-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.95
2023-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8
2023-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.59
2023-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.13
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.53
2023-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.92
2023-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.85
2023-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.52
2023-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.85
2023-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.63
2023-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.61
2023-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.36
2023-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.55
2023-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.02
2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2
2023-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.93
2023-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.42
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.47
2023-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.21
2023-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.69
2023-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.48
2023-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.13
2023-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.04
2023-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.08
2023-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.73
2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.74
2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.62
2023-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.12
2023-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.25
2023-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.69
2023-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.11
2023-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.09
2023-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2
2023-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.7
2023-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.77
2023-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.21
2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.35
2023-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.81
2023-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.27
2023-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.33
2023-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.53
2023-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.72
2023-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.71
2023-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.99
2023-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.42
2023-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.61
2023-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.42
2023-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.48
2023-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.74
2023-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.84
2023-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.37
2023-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.58
2023-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.62
2023-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.72
2023-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.87
2023-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.52
2023-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.74
2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.88
2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.19
2023-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.22
2023-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.47
2023-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.06
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.08
2023-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.65
2023-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1
2023-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.72
2023-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.63
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.46
2023-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.97
2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.74
2023-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.55
2023-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.48
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.42
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.24
2023-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.71
2023-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.67
2023-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8
2023-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.86
2023-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.66
2023-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.46
2023-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5
2023-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.58
2023-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.81
2023-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59
2023-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.45
2023-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.38
2023-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.18
2023-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.74
2023-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.29
2023-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.19
2023-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.39
2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.89
2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.16
2023-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4
2023-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.48
2023-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.69
2023-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3
2023-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.87
2023-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.27
2023-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.29
2023-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.41
2023-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.56
2023-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.64
2023-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.46
2023-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.66
2023-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.91
2023-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1
2023-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.03
2023-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.37
2023-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.45
2023-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.04
2023-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5
2023-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.71
2023-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.16
2023-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.56
2023-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.69
2023-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.92
2023-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.78
2023-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.82
2023-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.19
2023-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.84
2023-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2023-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.43
2023-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.42
2023-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.64
2023-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.38
2023-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.04
2023-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.13
2023-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.06
2023-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.41
2023-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.55
2023-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.74
2023-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.57
2023-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.18
2023-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.62
2023-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.05
2023-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.69
2023-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.72
2023-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.05
2023-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.64
2023-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.34
