,EMSRI FP Equity_DX_SI_QTY,EMSRI FP Equity_DX_SHORT_INTEREST_VALUE,EMSRI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EMSRI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EMSRI FP Equity_DX_SI_MV,EMSRI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EMSRI FP Equity_DX_SUPPLY_SI_QTY,EMSRI FP Equity_DX_BROKER_SI_QTY,EMSRI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EMSRI FP Equity_DX_SUPPLY_SI_QTY_INC_x,EMSRI FP Equity_DX_BROKER_SI_MV_INC_x,EMSRI FP Equity_DX_BROKER_SI_QTY_ADD,EMSRI FP Equity_DX_SUPPLY_SI_MV_DEC,EMSRI FP Equity_DX_BROKER_SI_QTY_INC,EMSRI FP Equity_DX_SUPPLY_SI_QTY_DEC,EMSRI FP Equity_DX_BROKER_SI_MV_INC_y,EMSRI FP Equity_DX_SUPPLY_SI_QTY_INC_y,EMSRI FP Equity_DX_BROKER_SI_MV_ADD,EMSRI FP Equity_DX_SUPPLY_SI_QTY_ADD,EMSRI FP Equity_DX_BROKER_SI_QTY_DEC,EMSRI FP Equity_DX_SUPPLY_SI_MV,EMSRI FP Equity_DX_BROKER_SI_MV_DEC,EMSRI FP Equity_DX_BROKER_SI_MV_RMV,EMSRI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EMSRI FP Equity_DX_UTILIZATION_QUANTITY,EMSRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EMSRI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EMSRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EMSRI FP Equity_DX_ACTIVE_UTILIZATION_MV,EMSRI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EMSRI FP Equity_DX_BROKER_SI_CON_RATIO,EMSRI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EMSRI FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,270257.0,15459240.91,15.42,0.0,,0.0,,0.0
2021-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,270257.0,15310329.31,15.45,0.0,,0.0,,0.0
2021-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,270257.0,15467078.37,15.33,0.0,,0.0,,0.0
2021-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,270257.0,15503292.81,15.49,0.0,,0.0,,0.0
2021-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,270257.0,15527075.42,15.51,0.0,,0.0,,0.0
2021-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,270257.0,15396811.55,15.43,0.0,,0.0,,0.0
2021-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,270257.0,15281952.32,15.37,0.0,,0.0,,0.0
2021-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,270257.0,15110609.38,15.26,0.0,,0.0,,0.0
2021-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,270257.0,14980075.25,15.1,0.0,,0.0,,0.0
2021-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,270257.0,15048990.79,15.15,0.0,,0.0,,0.0
2021-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,270257.0,14792787.15,14.99,0.0,,0.0,,0.0
2021-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,262246.0,14349314.38,14.32,0.0,,0.0,,0.0
2021-08-23,18000.0,992898.0,0.45,0.16,0.98,992898.0,0.0,18000.0,0.0,,,18000.0,,,,,,0.98,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0686
2021-08-24,18000.0,1012950.0,0.44,0.16,0.99,1012950.0,0.0,18000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0686
2021-08-25,18000.0,1014102.0,0.44,0.16,1.01,1014102.0,0.0,18000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0686
2021-08-26,18000.0,1007748.0,0.44,0.16,1.01,1007748.0,0.0,18000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0686
2021-08-27,18000.0,1020708.0,0.44,0.16,1.01,1020708.0,0.0,18000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0686
2021-08-30,20000.0,1136380.0,0.49,0.18,1.13,1079561.0,1000.0,19000.0,56819.0,,,1000.0,,,,,,0.06,1000.0,,0.06,,,100.0,0.38,0.0,0.0,0.0,100.0,10.02,0.8196,89.98,0.0757
2021-08-31,20000.0,1147920.0,0.49,0.18,1.13,1090524.0,1000.0,19000.0,57396.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,10.04,0.8193,89.96,0.075
2021-09-01,2000.0,115448.0,0.08,0.02,0.11,57724.0,1000.0,1000.0,57724.0,,,,,,,,,,,18000.0,0.06,1.01,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-02,2000.0,114790.0,0.08,0.02,0.12,57395.0,1000.0,1000.0,57395.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-03,2000.0,114628.0,0.08,0.02,0.11,57314.0,1000.0,1000.0,57314.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-06,2000.0,116080.0,0.19,0.02,0.11,58040.0,1000.0,1000.0,58040.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-07,2000.0,116110.0,0.19,0.02,0.12,58055.0,1000.0,1000.0,58055.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-08,2000.0,114342.0,0.16,0.02,0.12,57171.0,1000.0,1000.0,57171.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-09,2000.0,114284.0,0.18,0.02,0.11,57142.0,1000.0,1000.0,57142.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-10,2000.0,114388.0,0.18,0.02,0.11,57194.0,1000.0,1000.0,57194.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-13,2000.0,114260.0,0.19,0.02,0.11,57130.0,1000.0,1000.0,57130.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-14,2000.0,113886.0,0.2,0.02,0.11,56943.0,1000.0,1000.0,56943.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-15,2000.0,112902.0,0.2,0.02,0.11,56451.0,1000.0,1000.0,56451.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-16,2000.0,112476.0,0.08,0.02,0.11,56238.0,1000.0,1000.0,56238.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-17,2000.0,112294.0,0.08,0.02,0.11,56147.0,1000.0,1000.0,56147.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-20,2000.0,109818.0,0.08,0.02,0.11,54909.0,1000.0,1000.0,54909.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-21,2000.0,110270.0,0.04,0.02,0.11,55135.0,1000.0,1000.0,55135.0,,,,,,,,,,,,0.05,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-22,2000.0,111988.0,0.04,0.02,0.11,55994.0,1000.0,1000.0,55994.0,,,,,,,,,,,,0.05,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-23,2000.0,112482.0,0.04,0.02,0.11,56241.0,1000.0,1000.0,56241.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-24,2000.0,111976.0,0.04,0.02,0.11,55988.0,1000.0,1000.0,55988.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-27,2000.0,112754.0,0.02,0.02,0.11,56377.0,1000.0,1000.0,56377.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0075
2021-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.06,,1000.0,,,,,1000.0,0.0,0.06,,0.0,0.0,264776.0,14737961.71,14.9,0.0,,0.0,,0.0
2021-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,264776.0,14803626.16,14.74,0.0,,0.0,,0.0
2021-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,264776.0,14966463.4,14.84,0.0,,0.0,,0.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,264776.0,14825867.34,14.93,0.0,,0.0,,0.0
2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,264776.0,14463389.0,14.77,0.0,,0.0,,0.0
2021-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,264776.0,14655616.38,14.49,0.0,,0.0,,0.0
2021-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,264776.0,14543086.58,14.67,0.0,,0.0,,0.0
2021-10-07,1000.0,56542.0,0.01,0.01,0.05,56542.0,1000.0,1000.0,56542.0,,,1000.0,,,,,,0.05,1000.0,,0.05,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-10-08,1000.0,56314.0,0.01,0.01,0.06,56314.0,1000.0,1000.0,56314.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-10-11,1000.0,56604.0,0.01,0.01,0.06,56604.0,1000.0,1000.0,56604.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-10-12,1000.0,56375.0,0.01,0.01,0.06,56375.0,1000.0,1000.0,56375.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-10-13,1000.0,56899.0,0.01,0.01,0.06,56899.0,1000.0,1000.0,56899.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-10-14,1000.0,57160.0,0.01,0.01,0.06,57160.0,1000.0,1000.0,57160.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-10-15,1000.0,58045.0,0.01,0.01,0.06,58045.0,1000.0,1000.0,58045.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-10-18,1000.0,57979.0,0.01,0.01,0.06,57979.0,1000.0,1000.0,57979.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-10-19,1000.0,58389.0,0.01,0.01,0.06,58389.0,1000.0,1000.0,58389.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-10-20,1000.0,58452.0,0.01,0.01,0.06,58452.0,1000.0,1000.0,58452.0,,,,,,,,,,,,0.06,,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036
2021-10-21,1000.0,57890.0,0.01,0.01,0.06,57890.0,1000.0,1000.0,57890.0,,,,,,,,,,,,0.06,,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036
2021-10-22,1000.0,57704.0,0.01,0.01,0.06,57704.0,1000.0,1000.0,57704.0,,,,,,,,,,,,0.06,,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036
2021-10-25,1000.0,58440.0,0.01,0.01,0.06,58440.0,1000.0,1000.0,58440.0,,,,,,,,,,,,0.06,,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036
2021-10-26,1000.0,58535.0,0.01,0.01,0.06,58535.0,1000.0,1000.0,58535.0,,,,,,,,,,,,0.06,,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036
2021-10-27,1000.0,57820.0,0.01,0.01,0.06,57820.0,1000.0,1000.0,57820.0,,,,,,,,,,,,0.06,,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036
2021-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.06,,1000.0,,,,,1000.0,0.0,0.06,,0.0,0.0,272249.0,15563930.83,15.73,0.0,,0.0,,0.0
2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,272149.0,15569644.29,15.6,0.0,,0.0,,0.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,272149.0,15556581.14,15.6,0.0,,0.0,,0.0
2021-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,296118.0,16869842.46,16.91,0.0,,0.0,,0.0
2021-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,296118.0,16871619.17,16.91,0.0,,0.0,,0.0
2021-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,296118.0,17007537.33,16.92,0.0,,0.0,,0.0
2021-11-05,1000.0,57567.0,0.01,0.01,0.06,57567.0,1000.0,1000.0,57567.0,,,1000.0,,,,,,0.06,1000.0,,0.06,,,100.0,0.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0034
2021-11-08,1000.0,57667.0,0.03,0.01,0.06,57667.0,1000.0,1000.0,57667.0,,,,,,,,,,,,0.06,,,100.0,0.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0034
2021-11-09,1000.0,57541.0,0.03,0.01,0.06,57541.0,1000.0,1000.0,57541.0,,,,,,,,,,,,0.06,,,100.0,0.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0034
2021-11-10,1000.0,57903.0,0.03,0.01,0.06,57903.0,1000.0,1000.0,57903.0,,,,,,,,,,,,0.06,,,100.0,0.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0034
2021-11-11,1000.0,58778.0,0.03,0.01,0.06,58778.0,1000.0,1000.0,58778.0,,,,,,,,,,,,0.06,,,100.0,0.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0034
2021-11-12,1000.0,58866.0,0.03,0.01,0.06,58866.0,1000.0,1000.0,58866.0,,,,,,,,,,,,0.06,,,100.0,0.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0034
2021-11-15,1000.0,58723.0,0.03,0.01,0.06,58723.0,1000.0,1000.0,58723.0,,,,,,,,,,,,0.06,,,100.0,0.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.0032
2021-11-16,1000.0,59268.0,0.03,0.01,0.06,59268.0,1000.0,1000.0,59268.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-11-17,1000.0,59401.0,0.03,0.01,0.06,59401.0,1000.0,1000.0,59401.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-11-18,1000.0,58709.0,0.03,0.01,0.06,58709.0,1000.0,1000.0,58709.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-11-19,1000.0,58831.0,0.03,0.01,0.06,58831.0,1000.0,1000.0,58831.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-11-22,1000.0,58876.0,0.03,0.01,0.06,58876.0,1000.0,1000.0,58876.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-11-23,1000.0,58331.0,0.03,0.01,0.06,58331.0,1000.0,1000.0,58331.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-11-24,1000.0,58823.0,0.03,0.01,0.06,58823.0,1000.0,1000.0,58823.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-11-25,1000.0,58742.0,0.03,0.01,0.06,58742.0,1000.0,1000.0,58742.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-11-26,1000.0,55859.0,0.03,0.01,0.06,55859.0,1000.0,1000.0,55859.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-11-29,1000.0,56343.0,0.03,0.01,0.06,56343.0,1000.0,1000.0,56343.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-11-30,1000.0,56168.0,0.03,0.01,0.06,56168.0,1000.0,1000.0,56168.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-12-01,1000.0,57203.0,0.04,0.01,0.06,57203.0,1000.0,1000.0,57203.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-12-02,1000.0,57021.0,0.04,0.01,0.06,57021.0,1000.0,1000.0,57021.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-12-03,1000.0,56087.0,0.04,0.01,0.06,56087.0,1000.0,1000.0,56087.0,,,,,,,,,,,,0.06,,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2021-12-06,1000.0,56257.0,0.04,0.01,0.06,56257.0,1000.0,1000.0,56257.0,,,,,,,,,,,,0.06,,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.003
2021-12-07,1000.0,57399.0,0.04,0.01,0.06,57399.0,1000.0,1000.0,57399.0,,,,,,,,,,,,0.06,,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.003
2021-12-08,1000.0,57454.0,0.04,0.01,0.06,57454.0,1000.0,1000.0,57454.0,,,,,,,,,,,,0.06,,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.003
2021-12-09,1000.0,57401.0,0.04,0.01,0.06,57401.0,1000.0,1000.0,57401.0,,,,,,,,,,,,0.06,,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.003
2021-12-10,1000.0,56973.0,0.04,0.01,0.06,56973.0,1000.0,1000.0,56973.0,,,,,,,,,,,,0.06,,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.003
2021-12-13,2000.0,112668.0,0.09,0.01,0.11,56334.0,1000.0,1000.0,56334.0,,,,,,,,,,,,0.06,,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.0061
2021-12-14,1000.0,56072.0,0.05,0.01,0.06,56072.0,0.0,1000.0,0.0,,,,0.06,,1000.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0031
2021-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.06,0.0,0.0,327443.0,18082384.79,18.39,0.0,,0.0,100.0,0.0
2021-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,327443.0,18355472.25,18.13,0.0,,0.0,,0.0
2021-12-17,2200.0,122876.6,0.1,0.01,0.12,61438.3,1100.0,1100.0,61438.3,,,1100.0,,,,,,0.06,1100.0,,0.06,,,100.0,0.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.0067
2021-12-20,2200.0,119517.2,0.13,0.01,0.12,59758.6,1100.0,1100.0,59758.6,,,,,,,,,,,,0.06,,,100.0,0.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.0067
2021-12-21,2200.0,121695.2,0.14,0.01,0.12,60847.6,1100.0,1100.0,60847.6,,,,,,,,,,,,0.06,,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0054
2021-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.06,,1100.0,,,,,1100.0,0.0,0.06,,0.0,0.0,401930.0,22252050.59,22.24,0.0,,0.0,,0.0
2021-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,401930.0,22344896.42,22.24,0.0,,0.0,,0.0
2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,401930.0,22324397.99,22.35,0.0,,0.0,,0.0
2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,401930.0,22395941.53,22.36,0.0,,0.0,,0.0
2021-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,401930.0,22325603.78,22.4,0.0,,0.0,,0.0
2021-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,401930.0,22176889.68,22.34,0.0,,0.0,,0.0
2021-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,401930.0,22466279.28,22.21,0.0,,0.0,,0.0
2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,403467.0,22634902.17,22.53,0.0,,0.0,,0.0
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,403467.0,22722051.04,22.66,0.0,,0.0,,0.0
2022-01-04,2400.0,134023.2,0.2,0.01,0.14,67011.6,1200.0,1200.0,67011.6,,,1200.0,,,,,,0.07,1200.0,,0.07,,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.0059
2022-01-05,2400.0,132624.0,0.21,0.01,0.13,66312.0,1200.0,1200.0,66312.0,,,,,,,,,,,,0.07,,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.0059
2022-01-06,2400.0,132108.0,0.09,0.01,0.13,66054.0,1200.0,1200.0,66054.0,,,,,,,,,,,,0.07,,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.0059
2022-01-07,2400.0,131824.8,0.05,0.01,0.13,65912.4,1200.0,1200.0,65912.4,,,,,,,,,,,,0.07,,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.0059
2022-01-10,2400.0,131604.0,0.05,0.01,0.13,65802.0,1200.0,1200.0,65802.0,,,,,,,,,,,,0.07,,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.0059
2022-01-11,2400.0,134109.6,0.05,0.01,0.13,67054.8,1200.0,1200.0,67054.8,,,,,,,,,,,,0.07,,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.0059
2022-01-12,2400.0,136221.6,0.05,0.01,0.13,68110.8,1200.0,1200.0,68110.8,,,,,,,,,,,,0.07,,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.0059
2022-01-13,2400.0,136466.4,0.05,0.01,0.14,68233.2,1200.0,1200.0,68233.2,,,,,,,,,,,,0.07,,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.0059
2022-01-14,2400.0,135388.8,0.05,0.01,0.14,67694.4,1200.0,1200.0,67694.4,,,,,,,,,,,,0.07,,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.0059
2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.07,,1200.0,,,,,1200.0,0.0,0.07,,0.0,0.0,403467.0,22794675.1,22.76,0.0,,0.0,,0.0
2022-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,403467.0,22621184.29,22.78,0.0,,0.0,,0.0
2022-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,403467.0,22571961.32,22.61,0.0,,0.0,,0.0
2022-01-20,2600.0,148852.6,0.06,0.02,0.15,74426.3,1300.0,1300.0,74426.3,,,1300.0,,,,,,0.07,1300.0,,0.07,,,100.0,0.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.0064
2022-01-21,2600.0,146554.2,0.05,0.02,0.15,73277.1,1300.0,1300.0,73277.1,,,,,,,,,,,,0.07,,,100.0,0.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.0064
2022-01-24,2600.0,141312.6,0.05,0.02,0.15,70656.3,1300.0,1300.0,70656.3,,,,,,,,,,,,0.07,,,100.0,0.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.0064
2022-01-25,2600.0,142168.0,0.05,0.02,0.14,71084.0,1300.0,1300.0,71084.0,,,,,,,,,,,,0.07,,,100.0,0.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.0064
2022-01-26,2600.0,142940.2,0.05,0.02,0.14,71470.1,1300.0,1300.0,71470.1,,,,,,,,,,,,0.07,,,100.0,0.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.0064
