,INFU FP Equity_DX_SI_QTY,INFU FP Equity_DX_SHORT_INTEREST_VALUE,INFU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,INFU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,INFU FP Equity_DX_SI_MV,INFU FP Equity_DX_DSS,INFU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,INFU FP Equity_DX_SUPPLY_SI_QTY,INFU FP Equity_DX_BROKER_SI_QTY,INFU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,INFU FP Equity_DX_BROKER_SI_QTY_ADD,INFU FP Equity_DX_SUPPLY_SI_MV_DEC,INFU FP Equity_DX_SUPPLY_SI_QTY_DEC,INFU FP Equity_DX_BROKER_SI_MV_ADD,INFU FP Equity_DX_SUPPLY_SI_QTY_ADD,INFU FP Equity_DX_BROKER_SI_QTY_DEC,INFU FP Equity_DX_SUPPLY_SI_MV,INFU FP Equity_DX_BROKER_SI_MV_DEC,INFU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,INFU FP Equity_DX_UTILIZATION_QUANTITY,INFU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,INFU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,INFU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,INFU FP Equity_DX_ACTIVE_UTILIZATION_MV,INFU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,INFU FP Equity_DX_BROKER_SI_CON_RATIO,INFU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,INFU FP Equity_DX_DEMAND_SUPPLY_RATIO,INFU FP Equity_PX_LAST
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.04
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.89
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.99
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.35
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.84
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.12
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.37
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.16
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.91
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.36
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.29
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.04
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.44
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.68
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.14
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.39
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.22
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.66
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.33
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.75
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.39
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.65
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.55
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.76
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.28
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.72
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.03
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.93
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.23
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.69
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.46
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.76
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.75
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.5
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.23
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.88
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.47
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.84
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.69
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.57
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.73
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.28
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.85
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.58
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.16
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.74
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.16
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.07
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.33
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.46
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.08
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.66
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.81
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.01
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.96
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.61
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.31
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.06
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.58
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.69
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.13
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.87
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.29
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.73
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.37
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.75
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.56
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.32
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.86
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.09
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.97
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.54
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.2
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.14
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.16
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.43
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.46
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.37
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.22
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.65
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.79
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.45
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.48
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.22
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.21
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.03
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.93
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.7
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.45
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.27
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.55
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.69
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.44
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.73
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.51
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.17
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.29
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.45
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.25
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.1
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.91
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.92
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.64
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.05
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.45
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.06
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.03
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.14
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.25
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.26
2020-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.82
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.59
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.32
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.83
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.66
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.22
2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.37
2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.47
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.69
2020-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.92
2020-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.34
2020-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.15
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.29
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.73
2020-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.15
2020-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.43
2020-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.46
2020-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5
2020-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.47
2020-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.25
2020-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.29
2020-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.82
2020-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.17
2020-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.33
2020-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.2
2020-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.14
2020-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.65
2020-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.83
2020-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.09
2020-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.02
2020-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.21
2020-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.21
2020-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.78
2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.97
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.77
2020-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.07
2020-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.87
2020-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.92
2020-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.06
2020-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.44
2020-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.09
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.29
2020-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.48
2020-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.18
2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.58
2020-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.77
2020-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.19
2020-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.86
2020-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.79
2020-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.15
2020-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.14
2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.09
2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.93
2020-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.14
2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.07
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.03
2020-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.24
2020-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.68
2020-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.31
2020-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.73
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1
2020-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.16
2020-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.32
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.72
2020-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.15
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.98
2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.01
2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.55
2020-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.58
2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.58
2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.55
2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.87
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.55
2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.67
2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.73
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.22
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.43
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.11
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.08
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.69
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.25
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.92
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.17
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.55
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.27
2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.94
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.7
2020-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.84
2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.96
2020-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.57
2020-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.75
2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.77
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0
2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.09
2020-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.05
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.98
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.62
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.34
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.56
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.68
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.86
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.28
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.44
2021-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.56
2021-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.78
2021-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.14
2021-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.91
2021-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.07
2021-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.53
2021-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.77
2021-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.56
2021-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.81
2021-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.62
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.48
2021-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.74
2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.41
2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.06
2021-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.01
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.31
2021-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.73
2021-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.26
2021-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.63
2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.25
2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.41
2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.87
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.65
2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5
2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.78
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.84
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.05
2021-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.47
2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.81
2021-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.1
2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.91
2021-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.99
2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4
2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.2
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.05
2021-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.82
2021-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.13
2021-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.31
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.41
2021-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.84
2021-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.85
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.44
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.65
2021-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.6
2021-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.25
2021-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.27
2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.13
2021-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.12
2021-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.16
2021-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.72
2021-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.87
2021-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.38
2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.62
2021-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.76
2021-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.22
2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.18
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.8
2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.21
2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.74
2021-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7
2021-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.73
2021-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6
2021-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.58
2021-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.27
2021-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.26
2021-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.42
2021-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.92
2021-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.66
2021-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.86
2021-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.07
2021-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.62
2021-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.68
2021-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.8
2021-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.09
2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.18
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.67
2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.52
2021-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.89
2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.25
2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.89
2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.38
2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.68
2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.57
2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.67
2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.42
2021-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.93
2021-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.88
2021-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.44
2021-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.21
2021-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.79
2021-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.83
2021-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.64
2021-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.63
2021-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.71
2021-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.79
2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.82
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.66
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.72
2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.88
2021-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48
2021-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.96
2021-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.75
2021-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.45
2021-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.31
2021-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.52
2021-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.09
2021-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.83
2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.02
2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.32
2021-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.78
2021-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.04
