,INFU FP Equity_DX_SI_QTY,INFU FP Equity_DX_SHORT_INTEREST_VALUE,INFU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,INFU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,INFU FP Equity_DX_SI_MV,INFU FP Equity_DX_DSS,INFU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,INFU FP Equity_DX_SUPPLY_SI_QTY,INFU FP Equity_DX_BROKER_SI_QTY,INFU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,INFU FP Equity_DX_BROKER_SI_QTY_ADD,INFU FP Equity_DX_SUPPLY_SI_MV_DEC,INFU FP Equity_DX_SUPPLY_SI_QTY_DEC,INFU FP Equity_DX_BROKER_SI_MV_ADD,INFU FP Equity_DX_SUPPLY_SI_QTY_ADD,INFU FP Equity_DX_BROKER_SI_QTY_DEC,INFU FP Equity_DX_SUPPLY_SI_MV,INFU FP Equity_DX_BROKER_SI_MV_DEC,INFU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,INFU FP Equity_DX_UTILIZATION_QUANTITY,INFU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,INFU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,INFU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,INFU FP Equity_DX_ACTIVE_UTILIZATION_MV,INFU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,INFU FP Equity_DX_BROKER_SI_CON_RATIO,INFU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,INFU FP Equity_DX_DEMAND_SUPPLY_RATIO,INFU FP Equity_PX_LAST
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.27
2017-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.97
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.75
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.72
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.37
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.67
2017-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.82
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.31
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.31
2017-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.47
2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.85
2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.91
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.46
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.52
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.85
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.91
2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.84
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.14
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.9
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.61
2017-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.12
2017-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.92
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.08
2017-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.77
2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.36
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.23
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.22
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.69
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.8
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.12
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.39
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.97
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.97
2017-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.31
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.77
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.37
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.77
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.17
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.55
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.52
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.87
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.01
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.75
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.67
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.4
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.81
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.96
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.6
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.71
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.22
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.37
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.83
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.99
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.87
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.61
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.86
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.58
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.46
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.45
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.23
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.89
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.33
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.07
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.27
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.67
2017-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.56
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.46
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.97
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.79
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.81
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.68
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.83
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.05
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.13
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.16
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.49
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.36
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.12
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.98
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.02
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.41
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.34
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.24
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.73
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.01
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.65
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.49
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.52
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.59
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.44
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.82
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.74
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.38
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.91
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.35
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.44
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.74
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.05
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.67
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.49
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.28
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.48
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.58
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.54
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.93
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.58
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.34
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.81
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.76
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.83
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.61
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.67
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.26
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.26
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.63
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.91
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.62
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.46
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.68
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.76
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.13
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.68
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.33
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.67
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.08
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.04
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.54
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.64
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.72
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.69
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.48
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.75
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.12
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.66
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.33
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.91
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.75
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.56
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.89
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.09
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.11
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.67
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.02
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.81
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.65
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.96
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.83
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.47
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.68
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.97
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.39
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.59
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.59
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.69
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.66
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.18
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.25
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.25
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.53
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.51
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.11
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.48
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.59
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.49
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.84
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.88
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.42
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.59
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.84
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.9
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.35
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.12
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.57
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.77
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.04
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.47
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.69
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.65
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.26
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.77
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.56
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.48
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.24
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.91
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.95
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.65
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.84
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.7
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.18
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.46
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.16
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.09
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.27
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.94
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.93
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.17
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.79
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.85
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.13
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.28
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.61
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.88
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.54
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.28
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.88
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.54
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.61
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.57
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.62
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.92
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.55
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.85
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.05
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.94
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.7
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.83
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.8
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.05
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.46
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.03
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.34
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.04
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.22
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.28
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.43
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.34
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.59
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.78
2018-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.79
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.54
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.41
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.93
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.15
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.81
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.85
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.14
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.68
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.37
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.53
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.07
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.63
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.77
2018-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.93
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.91
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.1
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.27
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.94
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.98
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.28
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.51
2018-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.83
2018-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.86
2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.92
2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.15
2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.27
2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.32
2018-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.72
2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.28
2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.71
2018-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.71
2018-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.98
2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.81
2018-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7
2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.93
2018-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.07
2018-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.21
2018-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.57
2018-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.75
2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.23
2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.98
2018-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.77
2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.12
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6
2018-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.74
2018-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.44
2018-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.16
2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.91
2018-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.06
2018-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.41
2018-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.49
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.49
2018-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.99
2018-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.47
2018-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.28
2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.67
2018-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.49
2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.8
2018-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.37
2018-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.88
2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.05
2018-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.87
2018-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.03
2018-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2
2018-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.77
2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.8
2018-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.54
2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.69
2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.76
2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.32
2018-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.66
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.89
2018-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.03
2018-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.52
2018-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.71
2018-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.87
2018-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.06
2018-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.89
2018-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.56
2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.96
2018-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.94
2018-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.79
2018-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.79
2018-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.07
2018-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.27
2018-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.45
2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.57
2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.26
2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.84
2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9
2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.66
