,ALGEN FP Equity_DX_SI_QTY,ALGEN FP Equity_DX_SHORT_INTEREST_VALUE,ALGEN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALGEN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALGEN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALGEN FP Equity_DX_SI_MV,ALGEN FP Equity_DX_DSS,ALGEN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALGEN FP Equity_DX_SUPPLY_SI_QTY,ALGEN FP Equity_DX_BROKER_SI_QTY,ALGEN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALGEN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALGEN FP Equity_DX_BROKER_SI_MV_INC_x,ALGEN FP Equity_DX_BROKER_SI_QTY_ADD,ALGEN FP Equity_DX_SUPPLY_SI_MV_DEC,ALGEN FP Equity_DX_BROKER_SI_QTY_INC,ALGEN FP Equity_DX_SUPPLY_SI_QTY_DEC,ALGEN FP Equity_DX_BROKER_SI_MV_INC_y,ALGEN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALGEN FP Equity_DX_BROKER_SI_MV_ADD,ALGEN FP Equity_DX_SUPPLY_SI_QTY_ADD,ALGEN FP Equity_DX_BROKER_SI_QTY_DEC,ALGEN FP Equity_DX_SUPPLY_SI_MV,ALGEN FP Equity_DX_BROKER_SI_MV_DEC,ALGEN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALGEN FP Equity_DX_UTILIZATION_QUANTITY,ALGEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALGEN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALGEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALGEN FP Equity_DX_ACTIVE_UTILIZATION_MV,ALGEN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALGEN FP Equity_DX_BROKER_SI_CON_RATIO,ALGEN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALGEN FP Equity_DX_DEMAND_SUPPLY_RATIO,ALGEN FP Equity_PX_LAST
2014-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68
2014-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2014-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2014-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33
2014-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2014-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2014-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21
2014-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34
2014-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47
2014-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43
2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2014-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2014-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2014-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2014-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2014-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2014-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2014-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2014-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2014-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2014-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2014-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2014-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2014-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2014-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2014-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21
2014-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2014-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2014-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2014-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2014-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2014-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37
2014-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2014-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2014-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2014-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31
2014-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31
2014-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33
2014-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33
2014-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2014-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2014-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43
2014-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2014-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47
2014-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47
2014-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57
2014-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2014-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34
2014-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2014-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2014-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2014-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44
2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2014-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2014-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43
2014-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
2014-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2014-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2014-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33
2014-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2014-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29
2014-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27
2014-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2014-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2014-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2014-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21
2014-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2014-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2014-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2014-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27
2014-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27
2014-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15
2014-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2014-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2014-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2014-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2014-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2014-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2014-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2014-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2014-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2014-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2014-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2014-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21
2014-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2014-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2014-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2014-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2014-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21
2014-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2014-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2014-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2014-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2014-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2014-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2014-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2014-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2014-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2014-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47
2014-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42
2014-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2014-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37
2014-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37
2014-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2014-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33
2014-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49
2014-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42
2014-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2014-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2014-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2014-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47
2014-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2014-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2014-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47
2014-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46
2014-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2014-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2014-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2014-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2014-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2014-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2014-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2014-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2014-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2014-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2014-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2014-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2014-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2014-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2014-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2014-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2014-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2014-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2014-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2014-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2014-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2014-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2014-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2014-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2014-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2014-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2014-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2014-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2014-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2014-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2014-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2014-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2014-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2014-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2014-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2014-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2014-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
2014-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2014-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2014-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2014-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2014-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2014-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2014-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2014-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2014-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2014-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2014-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2014-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2014-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2014-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2014-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2014-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2014-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2014-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2014-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2014-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2015-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2015-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2015-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2015-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2015-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2015-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2015-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33
2015-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2015-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
2015-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27
2015-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2015-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2015-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2015-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2015-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37
2015-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
2015-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2015-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27
2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37
2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2015-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2015-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2015-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2015-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2015-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2015-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2015-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
2015-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34
2015-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33
2015-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33
2015-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2015-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44
2015-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2015-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2015-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37
2015-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2015-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2015-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2015-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44
2015-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43
2015-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2015-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2015-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2015-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2015-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37
2015-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2015-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2015-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34
2015-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2015-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29
2015-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2015-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27
2015-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2015-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2015-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2015-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2015-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2015-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29
2015-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2015-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29
2015-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2015-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29
2015-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29
2015-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29
2015-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2015-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2015-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2015-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2015-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27
2015-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27
2015-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2015-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2015-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2015-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2015-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
2015-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2015-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2015-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2015-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2015-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2015-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
2015-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2015-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
2015-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2015-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2015-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2015-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2015-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15
2015-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2015-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
