,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_y,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity
2009-06-30,752.0,257302.08,0.24,0.61,0.01,0.37,0.0,151233.4,310.0,442.0,106068.68,,,,,,,,,,,,,,,,,,0.12,,,,100.0,26.93,0.0,0.0,,0.0,100.0,32.59,0.4138,53.75,0.6533
2009-07-01,752.0,257315.8,0.24,0.62,0.01,0.37,0.0,151241.47,310.0,442.0,106074.33,,,,,,,,,,,,,,,,,,0.12,,,,100.0,26.93,0.0,0.0,,0.0,100.0,31.74,0.4162,54.44,0.6533
2009-07-02,752.0,260711.92,0.24,0.61,0.01,0.37,0.0,153237.59,310.0,442.0,107474.33,,,,,,,,,,,,,,,,,,0.12,,,,100.0,26.93,0.0,0.0,,0.0,100.0,31.68,0.4151,54.33,0.6533
2009-07-03,752.0,266200.59,0.24,0.61,0.01,0.37,0.0,156463.64,310.0,442.0,109736.94,,,,,,,,,,,,,,,,,,0.12,,,,100.0,26.93,0.0,0.0,,0.0,100.0,31.87,0.4127,53.95,0.6533
2009-07-06,752.0,266131.98,0.24,0.62,0.01,0.37,0.0,156423.32,310.0,442.0,109708.66,,,,,,,,,,,,,,,,,,0.12,,,,26.93,26.93,841.0,297628.98,,0.33,26.94,32.33,0.4116,53.6,0.6533
2009-07-07,752.0,266324.08,0.24,0.67,0.01,0.37,0.0,156536.23,310.0,442.0,109787.85,,,,,,,,,,,,,,,,,,0.12,,,,26.93,26.93,841.0,297843.82,,0.33,26.92,32.32,0.4115,53.59,0.6533
2009-07-08,752.0,267504.15,0.24,0.69,0.01,0.37,0.0,157229.83,310.0,442.0,110274.32,,,,,,,,,,,,,,,,,,0.12,,,,26.93,26.93,841.0,299163.55,,0.33,26.85,32.32,0.4111,53.55,0.6533
2009-07-09,752.0,262111.53,0.24,0.73,0.01,0.37,0.0,154060.23,310.0,442.0,108051.29,,,,,,,,,,,,,,,,,,0.12,,,,26.93,26.93,841.0,293132.7,,0.32,27.29,32.38,0.4104,53.42,0.6533
2009-07-10,752.0,263229.84,0.24,0.74,0.01,0.37,0.0,154717.54,310.0,442.0,108512.3,,,,,,,,,,,,,,,,,,0.12,,,,26.07,26.07,879.0,307684.88,,0.34,26.0,32.04,0.4133,53.95,0.6325
2009-07-13,752.0,260025.83,0.24,0.75,0.01,0.37,0.0,152834.33,310.0,442.0,107191.5,,,,,,,,,,,,,,,,,,0.12,,,,26.07,26.07,879.0,303939.77,,0.33,26.29,32.19,0.414,53.96,0.6325
2009-07-14,752.0,266344.67,0.24,0.75,0.01,0.37,0.0,156548.33,310.0,442.0,109796.34,,,,,,,,,,,,,,,,,,0.12,,,,26.07,26.07,879.0,311325.75,,0.34,25.65,31.9,0.4143,54.13,0.6325
2009-07-15,752.0,263456.25,0.24,0.8,0.01,0.37,0.0,154850.62,310.0,442.0,108605.64,,,,,,,,,,,,,,,,,,0.12,,,,26.07,26.07,879.0,307949.53,,0.34,26.27,32.44,0.4131,53.74,0.6325
2009-07-16,752.0,264951.91,0.24,0.89,0.01,0.37,0.0,155729.72,310.0,442.0,109222.2,,,,,,,,,,,,,,,,,,0.12,,,,26.07,26.07,879.0,309697.78,,0.34,25.98,32.12,0.4125,53.81,0.6325
2009-07-17,752.0,263463.11,0.24,0.92,0.01,0.37,0.0,154854.65,310.0,442.0,108608.46,,,,,,,,,,,,,,,,,,0.12,,,,26.07,26.07,879.0,307957.55,,0.34,26.17,32.27,0.4126,53.75,0.6325
2009-07-20,752.0,262427.13,0.24,0.93,0.01,0.37,0.0,154245.73,310.0,442.0,108181.39,,,,,,,,,,,,,,,,,,0.12,,,,26.07,26.07,879.0,306746.6,,0.34,26.14,32.16,0.4131,53.87,0.6325
2009-07-21,752.0,260094.44,0.24,1.09,0.01,0.37,0.0,152874.66,310.0,442.0,107219.78,,,,,,,,,,,,,,,,,,0.12,,,,26.07,26.07,879.0,304019.96,,0.33,26.23,32.12,0.4142,54.01,0.6325
2009-07-22,752.0,260046.41,0.24,1.27,0.01,0.37,0.0,152846.43,310.0,442.0,107199.98,,,,,,,,,,,,,,,,,,0.12,,,,26.07,26.07,879.0,303963.83,,0.33,26.07,31.93,0.4147,54.17,0.6325
2009-07-23,752.0,260718.78,0.24,1.25,0.01,0.37,0.0,153241.62,310.0,442.0,107477.16,,,,,,,,,,,,,,,,,,0.12,,,,28.47,28.47,779.0,270079.69,,0.3,28.42,31.91,0.4145,54.15,0.6905
2009-07-24,752.0,264005.12,0.24,1.21,0.01,0.37,0.0,155173.22,310.0,442.0,108831.9,,,,,,,,,,,,,,,,,,0.12,,,,28.47,28.47,779.0,273484.03,,0.3,28.24,31.91,0.4134,54.01,0.6905
2009-07-27,749.0,260382.52,0.24,1.21,0.01,0.37,0.0,153656.98,307.0,442.0,106725.55,,,,,,,,0.0,,3.0,,,,,,,,0.12,,,,100.0,28.27,0.0,0.0,,0.0,100.0,32.02,0.414,54.04,0.6897
2009-07-28,749.0,262289.06,0.24,1.27,0.01,0.37,0.0,154782.06,307.0,442.0,107507.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,28.27,0.0,0.0,,0.0,100.0,31.77,0.414,54.15,0.6897
2009-07-29,749.0,260936.03,0.24,1.24,0.01,0.37,0.0,153983.61,307.0,442.0,106952.42,,,,,,,,,,,,,,,,,,0.12,,,,100.0,28.27,0.0,0.0,,0.0,100.0,31.95,0.4139,54.06,0.6897
2009-07-30,749.0,269922.05,0.24,1.68,0.01,0.37,0.0,159286.44,307.0,442.0,110635.6,,,,,,,,,,,,,,,,,,0.12,,,,100.0,28.27,0.0,0.0,,0.0,100.0,31.69,0.4117,53.9,0.6897
2009-07-31,735.0,260920.39,0.23,1.59,0.01,0.37,0.0,151937.31,307.0,428.0,108983.07,,,,,,,,,,,,,,,,,14.0,0.12,0.01,,,100.0,28.27,0.0,0.0,,0.0,100.0,32.98,0.4192,54.23,0.6768
2009-08-03,714.0,256006.04,0.22,1.78,0.01,0.36,0.0,145930.61,307.0,407.0,110075.42,,,,,,,,,,,,,,,,,21.0,0.12,0.01,,,100.0,28.27,0.0,0.0,,0.0,100.0,33.35,0.4332,55.67,0.6575
2009-08-04,1714.0,609882.26,0.54,4.63,0.02,0.75,0.0,500644.31,307.0,1407.0,109237.96,,,,0.39,,,,,1000.0,,,,0.39,,,,,0.12,,,,100.0,28.27,0.0,0.0,,0.0,100.0,26.62,0.4248,57.27,1.5783
2009-08-05,1714.0,611492.94,0.54,4.71,0.02,0.75,0.0,501966.49,307.0,1407.0,109526.45,,,,,,,,,,,,,,,,,,0.12,,,,100.0,28.27,0.0,0.0,,0.0,100.0,26.61,0.4259,57.41,1.5783
2009-08-06,1714.0,670853.29,0.54,5.12,0.02,0.79,0.0,550694.62,307.0,1407.0,120158.67,,,,,,,,,,,,,,,,,,0.12,,,,100.0,28.27,0.0,0.0,,0.0,100.0,25.2,0.4421,59.63,1.5783
2009-08-07,1714.0,641892.44,0.54,4.94,0.02,0.78,0.0,526921.04,307.0,1407.0,114971.4,,,,,,,,,,,,,,,,,,0.13,,,,100.0,28.27,0.0,0.0,,0.0,100.0,25.48,0.4261,57.69,1.5783
2009-08-10,1714.0,648960.64,0.54,4.71,0.02,0.78,0.0,532723.23,307.0,1407.0,116237.41,,,,,,,,,,,,,,,,,,0.13,,,,100.0,28.27,0.0,0.0,,0.0,100.0,25.5,0.4319,58.38,1.5783
2009-08-11,1714.0,649023.19,0.54,4.68,0.02,0.78,0.0,532774.58,307.0,1407.0,116248.61,,,,,,,,,,,,,,,,,,0.13,,,,100.0,28.27,0.0,0.0,,0.0,100.0,25.45,0.4309,58.28,1.5783
2009-08-12,1614.0,609640.49,0.51,4.39,0.02,0.74,0.0,493680.37,307.0,1307.0,115960.12,,,,,,,,,,,,,,,,,100.0,0.13,0.04,,,100.0,28.27,0.0,0.0,,0.0,100.0,26.92,0.4143,55.89,1.4862
2009-08-13,1614.0,614161.15,0.51,4.63,0.02,0.74,0.0,497341.15,307.0,1307.0,116820.0,,,,,,,,,,,,,,,,,,0.13,,,,100.0,28.27,0.0,0.0,,0.0,100.0,26.82,0.4157,56.09,1.4862
2009-08-14,1614.0,616958.95,0.51,4.48,0.02,0.75,0.0,499606.78,307.0,1307.0,117352.17,,,,,,,,,,,,,,,,,,0.13,,,,100.0,28.27,0.0,0.0,,0.0,100.0,26.71,0.4159,56.13,1.4862
2009-08-17,1614.0,618284.22,0.51,4.51,0.02,0.75,0.0,500679.97,307.0,1307.0,117604.25,,,,,,,,,,,,,,,,,,0.13,,,,100.0,29.92,0.0,0.0,,0.0,100.0,26.66,0.4158,56.14,1.5731
2009-08-18,1614.0,611834.56,0.51,4.68,0.02,0.74,0.0,495457.1,307.0,1307.0,116377.45,,,,,,,,,,,,,,,,,,0.13,,,,100.0,29.92,0.0,0.0,,0.0,100.0,26.81,0.414,55.86,1.5731
2009-08-19,1614.0,616988.4,0.51,4.7,0.02,0.75,0.0,499630.63,307.0,1307.0,117357.77,,,,,,,,,,,,,,,,,,0.13,,,,100.0,29.92,0.0,0.0,,0.0,100.0,26.73,0.4162,56.17,1.5731
2009-08-20,1614.0,617724.66,0.51,4.9,0.02,0.75,0.0,500226.85,307.0,1307.0,117497.81,,,,,,,,,,,,,,,,,,0.13,,,,100.0,31.45,0.0,0.0,,0.0,100.0,26.67,0.4157,56.12,1.6537
2009-08-21,1614.0,625013.66,0.51,5.08,0.02,0.75,0.0,506129.4,307.0,1307.0,118884.26,,,,,,,,,,,,,,,,,,0.13,,,,100.0,31.45,0.0,0.0,,0.0,100.0,26.49,0.4175,56.4,1.6537
2009-08-24,1614.0,625087.29,0.51,5.07,0.02,0.75,0.0,506189.03,307.0,1307.0,118898.26,,,,,,,,,,,,,,,,,,0.13,,,,100.0,31.33,0.0,0.0,,0.0,100.0,26.44,0.4165,56.28,1.6469
2009-08-25,1307.0,504400.37,0.41,4.19,0.01,0.62,0.0,504400.37,0.0,1307.0,0.0,,,,,,,,0.13,,307.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.04,0.5645,67.96,1.3337
2009-08-26,1307.0,509170.12,0.41,4.21,0.01,0.63,0.0,509170.12,0.0,1307.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.83,0.566,68.17,1.3337
2009-08-27,1307.0,506785.24,0.41,4.36,0.01,0.62,0.0,506785.24,0.0,1307.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.93,0.5653,68.07,1.9421
2009-08-28,1307.0,522286.91,0.41,4.5,0.01,0.64,0.0,522286.91,0.0,1307.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.28,0.5701,68.72,1.9421
2009-08-31,1307.0,549712.94,0.41,4.32,0.01,0.66,0.0,549712.94,0.0,1307.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.19,0.5785,69.81,1.9421
2009-09-01,1307.0,537812.43,0.41,3.99,0.01,0.65,0.0,537812.43,0.0,1307.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.66,0.5748,69.34,1.9421
2009-09-02,1307.0,542534.47,0.41,4.04,0.01,0.65,0.0,542534.47,0.0,1307.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.47,0.5763,69.53,2.0979
2009-09-03,1307.0,553290.24,0.41,4.22,0.01,0.66,0.0,553290.24,0.0,1307.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.06,0.5795,69.94,2.0979
2009-09-04,807.0,364457.55,0.25,2.62,0.01,0.45,0.0,364457.55,0.0,807.0,0.0,,,,,,,,,,,,,,,,,500.0,0.0,0.22,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.62,0.5058,55.38,1.2953
2009-09-07,807.0,365333.7,0.25,1.69,0.01,0.45,0.0,365333.7,0.0,807.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.56,0.5059,55.44,1.2953
2009-09-08,807.0,367395.24,0.25,1.53,0.01,0.45,0.0,367395.24,0.0,807.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.42,0.5062,55.58,9.7229
2009-09-09,807.0,368131.5,0.25,1.48,0.01,0.45,0.0,368131.5,0.0,807.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.37,0.5063,55.63,9.7229
2009-09-10,807.0,365186.45,0.25,1.45,0.01,0.45,0.0,365186.45,0.0,807.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.57,0.5059,55.43,9.7229
2009-09-11,807.0,364450.19,0.25,1.48,0.01,0.45,0.0,364450.19,0.0,807.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.62,0.5058,55.38,9.7229
2009-09-14,807.0,364450.19,0.25,1.43,0.01,0.45,0.0,364450.19,0.0,807.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.62,0.5058,55.38,9.7229
2009-09-15,807.0,367027.11,0.25,1.4,0.01,0.45,0.0,367027.11,0.0,807.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.44,0.5062,55.56,9.7229
2009-09-16,807.0,364450.19,0.25,1.33,0.01,0.45,0.0,364450.19,0.0,807.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.62,0.5058,55.38,9.7229
2009-09-17,807.0,364450.19,0.25,1.22,0.01,0.45,0.0,364450.19,0.0,807.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.62,0.5058,55.38,9.7229
2009-09-18,907.0,401336.32,0.28,1.4,0.01,0.49,0.0,401336.32,0.0,907.0,0.0,,,,,,100.0,,,,,,,,,0.05,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.38,0.4152,49.11,10.9277
2009-09-21,907.0,403818.82,0.28,1.36,0.01,0.5,0.0,403818.82,0.0,907.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.23,0.4154,49.23,10.9277
2009-09-22,907.0,404654.59,0.28,1.35,0.01,0.49,0.0,404654.59,0.0,907.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.32,0.4174,49.44,10.9277
2009-09-23,810.0,360632.02,0.25,1.22,0.01,0.45,0.0,360632.02,0.0,810.0,0.0,,,,,,,,,,,,,,,,,97.0,0.0,0.05,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.91,0.5014,54.75,9.759
2009-09-24,810.0,359154.02,0.25,1.21,0.01,0.44,0.0,359154.02,0.0,810.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.13,0.501,54.52,9.759
2009-09-25,810.0,356234.97,0.25,1.23,0.01,0.44,0.0,356234.97,0.0,810.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.12,0.501,54.53,9.759
2009-09-28,810.0,351764.02,0.25,1.21,0.01,0.44,0.0,351764.02,0.0,810.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.43,0.5004,54.22,9.759
2009-09-29,810.0,348076.41,0.25,1.18,0.01,0.44,0.0,348076.41,0.0,810.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.69,0.4999,53.96,9.759
2009-09-30,810.0,356198.02,0.25,1.17,0.01,0.44,0.0,356198.02,0.0,810.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.12,0.5011,54.54,9.759
2009-10-01,810.0,357676.02,0.25,1.17,0.01,0.44,0.0,357676.02,0.0,810.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.02,0.5013,54.64,9.759
2009-10-02,810.0,351764.02,0.25,1.14,0.01,0.44,0.0,351764.02,0.0,810.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.43,0.5005,54.23,9.759
2009-10-05,810.0,355459.02,0.25,1.13,0.01,0.44,0.0,355459.02,0.0,810.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.17,0.5009,54.48,9.759
2009-10-06,810.0,356198.02,0.25,1.13,0.01,0.44,0.0,356198.02,0.0,810.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.12,0.5011,54.54,9.759
2009-10-07,1614.0,710493.8,0.51,2.27,0.02,0.83,0.0,355246.9,807.0,807.0,355246.9,,807.0,,,0.39,,,,,,,807.0,,,,,3.0,0.39,0.0,,,100.0,4.56,0.0,0.0,,0.0,100.0,29.14,0.3617,46.78,0.0912
2009-10-08,1614.0,711230.06,0.51,2.26,0.02,0.83,0.0,355615.03,807.0,807.0,355615.03,,,,,,,,,,,,,,,,,,0.39,,,,100.0,4.56,0.0,0.0,,0.0,100.0,29.09,0.3622,46.9,0.0912
2009-10-09,1614.0,716383.9,0.51,2.26,0.02,0.83,0.0,358191.95,807.0,807.0,358191.95,,,,,,,,,,,,,,,,,,0.39,,,,100.0,4.56,0.0,0.0,,0.0,100.0,29.22,0.362,46.82,0.0912
2009-10-12,1614.0,710994.46,0.51,2.3,0.02,0.83,0.0,355497.23,807.0,807.0,355497.23,,,,,,,,,,,,,,,,,,0.39,,,,100.0,4.56,0.0,0.0,,0.0,100.0,29.04,0.3625,46.97,0.0912
2009-10-13,1614.0,709757.54,0.51,2.4,0.02,0.83,0.0,354878.77,807.0,807.0,354878.77,,,,,,,,,,,,,,,,,,0.39,,,,100.0,4.56,0.0,0.0,,0.0,100.0,29.03,0.3624,46.95,0.0912
2009-10-14,1614.0,700922.38,0.51,2.39,0.02,0.83,0.0,350461.19,807.0,807.0,350461.19,,,,,,,,,,,,,,,,,,0.39,,,,100.0,4.56,0.0,0.0,,0.0,100.0,28.78,0.3629,47.11,0.0912
2009-10-15,1614.0,707548.75,0.51,2.37,0.02,0.83,0.0,353774.37,807.0,807.0,353774.37,,,,,,,,,,,,,,,,,,0.39,,,,100.0,4.56,0.0,0.0,,0.0,100.0,29.11,0.3615,46.73,0.0912
2009-10-16,1614.0,707106.99,0.51,2.4,0.02,0.83,0.0,353553.49,807.0,807.0,353553.49,,,,,,,,,,,,,,,,,,0.39,,,,100.0,4.56,0.0,0.0,,0.0,100.0,28.92,0.3628,47.05,0.0912
2009-10-19,1614.0,712555.33,0.51,3.29,0.02,0.83,0.0,356277.67,807.0,807.0,356277.67,,,,,,,,,,,,,,,,,,0.39,,,,100.0,4.56,0.0,0.0,,0.0,100.0,29.09,0.3624,46.94,0.0912
2009-10-20,1614.0,708285.01,0.51,3.75,0.02,0.83,0.0,354142.5,807.0,807.0,354142.5,,,,,,,,,,,,,,,,,,0.39,,,,100.0,4.56,0.0,0.0,,0.0,100.0,28.96,0.3627,47.02,0.0912
2009-10-21,1614.0,709757.54,0.51,4.01,0.02,0.83,0.0,354878.77,807.0,807.0,354878.77,,,,,,,,,,,,,,,,,,0.39,,,,100.0,4.56,0.0,0.0,,0.0,100.0,28.89,0.3635,47.21,0.0912
2009-10-22,1614.0,731845.43,0.51,4.2,0.02,0.84,0.0,365922.71,807.0,807.0,365922.71,,,,,,,,,,,,,,,,,,0.39,,,,100.0,4.56,0.0,0.0,,0.0,100.0,29.52,0.3622,46.79,0.0912
2009-10-23,1614.0,731845.43,0.51,3.64,0.02,0.84,0.0,365922.71,807.0,807.0,365922.71,,,,,,,,,,,,,,,,,,0.39,,,,100.0,4.56,0.0,0.0,,0.0,100.0,29.87,0.3603,46.28,0.0912
2009-10-26,1614.0,728900.37,0.51,3.82,0.02,0.84,0.0,364450.19,807.0,807.0,364450.19,,,,,,,,,,,,,,,,,,0.39,,,,100.0,4.56,0.0,0.0,,0.0,100.0,29.54,0.3616,46.65,0.0912
2009-10-27,1307.0,602180.11,0.41,3.16,0.01,0.65,0.0,230367.3,807.0,500.0,371812.82,,,,,,,,,,,,,,,,,307.0,0.39,0.2,,,100.0,4.56,0.0,0.0,,0.0,100.0,39.08,0.5239,60.92,0.0739
2009-10-28,1000.0,457085.21,0.31,2.31,0.01,0.5,0.0,228542.61,500.0,500.0,228542.61,,,,,,,,0.14,,307.0,,,,,,,,0.25,,,,3.2,2.83,15108.0,6905643.36,,7.52,3.2,49.82,0.5,50.18,0.0565
2009-10-29,1000.0,457997.56,0.31,2.44,0.01,0.51,0.0,228998.78,500.0,500.0,228998.78,,,,,,,,,,,,,,,,,,0.26,,,,3.2,2.83,15108.0,6919427.08,,7.71,3.2,49.6,0.5,50.4,0.0565
2009-10-30,1000.0,463927.8,0.31,2.27,0.01,0.5,0.0,231963.9,500.0,500.0,231963.9,,,,,,,,,,,,,,,,,,0.25,,,,3.2,2.83,15108.0,7009021.25,,7.55,3.2,49.58,0.5,50.42,0.0565
2009-11-02,1000.0,460278.42,0.31,2.18,0.01,0.5,0.0,230139.21,500.0,500.0,230139.21,,,,,,,,,,,,,,,,,,0.25,,,,3.2,2.83,15108.0,6953886.37,,7.63,3.2,49.98,0.5,50.02,0.0565
2009-11-03,1000.0,463471.63,0.31,2.18,0.01,0.51,0.0,231735.82,500.0,500.0,231735.82,,,,,,,,,,,,,,,,,,0.25,,,,3.2,2.83,15108.0,7002129.39,,7.61,3.2,49.8,0.5,50.2,0.0565
2009-11-04,1000.0,460734.59,0.31,2.05,0.01,0.5,0.0,230367.3,500.0,500.0,230367.3,,,,,,,,,,,,,,,,,,0.25,,,,3.2,2.83,15108.0,6960778.23,,7.57,3.2,49.81,0.5,50.19,0.0565
2009-11-05,2000.0,931504.99,0.63,4.11,0.02,1.02,0.0,232876.25,1500.0,500.0,698628.74,,,1000.0,,,,,,,,,,,1000.0,,,,0.76,,,,8.48,8.48,16191.0,7540998.64,,8.22,8.48,25.1,0.624,74.9,0.1131
2009-11-06,2000.0,931504.99,0.63,4.06,0.02,1.01,0.0,232876.25,1500.0,500.0,698628.74,,,,,,,,,,,,,,,,,,0.76,,,,8.48,8.48,16191.0,7540998.64,,8.19,8.47,25.2,0.623,74.8,0.1131
2009-11-09,2347.0,1092050.47,0.74,4.84,0.02,1.21,0.0,394105.98,1500.0,847.0,697944.48,,,,,,347.0,,,,,,,,,0.18,,,0.77,,,,8.48,8.48,16191.0,7533612.75,,8.27,8.48,21.14,0.472,63.55,0.1327
2009-11-10,2347.0,1096333.02,0.74,5.02,0.02,1.21,0.0,395651.5,1500.0,847.0,700681.52,,,,,,,,,,,,,,,,,,0.77,,,,8.48,8.48,16191.0,7563156.33,,8.27,8.48,21.2,0.4715,63.49,0.1327
2009-11-11,2347.0,1096333.02,0.74,4.99,0.02,1.21,0.0,395651.5,1500.0,847.0,700681.52,,,,,,,,,,,,,,,,,,0.77,,,,8.48,8.48,16199.0,7566893.29,,8.28,8.48,21.21,0.4716,63.5,0.1326
2009-11-12,1347.0,624296.29,0.42,2.87,0.01,0.7,0.0,392560.47,500.0,847.0,231735.82,,,,,,,,0.51,,1000.0,,,,,,,,0.26,,,,3.2,2.83,15108.0,7002129.39,,7.74,3.2,36.4,0.3395,36.69,0.0761
2009-11-13,1347.0,629212.0,0.42,2.99,0.01,0.7,0.0,395651.5,500.0,847.0,233560.51,,,,,,,,,,,,,,,,,,0.26,,,,3.2,2.83,15108.0,7057264.27,,7.74,3.2,36.57,0.3396,36.57,0.0761
2009-11-16,1000.0,468033.36,0.31,2.23,0.01,0.51,0.0,234016.68,500.0,500.0,234016.68,,,,,,,,,,,,,,,,,347.0,0.26,0.19,,,3.2,2.83,15108.0,7071047.99,,7.71,3.2,49.85,0.5,50.15,0.0565
2009-11-17,1000.0,468033.36,0.31,2.21,0.01,0.51,0.0,234016.68,500.0,500.0,234016.68,,,,,,,,,,,,,,,,,,0.26,,,,3.2,2.83,15108.0,7071047.99,,7.71,3.2,49.85,0.5,50.15,0.0565
2009-11-18,1000.0,468480.41,0.31,2.22,0.01,0.51,0.0,234240.2,500.0,500.0,234240.2,,,,,,,,,,,,,,,,,,0.26,,,,3.2,2.83,15108.0,7077802.01,,7.76,3.2,50.0,0.5,50.0,0.0565
2009-11-19,1000.0,463471.63,0.31,2.23,0.01,0.51,0.0,231735.82,500.0,500.0,231735.82,,,,,,,,,,,,,,,,,,0.26,,,,3.2,2.83,15108.0,7002129.39,,7.76,3.2,49.73,0.5,50.27,0.0565
2009-11-20,1000.0,465296.32,0.31,2.23,0.01,0.51,0.0,232648.16,500.0,500.0,232648.16,,,,,,,,,,,,,,,,,,0.26,,,,3.2,2.83,15108.0,7029696.83,,7.76,3.2,49.83,0.5,50.17,0.0565
2009-11-23,1000.0,460734.59,0.31,2.01,0.01,0.51,0.0,230367.3,500.0,500.0,230367.3,,,,,,,,,,,,,,,,,,0.26,,,,3.2,2.83,15108.0,6960778.23,,7.75,3.2,49.83,0.5,50.17,0.0565
2009-11-24,1000.0,464383.98,0.31,2.02,0.01,0.51,0.0,232191.99,500.0,500.0,232191.99,,,,,,,,,,,,,,,,,,0.26,,,,3.2,2.83,15108.0,7015913.11,,7.74,3.2,49.85,0.5,50.15,0.0565
2009-11-25,1004.0,469447.49,0.32,2.05,0.01,0.51,0.0,233788.59,504.0,500.0,235658.9,,,,,,,,,,,,,,,,4.0,,0.26,,,,3.23,2.85,15108.0,7064156.13,,7.71,3.23,49.7,0.496,49.9,0.0567
2009-11-26,1004.0,458913.55,0.32,2.01,0.01,0.51,0.0,228542.61,504.0,500.0,230370.95,,,,,,,,,,,,,,,,,,0.26,,,,100.0,2.85,0.0,0.0,,0.0,100.0,49.45,0.4961,50.16,0.0567
2009-11-27,1004.0,467139.19,0.32,2.05,0.01,0.51,0.0,232639.04,504.0,500.0,234500.15,,,,,,,,,,,,,,,,,,0.26,,,,100.0,2.85,0.0,0.0,,0.0,100.0,49.44,0.496,50.16,0.0567
2009-11-30,1004.0,468073.5,0.32,1.99,0.01,0.51,0.0,233104.33,504.0,500.0,234969.17,,,,,,,,,,,,,,,,,,0.26,,,,100.0,2.85,0.0,0.0,,0.0,100.0,49.59,0.496,50.01,0.0567
