,ALQWA FP Equity_DX_SI_QTY,ALQWA FP Equity_DX_SHORT_INTEREST_VALUE,ALQWA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALQWA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALQWA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALQWA FP Equity_DX_SI_MV,ALQWA FP Equity_DX_DSS,ALQWA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALQWA FP Equity_DX_SUPPLY_SI_QTY,ALQWA FP Equity_DX_BROKER_SI_QTY,ALQWA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALQWA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALQWA FP Equity_DX_BROKER_SI_MV_INC_x,ALQWA FP Equity_DX_BROKER_SI_QTY_ADD,ALQWA FP Equity_DX_SUPPLY_SI_MV_DEC,ALQWA FP Equity_DX_BROKER_SI_QTY_INC,ALQWA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALQWA FP Equity_DX_BROKER_SI_MV_INC_y,ALQWA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALQWA FP Equity_DX_BROKER_SI_MV_ADD,ALQWA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALQWA FP Equity_DX_BROKER_SI_QTY_DEC,ALQWA FP Equity_DX_SUPPLY_SI_MV,ALQWA FP Equity_DX_BROKER_SI_MV_DEC,ALQWA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALQWA FP Equity_DX_UTILIZATION_QUANTITY,ALQWA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALQWA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALQWA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALQWA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALQWA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALQWA FP Equity_DX_BROKER_SI_CON_RATIO,ALQWA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALQWA FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-02-18,200000.0,1157298.27,15.84,132.49,4.11,1.22,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-02-19,200000.0,1157298.27,15.84,132.49,4.11,1.22,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-02-20,200000.0,1157298.27,15.84,133.08,4.11,1.22,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-02-23,200000.0,1157298.27,15.84,133.06,4.11,1.22,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-02-24,200000.0,1157298.27,15.84,133.06,4.11,1.22,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-02-25,200000.0,1157298.27,15.84,150.4,4.11,1.22,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-02-26,200000.0,1157298.27,15.84,151.16,4.11,1.22,1.0,1157298.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-02-27,200000.0,1159195.48,15.84,169.9,4.11,1.22,1.0,1159195.48,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-02,200000.0,1161092.69,15.84,169.89,4.11,1.22,1.0,1161092.69,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-03,200000.0,1161092.69,15.84,169.93,4.11,1.22,1.0,1161092.69,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-04,200000.0,1161092.69,15.84,177.06,4.11,1.22,1.0,1161092.69,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-05,200000.0,1161092.69,15.84,182.6,4.11,1.22,1.0,1161092.69,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-06,200000.0,1161092.69,15.84,182.6,4.11,1.22,1.0,1161092.69,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-09,200000.0,1161092.69,15.84,182.6,4.11,1.22,1.0,1161092.69,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-10,200000.0,1161092.69,15.84,185.6,4.11,1.22,1.0,1161092.69,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-11,200000.0,1161092.69,15.84,207.47,4.11,1.22,1.0,1161092.69,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-12,200000.0,1161092.69,15.84,140.43,4.11,1.22,1.0,1161092.69,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-13,200000.0,1161092.69,15.84,151.7,4.11,1.22,1.0,1161092.69,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-16,200000.0,1161092.69,13.85,151.7,4.11,1.22,1.0,1161092.69,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-17,200000.0,1161092.69,13.85,159.28,4.11,1.22,1.0,1161092.69,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-18,200000.0,1161092.69,13.85,125.87,4.11,1.22,1.0,1161092.69,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-19,200000.0,1161092.69,13.85,125.87,4.11,1.22,1.0,1161092.69,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-20,200000.0,1161092.69,13.85,125.87,4.11,1.22,1.0,1161092.69,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-23,200000.0,1155401.06,13.85,126.4,4.11,1.22,1.0,1155401.06,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-24,200000.0,1140223.37,13.85,120.67,4.11,1.22,1.0,1140223.37,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-25,200000.0,1140223.37,13.85,112.94,4.11,1.22,1.0,1140223.37,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-26,200000.0,1144017.79,13.85,112.51,4.11,1.2,1.0,1144017.79,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-27,200000.0,1144017.79,13.85,101.91,4.11,1.2,1.0,1144017.79,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-30,200000.0,1144017.79,13.85,100.98,4.11,1.2,1.0,1144017.79,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-03-31,200000.0,1144017.79,13.85,100.98,4.11,1.21,1.0,1144017.79,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-01,200000.0,1144017.74,13.85,100.98,4.11,1.21,1.0,1144017.74,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-06,200000.0,1144017.74,13.85,100.78,4.11,1.19,1.0,1144017.74,0.0,200000.0,0.0,,,200000.0,,,,,,1.19,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-07,200000.0,1145946.94,13.85,100.78,4.11,1.19,1.0,1145946.94,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-08,200000.0,1147876.14,13.85,100.32,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-09,200000.0,1147876.14,13.85,100.32,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-10,200000.0,1147876.14,13.85,100.32,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-13,200000.0,1147876.14,13.85,100.32,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-14,200000.0,1147876.14,13.85,100.32,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-15,200000.0,1147876.14,13.85,100.32,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-16,200000.0,1147876.14,13.85,100.46,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-17,200000.0,1147876.14,13.85,100.46,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-20,200000.0,1147876.14,13.85,100.47,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-21,200000.0,1147876.14,13.85,100.09,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-22,200000.0,1147876.14,13.85,100.09,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-23,200000.0,1147876.14,13.85,99.64,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-24,200000.0,1147876.14,13.85,57.02,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-27,200000.0,1147876.14,13.85,87.88,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-28,200000.0,1147876.14,13.85,88.14,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-29,200000.0,1147876.14,13.85,61.18,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-04-30,200000.0,1147876.14,13.85,61.18,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-01,200000.0,1147876.14,13.85,68.12,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-04,200000.0,1147876.14,13.85,68.12,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-06,200000.0,1147876.14,13.85,68.12,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,200000.0,,,,,,1.19,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-07,200000.0,1147876.14,13.85,68.11,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-08,200000.0,1147876.14,13.85,70.06,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-11,200000.0,1147876.14,13.85,72.96,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-12,200000.0,1147876.14,13.85,73.14,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-13,200000.0,1147876.14,13.85,78.44,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-14,200000.0,1147876.14,13.85,79.0,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-15,200000.0,1147876.14,11.47,79.0,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-18,200000.0,1144017.74,11.47,79.0,4.11,1.19,1.0,1144017.74,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-19,200000.0,1144017.74,4.11,78.69,4.11,1.19,1.0,1144017.74,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-20,200000.0,1145946.94,4.11,78.82,4.11,1.19,1.0,1145946.94,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-21,200000.0,1145946.94,4.11,78.67,4.11,1.19,1.0,1145946.94,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-22,200000.0,1145946.94,4.11,78.67,4.11,1.19,1.0,1145946.94,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-25,200000.0,1145946.94,4.11,78.66,4.11,1.19,1.0,1145946.94,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-26,200000.0,1147876.14,4.11,78.66,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-27,200000.0,1147876.14,4.11,77.98,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-28,200000.0,1147876.14,4.11,23.58,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-05-29,200000.0,1147876.14,4.11,23.58,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-01,200000.0,1147876.14,4.11,23.58,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-02,200000.0,1147876.14,4.11,23.58,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-03,200000.0,1147876.14,4.11,23.58,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-04,200000.0,1140159.33,4.11,23.54,4.11,1.19,1.0,1140159.33,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-05,200000.0,1140159.33,4.11,23.53,4.11,1.18,1.0,1140159.33,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-08,200000.0,1140159.33,4.11,28.57,4.11,1.18,1.0,1140159.33,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-09,200000.0,1140159.33,4.11,28.57,4.11,1.18,1.0,1140159.33,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-10,200000.0,1142088.53,4.11,28.57,4.11,1.18,1.0,1142088.53,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-11,200000.0,1142088.53,4.11,33.27,4.11,1.18,1.0,1142088.53,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-12,200000.0,1142088.53,4.11,33.27,4.11,1.18,1.0,1142088.53,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-15,200000.0,1142088.53,4.11,33.27,4.11,1.18,1.0,1142088.53,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-16,200000.0,1142088.53,4.11,33.26,4.11,1.18,1.0,1142088.53,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-17,200000.0,1147876.14,4.11,33.26,4.11,1.18,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-18,200000.0,1147876.14,4.11,33.08,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-19,200000.0,1147876.14,4.11,33.07,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-22,200000.0,1147876.14,4.11,33.05,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-23,200000.0,1155592.96,4.11,33.03,4.11,1.19,1.0,1155592.96,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-24,200000.0,1155592.96,4.11,25.71,4.11,1.2,1.0,1155592.96,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-25,200000.0,1155592.96,4.11,25.71,4.11,1.2,1.0,1155592.96,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-26,200000.0,1155592.96,4.11,25.71,4.11,1.2,1.0,1155592.96,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-29,200000.0,1145946.94,4.11,25.71,4.11,1.2,1.0,1145946.94,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-30,200000.0,1145946.94,4.11,25.68,4.11,1.19,1.0,1145946.94,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-01,200000.0,1145946.94,4.11,25.68,4.11,1.19,1.0,1145946.94,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-02,200000.0,1145946.94,4.11,25.73,4.11,1.19,1.0,1145946.94,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-03,200000.0,1145946.94,4.11,25.73,4.11,1.18,1.0,1145946.94,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-06,200000.0,1145946.94,4.11,25.73,4.11,1.19,1.0,1145946.94,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-07,200000.0,1145946.94,4.11,25.73,4.11,1.19,1.0,1145946.94,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-08,200000.0,1147876.14,4.11,23.98,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-09,200000.0,1147876.14,4.11,82.54,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-10,200000.0,1147876.14,4.11,82.31,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-13,200000.0,1147876.14,4.11,82.31,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-14,200000.0,1147876.14,4.11,82.38,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-15,200000.0,1147876.14,4.11,82.63,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-16,200000.0,1144017.74,4.11,83.06,4.11,1.19,1.0,1144017.74,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-17,200000.0,1138230.13,4.11,82.81,4.11,1.19,1.0,1138230.13,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-20,200000.0,1144017.74,4.11,82.45,4.11,1.18,1.0,1144017.74,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-21,200000.0,1144017.74,4.11,81.06,4.11,1.19,1.0,1144017.74,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-22,200000.0,1147876.14,4.11,80.96,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-23,200000.0,1147876.14,4.11,80.85,4.11,1.19,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-24,200000.0,1157522.16,4.11,80.76,4.11,1.19,1.0,1157522.16,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-27,200000.0,1186460.22,4.11,80.39,4.11,1.2,1.0,1186460.22,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-28,200000.0,1186460.22,4.11,79.97,4.11,1.23,1.0,1186460.22,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-29,200000.0,1186460.22,4.11,79.97,4.11,1.23,1.0,1186460.22,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-30,200000.0,1186460.22,4.11,80.87,4.11,1.23,1.0,1186460.22,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-31,200000.0,1147876.14,4.11,80.8,4.11,1.23,1.0,1147876.14,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-03,200000.0,1128584.11,4.11,79.16,4.11,1.19,1.0,1128584.11,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-04,200000.0,1126654.91,4.11,77.85,4.11,1.17,1.0,1126654.91,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
