,ALWIT FP Equity_DX_SI_QTY,ALWIT FP Equity_DX_SHORT_INTEREST_VALUE,ALWIT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALWIT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALWIT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALWIT FP Equity_DX_SI_MV,ALWIT FP Equity_DX_DSS,ALWIT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALWIT FP Equity_DX_SUPPLY_SI_QTY,ALWIT FP Equity_DX_BROKER_SI_QTY,ALWIT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALWIT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALWIT FP Equity_DX_BROKER_SI_MV_INC_x,ALWIT FP Equity_DX_BROKER_SI_QTY_ADD,ALWIT FP Equity_DX_SUPPLY_SI_MV_DEC,ALWIT FP Equity_DX_BROKER_SI_QTY_INC,ALWIT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALWIT FP Equity_DX_BROKER_SI_MV_INC_y,ALWIT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALWIT FP Equity_DX_BROKER_SI_MV_ADD,ALWIT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALWIT FP Equity_DX_BROKER_SI_QTY_DEC,ALWIT FP Equity_DX_SUPPLY_SI_MV,ALWIT FP Equity_DX_BROKER_SI_MV_DEC,ALWIT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALWIT FP Equity_DX_UTILIZATION_QUANTITY,ALWIT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALWIT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALWIT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALWIT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALWIT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALWIT FP Equity_DX_BROKER_SI_CON_RATIO,ALWIT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALWIT FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-12-14,2957.0,21053.84,0.15,0.85,0.07,0.02,0.0,15357.84,857.0,2157.0,6101.84,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2021-12-15,2957.0,21024.27,0.15,0.85,0.07,0.02,0.0,15336.27,857.0,2157.0,6093.27,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2021-12-16,2957.0,20699.0,0.15,0.85,0.07,0.02,0.0,15099.0,857.0,2157.0,5999.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9621,98.07,1.7252
2021-12-17,2957.0,21053.84,0.15,0.85,0.07,0.02,0.0,15357.84,857.0,2157.0,6101.84,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.92,0.9623,98.08,1.7252
2021-12-20,2957.0,20669.43,0.15,0.85,0.07,0.02,0.0,15077.43,857.0,2157.0,5990.43,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2021-12-21,2957.0,21112.98,0.15,0.85,0.07,0.02,0.0,15400.98,857.0,2157.0,6118.98,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2021-12-22,2957.0,21201.69,0.15,0.89,0.07,0.02,0.0,15465.69,857.0,2157.0,6144.69,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9621,98.07,1.7252
2021-12-23,2957.0,21349.54,0.15,0.87,0.07,0.02,0.0,15573.54,857.0,2157.0,6187.54,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2021-12-24,2957.0,21231.26,0.15,0.85,0.07,0.02,0.0,15487.26,857.0,2157.0,6153.26,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2021-12-27,2957.0,21260.83,0.15,0.85,0.07,0.02,0.0,15508.83,857.0,2157.0,6161.83,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2021-12-28,2957.0,21231.26,0.15,0.85,0.07,0.02,0.0,15487.26,857.0,2157.0,6153.26,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2021-12-29,2957.0,20994.7,0.15,0.86,0.07,0.02,0.0,15314.7,857.0,2157.0,6084.7,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9621,98.07,1.7252
2021-12-30,2957.0,20994.7,0.15,0.85,0.07,0.02,0.0,15314.7,857.0,2157.0,6084.7,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2021-12-31,2957.0,21024.27,0.15,0.91,0.07,0.02,0.0,15336.27,857.0,2157.0,6093.27,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9621,98.07,1.7252
2022-01-03,2957.0,21172.12,0.15,0.95,0.07,0.02,0.0,15444.12,857.0,2157.0,6136.12,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.92,0.9623,98.08,1.7252
2022-01-04,2957.0,21467.82,0.15,0.93,0.07,0.02,0.0,15659.82,857.0,2157.0,6221.82,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2022-01-05,2957.0,21438.25,0.15,0.91,0.07,0.02,0.0,15638.25,857.0,2157.0,6213.25,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2022-01-06,2957.0,21349.54,0.15,0.91,0.07,0.02,0.0,15573.54,857.0,2157.0,6187.54,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.92,0.9623,98.08,1.7252
2022-01-07,2957.0,21172.12,0.15,0.86,0.07,0.02,0.0,15444.12,857.0,2157.0,6136.12,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9621,98.07,1.7252
2022-01-10,2957.0,20758.14,0.15,0.92,0.07,0.02,0.0,15142.14,857.0,2157.0,6016.14,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2022-01-11,2957.0,20758.14,0.15,0.94,0.07,0.02,0.0,15142.14,857.0,2157.0,6016.14,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9621,98.07,1.7252
2022-01-12,2957.0,20758.14,0.15,1.02,0.07,0.02,0.0,15142.14,857.0,2157.0,6016.14,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.94,0.962,98.06,1.7252
2022-01-13,2957.0,20817.28,0.15,1.05,0.07,0.02,0.0,15185.28,857.0,2157.0,6033.28,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2022-01-14,2957.0,20758.14,0.15,1.1,0.07,0.02,0.0,15142.14,857.0,2157.0,6016.14,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.92,0.9622,98.08,1.7252
2022-01-17,2957.0,20758.14,0.15,1.12,0.07,0.02,0.0,15142.14,857.0,2157.0,6016.14,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2022-01-18,2957.0,20758.14,0.15,1.09,0.07,0.02,0.0,15142.14,857.0,2157.0,6016.14,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.92,0.9623,98.08,1.7252
2022-01-19,2957.0,21172.12,0.15,1.13,0.07,0.02,0.0,15444.12,857.0,2157.0,6136.12,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2022-01-20,2957.0,21290.4,0.15,1.08,0.07,0.02,0.0,15530.4,857.0,2157.0,6170.4,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2022-01-21,2957.0,21172.12,0.15,1.09,0.07,0.02,0.0,15444.12,857.0,2157.0,6136.12,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2022-01-24,2957.0,19930.18,0.15,1.13,0.07,0.02,0.0,14538.18,857.0,2157.0,5776.18,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2022-01-25,2957.0,20728.57,0.15,1.05,0.07,0.02,0.0,15120.57,857.0,2157.0,6007.57,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,1.7252
2022-01-26,2957.0,20699.0,0.15,1.02,0.07,0.02,0.0,15099.0,857.0,2157.0,5999.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.92,0.9622,98.08,3.4504
2022-01-27,2957.0,20994.7,0.15,1.01,0.07,0.02,0.0,15314.7,857.0,2157.0,6084.7,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.92,0.9624,98.08,3.4504
2022-01-28,2957.0,22177.5,0.15,0.89,0.07,0.02,0.0,16177.5,857.0,2157.0,6427.5,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,3.4504
2022-01-31,2957.0,22354.92,0.15,0.69,0.07,0.02,0.0,16306.92,857.0,2157.0,6478.92,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.93,0.9621,98.07,3.4504
2022-02-01,2957.0,23094.17,0.15,0.66,0.07,0.02,0.0,16846.17,857.0,2157.0,6693.17,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.93,0.9621,98.07,3.4504
2022-02-02,2957.0,23360.3,0.15,0.57,0.07,0.02,0.0,17040.3,857.0,2157.0,6770.3,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.93,0.9621,98.07,3.4504
2022-02-03,2957.0,22621.05,0.15,0.53,0.07,0.02,0.0,16501.05,857.0,2157.0,6556.05,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.94,0.962,98.06,3.4504
2022-02-04,2957.0,22088.79,0.15,0.52,0.07,0.02,0.0,16112.79,857.0,2157.0,6401.79,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.92,0.9624,98.08,3.4504
2022-02-07,2957.0,22207.07,0.15,0.5,0.07,0.02,0.0,16199.07,857.0,2157.0,6436.07,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,3.4504
2022-02-08,2957.0,22828.04,0.15,0.49,0.07,0.02,0.0,16652.04,857.0,2157.0,6616.04,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,3.4504
2022-02-09,2957.0,22828.04,0.15,0.48,0.07,0.02,0.0,16652.04,857.0,2157.0,6616.04,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,3.4504
2022-02-10,2957.0,22561.91,0.15,0.48,0.07,0.02,0.0,16457.91,857.0,2157.0,6538.91,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.93,0.9622,98.07,3.4504
2022-02-11,2957.0,22354.92,0.15,0.48,0.07,0.02,0.0,16306.92,857.0,2157.0,6478.92,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.91,0.9625,98.09,3.4504
2022-02-14,2957.0,20787.71,0.15,0.46,0.07,0.02,0.0,15163.71,857.0,2157.0,6024.71,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.92,0.9623,98.08,3.4504
2022-02-15,3357.0,23499.0,0.17,0.46,0.08,0.02,0.0,16499.0,1057.0,2357.0,7399.0,200.0,0.0,,,200.0,,0.0,200.0,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.7,0.9666,98.3,3.176
2022-02-16,3357.0,23499.0,0.17,0.46,0.08,0.02,0.0,16499.0,1057.0,2357.0,7399.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.7,0.9666,98.3,3.176
2022-02-17,3529.0,24632.42,0.18,0.49,0.09,0.02,0.0,17052.14,1143.0,2443.0,7978.14,86.0,0.0,,,86.0,,0.0,86.0,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9682,98.39,3.0875
2022-02-18,3529.0,24138.36,0.18,0.5,0.09,0.02,0.0,16710.12,1143.0,2443.0,7818.12,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-02-21,3529.0,24067.78,0.18,0.49,0.09,0.02,0.0,16661.26,1143.0,2443.0,7795.26,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9682,98.39,3.0875
2022-02-22,3529.0,23644.3,0.18,0.5,0.09,0.02,0.0,16368.1,1143.0,2443.0,7658.1,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9682,98.39,3.0875
2022-02-23,3529.0,23785.46,0.18,0.49,0.09,0.02,0.0,16465.82,1143.0,2443.0,7703.82,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-02-24,3529.0,22267.99,0.18,0.49,0.09,0.02,0.0,15415.33,1143.0,2443.0,7212.33,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-02-25,3529.0,23256.11,0.18,0.46,0.09,0.02,0.0,16099.37,1143.0,2443.0,7532.37,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.59,0.9687,98.41,3.0875
2022-02-28,3529.0,22867.92,0.18,0.45,0.09,0.02,0.0,15830.64,1143.0,2443.0,7406.64,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9682,98.39,3.0875
2022-03-01,3529.0,22550.31,0.18,0.45,0.09,0.02,0.0,15610.77,1143.0,2443.0,7303.77,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-03-02,3529.0,21350.45,0.18,0.45,0.09,0.02,0.0,14780.15,1143.0,2443.0,6915.15,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9682,98.39,3.0875
2022-03-03,3529.0,21526.9,0.18,0.44,0.09,0.02,0.0,14902.3,1143.0,2443.0,6972.3,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9682,98.39,3.0875
2022-03-04,3529.0,20432.91,0.18,0.44,0.09,0.02,0.0,14144.97,1143.0,2443.0,6617.97,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-03-07,3529.0,18668.41,0.18,0.43,0.09,0.02,0.0,12923.47,1143.0,2443.0,6046.47,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-03-08,3529.0,18774.28,0.18,0.4,0.09,0.02,0.0,12996.76,1143.0,2443.0,6080.76,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.62,0.9682,98.38,3.0875
2022-03-09,3529.0,20115.3,0.18,0.4,0.09,0.02,0.0,13925.1,1143.0,2443.0,6515.1,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.63,0.968,98.37,3.0875
2022-03-10,3529.0,19727.11,0.18,0.39,0.09,0.02,0.0,13656.37,1143.0,2443.0,6389.37,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-03-11,3529.0,19515.37,0.18,0.41,0.09,0.02,0.0,13509.79,1143.0,2443.0,6320.79,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.6,0.9685,98.4,3.0875
2022-03-14,3529.0,21068.13,0.18,0.44,0.09,0.02,0.0,14584.71,1143.0,2443.0,6823.71,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9682,98.39,3.0875
2022-03-15,3529.0,20821.1,0.18,0.43,0.09,0.02,0.0,14413.7,1143.0,2443.0,6743.7,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9682,98.39,3.0875
2022-03-16,3529.0,21809.22,0.18,0.46,0.09,0.02,0.0,15097.74,1143.0,2443.0,7063.74,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.62,0.9681,98.38,3.0875
2022-03-17,3529.0,22091.54,0.18,0.45,0.09,0.02,0.0,15293.18,1143.0,2443.0,7155.18,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.62,0.9681,98.38,3.0875
2022-03-18,3529.0,22056.25,0.18,0.45,0.09,0.02,0.0,15268.75,1143.0,2443.0,7143.75,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-03-21,3529.0,22232.7,0.18,0.46,0.09,0.02,0.0,15390.9,1143.0,2443.0,7200.9,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9682,98.39,3.0875
2022-03-22,3529.0,23997.2,0.18,0.46,0.09,0.02,0.0,16612.4,1143.0,2443.0,7772.4,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9682,98.39,3.0875
2022-03-23,3529.0,24067.78,0.18,0.44,0.09,0.02,0.0,16661.26,1143.0,2443.0,7795.26,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.65,0.9675,98.35,3.0875
2022-03-24,3529.0,23926.62,0.18,0.44,0.09,0.02,0.0,16563.54,1143.0,2443.0,7749.54,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.66,0.9674,98.34,3.0875
2022-03-25,3529.0,23926.62,0.18,0.43,0.09,0.02,0.0,16563.54,1143.0,2443.0,7749.54,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.65,0.9675,98.35,3.0875
2022-03-28,3529.0,23397.27,0.18,0.44,0.09,0.02,0.0,16197.09,1143.0,2443.0,7578.09,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9682,98.39,3.0875
2022-03-29,3529.0,23856.04,0.18,0.5,0.09,0.02,0.0,16514.68,1143.0,2443.0,7726.68,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.62,0.9681,98.38,3.0875
2022-03-30,3529.0,23573.72,0.18,0.51,0.09,0.02,0.0,16319.24,1143.0,2443.0,7635.24,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.62,0.9682,98.38,3.0875
2022-03-31,3529.0,23785.46,0.18,0.52,0.09,0.02,0.0,16465.82,1143.0,2443.0,7703.82,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-04-01,3529.0,23785.46,0.18,0.51,0.09,0.02,0.0,16465.82,1143.0,2443.0,7703.82,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.62,0.9682,98.38,3.0875
2022-04-04,3529.0,23856.04,0.18,0.51,0.09,0.02,0.0,16514.68,1143.0,2443.0,7726.68,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-04-05,3529.0,23820.75,0.18,0.51,0.09,0.02,0.0,16490.25,1143.0,2443.0,7715.25,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-04-06,3529.0,23503.14,0.18,0.52,0.09,0.02,0.0,16270.38,1143.0,2443.0,7612.38,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9682,98.39,3.0875
2022-04-07,3529.0,23538.43,0.18,0.5,0.09,0.02,0.0,16294.81,1143.0,2443.0,7623.81,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-04-08,3529.0,23467.85,0.18,0.54,0.09,0.02,0.0,16245.95,1143.0,2443.0,7600.95,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.62,0.9682,98.38,3.0875
2022-04-11,3529.0,23220.82,0.18,0.56,0.09,0.02,0.0,16074.94,1143.0,2443.0,7520.94,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.62,0.9682,98.38,3.0875
2022-04-12,3529.0,23044.37,0.18,0.55,0.09,0.02,0.0,15952.79,1143.0,2443.0,7463.79,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-04-13,3529.0,25126.48,0.18,0.55,0.09,0.02,0.0,17394.16,1143.0,2443.0,8138.16,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.62,0.9682,98.38,3.0875
2022-04-14,3529.0,24985.32,0.18,0.48,0.09,0.02,0.0,17296.44,1143.0,2443.0,8092.44,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.65,0.9675,98.35,3.0875
2022-04-15,3529.0,24985.32,0.18,0.45,0.09,0.02,0.0,17296.44,1143.0,2443.0,8092.44,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.65,0.9675,98.35,3.0875
2022-04-18,3529.0,24985.32,0.18,0.45,0.09,0.03,0.0,17296.44,1143.0,2443.0,8092.44,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-04-19,3529.0,25055.9,0.18,0.45,0.09,0.03,0.0,17345.3,1143.0,2443.0,8115.3,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.62,0.9682,98.38,3.0875
2022-04-20,3529.0,25408.8,0.18,0.46,0.09,0.03,0.0,17589.6,1143.0,2443.0,8229.6,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.62,0.9681,98.38,3.0875
2022-04-21,3529.0,25761.7,0.18,0.51,0.09,0.03,0.0,17833.9,1143.0,2443.0,8343.9,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9682,98.39,3.0875
2022-04-22,3529.0,27349.75,0.18,0.51,0.09,0.03,0.0,18933.25,1143.0,2443.0,8858.25,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.63,0.968,98.37,3.0875
2022-04-25,3529.0,27702.65,0.18,0.47,0.09,0.03,0.0,19177.55,1143.0,2443.0,8972.55,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-04-26,3529.0,27702.65,0.18,0.44,0.09,0.03,0.0,19177.55,1143.0,2443.0,8972.55,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-04-27,3529.0,27067.43,0.18,0.43,0.09,0.03,0.0,18737.81,1143.0,2443.0,8766.81,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-04-28,3529.0,27243.88,0.18,0.44,0.09,0.03,0.0,18859.96,1143.0,2443.0,8823.96,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-04-29,3529.0,27032.14,0.18,0.44,0.09,0.03,0.0,18713.38,1143.0,2443.0,8755.38,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.62,0.9682,98.38,3.0875
2022-05-02,3529.0,26679.24,0.18,0.47,0.09,0.03,0.0,18469.08,1143.0,2443.0,8641.08,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
2022-05-03,3529.0,26749.82,0.18,0.46,0.09,0.03,0.0,18517.94,1143.0,2443.0,8663.94,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.62,0.9682,98.38,3.0875
2022-05-04,3529.0,26714.53,0.18,0.46,0.09,0.03,0.0,18493.51,1143.0,2443.0,8652.51,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.62,0.9681,98.38,3.0875
2022-05-05,3529.0,26820.4,0.18,0.47,0.09,0.03,0.0,18566.8,1143.0,2443.0,8686.8,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.62,0.9681,98.38,3.0875
2022-05-06,3529.0,25867.57,0.18,0.49,0.09,0.03,0.0,17907.19,1143.0,2443.0,8378.19,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.63,0.968,98.37,3.0875
2022-05-09,3529.0,25302.93,0.18,0.47,0.09,0.03,0.0,17516.31,1143.0,2443.0,8195.31,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9682,98.39,3.0875
2022-05-10,3529.0,25020.61,0.18,0.48,0.09,0.03,0.0,17320.87,1143.0,2443.0,8103.87,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9682,98.39,3.0875
2022-05-11,3529.0,24703.0,0.18,0.47,0.09,0.03,0.0,17101.0,1143.0,2443.0,8001.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9682,98.39,3.0875
2022-05-12,3529.0,24526.55,0.18,0.46,0.09,0.03,0.0,16978.85,1143.0,2443.0,7943.85,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.6,0.9686,98.4,3.0875
2022-05-13,3529.0,24526.55,0.18,0.46,0.09,0.02,0.0,16978.85,1143.0,2443.0,7943.85,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.6,0.9685,98.4,3.0875
2022-05-16,3529.0,24703.0,0.18,0.46,0.09,0.02,0.0,17101.0,1143.0,2443.0,8001.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.6,0.9685,98.4,3.0875
2022-05-17,3529.0,24914.74,0.18,0.46,0.09,0.02,0.0,17247.58,1143.0,2443.0,8069.58,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.62,0.9681,98.38,3.0875
2022-05-18,3529.0,24914.74,0.18,0.46,0.09,0.03,0.0,17247.58,1143.0,2443.0,8069.58,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.61,0.9683,98.39,3.0875
