,SMCP FP Equity_DX_SI_QTY,SMCP FP Equity_DX_SHORT_INTEREST_VALUE,SMCP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SMCP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SMCP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SMCP FP Equity_DX_SI_MV,SMCP FP Equity_DX_DSS,SMCP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SMCP FP Equity_DX_SUPPLY_SI_QTY,SMCP FP Equity_DX_BROKER_SI_QTY,SMCP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SMCP FP Equity_DX_BROKER_SI_MV_NEW_x,SMCP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SMCP FP Equity_DX_SUPPLY_SI_QTY_INC_x,SMCP FP Equity_DX_BROKER_SI_MV_INC_x,SMCP FP Equity_DX_SUPPLY_SI_MV_NEW,SMCP FP Equity_DX_BROKER_SI_QTY_ADD,SMCP FP Equity_DX_BROKER_SI_QTY_NEW,SMCP FP Equity_DX_SUPPLY_SI_MV_DEC,SMCP FP Equity_DX_BROKER_SI_QTY_INC,SMCP FP Equity_DX_SUPPLY_SI_QTY_DEC,SMCP FP Equity_DX_BROKER_SI_MV_NEW_y,SMCP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SMCP FP Equity_DX_BROKER_SI_MV_INC_y,SMCP FP Equity_DX_SUPPLY_SI_QTY_INC_y,SMCP FP Equity_DX_BROKER_SI_MV_ADD,SMCP FP Equity_DX_SUPPLY_SI_QTY_ADD,SMCP FP Equity_DX_BROKER_SI_QTY_DEC,SMCP FP Equity_DX_SUPPLY_SI_MV,SMCP FP Equity_DX_BROKER_SI_MV_DEC,SMCP FP Equity_DX_SUPPLY_SI_MV_RMV,SMCP FP Equity_DX_BROKER_SI_MV_RMV,SMCP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SMCP FP Equity_DX_UTILIZATION_QUANTITY,SMCP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SMCP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SMCP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SMCP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SMCP FP Equity_DX_ACTIVE_UTILIZATION_MV,SMCP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SMCP FP Equity_DX_BROKER_SI_CON_RATIO,SMCP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SMCP FP Equity_DX_DEMAND_SUPPLY_RATIO,SMCP FP Equity_PX_LAST
2020-02-07,5594989.0,44088513.32,17.78,26.18,7.49,47.25,2.0,38565515.88,3614219.0,4894101.0,28480045.72,,,,,,,,,,,,,,,,,,29.6,,,,66.67,51.5,1807214.0,14240846.32,,14.83,66.62,13.56,0.1335,27.38,0.7973,7.88
2020-02-10,5224101.0,40852469.82,16.6,24.04,6.99,43.04,2.0,38007233.2,3257172.0,4860260.0,25471085.04,,,100005.0,,,,,4.84,,557047.0,,,,100005.0,,99995.0,33841.0,25.75,0.44,,,59.22,46.4,2242844.0,17539040.08,,17.76,59.19,14.37,0.146,29.17,0.7443,7.82
2020-02-11,5286945.0,41079562.65,16.8,24.18,7.07,43.23,2.0,38146325.49,3353778.0,4909437.0,26058855.06,,,83773.0,0.76,,,,0.15,100000.0,13850.0,,,0.76,83773.0,,26683.0,50823.0,26.24,0.48,,,59.93,47.76,2242844.0,17426897.88,,17.55,59.92,16.07,0.1471,28.77,0.7528,7.77
2020-02-12,5300150.0,43408228.5,16.84,24.36,7.09,43.44,2.0,40428370.71,3273837.0,4936309.0,26812725.03,,,11908.0,0.33,,,,0.75,51982.0,91849.0,,,0.33,11908.0,,,25110.0,25.62,0.2,,,58.53,46.62,2319723.0,18998531.37,,18.28,58.36,16.04,0.1474,28.57,0.7547,8.19
2020-02-13,5225572.0,43163224.72,16.61,22.85,6.99,44.3,2.0,40133316.3,3267907.0,4858755.0,26992911.82,,,,0.4,,,,0.06,2976.0,8906.0,,,0.4,,,2976.0,80530.0,26.84,0.38,,,59.15,46.53,2256511.0,18638780.86,,18.57,59.1,16.65,0.1473,28.55,0.744,8.26
2020-02-14,5154863.0,41599744.41,16.38,22.62,6.9,43.79,2.0,38639531.22,3267907.0,4788046.0,26372009.49,,,,,,,,,,,,,,,,,70709.0,26.95,0.51,,,59.15,46.53,2256511.0,18210043.77,,18.67,59.08,16.79,0.1487,29.01,0.734,8.07
2020-02-17,4408102.0,35352978.04,14.01,19.48,5.9,37.3,2.0,32411105.7,2695161.0,4041285.0,21615191.22,,,12577.0,,,,,4.91,,585323.0,,,,12577.0,,,746761.0,21.74,6.35,,,50.24,38.38,2669771.0,21411563.42,,21.54,50.23,16.68,0.119,20.69,0.6277,8.02
2020-02-18,4221929.0,33353239.1,13.42,18.74,5.65,35.19,2.0,30455503.3,2649050.0,3855127.0,20927495.0,,,,0.05,,,,0.39,21242.0,46111.0,,,0.05,,,,207400.0,21.28,1.96,,,49.81,37.72,2669771.0,21091190.9,,21.41,49.84,17.5,0.1211,21.13,0.6011,7.9
2020-02-19,4408621.0,34563588.64,14.01,19.73,5.9,36.11,2.0,31687860.96,2670885.0,4041819.0,20939738.4,,,15483.0,1.59,,,,0.11,200000.0,61.0,,,1.59,15483.0,,6413.0,13308.0,21.1,0.36,,,50.01,38.03,2669832.0,20931482.88,,21.09,50.02,16.61,0.1304,24.69,0.6277,7.84
2020-02-20,4409609.0,34174469.75,14.01,20.33,5.9,35.82,2.0,31331754.25,2688432.0,4042807.0,20835348.0,,,18439.0,0.13,,,,0.04,22968.0,5421.0,,,0.13,18439.0,,4529.0,21980.0,21.08,0.2,,,81.66,38.28,603614.0,4678008.5,,4.69,81.81,17.11,0.1311,24.62,0.6279,7.75
2020-02-21,4392754.0,34483118.9,13.96,20.35,5.88,35.33,2.0,31342341.75,2685579.0,3992655.0,21081795.15,,,,,,,,0.02,,2853.0,,,,,,,50152.0,20.78,0.42,,,81.65,38.24,603614.0,4738369.9,,4.72,81.48,17.06,0.1322,24.59,0.6255,7.85
2020-02-24,4375411.0,30146581.79,13.9,20.07,5.85,35.02,2.0,27420319.03,2668236.0,3979727.0,18384146.04,,,,,,,,0.13,,17343.0,,,,,,,12928.0,20.74,0.07,,,81.55,38.0,603614.0,4158900.46,,4.27,82.93,17.49,0.1344,25.19,0.6231,6.89
2020-02-25,4343114.0,26579857.68,13.8,19.0,5.81,31.1,2.0,24362049.24,2733577.0,3980727.0,16729491.24,,,104864.0,0.15,,,,0.46,31000.0,49848.0,,,0.15,104864.0,,10325.0,30000.0,18.84,0.57,,,84.49,38.93,501955.0,3071964.6,,3.08,85.94,17.31,0.1323,24.89,0.6185,6.12
2020-02-26,4350758.0,28453957.32,13.83,17.64,5.82,28.7,2.0,26083946.34,2700280.0,3988371.0,17659831.2,,,,0.16,,,,0.33,84644.0,33297.0,,,0.16,,,,77000.0,16.59,0.55,,,84.32,38.45,501955.0,3282785.7,,3.28,83.51,16.65,0.1314,23.95,0.6195,6.54
2020-02-27,4613105.0,29570003.05,14.66,17.55,6.17,31.64,2.0,27247102.38,2740280.0,4250718.0,17565194.8,,,40150.0,1.93,,,,0.0,262347.0,150.0,,,1.93,40150.0,,,,17.74,,,,84.52,39.02,501955.0,3217531.55,,3.21,84.66,16.01,0.1266,23.08,0.6569,6.41
2020-02-28,4556214.0,28840834.62,14.48,17.44,6.1,30.49,2.0,26665308.57,2810979.0,4212529.0,17793497.07,,,163633.0,0.61,,22871.0,,0.65,107325.0,92934.0,,,0.61,163633.0,0.15,,168385.0,17.95,1.21,,,53.92,39.95,2402274.0,15206394.42,,15.31,53.96,18.62,0.1316,23.57,0.6475,6.33
2020-03-02,4563929.0,29209145.6,14.5,16.9,6.11,30.19,2.0,27009561.6,2800721.0,4220244.0,17924614.4,,,,0.07,,,,0.22,12715.0,30258.0,,,0.07,,,20000.0,5000.0,17.57,0.06,,,53.72,39.86,2412367.0,15439148.8,,15.13,53.72,18.48,0.1311,23.44,0.6495,6.4
2020-03-03,4556400.0,28750884.0,14.48,16.03,6.1,30.34,2.0,26582231.65,2665817.0,4212715.0,16821305.27,,,,0.13,,,,0.81,11173.0,134904.0,,,0.13,,,,18702.0,16.99,0.18,,,51.27,37.89,2533420.0,15985880.2,,16.12,51.32,18.82,0.1326,23.69,0.6475,6.31
2020-03-04,4761345.0,30234540.75,15.13,16.45,6.37,31.48,2.0,28052141.0,2664001.0,4417660.0,16916406.35,,,,1.23,,,,0.16,204945.0,18088.0,,,1.23,,,16272.0,,16.88,,,,51.08,37.82,2551508.0,16202075.8,,16.17,51.07,20.49,0.1338,22.66,0.6759,6.35
2020-03-05,4738545.0,28905124.5,15.06,16.29,6.34,31.11,2.0,26808646.0,2547098.0,4394860.0,15537297.8,,,4644.0,0.13,,,,0.81,23200.0,122968.0,,,0.13,4644.0,,1421.0,46000.0,16.02,0.29,,,49.51,35.89,2597054.0,15842029.4,,16.25,49.64,20.56,0.1356,22.85,0.6677,6.1
2020-03-06,4597842.0,28092814.62,14.61,15.72,6.15,29.22,2.0,25992899.27,2388640.0,4254157.0,14594590.4,,,29836.0,0.76,,,,1.39,142891.0,188294.0,,,0.76,29836.0,,,283594.0,14.54,2.0,,,46.17,33.46,2785348.0,17018476.28,,16.87,46.28,18.62,0.133,23.39,0.6441,6.11
2020-03-09,4514159.0,24557024.96,14.35,15.1,6.04,28.38,2.0,22766133.44,2418673.0,4184951.0,13157581.12,,,39500.0,0.17,,,,0.14,34169.0,21861.0,,,0.17,39500.0,,12394.0,103375.0,14.54,0.85,,,46.67,33.75,2763858.0,15035387.52,,16.39,47.01,18.7,0.1364,24.06,0.63,5.44
2020-03-10,4592158.0,23741456.86,14.59,15.11,6.14,26.32,2.0,22039451.5,2397159.0,4262950.0,12393312.03,,,1001.0,0.05,,,,0.5,94599.0,22515.0,,,0.05,1001.0,,,16600.0,13.27,0.1,,,46.26,33.36,2784924.0,14398057.08,,15.17,46.65,18.08,0.134,23.49,0.639,5.17
2020-03-11,4463225.0,22092963.75,14.18,14.82,5.97,24.38,2.0,20298875.85,2597455.0,4100783.0,12857402.25,,,200300.0,,,,,0.01,,4.0,,,,200300.0,,,162167.0,13.63,1.32,,,53.18,35.95,2286681.0,11319070.95,,11.78,53.63,18.37,0.1328,24.02,0.6178,4.95
2020-03-12,4551382.0,19548185.69,14.46,15.68,6.09,23.83,2.0,17991497.3,2555952.0,4188940.0,10977813.84,,,7384.0,0.84,,7384.0,,0.47,190773.0,48887.0,,,0.84,7384.0,0.04,,110000.0,12.81,0.62,,,53.94,35.4,2182518.0,9373914.81,,10.89,54.05,18.0,0.1368,23.56,0.6303,4.295
2020-03-13,4528186.0,17795770.98,14.39,14.86,6.06,20.96,2.0,16371373.92,2536355.0,4165744.0,9967875.15,,,4143.0,,,,,0.12,,23740.0,,,,4143.0,,,23196.0,10.83,0.32,,,53.75,35.14,2182518.0,8577295.74,,9.35,53.65,17.67,0.135,23.04,0.6274,3.93
2020-03-16,4542075.0,17078202.0,14.43,14.43,6.08,19.23,2.0,15715420.08,2560460.0,4179633.0,9627329.6,,,25093.0,0.0,,,,0.01,24956.0,988.0,,,0.0,25093.0,,,11067.0,9.98,0.37,,,53.98,35.33,2182518.0,8206267.68,,8.49,54.02,18.14,0.135,22.91,0.6267,3.76
2020-03-17,4508360.0,14336584.8,14.33,13.54,6.03,18.39,2.0,13184019.24,2565974.0,4145918.0,8159797.32,,,5514.0,,,,,,,,,,,5514.0,,,33715.0,9.68,0.21,,,54.04,35.26,2182518.0,6940407.24,,8.31,53.79,18.26,0.1377,23.22,0.6195,3.18
2020-03-18,4567903.0,14274696.88,14.52,12.46,6.11,16.22,2.0,13142065.63,2568182.0,4205461.0,8025568.75,,,,0.0,,43185.0,,,16358.0,,,,0.0,,0.2,2208.0,,8.32,,,,54.06,35.29,2182518.0,6820368.75,,6.97,54.42,17.51,0.1317,22.22,0.6276,3.125
2020-03-19,4554001.0,15028203.3,14.47,11.88,6.09,15.97,2.0,13832144.7,2568182.0,4191559.0,8475000.6,,,,0.18,,,,,86098.0,,,,0.18,,,,100000.0,8.14,0.33,,,54.06,35.29,2182518.0,7202309.4,,6.91,54.09,17.53,0.1354,22.32,0.6257,3.3
2020-03-20,4248786.0,15253141.74,13.5,11.23,5.68,15.63,2.0,13951974.96,2751182.0,3886344.0,9876743.38,,,221537.0,,,,,0.14,,46000.0,,,,221537.0,,7463.0,305215.0,9.08,0.66,,,58.12,37.8,1982518.0,7117239.62,,6.56,58.07,16.98,0.1353,23.43,0.5838,3.59
2020-03-23,4883767.0,15921080.42,15.52,12.8,6.53,18.83,2.0,13943623.1,2949407.0,4277185.0,9615066.82,,,49028.0,1.6,,,,,390841.0,,,,1.6,49028.0,,2512.0,,10.49,,,,59.8,40.64,1982518.0,6463008.68,,7.09,59.67,18.2,0.1281,20.9,0.6729,3.26
2020-03-24,4859988.0,17641756.44,15.44,12.68,6.5,17.55,2.0,15411970.86,2980784.0,4245722.0,10820245.92,,,6094.0,0.0,,,,,34537.0,,,,0.0,6094.0,,25283.0,66000.0,9.76,0.22,,,60.06,40.89,1982518.0,7196540.34,,6.45,60.23,18.08,0.1286,21.11,0.6666,3.63
2020-03-25,4542066.0,18894994.56,14.43,11.64,6.08,18.1,2.0,16443648.0,2837862.0,3952800.0,11805505.92,,,14625.0,,,,,0.21,,163290.0,,,,14625.0,,5743.0,292922.0,10.32,0.58,,,57.3,40.8,2115065.0,8798670.4,,7.61,57.56,19.39,0.1256,20.11,0.653,4.16
2020-03-26,4549088.0,18742242.56,14.46,11.4,6.09,20.23,2.0,16314466.64,2844884.0,3959822.0,11720922.08,,,,0.37,,,,,7022.0,,,,0.37,,,7022.0,,11.67,,,,57.36,40.88,2115065.0,8714067.8,,8.64,57.47,19.75,0.1276,20.45,0.6537,4.12
2020-03-27,4512472.0,17508391.36,14.34,11.15,6.04,19.86,2.0,15222039.28,2833213.0,3923206.0,10992866.44,,,,,,,,0.05,,11671.0,,,,,,,36616.0,11.56,0.24,,,57.26,40.71,2115065.0,8206452.2,,8.61,57.31,19.8,0.1279,20.51,0.6484,3.88
2020-03-30,4452450.0,16585376.25,14.15,10.92,5.96,18.72,2.0,14390360.4,2848191.0,3863184.0,10609511.48,,,22001.0,0.0,,,,0.05,22000.0,9021.0,,,0.0,22001.0,,1998.0,82022.0,11.04,0.48,,,57.39,41.01,2115065.0,7878617.13,,8.21,57.34,19.99,0.132,21.21,0.6411,3.725
2020-03-31,4532364.0,17540248.68,14.4,11.05,6.06,18.43,2.0,14815072.08,2963105.0,3828184.0,11467216.35,,,100161.0,,,,,,,,,,,100161.0,,14753.0,35000.0,11.06,0.16,,,58.35,42.62,2115065.0,8185301.55,,7.88,58.4,19.52,0.1278,20.68,0.6519,3.87
2020-04-01,4428051.0,16374932.6,14.07,10.74,5.92,18.24,2.0,13937336.73,2858806.0,3768885.0,10571864.59,,,,,,,,0.29,,104299.0,,,,,,,59299.0,11.02,0.4,,,56.8,41.15,2174350.0,8040746.3,,8.42,56.69,20.43,0.1329,21.7,0.6375,3.698
2020-04-02,4423630.0,17030975.5,14.06,10.66,5.92,17.65,2.0,14493186.4,2854485.0,3764464.0,10989767.25,,,,,,,,0.07,,4321.0,,,,,,,4421.0,10.65,0.12,,,56.76,41.06,2174350.0,8371247.5,,8.09,56.82,20.26,0.1316,21.49,0.6364,3.85
2020-04-03,4364024.0,16722939.97,13.87,10.52,5.84,17.84,2.0,14217072.54,2824688.0,3710092.0,10824204.42,,,,0.1,,,,0.06,25900.0,29797.0,,,0.1,,,,80272.0,10.68,0.31,,,56.5,40.66,2174350.0,8332109.2,,8.05,57.02,20.87,0.1326,22.14,0.6282,3.832
2020-04-06,4344399.0,17351529.61,13.81,10.54,5.81,17.39,2.0,14739725.2,2799333.0,3690467.0,11180536.0,,,,0.03,,,,0.11,10375.0,30000.0,,,0.03,,,10375.0,30000.0,10.74,0.41,,,56.28,40.3,2174350.0,8684353.9,,8.34,56.31,21.2,0.1337,22.5,0.6254,3.994
2020-04-07,4234745.0,18209403.5,13.46,10.59,5.67,17.58,2.0,15397495.9,2686954.0,3580813.0,11553902.2,,,,,,,,0.0,,657.0,,,,,,,109654.0,10.62,0.13,0.44,,55.27,39.31,2174350.0,9349705.0,111722.0,8.59,55.27,20.62,0.1294,21.67,0.6196,4.3
2020-04-08,4230261.0,19493042.69,13.44,10.93,5.66,18.94,2.0,16479724.03,2682470.0,3576329.0,12360821.76,,,251.0,,,,,0.01,,4735.0,,,,251.0,,,4484.0,11.48,0.0,,,55.23,39.26,2174350.0,10019404.8,,9.37,55.07,20.82,0.1304,21.82,0.6191,4.608
2020-04-09,4174878.0,18160719.3,13.27,11.31,5.59,19.52,2.0,15316115.1,2658311.0,3520946.0,11563652.85,,,27102.0,,,,,0.06,,51261.0,,,,27102.0,,,55383.0,11.63,0.0,,,54.57,38.93,2212891.0,9626075.85,,10.14,53.44,21.51,0.1352,22.57,0.6114,4.35
2020-04-10,4174878.0,18160719.3,13.27,11.3,5.59,19.27,2.0,15316115.1,2658311.0,3520946.0,11563652.85,,,,,,,,,,,,,,,,,,11.47,,,,54.57,38.9,2212891.0,9626075.85,,9.63,54.37,21.48,0.1354,22.83,0.611,
2020-04-13,4174878.0,18160719.3,13.27,11.3,5.59,18.81,2.0,15316115.1,2658311.0,3520946.0,11563652.85,,,,,,,,,,,,,,,,,,11.48,,,,54.57,38.9,2212891.0,9626075.85,,9.64,54.34,21.19,0.1326,22.24,0.611,
2020-04-14,4195111.0,18609512.4,13.33,11.36,5.61,18.8,2.0,15460928.32,2643223.0,3485331.0,11725337.23,,,980.0,,,,,0.09,,16125.0,,,,980.0,,57.0,35615.0,11.33,0.16,,,54.43,38.69,2212839.0,9816153.8,,9.55,54.26,21.03,0.1305,22.02,0.614,4.436
2020-04-15,3881526.0,16574116.02,12.33,10.75,5.19,17.92,2.0,13731688.04,2513281.0,3215852.0,10731709.87,,,,,,,,0.32,,137158.0,,,,,,7216.0,269479.0,11.19,1.04,,,52.57,36.86,2267839.0,9683672.53,,10.12,52.53,19.54,0.1297,22.76,0.5692,4.27
2020-04-16,3849687.0,16107090.41,12.23,11.19,5.15,17.2,2.0,13321910.39,2351442.0,3184013.0,9838433.33,,,,,,,,0.81,,161839.0,,,,,,,31839.0,10.09,0.37,,,49.3,34.42,2417839.0,10116238.38,,10.39,49.27,19.68,0.1306,22.79,0.5635,4.184
2020-04-17,3902770.0,16313578.6,12.4,11.61,5.22,16.98,2.0,13430741.28,2380525.0,3213096.0,9950594.5,,,28283.0,0.08,,,,0.01,29083.0,1247.0,,,0.08,28283.0,,2047.0,,9.94,,,,49.61,34.84,2417839.0,10106567.02,,10.09,49.63,19.31,0.1273,22.51,0.5713,4.18
2020-04-20,3928421.0,16271519.78,12.48,11.84,5.26,17.11,2.0,13414890.07,2410907.0,3238747.0,9985976.79,,,20504.0,0.1,,,,,25651.0,,,,0.1,20504.0,,9878.0,,10.09,,,,49.93,35.28,2417839.0,10014689.14,,10.13,49.89,19.29,0.1283,22.73,0.5749,4.142
2020-04-21,3876387.0,15381503.62,12.32,11.84,5.19,16.71,2.0,12644877.18,2427444.0,3186713.0,9632097.79,,,27102.0,0.36,,,,0.06,97966.0,10565.0,,,0.36,27102.0,,,150000.0,10.06,0.63,,,50.1,35.55,2417839.0,9593985.15,,10.03,50.05,19.56,0.129,23.26,0.5677,3.968
2020-04-22,3771272.0,15190683.62,11.98,11.88,5.05,15.73,2.0,12775527.04,2350169.0,3171680.0,9466480.73,,,13581.0,0.0,,,,0.46,420.0,90856.0,,,0.0,13581.0,,,15453.0,9.35,0.06,,,49.29,34.4,2417839.0,9739055.49,,9.63,49.28,19.95,0.1327,23.72,0.5519,4.028
2020-04-23,3741082.0,15510525.97,11.89,12.46,5.0,15.83,2.0,12891945.54,2312514.0,3109490.0,9587683.04,,,3797.0,0.03,,,,0.15,786.0,44887.0,,,0.03,3797.0,,3435.0,62976.0,9.35,0.22,,,48.89,33.85,2417839.0,10024360.49,,9.78,48.87,19.51,0.1322,23.92,0.5475,4.146
2020-04-24,3724468.0,15240523.06,11.84,12.84,4.98,15.76,2.0,12549656.59,2335238.0,3066876.0,9555793.9,,,56902.0,0.11,,,,0.13,13386.0,34178.0,,,0.11,56902.0,,,56000.0,9.66,0.54,,,49.65,34.03,2367839.0,9689197.19,,9.82,49.6,20.03,0.1383,24.67,0.5427,4.092
2020-04-27,3804624.0,15408727.2,12.09,13.47,5.09,15.89,2.0,12745479.6,2361922.0,3147032.0,9565784.1,,,,0.52,,,,0.06,130000.0,6978.0,,,0.52,,,33662.0,49844.0,9.65,0.24,,,49.94,34.57,2367839.0,9589747.95,,9.67,49.93,19.61,0.1356,24.07,0.5568,4.05
2020-04-28,3658251.0,14281811.9,11.63,13.82,4.89,15.14,1.0,12064371.14,2265913.0,3090259.0,8846124.35,,,6075.0,0.0,,,,0.43,827.0,102509.0,,,0.0,6075.0,,425.0,57600.0,9.18,0.24,,,48.9,33.17,2367839.0,9244043.46,,9.61,48.86,20.4,0.1444,25.13,0.5355,3.904
2020-04-29,3642123.0,15296916.6,11.57,14.63,4.87,14.7,1.0,13121350.2,2249785.0,3124131.0,9449097.0,,,,0.29,,,,0.08,50000.0,16128.0,,,0.29,,,,16128.0,8.78,0.14,,,48.72,32.93,2367839.0,9944923.8,,9.21,48.8,20.25,0.1421,24.8,0.5331,4.2
2020-04-30,3497933.0,15041111.9,11.12,14.93,4.68,14.99,1.0,12813746.3,2248217.0,2979941.0,9667333.1,,,1600.0,,,,,0.0,,3168.0,,,,1600.0,,,144190.0,9.38,0.42,,,48.72,32.91,2366467.0,10175808.1,,9.85,48.78,21.2,0.151,26.05,0.5121,4.3
2020-05-01,3497933.0,15041111.9,11.12,17.44,4.68,15.34,1.0,12813746.3,2248217.0,2979941.0,9667333.1,,,,,,,,,,,,,,,,,,9.64,,,,48.72,32.91,2366467.0,10175808.1,,10.15,48.73,21.23,0.1516,26.15,0.5121,
2020-05-04,3428076.0,14103104.66,10.89,17.09,4.59,15.08,1.0,11972085.58,2228116.0,2910084.0,9166469.22,,,,,,,,0.07,,20101.0,,,,,,,69857.0,9.63,0.33,,,48.49,32.62,2366467.0,9735645.24,,10.27,48.4,21.75,0.1551,26.93,0.5019,4.114
2020-05-05,3365191.0,14059768.0,10.69,18.41,4.5,14.29,1.0,11895597.42,2198116.0,2847199.0,9183728.65,,,,,,,,0.12,,30000.0,,,,,,,62885.0,9.09,0.34,,,48.16,32.17,2366467.0,9887099.13,,9.8,48.12,22.02,0.1544,27.13,0.4925,4.178
2020-05-06,3215042.0,13644638.25,10.22,18.16,4.3,13.84,1.0,12039824.82,2082777.0,2836905.0,8839305.59,,,25000.0,0.14,,,,0.67,25605.0,164855.0,,,0.14,25000.0,,24516.0,35899.0,8.74,0.18,,,46.81,30.49,2366467.0,10043285.95,,9.93,46.8,23.09,0.1644,28.43,0.4706,4.244
2020-05-07,3241897.0,13849383.98,10.3,19.0,4.34,14.1,1.0,12233982.72,2082777.0,2863760.0,8897623.34,,,,0.16,,,,,36855.0,,,,0.16,,,,10000.0,8.82,0.04,,,46.81,30.49,2366467.0,10109547.02,,10.01,46.84,22.87,0.1628,28.19,0.4745,4.272
2020-05-08,3063540.0,13651134.24,9.74,18.36,4.1,13.48,1.0,12188955.77,1967777.0,2735403.0,8768414.31,,,,,,,,0.48,,115000.0,,,,,,,128357.0,8.39,0.54,,,45.39,28.8,2367891.0,10551322.3,,10.06,45.48,24.13,0.1765,29.58,0.4484,4.456
2020-05-11,3035651.0,14413270.95,9.65,19.1,4.06,14.02,1.0,12855276.47,1967777.0,2707514.0,9343005.2,,,,,,,,,,,,,,,,,27889.0,8.82,0.02,,,45.39,28.8,2367891.0,11242746.47,,10.61,45.39,24.28,0.1781,29.88,0.4443,4.748
2020-05-12,3049587.0,13723141.5,9.69,21.18,4.08,14.78,1.0,12238735.5,1980459.0,2719719.0,8912065.5,,,21584.0,0.21,,,,0.0,12894.0,8902.0,,,0.21,21584.0,,,689.0,9.37,0.0,,,45.55,28.99,2367891.0,10655509.5,,11.22,45.51,24.36,0.1792,29.99,0.4464,4.5
2020-05-13,2924680.0,12605370.8,9.29,21.28,3.91,13.56,1.0,11683405.77,1919368.0,2710767.0,8272476.08,,,10195.0,,,,,0.34,,71286.0,,,,10195.0,,,8952.0,8.66,0.17,,,44.77,28.12,2367891.0,10205610.21,,10.71,44.7,25.42,0.1909,31.19,0.4285,4.31
2020-05-14,2781815.0,11266350.75,8.84,21.0,3.72,12.36,1.0,10400003.1,1886011.0,2567902.0,7638344.55,,,14789.0,0.0,,,,0.31,7135.0,50002.0,,,0.0,14789.0,,1856.0,150000.0,8.13,0.7,,,100.0,27.63,0.0,0.0,,0.0,100.0,26.68,0.2069,32.81,0.4076,4.05
2020-05-15,2788212.0,11403787.08,8.86,21.18,3.73,11.63,1.0,10528882.91,1893240.0,2574299.0,7743351.6,,,13000.0,0.0,,,,0.03,6397.0,5771.0,,,0.0,13000.0,,,,7.66,,,,100.0,27.74,0.0,0.0,,0.0,100.0,26.51,0.2049,32.55,0.4086,4.09
2020-05-18,2790184.0,11662969.12,8.87,21.66,3.73,11.71,1.0,10768812.78,1916584.0,2576271.0,8011321.12,,,23344.0,0.02,,,,,1972.0,,,,0.02,23344.0,,,,7.79,,,,100.0,28.08,0.0,0.0,,0.0,100.0,26.45,0.2044,32.49,0.4088,4.18
2020-05-19,2748420.0,10938711.6,8.73,21.96,3.68,11.76,1.0,10087337.86,1920020.0,2534507.0,7641679.6,,,24869.0,0.04,,,,0.09,2069.0,21433.0,,,0.04,24869.0,,,43833.0,7.99,0.18,,,100.0,28.13,0.0,0.0,,0.0,100.0,26.93,0.2115,33.17,0.4027,3.98
2020-05-20,2698667.0,10767681.33,8.58,21.46,3.61,11.07,1.0,9914168.46,1936449.0,2484754.0,7726431.51,,,5771.0,,,15000.0,,0.19,,19342.0,,,,5771.0,0.06,30000.0,64753.0,7.69,0.44,,,89.53,28.37,226486.0,903679.14,,0.9,89.51,25.33,0.2064,33.63,0.3954,3.99
2020-05-21,2729714.0,10689560.02,8.67,21.53,3.65,11.23,1.0,9851876.72,1887138.0,2515801.0,7390032.41,,,21551.0,0.48,,,,0.27,118080.0,70862.0,,,0.48,21551.0,,,87033.0,7.53,0.36,,,89.28,27.65,226486.0,886919.18,,0.9,89.29,21.84,0.1975,33.45,0.4,3.916
2020-05-22,2781077.0,10857324.61,8.84,22.36,3.72,11.22,1.0,10022208.26,1887138.0,2567164.0,7367386.75,,,,0.18,,,,,54047.0,,,,0.18,,,,2684.0,7.45,0.05,,,89.28,27.96,226486.0,884201.34,,0.89,89.36,21.36,0.1943,32.74,0.4121,3.904
2020-05-25,2924778.0,11465129.76,9.29,24.73,3.91,11.79,1.0,10626590.8,1949263.0,2710865.0,7641110.96,,,20209.0,0.56,,,,0.01,143701.0,2084.0,,,0.56,20209.0,,44000.0,,7.61,,,,89.59,28.88,226486.0,887825.12,,0.88,89.59,20.37,0.2051,35.12,0.4333,3.92
2020-05-26,2928477.0,12287889.49,9.31,25.71,3.92,11.78,1.0,11390310.54,1981210.0,2714564.0,8313157.16,,,40506.0,0.03,,,,0.03,8530.0,8559.0,,,0.03,40506.0,,,4831.0,7.73,0.04,,,89.74,29.35,226486.0,950335.26,,0.89,89.7,20.01,0.2036,34.95,0.4339,4.196
