,VRLA FP Equity_DX_SI_QTY,VRLA FP Equity_DX_SHORT_INTEREST_VALUE,VRLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VRLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VRLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VRLA FP Equity_DX_SI_MV,VRLA FP Equity_DX_DSS,VRLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VRLA FP Equity_DX_SUPPLY_SI_QTY,VRLA FP Equity_DX_BROKER_SI_QTY,VRLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VRLA FP Equity_DX_BROKER_SI_MV_NEW_x,VRLA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VRLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,VRLA FP Equity_DX_BROKER_SI_MV_INC_x,VRLA FP Equity_DX_SUPPLY_SI_MV_NEW,VRLA FP Equity_DX_BROKER_SI_QTY_ADD,VRLA FP Equity_DX_BROKER_SI_QTY_NEW,VRLA FP Equity_DX_SUPPLY_SI_MV_DEC,VRLA FP Equity_DX_BROKER_SI_QTY_INC,VRLA FP Equity_DX_SUPPLY_SI_QTY_DEC,VRLA FP Equity_DX_BROKER_SI_MV_NEW_y,VRLA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VRLA FP Equity_DX_BROKER_SI_MV_INC_y,VRLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,VRLA FP Equity_DX_BROKER_SI_MV_ADD,VRLA FP Equity_DX_SUPPLY_SI_QTY_ADD,VRLA FP Equity_DX_BROKER_SI_QTY_DEC,VRLA FP Equity_DX_SUPPLY_SI_MV,VRLA FP Equity_DX_BROKER_SI_MV_DEC,VRLA FP Equity_DX_SUPPLY_SI_MV_RMV,VRLA FP Equity_DX_BROKER_SI_MV_RMV,VRLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VRLA FP Equity_DX_UTILIZATION_QUANTITY,VRLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VRLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VRLA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VRLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VRLA FP Equity_DX_ACTIVE_UTILIZATION_MV,VRLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VRLA FP Equity_DX_BROKER_SI_CON_RATIO,VRLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VRLA FP Equity_DX_DEMAND_SUPPLY_RATIO,VRLA FP Equity_PX_LAST
2021-03-08,309470.0,9237679.5,0.82,4.21,0.25,9.28,0.0,3516927.0,262427.0,117820.0,7833445.95,,,5210.0,,,,,0.04,,1277.0,,,,5210.0,,,4260.0,7.82,0.16,,,2.47,2.47,10341861.0,308704550.85,,308.69,2.47,25.36,0.202,30.93,0.0292,29.85
2021-03-09,88353.0,2641754.7,0.23,1.22,0.07,2.66,0.0,735211.1,83522.0,24589.0,2497307.8,,,16217.0,0.0,,,,5.81,100.0,195122.0,,,0.0,16217.0,,,93331.0,2.49,2.81,,,0.78,0.78,10652841.0,318519945.9,,318.09,0.78,29.13,0.213,30.45,0.0082,29.9
2021-03-10,63043.0,1935420.1,0.13,0.86,0.05,1.91,0.0,617898.9,62043.0,20127.0,1904720.1,,,,0.05,,,,0.8,1508.0,26818.0,,,0.05,,,5339.0,5970.0,1.86,0.2,,,0.56,0.56,11025558.0,338484630.6,,332.98,0.56,16.5,0.2531,42.81,0.0057,30.7
2021-03-11,62982.0,1930398.3,0.13,0.87,0.05,1.93,0.0,635282.55,56043.0,20727.0,1717717.95,,,,0.02,,,,0.18,600.0,6000.0,,,0.02,,,,,1.71,,,,0.5,0.5,11158167.0,341997818.55,,340.91,0.5,16.89,0.2677,43.05,0.0056,30.65
2021-03-12,43044.0,1345125.0,0.09,0.58,0.03,1.33,0.0,496500.0,40944.0,15888.0,1279500.0,,,,0.02,,,,0.46,500.0,15099.0,,,0.02,,,,5339.0,1.26,0.16,,,0.36,0.36,11176812.0,349275375.0,,344.29,0.36,24.01,0.4571,62.46,0.0038,31.25
2021-03-15,43244.0,1349212.8,0.09,0.58,0.04,1.36,0.0,501945.6,40944.0,16088.0,1277452.8,,,,0.01,,,,,200.0,,,,0.01,,,,,1.28,,,,0.36,0.36,11184168.0,348946041.6,,349.43,0.36,23.57,0.4567,62.56,0.0039,31.2
2021-03-16,43344.0,1361001.6,0.09,0.57,0.04,1.36,0.0,508303.2,40944.0,16188.0,1285641.6,,,,0.0,,,,,100.0,,,,0.0,,,,,1.28,,,,0.36,0.36,11192310.0,351438534.0,,349.97,0.36,23.6,0.4531,62.23,0.0039,31.4
2021-03-17,48244.0,1497976.2,0.1,0.64,0.04,1.52,0.0,654782.4,40944.0,21088.0,1271311.2,,,,0.15,,,,,4900.0,,,,0.15,,,,,1.28,,,,0.36,0.36,11196994.0,347666663.7,,348.9,0.37,20.96,0.3894,56.15,0.0043,31.05
2021-03-18,48244.0,1481090.8,0.1,0.65,0.04,1.51,0.0,647401.6,40944.0,21088.0,1256980.8,,,,,,,,,,,,,,,,,,1.27,,,,0.36,0.36,11198138.0,343782836.6,,346.58,0.37,21.15,0.3878,55.94,0.0043,30.7
2021-03-19,48244.0,1481090.8,0.1,0.65,0.04,1.49,0.0,647401.6,40944.0,21088.0,1256980.8,,,,,,,,,,,,,,,,,,1.26,,,,0.36,0.36,11211764.0,344201154.8,,344.5,0.36,21.33,0.3866,55.76,0.0043,30.7
2021-03-22,48244.0,1510037.2,0.1,0.64,0.04,1.49,0.0,660054.4,40944.0,21088.0,1281547.2,,,,,,,,,,,,,,,,,,1.26,,,,0.36,0.36,11202427.0,350635965.1,,345.35,0.36,21.24,0.3883,55.97,0.0043,31.3
2021-03-23,48244.0,1514861.6,0.1,0.65,0.04,1.51,0.0,662163.2,40944.0,21088.0,1285641.6,,,,,,,,,,,,,,,,,,1.28,,,,0.36,0.36,11232118.0,352688505.2,,353.11,0.36,20.98,0.3898,56.18,0.0043,31.4
2021-03-24,48244.0,1481090.8,0.1,0.65,0.04,1.51,0.0,647401.6,40944.0,21088.0,1256980.8,,,,,,,,,,,,,,,,,,1.28,,,,0.36,0.36,11257143.0,345594290.1,,352.41,0.36,20.84,0.3891,56.13,0.0043,30.7
2021-03-25,48244.0,1469029.8,0.1,0.65,0.04,1.49,0.0,642129.6,40944.0,21088.0,1246744.8,,,,,,,,,,,,,,,,,,1.26,,,,0.36,0.36,11299860.0,344080737.0,,347.22,0.36,20.92,0.3887,56.1,0.0043,30.45
2021-03-26,48244.0,1466617.6,0.1,0.65,0.04,1.48,0.0,641075.2,40944.0,21088.0,1244697.6,,,,,,,,,,,,,,,,,,1.25,,,,0.36,0.36,11201861.0,340536574.4,,340.82,0.36,21.08,0.3884,56.02,0.0043,30.4
2021-03-29,48244.0,1449732.2,0.1,0.64,0.04,1.47,0.0,633694.4,40944.0,21088.0,1230367.2,,,,,,,,,,,,,,,,,,1.25,,,,0.36,0.36,11183414.0,336061590.7,,340.58,0.37,20.9,0.3899,56.22,0.0043,30.05
2021-03-30,48244.0,1485915.2,0.1,0.62,0.04,1.47,0.0,649510.4,40944.0,21088.0,1261075.2,,,,,,,,,,,,,,,,,,1.24,,,,0.36,0.36,11263999.0,346931169.2,,341.49,0.36,21.42,0.3861,55.68,0.0043,30.8
2021-03-31,48244.0,1483503.0,0.1,0.61,0.04,1.49,0.0,648456.0,40944.0,21088.0,1259028.0,,,,,,,,,,,,,,,,,,1.26,,,,0.36,0.36,11275753.0,346729404.75,,347.17,0.36,21.14,0.3897,56.13,0.0043,30.75
2021-04-01,55244.0,1739081.12,0.11,0.71,0.04,1.71,0.0,884210.24,40944.0,28088.0,1288917.12,0.22,,,,,,7000.0,,,,0.22,,,,,,,1.26,,,,0.36,0.36,11297340.0,355640263.2,,348.21,0.36,18.82,0.3113,48.72,0.0049,31.48
2021-04-02,55244.0,1739081.12,0.11,0.7,0.04,1.74,0.0,884210.24,40944.0,28088.0,1288917.12,,,,,,,,,,,,,,,,,,1.28,,,,0.36,0.36,11297340.0,355640263.2,,354.93,0.36,18.52,0.3126,48.92,0.0049,
2021-04-05,55244.0,1739081.12,0.11,0.7,0.04,1.75,0.0,884210.24,40944.0,28088.0,1288917.12,,,,,,,,,,,,,,,,,,1.29,,,,0.36,0.36,11297340.0,355640263.2,,354.14,0.36,18.45,0.3129,48.99,0.0049,
2021-04-06,55244.0,1714773.76,0.11,0.7,0.04,1.73,0.0,871851.52,40944.0,28088.0,1270901.76,,,,,,,,,,,,,,,,,,1.28,,,,0.36,0.36,11300575.0,350769848.0,,353.3,0.36,18.34,0.3115,48.83,0.0049,31.04
2021-04-07,55244.0,1705934.72,0.11,0.7,0.04,1.72,0.0,867357.44,40944.0,28088.0,1264350.72,,,,,,,,,,,,,,,,,,1.26,,,,0.37,0.37,11015000.0,340143200.0,,341.09,0.37,18.44,0.3111,48.77,0.005,30.88
2021-04-08,55244.0,1765598.24,0.11,0.69,0.04,1.73,0.0,897692.48,40944.0,28088.0,1308570.24,,,,,,,,,,,,,,,,,,1.27,,,,0.35,0.35,11616987.0,371278904.52,,360.17,0.35,18.95,0.3114,48.71,0.0047,31.96
2021-04-09,54944.0,1745021.44,0.11,0.69,0.04,1.75,0.0,882546.88,40944.0,27788.0,1300381.44,,,,,,,,,,,,,,,,,300.0,1.3,0.0,,,0.36,0.36,11342327.0,360232305.52,,362.06,0.36,18.56,0.3149,49.24,0.0048,31.76
2021-04-12,54944.0,1757109.12,0.11,0.76,0.04,1.76,0.0,888660.24,40944.0,27788.0,1309389.12,,,,,,,,,,,,,,,,,,1.3,,,,0.36,0.36,11399632.0,364560231.36,,361.9,0.36,18.66,0.3141,49.15,0.0048,31.98
2021-04-13,54944.0,1759306.88,0.11,0.8,0.04,1.76,0.0,889771.76,40944.0,27788.0,1311026.88,,,,,,,,,,,,,,,,,,1.31,,,,0.35,0.35,11655550.0,373210711.0,,370.53,0.35,18.62,0.3141,49.14,0.0047,32.02
2021-04-14,54944.0,1768097.92,0.11,0.83,0.04,1.77,0.0,894217.84,40944.0,27788.0,1317577.92,,,,,,,,,,,,,,,,,,1.31,,,,0.35,0.35,11749701.0,378105378.18,,375.32,0.35,18.64,0.3144,49.19,0.0047,32.18
2021-04-15,49804.0,1598708.4,0.1,0.75,0.04,1.61,0.0,891994.8,35804.0,27788.0,1149308.4,,,,,,,,0.17,,5140.0,,,,,,,,1.15,,,,0.3,0.3,12013768.0,385641952.8,,386.39,0.3,20.46,0.2813,43.97,0.0041,32.1
2021-04-16,130306.0,4229732.76,0.27,2.0,0.11,4.23,0.0,2996642.28,100334.0,92318.0,3256841.64,,,,,,64530.0,,,,,,,,,2.1,64530.0,,3.23,,,,0.83,0.83,12002429.0,389598845.34,,385.71,0.83,16.77,0.4234,61.84,0.0108,32.46
2021-04-19,130306.0,4201065.44,0.27,2.03,0.11,4.22,0.0,2976332.32,100334.0,92318.0,3234768.16,,,,,,,,,,,,,,,,,,3.25,,,,0.88,0.88,11349626.0,365911942.24,,366.85,0.88,17.02,0.4202,61.51,0.0114,32.24
2021-04-20,134478.0,4303296.0,0.28,2.09,0.11,4.32,0.0,3087680.0,104506.0,96490.0,3344192.0,,,4172.0,0.12,,,,,4172.0,,,,0.12,4172.0,,,,3.36,,,,0.91,0.91,11350293.0,363209376.0,,365.23,0.91,16.36,0.4329,62.77,0.0117,32.0
2021-04-21,160410.0,5190867.6,0.33,2.72,0.13,5.17,0.0,3541996.16,117472.0,109456.0,3801393.92,,,,0.44,,,,,12966.0,,,,0.44,,,12966.0,,3.76,,,,0.96,0.96,12056167.0,390137564.12,,386.52,0.96,13.6,0.5027,68.97,0.0132,32.36
2021-04-22,155470.0,5031009.2,0.32,2.71,0.13,5.03,0.0,3462066.96,115002.0,106986.0,3721464.72,,,,,,,,0.07,,2470.0,,,,,,,2470.0,3.72,0.08,,,0.94,0.94,12116105.0,392077157.8,,392.39,0.94,14.06,0.4904,67.94,0.0127,32.36
2021-04-23,155470.0,4993696.4,0.32,2.76,0.13,5.01,0.0,3436390.32,115002.0,106986.0,3693864.24,,,,,,,,,,,,,,,,,,3.71,,,,0.94,0.94,12131677.0,389669465.24,,390.6,0.94,14.14,0.4889,67.81,0.0127,32.12
2021-04-26,159325.0,5123892.0,0.33,2.84,0.13,5.13,0.0,3564646.56,118857.0,110841.0,3822441.12,,,3855.0,0.13,,,,,3855.0,,,,0.13,3855.0,,,,3.81,,,,0.97,0.97,12113552.0,389571832.32,,388.38,0.97,13.81,0.4985,68.61,0.013,32.16
2021-04-27,138485.0,4459217.0,0.29,2.54,0.11,4.46,0.0,3426756.2,102437.0,106421.0,3298471.4,,,,,,,,0.53,,16420.0,,,,,,,4420.0,3.29,0.14,,,0.84,0.84,12113176.0,390044267.2,,389.39,0.84,7.39,0.5435,72.58,0.0113,32.2
2021-04-28,109437.0,3534815.1,0.23,2.04,0.09,3.54,0.0,3211298.3,102437.0,99421.0,3308715.1,,,,,,,,,,,,,,,,,7000.0,3.29,0.23,,,0.84,0.84,12114440.0,391296412.0,,389.33,0.84,9.35,0.5371,71.73,0.009,32.3
2021-04-29,126373.0,4117232.34,0.26,2.41,0.1,4.11,0.0,3515870.7,109215.0,107915.0,3558224.7,,,,,,22100.0,,0.49,,15322.0,,,,,0.71,22100.0,13606.0,3.52,0.42,,,0.89,0.89,12150451.0,395861693.58,,392.22,0.89,17.38,0.3853,58.15,0.0103,32.58
2021-04-30,171516.0,5776658.88,0.35,3.15,0.14,5.7,0.0,3533537.2,109615.0,104915.0,3691833.2,,,,,,,,0.07,,2600.0,,,,,,3000.0,3000.0,3.6,0.08,,,0.89,0.89,12162117.0,409620100.56,,399.99,0.89,11.26,0.5262,71.03,0.014,33.68
2021-05-03,48236.0,1587929.12,0.1,0.84,0.04,1.62,0.0,985822.32,32962.0,29946.0,1085109.04,,,,,,8274.0,,2.77,,84927.0,,,,,0.28,8274.0,83243.0,1.11,2.78,,,0.27,0.27,12243985.0,403071986.2,,409.88,0.27,20.85,0.2301,34.24,0.0039,32.92
2021-05-04,31688.0,1038098.88,0.07,0.54,0.03,1.05,0.0,709974.72,24688.0,21672.0,808778.88,,,,,,,,0.28,,8274.0,,,,,,,8274.0,0.81,0.28,,,0.2,0.2,12518653.0,410111072.28,,413.23,0.2,31.44,0.2603,31.91,0.0025,32.76
2021-05-05,18672.0,611321.28,0.04,0.32,0.02,0.62,0.0,611321.28,11672.0,18672.0,382141.28,,,,,,,,0.43,,13016.0,,,,,,,3000.0,0.38,0.1,,,0.09,0.09,12534679.0,410385390.46,,411.24,0.09,36.99,0.4377,54.13,0.0015,32.74
2021-05-06,18672.0,603105.6,0.04,0.32,0.02,0.62,0.0,603105.6,11672.0,18672.0,377005.6,,,,,,,,,,,,,,,,,,0.38,,,,0.09,0.09,12670212.0,409247847.6,,412.68,0.09,37.26,0.4366,53.83,0.0015,32.3
2021-05-07,36672.0,1204308.48,0.08,0.62,0.03,1.2,0.0,875908.48,21672.0,26672.0,711708.48,,,,0.26,,,,,8000.0,,,,0.26,,,10000.0,,0.71,,,,0.17,0.17,12703692.0,417189245.28,,409.23,0.17,38.43,0.4576,55.32,0.0029,32.84
2021-05-10,36672.0,1195507.2,0.08,0.62,0.03,1.21,0.0,869507.2,21672.0,26672.0,706507.2,,,,,,,,,,,,,,,,,,0.71,,,,0.17,0.17,12483481.0,406961480.6,,409.75,0.17,37.94,0.4605,55.93,0.0029,32.6
2021-05-11,36672.0,1171303.68,0.08,0.62,0.03,1.2,0.0,851903.68,21672.0,26672.0,692203.68,,,,,,,,,,,,,,,,,,0.7,,,,0.17,0.17,12474323.0,398429876.62,,405.76,0.17,37.57,0.4601,56.12,0.0029,31.94
2021-05-12,36672.0,1192573.44,0.08,0.63,0.03,1.19,0.0,867373.44,21672.0,26672.0,704773.44,,,,,,,,,,,,,,,,,,0.7,,,,0.17,0.17,12535143.0,407642850.36,,403.31,0.17,38.45,0.4572,55.26,0.0029,32.52
2021-05-13,101752.0,3345605.76,0.21,1.81,0.08,3.33,0.0,1946890.56,54212.0,59212.0,1782490.56,,,,,,32540.0,,,,,,,,,1.07,32540.0,,1.76,,,,0.43,0.43,12505840.0,411192019.2,,407.13,0.43,16.23,0.5402,70.78,0.0081,32.88
2021-05-14,101752.0,3321185.28,0.21,1.84,0.08,3.34,0.0,1932679.68,54212.0,59212.0,1769479.68,,,,,,,,,,,,,,,,,,1.78,,,,0.43,0.43,12523730.0,408774547.2,,409.76,0.43,16.36,0.5397,70.73,0.0081,32.64
2021-05-17,101752.0,3339500.64,0.21,1.85,0.08,3.34,0.0,1943337.84,54212.0,59212.0,1779237.84,,,,,,,,,,,,,,,,,,1.77,,,,0.43,0.43,12541426.0,411609601.32,,409.54,0.43,16.26,0.5398,70.75,0.0081,32.82
2021-05-18,69212.0,2286764.48,0.14,1.25,0.06,2.29,0.0,1956364.48,54212.0,59212.0,1791164.48,,,,,,,,,,,,,,,,,,1.78,,,,0.43,0.43,12560041.0,414983754.64,,410.77,0.43,25.14,0.394,54.78,0.0055,33.04
2021-05-19,69776.0,2308190.08,0.14,1.25,0.06,2.32,0.0,1429849.92,38224.0,43224.0,1264449.92,,,,,,,,0.52,,15988.0,,,,,,,15988.0,1.26,0.52,,,0.3,0.3,12592874.0,416572271.92,,417.14,0.3,24.97,0.3968,55.18,0.0055,33.08
2021-05-20,49983.0,1653437.64,0.1,0.9,0.04,1.66,0.0,1096668.16,32268.0,33152.0,1067425.44,,,,,,,,0.53,,16135.0,,,,,,10179.0,10072.0,1.07,0.33,,,0.25,0.25,12625080.0,417637646.4,,417.31,0.26,24.1,0.2535,35.27,0.0039,33.08
2021-05-21,99818.0,3343903.0,0.21,1.8,0.08,3.34,0.0,1242414.5,82103.0,37087.0,2750450.5,,,20087.0,0.13,,,,0.12,3935.0,3618.0,,,0.13,20087.0,,33366.0,,2.74,,,,0.65,0.65,12602566.0,422185961.0,,418.46,0.65,16.49,0.3719,55.68,0.0079,33.5
2021-05-24,100104.0,3393525.6,0.21,1.79,0.08,3.39,0.0,1240129.8,81598.0,36582.0,2766172.2,,,3704.0,0.13,,791.0,,0.16,3704.0,5000.0,,,0.13,3704.0,0.03,791.0,5000.0,2.76,0.17,,,0.89,0.89,9101427.0,308538375.3,,305.19,0.89,18.65,0.3742,55.52,0.0109,33.9
2021-05-25,119390.0,3932706.6,0.25,2.14,0.1,3.98,0.0,1372247.46,101675.0,41659.0,3349174.5,,,15077.0,0.17,,,,,5077.0,,,,0.17,15077.0,,5000.0,,3.39,,,,0.8,0.8,12646959.0,416590829.46,,426.29,0.79,16.05,0.2876,47.46,0.0094,32.94
2021-05-26,122319.0,4068329.94,0.25,2.17,0.1,4.07,0.0,1249744.5,108961.0,37575.0,3624042.86,,,,0.3,,,,0.05,8816.0,1530.0,,,0.3,,,8816.0,12900.0,3.61,0.44,,,0.85,0.85,12652192.0,420811905.92,,418.52,0.86,28.66,0.3156,46.55,0.0096,33.26
2021-05-27,118163.0,3899379.0,0.24,2.11,0.1,3.92,0.0,1375440.0,114533.0,41680.0,3779589.0,,,9107.0,0.25,,,,0.12,7640.0,3535.0,,,0.25,9107.0,,,3535.0,3.8,0.12,,,0.89,0.89,12732685.0,420178605.0,,423.48,0.89,27.82,0.3389,49.72,0.0092,33.0
2021-05-28,116250.0,3813000.0,0.24,1.93,0.09,3.83,0.0,1229934.4,105881.0,37498.0,3472896.8,,,,0.2,,,,0.29,6000.0,8652.0,,,0.2,,,,10182.0,3.48,0.34,,,0.82,0.82,12821913.0,420558746.4,,423.05,0.82,23.22,0.3303,50.66,0.009,32.8
2021-05-31,237850.0,7815751.0,0.49,4.0,0.19,7.82,0.0,2031372.34,208437.0,61819.0,6849239.82,,,77598.0,0.42,,11500.0,,,12821.0,,,,0.42,77598.0,0.38,24958.0,,6.84,,,,1.6,1.6,12820142.0,421269866.12,,419.64,1.6,10.57,0.3698,58.19,0.0183,32.86
2021-06-01,273297.0,8893084.38,0.56,4.66,0.22,8.96,0.0,2560409.9,231851.0,78685.0,7544431.54,,,16866.0,0.54,,,,,16866.0,,,,0.54,16866.0,,6548.0,,7.6,,,,1.77,1.77,12839442.0,417795442.68,,421.73,1.77,16.45,0.3284,52.73,0.0209,32.54
2021-06-02,281341.0,9115448.4,0.58,4.8,0.23,9.14,0.0,2740456.8,237748.0,84582.0,7703035.2,,,5897.0,0.18,,,,,5897.0,,,,0.18,5897.0,,,,7.71,,,,1.82,1.82,12844079.0,416148159.6,,418.58,1.81,17.42,0.317,51.04,0.0215,32.4
2021-06-03,286159.0,9374568.84,0.59,4.88,0.23,9.35,0.0,2896246.08,242566.0,88408.0,7946462.16,,,2452.0,0.12,,,,0.05,3826.0,1547.0,,,0.12,2452.0,,3913.0,,7.92,,,,1.85,1.85,12844435.0,420783690.6,,418.57,1.86,17.13,0.3155,50.72,0.0219,32.76
2021-06-04,269382.0,8841117.24,0.56,4.62,0.22,8.84,0.0,2661734.82,246709.0,81101.0,8096989.38,,,2000.0,0.14,,,,0.14,4193.0,4419.0,,,0.14,2000.0,,6562.0,11500.0,8.09,0.37,,,1.91,1.91,12640567.0,414863408.94,,413.57,1.92,16.32,0.3482,53.93,0.0209,32.82
2021-06-07,248621.0,7970789.26,0.51,4.28,0.2,8.16,0.0,1918630.7,225738.0,59845.0,7237160.28,,,13158.0,,,,,1.06,,34129.0,,,,13158.0,,,21256.0,7.42,0.72,,,1.75,1.75,12687834.0,406771958.04,,414.45,1.76,13.31,0.448,64.1,0.0193,32.06
2021-06-08,257183.0,8296723.58,0.53,4.46,0.21,8.43,0.0,2052284.42,234510.0,63617.0,7565292.6,,,5116.0,0.13,,,,0.02,3772.0,843.0,,,0.13,5116.0,,4499.0,,7.69,,,,1.79,1.79,12872209.0,415257462.34,,413.91,1.82,14.66,0.4425,63.47,0.0196,32.26
2021-06-09,215518.0,6642264.76,0.44,3.75,0.17,6.78,0.0,637850.72,200389.0,20696.0,6175988.98,,,1529.0,,,,,1.4,,41688.0,,,,1529.0,,6038.0,42921.0,6.29,1.38,,,1.53,1.53,12911970.0,397946915.4,,414.31,1.5,7.6,0.6245,78.3,0.0164,30.82
2021-06-10,201982.0,6196807.76,0.42,2.87,0.16,6.26,0.0,485173.52,191735.0,15814.0,5882429.8,,,1757.0,,,,,0.34,,10411.0,,,,1757.0,,,4882.0,5.94,0.16,,,1.46,1.46,12946949.0,397212395.32,,398.96,1.47,5.45,0.7222,84.61,0.0154,30.68
2021-06-11,95139.0,2985461.82,0.2,1.32,0.08,2.97,0.0,1182618.06,62594.0,37687.0,1964199.72,,,18620.0,0.16,,18620.0,,4.58,5400.0,147761.0,,,0.16,18620.0,0.58,,2147.0,1.95,0.07,,,0.47,0.47,13286653.0,416935171.14,,410.26,0.47,17.69,0.3114,49.48,0.0071,31.38
2021-06-14,54680.0,1761789.6,0.13,0.61,0.04,1.74,0.0,600645.24,41180.0,18642.0,1326819.6,,,,,,,,0.66,,21414.0,,,,,,,19045.0,1.3,0.6,,,0.29,0.29,14289943.0,460421963.46,,449.89,0.29,28.65,0.2818,38.18,0.0038,32.22
2021-06-15,48642.0,1548761.28,0.09,0.52,0.04,1.57,0.0,593561.28,35142.0,18642.0,1118921.28,,,,,,,,0.19,,6038.0,,,,,,,,1.13,,,,0.24,0.24,14878065.0,473717589.6,,478.52,0.24,34.56,0.3722,46.93,0.0033,31.84
2021-06-16,43642.0,1365994.6,0.08,0.46,0.04,1.39,0.0,583494.6,30142.0,18642.0,943444.6,,,,,,,,0.17,,5000.0,,,,,,,,0.96,,,,0.2,0.2,14934905.0,467462526.5,,477.66,0.2,34.64,0.3724,46.92,0.0029,31.3
2021-06-17,43642.0,1364248.92,0.08,0.46,0.04,1.38,0.0,582748.92,30142.0,18642.0,942238.92,,,,,,,,,,,,,,,,,,0.95,,,,0.2,0.2,14944866.0,467176511.16,,473.54,0.2,34.8,0.3711,46.6,0.0029,31.26
2021-06-18,43642.0,1347664.96,0.08,0.46,0.04,1.36,0.0,575664.96,30142.0,18642.0,930784.96,,,,,,,,,,,,,,,,,,0.94,,,,0.2,0.2,14949432.0,461638460.16,,468.48,0.2,34.63,0.3721,46.87,0.0029,30.88
2021-06-21,43642.0,1357266.2,0.08,0.39,0.04,1.36,0.0,579766.2,30142.0,18642.0,937416.2,,,,,,,,,,,,,,,,,,0.93,,,,0.2,0.2,14946465.0,464835061.5,,460.49,0.2,34.59,0.3706,46.65,0.0029,31.1
2021-06-22,43642.0,1358139.04,0.08,0.39,0.04,1.36,0.0,580139.04,30142.0,18642.0,938019.04,,,,,,,,,,,,,,,,,,0.94,,,,0.2,0.2,14950894.0,465271821.28,,464.26,0.2,34.59,0.3712,46.74,0.0029,31.12
2021-06-23,43642.0,1354647.68,0.08,0.39,0.04,1.36,0.0,578647.68,30142.0,18642.0,935607.68,,,,,,,,,,,,,,,,,,0.94,,,,0.27,0.27,11327817.0,351615439.68,,351.87,0.27,34.57,0.3714,46.79,0.0038,31.04
2021-06-24,43642.0,1365994.6,0.08,0.38,0.04,1.37,0.0,583494.6,30142.0,18642.0,943444.6,,,,,,,,,,,,,,,,,,0.94,,,,0.2,0.2,15320250.0,479523825.0,,476.43,0.2,34.67,0.3705,46.58,0.0028,31.3
2021-06-25,43642.0,1378214.36,0.08,0.38,0.04,1.38,0.0,588714.36,30142.0,18642.0,951884.36,,,,,,,,,,,,,,,,,,0.95,,,,0.2,0.2,15307217.0,483401912.86,,479.4,0.2,34.65,0.3705,46.59,0.0028,31.58
2021-06-28,43642.0,1336318.04,0.08,0.37,0.04,1.38,0.0,570818.04,30142.0,18642.0,922948.04,,,,,,,,,,,,,,,,,,0.95,,,,0.2,0.2,15293345.0,468282223.9,,481.43,0.2,34.48,0.3736,47.22,0.0028,30.62
2021-06-29,38642.0,1194810.64,0.07,0.33,0.03,1.19,0.0,576410.64,25142.0,18642.0,777390.64,,,,,,,,0.17,,5000.0,,,,,,,,0.77,,,,0.16,0.16,15294403.0,472902940.76,,469.77,0.16,34.68,0.3703,46.54,0.0025,30.92
2021-06-30,33642.0,1019688.99,0.06,0.28,0.03,1.05,0.0,565039.01,20142.0,18642.0,610504.0,,,,,,,,0.15,,5000.0,,,,,,,,0.63,,,,0.13,0.13,15328331.0,464601700.68,,476.05,0.13,22.11,0.4096,56.24,0.0022,31.26
2021-07-01,26142.0,810924.84,0.05,0.21,0.02,0.81,0.0,190524.84,20000.0,6142.0,620400.0,,,,,,,,0.0,,142.0,,,,,,,12500.0,0.62,0.39,,,0.12,0.12,16055785.0,498050450.7,,499.38,0.12,30.91,0.3304,37.38,0.0016,31.02
2021-07-02,26142.0,815630.4,0.05,0.21,0.02,0.81,0.0,191630.4,20000.0,6142.0,624000.0,,,,,,,,,,,,,,,,,,0.62,,,,0.12,0.12,16105723.0,502498557.6,,499.92,0.12,31.1,0.33,37.11,0.0016,31.2
2021-07-05,28640.0,907888.0,0.05,0.23,0.02,0.91,0.0,432388.0,22498.0,13640.0,713186.6,,,,,,7498.0,,0.16,,5000.0,,,,,0.24,7498.0,,0.7,,,,0.14,0.14,16130903.0,511349625.1,,503.69,0.14,31.48,0.3393,41.13,0.0018,31.7
2021-07-06,29498.0,906178.56,0.05,0.23,0.02,0.93,0.0,445378.56,22498.0,14498.0,691138.56,,,,0.03,,,,,1000.0,,,,0.03,,,,142.0,0.71,0.0,,,0.14,0.14,16231049.0,498617825.28,,513.36,0.14,36.14,0.3441,38.85,0.0018,30.72
