,IPN FP Equity_DX_SI_QTY,IPN FP Equity_DX_SHORT_INTEREST_VALUE,IPN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,IPN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,IPN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,IPN FP Equity_DX_SI_MV,IPN FP Equity_DX_DSS,IPN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,IPN FP Equity_DX_SUPPLY_SI_QTY,IPN FP Equity_DX_BROKER_SI_QTY,IPN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,IPN FP Equity_DX_BROKER_SI_MV_NEW_x,IPN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,IPN FP Equity_DX_SUPPLY_SI_QTY_INC_x,IPN FP Equity_DX_BROKER_SI_MV_INC_x,IPN FP Equity_DX_SUPPLY_SI_MV_NEW,IPN FP Equity_DX_BROKER_SI_QTY_ADD,IPN FP Equity_DX_BROKER_SI_QTY_NEW,IPN FP Equity_DX_SUPPLY_SI_MV_DEC,IPN FP Equity_DX_BROKER_SI_QTY_INC,IPN FP Equity_DX_SUPPLY_SI_QTY_DEC,IPN FP Equity_DX_BROKER_SI_MV_NEW_y,IPN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,IPN FP Equity_DX_BROKER_SI_MV_INC_y,IPN FP Equity_DX_SUPPLY_SI_QTY_INC_y,IPN FP Equity_DX_BROKER_SI_MV_ADD,IPN FP Equity_DX_SUPPLY_SI_QTY_ADD,IPN FP Equity_DX_BROKER_SI_QTY_DEC,IPN FP Equity_DX_SUPPLY_SI_MV,IPN FP Equity_DX_BROKER_SI_MV_DEC,IPN FP Equity_DX_SUPPLY_SI_MV_RMV,IPN FP Equity_DX_BROKER_SI_MV_RMV,IPN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,IPN FP Equity_DX_UTILIZATION_QUANTITY,IPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,IPN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,IPN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,IPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,IPN FP Equity_DX_ACTIVE_UTILIZATION_MV,IPN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,IPN FP Equity_DX_BROKER_SI_CON_RATIO,IPN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,IPN FP Equity_DX_DEMAND_SUPPLY_RATIO,IPN FP Equity_PX_LAST
2009-09-25,882083.0,27261433.2,4.15,10.34,1.05,32.69,1.0,20887524.85,738838.0,675846.0,22834339.6,,,10387.0,0.1,,2000.0,,0.81,2751.0,34141.0,,,0.1,10387.0,0.07,148.0,10000.0,27.66,0.4,,,17.03,17.03,3598957.0,111228451.11,,121.09,18.59,9.69,0.3496,56.7,0.2033,37.11
2009-09-28,878018.0,27494102.14,4.13,10.03,1.04,32.8,1.0,21140119.93,735514.0,675105.0,23031756.8,,,1507.0,,,5600.0,,0.18,,4831.0,,,,1507.0,0.21,,6341.0,27.55,0.22,,,16.78,16.78,3648026.0,114233648.34,,123.04,18.29,9.63,0.3531,57.1,0.2003,37.6
2009-09-29,872394.0,27477832.51,4.1,9.91,1.04,32.85,1.0,21296600.55,727561.0,676146.0,22916021.08,,,,0.22,,,,0.42,5800.0,12146.0,,,0.22,,,4193.0,4759.0,27.41,0.16,,,16.6,16.6,3656325.0,115163430.68,,125.08,17.97,9.77,0.3563,57.35,0.199,37.82
2009-09-30,877641.0,27358041.76,4.13,9.9,1.04,32.87,1.0,21438276.25,721218.0,687736.0,22481985.42,,,284.0,0.76,,,,0.26,20000.0,6627.0,,,0.76,284.0,,,8410.0,27.1,0.31,,,17.86,17.86,3317876.0,103425649.18,,124.5,17.87,9.32,0.3501,56.73,0.2173,37.43
2009-10-01,888433.0,27761043.64,4.18,9.95,1.06,32.85,1.0,21475075.66,737379.0,687264.0,23041029.09,,,16917.0,,,,,0.04,,756.0,,,,16917.0,,,472.0,27.11,0.02,,,18.45,18.45,3259457.0,101848904.77,,122.77,18.09,9.36,0.352,56.9,0.2223,37.52
2009-10-02,843478.0,25906750.91,3.97,9.42,1.0,31.26,1.0,21108763.07,685891.0,687264.0,21066592.48,,,,,,,,1.31,,51488.0,,,,,,,,25.7,,,,17.19,17.19,3304179.0,101485210.42,,122.81,17.3,8.45,0.3708,58.81,0.2114,36.88
2009-10-05,838406.0,25834756.89,3.94,9.13,1.0,30.95,0.0,21021157.38,685891.0,682192.0,21135138.87,,,,,,,,,,,,,,,,,5072.0,25.24,0.23,,,17.22,17.22,3297939.0,101623142.39,,121.96,17.15,8.41,0.3795,59.6,0.2105,37.0
2009-10-06,837874.0,25766029.25,3.94,9.04,1.0,30.91,0.0,20962187.04,685255.0,681660.0,21072739.31,,,,,,,,0.02,,636.0,,,,,,,532.0,25.21,0.02,,,16.09,16.09,3573187.0,109881486.67,,131.95,16.04,8.45,0.3791,59.55,0.1968,36.925
2009-10-07,823251.0,25312919.43,3.87,8.95,0.98,30.44,0.0,20646800.1,680797.0,671495.0,20932813.45,,,,,,,,0.17,,4562.0,,,,,,104.0,10165.0,25.2,0.3,,,15.95,15.95,3586562.0,110277855.63,,132.85,15.95,8.56,0.3889,60.49,0.1929,36.92
2009-10-08,867490.0,26629811.08,4.08,9.54,1.03,32.11,1.0,21663531.97,705087.0,705709.0,21644438.1,,,12663.0,1.6,,,,0.16,41800.0,4373.0,,,1.6,12663.0,,16000.0,7586.0,25.88,0.26,,,16.51,16.51,3565000.0,109436738.77,,131.43,16.45,13.19,0.3598,57.2,0.2032,36.86
2009-10-09,860389.0,26318677.06,4.04,9.36,1.02,31.67,1.0,21559903.31,695072.0,704819.0,21261749.63,,,,,,,,0.36,,10015.0,,,,,,,890.0,25.65,0.14,,,16.25,16.25,3582788.0,109594892.94,,132.08,16.26,13.35,0.3664,57.8,0.2011,36.73
2009-10-12,852759.0,26546904.42,4.01,9.85,1.01,31.65,1.0,21816982.41,700440.0,700821.0,21805121.65,,,,,,,,0.14,,3632.0,,,,,,9000.0,3998.0,25.72,0.16,,,16.41,16.41,3568568.0,111091684.29,,132.36,16.27,13.17,0.3778,58.84,0.1998,37.38
2009-10-13,805445.0,24819092.14,3.79,9.76,0.96,29.9,0.0,20301308.34,695116.0,658831.0,21419399.28,,,,,,,,0.19,,5324.0,,,,,,,41990.0,25.91,1.51,,,16.49,16.49,3519573.0,108452602.71,,131.02,16.51,9.09,0.4039,61.66,0.1911,37.0
2009-10-14,806890.0,25239932.8,3.79,9.68,0.96,30.14,0.0,20582201.91,697404.0,657988.0,21815154.6,,,3134.0,,,,,0.06,,1564.0,,,,3134.0,,718.0,843.0,25.69,0.03,,,16.64,16.64,3494037.0,109295268.34,,130.23,16.48,8.92,0.4071,61.97,0.1925,37.56
2009-10-15,794259.0,24798525.71,3.73,9.48,0.94,29.79,0.0,20456670.75,686337.0,655196.0,21428961.76,,,33.0,,,,,0.43,,13670.0,,,,33.0,,2570.0,2792.0,25.71,0.09,,,16.28,16.28,3530786.0,110238961.61,,132.79,16.22,9.11,0.4121,62.38,0.1883,37.49
2009-10-16,776842.0,24067108.45,3.65,9.12,0.92,28.98,0.0,20298430.3,668920.0,655196.0,20723609.42,,,,,,,,0.66,,17417.0,,,,,,,,25.19,,,,15.89,15.89,3540313.0,109681372.7,,132.71,15.95,9.3,0.4226,63.31,0.1846,37.2
2009-10-19,765079.0,23689939.11,3.6,9.16,0.91,28.47,0.0,20078788.55,663898.0,648455.0,20556966.27,,,,,,,,0.25,,6405.0,,,,,,1383.0,6741.0,24.57,0.25,,,15.79,15.79,3539778.0,109605838.45,,131.62,15.73,9.06,0.437,64.53,0.182,37.18
2009-10-20,272076.0,8320342.12,1.28,3.34,0.32,10.14,0.0,4856927.39,174512.0,158822.0,5336742.47,,,6421.0,0.05,,,,18.33,1383.0,495807.0,,,0.05,6421.0,,,491016.0,6.48,18.26,,,4.7,4.7,3538558.0,108212459.61,,131.06,4.71,20.66,0.1622,25.72,0.0733,36.72
2009-10-21,246683.0,7498603.04,1.16,2.99,0.29,9.08,0.0,4575527.0,157419.0,150522.0,4785180.13,,,,,,,,0.66,,17093.0,,,,,,,8300.0,5.77,0.33,,,4.26,4.26,3536289.0,107495155.44,,129.63,4.26,22.7,0.1682,26.07,0.0668,36.5
2009-10-22,228001.0,6847164.34,1.07,2.74,0.27,8.36,0.0,4144978.82,151237.0,138022.0,4541842.33,,,165.0,,,,,0.24,,6347.0,,,,165.0,,,12500.0,5.51,0.47,,,4.07,4.07,3564844.0,107056866.93,,129.52,4.08,22.68,0.164,24.56,0.0614,36.06
2009-10-23,223087.0,6721885.39,1.05,2.63,0.27,8.08,0.0,4122856.01,147515.0,136830.0,4444808.18,,,,,,,,0.14,,3722.0,,,,,,,1192.0,5.32,0.05,,,3.94,3.94,3600538.0,108488633.46,,130.11,3.93,23.23,0.1687,25.12,0.0595,36.18
2009-10-26,233922.0,6843802.94,1.1,2.73,0.28,8.53,0.0,4325028.8,152349.0,147830.0,4457240.16,,,4834.0,0.2,,5500.0,,,5500.0,,,,0.2,4834.0,0.21,,,5.51,,,,4.04,4.04,3620807.0,105933129.74,,130.05,4.06,22.06,0.1541,23.86,0.062,35.13
2009-10-27,224991.0,6568457.51,1.06,2.61,0.27,7.98,0.0,4228212.24,146418.0,144830.0,4274572.81,,,,,,,,0.23,,5931.0,,,,,,,3000.0,5.15,0.16,,,3.87,3.87,3635055.0,106122930.75,,128.23,3.86,22.91,0.1523,23.29,0.0595,35.055
2009-10-28,221762.0,6090964.36,1.04,2.51,0.26,7.85,0.0,3939947.17,144572.0,143447.0,3970846.67,,,,,,,,0.06,,1846.0,,,,,,,1383.0,5.02,0.05,,,3.81,3.81,3645123.0,100117758.17,,124.9,3.87,23.05,0.1538,23.42,0.0585,32.98
2009-10-29,227989.0,6742374.07,1.07,2.41,0.27,7.63,0.0,4069307.79,156645.0,137601.0,4632500.63,,,,,,,,0.19,,4000.0,,,,,,16073.0,5846.0,5.26,0.28,,,4.13,4.13,3640482.0,107660858.3,,125.23,4.03,18.91,0.1394,22.64,0.06,35.51
2009-10-30,227844.0,6580591.96,1.07,2.22,0.27,7.98,0.0,4438413.52,156500.0,153674.0,4520034.07,,,210.0,0.6,,,,0.01,16073.0,355.0,,,0.6,210.0,,,,5.41,,,,4.15,4.15,3612522.0,104336885.05,,126.75,4.09,19.23,0.141,23.29,0.0605,34.68
2009-11-02,227279.0,6476257.85,1.07,2.28,0.27,7.9,0.0,4368786.28,156290.0,153319.0,4453444.18,,,,,,,,0.03,,210.0,,,,,,,355.0,5.3,0.01,,,4.44,4.44,3360343.0,95752127.25,,115.93,4.37,19.04,0.1404,22.97,0.0646,34.215
2009-11-03,222153.0,6387547.56,1.04,2.22,0.26,7.73,0.0,4395343.96,151617.0,152866.0,4359431.56,,,2655.0,,,,,0.28,,10328.0,,,,2655.0,,3000.0,453.0,5.21,0.01,,,4.31,4.31,3362831.0,96691212.65,,116.55,4.28,19.51,0.1429,23.5,0.0632,34.525
2009-11-04,221870.0,6453321.11,1.04,2.23,0.26,7.76,0.0,4533525.7,147881.0,155866.0,4301273.62,,,,0.11,,,,0.12,3000.0,3736.0,,,0.11,,,,,5.11,,,,4.17,4.17,3399664.0,98882784.77,,117.18,4.18,19.57,0.1417,23.59,0.0625,34.925
2009-11-05,217324.0,6235125.42,1.02,2.24,0.26,7.66,0.0,4471867.16,143335.0,155866.0,4112347.01,,,,,,,,0.14,,4546.0,,,,,,,,4.98,,,,4.05,4.05,3397038.0,97462581.12,,118.11,4.05,20.04,0.1439,24.18,0.0614,34.45
2009-11-06,217944.0,6303735.44,1.02,2.26,0.26,7.62,0.0,4508213.25,143955.0,155866.0,4163703.68,,,620.0,,,,,,,,,,,620.0,,,,4.98,,,,4.07,4.07,3393086.0,98140423.57,,117.51,4.06,20.16,0.1436,24.01,0.0616,34.73
2009-11-09,217324.0,6405256.56,1.02,2.31,0.26,7.62,0.0,4524564.96,143335.0,153514.0,4224556.19,,,,,,,,0.01,,620.0,,,,,,,,5.0,,,,4.08,4.08,3367103.0,99239654.08,,116.87,4.1,20.05,0.1439,24.2,0.0619,35.39
2009-11-10,214324.0,6312374.34,1.01,2.28,0.25,7.64,0.0,4502283.53,146537.0,152866.0,4315878.76,,,5000.0,,,,,0.06,,1798.0,,,,5000.0,,,3000.0,5.18,0.11,,,4.06,4.06,3462005.0,101964649.49,,122.73,4.05,20.31,0.1481,24.58,0.0594,35.365
2009-11-11,211226.0,6255433.4,0.99,2.25,0.25,7.6,0.0,4408708.49,147437.0,148868.0,4366329.59,,,15.0,0.03,,,,,800.0,,,,0.03,15.0,,885.0,4798.0,5.22,0.1,,,4.09,4.09,3459065.0,102439807.28,,122.83,4.08,20.89,0.1518,24.82,0.0586,35.56
2009-11-12,218126.0,6463409.27,1.03,2.33,0.26,7.97,0.0,4479340.62,150739.0,151168.0,4466628.69,,,7099.0,,,2300.0,,0.22,,6398.0,,,,7099.0,0.08,2601.0,,5.51,,,,4.22,4.22,3424484.0,101472734.19,,122.41,4.31,21.14,0.1515,25.15,0.061,35.58
2009-11-13,222822.0,6691632.29,1.05,2.37,0.27,8.0,0.0,4710948.53,147938.0,156868.0,4442769.1,,,,,,8000.0,,0.1,,2801.0,,,,,0.3,,2300.0,5.28,0.08,,,4.11,4.11,3453983.0,103727568.0,,123.77,4.09,20.68,0.1451,24.59,0.0619,36.06
2009-11-16,219031.0,6640715.87,1.03,2.31,0.26,7.95,0.0,4662183.9,147242.0,153773.0,4464173.04,,,,,,,,0.01,,696.0,,,,,,,3095.0,5.32,0.12,,,4.06,4.06,3481955.0,105568042.07,,126.02,4.05,21.06,0.1473,25.1,0.0604,36.405
2009-11-17,219782.0,6643351.01,1.03,2.34,0.26,8.08,0.0,4648096.82,150334.0,153773.0,4544146.15,,,10000.0,,,,,0.28,,7659.0,,,,10000.0,,751.0,,5.48,,,,4.14,4.14,3481518.0,105235852.38,,126.89,4.14,20.89,0.1463,24.94,0.0605,36.295
2009-11-18,214480.0,6511666.97,1.01,2.29,0.26,7.84,0.0,4833777.25,139591.0,159214.0,4238018.01,,,3900.0,0.22,,,,0.54,6241.0,14643.0,,,0.22,3900.0,,,800.0,5.06,0.03,,,3.85,3.85,3483766.0,105768015.62,,126.45,3.85,21.12,0.153,25.6,0.0592,36.455
2009-11-19,214848.0,6397589.57,1.01,2.26,0.26,7.91,0.0,4740960.24,139959.0,159214.0,4167598.67,,,,,,,,0.14,,3900.0,,,,,,4268.0,,5.08,,,,3.86,3.86,3487378.0,103844639.58,,126.1,3.88,20.62,0.1513,25.07,0.0592,35.755
2009-11-20,242874.0,7153242.78,1.14,2.58,0.29,8.77,0.0,4801167.35,164185.0,163014.0,4835656.21,,,5106.0,0.11,,,,0.14,3800.0,3728.0,,,0.11,5106.0,,22848.0,,5.85,,,,4.51,4.51,3478612.0,102453766.9,,124.17,4.5,19.07,0.1389,22.08,0.0667,35.365
2009-11-23,235074.0,6989097.37,1.11,2.52,0.28,8.4,0.0,4922165.04,166315.0,165554.0,4944790.7,,,6030.0,0.22,,,,0.15,6440.0,3900.0,,,0.22,6030.0,,,3900.0,5.89,0.14,,,4.47,4.47,3554903.0,105692518.96,,126.21,4.46,19.74,0.1449,22.8,0.0632,35.7
2009-11-24,229607.0,6785443.07,1.08,2.48,0.27,8.27,0.0,4892521.75,159975.0,165554.0,4727648.79,,,550.0,,,,,0.24,,6890.0,,,,550.0,,,,5.7,,,,4.28,4.28,3574354.0,105630819.56,,127.42,4.28,20.23,0.1461,23.42,0.0615,35.485
2009-11-25,237803.0,7159355.17,1.12,2.57,0.28,8.51,0.0,5139467.04,166675.0,170711.0,5017958.24,,,3661.0,0.19,,,,0.08,5157.0,1961.0,,,0.19,3661.0,,5000.0,,5.92,,,,4.46,4.46,3571568.0,107526498.16,,127.54,4.44,19.53,0.1401,22.57,0.0636,36.15
2009-11-26,208804.0,6286304.2,0.98,2.25,0.25,7.58,0.0,4546072.97,159257.0,151001.0,4794630.12,,,,0.07,,,,0.33,1290.0,9289.0,,,0.07,,,1871.0,21000.0,5.76,0.73,,,4.17,4.17,3661806.0,110243225.42,,132.53,4.16,15.56,0.1346,23.02,0.0546,36.15
2009-11-27,221535.0,6675121.72,1.04,2.41,0.26,8.08,0.0,4716531.6,165314.0,156533.0,4981113.92,,,7199.0,0.21,,,,0.04,5532.0,1142.0,,,0.21,7199.0,,,,5.98,,,,4.33,4.33,3651601.0,110027224.38,,132.25,4.33,20.52,0.1399,21.54,0.058,36.18
2009-11-30,222837.0,6750541.05,1.05,2.46,0.27,8.13,0.0,4707357.06,179545.0,155391.0,5439069.33,,,14231.0,,,,,,,,,,,14231.0,,,1142.0,6.5,0.04,,,4.7,4.7,3639778.0,110262078.55,,132.05,4.69,19.91,0.1373,21.41,0.0583,36.375
2009-12-01,274018.0,8500679.59,1.29,2.98,0.33,10.04,0.0,6156166.23,191350.0,198443.0,5936124.78,1.57,,8950.0,,,,43052.0,0.02,,821.0,1.57,,,8950.0,,3676.0,,6.99,,,,5.05,5.05,3594130.0,111498323.17,,132.21,5.02,16.1,0.1179,17.3,0.0724,37.25
2009-12-02,287139.0,9096639.19,1.35,3.18,0.34,10.71,0.0,6286726.54,217335.0,198443.0,6885230.08,,,26423.0,,,,,0.0,,438.0,,,,26423.0,,,,8.13,,,,5.73,5.73,3577872.0,113347927.87,,134.81,5.69,15.23,0.1141,16.51,0.0757,38.04
2009-12-03,304297.0,9478018.46,1.43,3.18,0.36,11.48,0.0,6180956.16,235025.0,198443.0,7320385.31,,,15710.0,,,,,,,,,,,15710.0,,1980.0,,8.91,,,,5.99,5.99,3691587.0,114982828.45,,139.06,6.02,14.85,0.1143,15.66,0.0775,37.4
2009-12-04,361061.0,11285152.25,1.7,3.84,0.43,13.65,0.0,7503670.92,254266.0,240075.0,7947218.12,,,9089.0,1.48,,5574.0,,0.05,36058.0,611.0,,,1.48,9089.0,0.21,10763.0,,9.54,,,,6.48,6.48,3672114.0,114773862.48,,138.26,6.45,15.26,0.1321,24.36,0.092,37.53
2009-12-07,387951.0,12238695.33,1.82,4.15,0.46,14.66,0.0,7799494.27,271998.0,247234.0,8580724.5,,532.0,,0.25,0.02,,,0.1,7159.0,2674.0,,532.0,0.25,,,20406.0,,10.24,,0.02,,6.95,6.95,3642472.0,114909112.34,532.0,137.41,6.93,18.84,0.1363,23.55,0.0991,37.88
2009-12-08,385432.0,12043670.79,1.81,4.12,0.46,14.64,0.0,7725370.24,291053.0,247234.0,9094591.3,,,4469.0,,,,,0.07,,1989.0,,,,4469.0,,16575.0,,11.01,,,,7.48,7.48,3601012.0,112521542.17,,136.01,7.49,18.4,0.1357,23.64,0.099,37.52
2009-12-09,400307.0,12561813.93,1.88,4.36,0.48,15.14,0.0,8279637.68,289315.0,263847.0,9078834.98,,,561.0,0.66,,,,0.1,16613.0,2299.0,,,0.66,561.0,,,,10.87,,,,7.44,7.44,3601152.0,113005771.43,,135.29,7.44,17.36,0.1468,27.25,0.1029,37.68
2009-12-10,396175.0,12526182.89,1.86,4.65,0.47,14.99,0.0,8253732.48,287983.0,261047.0,9105389.6,,,1513.0,,,,,0.1,,2845.0,,,,1513.0,,,2800.0,10.87,0.1,,,7.39,7.39,3607749.0,114069095.18,,136.31,7.39,16.88,0.146,27.29,0.1017,37.965
2009-12-11,398449.0,12851934.86,1.87,5.24,0.47,15.24,0.0,8420046.33,290257.0,261047.0,9362212.12,,,1183.0,,,,,,,,,,,1183.0,,1091.0,,11.1,,,,7.47,7.47,3597960.0,116051859.95,,138.06,7.44,17.41,0.1466,27.19,0.1025,38.73
2009-12-14,396824.0,12956499.01,1.87,5.25,0.47,15.35,0.0,8490662.61,289632.0,260047.0,9456627.42,,,1754.0,,,,,0.06,,2379.0,,,,1754.0,,,1000.0,11.26,0.01,,,7.32,7.32,3667870.0,119757761.67,,142.54,7.32,18.04,0.1448,26.47,0.1003,39.205
2009-12-15,418029.0,13678444.65,1.97,5.44,0.5,16.4,0.0,8691655.88,305257.0,265627.0,9988400.28,,,15733.0,0.32,,,,0.0,7959.0,108.0,,,0.32,15733.0,,,2379.0,11.99,0.0,,,7.7,7.7,3661193.0,119798927.38,,143.77,7.7,18.67,0.1426,26.22,0.1054,39.29
2009-12-16,382638.0,12730725.65,1.8,4.97,0.46,15.2,0.0,7470224.17,310966.0,224527.0,10346130.89,,,9684.0,0.07,,,,0.2,1952.0,5216.0,,,0.07,9684.0,,1241.0,,12.3,,,1.59,7.37,7.37,3906846.0,129984435.86,,154.46,7.37,22.74,0.1646,28.02,0.0907,39.95
2009-12-17,382293.0,12485238.49,1.8,4.94,0.45,15.3,0.0,7295784.56,311754.0,223394.0,10181517.95,,,14840.0,0.04,,,,0.54,1091.0,14052.0,,,0.04,14840.0,,,2224.0,12.32,0.07,,,7.38,7.38,3910717.0,127719404.83,,155.15,7.36,23.26,0.1616,26.95,0.0905,39.215
2009-12-18,397227.0,13067248.0,1.87,5.01,0.47,15.8,0.0,7367591.32,326761.0,223965.0,10749186.29,,,14382.0,0.04,,,,0.0,2550.0,73.0,,,0.04,14382.0,,698.0,1979.0,12.85,0.02,,,7.77,7.77,3880560.0,127655571.97,,152.4,7.78,25.75,0.1658,25.87,0.0944,39.5
2009-12-21,407699.0,13408341.34,1.92,5.04,0.48,16.28,0.0,7368817.57,337233.0,224059.0,11090866.49,,,9895.0,0.02,,,,0.01,94.0,174.0,,,0.02,9895.0,,751.0,,13.32,,,,7.96,7.96,3897151.0,128168896.33,,153.54,7.98,24.9,0.1685,27.41,0.0963,39.49
2009-12-22,417029.0,13798538.8,1.96,5.11,0.5,16.59,0.0,7421906.48,345915.0,224310.0,11445538.68,,,19.0,0.07,,,,2.02,1895.0,51007.0,,,0.07,19.0,,59670.0,1644.0,13.69,0.13,,,8.07,8.07,3940931.0,130396421.64,,155.89,8.07,23.86,0.17,28.55,0.0973,39.73
2009-12-23,416815.0,13805343.21,1.96,5.07,0.5,16.65,0.0,7350848.86,348072.0,221939.0,11528504.07,,,2233.0,0.03,,,,0.03,466.0,931.0,,,0.03,2233.0,,855.0,2837.0,13.83,0.1,,,8.0,8.0,4004598.0,132636421.0,,158.27,8.03,23.4,0.1723,29.31,0.0958,39.77
2009-12-24,413972.0,13638780.12,1.95,5.02,0.49,16.48,0.0,7290816.4,345229.0,221295.0,11373963.51,,,39.0,,,,,0.12,,2882.0,,,,39.0,,,644.0,13.66,0.05,,,7.96,7.96,3992134.0,131525411.96,,157.59,7.97,23.61,0.1711,28.9,0.0954,39.56
2009-12-25,413972.0,13638780.12,1.95,5.11,0.49,16.45,0.0,7290816.4,331732.0,221295.0,10929289.44,,,,,,,,0.53,,13497.0,,,,,,,,13.11,,,,7.64,7.64,4009364.0,132093073.98,,158.07,7.66,23.63,0.1712,28.91,0.0954,
2009-12-28,402026.0,12994095.7,1.89,4.96,0.48,15.95,0.0,6768225.49,331584.0,209403.0,10717302.44,,,1000.0,0.03,,,,0.05,906.0,1148.0,,,0.03,1000.0,,,12798.0,13.03,0.48,,,7.63,7.63,4013953.0,129737105.13,,158.38,7.6,21.58,0.1665,29.27,0.0925,38.81
2009-12-29,399476.0,12948271.63,1.88,5.06,0.48,15.7,0.0,6740053.22,337282.0,207942.0,10932368.79,,,4487.0,0.01,,,,0.11,1000.0,2589.0,,,0.01,4487.0,,3800.0,2461.0,13.14,0.1,,,7.75,7.75,4014822.0,130132988.76,,155.8,7.78,21.15,0.1658,29.37,0.0918,38.92
2009-12-30,408604.0,13257750.43,1.92,5.18,0.49,16.06,0.0,7069011.35,328812.0,217867.0,10668783.06,,,,0.39,,,,0.33,10309.0,8470.0,,,0.39,,,,384.0,12.84,0.01,,,7.55,7.55,4027732.0,130685616.55,,156.74,7.57,23.13,0.1678,28.45,0.0938,38.96
2009-12-31,397036.0,12816278.4,1.87,5.1,0.47,15.64,0.0,6797434.67,324533.0,210578.0,10475889.53,,,,,,,,0.17,,4279.0,,,,,,,7289.0,12.71,0.27,,,7.46,7.46,4025541.0,129944020.59,,156.39,7.52,21.99,0.164,28.38,0.0913,38.76
2010-01-01,397036.0,12816278.4,1.87,5.24,0.47,15.62,0.0,6797434.67,324533.0,210578.0,10475889.53,,,,,,,,,,,,,,,,,,12.71,,,,7.46,7.46,4025551.0,129944343.39,,156.27,7.52,22.01,0.1642,28.4,0.0913,
2010-01-04,377803.0,12252074.44,1.78,4.98,0.45,14.83,0.0,6725193.93,302329.0,207377.0,9804467.97,,,,,,,,0.88,,22204.0,,,,,,,3201.0,11.78,0.12,,,6.94,6.94,4055129.0,131507008.61,,156.88,6.99,21.69,0.1573,26.97,0.0867,38.94
2010-01-05,377595.0,12217027.05,1.78,4.9,0.45,14.84,0.0,6827195.48,297803.0,211010.0,9635369.39,,,278.0,0.14,,,,0.17,3633.0,4804.0,,,0.14,278.0,,,,11.63,,,,6.83,6.83,4061710.0,131415990.52,,157.91,6.86,22.63,0.1562,25.97,0.0866,38.85
2010-01-06,414113.0,13491678.63,1.95,5.3,0.49,16.25,0.0,8064388.77,297803.0,247528.0,9702333.35,1.67,,4.0,,,,43052.0,0.0,,31.0,1.67,,,4.0,,27.0,6534.0,11.62,0.24,,,6.83,6.83,4060822.0,132300375.5,,157.81,6.86,20.36,0.139,23.67,0.095,39.12
2010-01-07,404659.0,13271291.65,1.9,5.1,0.48,16.03,0.0,7994869.38,292103.0,243774.0,9579878.62,,,,,,,,0.22,,5700.0,,,,,,,3754.0,11.48,0.06,,,6.76,6.76,4030436.0,132183126.08,,158.05,6.77,20.58,0.1362,22.77,0.0936,39.38
2010-01-08,384278.0,12681279.49,1.81,4.88,0.46,15.24,0.0,7739983.39,276437.0,234543.0,9122496.89,,,,,,,,0.61,,15666.0,,,,,,,9231.0,10.89,0.32,,,6.39,6.39,4046391.0,133532013.82,,158.99,6.41,19.17,0.1342,22.68,0.0889,39.625
2010-01-11,350238.0,11874426.51,1.65,4.31,0.42,13.99,0.0,7879295.21,241555.0,232401.0,8189651.31,,532.0,2015.0,0.15,0.02,,,0.21,3677.0,6059.0,,532.0,0.15,2015.0,,,5819.0,9.68,0.24,1.24,,5.65,5.65,4031240.0,136674670.17,31370.0,160.67,5.68,19.18,0.1402,23.58,0.082,40.71
2010-01-12,308534.0,10587690.21,1.45,3.72,0.37,12.6,0.0,7306451.31,228945.0,212916.0,7856504.42,,,9609.0,0.13,,,,0.87,2015.0,22219.0,,,0.13,9609.0,,,21500.0,9.39,0.83,,,5.37,5.37,4032504.0,138379896.93,,164.63,5.39,20.92,0.1449,21.04,0.0724,41.205
2010-01-13,329776.0,11356456.38,1.55,3.92,0.39,13.63,0.0,7791791.67,246746.0,226263.0,8497162.28,,,18656.0,0.63,,,,0.03,13347.0,855.0,,,0.63,18656.0,,,,10.2,,,,5.78,5.78,4024596.0,138594527.61,,165.47,5.8,21.91,0.1502,22.27,0.0772,41.35
2010-01-14,371428.0,12905273.62,1.75,4.4,0.44,15.45,0.0,8145309.99,279889.0,234431.0,9724749.15,,,29730.0,0.4,,,,0.01,8168.0,341.0,,,0.4,29730.0,,3754.0,,11.61,,,,6.6,6.6,3960797.0,137617974.53,,163.71,6.62,22.21,0.1706,28.25,0.0876,41.72
2010-01-15,424021.0,14575475.28,1.99,5.07,0.5,17.72,0.0,9117298.88,295547.0,265235.0,10159256.25,,,26158.0,1.33,,,,0.44,31145.0,10500.0,,,1.33,26158.0,,,341.0,12.27,0.0,,,7.04,7.04,3899811.0,134053735.17,,161.46,7.06,19.06,0.1765,30.08,0.1011,41.275
