,ATO FP Equity_DX_SI_QTY,ATO FP Equity_DX_SHORT_INTEREST_VALUE,ATO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ATO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ATO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ATO FP Equity_DX_SI_MV,ATO FP Equity_DX_DSS,ATO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ATO FP Equity_DX_SUPPLY_SI_QTY,ATO FP Equity_DX_BROKER_SI_QTY,ATO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ATO FP Equity_DX_BROKER_SI_MV_NEW_x,ATO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ATO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ATO FP Equity_DX_BROKER_SI_MV_INC_x,ATO FP Equity_DX_SUPPLY_SI_MV_NEW,ATO FP Equity_DX_BROKER_SI_QTY_ADD,ATO FP Equity_DX_BROKER_SI_QTY_NEW,ATO FP Equity_DX_SUPPLY_SI_MV_DEC,ATO FP Equity_DX_BROKER_SI_QTY_INC,ATO FP Equity_DX_SUPPLY_SI_QTY_DEC,ATO FP Equity_DX_BROKER_SI_MV_NEW_y,ATO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ATO FP Equity_DX_BROKER_SI_MV_INC_y,ATO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ATO FP Equity_DX_BROKER_SI_MV_ADD,ATO FP Equity_DX_SUPPLY_SI_QTY_ADD,ATO FP Equity_DX_BROKER_SI_QTY_DEC,ATO FP Equity_DX_SUPPLY_SI_MV,ATO FP Equity_DX_BROKER_SI_MV_DEC,ATO FP Equity_DX_SUPPLY_SI_MV_RMV,ATO FP Equity_DX_BROKER_SI_MV_RMV,ATO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ATO FP Equity_DX_UTILIZATION_QUANTITY,ATO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ATO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ATO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ATO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ATO FP Equity_DX_ACTIVE_UTILIZATION_MV,ATO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ATO FP Equity_DX_BROKER_SI_CON_RATIO,ATO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ATO FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-01-01,6908657.0,516629370.46,7.13,17.12,6.28,523.23,2.0,420451372.58,5514502.0,5622511.0,412374459.56,,,,,,,,0.59,,7101.0,,,,,,,,413.83,,,,21.53,21.53,20095634.0,1502751510.52,,1512.41,21.48,11.48,0.2243,43.57,0.2698
2021-01-04,6866532.0,522680415.84,7.09,17.02,6.24,517.13,2.0,424151144.56,5475666.0,5572138.0,416807695.92,,,8515.0,0.0,,,,3.71,10422.0,47351.0,,,0.0,8515.0,,,60795.0,409.12,4.72,,,21.38,21.38,20139446.0,1533014629.52,,1508.43,21.34,11.48,0.2267,43.87,0.2681
2021-01-05,6913170.0,520699964.4,7.14,17.12,6.29,527.4,2.0,412084683.08,5477639.0,5471119.0,412575769.48,,,3860.0,3.53,,,,0.0,1502.0,5763.0,,,3.53,3860.0,,3876.0,102521.0,416.3,6.73,,,21.38,21.38,20142104.0,1517103273.28,,1529.07,21.4,11.44,0.225,43.71,0.2698
2021-01-06,6875456.0,517309309.44,7.1,17.54,6.25,520.3,2.0,421322180.4,5502885.0,5599710.0,414037067.4,,,126418.0,12.21,,,,8.93,192771.0,104857.0,,,12.21,126418.0,,3685.0,64180.0,413.48,4.77,,,21.42,21.42,20192264.0,1519265943.36,,1517.79,21.41,12.52,0.235,44.62,0.2676
2021-01-07,6394614.0,418335647.88,6.6,16.39,5.81,476.37,2.0,338894113.86,4964336.0,5180283.0,324766861.12,,,74795.0,0.0,,,,50.33,33660.0,671085.0,,,0.0,74795.0,,57741.0,453087.0,370.37,35.04,,,19.47,19.47,20531444.0,1343167066.48,,1505.1,19.75,13.73,0.2122,41.28,0.2508
2021-01-08,6333479.0,429029867.46,6.54,13.42,5.76,420.08,2.0,349269810.9,4816420.0,5156035.0,326264290.8,,,152748.0,0.0,,,,27.2,14829.0,296280.0,,,0.0,152748.0,,29977.0,39077.0,316.63,10.67,2.59,,19.14,19.14,20345758.0,1378221646.92,34361.0,1343.49,19.07,13.56,0.2094,40.96,0.2517
2021-01-11,6208756.0,413130624.24,6.41,12.27,5.64,423.15,2.0,339574912.8,4732338.0,5103320.0,314889770.52,,,121027.0,19.17,,65667.0,,17.01,244898.0,309185.0,,,19.17,121027.0,4.37,104076.0,363280.0,321.4,18.92,,,19.04,19.04,20127720.0,1339298488.8,,1363.13,19.08,14.54,0.2005,39.46,0.2497
2021-01-12,5924240.0,394435899.2,6.12,11.28,5.39,395.55,2.0,343321035.02,4388584.0,5156519.0,292191922.72,,,202410.0,21.09,,,,58.03,342996.0,828448.0,,,21.09,202410.0,,282284.0,289797.0,291.3,24.63,,,17.75,17.75,20332428.0,1353733056.24,,1350.11,17.75,18.79,0.2134,39.35,0.2396
2021-01-13,5244926.0,356340272.44,5.41,9.84,4.77,351.17,1.0,308307575.66,3962973.0,4537939.0,269244385.62,,,53634.0,3.32,,470.0,,35.33,49357.0,536356.0,,,3.32,53634.0,0.03,57111.0,668407.0,264.75,44.25,,,16.16,16.16,20563284.0,1397069514.96,,1374.86,16.15,19.38,0.1876,34.79,0.2138
2021-01-14,4875012.0,327698306.64,5.03,9.26,4.43,331.68,1.0,280992842.34,3695309.0,4180197.0,248398670.98,,,119855.0,8.8,,,,26.62,116350.0,411823.0,,,8.8,119855.0,,24304.0,474092.0,250.62,28.17,,,15.17,15.17,20658372.0,1388655765.84,,1400.42,15.18,16.84,0.1989,36.47,0.2002
2021-01-15,4829543.0,320778246.06,4.99,9.18,4.39,326.62,1.0,279031217.04,3737594.0,4201012.0,248250993.48,,,10916.0,1.67,,,,13.22,39373.0,190447.0,,,1.67,10916.0,,221816.0,18558.0,251.48,1.51,,,15.32,15.32,20660534.0,1372272668.28,,1388.31,15.34,17.18,0.2062,37.22,0.1979
2021-01-18,4969749.0,332376813.12,5.13,9.37,4.52,332.89,1.0,294237088.64,3878817.0,4399478.0,259415280.96,,,256882.0,18.74,,51101.0,,10.73,289444.0,156953.0,,,18.74,256882.0,3.39,41294.0,142079.0,258.04,11.03,,,15.98,15.98,20399736.0,1364334343.68,,1357.69,15.97,16.45,0.1958,34.96,0.2047
2021-01-19,5110046.0,340431264.52,5.27,9.54,4.65,341.77,1.0,301829837.78,3803798.0,4530619.0,253409022.76,,,54555.0,32.28,,,,18.15,493736.0,274570.0,,,32.28,54555.0,,144996.0,362595.0,253.68,24.13,,,15.68,15.68,20459414.0,1363006160.68,,1364.69,15.67,16.58,0.1498,26.54,0.2106
2021-01-20,4775648.0,317198540.16,4.93,8.86,4.34,319.5,1.0,280278783.9,3534954.0,4219795.0,234791644.68,,,23551.0,2.95,,,,24.1,44277.0,361569.0,,,2.95,23551.0,,69174.0,355101.0,235.54,23.82,,,14.52,14.52,20814112.0,1382473319.04,,1386.75,14.52,16.36,0.1388,22.38,0.1961
2021-01-21,4722443.0,312814624.32,4.87,8.79,4.29,313.84,1.0,279909241.92,3515847.0,4225683.0,232889705.28,,,44971.0,3.03,,,,4.7,61047.0,70265.0,,,3.03,44971.0,,6187.0,55159.0,233.08,4.13,,,14.51,14.51,20712824.0,1372017461.76,,1372.27,14.52,16.52,0.1426,22.91,0.1949
2021-01-22,4842732.0,307222918.08,5.0,8.9,4.4,320.64,1.0,273516802.0,3600596.0,4311425.0,228421810.24,,,162885.0,10.15,,,,8.01,152172.0,119860.0,,,10.15,162885.0,,41724.0,66430.0,236.83,4.55,,,14.88,14.88,20602978.0,1307052924.32,,1357.49,14.85,17.2,0.1507,24.05,0.2001
2021-01-25,4750988.0,293706078.16,4.9,8.43,4.32,304.62,1.0,258166811.1,3644803.0,4176105.0,225321721.46,,,62039.0,0.0,,,,4.04,57564.0,60058.0,,,0.0,62039.0,,42226.0,192884.0,231.83,16.44,,,15.46,15.46,19930096.0,1232078534.72,,1282.21,15.31,16.55,0.1509,24.51,0.2015
2021-01-26,4568208.0,291451670.4,4.72,7.9,4.15,286.36,1.0,246503358.2,3515371.0,3863689.0,224280669.8,,,25169.0,0.0,,2333.0,,17.94,3042.0,265326.0,,,0.0,25169.0,0.15,110725.0,317791.0,220.09,24.49,,,14.61,14.61,20552896.0,1311274764.8,,1283.45,14.64,17.32,0.1428,23.63,0.1898
2021-01-27,4562988.0,293765167.44,4.71,7.77,4.15,293.92,1.0,251415230.88,3601668.0,3905176.0,231875385.84,,,84269.0,16.35,,,,23.81,185534.0,403861.0,,,16.35,84269.0,,405889.0,144047.0,230.57,7.22,,,15.04,15.04,20344170.0,1309757664.6,,1303.12,15.03,17.98,0.1453,21.6,0.1906
2021-01-28,4535817.0,291018018.72,4.68,7.55,4.12,293.97,1.0,246255960.64,3486498.0,3838154.0,223693711.68,,,35549.0,9.35,,,,10.41,134022.0,162948.0,,,9.35,35549.0,,12229.0,201044.0,224.09,12.43,,,14.56,14.56,20451656.0,1312178248.96,,1314.72,14.56,19.09,0.1518,22.33,0.1895
2021-01-29,4569491.0,290071288.68,4.72,7.47,4.15,294.65,1.0,246073237.2,3529136.0,3876390.0,224029553.28,,,97213.0,3.8,,5845.0,,3.53,73949.0,54575.0,,,3.8,97213.0,0.37,,41558.0,226.05,3.12,,,14.74,14.74,20405876.0,1295365008.48,,1306.98,14.75,20.06,0.1542,22.23,0.1909
2021-02-01,4456418.0,291360608.84,4.6,7.14,4.05,286.33,1.0,248135406.4,3370431.0,3795280.0,220358778.78,,,1459.0,3.95,,,,10.93,62936.0,168533.0,,,3.95,1459.0,,8369.0,144046.0,215.7,9.8,,,13.99,13.99,20729448.0,1355291310.24,,1329.83,13.96,20.03,0.1508,20.56,0.1849
2021-02-02,4511629.0,300474491.4,4.66,7.15,4.1,296.74,1.0,262125345.6,3418320.0,3935816.0,227660112.0,,,58522.0,18.21,,2000.0,,9.59,220152.0,165763.0,,,18.21,58522.0,0.13,155130.0,81616.0,224.53,3.53,,,14.23,14.23,20605154.0,1372303256.4,,1351.52,14.25,19.35,0.1598,24.05,0.1878
2021-02-03,3886202.0,257810640.68,4.01,5.92,3.53,259.93,1.0,223711283.62,3094249.0,3372193.0,205272478.66,,,28677.0,4.01,,,,22.5,43485.0,352748.0,,,4.01,28677.0,,,607108.0,205.76,37.16,,,12.83,12.83,21024752.0,1394782047.68,,1398.59,12.83,22.16,0.1903,29.32,0.1611
2021-02-04,3968874.0,262104438.96,4.1,5.99,3.61,265.56,1.0,225324979.88,3111370.0,3411947.0,205474874.8,,,59149.0,13.24,,,,8.72,198866.0,131311.0,,,13.24,59149.0,,89283.0,159112.0,206.77,10.48,,,12.84,12.84,21112178.0,1394248235.12,,1401.87,12.85,25.17,0.1808,25.65,0.1638
2021-02-05,4223159.0,277123693.58,4.36,6.22,3.84,279.84,1.0,239894317.82,3260722.0,3655811.0,213968577.64,,,154066.0,14.08,,32100.0,,1.76,226830.0,25061.0,,,14.08,154066.0,2.12,20347.0,15066.0,214.35,1.65,,,13.6,13.6,20707230.0,1358808432.6,,1362.49,13.59,23.51,0.1682,24.23,0.1762
2021-02-08,4084869.0,269601354.0,4.22,5.88,3.71,269.21,1.0,230907402.0,3188666.0,3498597.0,210451956.0,,,76891.0,2.03,,,,13.01,34286.0,198475.0,,,2.03,76891.0,,49528.0,191500.0,209.15,13.78,,,12.97,12.97,21396748.0,1412185368.0,,1403.89,12.97,19.24,0.1551,24.4,0.1662
2021-02-09,3861261.0,253993748.58,3.99,5.4,3.51,255.35,1.0,220707292.52,2998300.0,3355234.0,197228174.0,,,96408.0,6.0,,10200.0,,19.56,84954.0,298555.0,,,6.0,96408.0,0.7,11781.0,238517.0,197.07,15.4,,,12.14,12.14,21693772.0,1427016322.16,,1427.09,12.13,16.6,0.1517,26.41,0.1564
2021-02-10,3808603.0,250149045.04,3.93,5.23,3.46,251.82,1.0,211516988.56,2957647.0,3220417.0,194258254.96,,,19011.0,0.97,,,,10.53,14787.0,160453.0,,,0.97,19011.0,,100789.0,149604.0,194.4,9.88,,,11.97,11.97,21747396.0,1428368969.28,,1429.18,11.97,17.18,0.1429,24.1,0.1542
2021-02-11,3889089.0,257068782.9,4.01,5.22,3.54,257.03,1.0,204155071.9,3072528.0,3088579.0,203094100.8,,,151502.0,4.06,,,,8.06,63166.0,122549.0,,,4.06,151502.0,,85928.0,195004.0,202.02,12.82,,,12.43,12.43,21637760.0,1430255936.0,,1422.84,12.43,16.61,0.146,25.0,0.1574
2021-02-12,3913421.0,258285786.0,4.04,5.15,3.56,260.03,1.0,201717648.0,3040608.0,3056328.0,200680128.0,,,96698.0,6.71,,,,8.48,95786.0,133718.0,,,6.71,96698.0,,5100.0,128037.0,201.01,8.02,,,12.32,12.32,21642408.0,1428398928.0,,1430.65,12.32,14.99,0.1497,27.38,0.1585
2021-02-15,4022142.0,268196428.56,4.15,5.14,3.66,267.38,1.0,213241973.2,3169262.0,3197990.0,211326390.16,,,78137.0,15.06,,,,4.5,228966.0,66207.0,,,15.06,78137.0,,116724.0,87304.0,209.5,5.76,,,12.83,12.83,21530090.0,1435626401.2,,1423.26,12.83,15.08,0.158,27.71,0.1628
2021-02-16,4076297.0,273111899.0,4.21,5.21,3.71,273.44,1.0,209721658.0,3232921.0,3130174.0,216605707.0,,,223094.0,4.84,,,,20.64,66160.0,315329.0,,,4.84,223094.0,,155894.0,133976.0,216.04,7.76,,,13.0,13.0,21632704.0,1449391168.0,,1445.21,13.0,17.48,0.1548,26.93,0.1639
2021-02-17,4227376.0,280444123.84,4.36,5.34,3.84,285.54,1.0,215104597.38,3320344.0,3242457.0,220271620.96,,6998.0,145264.0,12.82,0.47,,,5.08,170752.0,82684.0,,6998.0,12.82,145264.0,,17845.0,58469.0,222.95,3.55,,,13.29,13.29,21666060.0,1437326420.4,,1453.76,13.3,18.16,0.1579,26.83,0.1692
2021-02-18,4245091.0,263874856.56,4.38,5.36,3.86,281.31,1.0,203536828.32,3307712.0,3274402.0,205607377.92,,,31703.0,4.23,,2840.0,,5.96,87270.0,85102.0,,,4.23,31703.0,0.18,40767.0,58165.0,216.48,5.13,,,13.25,13.25,21659604.0,1346360984.64,,1418.6,13.24,17.2,0.1601,27.82,0.17
2021-02-19,4253506.0,267800737.76,4.39,5.64,3.87,266.84,1.0,205852316.08,3397440.0,3269573.0,213902822.4,,,79552.0,0.0,,,,1.58,79542.0,15853.0,,,0.0,79552.0,,26029.0,84371.0,211.29,7.12,,,14.11,14.11,20688928.0,1302574906.88,,1285.96,14.11,17.1,0.164,28.83,0.1766
2021-02-22,4688533.0,299409717.38,4.84,6.33,4.26,296.38,1.0,220775387.08,3754881.0,3457178.0,239786700.66,,,347701.0,12.45,,12400.0,,5.06,185944.0,82994.0,,,12.45,347701.0,0.77,92734.0,10739.0,236.42,0.27,,,14.95,14.95,21362588.0,1364214869.68,,1346.75,14.93,17.7,0.1577,27.6,0.1867
2021-02-23,4850198.0,311673723.48,5.01,6.62,4.41,311.21,1.0,229975165.98,3924717.0,3578823.0,252202314.42,,,149485.0,9.27,,22000.0,,6.41,105962.0,106027.0,,,9.27,149485.0,1.41,126378.0,6317.0,250.61,0.11,,,15.56,15.56,21300268.0,1368755221.68,,1361.02,15.55,17.22,0.1591,27.98,0.1923
2021-02-24,4824137.0,308262354.3,4.98,6.55,4.39,311.01,1.0,227444126.4,3923665.0,3559376.0,250722193.5,,,59003.0,4.41,,,,4.0,58971.0,68821.0,,,4.41,59003.0,,8766.0,78418.0,251.36,4.43,,,15.48,15.48,21416888.0,1368539143.2,,1373.64,15.47,17.21,0.1612,28.8,0.1904
2021-02-25,4748833.0,310098794.9,4.9,6.41,4.32,304.31,1.0,233431501.5,3799278.0,3574755.0,248092853.4,,,80956.0,9.41,,,,15.55,167871.0,237173.0,,,9.41,80956.0,,31830.0,152492.0,243.2,10.11,,,14.97,14.97,21581658.0,1409282267.4,,1382.65,14.96,18.88,0.1683,30.56,0.1871
2021-02-26,4778711.0,308800304.82,4.93,6.39,4.34,315.22,1.0,238504471.74,3736397.0,3690877.0,241445974.14,,,52939.0,15.27,,20000.0,,8.5,157190.0,156572.0,,,15.27,52939.0,1.29,40752.0,61068.0,245.15,1.97,,,14.78,14.78,21537544.0,1391756093.28,,1411.21,14.8,19.63,0.1753,31.82,0.1891
2021-03-01,4907203.0,318379330.64,5.07,6.53,4.46,320.18,1.0,251051083.84,3734489.0,3869468.0,242293646.32,,,74532.0,11.6,,,,8.31,212732.0,120722.0,,,11.6,74532.0,,44282.0,34141.0,242.33,2.41,,,14.76,14.76,21571780.0,1399577086.4,,1393.07,14.82,19.62,0.1781,31.69,0.1939
2021-03-02,4981315.0,319103038.9,5.14,6.59,4.53,323.38,1.0,255943081.9,3719999.0,3995365.0,238303135.94,,,70286.0,12.27,,,,10.8,199175.0,163388.0,,,12.27,70286.0,,78612.0,73278.0,240.42,5.3,,,14.67,14.67,21634628.0,1385914269.68,,1393.79,14.71,19.83,0.1961,34.18,0.1965
2021-03-03,4849483.0,308039160.16,5.01,6.36,4.41,311.92,1.0,247451624.48,3615539.0,3895649.0,229659037.28,,,1800.0,0.93,,3253.0,,9.58,16400.0,141240.0,,,0.93,1800.0,0.21,34980.0,119369.0,231.48,9.9,,,14.24,14.24,21775584.0,1383185095.68,,1392.21,14.26,19.88,0.195,33.9,0.191
2021-03-04,4813684.0,304417376.16,4.97,6.23,4.38,308.8,1.0,243198210.36,3548605.0,3845639.0,224413780.2,,,7281.0,1.12,,,,10.31,18100.0,161001.0,,,1.12,7281.0,,86786.0,68110.0,226.6,4.93,,,13.94,13.94,21909176.0,1385536290.24,,1396.9,13.96,19.17,0.1937,33.79,0.1891
2021-03-05,5191228.0,328189434.16,5.36,6.71,4.72,331.11,1.0,255213829.52,3835053.0,4036916.0,242452050.66,,,226996.0,14.99,,,,8.95,248164.0,138534.0,,,14.99,226996.0,,197986.0,56887.0,243.69,4.07,,,15.04,15.04,21668344.0,1369872707.68,,1377.59,15.03,16.49,0.1985,35.38,0.2036
2021-03-08,5474288.0,347836259.52,5.65,7.21,4.98,348.39,2.0,270182500.56,3883131.0,4252164.0,246734143.74,,,118565.0,24.29,,,,5.18,381970.0,81747.0,,,24.29,118565.0,,11260.0,166722.0,246.47,11.29,,,15.16,15.16,21738844.0,1381286147.76,,1383.46,15.12,14.35,0.1899,35.61,0.2137
2021-03-09,5541894.0,358228028.16,5.72,7.37,5.04,352.64,2.0,279187528.96,3997149.0,4319114.0,258375711.36,,,109779.0,6.79,,,,1.37,111885.0,21542.0,,,6.79,109779.0,,25781.0,44935.0,253.92,2.97,,,15.51,15.51,21771988.0,1407341304.32,,1391.76,15.43,15.1,0.1931,36.03,0.2151
2021-03-10,5565610.0,359093157.2,5.75,7.4,5.06,359.16,2.0,284658820.44,3929997.0,4411947.0,253563406.44,,,54476.0,11.67,,,,7.45,153682.0,121628.0,,,11.67,54476.0,,,60849.0,253.38,1.77,,,15.2,15.2,21921672.0,1414386277.44,,1427.01,15.08,14.68,0.1983,37.4,0.2153
2021-03-11,5450519.0,354719776.52,5.63,7.33,4.96,350.97,2.0,283371336.0,3872229.0,4354200.0,252004663.32,,,63046.0,0.73,,,,8.16,15144.0,126449.0,,,0.73,63046.0,,5635.0,72891.0,249.0,5.27,,,14.92,14.92,22075624.0,1436681609.92,,1426.48,14.86,14.62,0.2036,38.55,0.2101
2021-03-12,4950499.0,318317085.7,5.11,6.73,4.5,322.35,1.0,251362010.1,3492797.0,3909207.0,224586847.1,,,45945.0,7.98,,,,30.73,113220.0,477839.0,,,7.98,45945.0,,52462.0,558213.0,227.11,34.2,,,13.44,13.44,22500004.0,1446750257.2,,1455.96,13.49,17.1,0.2191,40.59,0.1905
2021-03-15,4976740.0,321895543.2,5.14,6.86,4.52,321.38,1.0,253523479.44,3555269.0,3919658.0,229954798.92,,,117068.0,5.12,,8100.0,,5.31,96933.0,81739.0,,,5.12,117068.0,0.52,27143.0,94582.0,228.83,6.45,,,13.63,13.63,22523412.0,1456814288.16,,1451.63,13.62,16.84,0.238,43.13,0.1908
2021-03-16,5077638.0,328827836.88,5.24,7.01,4.62,329.48,1.0,259922614.04,3598337.0,4013629.0,233028304.12,,,49787.0,8.46,,,,1.3,123373.0,21239.0,,,8.46,49787.0,,14520.0,29402.0,232.96,1.4,,,13.78,13.78,22516840.0,1458190558.4,,1457.17,13.78,17.89,0.2317,41.79,0.1944
2021-03-17,5089062.0,324071468.16,5.25,7.43,4.63,328.24,1.0,256493806.4,3614004.0,4027855.0,230139774.72,,,49555.0,1.6,,,,2.22,37413.0,34133.0,,,1.6,49555.0,,245.0,23187.0,232.58,1.5,,,13.85,13.85,22481912.0,1431648156.16,,1440.6,13.9,18.16,0.2337,41.88,0.195
2021-03-18,5042925.0,324562653.0,5.21,7.31,4.58,323.16,1.0,254428338.16,3638120.0,3953206.0,234149403.2,,,19076.0,0.25,,,,1.52,4872.0,13428.0,,,0.25,19076.0,,18468.0,79521.0,231.99,6.92,,,13.93,13.93,22471716.0,1446279641.76,,1437.73,13.89,18.24,0.2328,41.99,0.1931
2021-03-19,4856691.0,316461985.56,5.01,7.1,4.42,313.6,1.0,248477755.68,3574980.0,3813348.0,232945696.8,,,33623.0,1.52,,,,5.73,16041.0,102330.0,,,1.52,33623.0,,5567.0,155899.0,230.47,8.84,,,13.7,13.7,22522992.0,1467598158.72,,1454.02,13.68,16.34,0.2356,42.86,0.1861
2021-03-22,4891252.0,316757479.52,5.05,7.01,4.45,318.05,1.0,248026266.8,3603493.0,3829930.0,233362206.68,,,49078.0,1.98,,,,1.1,25063.0,25765.0,,,1.98,49078.0,,5200.0,8481.0,234.36,0.0,,,13.79,13.79,22519684.0,1458374735.84,,1462.87,13.81,16.76,0.2333,42.47,0.1872
2021-03-23,5536037.0,356077899.84,5.71,7.97,5.03,360.52,2.0,287813347.2,3677087.0,4474710.0,236510235.84,,,39681.0,43.77,,9253.0,,5.19,671487.0,81787.0,,,43.77,39681.0,0.61,146200.0,35960.0,239.02,2.33,1.98,,14.1,14.1,22405848.0,1441144143.36,30500.0,1449.5,14.16,24.95,0.2263,37.57,0.2122
2021-03-24,5472990.0,350271360.0,5.65,7.89,4.98,353.6,2.0,277519488.0,3817921.0,4336242.0,244346944.0,,,157846.0,3.66,,,,2.34,72425.0,35494.0,,,3.66,157846.0,,18482.0,210893.0,246.21,14.25,,,14.62,14.62,22294320.0,1426836480.0,,1433.09,14.66,21.3,0.2224,39.05,0.2096
2021-03-25,5438544.0,351329942.4,5.61,7.94,4.94,350.66,2.0,272447463.8,3959207.0,4217453.0,255764772.2,,,146374.0,4.37,,,,1.63,72122.0,25002.0,,,4.37,146374.0,,19914.0,190911.0,254.56,12.7,,,15.14,15.14,22191408.0,1433564956.8,,1427.82,15.13,20.45,0.2321,40.59,0.208
2021-03-26,5347099.0,350234984.5,5.52,7.83,4.86,346.16,1.0,258853183.5,4069985.0,3951957.0,266584017.5,,,112488.0,0.61,,,,3.89,3758.0,62549.0,,,0.61,112488.0,,60839.0,269254.0,262.64,17.03,,,15.82,15.82,21658696.0,1418644588.0,,1405.1,15.75,18.66,0.2428,42.68,0.2078
2021-03-29,5307927.0,349686230.76,5.48,7.84,4.83,346.07,1.0,259908919.56,3880112.0,3945187.0,255621778.56,,,,3.12,,,,11.64,33403.0,196883.0,,,3.12,,,7010.0,40173.0,253.05,2.53,,,15.18,15.18,21680320.0,1428299481.6,,1417.55,15.15,19.49,0.2466,42.79,0.2077
2021-03-30,5298626.0,349709316.0,5.47,7.87,4.82,350.12,1.0,246435882.0,3884873.0,3733877.0,256401618.0,,20155.0,63597.0,5.9,1.33,,,21.13,90000.0,322805.0,,20155.0,5.9,63597.0,,229390.0,139600.0,256.61,7.96,,,14.76,14.76,22435936.0,1480771776.0,,1480.78,14.77,17.64,0.2409,42.79,0.2013
2021-03-31,5260152.0,349905311.04,5.43,7.86,4.78,347.73,1.0,249270129.92,3879232.0,3747296.0,258046512.64,,,80351.0,1.91,,,,5.08,29634.0,77122.0,,,1.91,80351.0,,11285.0,16215.0,256.13,1.07,1.33,,14.73,14.73,22457424.0,1493867844.48,20155.0,1488.04,14.69,17.52,0.243,43.11,0.1997
2021-04-01,5888525.0,343065466.5,6.08,8.75,5.35,388.41,2.0,281823370.14,4257086.0,4837339.0,248017830.36,52.14,20155.0,62102.0,31.25,1.34,,784991.0,0.35,460808.0,5545.0,52.14,20155.0,31.25,62102.0,,301142.0,155756.0,280.11,11.47,,,16.1,16.1,22188270.0,1292688610.2,,1445.27,16.23,25.6,0.2318,37.1,0.2227
2021-04-02,5888525.0,343065466.5,6.08,7.54,5.35,366.07,2.0,281823370.14,4257086.0,4837339.0,248017830.36,,,,,,,,,,,,,,,,,,249.52,,,,16.01,16.01,22334106.0,1301185015.56,,1308.03,16.02,24.98,0.231,37.34,0.2214
2021-04-05,5892695.0,343308410.7,6.08,7.55,5.36,345.13,2.0,282066314.34,4257086.0,4841509.0,248017830.36,,,,0.0,,,,,4170.0,,,,0.0,,,,,247.78,,,,16.0,16.0,22353090.0,1302291023.4,,1301.23,16.0,25.61,0.2283,36.57,0.2214
2021-04-06,6191186.0,354135839.2,6.39,7.93,5.63,359.1,2.0,292098606.8,4687321.0,5106619.0,268114761.2,,,413093.0,18.5,,2544.0,,6.54,355600.0,110536.0,,,18.5,413093.0,0.15,127678.0,93034.0,271.65,5.89,,,17.6,17.6,21945956.0,1255308683.2,,1268.43,17.64,30.0,0.2297,33.55,0.2325
2021-04-07,7319938.0,434218722.16,7.56,8.96,6.65,421.46,2.0,356415025.4,5539566.0,6008345.0,328607055.12,,,863733.0,66.49,,210019.0,,18.83,1201330.0,321256.0,,,66.49,863733.0,13.09,309768.0,509623.0,317.71,29.86,,,20.91,20.91,20959142.0,1243296303.44,,1207.1,20.84,31.31,0.2553,38.09,0.2762
2021-04-08,5899034.0,347925025.32,6.09,6.93,5.36,348.5,2.0,269470537.08,4407503.0,4568846.0,259954526.94,,,227760.0,4.12,,,,78.22,68054.0,1428391.0,,,4.12,227760.0,,68568.0,1507553.0,260.84,80.32,,,16.56,16.56,22200924.0,1309410497.52,,1315.14,16.55,26.96,0.2385,38.45,0.2217
2021-04-09,5265224.0,316966484.8,5.44,6.19,4.79,310.97,1.0,240535360.8,3966791.0,3995604.0,238800818.2,,,60151.0,2.93,,16570.0,,32.17,46233.0,540414.0,,,2.93,60151.0,0.98,39551.0,636045.0,234.55,37.95,,,16.58,16.58,19952200.0,1201122440.0,,1181.98,16.56,25.05,0.2325,38.52,0.2201
2021-04-12,5234377.0,312282931.82,5.4,6.07,4.76,314.69,1.0,238656943.44,3814290.0,4000284.0,227560541.4,,,40996.0,7.01,,,,12.29,114510.0,219538.0,,,7.01,40996.0,,26041.0,109830.0,229.11,4.16,,,15.94,15.94,20112474.0,1199910198.84,,1207.95,15.94,25.31,0.2353,38.71,0.2188
2021-04-13,5102164.0,306231883.28,5.27,5.94,4.64,304.18,1.0,233526356.18,3740461.0,3890809.0,224502469.22,,,1098.0,1.72,,,,4.61,41634.0,75214.0,,,1.72,1098.0,,287.0,151109.0,223.08,10.45,,,14.01,14.01,22967372.0,1378501667.44,,1370.43,14.0,26.67,0.2409,38.45,0.191
