,ATO FP Equity_DX_SI_QTY,ATO FP Equity_DX_SHORT_INTEREST_VALUE,ATO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ATO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ATO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ATO FP Equity_DX_SI_MV,ATO FP Equity_DX_DSS,ATO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ATO FP Equity_DX_SUPPLY_SI_QTY,ATO FP Equity_DX_BROKER_SI_QTY,ATO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ATO FP Equity_DX_BROKER_SI_MV_NEW_x,ATO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ATO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ATO FP Equity_DX_BROKER_SI_MV_INC_x,ATO FP Equity_DX_SUPPLY_SI_MV_NEW,ATO FP Equity_DX_BROKER_SI_QTY_ADD,ATO FP Equity_DX_BROKER_SI_QTY_NEW,ATO FP Equity_DX_SUPPLY_SI_MV_DEC,ATO FP Equity_DX_BROKER_SI_QTY_INC,ATO FP Equity_DX_SUPPLY_SI_QTY_DEC,ATO FP Equity_DX_BROKER_SI_MV_NEW_y,ATO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ATO FP Equity_DX_BROKER_SI_MV_INC_y,ATO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ATO FP Equity_DX_BROKER_SI_MV_ADD,ATO FP Equity_DX_SUPPLY_SI_QTY_ADD,ATO FP Equity_DX_BROKER_SI_QTY_DEC,ATO FP Equity_DX_SUPPLY_SI_MV,ATO FP Equity_DX_BROKER_SI_MV_DEC,ATO FP Equity_DX_SUPPLY_SI_MV_RMV,ATO FP Equity_DX_BROKER_SI_MV_RMV,ATO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ATO FP Equity_DX_UTILIZATION_QUANTITY,ATO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ATO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ATO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ATO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ATO FP Equity_DX_ACTIVE_UTILIZATION_MV,ATO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ATO FP Equity_DX_BROKER_SI_CON_RATIO,ATO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ATO FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-04-14,1497950.0,110434260.74,1.68,4.16,1.45,111.87,1.0,101785745.68,767057.0,1380640.0,56550200.43,,,,,,,,1.93,,29633.0,,,,,,,8217.0,57.66,0.0,,,3.41,3.41,21707628.0,1600364398.37,,1614.37,3.45,15.64,0.2811,47.37,0.0667
2016-04-15,1494879.0,109319904.29,1.68,4.0,1.44,113.03,1.0,100925869.34,768415.0,1380096.0,56193882.08,,,19985.0,0.86,,,,1.35,7445.0,19227.0,,,0.86,19985.0,,600.0,7989.0,57.84,0.52,,,3.41,3.41,21772904.0,1592243774.46,,1640.72,3.4,16.43,0.29,48.09,0.0663
2016-04-18,1501752.0,110407464.24,1.69,4.01,1.45,113.24,1.0,102286690.85,759374.0,1391294.0,55828497.48,,,,1.81,,,,0.72,24739.0,9041.0,,,1.81,,,,13541.0,57.25,1.11,,,3.35,3.35,21894722.0,1609680384.15,,1647.91,3.36,17.64,0.2886,47.47,0.0663
2016-04-19,1398857.0,103482928.78,1.57,3.77,1.35,106.23,1.0,95769148.58,775539.0,1294584.0,57371873.68,,,2841.0,,,23399.0,,0.67,,9099.0,,,,2841.0,1.86,22423.0,120109.0,58.81,8.68,,,3.42,3.42,21891820.0,1619486230.45,,1655.27,3.43,16.67,0.3099,51.22,0.0617
2016-04-20,1395772.0,101678095.13,1.57,3.74,1.35,105.89,1.0,94449248.0,766686.0,1296539.0,55850935.57,,,9026.0,2.28,,,,1.39,28411.0,17879.0,,,2.28,9026.0,,,26456.0,57.64,2.04,,,3.44,3.44,21497468.0,1566030552.54,,1629.0,3.42,13.85,0.3034,51.2,0.0627
2016-04-21,1350833.0,104336828.62,1.52,3.57,1.3,103.46,1.0,96891618.46,762258.0,1254441.0,58875954.55,,,,0.15,,,,0.18,2000.0,4428.0,,,0.15,,,,44098.0,59.57,3.67,,,3.5,3.5,20990312.0,1621268199.62,,1602.44,3.58,10.72,0.3176,53.24,0.0621
2016-04-22,1351533.0,103443323.41,1.52,3.44,1.3,107.06,1.0,96065694.58,716408.0,1255141.0,54832271.53,,,,0.42,,,,3.64,9000.0,45850.0,,,0.42,,,,8300.0,56.48,0.2,,,3.31,3.31,20942494.0,1602891812.4,,1657.45,3.3,10.04,0.3252,54.08,0.0624
2016-04-25,1396619.0,106295715.97,1.57,3.58,1.35,110.08,1.0,99410638.97,705947.0,1306156.0,53729142.88,,,,4.81,,,,0.85,60638.0,10461.0,,,4.81,,,,9623.0,55.25,0.81,,,3.27,3.27,20872424.0,1588585901.41,,1636.39,3.27,15.49,0.3046,51.16,0.0647
2016-04-26,1351243.0,102631653.2,1.52,3.56,1.3,106.01,1.0,95081038.49,703485.0,1251832.0,53432157.32,,,5929.0,,,,,1.5,,19125.0,,,,5929.0,,10734.0,54324.0,54.89,4.36,,,3.27,3.27,20839420.0,1582827164.61,,1626.39,3.26,16.39,0.3339,54.15,0.0627
2016-04-27,1467795.0,112055900.87,1.65,3.91,1.41,114.87,1.0,97817775.23,787278.0,1281293.0,60103178.93,,,57021.0,0.01,,100000.0,,0.26,752.0,3298.0,,,0.01,57021.0,7.78,30070.0,71291.0,61.6,5.89,,,3.69,3.69,20558474.0,1569495961.31,,1605.12,3.7,15.85,0.311,51.58,0.0688
2016-04-28,1463307.0,111984007.1,1.64,3.98,1.41,114.9,1.0,97711375.8,787278.0,1276805.0,60248837.15,,,,,,,,,,,,,,,,,4488.0,61.79,0.3,,,3.69,3.69,20537004.0,1571656529.85,,1608.31,3.7,15.47,0.3131,51.9,0.0686
2016-04-29,1656289.0,125300990.42,1.86,4.51,1.6,129.31,1.0,110459801.65,804954.0,1460111.0,60896095.69,,,17910.0,15.51,,,,0.02,200000.0,234.0,,,15.51,17910.0,,,16694.0,62.82,1.46,,,3.78,3.78,20477610.0,1549164918.93,,1597.41,3.78,25.93,0.2821,43.81,0.0778
2016-05-02,1658475.0,125369467.22,1.86,4.45,1.6,128.54,1.0,109971732.85,812468.0,1454783.0,61417073.09,,,44034.0,0.19,,,,4.85,2500.0,62173.0,,,0.19,44034.0,,25653.0,7828.0,63.01,0.74,,,3.8,3.8,20585576.0,1556129996.31,,1596.05,3.8,26.07,0.2823,43.92,0.0775
2016-05-03,1683793.0,126775055.65,1.89,4.65,1.62,130.48,1.0,111275577.41,811122.0,1477933.0,61070474.04,,,4486.0,1.92,,,,0.46,25150.0,5832.0,,,1.92,4486.0,,,2000.0,62.83,0.16,,,3.78,3.78,20626848.0,1553023324.75,,1600.1,3.78,25.38,0.2852,44.72,0.0785
2016-05-04,1853141.0,141005202.45,2.08,5.28,1.79,144.2,1.0,115019761.14,947952.0,1511631.0,72129516.14,,,,3.01,,,,0.81,33698.0,10472.0,,,3.01,,,147302.0,,73.75,,,,4.49,4.49,20170226.0,1534749271.96,,1566.12,4.5,24.64,0.2639,42.58,0.0878
2016-05-05,1866990.0,142458931.91,2.1,5.39,1.8,147.05,1.0,115815153.75,968366.0,1517811.0,73890265.11,,,26958.0,0.79,,,,5.33,6180.0,68867.0,,,0.79,26958.0,,62323.0,,75.91,,,,4.59,4.59,20121786.0,1535374127.22,,1576.24,4.59,23.46,0.2424,39.89,0.0885
2016-05-06,1872059.0,142590505.39,2.1,5.5,1.81,147.0,1.0,116010858.09,991712.0,1523097.0,75536462.94,,,1563.0,0.35,,,,0.01,5286.0,217.0,,,0.35,1563.0,,22000.0,,77.68,,,,4.67,4.67,20248916.0,1542314193.08,,1585.22,4.67,23.09,0.2422,40.0,0.0881
2016-05-09,1824318.0,140499695.67,2.05,5.38,1.76,143.74,1.0,115725999.91,1014024.0,1502644.0,78094972.15,,,49600.0,0.78,,,,2.14,5000.0,27288.0,,,0.78,49600.0,,,25453.0,79.8,2.06,,,4.8,4.8,20097482.0,1547805867.61,,1579.09,4.81,24.08,0.2452,40.08,0.0864
2016-05-10,1578831.0,122469857.34,1.77,4.62,1.52,125.44,1.0,100850721.67,971055.0,1300126.0,75324697.4,,,,,,,,3.28,,42969.0,,,,,,,202518.0,77.07,15.84,,,4.55,4.55,20379904.0,1580868335.81,,1615.33,4.55,25.13,0.2601,41.97,0.0739
2016-05-11,1672592.0,131273880.05,1.88,4.88,1.61,131.92,1.0,105482512.63,1000734.0,1343978.0,78542905.31,,,32991.0,4.24,,51300.0,,5.12,49600.0,64608.0,,,4.24,32991.0,3.5,61296.0,57048.0,79.38,4.53,,,4.68,4.68,20364346.0,1598301746.06,,1626.83,4.65,22.95,0.2517,42.58,0.0783
2016-05-12,1623532.0,125684362.46,1.82,4.72,1.57,129.21,1.0,63991858.89,1473680.0,826617.0,114083696.08,,,17077.0,2.77,,,,3.87,25098.0,49599.0,,,2.77,17077.0,,505468.0,542459.0,117.19,43.42,,,6.84,6.84,20078102.0,1554329356.75,,1614.85,6.77,22.15,0.1536,24.4,0.0753
2016-05-13,2359825.0,183970694.69,2.65,6.85,2.28,187.35,1.0,111398462.52,1729973.0,1428928.0,134867769.69,,,1615.0,40.97,,85946.0,,,516365.0,,,,40.97,1615.0,6.95,254678.0,,137.17,,,,8.01,8.01,19871492.0,1549170886.76,,1588.11,7.95,15.73,0.1527,27.24,0.1092
2016-05-16,2442232.0,188825517.94,2.74,7.1,2.36,193.95,1.0,116448660.24,1858190.0,1506124.0,143669270.24,,,75772.0,6.45,,,,1.26,82196.0,15679.0,,,6.45,75772.0,,68124.0,5000.0,147.62,0.55,,,8.56,8.56,19844292.0,1534296788.8,,1584.28,8.52,17.86,0.1515,26.26,0.1125
2016-05-17,3130176.0,246312883.74,3.51,9.13,3.02,249.4,1.0,125650672.06,2054952.0,1596785.0,161703735.85,,,26500.0,17.58,,,,2.42,222000.0,30282.0,,,17.58,26500.0,,200544.0,131339.0,163.88,10.59,,,9.45,9.45,19682688.0,1548826532.77,,1573.29,9.43,19.89,0.2183,38.96,0.144
2016-05-18,2606412.0,205326428.45,2.93,7.62,2.51,209.52,1.0,141623456.8,1837665.0,1797767.0,144766518.55,,,1832.0,1.99,,185120.0,,17.64,15862.0,219119.0,,,1.99,1832.0,15.06,,,148.17,,,,8.47,8.47,19867320.0,1565096331.07,,1612.81,8.41,21.81,0.1508,24.23,0.1201
2016-05-19,5292338.0,413463931.62,5.94,15.48,5.1,425.55,2.0,304837284.33,3170936.0,3901917.0,247729390.2,,,126754.0,173.64,,,,2.53,2159179.0,31325.0,,,173.64,126754.0,,1237842.0,55029.0,255.18,4.39,,,14.27,14.27,19055144.0,1488683216.34,,1541.86,14.2,23.09,0.1816,29.38,0.2381
2016-05-20,6085041.0,483807907.86,6.83,17.44,5.87,489.05,2.0,333512423.67,3470529.0,4194716.0,275933946.0,,,29341.0,31.4,,,,6.94,373216.0,83764.0,,,31.4,29341.0,,354016.0,80417.0,279.61,7.44,,,15.62,15.62,18745240.0,1490391822.64,,1512.38,15.6,21.05,0.215,36.89,0.2739
2016-05-23,7605127.0,601556174.55,8.54,21.7,7.33,624.22,2.0,410365910.14,4007252.0,5188019.0,316968695.4,,,13938.0,88.76,,,,2.75,999748.0,38527.0,,,88.76,13938.0,,561312.0,6445.0,325.67,0.52,,,18.01,18.01,18248630.0,1443444146.76,,1487.17,17.96,27.8,0.2108,32.54,0.3417
2016-05-24,8173044.0,650616185.49,9.17,23.03,7.88,671.25,2.0,406038674.54,4556563.0,5100660.0,362725765.09,,,150.0,4.93,,,,9.62,52273.0,117856.0,,,4.93,150.0,,667017.0,139632.0,370.91,11.39,,,20.48,20.48,17694304.0,1408557273.57,,1443.37,20.44,25.56,0.199,29.97,0.3673
2016-05-25,8114028.0,651290984.78,9.1,22.79,7.82,668.97,2.0,397671653.51,4621306.0,4954343.0,370939678.26,,,115001.0,,,,,4.09,,50415.0,,,,115001.0,,157.0,146317.0,377.9,11.35,,,20.66,20.66,17744862.0,1424331866.59,,1455.45,20.61,25.49,0.1971,29.72,0.3628
2016-05-26,11792953.0,953593260.4,13.22,33.56,11.36,978.76,3.0,570218859.61,6190707.0,7051816.0,500588484.69,,,211890.0,14.46,,2123000.0,,1.63,167186.0,20213.0,,,14.46,211890.0,178.01,1377724.0,192713.0,509.33,15.69,,,27.69,27.69,16168033.0,1307367824.04,,1332.86,27.65,19.94,0.2018,33.86,0.5274
2016-05-27,11617650.0,936929211.36,13.03,34.82,11.2,977.86,3.0,543007239.4,6568184.0,6733132.0,529704669.64,,,73637.0,19.74,,17742.0,,19.53,180000.0,236153.0,,,19.74,73637.0,1.62,539993.0,516426.0,545.87,41.56,,,29.71,29.71,15542832.0,1253483564.07,,1292.67,29.69,20.3,0.2298,39.04,0.5254
2016-05-30,11628918.0,937045275.63,13.04,35.23,11.21,974.64,3.0,522710408.68,6634415.0,6486940.0,534593780.12,,,207577.0,,,,,17.78,,212237.0,,,,207577.0,,70891.0,246192.0,547.91,20.53,,,29.99,29.99,15484037.0,1247686475.96,,1282.32,29.94,20.23,0.2289,39.03,0.5258
2016-05-31,11221550.0,907607425.71,12.58,34.23,10.81,939.34,3.0,517819212.08,6209684.0,6402255.0,502243924.39,,,8712.0,1.36,,117369.0,,3.25,15330.0,40277.0,,,1.36,8712.0,9.71,16824.0,217384.0,512.86,18.27,,,27.98,27.98,15982512.0,1292677622.31,,1324.42,27.91,21.02,0.2178,37.47,0.5057
2016-06-01,16623108.0,1317133534.98,18.64,50.24,16.02,1377.06,4.0,828783004.83,9251975.0,10459797.0,733081114.39,,,946405.0,258.47,,1061000.0,,9.6,3146070.0,115459.0,,,258.47,946405.0,84.52,2211345.0,149528.0,762.6,12.72,,,41.65,41.65,12960555.0,1026930801.54,,1070.39,41.6,13.66,0.2682,47.95,0.7484
2016-06-02,19826620.0,1604039107.03,22.23,60.62,19.11,1617.43,4.0,1002307742.39,10196524.0,12388959.0,824932502.45,,,252430.0,168.71,,,,2.66,2242803.0,31923.0,,,168.71,252430.0,,68414.0,313641.0,831.81,27.09,,,45.87,45.87,12031860.0,973417252.68,,982.71,45.84,15.0,0.246,44.57,0.892
2016-06-03,19899288.0,1605989642.38,22.31,63.88,19.18,1611.91,4.0,1000245491.33,10294785.0,12393712.0,830849730.93,,,18592.0,1.03,,,,5.16,58000.0,64139.0,,,1.03,18592.0,,143808.0,53247.0,833.71,4.81,,,46.34,46.34,11919895.0,962005671.17,,972.89,46.15,15.07,0.2467,44.64,0.8958
2016-06-06,20140128.0,1611112912.59,22.58,65.38,19.41,1641.46,4.0,989505583.92,10541525.0,12369567.0,843271057.95,,136283.0,10400.0,,11.13,,,4.79,,59943.0,,136283.0,,10400.0,,160000.0,24145.0,858.77,1.61,,,47.16,47.16,11810955.0,944819323.42,,963.16,47.14,14.63,0.2371,43.8,0.901
2016-06-07,17155284.0,1377081366.1,19.24,56.61,16.53,1407.3,4.0,815206070.2,10025279.0,10155603.0,804744759.74,,,,1.82,,260000.0,,50.47,26036.0,616864.0,,,1.82,,21.09,100618.0,2500000.0,813.34,188.7,,,44.75,44.75,12377049.0,993525000.53,,1004.95,44.73,13.1,0.3006,51.82,0.7658
2016-06-08,11646142.0,931290200.16,13.06,38.4,11.22,956.75,3.0,556518275.82,7368643.0,6959475.0,589237621.73,,,15092.0,6.61,,,,217.32,86012.0,2671728.0,,,6.61,15092.0,,,3282140.0,596.72,268.68,,,33.05,33.05,14926201.0,1193581936.14,,1211.69,33.0,20.05,0.1726,31.7,0.5224
2016-06-09,9945615.0,790005226.44,11.15,32.95,9.59,820.27,2.0,497371149.56,6263699.0,6261556.0,497541373.44,,,25145.0,1.26,,,,96.13,12869.0,1186360.0,,,1.26,25145.0,,56271.0,710788.0,507.52,57.52,,,28.11,28.11,16023053.0,1272751419.94,,1299.54,28.09,24.15,0.1668,25.57,0.4463
2016-06-10,7522251.0,587115950.43,8.44,25.51,7.25,611.95,2.0,327497366.39,4274805.0,4195964.0,333650951.09,,,,0.0,,,,160.78,20955.0,1988894.0,,,0.0,,,,2086547.0,343.53,177.47,,,19.26,19.26,17917556.0,1398475392.58,,1437.83,19.28,23.56,0.1862,32.48,0.339
2016-06-13,7475816.0,575448091.72,8.31,25.73,7.2,596.52,2.0,322505335.56,4235005.0,4189762.0,325987898.27,,,,1.12,,,,3.83,24005.0,46906.0,,,1.12,,,7106.0,30207.0,333.44,3.71,,,19.15,19.15,17875508.0,1375960425.88,,1408.52,19.14,23.79,0.1879,32.53,0.3381
2016-06-14,7269140.0,555377541.42,8.08,24.94,7.01,576.26,2.0,320106603.9,4028329.0,4189762.0,307772784.13,,,,,,,,16.33,,206676.0,,,,,,,,314.58,,,,18.22,18.22,18076944.0,1381116434.01,,1411.98,18.22,24.46,0.1992,33.66,0.3288
2016-06-15,6395734.0,493382447.56,7.11,22.07,6.16,502.25,2.0,286909737.02,3608640.0,3719221.0,278379250.22,,,9535.0,,,,,37.99,,483324.0,,,,9535.0,,54100.0,470541.0,279.73,39.53,,,16.16,16.16,18716882.0,1443865716.08,,1453.46,16.14,29.21,0.2629,39.83,0.2865
2016-06-16,4762048.0,360257959.13,5.29,16.47,4.59,374.82,1.0,225964344.98,2026593.0,2986896.0,153315602.48,,,10000.0,0.34,,41519.0,,123.92,3835.0,1592047.0,,,0.34,10000.0,3.21,,777679.0,158.17,63.27,,,9.25,9.25,19889304.0,1504663553.9,,1546.36,9.28,14.41,0.3789,58.82,0.2173
2016-06-17,3024485.0,232689162.29,3.36,10.39,2.91,234.75,1.0,151589220.51,1265075.0,1970351.0,97328716.12,,,1200.0,1.72,,,,59.76,23955.0,762718.0,,,1.72,1200.0,,,1040500.0,97.24,85.46,,,5.75,5.75,20736276.0,1595348196.94,,1594.62,5.75,9.34,0.3839,60.17,0.1375
2016-06-20,2295090.0,184524963.89,2.55,7.76,2.21,184.44,1.0,140224307.62,1105579.0,1744086.0,88888420.52,,,16670.0,1.72,,,,13.57,20293.0,179800.0,,,1.72,16670.0,,3634.0,246558.0,86.76,15.18,,,5.01,5.01,20970324.0,1686011563.36,,1656.07,4.98,11.63,0.2908,50.43,0.104
2016-06-21,2402686.0,194361523.86,2.67,7.99,2.31,197.55,1.0,153259650.41,1122698.0,1894587.0,90818897.73,,,32633.0,13.0,,,,6.98,155984.0,85756.0,,,13.0,32633.0,,70242.0,5483.0,91.27,0.4,,,5.07,5.07,21039404.0,1701949660.75,,1720.99,5.04,14.45,0.286,49.24,0.1084
2016-06-22,2480011.0,200347324.69,2.76,8.25,2.39,204.56,1.0,166051569.37,1092382.0,2055479.0,88247919.56,,,41416.0,17.41,,4888.0,,6.79,206137.0,83567.0,,,17.41,41416.0,0.42,11835.0,50133.0,89.43,4.09,,,4.93,4.93,21080326.0,1702971042.33,,1724.84,4.93,18.55,0.2702,44.76,0.1119
2016-06-23,1598121.0,131123191.89,1.78,5.35,1.54,133.02,1.0,94516253.7,1063072.0,1151958.0,87223304.02,,,,1.33,,,,2.4,15538.0,29310.0,,,1.33,,,,919059.0,87.13,75.02,,,4.71,4.71,21491024.0,1763303068.98,,1760.92,4.71,19.12,0.2595,42.59,0.0709
2016-06-24,1644958.0,123697266.28,1.83,5.58,1.58,135.3,1.0,87293622.48,1110388.0,1160853.0,83498764.17,,,32619.0,0.0,,17596.0,,0.51,598.0,6314.0,,,0.0,32619.0,0.64,21011.0,9299.0,90.33,0.27,,,4.91,4.91,21483188.0,1615489043.8,,1745.67,4.92,16.85,0.2512,42.87,0.0728
2016-06-27,1754420.0,123096387.63,1.93,5.62,1.68,133.73,1.0,85743542.99,1204762.0,1222052.0,84530414.7,,,6552.0,2.5,,1600.0,,0.41,100950.0,3350.0,,,2.5,6552.0,0.12,91172.0,41351.0,91.04,4.55,,,5.32,5.32,21431234.0,1503692096.46,,1609.8,5.35,16.7,0.2305,41.31,0.0775
2016-06-28,1217591.0,86800701.1,1.34,3.74,1.16,87.95,1.0,51436924.44,679925.0,721528.0,48471093.08,,,39.0,0.18,,,,42.79,16154.0,553190.0,,,0.18,39.0,,28314.0,516678.0,48.82,41.62,,,3.02,3.02,21811536.0,1554920015.79,,1565.9,3.02,24.63,0.1916,30.63,0.0541
2016-06-29,1320902.0,96069279.73,1.45,3.96,1.26,96.38,1.0,56206371.05,709107.0,772808.0,51573393.59,,,66404.0,4.01,,,,3.48,54749.0,43222.0,,,4.01,66404.0,,6000.0,3469.0,51.25,0.26,,,3.16,3.16,21736512.0,1580897789.26,,1581.43,3.14,23.19,0.1818,29.12,0.0588
2016-06-30,1302547.0,95827210.0,1.43,3.86,1.24,96.47,1.0,59971985.06,651745.0,815179.0,47948292.83,,,2963.0,4.81,,,,5.0,62797.0,72028.0,,,4.81,2963.0,,11703.0,20426.0,48.04,1.55,,,2.92,2.92,21677200.0,1594772086.2,,1607.7,2.9,23.48,0.1994,29.12,0.0583
2016-07-01,948129.0,70202231.23,1.04,2.79,0.91,70.6,0.0,35427829.96,596029.0,478477.0,44131722.24,0.02,,,0.21,,,310.0,4.04,2610.0,55716.0,0.02,,0.21,,,,339622.0,44.44,25.26,,,2.73,2.73,21253100.0,1573641393.3,,1585.85,2.73,21.84,0.1911,30.0,0.0434
2016-07-04,852356.0,61731078.05,0.94,2.51,0.81,63.58,0.0,28218294.96,502928.0,389626.0,36424085.27,,,11418.0,,,775.0,,7.81,,104519.0,,,,11418.0,0.06,,89626.0,37.61,6.6,,,2.3,2.3,21390046.0,1549153873.6,,1592.42,2.31,25.81,0.2378,35.1,0.0389
2016-07-05,658267.0,46745180.05,0.72,1.95,0.63,48.43,0.0,15573110.5,485691.0,219301.0,34490128.24,,,,,,1049.0,,2.34,,30068.0,,,,,0.08,12831.0,171374.0,35.71,12.9,,,2.22,2.22,21428484.0,1521690047.94,,1566.73,2.23,23.28,0.2266,34.68,0.03
2016-07-06,759004.0,53269422.07,0.84,2.23,0.73,55.29,0.0,19422462.32,526634.0,276739.0,36960923.56,,,82719.0,3.97,,,,3.04,57469.0,41776.0,,,3.97,82719.0,,,31.0,38.41,0.0,,,2.39,2.39,21475788.0,1507242142.69,,1540.39,2.43,35.2,0.2931,38.29,0.0345
2016-07-07,643919.0,45332210.23,0.71,1.88,0.62,45.95,0.0,19708475.12,426792.0,279948.0,30046364.01,,,41432.0,0.01,,,,12.49,3209.0,166063.0,,,0.01,41432.0,,24789.0,,30.36,,,,1.96,1.96,21392866.0,1506068152.72,,1523.73,1.95,19.85,0.3786,57.29,0.0295
2016-07-08,655036.0,47207590.79,0.72,1.89,0.63,47.2,0.0,20727245.44,426851.0,287604.0,30762595.24,,,2147.0,0.94,,,,0.15,11944.0,2088.0,,,0.94,2147.0,,,4288.0,30.65,0.29,,,1.95,1.95,21477936.0,1547886854.72,,1543.52,1.95,19.2,0.3541,55.27,0.0299
2016-07-11,659062.0,48467080.99,0.73,1.88,0.63,48.26,0.0,21752318.22,409899.0,295791.0,30143761.94,,,3976.0,1.0,,,,1.35,9546.0,20958.0,,,1.0,3976.0,,30.0,1359.0,29.9,0.1,,,1.87,1.87,21461508.0,1578268275.69,,1574.7,1.86,18.97,0.3613,56.05,0.0301
2016-07-12,687637.0,50425929.81,0.76,1.95,0.66,51.22,0.0,23454202.23,415039.0,319835.0,30435720.42,,,7000.0,2.12,,2652.0,,0.22,24002.0,3338.0,,,2.12,7000.0,0.12,1478.0,2610.0,30.91,0.2,,,1.9,1.9,21449860.0,1572965292.39,,1595.79,1.9,17.93,0.3906,59.09,0.0314
2016-07-13,604969.0,44572713.24,0.67,1.73,0.58,44.87,0.0,20498530.84,367113.0,278219.0,27048034.65,,,549.0,0.03,,5713.0,,3.69,419.0,49173.0,,,0.03,549.0,0.42,698.0,47748.0,27.27,3.69,,,1.68,1.68,21497452.0,1583882419.54,,1598.23,1.68,20.41,0.376,56.87,0.0277
2016-07-14,542897.0,41108700.11,0.6,1.57,0.52,40.56,0.0,18281395.14,356581.0,241431.0,27000667.52,,,16752.0,1.13,,,,1.98,14752.0,27284.0,,,1.13,16752.0,,,51540.0,26.64,3.77,,,1.62,1.62,21608420.0,1636211026.3,,1626.79,1.61,22.93,0.3445,52.92,0.0247
2016-07-15,629686.0,46654862.88,0.69,1.82,0.6,48.0,0.0,21151415.67,392015.0,285474.0,29045279.83,,,45746.0,3.78,,,,0.74,44043.0,10312.0,,,3.78,45746.0,,,,29.92,,,,1.82,1.82,21193256.0,1570256370.11,,1616.7,1.82,20.2,0.3993,59.14,0.0292
2016-07-18,680427.0,51354694.72,0.75,1.94,0.65,51.04,0.0,25792709.7,406995.0,341742.0,30717628.75,,,5407.0,3.92,,,,0.5,57942.0,5527.0,,,3.92,5407.0,,15100.0,1674.0,30.57,0.13,,,1.88,1.88,21191428.0,1599406425.07,,1600.65,1.87,17.56,0.4703,65.85,0.0315
2016-07-19,680427.0,51119615.68,0.75,1.93,0.65,51.97,0.0,25674642.1,406995.0,341742.0,30577017.06,,,,,,,,,,,,,,,,,,31.14,,,,1.88,1.88,21195460.0,1592387970.2,,1618.65,1.89,17.6,0.4729,66.05,0.0315
2016-07-20,690715.0,53508429.15,0.76,1.99,0.66,52.62,0.0,28711409.23,418058.0,370622.0,32386189.49,,,,2.2,,,,1.53,30859.0,19796.0,,,2.2,,,30859.0,1979.0,31.85,0.12,,,1.95,1.95,21057274.0,1631268546.32,,1617.32,1.93,17.09,0.547,71.73,0.0322
2016-07-21,709804.0,54524788.37,0.78,2.03,0.68,55.5,0.0,28508130.32,436650.0,371119.0,33542004.33,,,,0.91,,,,,12000.0,,,,0.91,,,18592.0,11503.0,34.24,0.22,,,2.03,2.03,21023130.0,1614927098.25,,1643.36,2.04,16.85,0.4957,68.0,0.0331
2016-07-22,723253.0,55764935.12,0.8,2.05,0.69,56.28,0.0,29173903.31,416239.0,378376.0,32093252.05,,,6192.0,1.83,,1300.0,,2.1,23185.0,26603.0,,,1.83,6192.0,0.1,,17228.0,32.44,1.47,,,1.94,1.94,21043632.0,1622525966.86,,1640.63,1.94,16.8,0.4422,63.65,0.0337
2016-07-25,691697.0,54055620.47,0.76,1.96,0.66,53.97,0.0,29378657.71,415001.0,375930.0,32432028.11,,,,0.27,,,,2.41,3142.0,31238.0,,,0.27,,,30000.0,5588.0,32.42,0.43,,,1.94,1.94,21016576.0,1642430219.92,,1646.71,1.93,16.61,0.4171,61.65,0.0323
2016-07-26,706056.0,55156857.35,0.78,2.0,0.67,55.76,0.0,31270442.11,426650.0,400289.0,33329754.56,,,,2.25,,,,1.31,24521.0,17510.0,,,2.25,,,29159.0,162.0,33.77,0.01,,,1.99,1.99,20975238.0,1638578540.85,,1659.18,1.99,16.32,0.4476,64.16,0.033
2016-07-27,700223.0,59373664.67,0.77,2.0,0.67,55.71,0.0,33096127.12,419521.0,390319.0,35572237.95,,,8869.0,1.47,,,,1.32,19680.0,16613.0,,,1.47,8869.0,,615.0,29650.0,33.26,2.33,,,1.95,1.95,21070876.0,1786652431.91,,1705.16,1.91,16.52,0.4929,67.86,0.0326
2016-07-28,732365.0,63234054.21,0.81,1.98,0.7,62.78,0.0,37140989.48,409523.0,430160.0,35359144.12,,,2350.0,3.59,,,,0.59,39863.0,12348.0,,,3.59,2350.0,,,22.0,35.14,0.0,,,1.9,1.9,21102036.0,1821997622.0,,1809.52,1.91,15.32,0.43,63.14,0.034
