,NRAM FP Equity_PX_LAST
2021-11-04,109.229
2021-11-05,109.923
2021-11-08,109.547
2021-11-09,109.241
2021-11-10,109.719
2021-11-11,109.68
2021-11-12,110.461
2021-11-15,110.88
2021-11-16,112.144
2021-11-17,112.123
2021-11-18,111.739
2021-11-19,112.262
2021-11-22,113.119
2021-11-23,111.473
2021-11-24,112.758
2021-11-25,113.058
2021-11-26,109.397
2021-11-29,110.91
2021-11-30,109.498
2021-12-01,110.269
2021-12-02,108.1
2021-12-03,107.694
2021-12-06,108.908
2021-12-07,112.003
2021-12-08,111.038
2021-12-09,111.7
2021-12-10,110.891
2021-12-13,110.889
2021-12-14,109.456
2021-12-15,109.666
2021-12-16,111.233
2021-12-17,110.371
2021-12-20,107.636
2021-12-21,109.516
2021-12-22,110.872
2021-12-23,112.089
2021-12-24,112.203
2021-12-27,112.868
2021-12-28,113.453
2021-12-29,112.961
2021-12-30,113.589
2021-12-31,112.973
2022-01-03,113.111
2022-01-04,113.408
2022-01-05,112.895
2022-01-06,111.076
2022-01-07,110.192
2022-01-10,108.646
2022-01-11,110.105
2022-01-12,110.546
2022-01-13,110.088
2022-01-14,108.325
2022-01-17,109.31
2022-01-18,107.999
2022-01-19,107.392
2022-01-20,108.349
2022-01-21,105.515
2022-01-24,100.921
2022-01-25,102.273
2022-01-26,104.599
2022-01-27,105.287
2022-01-28,104.175
2022-01-31,106.28
2022-02-01,107.357
2022-02-02,107.583
2022-02-03,105.501
2022-02-04,104.397
2022-02-07,105.067
2022-02-08,105.611
2022-02-09,106.951
2022-02-10,106.278
2022-02-11,105.458
2022-02-14,104.485
2022-02-15,105.221
2022-02-16,104.621
2022-02-17,104.163
2022-02-18,102.793
2022-02-21,101.677
2022-02-22,101.927
2022-02-23,101.195
2022-02-24,100.426
2022-02-25,103.689
2022-02-28,104.481
2022-03-01,104.125
2022-03-02,105.387
2022-03-03,105.586
2022-03-04,105.056
2022-03-07,104.872
2022-03-08,102.252
2022-03-09,103.012
2022-03-10,102.289
2022-03-11,103.941
2022-03-14,101.995
2022-03-15,103.221
2022-03-16,105.016
2022-03-17,105.458
2022-03-18,107.224
2022-03-21,108.168
2022-03-22,109.396
2022-03-23,109.345
2022-03-24,109.217
2022-03-25,109.994
2022-03-28,110.502
2022-03-29,111.147
2022-03-30,110.681
2022-03-31,110.777
2022-04-01,109.952
2022-04-04,111.326
2022-04-05,111.963
2022-04-06,109.56
2022-04-07,109.316
2022-04-08,110.837
2022-04-11,108.849
2022-04-12,109.856
2022-04-13,109.154
2022-04-14,109.792
2022-04-19,110.231
2022-04-20,110.165
2022-04-21,110.213
2022-04-22,107.324
2022-04-25,105.278
2022-04-26,105.643
2022-04-27,106.67
2022-04-28,107.06
2022-04-29,107.12
2022-05-02,104.716
2022-05-03,106.311
2022-05-04,104.819
2022-05-05,105.384
2022-05-06,103.951
2022-05-09,101.153
2022-05-10,100.223
2022-05-11,101.417
2022-05-12,100.226
2022-05-13,102.738
2022-05-16,102.442
2022-05-17,102.567
2022-05-18,100.917
2022-05-19,98.607
2022-05-20,97.959
2022-05-23,99.143
2022-05-24,96.423
2022-05-25,98.619
2022-05-26,100.352
2022-05-27,102.621
2022-05-30,103.445
2022-05-31,102.443
2022-06-01,102.393
2022-06-02,102.562
2022-06-03,102.294
2022-06-06,103.21
2022-06-07,102.82
2022-06-08,103.338
2022-06-09,102.32
2022-06-10,99.151
2022-06-13,96.44
2022-06-14,95.912
2022-06-15,96.494
2022-06-16,93.247
2022-06-17,93.5
2022-06-20,93.948
2022-06-21,95.211
2022-06-22,95.26
2022-06-23,95.657
2022-06-24,97.959
2022-06-27,98.278
2022-06-28,98.049
2022-06-29,97.217
2022-06-30,96.297
2022-07-01,96.848
2022-07-04,97.328
2022-07-05,97.489
2022-07-06,99.869
2022-07-07,101.881
2022-07-08,102.561
2022-07-11,101.806
2022-07-12,102.039
2022-07-13,100.286
2022-07-14,99.539
2022-07-15,101.539
2022-07-18,101.83
2022-07-19,101.655
2022-07-20,103.568
2022-07-21,103.758
2022-07-22,103.571
2022-07-25,103.44
2022-07-26,103.229
2022-07-27,104.436
2022-07-28,106.218
2022-07-29,106.999
2022-08-01,107.223
2022-08-02,107.31
2022-08-03,108.664
2022-08-04,108.195
2022-08-05,108.216
2022-08-08,108.89
2022-08-09,107.938
2022-08-10,108.655
2022-08-11,109.471
2022-08-12,110.658
2022-08-15,112.022
2022-08-16,112.821
2022-08-17,111.931
2022-08-18,112.939
2022-08-19,112.178
2022-08-22,111.529
2022-08-23,110.476
2022-08-24,111.016
2022-08-25,111.516
2022-08-26,109.98
2022-08-29,108.025
2022-08-30,106.396
2022-08-31,105.542
2022-09-01,105.067
2022-09-02,106.697
2022-09-05,105.839
2022-09-06,105.797
2022-09-07,105.622
2022-09-08,107.348
2022-09-09,107.945
2022-09-12,108.779
2022-09-13,106.424
2022-09-14,105.679
2022-09-15,105.033
2022-09-16,102.827
2022-09-19,103.496
2022-09-20,103.3
2022-09-21,104.798
2022-09-22,102.159
2022-09-23,101.2
2022-09-26,101.801
2022-09-27,101.674
2022-09-28,102.14
2022-09-29,99.237
2022-09-30,99.958
2022-10-03,99.525
2022-10-04,101.4
2022-10-05,101.22
2022-10-06,102.502
2022-10-07,100.112
2022-10-10,99.58
2022-10-11,99.012
2022-10-12,98.702
2022-10-13,98.672
2022-10-14,99.11
2022-10-17,99.952
2022-10-19,101.008
2022-10-20,100.741
2022-10-21,100.559
2022-10-24,101.617
2022-10-25,102.793
2022-10-26,102.778
2022-10-27,102.267
2022-10-28,103.37
2022-10-31,104.348
2022-11-01,104.174
2022-11-02,103.142
2022-11-03,102.166
2022-11-04,100.384
2022-11-07,101.076
2022-11-08,102.111
2022-11-09,100.917
2022-11-10,103.163
2022-11-11,102.623
2022-11-14,103.034
2022-11-15,103.69
2022-11-16,102.377
2022-11-17,101.448
2022-11-18,102.453
2022-11-21,103.003
2022-11-22,103.54
2022-11-23,103.88
2022-11-24,103.88
2022-11-25,103.565
2022-11-28,102.86
2022-11-29,102.128
2022-11-30,102.44
2022-12-01,104.0
2022-12-02,103.722
2022-12-05,103.053
2022-12-06,101.035
2022-12-07,100.531
2022-12-08,100.958
2022-12-09,101.018
2022-12-12,100.944
2022-12-13,102.46
2022-12-14,101.96
2022-12-15,98.07
2022-12-16,97.173
2022-12-19,96.39
2022-12-20,96.11
2022-12-21,98.05
2022-12-22,98.041
2022-12-23,96.042
2022-12-27,96.653
2022-12-28,96.169
2022-12-29,96.772
2022-12-30,95.889
2023-01-02,98.409
2023-01-03,98.231
2023-01-04,97.232
2023-01-05,96.935
2023-01-06,97.826
2023-01-09,98.594
2023-01-10,97.03
2023-01-11,98.514
2023-01-12,98.943
2023-01-13,98.836
2023-01-16,99.446
2023-01-17,99.127
2023-01-18,98.803
2023-01-19,97.111
2023-01-20,96.903
2023-01-23,99.62
2023-01-24,99.303
2023-01-25,98.398
2023-01-26,99.189
2023-01-27,100.206
2023-01-30,100.14
2023-01-31,99.712
2023-02-01,100.06
2023-02-02,103.188
2023-02-03,103.913
2023-02-06,103.039
2023-02-07,103.074
2023-02-08,103.839
2023-02-09,102.929
2023-02-10,102.0
2023-02-13,103.28
2023-02-14,102.86
2023-02-15,103.219
2023-02-16,104.28
2023-02-17,102.365
2023-02-20,102.32
2023-02-21,102.438
2023-02-22,100.901
2023-02-23,101.831
2023-02-24,100.88
2023-02-27,101.7
2023-02-28,101.0
2023-03-01,100.064
2023-03-02,100.127
2023-03-03,101.793
2023-03-06,102.538
2023-03-07,101.919
2023-03-08,101.622
2023-03-09,101.55
2023-03-10,98.53
2023-03-13,97.1
2023-03-14,97.0
2023-03-15,97.74
2023-03-16,99.487
2023-03-17,99.799
2023-03-20,97.885
2023-03-21,99.0
2023-03-22,99.29
2023-03-23,98.336
2023-03-24,98.349
2023-03-27,98.73
2023-03-28,98.915
2023-03-29,99.136
2023-03-30,99.53
2023-03-31,100.559
2023-04-03,101.32
2023-04-04,100.431
2023-04-05,100.225
2023-04-06,99.999
2023-04-11,100.7
2023-04-12,100.259
2023-04-13,99.975
2023-04-14,100.479
2023-04-17,101.406
2023-04-18,101.529
2023-04-19,100.956
2023-04-20,100.7
2023-04-21,100.522
2023-04-24,100.117
2023-04-25,99.984
2023-04-26,99.315
2023-04-27,99.685
2023-04-28,100.734
2023-05-02,99.899
2023-05-03,99.949
2023-05-04,98.949
2023-05-05,100.52
2023-05-08,100.46
2023-05-09,100.953
2023-05-10,101.279
2023-05-11,101.093
2023-05-12,101.878
2023-05-15,101.935
2023-05-16,102.015
2023-05-17,102.137
2023-05-18,103.885
2023-05-19,103.795
2023-05-22,104.366
2023-05-23,103.96
2023-05-24,102.297
2023-05-25,103.398
2023-05-26,104.637
2023-05-29,105.309
2023-05-30,104.88
2023-05-31,104.546
2023-06-01,104.75
2023-06-02,106.963
2023-06-05,107.175
2023-06-06,107.406
2023-06-07,107.037
2023-06-08,106.307
2023-06-09,106.896
2023-06-12,107.094
2023-06-13,108.284
2023-06-14,108.045
2023-06-15,107.886
2023-06-16,108.336
2023-06-19,107.527
2023-06-20,107.628
2023-06-21,106.708
2023-06-22,106.559
2023-06-23,106.733
2023-06-26,106.469
2023-06-27,106.433
2023-06-28,107.26
2023-06-29,108.187
2023-06-30,108.9
2023-07-03,108.935
2023-07-04,109.213
2023-07-05,109.493
2023-07-06,107.984
2023-07-07,108.107
2023-07-10,107.211
2023-07-11,107.673
2023-07-12,107.892
2023-07-13,107.661
2023-07-14,107.732
2023-07-17,107.817
2023-07-18,108.654
2023-07-19,109.611
2023-07-20,109.52
2023-07-21,109.734
2023-07-24,110.48
2023-07-25,110.838
2023-07-26,110.381
2023-07-27,112.227
2023-07-28,111.376
2023-07-31,111.489
2023-08-01,111.82
2023-08-02,110.735
2023-08-03,110.029
2023-08-04,109.766
2023-08-07,109.373
2023-08-08,109.344
2023-08-09,108.902
2023-08-10,109.259
2023-08-11,108.849
2023-08-14,109.809
2023-08-15,109.123
2023-08-16,109.188
2023-08-17,108.196
2023-08-18,107.141
2023-08-21,107.12
2023-08-22,108.53
2023-08-23,109.049
2023-08-24,108.891
2023-08-25,108.594
2023-08-28,109.409
2023-08-29,110.168
2023-08-30,110.265
2023-08-31,111.678
2023-09-01,112.083
2023-09-04,112.262
2023-09-05,112.727
2023-09-06,111.487
2023-09-07,111.132
2023-09-08,111.503
2023-09-11,111.627
2023-09-12,111.315
2023-09-13,111.355
2023-09-14,112.436
2023-09-15,111.71
2023-09-18,111.339
2023-09-19,110.764
2023-09-20,110.969
2023-09-21,109.079
2023-09-22,109.068
2023-09-25,109.161
2023-09-26,108.161
2023-09-27,108.382
2023-09-28,108.43
2023-09-29,108.92
2023-10-02,109.067
2023-10-03,107.667
2023-10-04,107.484
2023-10-05,107.272
2023-10-06,107.704
2023-10-09,108.878
2023-10-10,110.242
2023-10-11,109.684
2023-10-12,110.791
2023-10-13,110.084
2023-10-16,110.765
2023-10-17,110.304
2023-10-18,109.943
2023-10-19,108.369
2023-10-20,106.214
2023-10-23,106.031
2023-10-24,106.437
2023-10-25,105.793
2023-10-26,104.885
2023-10-27,104.266
2023-10-30,103.837
2023-10-31,104.932
2023-11-01,106.045
2023-11-02,107.727
2023-11-03,108.395
2023-11-06,108.293
2023-11-07,109.33
2023-11-08,108.924
2023-11-09,109.232
2023-11-10,109.314
2023-11-13,109.938
2023-11-14,110.78
2023-11-15,111.167
2023-11-16,110.491
2023-11-17,110.661
2023-11-20,110.675
2023-11-21,110.871
2023-11-22,112.004
2023-11-23,111.787
2023-11-24,111.324
2023-11-27,111.353
2023-11-28,111.08
2023-11-29,111.202
2023-11-30,111.724
2023-12-01,113.0
2023-12-04,113.012
2023-12-05,113.521
2023-12-06,113.624
2023-12-07,113.838
2023-12-08,114.578
2023-12-11,115.18
2023-12-12,115.178
2023-12-13,115.69
2023-12-14,115.436
2023-12-15,116.088
2023-12-18,116.5
2023-12-19,116.803
2023-12-20,117.066
2023-12-21,115.814
2023-12-22,116.389
2023-12-27,115.877
2023-12-28,116.194
2023-12-29,115.993
2024-01-02,116.577
2024-01-03,116.005
2024-01-04,115.748
2024-01-05,115.363
2024-01-08,115.698
2024-01-09,116.796
2024-01-10,116.817
2024-01-11,116.358
2024-01-12,117.053
2024-01-15,117.201
2024-01-16,117.844
2024-01-17,117.339
2024-01-18,117.747
2024-01-19,118.476
2024-01-22,119.763
2024-01-23,119.876
2024-01-24,120.504
2024-01-25,121.146
2024-01-26,121.022
2024-01-29,121.384
2024-01-30,121.743
2024-01-31,120.782
2024-02-01,119.968
2024-02-02,122.488
2024-02-05,122.872
2024-02-06,123.155
2024-02-07,123.956
2024-02-08,124.072
2024-02-09,124.544
2024-02-12,125.715
2024-02-13,124.236
2024-02-14,124.193
2024-02-15,124.677
2024-02-16,125.169
2024-02-19,124.783
2024-02-20,123.295
2024-02-21,123.015
2024-02-22,125.302
2024-02-23,125.967
2024-02-26,125.343
2024-02-27,125.036
2024-02-28,125.4
2024-02-29,125.895
2024-03-01,126.679
2024-03-04,126.685
2024-03-05,125.486
2024-03-06,125.899
2024-03-07,126.286
2024-03-08,126.366
2024-03-11,125.427
2024-03-12,126.816
2024-03-13,126.673
2024-03-14,126.658
2024-03-15,125.8
2024-03-18,127.079
2024-03-19,127.117
2024-03-20,127.576
2024-03-21,129.665
2024-03-22,129.485
2024-03-25,129.024
2024-03-26,129.232
2024-03-27,128.992
2024-03-28,130.242
2024-04-02,128.89
2024-04-03,129.045
2024-04-04,128.989
2024-04-05,128.102
2024-04-08,128.136
2024-04-09,127.474
2024-04-10,128.318
2024-04-11,128.422
2024-04-12,128.829
2024-04-15,128.588
2024-04-16,127.005
2024-04-17,125.591
2024-04-18,126.161
2024-04-19,124.81
2024-04-22,124.309
2024-04-23,126.179
2024-04-24,126.204
2024-04-25,124.482
2024-04-26,127.133
2024-04-29,126.664
2024-04-30,126.725
2024-05-02,125.721
2024-05-03,126.672
2024-05-06,127.637
2024-05-07,128.715
2024-05-08,128.598
2024-05-09,128.999
2024-05-10,129.428
2024-05-13,129.322
2024-05-14,129.238
2024-05-15,130.494
2024-05-16,130.748
2024-05-17,129.967
2024-05-20,130.945
2024-05-21,130.481
2024-05-22,131.48
2024-05-23,131.067
2024-05-24,130.499
2024-05-27,130.513
2024-05-28,130.464
2024-05-29,130.159
2024-05-30,128.819
2024-05-31,128.041
2024-06-03,128.988
2024-06-04,128.832
2024-06-05,130.411
2024-06-06,130.889
2024-06-07,131.533
2024-06-10,132.812
2024-06-11,132.643
2024-06-12,133.765
2024-06-13,133.856
2024-06-14,135.044
2024-06-17,134.811
2024-06-18,135.528
2024-06-19,136.389
2024-06-20,135.891
2024-06-21,135.934
2024-06-24,135.937
2024-06-25,135.685
2024-06-26,135.459
2024-06-27,136.178
2024-06-28,136.257
2024-07-01,135.917
2024-07-02,135.827
2024-07-03,136.189
2024-07-04,136.411
2024-07-05,136.448
2024-07-08,137.007
2024-07-09,137.424
2024-07-10,137.625
2024-07-11,136.974
2024-07-12,138.071
2024-07-15,138.427
2024-07-16,138.31
2024-07-17,137.033
2024-07-18,136.162
2024-07-19,135.21
2024-07-22,135.937
2024-07-23,137.33
2024-07-24,134.545
2024-07-25,134.064
2024-07-26,134.588
2024-07-29,134.858
2024-07-30,134.49
2024-07-31,136.605
2024-08-01,135.817
2024-08-02,129.873
2024-08-05,126.877
2024-08-06,128.137
2024-08-07,129.896
2024-08-08,129.847
2024-08-09,130.336
2024-08-12,130.508
2024-08-13,132.152
2024-08-14,132.079
2024-08-15,134.702
2024-08-16,134.723
2024-08-19,134.921
2024-08-20,134.864
2024-08-21,135.115
2024-08-22,135.443
2024-08-23,134.929
2024-08-26,134.918
2024-08-27,135.056
2024-08-28,134.826
2024-08-29,135.954
2024-08-30,135.746
2024-09-02,136.293
2024-09-03,135.392
2024-09-04,133.788
2024-09-05,132.823
2024-09-06,131.077
2024-09-09,132.62
2024-09-10,133.643
2024-09-11,132.682
2024-09-12,135.598
2024-09-13,136.58
2024-09-16,135.899
2024-09-17,137.141
2024-09-18,136.423
2024-09-19,138.216
2024-09-20,137.357
2024-09-23,138.287
2024-09-24,137.887
2024-09-25,138.4
2024-09-26,138.299
2024-09-27,138.822
2024-09-30,138.499
2024-10-01,138.535
2024-10-02,139.3
2024-10-03,139.06
2024-10-04,139.997
2024-10-07,140.76
2024-10-08,140.667
2024-10-09,141.825
2024-10-10,142.289
2024-10-11,142.995
2024-10-14,144.04
2024-10-15,144.069
2024-10-16,143.999
2024-10-17,145.231
2024-10-18,144.529
2024-10-21,144.447
2024-10-22,144.425
2024-10-23,144.513
2024-10-24,143.876
2024-10-25,144.809
2024-10-28,144.659
2024-10-29,144.818
2024-10-30,144.266
2024-10-31,141.58
2024-11-01,142.266
2024-11-04,141.349
2024-11-05,141.803
2024-11-06,147.52
2024-11-07,148.619
2024-11-08,150.263
2024-11-11,151.989
2024-11-12,150.898
2024-11-13,152.629
2024-11-14,152.137
2024-11-15,150.177
2024-11-18,150.31
2024-11-19,150.134
2024-11-20,150.531
2024-11-21,152.845
2024-11-22,154.716
2024-11-25,154.335
2024-11-26,154.706
2024-11-27,153.039
2024-11-28,153.863
2024-11-29,154.357
2024-12-02,155.319
2024-12-03,155.136
2024-12-04,155.813
2024-12-05,155.592
2024-12-06,155.7
2024-12-09,154.961
2024-12-10,155.556
2024-12-11,156.465
2024-12-12,156.362
2024-12-13,155.304
2024-12-16,156.223
2024-12-17,155.717
2024-12-18,155.737
2024-12-19,152.822
2024-12-20,153.656
2024-12-23,153.537
2024-12-24,154.621
2024-12-27,153.842
2024-12-30,153.072
2024-12-31,153.389
2025-01-02,154.934
2025-01-03,154.825
2025-01-06,155.863
2025-01-07,154.706
2025-01-08,154.458
2025-01-09,154.607
2025-01-10,153.243
2025-01-13,152.744
2025-01-14,152.649
2025-01-15,154.747
2025-01-16,155.704
2025-01-17,157.234
2025-01-20,155.851
2025-01-21,155.946
2025-01-22,157.425
2025-01-23,157.552
2025-01-24,156.496
2025-01-27,153.207
2025-01-28,155.528
2025-01-29,155.943
2025-01-30,156.047
2025-01-31,157.955
2025-02-03,156.162
2025-02-04,155.933
2025-02-05,155.322
2025-02-06,157.066
2025-02-07,156.44
2025-02-10,157.437
2025-02-11,156.541
2025-02-12,155.334
2025-02-13,155.961
2025-02-14,155.334
2025-02-17,156.256
2025-02-18,156.325
2025-02-19,157.24
2025-02-20,155.807
2025-02-21,155.614
2025-02-24,153.534
2025-02-25,150.816
2025-02-26,152.688
2025-02-27,152.933
2025-02-28,151.022
2025-03-03,151.265
2025-03-04,145.726
2025-03-05,142.713
2025-03-06,143.277
2025-03-07,140.265
2025-03-10,139.588
2025-03-11,136.306
2025-03-12,137.521
2025-03-13,136.215
2025-03-14,137.907
2025-03-17,138.301
2025-03-18,137.555
2025-03-19,139.096
2025-03-20,139.705
2025-03-21,139.631
2025-03-24,142.752
2025-03-25,142.792
2025-03-26,142.031
2025-03-27,141.325
2025-03-28,137.802
2025-03-31,137.04
2025-04-01,139.274
2025-04-02,139.281
2025-04-03,131.879
2025-04-04,126.768
2025-04-07,121.923
2025-04-08,126.58
2025-04-09,120.885
2025-04-10,125.574
2025-04-11,123.828
2025-04-14,127.195
2025-04-15,128.329
2025-04-16,126.569
2025-04-17,124.736
2025-04-22,123.302
2025-04-23,127.39
2025-04-24,128.69
2025-04-25,129.359
2025-04-28,129.438
2025-04-29,129.918
2025-04-30,130.521
2025-05-02,134.129
2025-05-05,134.431
2025-05-06,133.413
2025-05-07,132.844
2025-05-08,135.557
2025-05-09,135.221
2025-05-12,140.437
2025-05-13,141.863
2025-05-14,141.334
2025-05-15,141.875
2025-05-16,143.002
2025-05-19,141.92
2025-05-20,142.192
2025-05-21,140.79
2025-05-22,139.31
2025-05-23,137.702
2025-05-26,138.771
2025-05-27,140.179
2025-05-28,140.932
2025-05-29,140.372
2025-05-30,140.228
2025-06-02,138.841
2025-06-03,141.112
2025-06-04,141.128
2025-06-05,141.366
2025-06-06,141.858
2025-06-09,141.578
2025-06-10,141.798
2025-06-11,141.847
2025-06-12,140.299
2025-06-13,139.84
2025-06-16,140.264
2025-06-17,140.305
2025-06-18,140.069
2025-06-19,138.971
2025-06-20,139.315
2025-06-23,139.304
2025-06-24,140.569
2025-06-25,140.521
2025-06-26,140.576
2025-06-27,141.306
2025-06-30,141.389
2025-07-01,141.41
2025-07-02,141.379
2025-07-03,143.188
2025-07-04,142.204
2025-07-07,142.897
2025-07-08,142.695
2025-07-09,142.942
2025-07-10,143.875
2025-07-11,143.137
2025-07-14,143.437
2025-07-15,144.565
2025-07-16,142.723
2025-07-17,145.296
2025-07-18,144.664
2025-07-21,144.722
2025-07-22,143.856
2025-07-23,144.65
2025-07-24,144.999
2025-07-25,145.694
2025-07-28,147.278
2025-07-29,148.086
2025-07-30,148.834
2025-07-31,149.888
2025-08-01,144.769
2025-08-04,145.926
2025-08-05,145.994
2025-08-06,146.198
2025-08-07,146.289
2025-08-08,146.136
2025-08-11,147.67
2025-08-12,147.337
2025-08-13,147.745
2025-08-14,148.381
2025-08-15,147.643
2025-08-18,147.9
2025-08-19,147.761
2025-08-20,146.671
2025-08-21,147.286
2025-08-22,148.147
2025-08-25,148.303
2025-08-26,148.318
2025-08-27,149.654
2025-08-28,148.814
2025-08-29,147.962
