,AEME FP Equity_DX_SI_QTY,AEME FP Equity_DX_SHORT_INTEREST_VALUE,AEME FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AEME FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AEME FP Equity_DX_SI_MV,AEME FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AEME FP Equity_DX_SUPPLY_SI_QTY,AEME FP Equity_DX_BROKER_SI_QTY,AEME FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AEME FP Equity_DX_SUPPLY_SI_QTY_INC_x,AEME FP Equity_DX_BROKER_SI_MV_INC_x,AEME FP Equity_DX_BROKER_SI_QTY_ADD,AEME FP Equity_DX_SUPPLY_SI_MV_DEC,AEME FP Equity_DX_BROKER_SI_QTY_INC,AEME FP Equity_DX_SUPPLY_SI_QTY_DEC,AEME FP Equity_DX_BROKER_SI_MV_INC_y,AEME FP Equity_DX_SUPPLY_SI_QTY_INC_y,AEME FP Equity_DX_BROKER_SI_MV_ADD,AEME FP Equity_DX_SUPPLY_SI_QTY_ADD,AEME FP Equity_DX_BROKER_SI_QTY_DEC,AEME FP Equity_DX_SUPPLY_SI_MV,AEME FP Equity_DX_BROKER_SI_MV_DEC,AEME FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AEME FP Equity_DX_UTILIZATION_QUANTITY,AEME FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AEME FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AEME FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AEME FP Equity_DX_ACTIVE_UTILIZATION_MV,AEME FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AEME FP Equity_DX_BROKER_SI_CON_RATIO,AEME FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AEME FP Equity_DX_DEMAND_SUPPLY_RATIO,AEME FP Equity_PX_LAST
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.059
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.597
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.926
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.642
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.626
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.45
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.501
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.646
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.845
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.082
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.66
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.845
2018-05-15,2900.0,159639.2,0.14,0.02,0.16,159639.2,0.0,2900.0,0.0,,,2900.0,,,,,,0.16,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.048
2018-05-16,2900.0,162263.7,0.11,0.02,0.16,162263.7,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.953
2018-05-17,2900.0,160900.7,0.11,0.02,0.16,160900.7,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.483
2018-05-18,2900.0,159163.6,0.11,0.02,0.16,159163.6,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,54.884
2018-05-21,2900.0,159790.0,0.11,0.02,0.16,159790.0,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.1
2018-05-22,2900.0,160755.7,0.11,0.02,0.16,160755.7,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.433
2018-05-23,2900.0,160033.6,0.11,0.02,0.16,160033.6,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.184
2018-05-24,2900.0,159175.2,0.11,0.02,0.16,159175.2,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,54.888
2018-05-25,2900.0,161596.7,0.11,0.02,0.16,161596.7,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.723
2018-05-28,2900.0,161814.2,0.11,0.02,0.16,161814.2,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.798
2018-05-29,2900.0,160445.4,0.11,0.02,0.16,160445.4,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.326
2018-05-30,2900.0,158528.5,0.11,0.02,0.16,158528.5,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,54.665
2018-05-31,2900.0,158560.4,0.11,0.02,0.16,158560.4,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,54.676
2018-06-01,2900.0,160503.4,0.11,0.02,0.16,160503.4,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.346
2018-06-04,2900.0,162347.8,0.11,0.02,0.16,162347.8,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.982
2018-06-05,2900.0,161764.9,0.11,0.02,0.16,161764.9,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.781
2018-06-06,2900.0,161898.3,0.12,0.02,0.16,161898.3,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.827
2018-06-07,2900.0,160387.4,0.12,0.02,0.16,160387.4,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.306
2018-06-08,2900.0,159465.2,0.12,0.02,0.16,159465.2,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,54.988
2018-06-11,2900.0,159587.0,0.13,0.02,0.16,159587.0,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.03
2018-06-12,2900.0,159526.1,0.13,0.02,0.16,159526.1,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.009
2018-06-13,2900.0,159790.0,0.14,0.02,0.16,159790.0,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.1
2018-06-14,2900.0,160288.8,0.14,0.02,0.16,160288.8,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,55.272
2018-06-15,2900.0,157269.9,0.15,0.02,0.16,157269.9,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,54.231
2018-06-18,2900.0,155921.4,0.17,0.02,0.16,155921.4,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,53.766
2018-06-19,2900.0,154688.9,0.17,0.02,0.16,154688.9,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,53.341
2018-06-20,2900.0,155817.0,0.17,0.02,0.15,155817.0,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,53.73
2018-06-21,2900.0,153598.5,0.29,0.02,0.16,153598.5,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,52.965
2018-06-22,2900.0,154300.3,0.31,0.02,0.15,154300.3,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,53.207
2018-06-25,2900.0,150463.6,0.31,0.02,0.15,150463.6,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,51.884
2018-06-26,2900.0,151075.5,0.39,0.02,0.15,151075.5,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,52.095
2018-06-27,2900.0,150628.9,0.95,0.02,0.15,150628.9,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,51.941
2018-06-28,2900.0,149709.6,1.04,0.02,0.15,149709.6,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,51.624
2018-06-29,2900.0,152006.4,1.06,0.02,0.15,152006.4,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,52.416
2018-07-02,2900.0,150289.6,1.35,0.02,0.15,150289.6,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,51.824
2018-07-03,2900.0,151214.7,1.31,0.02,0.15,151214.7,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,52.143
2018-07-04,2900.0,150318.6,1.3,0.02,0.15,150318.6,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,51.834
2018-07-05,2900.0,149570.4,1.31,0.02,0.15,149570.4,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,51.576
2018-07-06,2900.0,150997.2,1.6,0.02,0.15,150997.2,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,52.068
2018-07-09,2900.0,152870.6,1.54,0.02,0.15,152870.6,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,52.714
2018-07-10,2900.0,152676.3,1.6,0.02,0.15,152676.3,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,52.647
2018-07-11,2900.0,150887.0,1.64,0.02,0.15,150887.0,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,52.03
2018-07-12,2900.0,153201.2,1.3,0.02,0.15,153201.2,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,52.828
2018-07-13,2900.0,153723.2,0.94,0.02,0.15,153723.2,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,53.008
2018-07-16,2900.0,152168.8,0.83,0.02,0.15,152168.8,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,52.472
2018-07-17,2900.0,153415.8,0.82,0.02,0.15,153415.8,0.0,2900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0487,52.902
2018-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2900.0,0.0,0.15,0.0,0.0,59500.0,3152964.5,3.15,0.0,,0.0,,0.0,52.991
2018-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3129521.5,3.13,0.0,,0.0,,0.0,52.597
2018-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3152905.0,3.15,0.0,,0.0,,0.0,52.99
2018-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3129283.5,3.13,0.0,,0.0,,0.0,52.593
2018-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3184559.0,3.19,0.0,,0.0,,0.0,53.522
2018-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3204848.5,3.2,0.0,,0.0,,0.0,53.863
2018-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3213178.5,3.21,0.0,,0.0,,0.0,54.003
2018-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3226328.0,3.22,0.0,,0.0,,0.0,54.224
2018-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3195626.0,3.19,0.0,,0.0,,0.0,53.708
2018-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3198184.5,3.2,0.0,,0.0,,0.0,53.751
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3195745.0,3.2,0.0,,0.0,,0.0,53.71
2018-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3154571.0,3.16,0.0,,0.0,,0.0,53.018
2018-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3195269.0,3.19,0.0,,0.0,,0.0,53.702
2018-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3185689.5,3.18,0.0,,0.0,,0.0,53.541
2018-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3216213.0,3.22,0.0,,0.0,,0.0,54.054
2018-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3196578.0,3.2,0.0,,0.0,,0.0,53.724
2018-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3211453.0,3.22,0.0,,0.0,,0.0,53.974
2018-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3181762.5,3.19,0.0,,0.0,,0.0,53.475
2018-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3134579.0,3.14,0.0,,0.0,,0.0,52.682
2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3147550.0,3.16,0.0,,0.0,,0.0,52.9
2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3071092.5,3.06,0.0,,0.0,,0.0,51.615
2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3098046.0,3.11,0.0,,0.0,,0.0,52.068
2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3064666.5,3.06,0.0,,0.0,,0.0,51.507
2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3097629.5,3.06,0.0,,0.0,,0.0,52.061
2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3118752.0,3.06,0.0,,0.0,,0.0,52.416
2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3117740.5,3.05,0.0,,0.0,,0.0,52.399
2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3096915.5,3.04,0.0,,0.0,,0.0,52.049
2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3121013.0,3.12,0.0,,0.0,,0.0,52.454
2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3165459.5,3.16,0.0,,0.0,,0.0,53.201
2018-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3139636.5,3.14,0.0,,0.0,,0.0,52.767
2018-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3153262.0,3.15,0.0,,0.0,,0.0,52.996
2018-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3098581.5,3.1,0.0,,0.0,,0.0,52.077
2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3100723.5,3.11,0.0,,0.0,,0.0,52.113
2018-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3100485.5,3.1,0.0,,0.0,,0.0,52.109
2018-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3072223.0,3.07,0.0,,0.0,,0.0,51.634
2018-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3009034.0,3.01,0.0,,0.0,,0.0,50.572
2018-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3005583.0,3.01,0.0,,0.0,,0.0,50.514
2018-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3024266.0,3.03,0.0,,0.0,,0.0,50.828
2018-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2985412.5,2.99,0.0,,0.0,,0.0,50.175
2018-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2967265.0,2.97,0.0,,0.0,,0.0,49.87
2018-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2994516.0,2.99,0.0,,0.0,,0.0,50.328
2018-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3006118.5,3.0,0.0,,0.0,,0.0,50.523
2018-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3036106.5,3.04,0.0,,0.0,,0.0,51.027
2018-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2995587.0,2.99,0.0,,0.0,,0.0,50.346
2018-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3017542.5,3.03,0.0,,0.0,,0.0,50.715
2018-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3055563.0,3.05,0.0,,0.0,,0.0,51.354
2018-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3055682.0,3.05,0.0,,0.0,,0.0,51.356
2018-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3085967.5,3.09,0.0,,0.0,,0.0,51.865
2018-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3045150.5,3.05,0.0,,0.0,,0.0,51.179
2018-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3054789.5,3.06,0.0,,0.0,,0.0,51.341
2018-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3082159.5,3.08,0.0,,0.0,,0.0,51.801
2018-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3109351.0,3.11,0.0,,0.0,,0.0,52.258
2018-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3105245.5,3.11,0.0,,0.0,,0.0,52.189
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3116372.0,3.12,0.0,,0.0,,0.0,52.376
2018-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3084063.5,3.09,0.0,,0.0,,0.0,51.833
2018-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,3092215.0,3.1,0.0,,0.0,,0.0,51.97
2018-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2998026.5,3.0,0.0,,0.0,,0.0,50.387
2018-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2970240.0,3.02,0.0,,0.0,,0.0,49.92
2018-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2972858.0,3.02,0.0,,0.0,,0.0,49.964
2018-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2979998.0,3.04,0.0,,0.0,,0.0,50.084
2018-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2908657.5,3.03,0.0,,0.0,,0.0,48.885
2018-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2851478.0,3.03,0.0,,0.0,,0.0,47.924
2018-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2918951.0,3.02,0.0,,0.0,,0.0,49.058
2018-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2899673.0,3.01,0.0,,0.0,,0.0,48.734
2018-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2945309.5,3.02,0.0,,0.0,,0.0,49.501
2018-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2936444.0,3.02,0.0,,0.0,,0.0,49.352
2018-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2880752.0,2.89,0.0,,0.0,,0.0,48.416
2018-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2905682.5,2.9,0.0,,0.0,,0.0,48.835
2018-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2931267.5,2.93,0.0,,0.0,,0.0,49.265
2018-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2867543.0,2.86,0.0,,0.0,,0.0,48.194
2018-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2864032.5,2.86,0.0,,0.0,,0.0,48.135
2018-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2886523.5,2.89,0.0,,0.0,,0.0,48.513
2018-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2839935.0,2.83,0.0,,0.0,,0.0,47.73
2018-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2824167.5,2.82,0.0,,0.0,,0.0,47.465
2018-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2833806.5,2.84,0.0,,0.0,,0.0,47.627
2018-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2894556.0,2.9,0.0,,0.0,,0.0,48.648
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,59500.0,2961910.0,2.96,0.0,,0.0,,0.0,49.78
