,AEME FP Equity_DX_SI_QTY,AEME FP Equity_DX_SHORT_INTEREST_VALUE,AEME FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AEME FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AEME FP Equity_DX_SI_MV,AEME FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AEME FP Equity_DX_SUPPLY_SI_QTY,AEME FP Equity_DX_BROKER_SI_QTY,AEME FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AEME FP Equity_DX_SUPPLY_SI_QTY_INC_x,AEME FP Equity_DX_BROKER_SI_MV_INC_x,AEME FP Equity_DX_BROKER_SI_QTY_ADD,AEME FP Equity_DX_SUPPLY_SI_MV_DEC,AEME FP Equity_DX_BROKER_SI_QTY_INC,AEME FP Equity_DX_SUPPLY_SI_QTY_DEC,AEME FP Equity_DX_BROKER_SI_MV_INC_y,AEME FP Equity_DX_SUPPLY_SI_QTY_INC_y,AEME FP Equity_DX_BROKER_SI_MV_ADD,AEME FP Equity_DX_SUPPLY_SI_QTY_ADD,AEME FP Equity_DX_BROKER_SI_QTY_DEC,AEME FP Equity_DX_SUPPLY_SI_MV,AEME FP Equity_DX_BROKER_SI_MV_DEC,AEME FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AEME FP Equity_DX_UTILIZATION_QUANTITY,AEME FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AEME FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AEME FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AEME FP Equity_DX_ACTIVE_UTILIZATION_MV,AEME FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AEME FP Equity_DX_BROKER_SI_CON_RATIO,AEME FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AEME FP Equity_DX_DEMAND_SUPPLY_RATIO,AEME FP Equity_PX_LAST
2019-12-04,23500.0,1306858.5,0.1,0.05,1.29,764651.25,13750.0,13750.0,764651.25,,,,,,,,,,,,0.76,,100.0,95.75,0.0,0.0,0.0,100.0,41.5,0.3734,41.5,1.6364,55.611
2019-12-05,7500.0,417832.5,0.02,0.02,0.42,97494.25,5750.0,1750.0,320338.25,,,,0.43,,8000.0,,,,,12000.0,0.32,0.66,100.0,90.39,0.0,0.0,0.0,100.0,23.33,0.3933,53.33,1.1791,55.711
2019-12-06,3500.0,197046.5,0.01,0.01,0.2,98523.25,1750.0,1750.0,98523.25,,,,0.22,,4000.0,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,56.299
2019-12-09,3500.0,197022.0,0.01,0.01,0.2,98511.0,1750.0,1750.0,98511.0,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,56.292
2019-12-10,3500.0,196483.0,0.01,0.01,0.2,98241.5,1750.0,1750.0,98241.5,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,56.138
2019-12-11,3500.0,198110.5,0.0,0.01,0.2,99055.25,1750.0,1750.0,99055.25,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,56.603
2019-12-12,3500.0,201148.5,0.0,0.01,0.2,100574.25,1750.0,1750.0,100574.25,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,57.471
2019-12-13,3500.0,201733.0,0.0,0.01,0.2,100866.5,1750.0,1750.0,100866.5,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,57.638
2019-12-16,3500.0,203980.0,0.0,0.01,0.2,101990.0,1750.0,1750.0,101990.0,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,58.28
2019-12-17,3500.0,204841.0,0.0,0.01,0.2,102420.5,1750.0,1750.0,102420.5,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,58.526
2019-12-18,3500.0,206265.5,0.0,0.01,0.2,103132.75,1750.0,1750.0,103132.75,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,58.933
2019-12-19,3500.0,206843.0,0.0,0.01,0.21,103421.5,1750.0,1750.0,103421.5,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.098
2019-12-20,3500.0,208232.5,0.0,0.01,0.21,104116.25,1750.0,1750.0,104116.25,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.495
2019-12-23,3500.0,207903.5,0.0,0.01,0.21,103951.75,1750.0,1750.0,103951.75,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.401
2019-12-24,3500.0,208078.5,0.0,0.01,0.21,104039.25,1750.0,1750.0,104039.25,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.451
2019-12-25,3500.0,208078.5,0.0,0.01,0.21,104039.25,1750.0,1750.0,104039.25,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,49.99,0.5,50.01,1.4824,
2019-12-26,3500.0,208078.5,0.0,0.01,0.21,104039.25,1750.0,1750.0,104039.25,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,
2019-12-27,3500.0,209202.0,0.0,0.01,0.21,104601.0,1750.0,1750.0,104601.0,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.772
2019-12-30,3500.0,207364.5,0.0,0.01,0.21,103682.25,1750.0,1750.0,103682.25,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.247
2019-12-31,3500.0,206167.5,0.0,0.01,0.21,103083.75,1750.0,1750.0,103083.75,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,58.905
2020-01-01,3500.0,206167.5,0.0,0.01,0.21,103083.75,1750.0,1750.0,103083.75,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,49.87,0.5,50.13,1.4824,
2020-01-02,3500.0,210220.5,0.0,0.01,0.21,105110.25,1750.0,1750.0,105110.25,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,60.063
2020-01-03,3500.0,209041.0,0.0,0.01,0.21,104520.5,1750.0,1750.0,104520.5,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.726
2020-01-06,3500.0,207077.5,0.0,0.01,0.21,103538.75,1750.0,1750.0,103538.75,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.165
2020-01-07,3500.0,207994.5,0.0,0.01,0.21,103997.25,1750.0,1750.0,103997.25,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.427
2020-01-08,3500.0,208558.0,0.0,0.01,0.21,104279.0,1750.0,1750.0,104279.0,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.588
2020-01-09,3500.0,211235.5,0.0,0.01,0.21,105617.75,1750.0,1750.0,105617.75,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,60.353
2020-01-10,3500.0,212103.5,0.0,0.01,0.21,106051.75,1750.0,1750.0,106051.75,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,60.601
2020-01-13,3500.0,213734.5,0.0,0.01,0.21,106867.25,1750.0,1750.0,106867.25,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,61.067
2020-01-14,3500.0,213377.5,0.0,0.01,0.21,106688.75,1750.0,1750.0,106688.75,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,60.965
2020-01-15,3500.0,212572.5,0.0,0.01,0.21,106286.25,1750.0,1750.0,106286.25,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,60.735
2020-01-16,3500.0,213258.5,0.0,0.01,0.21,106629.25,1750.0,1750.0,106629.25,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,60.931
2020-01-17,3500.0,214630.5,0.0,0.01,0.21,107315.25,1750.0,1750.0,107315.25,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,61.323
2020-01-20,3500.0,214557.0,0.0,0.01,0.21,107278.5,1750.0,1750.0,107278.5,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,61.302
2020-01-21,3500.0,211050.0,0.0,0.01,0.21,105525.0,1750.0,1750.0,105525.0,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,60.3
2020-01-22,3500.0,212247.0,0.0,0.01,0.21,106123.5,1750.0,1750.0,106123.5,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,60.642
2020-01-23,3500.0,208820.5,0.0,0.01,0.21,104410.25,1750.0,1750.0,104410.25,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.663
2020-01-24,3500.0,210430.5,0.01,0.01,0.21,105215.25,1750.0,1750.0,105215.25,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,60.123
2020-01-27,3500.0,202104.0,0.01,0.01,0.21,101052.0,1750.0,1750.0,101052.0,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,57.744
2020-01-28,3500.0,204120.0,0.01,0.01,0.2,102060.0,1750.0,1750.0,102060.0,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,58.32
2020-01-29,3500.0,205299.5,0.01,0.01,0.2,102649.75,1750.0,1750.0,102649.75,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,58.657
2020-01-30,3500.0,200319.0,0.01,0.01,0.21,100159.5,1750.0,1750.0,100159.5,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,57.234
2020-01-31,3500.0,196444.5,0.01,0.01,0.2,98222.25,1750.0,1750.0,98222.25,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,56.127
2020-02-03,3500.0,199426.5,0.01,0.01,0.2,99713.25,1750.0,1750.0,99713.25,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,56.979
2020-02-04,3500.0,206052.0,0.01,0.01,0.2,103026.0,1750.0,1750.0,103026.0,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,58.872
2020-02-05,3500.0,207200.0,0.01,0.01,0.21,103600.0,1750.0,1750.0,103600.0,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.2
2020-02-06,3500.0,208159.0,0.01,0.01,0.21,104079.5,1750.0,1750.0,104079.5,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.474
2020-02-07,3500.0,205653.0,0.01,0.01,0.21,102826.5,1750.0,1750.0,102826.5,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,58.758
2020-02-10,3500.0,206570.0,0.0,0.01,0.21,103285.0,1750.0,1750.0,103285.0,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.02
2020-02-11,3500.0,209706.0,0.0,0.01,0.21,104853.0,1750.0,1750.0,104853.0,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.916
2020-02-12,3500.0,211995.0,0.0,0.01,0.21,105997.5,1750.0,1750.0,105997.5,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,60.57
2020-02-13,3500.0,211403.5,0.0,0.01,0.21,105701.75,1750.0,1750.0,105701.75,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,60.401
2020-02-14,3500.0,211256.5,0.0,0.01,0.21,105628.25,1750.0,1750.0,105628.25,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,60.359
2020-02-17,3500.0,212737.0,0.0,0.01,0.21,106368.5,1750.0,1750.0,106368.5,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,60.782
2020-02-18,3500.0,209821.5,0.0,0.01,0.21,104910.75,1750.0,1750.0,104910.75,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.949
2020-02-19,3500.0,212163.0,0.0,0.01,0.21,106081.5,1750.0,1750.0,106081.5,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,60.618
2020-02-20,3500.0,208369.0,0.0,0.01,0.21,104184.5,1750.0,1750.0,104184.5,,,,,,,,,,,,0.11,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.534
2020-02-21,3500.0,207434.5,0.0,0.01,0.21,103717.25,1750.0,1750.0,103717.25,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,59.267
2020-02-24,3500.0,198989.0,0.0,0.01,0.21,99494.5,1750.0,1750.0,99494.5,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,56.854
2020-02-25,3500.0,198891.0,0.0,0.01,0.2,99445.5,1750.0,1750.0,99445.5,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,56.826
2020-02-26,13500.0,771700.5,0.02,0.03,0.77,100035.25,11750.0,1750.0,671665.25,10000.0,,,,,,,10000.0,,,,0.67,,100.0,95.06,0.0,0.0,0.0,100.0,12.96,0.5823,74.07,1.0921,57.163
2020-02-27,13500.0,745375.5,0.02,0.03,0.77,96622.75,11750.0,1750.0,648752.75,,,,,,,,,,,,0.67,,100.0,95.06,0.0,0.0,0.0,100.0,12.96,0.5823,74.07,1.0921,55.213
2020-02-28,13500.0,722412.0,0.02,0.03,0.75,93646.0,11750.0,1750.0,628766.0,,,,,,,,,,,,0.65,,100.0,95.06,0.0,0.0,0.0,100.0,12.96,0.5823,74.07,1.0921,53.512
2020-03-02,13500.0,727461.0,0.02,0.03,0.72,94300.5,11750.0,1750.0,633160.5,,,,,,,,,,,,0.63,,100.0,95.06,0.0,0.0,0.0,100.0,12.96,0.5823,74.07,1.0921,53.886
2020-03-03,13500.0,740110.5,0.03,0.03,0.73,95940.25,11750.0,1750.0,644170.25,,,,,,,,,,,,0.63,,100.0,95.06,0.0,0.0,0.0,100.0,12.96,0.5823,74.07,1.0921,54.823
2020-03-04,3500.0,192804.5,0.01,0.01,0.19,96402.25,1750.0,1750.0,96402.25,,,,0.54,,10000.0,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,49.57,0.5,50.43,1.4824,55.087
2020-03-05,3500.0,191604.0,0.01,0.01,0.19,95802.0,1750.0,1750.0,95802.0,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,54.744
2020-03-06,3500.0,183032.5,0.01,0.01,0.19,91516.25,1750.0,1750.0,91516.25,,,,,,,,,,,,0.1,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,52.295
2020-03-09,3500.0,170299.5,0.01,0.01,0.18,85149.75,1750.0,1750.0,85149.75,,,,,,,,,,,,0.09,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,48.657
2020-03-10,3500.0,174177.5,0.01,0.01,0.17,87088.75,1750.0,1750.0,87088.75,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,49.765
2020-03-11,3500.0,173561.5,0.01,0.01,0.17,86780.75,1750.0,1750.0,86780.75,,,,,,,,,,,,0.09,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,49.589
2020-03-12,3500.0,153436.5,0.01,0.01,0.17,76718.25,1750.0,1750.0,76718.25,,,,,,,,,,,,0.09,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,43.839
2020-03-13,3500.0,163954.0,0.01,0.01,0.15,81977.0,1750.0,1750.0,81977.0,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,46.844
2020-03-16,3500.0,152019.0,0.01,0.01,0.16,76009.5,1750.0,1750.0,76009.5,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,43.434
2020-03-17,3500.0,156698.5,0.01,0.01,0.15,78349.25,1750.0,1750.0,78349.25,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,44.771
2020-03-18,3500.0,148260.0,0.01,0.01,0.16,74130.0,1750.0,1750.0,74130.0,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,42.36
2020-03-19,3500.0,149177.0,0.01,0.01,0.15,74588.5,1750.0,1750.0,74588.5,,,,,,,,,,,,0.07,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,42.622
2020-03-20,3500.0,154045.5,0.01,0.01,0.15,77022.75,1750.0,1750.0,77022.75,,,,,,,,,,,,0.07,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,44.013
2020-03-23,3500.0,145960.5,0.01,0.01,0.15,72980.25,1750.0,1750.0,72980.25,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,41.703
2020-03-24,3500.0,156905.0,0.03,0.01,0.15,78452.5,1750.0,1750.0,78452.5,,,,,,,,,,,,0.07,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,44.83
2020-03-25,15280.0,704530.24,0.12,0.03,0.69,352265.12,7640.0,7640.0,352265.12,5890.0,0.27,,,5890.0,,0.27,5890.0,,,,0.34,,100.0,92.59,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.8519,46.108
2020-03-26,15280.0,714615.04,0.12,0.03,0.7,357307.52,7640.0,7640.0,357307.52,,,,,,,,,,,,0.35,,100.0,92.59,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.8519,46.768
2020-03-27,15280.0,677927.76,0.12,0.04,0.72,338963.88,7640.0,7640.0,338963.88,,,,,,,,,,,,0.36,,100.0,92.59,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.8519,44.367
2020-03-30,15280.0,686912.4,0.09,0.04,0.68,343456.2,7640.0,7640.0,343456.2,,,,,,,,,,,,0.34,,100.0,92.59,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.8519,44.955
2020-03-31,15280.0,706073.52,0.06,0.04,0.69,353036.76,7640.0,7640.0,353036.76,,,,,,,,,,,,0.35,,100.0,92.59,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.8519,46.209
2020-04-01,15280.0,681335.2,0.04,0.04,0.71,340667.6,7640.0,7640.0,340667.6,,,,,,,,,,,,0.35,,100.0,92.59,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.8519,44.59
2020-04-02,3500.0,159855.5,0.01,0.01,0.16,79927.75,1750.0,1750.0,79927.75,,,,0.28,,5890.0,,,,,5890.0,0.08,0.28,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,45.673
2020-04-03,3500.0,159134.5,0.0,0.01,0.16,79567.25,1750.0,1750.0,79567.25,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,45.467
2020-04-06,3500.0,165770.5,0.0,0.01,0.16,82885.25,1750.0,1750.0,82885.25,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,47.363
2020-04-07,3500.0,168815.5,0.0,0.01,0.17,84407.75,1750.0,1750.0,84407.75,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,48.233
2020-04-08,3500.0,167839.0,0.0,0.01,0.17,83919.5,1750.0,1750.0,83919.5,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,47.954
2020-04-09,3500.0,169316.0,0.0,0.01,0.17,84658.0,1750.0,1750.0,84658.0,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,48.376
2020-04-10,3500.0,169316.0,0.0,0.01,0.17,84658.0,1750.0,1750.0,84658.0,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,
2020-04-13,3500.0,169316.0,0.0,0.01,0.17,84658.0,1750.0,1750.0,84658.0,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,
2020-04-14,3500.0,170520.0,0.0,0.01,0.17,85260.0,1750.0,1750.0,85260.0,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,48.72
2020-04-15,3500.0,166530.0,0.0,0.01,0.17,83265.0,1750.0,1750.0,83265.0,,,,,,,,,,,,0.09,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,47.58
2020-04-16,3500.0,169592.5,0.0,0.01,0.17,84796.25,1750.0,1750.0,84796.25,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,48.455
2020-04-17,3500.0,171230.5,0.0,0.01,0.17,85615.25,1750.0,1750.0,85615.25,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,48.923
2020-04-20,3500.0,171944.5,0.0,0.01,0.17,85972.25,1750.0,1750.0,85972.25,,,,,,,,,,,,0.09,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,49.127
2020-04-21,3500.0,165623.5,0.0,0.01,0.17,82811.75,1750.0,1750.0,82811.75,,,,,,,,,,,,0.09,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,47.321
2020-04-22,3500.0,170978.5,0.0,0.01,0.17,85489.25,1750.0,1750.0,85489.25,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,48.851
2020-04-23,3500.0,172497.5,0.0,0.01,0.17,86248.75,1750.0,1750.0,86248.75,,,,,,,,,,,,0.09,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,49.285
2020-04-24,3500.0,169060.5,0.0,0.01,0.17,84530.25,1750.0,1750.0,84530.25,,,,,,,,,,,,0.09,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,48.303
2020-04-27,3500.0,172504.5,0.0,0.01,0.17,86252.25,1750.0,1750.0,86252.25,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,49.287
2020-04-28,3500.0,174002.5,0.0,0.01,0.17,87001.25,1750.0,1750.0,87001.25,,,,,,,,,,,,0.09,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,49.715
2020-04-29,3500.0,176939.0,0.0,0.01,0.17,88469.5,1750.0,1750.0,88469.5,,,,,,,,,,,,0.09,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,50.554
2020-04-30,3500.0,174685.0,0.0,0.01,0.18,87342.5,1750.0,1750.0,87342.5,,,,,,,,,,,,0.09,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,49.91
2020-05-01,3500.0,174685.0,0.0,0.01,0.17,87342.5,1750.0,1750.0,87342.5,,,,,,,,,,,,0.09,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,
2020-05-04,3500.0,167965.0,0.0,0.01,0.17,83982.5,1750.0,1750.0,83982.5,,,,,,,,,,,,0.09,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,47.99
2020-05-05,3500.0,172364.5,0.0,0.01,0.17,86182.25,1750.0,1750.0,86182.25,,,,,,,,,,,,0.08,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,49.247
2020-05-06,3500.0,171741.5,0.0,0.01,0.17,85870.75,1750.0,1750.0,85870.75,,,,,,,,,,,,0.09,,100.0,74.12,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.4824,49.069
2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.09,,1750.0,,,,,1750.0,0.0,0.09,0.0,0.0,611.0,30166.29,0.03,0.0,,0.0,,0.0,49.372
2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,30663.65,0.03,0.0,,0.0,,0.0,50.186
2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,30603.16,0.03,0.0,,0.0,,0.0,50.087
2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,30754.69,0.03,0.0,,0.0,,0.0,50.335
2020-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,30458.35,0.03,0.0,,0.0,,0.0,49.85
2020-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,30127.19,0.03,0.0,,0.0,,0.0,49.308
2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,611.0,29986.05,0.03,0.0,,0.0,,0.0,49.077
