,ALDAR FP Equity_DX_SI_QTY,ALDAR FP Equity_DX_SHORT_INTEREST_VALUE,ALDAR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDAR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDAR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDAR FP Equity_DX_SI_MV,ALDAR FP Equity_DX_DSS,ALDAR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDAR FP Equity_DX_SUPPLY_SI_QTY,ALDAR FP Equity_DX_BROKER_SI_QTY,ALDAR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDAR FP Equity_DX_BROKER_SI_MV_NEW_x,ALDAR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALDAR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALDAR FP Equity_DX_BROKER_SI_MV_INC_x,ALDAR FP Equity_DX_SUPPLY_SI_MV_NEW,ALDAR FP Equity_DX_BROKER_SI_QTY_ADD,ALDAR FP Equity_DX_BROKER_SI_QTY_NEW,ALDAR FP Equity_DX_SUPPLY_SI_MV_DEC,ALDAR FP Equity_DX_BROKER_SI_QTY_INC,ALDAR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDAR FP Equity_DX_BROKER_SI_MV_NEW_y,ALDAR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALDAR FP Equity_DX_BROKER_SI_MV_INC_y,ALDAR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALDAR FP Equity_DX_BROKER_SI_MV_ADD,ALDAR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDAR FP Equity_DX_BROKER_SI_QTY_DEC,ALDAR FP Equity_DX_SUPPLY_SI_MV,ALDAR FP Equity_DX_BROKER_SI_MV_DEC,ALDAR FP Equity_DX_SUPPLY_SI_MV_RMV,ALDAR FP Equity_DX_BROKER_SI_MV_RMV,ALDAR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDAR FP Equity_DX_UTILIZATION_QUANTITY,ALDAR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDAR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDAR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALDAR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDAR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDAR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALDAR FP Equity_DX_BROKER_SI_CON_RATIO,ALDAR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDAR FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,52082.0,611541.94,,0.77,0.0,,0.0,,0.0
2009-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,52082.0,593072.56,,0.76,0.0,,0.0,,0.0
2009-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,52082.0,607027.2,,0.76,0.0,,0.0,,0.0
2009-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,52082.0,606616.77,,0.77,0.0,,0.0,,0.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,52082.0,607027.2,,0.77,0.0,,0.0,,0.0
2009-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,52082.0,606616.77,,0.77,0.0,,0.0,,0.0
2009-12-03,2000.0,23641.42,0.16,1.91,0.03,0.03,0.0,23641.42,0.0,2000.0,0.0,,,,,,2000.0,,,,,,,,,0.03,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0384
2009-12-04,2000.0,24697.4,0.16,1.86,0.03,0.03,0.0,24697.4,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0384
2009-12-07,2000.0,24713.74,0.16,1.5,0.03,0.03,0.0,24713.74,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0384
2009-12-08,2000.0,23929.69,0.16,1.51,0.03,0.03,0.0,23929.69,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0384
2009-12-09,2000.0,23684.68,0.16,1.59,0.03,0.03,0.0,23684.68,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0384
2009-12-10,2000.0,23619.34,0.16,1.63,0.03,0.03,0.0,23619.34,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0384
2009-12-11,2000.0,23880.69,0.16,2.08,0.03,0.03,0.0,23880.69,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0391
2009-12-14,2000.0,24501.39,0.16,2.4,0.03,0.03,0.0,24501.39,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0395
2009-12-15,2000.0,23505.0,0.16,2.43,0.03,0.03,0.0,23505.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0395
2009-12-16,2000.0,24550.4,0.16,2.39,0.03,0.03,0.0,24550.4,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0395
2009-12-17,2000.0,24501.39,0.16,2.29,0.03,0.03,0.0,24501.39,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50615.0,620069.01,,0.76,0.0,,1.0,100.0,0.0395
2009-12-18,2000.0,25138.43,0.16,2.3,0.03,0.03,0.0,25138.43,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50615.0,636190.8,,0.77,0.0,,1.0,100.0,0.0395
2009-12-21,2000.0,24501.39,0.16,2.25,0.03,0.03,0.0,24501.39,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50615.0,620069.01,,0.77,0.0,,1.0,100.0,0.0395
2009-12-22,2000.0,23423.33,0.16,2.23,0.03,0.03,0.0,23423.33,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50615.0,592785.97,,0.74,0.0,,1.0,100.0,0.0395
2009-12-23,2000.0,23570.34,0.16,2.02,0.03,0.03,0.0,23570.34,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50615.0,596506.39,,0.73,0.0,,1.0,100.0,0.0395
2009-12-24,2000.0,23570.34,0.16,1.99,0.03,0.03,0.0,23570.34,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50615.0,596506.39,,0.73,0.0,,1.0,100.0,0.0395
2009-12-25,2000.0,23570.34,0.16,2.08,0.03,0.03,0.0,23570.34,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50615.0,596506.39,,0.73,0.0,,1.0,100.0,0.0395
2009-12-28,2000.0,23276.32,0.16,2.08,0.03,0.03,0.0,23276.32,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50615.0,589065.56,,0.73,0.0,,1.0,100.0,0.0395
2009-12-29,2000.0,23276.32,0.16,2.07,0.03,0.03,0.0,23276.32,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50615.0,589065.56,,0.72,0.0,,1.0,100.0,0.0395
2009-12-30,2000.0,23194.65,0.25,2.14,0.03,0.03,0.0,23194.65,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50615.0,586998.66,,0.73,0.0,,1.0,100.0,0.0395
2009-12-31,2000.0,23194.65,0.25,2.13,0.03,0.03,0.0,23194.65,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50615.0,586998.66,,0.73,0.0,,1.0,100.0,0.0395
2010-01-01,2000.0,23194.65,0.25,2.14,0.03,0.03,0.0,23194.65,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50615.0,586998.66,,0.73,0.0,,1.0,100.0,0.0395
2010-01-04,2000.0,23684.68,0.25,2.14,0.03,0.03,0.0,23684.68,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50615.0,599400.04,,0.72,0.0,,1.0,100.0,0.0395
2010-01-05,2000.0,23929.69,0.25,2.11,0.03,0.03,0.0,23929.69,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50615.0,605600.73,,0.73,0.0,,1.0,100.0,0.0395
2010-01-06,2000.0,25481.45,0.25,2.14,0.03,0.03,0.0,25481.45,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,51407.0,654962.42,,0.78,0.0,,1.0,100.0,0.0389
2010-01-07,2000.0,25644.79,0.25,2.1,0.03,0.03,0.0,25644.79,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,51407.0,659160.9,,0.81,0.0,,1.0,100.0,0.0389
2010-01-08,2000.0,25644.79,0.25,2.13,0.03,0.03,0.0,25644.79,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,51407.0,659160.9,,0.81,0.0,,1.0,100.0,0.0389
2010-01-11,2000.0,25726.46,0.25,2.19,0.03,0.03,0.0,25726.46,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,51407.0,661260.14,,0.81,0.0,,1.0,100.0,0.0389
2010-01-12,2000.0,24828.08,0.25,2.3,0.03,0.03,0.0,24828.08,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,51407.0,638168.52,,0.79,0.0,,1.0,100.0,0.0389
2010-01-13,2000.0,26053.15,0.25,2.38,0.03,0.03,0.0,26053.15,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,51407.0,669657.09,,0.8,0.0,,1.0,100.0,0.0389
2010-01-14,2000.0,25318.11,0.25,2.39,0.03,0.03,0.0,25318.11,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,51407.0,650763.95,,0.81,0.0,,1.0,100.0,0.0389
2010-01-15,2000.0,25563.12,0.25,2.45,0.03,0.03,0.0,25563.12,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40423.0,516669.01,,0.63,0.0,,1.0,100.0,0.0495
2010-01-18,2000.0,24828.08,0.25,2.59,0.03,0.03,0.0,24828.08,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40423.0,501812.71,,0.62,0.0,,1.0,100.0,0.0495
2010-01-19,2000.0,25563.12,0.25,2.71,0.03,0.03,0.0,25563.12,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40423.0,516669.01,,0.63,0.0,,1.0,100.0,0.0495
2010-01-20,2000.0,25563.12,0.25,4.15,0.03,0.03,0.0,25563.12,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40423.0,516669.01,,0.63,0.0,,1.0,100.0,0.0495
2010-01-21,2000.0,25563.12,0.25,4.35,0.03,0.03,0.0,25563.12,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40423.0,516669.01,,0.63,0.0,,1.0,100.0,0.0495
2010-01-22,2000.0,25955.14,0.25,4.88,0.03,0.03,0.0,25955.14,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40423.0,524592.36,,0.64,0.0,,1.0,100.0,0.0495
2010-01-25,2000.0,25187.43,0.25,4.95,0.03,0.03,0.0,25187.43,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40423.0,509075.79,,0.63,0.0,,1.0,100.0,0.0495
2010-01-26,2000.0,24501.39,0.25,5.34,0.03,0.03,0.0,24501.39,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40423.0,495209.91,,0.61,0.0,,1.0,100.0,0.0495
2010-01-27,2000.0,25971.48,0.25,5.42,0.03,0.03,0.0,25971.48,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40423.0,524922.5,,0.63,0.0,,1.0,100.0,0.0495
2010-01-28,2000.0,25318.11,0.25,5.41,0.03,0.03,0.0,25318.11,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40423.0,511716.91,,0.63,0.0,,1.0,100.0,0.0495
2010-01-29,2000.0,26461.5,0.25,5.66,0.03,0.03,0.0,26461.5,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40461.0,535329.47,,0.65,0.0,,1.0,100.0,0.0494
2010-02-01,2000.0,25922.47,0.25,5.84,0.03,0.03,0.0,25922.47,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40498.0,524904.18,,0.65,0.0,,1.0,100.0,0.0494
2010-02-02,2000.0,24909.75,0.25,6.03,0.03,0.03,0.0,24909.75,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40536.0,504870.81,,0.62,0.0,,1.0,100.0,0.0493
2010-02-03,2000.0,24942.42,0.25,6.58,0.03,0.03,0.0,24942.42,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40536.0,505532.93,,0.62,0.0,,1.0,100.0,0.0493
2010-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.03,,,0.0,0.0,40536.0,485007.04,,0.6,0.0,,0.0,,0.0
2010-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40583.0,485900.83,,0.59,0.0,,0.0,,0.0
2010-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40679.0,487050.24,,0.6,0.0,,0.0,,0.0
2010-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40775.0,488199.65,,0.6,0.0,,0.0,,0.0
2010-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,488786.33,,0.6,0.0,,0.0,,0.0
2010-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,488786.33,,0.6,0.0,,0.0,,0.0
2010-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,495121.21,,0.6,0.0,,0.0,,0.0
2010-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,495121.21,,0.61,0.0,,0.0,,0.0
2010-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,488786.33,,0.6,0.0,,0.0,,0.0
2010-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,490119.99,,0.6,0.0,,0.0,,0.0
2010-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,490119.99,,0.6,0.0,,0.0,,0.0
2010-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,513125.62,,0.62,0.0,,0.0,,0.0
2010-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,488786.33,,0.61,0.0,,0.0,,0.0
2010-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,490119.99,,0.6,0.0,,0.0,,0.0
2010-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,500122.44,,0.61,0.0,,0.0,,0.0
2010-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,500122.44,,0.61,0.0,,0.0,,0.0
2010-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,648825.51,,0.75,0.0,,0.0,,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,645824.78,,0.79,0.0,,0.0,,0.0
2010-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,590144.48,,0.74,0.0,,0.0,,0.0
2010-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,593478.63,,0.73,0.0,,0.0,,0.0
2010-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,586810.33,,0.72,0.0,,0.0,,0.0
2010-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,585476.67,,0.72,0.0,,0.0,,0.0
2010-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,610149.38,,0.74,0.0,,0.0,,0.0
2010-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,616817.67,,0.75,0.0,,0.0,,0.0
2010-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,629820.86,,0.77,0.0,,0.0,,0.0
2010-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,633155.01,,0.77,0.0,,0.0,,0.0
2010-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,633155.01,,0.78,0.0,,0.0,,0.0
2010-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,633155.01,,0.78,0.0,,0.0,,0.0
2010-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,632821.59,,0.77,0.0,,0.0,,0.0
2010-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,632488.18,,0.77,0.0,,0.0,,0.0
2010-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,616817.67,,0.76,0.0,,0.0,,0.0
2010-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,613816.94,,0.75,0.0,,0.0,,0.0
2010-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,613483.53,,0.75,0.0,,0.0,,0.0
2010-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,629154.03,,0.77,0.0,,0.0,,0.0
2010-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,628153.78,,0.77,0.0,,0.0,,0.0
2010-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,612149.87,,0.75,0.0,,0.0,,0.0
2010-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,615150.6,,0.76,0.0,,0.0,,0.0
2010-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,600146.93,,0.75,0.0,,0.0,,0.0
2010-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,600146.93,,0.73,0.0,,0.0,,0.0
2010-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,600146.93,,0.73,0.0,,0.0,,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,600146.93,,0.73,0.0,,0.0,,0.0
2010-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,600146.93,,0.73,0.0,,0.0,,0.0
2010-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,600146.93,,0.73,0.0,,0.0,,0.0
2010-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,606481.81,,0.74,0.0,,0.0,,0.0
2010-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,625153.05,,0.76,0.0,,0.0,,0.0
2010-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,626820.12,,0.77,0.0,,0.0,,0.0
2010-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,625486.46,,0.77,0.0,,0.0,,0.0
2010-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,642157.21,,0.78,0.0,,0.0,,0.0
2010-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,642157.21,,0.79,0.0,,0.0,,0.0
2010-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,642157.21,,0.79,0.0,,0.0,,0.0
2010-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,666829.92,,0.81,0.0,,0.0,,0.0
2010-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,666829.92,,0.82,0.0,,0.0,,0.0
2010-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,640156.72,,0.79,0.0,,0.0,,0.0
2010-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,676832.37,,0.82,0.0,,0.0,,0.0
2010-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,637155.99,,0.79,0.0,,0.0,,0.0
2010-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,650159.17,,0.79,0.0,,0.0,,0.0
2010-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,680166.52,,0.82,0.0,,0.0,,0.0
2010-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,682167.01,,0.83,0.0,,0.0,,0.0
2010-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,682167.01,,0.84,0.0,,0.0,,0.0
2010-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40824.0,683167.25,,0.84,0.0,,0.0,,0.0
