,ALCWE FP Equity_DX_SI_QTY,ALCWE FP Equity_DX_SHORT_INTEREST_VALUE,ALCWE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCWE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCWE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCWE FP Equity_DX_SI_MV,ALCWE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCWE FP Equity_DX_SUPPLY_SI_QTY,ALCWE FP Equity_DX_BROKER_SI_QTY,ALCWE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCWE FP Equity_DX_SUPPLY_SI_MV,ALCWE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCWE FP Equity_DX_UTILIZATION_QUANTITY,ALCWE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCWE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCWE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCWE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCWE FP Equity_DX_BROKER_SI_CON_RATIO,ALCWE FP Equity_DX_DEMAND_SUPPLY_RATIO,ALCWE FP Equity_PX_LAST
2024-02-21,,,,,,,,,,,,,,,,,,,,3.84
2024-02-22,,,,,,,,,,,,,,,,,,,,3.82
2024-02-23,,,,,,,,,,,,,,,,,,,,3.8
2024-02-26,,,,,,,,,,,,,,,,,,,,3.96
2024-02-27,,,,,,,,,,,,,,,,,,,,3.96
2024-02-28,,,,,,,,,,,,,,,,,,,,3.86
2024-02-29,,,,,,,,,,,,,,,,,,,,3.9
2024-03-01,,,,,,,,,,,,,,,,,,,,3.99
2024-03-04,,,,,,,,,,,,,,,,,,,,3.99
2024-03-05,,,,,,,,,,,,,,,,,,,,3.84
2024-03-06,,,,,,,,,,,,,,,,,,,,3.97
2024-03-07,,,,,,,,,,,,,,,,,,,,3.84
2024-03-08,,,,,,,,,,,,,,,,,,,,3.97
2024-03-11,,,,,,,,,,,,,,,,,,,,3.98
2024-03-12,,,,,,,,,,,,,,,,,,,,3.98
2024-03-13,,,,,,,,,,,,,,,,,,,,3.98
2024-03-14,,,,,,,,,,,,,,,,,,,,3.82
2024-03-15,,,,,,,,,,,,,,,,,,,,3.97
2024-03-18,,,,,,,,,,,,,,,,,,,,3.97
2024-03-19,,,,,,,,,,,,,,,,,,,,3.95
2024-03-20,,,,,,,,,,,,,,,,,,,,3.95
2024-03-21,,,,,,,,,,,,,,,,,,,,3.9
2024-03-22,,,,,,,,,,,,,,,,,,,,3.95
2024-03-25,,,,,,,,,,,,,,,,,,,,3.82
2024-03-26,,,,,,,,,,,,,,,,,,,,3.82
2024-03-27,,,,,,,,,,,,,,,,,,,,3.94
2024-03-28,,,,,,,,,,,,,,,,,,,,3.9
2024-04-02,,,,,,,,,,,,,,,,,,,,3.88
2024-04-03,,,,,,,,,,,,,,,,,,,,3.86
2024-04-04,,,,,,,,,,,,,,,,,,,,3.86
2024-04-05,,,,,,,,,,,,,,,,,,,,3.86
2024-04-08,,,,,,,,,,,,,,,,,,,,3.8
2024-04-09,,,,,,,,,,,,,,,,,,,,3.7
2024-04-10,,,,,,,,,,,,,,,,,,,,3.8
2024-04-11,,,,,,,,,,,,,,,,,,,,3.98
2024-04-12,,,,,,,,,,,,,,,,,,,,3.96
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,796.0,0.0,0.0,0.0,0.0,3.98
2024-04-16,,,,,,,,,,,,,,,,,,,,3.92
2024-04-17,,,,,,,,,,,,,,,,,,,,3.92
2024-04-18,,,,,,,,,,,,,,,,,,,,3.78
2024-04-19,,,,,,,,,,,,,,,,,,,,3.72
2024-04-22,,,,,,,,,,,,,,,,,,,,3.92
2024-04-23,,,,,,,,,,,,,,,,,,,,3.92
2024-04-24,,,,,,,,,,,,,,,,,,,,3.98
2024-04-25,,,,,,,,,,,,,,,,,,,,3.96
2024-04-26,,,,,,,,,,,,,,,,,,,,3.96
2024-04-29,,,,,,,,,,,,,,,,,,,,3.96
2024-04-30,,,,,,,,,,,,,,,,,,,,3.74
2024-05-02,,,,,,,,,,,,,,,,,,,,3.96
2024-05-03,,,,,,,,,,,,,,,,,,,,3.9
2024-05-06,,,,,,,,,,,,,,,,,,,,3.8
2024-05-07,,,,,,,,,,,,,,,,,,,,3.8
2024-05-08,,,,,,,,,,,,,,,,,,,,3.78
2024-05-09,,,,,,,,,,,,,,,,,,,,3.78
2024-05-10,,,,,,,,,,,,,,,,,,,,3.8
2024-05-13,,,,,,,,,,,,,,,,,,,,3.88
2024-05-14,,,,,,,,,,,,,,,,,,,,3.88
2024-05-15,,,,,,,,,,,,,,,,,,,,3.88
2024-05-16,,,,,,,,,,,,,,,,,,,,3.88
2024-05-17,,,,,,,,,,,,,,,,,,,,3.88
2024-05-20,,,,,,,,,,,,,,,,,,,,3.88
2024-05-21,,,,,,,,,,,,,,,,,,,,3.94
2024-05-22,,,,,,,,,,,,,,,,,,,,3.8
2024-05-23,,,,,,,,,,,,,,,,,,,,3.82
2024-05-24,,,,,,,,,,,,,,,,,,,,3.9
2024-05-27,,,,,,,,,,,,,,,,,,,,3.9
2024-05-28,,,,,,,,,,,,,,,,,,,,3.84
2024-05-29,,,,,,,,,,,,,,,,,,,,3.9
2024-05-30,,,,,,,,,,,,,,,,,,,,3.86
2024-05-31,,,,,,,,,,,,,,,,,,,,3.8
2024-06-03,,,,,,,,,,,,,,,,,,,,3.84
2024-06-04,,,,,,,,,,,,,,,,,,,,3.86
2024-06-05,,,,,,,,,,,,,,,,,,,,3.86
2024-06-06,,,,,,,,,,,,,,,,,,,,3.86
2024-06-07,,,,,,,,,,,,,,,,,,,,3.8
2024-06-10,,,,,,,,,,,,,,,,,,,,3.8
2024-06-11,,,,,,,,,,,,,,,,,,,,3.74
2024-06-12,,,,,,,,,,,,,,,,,,,,3.7
2024-06-13,,,,,,,,,,,,,,,,,,,,3.42
2024-06-14,,,,,,,,,,,,,,,,,,,,3.4
2024-06-17,,,,,,,,,,,,,,,,,,,,3.24
2024-06-18,,,,,,,,,,,,,,,,,,,,3.24
2024-06-19,,,,,,,,,,,,,,,,,,,,3.26
2024-06-20,,,,,,,,,,,,,,,,,,,,3.24
2024-06-21,,,,,,,,,,,,,,,,,,,,3.34
2024-06-24,,,,,,,,,,,,,,,,,,,,3.24
2024-06-25,,,,,,,,,,,,,,,,,,,,3.24
2024-06-26,,,,,,,,,,,,,,,,,,,,3.24
2024-06-27,,,,,,,,,,,,,,,,,,,,3.24
2024-06-28,,,,,,,,,,,,,,,,,,,,3.2
2024-07-01,,,,,,,,,,,,,,,,,,,,3.2
2024-07-02,,,,,,,,,,,,,,,,,,,,3.28
2024-07-03,,,,,,,,,,,,,,,,,,,,3.28
2024-07-04,,,,,,,,,,,,,,,,,,,,3.2
2024-07-05,,,,,,,,,,,,,,,,,,,,3.18
2024-07-08,,,,,,,,,,,,,,,,,,,,3.18
2024-07-09,,,,,,,,,,,,,,,,,,,,3.1
2024-07-10,,,,,,,,,,,,,,,,,,,,3.0
2024-07-11,,,,,,,,,,,,,,,,,,,,3.0
2024-07-12,,,,,,,,,,,,,,,,,,,,3.18
2024-07-15,,,,,,,,,,,,,,,,,,,,3.0
2024-07-16,,,,,,,,,,,,,,,,,,,,3.18
2024-07-17,,,,,,,,,,,,,,,,,,,,3.14
2024-07-18,,,,,,,,,,,,,,,,,,,,3.16
2024-07-19,,,,,,,,,,,,,,,,,,,,3.14
2024-07-22,,,,,,,,,,,,,,,,,,,,3.0
2024-07-23,,,,,,,,,,,,,,,,,,,,3.0
2024-07-24,,,,,,,,,,,,,,,,,,,,2.98
2024-07-25,,,,,,,,,,,,,,,,,,,,2.98
2024-07-26,,,,,,,,,,,,,,,,,,,,2.98
2024-07-29,,,,,,,,,,,,,,,,,,,,3.18
2024-07-30,,,,,,,,,,,,,,,,,,,,3.06
2024-07-31,,,,,,,,,,,,,,,,,,,,3.12
2024-08-01,,,,,,,,,,,,,,,,,,,,3.18
2024-08-02,,,,,,,,,,,,,,,,,,,,3.0
2024-08-05,,,,,,,,,,,,,,,,,,,,3.12
2024-08-06,,,,,,,,,,,,,,,,,,,,3.04
2024-08-07,,,,,,,,,,,,,,,,,,,,2.94
2024-08-08,,,,,,,,,,,,,,,,,,,,2.9
2024-08-09,,,,,,,,,,,,,,,,,,,,3.02
2024-08-12,,,,,,,,,,,,,,,,,,,,3.06
2024-08-13,,,,,,,,,,,,,,,,,,,,2.9
2024-08-14,,,,,,,,,,,,,,,,,,,,2.9
2024-08-15,,,,,,,,,,,,,,,,,,,,2.9
2024-08-16,,,,,,,,,,,,,,,,,,,,2.92
2024-08-19,,,,,,,,,,,,,,,,,,,,2.9
2024-08-20,,,,,,,,,,,,,,,,,,,,2.98
2024-08-21,,,,,,,,,,,,,,,,,,,,3.0
2024-08-22,,,,,,,,,,,,,,,,,,,,3.0
2024-08-23,,,,,,,,,,,,,,,,,,,,2.98
2024-08-26,,,,,,,,,,,,,,,,,,,,2.96
2024-08-27,,,,,,,,,,,,,,,,,,,,2.96
2024-08-28,,,,,,,,,,,,,,,,,,,,2.94
2024-08-29,,,,,,,,,,,,,,,,,,,,2.9
2024-08-30,,,,,,,,,,,,,,,,,,,,2.9
2024-09-02,,,,,,,,,,,,,,,,,,,,2.76
2024-09-03,,,,,,,,,,,,,,,,,,,,2.76
2024-09-04,,,,,,,,,,,,,,,,,,,,2.76
2024-09-05,,,,,,,,,,,,,,,,,,,,2.88
2024-09-06,,,,,,,,,,,,,,,,,,,,2.92
2024-09-09,,,,,,,,,,,,,,,,,,,,2.76
2024-09-10,,,,,,,,,,,,,,,,,,,,2.76
2024-09-11,,,,,,,,,,,,,,,,,,,,2.78
2024-09-12,,,,,,,,,,,,,,,,,,,,2.94
2024-09-13,,,,,,,,,,,,,,,,,,,,2.9
2024-09-16,,,,,,,,,,,,,,,,,,,,2.92
2024-09-17,,,,,,,,,,,,,,,,,,,,3.1
2024-09-18,,,,,,,,,,,,,,,,,,,,3.06
2024-09-19,,,,,,,,,,,,,,,,,,,,3.06
2024-09-20,,,,,,,,,,,,,,,,,,,,3.0
2024-09-23,,,,,,,,,,,,,,,,,,,,3.06
2024-09-24,,,,,,,,,,,,,,,,,,,,3.06
2024-09-25,,,,,,,,,,,,,,,,,,,,2.96
2024-09-26,,,,,,,,,,,,,,,,,,,,2.96
2024-09-27,,,,,,,,,,,,,,,,,,,,3.06
2024-09-30,,,,,,,,,,,,,,,,,,,,3.08
2024-10-01,,,,,,,,,,,,,,,,,,,,3.08
2024-10-02,,,,,,,,,,,,,,,,,,,,3.1
2024-10-03,,,,,,,,,,,,,,,,,,,,3.02
2024-10-04,,,,,,,,,,,,,,,,,,,,3.1
2024-10-07,,,,,,,,,,,,,,,,,,,,3.0
2024-10-08,,,,,,,,,,,,,,,,,,,,3.0
2024-10-09,,,,,,,,,,,,,,,,,,,,2.96
2024-10-10,,,,,,,,,,,,,,,,,,,,2.96
2024-10-11,,,,,,,,,,,,,,,,,,,,3.0
2024-10-14,,,,,,,,,,,,,,,,,,,,3.0
2024-10-15,,,,,,,,,,,,,,,,,,,,2.98
2024-10-16,,,,,,,,,,,,,,,,,,,,2.98
2024-10-17,,,,,,,,,,,,,,,,,,,,2.98
2024-10-18,,,,,,,,,,,,,,,,,,,,2.98
2024-10-21,,,,,,,,,,,,,,,,,,,,2.98
2024-10-22,,,,,,,,,,,,,,,,,,,,2.96
2024-10-23,,,,,,,,,,,,,,,,,,,,3.0
2024-10-24,,,,,,,,,,,,,,,,,,,,2.94
2024-10-25,,,,,,,,,,,,,,,,,,,,3.0
2024-10-28,,,,,,,,,,,,,,,,,,,,2.94
2024-10-29,,,,,,,,,,,,,,,,,,,,2.96
2024-10-30,,,,,,,,,,,,,,,,,,,,2.96
2024-10-31,,,,,,,,,,,,,,,,,,,,2.96
2024-11-01,,,,,,,,,,,,,,,,,,,,2.96
2024-11-04,,,,,,,,,,,,,,,,,,,,2.96
2024-11-05,,,,,,,,,,,,,,,,,,,,2.98
2024-11-06,,,,,,,,,,,,,,,,,,,,3.08
2024-11-07,,,,,,,,,,,,,,,,,,,,2.98
2024-11-08,,,,,,,,,,,,,,,,,,,,2.98
2024-11-11,,,,,,,,,,,,,,,,,,,,3.08
2024-11-12,,,,,,,,,,,,,,,,,,,,3.06
2024-11-13,,,,,,,,,,,,,,,,,,,,2.96
2024-11-14,,,,,,,,,,,,,,,,,,,,2.96
2024-11-15,,,,,,,,,,,,,,,,,,,,2.96
2024-11-18,,,,,,,,,,,,,,,,,,,,3.04
2024-11-19,,,,,,,,,,,,,,,,,,,,3.06
2024-11-20,,,,,,,,,,,,,,,,,,,,3.06
2024-11-21,,,,,,,,,,,,,,,,,,,,3.06
2024-11-22,,,,,,,,,,,,,,,,,,,,3.06
2024-11-25,,,,,,,,,,,,,,,,,,,,3.08
2024-11-26,,,,,,,,,,,,,,,,,,,,3.06
2024-11-27,,,,,,,,,,,,,,,,,,,,2.82
2024-11-28,,,,,,,,,,,,,,,,,,,,2.84
2024-11-29,,,,,,,,,,,,,,,,,,,,2.84
2024-12-02,,,,,,,,,,,,,,,,,,,,2.84
2024-12-03,,,,,,,,,,,,,,,,,,,,2.84
2024-12-04,,,,,,,,,,,,,,,,,,,,2.82
2024-12-05,,,,,,,,,,,,,,,,,,,,2.8
2024-12-06,,,,,,,,,,,,,,,,,,,,2.84
2024-12-09,,,,,,,,,,,,,,,,,,,,2.6
2024-12-10,,,,,,,,,,,,,,,,,,,,2.8
2024-12-11,,,,,,,,,,,,,,,,,,,,2.78
2024-12-12,,,,,,,,,,,,,,,,,,,,2.74
2024-12-13,,,,,,,,,,,,,,,,,,,,2.74
2024-12-16,,,,,,,,,,,,,,,,,,,,2.6
2024-12-17,,,,,,,,,,,,,,,,,,,,2.52
2024-12-18,,,,,,,,,,,,,,,,,,,,2.7
2024-12-19,,,,,,,,,,,,,,,,,,,,2.5
2024-12-20,,,,,,,,,,,,,,,,,,,,2.6
2024-12-23,,,,,,,,,,,,,,,,,,,,2.54
2024-12-24,,,,,,,,,,,,,,,,,,,,2.42
2024-12-27,,,,,,,,,,,,,,,,,,,,2.3
2024-12-30,,,,,,,,,,,,,,,,,,,,2.3
2024-12-31,,,,,,,,,,,,,,,,,,,,2.3
2025-01-02,,,,,,,,,,,,,,,,,,,,2.2
2025-01-03,,,,,,,,,,,,,,,,,,,,2.3
2025-01-06,,,,,,,,,,,,,,,,,,,,2.3
2025-01-07,,,,,,,,,,,,,,,,,,,,2.3
2025-01-08,,,,,,,,,,,,,,,,,,,,2.3
2025-01-09,,,,,,,,,,,,,,,,,,,,2.28
2025-01-10,,,,,,,,,,,,,,,,,,,,2.28
2025-01-13,,,,,,,,,,,,,,,,,,,,2.28
2025-01-14,,,,,,,,,,,,,,,,,,,,2.2
2025-01-15,,,,,,,,,,,,,,,,,,,,2.18
2025-01-16,,,,,,,,,,,,,,,,,,,,2.1
2025-01-17,,,,,,,,,,,,,,,,,,,,2.26
2025-01-20,,,,,,,,,,,,,,,,,,,,2.28
2025-01-21,,,,,,,,,,,,,,,,,,,,2.26
2025-01-22,,,,,,,,,,,,,,,,,,,,2.0
2025-01-23,,,,,,,,,,,,,,,,,,,,2.3
2025-01-24,,,,,,,,,,,,,,,,,,,,3.14
2025-01-27,,,,,,,,,,,,,,,,,,,,3.4
2025-01-28,,,,,,,,,,,,,,,,,,,,3.3
2025-01-29,,,,,,,,,,,,,,,,,,,,3.28
2025-01-30,,,,,,,,,,,,,,,,,,,,3.4
2025-01-31,,,,,,,,,,,,,,,,,,,,3.62
2025-02-03,,,,,,,,,,,,,,,,,,,,3.46
2025-02-04,,,,,,,,,,,,,,,,,,,,3.58
2025-02-05,,,,,,,,,,,,,,,,,,,,3.6
2025-02-06,,,,,,,,,,,,,,,,,,,,4.46
2025-02-07,,,,,,,,,,,,,,,,,,,,4.12
2025-02-10,,,,,,,,,,,,,,,,,,,,4.3
2025-02-11,,,,,,,,,,,,,,,,,,,,3.9
2025-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1632.0,0.0,0.0,0.0,0.0,4.08
2025-02-13,,,,,,,,,,,,,,,,,,,,4.04
2025-02-14,,,,,,,,,,,,,,,,,,,,3.7
2025-02-17,,,,,,,,,,,,,,,,,,,,3.7
2025-02-18,,,,,,,,,,,,,,,,,,,,3.7
2025-02-19,,,,,,,,,,,,,,,,,,,,3.84
2025-02-20,,,,,,,,,,,,,,,,,,,,4.0
2025-02-21,,,,,,,,,,,,,,,,,,,,3.88
2025-02-24,,,,,,,,,,,,,,,,,,,,3.9
2025-02-25,,,,,,,,,,,,,,,,,,,,3.9
2025-02-26,,,,,,,,,,,,,,,,,,,,3.68
2025-02-27,,,,,,,,,,,,,,,,,,,,3.96
2025-02-28,,,,,,,,,,,,,,,,,,,,3.9
2025-03-03,,,,,,,,,,,,,,,,,,,,3.8
2025-03-04,,,,,,,,,,,,,,,,,,,,3.5
2025-03-05,,,,,,,,,,,,,,,,,,,,3.8
2025-03-06,,,,,,,,,,,,,,,,,,,,3.8
2025-03-07,,,,,,,,,,,,,,,,,,,,3.76
2025-03-10,,,,,,,,,,,,,,,,,,,,3.76
2025-03-11,,,,,,,,,,,,,,,,,,,,3.7
2025-03-12,,,,,,,,,,,,,,,,,,,,3.94
2025-03-13,,,,,,,,,,,,,,,,,,,,3.9
2025-03-14,,,,,,,,,,,,,,,,,,,,3.94
2025-03-17,,,,,,,,,,,,,,,,,,,,3.94
2025-03-18,,,,,,,,,,,,,,,,,,,,3.7
2025-03-19,,,,,,,,,,,,,,,,,,,,3.5
2025-03-20,,,,,,,,,,,,,,,,,,,,3.44
2025-03-21,,,,,,,,,,,,,,,,,,,,3.44
2025-03-24,,,,,,,,,,,,,,,,,,,,3.44
2025-03-25,,,,,,,,,,,,,,,,,,,,3.26
2025-03-26,,,,,,,,,,,,,,,,,,,,3.3
2025-03-27,,,,,,,,,,,,,,,,,,,,3.3
2025-03-28,,,,,,,,,,,,,,,,,,,,3.2
2025-03-31,,,,,,,,,,,,,,,,,,,,3.18
2025-04-01,,,,,,,,,,,,,,,,,,,,3.18
2025-04-02,,,,,,,,,,,,,,,,,,,,2.96
2025-04-03,,,,,,,,,,,,,,,,,,,,2.96
2025-04-04,,,,,,,,,,,,,,,,,,,,2.6
2025-04-07,,,,,,,,,,,,,,,,,,,,2.8
2025-04-08,,,,,,,,,,,,,,,,,,,,2.88
2025-04-09,,,,,,,,,,,,,,,,,,,,2.86
2025-04-10,,,,,,,,,,,,,,,,,,,,2.7
2025-04-11,,,,,,,,,,,,,,,,,,,,2.7
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,98.0,0.0,0.0,0.0,0.0,2.8
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,104.3,0.0,0.0,0.0,0.0,2.98
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,129.72,0.0,0.0,0.0,0.0,2.76
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,130.66,0.0,0.0,0.0,0.0,2.78
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,130.66,0.0,0.0,0.0,0.0,
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,130.66,0.0,0.0,0.0,0.0,
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,132.54,0.0,0.0,0.0,0.0,2.82
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,145.36,0.0,0.0,0.0,0.0,3.16
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,148.5,0.0,0.0,0.0,0.0,3.3
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,153.0,0.0,0.0,0.0,0.0,3.4
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,149.4,0.0,0.0,0.0,0.0,3.32
2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,151.2,0.0,0.0,0.0,0.0,3.36
2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,158.86,0.0,0.0,0.0,0.0,3.38
2025-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,158.86,0.0,0.0,0.0,0.0,
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,158.86,0.0,0.0,0.0,0.0,3.38
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,150.4,0.0,0.0,0.0,0.0,3.2
2025-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,145.7,0.0,0.0,0.0,0.0,3.1
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,150.4,0.0,0.0,0.0,0.0,3.2
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,272.0,0.0,0.0,0.0,0.0,3.2
2025-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,272.0,0.0,0.0,0.0,0.0,3.2
2025-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,272.0,0.0,0.0,0.0,0.0,3.2
2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,282.2,0.0,0.0,0.0,0.0,3.32
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,289.0,0.0,0.0,0.0,0.0,3.4
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,297.5,0.0,0.0,0.0,0.0,3.5
2025-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,292.4,0.0,0.0,0.0,0.0,3.44
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,267.3,0.0,0.0,0.0,0.0,3.3
2025-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,267.3,0.0,0.0,0.0,0.0,3.3
2025-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,270.6,0.0,0.0,0.0,0.0,3.3
2025-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,273.88,0.0,0.0,0.0,0.0,3.34
2025-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,89.6,0.0,0.0,0.0,0.0,3.2
2025-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,95.7,0.0,0.0,0.0,0.0,3.3
2025-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,90.48,0.0,0.0,0.0,0.0,3.12
2025-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,90.48,0.0,0.0,0.0,0.0,3.12
2025-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,91.06,0.0,0.0,0.0,0.0,3.14
2025-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,91.06,0.0,0.0,0.0,0.0,3.14
2025-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,91.64,0.0,0.0,0.0,0.0,3.16
2025-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,94.8,0.0,0.0,0.0,0.0,3.16
2025-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,92.4,0.0,0.0,0.0,0.0,3.08
2025-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,90.0,0.0,0.0,0.0,0.0,3.0
2025-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,92.4,0.0,0.0,0.0,0.0,3.08
2025-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,92.4,0.0,0.0,0.0,0.0,3.08
2025-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,90.0,0.0,0.0,0.0,0.0,3.0
2025-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,91.8,0.0,0.0,0.0,0.0,3.06
2025-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,92.4,0.0,0.0,0.0,0.0,3.08
2025-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,93.0,0.0,0.0,0.0,0.0,3.1
2025-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,93.0,0.0,0.0,0.0,0.0,3.1
2025-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,93.0,0.0,0.0,0.0,0.0,3.1
2025-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,90.0,0.0,0.0,0.0,0.0,3.0
2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,90.0,0.0,0.0,0.0,0.0,3.0
2025-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,102.3,0.0,0.0,0.0,0.0,3.1
2025-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,99.0,0.0,0.0,0.0,0.0,3.0
