,SCR FP Equity_DX_SI_QTY,SCR FP Equity_DX_SHORT_INTEREST_VALUE,SCR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SCR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SCR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SCR FP Equity_DX_SI_MV,SCR FP Equity_DX_DSS,SCR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SCR FP Equity_DX_SUPPLY_SI_QTY,SCR FP Equity_DX_BROKER_SI_QTY,SCR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SCR FP Equity_DX_BROKER_SI_MV_NEW_x,SCR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SCR FP Equity_DX_SUPPLY_SI_QTY_INC_x,SCR FP Equity_DX_BROKER_SI_MV_INC_x,SCR FP Equity_DX_SUPPLY_SI_MV_NEW,SCR FP Equity_DX_BROKER_SI_QTY_ADD,SCR FP Equity_DX_BROKER_SI_QTY_NEW,SCR FP Equity_DX_SUPPLY_SI_MV_DEC,SCR FP Equity_DX_BROKER_SI_QTY_INC,SCR FP Equity_DX_SUPPLY_SI_QTY_DEC,SCR FP Equity_DX_BROKER_SI_MV_NEW_y,SCR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SCR FP Equity_DX_BROKER_SI_MV_INC_y,SCR FP Equity_DX_SUPPLY_SI_QTY_INC_y,SCR FP Equity_DX_BROKER_SI_MV_ADD,SCR FP Equity_DX_SUPPLY_SI_QTY_ADD,SCR FP Equity_DX_BROKER_SI_QTY_DEC,SCR FP Equity_DX_SUPPLY_SI_MV,SCR FP Equity_DX_BROKER_SI_MV_DEC,SCR FP Equity_DX_SUPPLY_SI_MV_RMV,SCR FP Equity_DX_BROKER_SI_MV_RMV,SCR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SCR FP Equity_DX_UTILIZATION_QUANTITY,SCR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SCR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SCR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SCR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SCR FP Equity_DX_ACTIVE_UTILIZATION_MV,SCR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SCR FP Equity_DX_BROKER_SI_CON_RATIO,SCR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SCR FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-03-12,3979912.0,119476958.24,2.44,9.22,2.13,121.79,1.0,99270075.96,1677343.0,3306798.0,50353836.86,,,18149.0,1.52,,7200.0,,0.19,5228.0,7114.0,,,1.52,18149.0,0.23,13742.0,,50.08,,,,3.91,3.91,41243272.0,1238123025.44,,1232.37,3.91,5.48,0.8192,90.32,0.0927
2021-03-15,4034413.0,121516519.56,2.47,9.29,2.16,124.35,1.0,100252401.96,1695391.0,3328433.0,51065176.92,,,7830.0,0.76,,,,0.25,24456.0,9569.0,,,0.76,7830.0,,19787.0,2821.0,50.97,0.0,,,3.93,3.93,41400800.0,1246992096.0,,1244.29,3.94,5.38,0.7986,89.16,0.0936
2021-03-16,4010645.0,120800627.4,2.45,9.09,2.15,124.05,1.0,100545800.88,1731829.0,3338174.0,52162689.48,,,23309.0,0.52,,,,0.74,17173.0,25223.0,,,0.52,23309.0,,38352.0,7432.0,52.23,0.0,,,4.02,4.02,41391788.0,1246720654.56,,1246.76,4.02,5.38,0.7977,89.11,0.093
2021-03-17,4064937.0,121866811.26,2.49,9.16,2.17,125.15,1.0,101229808.44,1731348.0,3376578.0,51905813.04,,,26090.0,0.99,,,,0.89,45004.0,26571.0,,,0.99,26090.0,,,6600.0,51.85,0.2,,,4.02,4.02,41349484.0,1239657530.32,,1241.11,4.01,5.3,0.789,88.6,0.0944
2021-03-18,3964455.0,120281564.7,2.43,8.66,2.12,122.23,1.0,100456286.12,1664406.0,3311018.0,50498078.04,,,1509.0,0.02,,8000.0,,2.26,717.0,77769.0,,,0.02,1509.0,0.24,9318.0,74277.0,50.1,2.33,,,3.86,3.86,41496176.0,1258993979.84,,1250.6,3.85,5.51,0.8306,90.95,0.0919
2021-03-19,4050363.0,121024846.44,2.48,8.8,2.17,125.73,1.0,99503836.2,1744448.0,3330115.0,52124106.24,,,11069.0,0.94,,16985.0,,0.4,2112.0,15507.0,,,0.94,11069.0,0.55,84480.0,,52.86,,,,4.03,4.03,41571464.0,1242155344.32,,1256.19,4.04,6.86,0.7975,89.02,0.0935
2021-03-22,4038378.0,120343664.4,2.47,8.52,2.16,123.7,1.0,99034459.2,1731402.0,3323304.0,51595779.6,,,1000.0,,,,,0.63,,16683.0,,,,1000.0,,2637.0,6811.0,51.63,1.54,,,4.03,4.03,41209112.0,1228031537.6,,1230.49,4.03,6.92,0.8008,89.2,0.094
2021-03-23,2873411.0,85052965.6,1.76,6.03,1.54,89.2,1.0,62525648.8,1734302.0,2112353.0,51335339.2,,,1410.0,,,,,0.29,,11634.0,,,,1410.0,,13124.0,1210951.0,51.9,35.92,,,4.04,4.04,41205360.0,1219678656.0,,1226.7,4.06,10.02,0.6962,82.75,0.0669
2021-03-24,2094378.0,62496239.52,1.28,4.47,1.12,62.85,1.0,28423823.44,1360318.0,952541.0,40591889.12,,,197962.0,0.56,,377687.0,,24.58,18333.0,818933.0,,,0.56,197962.0,11.21,246987.0,1555832.0,40.46,49.35,,,3.18,3.18,41473576.0,1237571507.84,,1232.58,3.18,17.9,0.4414,62.73,0.0489
2021-03-25,3691418.0,111037853.44,2.26,7.9,1.97,113.89,1.0,101936968.96,966009.0,3388862.0,29057550.72,,,,76.39,,,,11.69,2452504.0,394309.0,,,76.39,,,,16183.0,28.97,0.48,,,2.26,2.26,41838816.0,1258511585.28,,1253.38,2.26,10.32,0.6517,79.76,0.0862
2021-03-26,3840336.0,116362180.8,2.35,8.17,2.05,119.15,1.0,106718145.3,1317825.0,3522051.0,39930097.5,,,103629.0,4.06,,,,0.04,133189.0,1530.0,,,4.06,103629.0,,249717.0,,39.62,,,,3.09,3.09,41330144.0,1252303363.2,,1244.91,3.08,13.34,0.6173,77.14,0.09
2021-03-29,3848849.0,116620124.7,2.36,8.14,2.06,120.29,1.0,106976089.2,1326338.0,3530564.0,40188041.4,,,19793.0,,,8513.0,,0.6,,19793.0,,,,19793.0,0.26,8513.0,,40.1,,,,3.14,3.14,40920856.0,1239901936.8,,1236.75,3.14,13.36,0.6146,76.96,0.0911
2021-03-30,6881118.0,204506826.96,4.21,14.53,3.68,219.2,1.0,194859506.92,3829881.0,6556511.0,113824063.32,,,3506.0,98.82,,,,,3025947.0,,,,98.82,3506.0,,,,115.93,,,,8.96,8.96,38935384.0,1157159612.48,,1171.22,9.01,7.34,0.7697,87.35,0.1609
2021-03-31,6930417.0,201675134.7,4.24,14.34,3.71,216.53,1.0,192194209.2,3831079.0,6604612.0,111484398.9,,,,3.61,,,,0.07,124032.0,1732.0,,,3.61,,,2930.0,75931.0,113.61,5.69,,,8.96,8.96,38909184.0,1132257254.4,,1147.03,9.01,7.25,0.7432,85.81,0.1622
2021-04-01,6981892.0,204709073.44,4.27,14.45,3.73,215.41,1.0,194998025.56,3979075.0,6650683.0,116666479.0,,,69430.0,0.0,,19776.0,,,26295.0,,,,0.0,69430.0,0.63,78566.0,,115.74,,,,9.15,9.15,39502040.0,1158199812.8,,1152.46,9.13,7.12,0.7374,85.48,0.1606
2021-04-02,6981892.0,204709073.44,4.27,14.37,3.73,215.72,1.0,194998025.56,3979075.0,6650683.0,116666479.0,,,,,,,,,,,,,,,,,,116.56,,,,9.15,9.15,39519252.0,1158704468.64,,1158.38,9.14,7.18,0.7365,85.42,0.1605
2021-04-05,6988732.0,204909622.24,4.28,14.38,3.74,215.29,1.0,195198574.36,3979075.0,6657523.0,116666479.0,,,,0.0,,,,,6840.0,,,,0.0,,,,,116.55,,,,9.15,9.15,39512940.0,1158519400.8,,1157.19,9.15,7.17,0.7362,85.41,0.1607
2021-04-06,6753844.0,198022706.08,4.13,13.9,3.61,207.38,1.0,188835430.68,3588418.0,6440499.0,105212415.76,,,8641.0,0.27,,,,11.68,8800.0,399298.0,,,0.27,8641.0,,,225824.0,105.06,7.66,,,8.26,8.26,39838264.0,1168057900.48,,1164.89,8.27,4.32,0.7756,87.86,0.1555
2021-04-07,6651680.0,195692425.6,4.07,13.83,3.56,204.35,1.0,187392455.2,3622933.0,6369560.0,106586688.86,,,,,,,,1.78,,61765.0,,,,,,96280.0,70939.0,106.18,2.2,,,8.33,8.33,39875556.0,1173138857.52,,1169.86,8.32,4.39,0.7963,89.03,0.1529
2021-04-08,6629605.0,191197808.2,4.06,13.84,3.55,204.7,1.0,183108159.36,3707770.0,6349104.0,106932086.8,,,4973.0,0.09,,,,0.03,2873.0,1619.0,,,0.09,4973.0,,81483.0,23329.0,108.83,0.0,,,8.53,8.53,39768096.0,1146911888.64,,1163.52,8.55,4.39,0.7996,89.22,0.1525
2021-04-09,6726616.0,196282654.88,4.12,13.95,3.6,204.14,1.0,184705431.52,3693176.0,6329864.0,107766875.68,,,,,,,,0.42,,14594.0,,,,,,,19240.0,106.61,3.88,,,8.89,8.89,37846504.0,1104360986.72,,1095.62,8.87,4.34,0.7713,87.56,0.1619
2021-04-12,6459917.0,189856960.63,3.95,13.52,3.46,198.36,1.0,182123834.44,3562488.0,6196796.0,104701522.32,,,4736.0,,,2943.0,,3.86,,135424.0,,,,4736.0,0.09,,136011.0,103.98,2.18,,,8.54,8.54,38133612.0,1120746856.68,,1114.74,8.53,4.51,0.8313,90.98,0.1549
2021-04-13,6296411.0,184862626.96,3.85,13.27,3.37,195.09,1.0,174380490.4,3529459.0,5939390.0,103624916.24,,,,,,,,3.97,,136289.0,,,,,,103260.0,257406.0,103.54,6.02,,,8.12,8.12,39914972.0,1171903577.92,,1170.99,8.12,3.86,0.8653,92.9,0.1449
2021-04-14,6359109.0,187275760.05,3.89,13.66,3.4,197.06,1.0,179533031.1,3526908.0,6096198.0,103867440.6,,,630.0,3.54,,97000.0,,0.18,120947.0,6071.0,,,3.54,630.0,2.98,2890.0,61139.0,103.49,1.82,,,8.02,8.02,40424112.0,1190490098.4,,1186.97,8.02,4.38,0.8363,91.26,0.1447
2021-04-15,6382998.0,186319711.62,3.91,13.9,3.41,198.4,1.0,178561009.62,3694587.0,6117198.0,107844994.53,,,4228.0,1.04,,8000.0,,,13000.0,,,,1.04,4228.0,0.23,163451.0,,108.73,,,,8.55,8.55,39491772.0,1152764824.68,,1160.57,8.57,4.52,0.8319,91.02,0.1478
2021-04-16,6628727.0,192829668.43,4.06,14.52,3.55,204.49,1.0,182349297.77,3814429.0,6268453.0,110961739.61,,,4350.0,1.75,,106966.0,,,62224.0,,,,1.75,4350.0,3.31,115492.0,17935.0,111.05,1.65,,,8.65,8.65,40264116.0,1171283134.44,,1174.97,8.63,5.24,0.7702,87.48,0.1504
2021-04-19,6122501.0,177123953.93,3.75,13.47,3.27,187.81,1.0,142880699.06,5329346.0,4938842.0,154177979.78,,,705092.0,,,,,2.63,,90050.0,,,,705092.0,,899875.0,1329611.0,154.77,40.42,,,12.11,12.11,38676880.0,1118922138.4,,1123.25,12.11,7.49,0.6491,79.92,0.1391
2021-04-20,10702817.0,301498354.89,6.55,23.94,5.72,312.39,2.0,86107492.53,9204402.0,3056709.0,259288004.34,,,112970.0,0.74,,1445819.0,,32.2,26000.0,1104148.0,,,0.74,112970.0,41.84,4866234.0,3353952.0,265.87,104.65,,,20.91,20.91,34807720.0,980533472.4,,999.15,21.02,23.22,0.4689,63.96,0.2432
2021-04-21,8633002.0,242760016.24,5.28,19.06,4.62,246.15,1.0,110998891.48,8437467.0,3947329.0,237261572.04,,,594454.0,44.34,,,,82.89,1538000.0,2864204.0,,,44.34,594454.0,,1502815.0,647380.0,237.64,21.37,,,19.17,19.17,35566364.0,1000126155.68,,1001.59,19.18,31.18,0.3858,52.85,0.1962
2021-04-22,14831177.0,414086461.84,9.07,33.24,7.93,427.16,2.0,304396292.32,11338243.0,10902446.0,316563744.56,,,128636.0,200.74,,76399.0,,0.16,6891718.0,5664.0,,,200.74,128636.0,2.15,2777804.0,13000.0,318.81,0.39,,,25.94,25.94,32377372.0,903976226.24,,909.07,25.96,38.26,0.3793,47.7,0.3393
2021-04-23,14218354.0,396123342.44,8.7,31.75,7.6,405.28,2.0,256252073.14,12494802.0,9197849.0,348105183.72,,,119453.0,2.64,,,,1.85,98890.0,62368.0,,,2.64,119453.0,,1099474.0,1803487.0,347.99,51.71,,,28.57,28.57,31239326.0,870327622.36,,870.48,28.56,27.62,0.3371,49.89,0.3251
2021-04-26,14142822.0,396423300.66,8.65,30.98,7.56,403.78,2.0,255698545.51,10637270.0,9122317.0,298162678.1,,,7291.0,,,,,52.18,,1869713.0,,,,7291.0,,4890.0,75532.0,296.29,2.17,,,24.34,24.34,33070490.0,926965834.7,,922.46,24.31,27.75,0.34,50.1,0.3236
2021-04-27,15568668.0,431874850.32,9.53,34.45,8.33,445.46,2.0,292606041.62,10636136.0,10548163.0,295046412.64,,,,43.64,,,,4.86,1573446.0,174017.0,,,43.64,,,172883.0,147600.0,297.95,2.76,,,24.32,24.32,33092136.0,917975852.64,,924.79,24.37,24.84,0.2852,45.11,0.356
2021-04-28,14921544.0,416609508.48,9.13,32.8,7.98,423.43,2.0,276437008.88,10635602.0,9901039.0,296946007.84,,,12491.0,0.63,,,,0.79,12466.0,25491.0,,,0.63,12491.0,,12466.0,659590.0,294.69,19.33,,,24.31,24.31,33121810.0,924760935.2,,919.96,24.26,21.57,0.288,46.8,0.341
2021-04-29,14312999.0,387739142.91,8.76,31.19,7.66,407.01,2.0,267283322.46,9392820.0,9866494.0,254451493.8,,,15186.0,0.0,,,,34.7,14884.0,1257968.0,,,0.0,15186.0,,,49429.0,261.75,0.93,,,22.05,22.05,33208452.0,899616964.68,,918.89,22.17,22.21,0.3054,48.45,0.336
2021-04-30,13669681.0,367851115.71,8.36,29.07,7.31,381.58,2.0,263211795.99,8875159.0,9781189.0,238830528.69,,,19685.0,0.15,,43462.0,,16.29,6542.0,578350.0,,,0.15,19685.0,1.17,41004.0,135309.0,241.02,6.44,,,20.9,20.9,33586396.0,903809916.36,,909.92,20.94,23.16,0.3201,49.52,0.3219
2021-05-03,13954488.0,375375727.2,8.54,29.88,7.46,384.96,2.0,268520884.1,8958966.0,9982189.0,240996185.4,,,58377.0,,,201000.0,,0.31,,10959.0,,,,58377.0,5.4,36389.0,,240.86,,,,21.34,21.34,33020274.0,888245370.6,,888.26,21.33,22.68,0.3078,48.48,0.3324
2021-05-04,12784589.0,338280224.94,7.82,27.63,6.84,353.38,2.0,265246497.18,8975401.0,10024433.0,237489110.46,,,7605.0,0.0,,31000.0,,0.14,11244.0,6082.0,,,0.0,7605.0,0.88,14912.0,,241.69,,,,21.6,21.6,32585176.0,862203756.96,,874.03,21.66,24.83,0.2797,43.97,0.3076
2021-05-05,12789898.0,346222538.86,7.83,27.79,6.84,351.22,2.0,271739406.79,8970679.0,10038397.0,242836280.53,,,195.0,0.53,,,,0.4,17998.0,13229.0,,,0.53,195.0,,8312.0,4034.0,239.19,0.09,,,21.68,21.68,32405996.0,877230311.72,,868.81,21.59,24.76,0.2784,43.75,0.3091
2021-05-06,12930825.0,356632153.5,7.91,27.88,6.92,360.38,2.0,280802791.36,8979629.0,10181392.0,247658167.82,,,247.0,6.41,,,,0.15,143621.0,5619.0,,,6.41,247.0,,14322.0,626.0,242.79,0.0,,,21.68,21.68,32445184.0,894838174.72,,881.87,21.59,24.34,0.2819,44.42,0.3122
2021-05-07,12781268.0,359920506.88,7.82,27.46,6.84,362.44,2.0,282325739.52,8803527.0,10025772.0,247907320.32,,61000.0,7601.0,,1.68,,,7.44,,280460.0,,61000.0,,7601.0,,35757.0,155620.0,242.42,2.21,,,21.36,21.36,32402316.0,912449218.56,,897.51,21.27,24.6,0.2824,44.46,0.3102
2021-05-10,13438552.0,374532444.24,8.22,28.29,7.19,388.34,2.0,297736770.72,9472897.0,10683056.0,264009639.39,,,180957.0,22.05,,,,3.61,804059.0,135333.0,,,22.05,180957.0,,623746.0,146775.0,266.72,3.1,,,23.09,23.09,31549320.0,879279548.4,,886.27,23.13,23.52,0.2539,41.7,0.3276
2021-05-11,17035652.0,468991499.56,10.42,35.87,9.11,484.89,2.0,307619724.46,10329737.0,11173982.0,284377659.61,,,410303.0,12.79,,,,0.17,490926.0,5825.0,,,12.79,410303.0,,452362.0,,287.62,,,,25.14,25.14,30754464.0,846670393.92,,854.8,25.18,18.65,0.2812,47.54,0.4147
2021-05-12,17249320.0,474528793.2,10.55,35.44,9.23,487.89,2.0,312567244.5,10385442.0,11361950.0,285703509.42,,,8159.0,6.27,,26000.0,,0.06,216183.0,1106.0,,,6.27,8159.0,0.72,48652.0,54215.0,286.68,2.09,,,25.23,25.23,30771934.0,846535904.34,,848.62,25.25,18.17,0.2743,46.85,0.4191
2021-05-13,16738176.0,458793404.16,10.24,33.84,8.95,470.93,2.0,297420565.05,9772206.0,10850805.0,267856166.46,,,31610.0,6.69,,17917.0,,22.7,266938.0,819595.0,,,6.69,31610.0,0.5,227771.0,796000.0,268.72,23.43,1.47,,23.8,23.8,31287646.0,857594376.86,53022.0,859.75,23.81,20.01,0.2934,48.2,0.4077
2021-05-14,16913518.0,466643961.62,10.35,34.53,9.05,473.55,2.0,304511299.03,9515194.0,11037017.0,262524202.46,,,53131.0,7.97,,,,11.91,284962.0,428619.0,,,7.97,53131.0,,118476.0,98750.0,260.37,3.05,,,23.16,23.16,31563646.0,870840993.14,,865.7,23.12,19.33,0.3046,49.67,0.4117
2021-05-17,16980924.0,465956554.56,10.39,34.61,9.08,478.72,2.0,304234524.16,9506154.0,11087264.0,260848865.76,,,27639.0,1.69,,,,1.69,50247.0,61607.0,,,1.69,27639.0,,24928.0,,262.08,,,,23.28,23.28,31322854.0,859499113.76,,861.45,23.33,19.32,0.3045,49.67,0.4159
2021-05-18,14297610.0,406052124.0,8.75,29.51,7.65,404.32,2.0,315637969.2,9662731.0,11114013.0,274421560.4,,,80913.0,0.93,,9000.0,,1.43,38641.0,50217.0,,,0.93,80913.0,0.26,125881.0,20892.0,265.25,1.89,,,23.59,23.59,31299216.0,888897734.4,,866.05,23.45,22.76,0.2332,38.91,0.349
2021-05-19,13553990.0,368397448.2,8.29,26.99,7.25,392.29,2.0,283756264.56,9542924.0,10439892.0,259376674.32,,,1828.0,0.11,,3400.0,,6.58,67493.0,237532.0,,,0.11,1828.0,0.1,115897.0,745014.0,270.47,19.09,,,23.29,23.29,31430992.0,854294362.56,,883.16,23.44,18.92,0.2386,41.36,0.3308
2021-05-20,11953976.0,322159653.2,7.31,23.21,6.39,335.33,2.0,270243954.75,8496688.0,10027605.0,228985741.6,,,53518.0,0.37,,,,35.3,21771.0,1219827.0,,,0.37,53518.0,,120073.0,434058.0,230.55,14.08,,,20.94,20.94,32073560.0,864382442.0,,869.69,20.95,16.8,0.2753,45.9,0.2946
2021-05-21,10439119.0,285092339.89,6.39,20.3,5.58,293.97,2.0,254523765.31,7967196.0,9319801.0,217584122.76,,,195980.0,4.72,,,,40.88,150000.0,1493157.0,,,4.72,195980.0,,767685.0,857804.0,215.23,23.68,,,19.7,19.7,32481868.0,887079815.08,,879.33,19.66,18.21,0.332,52.13,0.2581
2021-05-24,10222827.0,277549753.05,6.25,19.77,5.47,288.64,2.0,246471392.4,7905888.0,9078136.0,214644859.2,,,21200.0,0.75,,,,5.6,26200.0,217798.0,,,0.75,21200.0,,135290.0,267865.0,215.58,7.46,,,19.48,19.48,32684908.0,887395252.2,,890.74,19.49,18.47,0.3416,52.75,0.2519
2021-05-25,9792363.0,261162321.21,5.99,19.06,5.24,274.86,2.0,242302604.04,7540746.0,9085212.0,201111695.82,,38716.0,62635.0,1.9,1.05,15956.0,,27.18,102028.0,996169.0,,38716.0,1.9,62635.0,0.43,529676.0,110908.0,204.25,3.06,,,18.58,18.58,33038410.0,881134394.7,,892.0,18.63,19.22,0.3702,56.02,0.2413
2021-05-26,9801920.0,258476630.4,6.0,18.81,5.24,272.51,2.0,239813552.97,7556430.0,9094181.0,199263059.1,,,15185.0,0.14,,,,0.77,33595.0,28087.0,,,0.14,15185.0,,28586.0,24626.0,201.73,0.95,,,18.64,18.64,32983922.0,869786023.14,,878.18,18.68,19.15,0.3691,55.91,0.2418
2021-05-27,9856602.0,261002820.96,6.03,18.59,5.27,271.86,2.0,242552907.44,7589266.0,9159853.0,200963763.68,,,20866.0,1.77,,,,1.49,65672.0,55803.0,,,1.77,20866.0,,67773.0,,200.24,,,,18.8,18.8,32781902.0,868064764.96,,865.85,18.78,19.25,0.3624,55.26,0.2442
2021-05-28,9420791.0,251440911.79,5.76,16.97,5.04,261.09,2.0,238434207.54,7275181.0,8933466.0,194174580.89,,,21699.0,0.15,,,,10.24,3300.0,388004.0,,,0.15,21699.0,,52220.0,229687.0,192.79,5.93,,,18.08,18.08,32968064.0,879917628.16,,875.13,18.05,20.0,0.3929,57.71,0.2341
2021-05-31,10763280.0,286303248.0,6.58,19.23,5.76,296.65,2.0,273367003.0,7891350.0,10276955.0,209909910.0,,,103241.0,5.74,,1120134.0,,0.34,223355.0,13952.0,,,5.74,103241.0,29.98,526880.0,,210.35,,,,19.79,19.79,31988258.0,850887662.8,,851.93,19.8,17.98,0.3155,50.7,0.2699
2021-06-01,10668530.0,285916604.0,6.53,18.92,5.71,291.67,2.0,274145374.0,7875212.0,10229305.0,211055681.6,,,53444.0,2.21,,46413.0,,2.21,74537.0,83073.0,,,2.21,53444.0,1.25,13491.0,168600.0,209.61,8.31,,,19.82,19.82,31868148.0,854066366.4,,849.74,19.79,18.46,0.3307,52.5,0.2684
2021-06-02,11108633.0,296933760.09,6.8,20.1,5.94,308.56,2.0,284122071.09,8319279.0,10629333.0,222374327.67,,,274.0,15.89,,7717.0,,1.32,454231.0,50382.0,,,15.89,274.0,0.22,494175.0,61920.0,222.91,1.45,,,20.9,20.9,31491872.0,841777738.56,,844.47,20.88,17.33,0.3101,50.03,0.279
2021-06-03,10845875.0,286548017.5,6.64,19.74,5.8,301.25,2.0,273641054.9,8304021.0,10357345.0,219392234.82,,,14362.0,0.72,,,,1.68,25395.0,63004.0,,,0.72,14362.0,,33384.0,297383.0,222.15,7.96,,,20.85,20.85,31518196.0,832710738.32,,842.84,20.86,17.57,0.3214,51.41,0.2724
2021-06-04,10781148.0,289258200.84,6.6,19.72,5.77,292.74,2.0,274848800.55,8417519.0,10244085.0,225842034.77,,,90527.0,0.56,,,,0.4,39767.0,14760.0,,,0.56,90527.0,,37731.0,153027.0,222.4,7.87,,,21.16,21.16,31368584.0,841619108.72,,832.0,21.09,18.32,0.3251,51.92,0.271
2021-06-07,10987709.0,292932321.94,6.72,20.26,5.88,301.32,2.0,275665626.36,8734808.0,10340046.0,232869981.28,,,100742.0,3.16,,,,0.1,95961.0,6434.0,,,3.16,100742.0,,222981.0,,234.05,,,,21.9,21.9,31156520.0,830632823.2,,833.98,21.91,18.05,0.3176,51.28,0.2754
2021-06-08,11259770.0,295681560.2,6.89,20.88,6.02,306.89,2.0,276284663.72,8808762.0,10521122.0,231318090.12,,,41544.0,4.67,,,,0.64,185897.0,23480.0,,,4.67,41544.0,,55890.0,4821.0,234.75,0.13,,,22.03,22.03,31177686.0,818726034.36,,828.33,22.08,17.49,0.3057,50.24,0.2816
2021-06-09,11428150.0,296560492.5,6.99,21.49,6.11,306.69,2.0,274434614.25,8950152.0,10575515.0,232256444.4,,,42146.0,2.19,,,,8.23,135890.0,297227.0,,,2.19,42146.0,,396471.0,81497.0,234.8,2.75,,,22.37,22.37,31056712.0,805921676.4,,813.22,22.4,18.11,0.3006,49.51,0.2857
2021-06-10,12454540.0,325063494.0,7.62,23.73,6.66,331.29,2.0,277695700.2,8960470.0,10639682.0,233868267.0,,,41909.0,1.26,,,,3.84,67259.0,142662.0,,,1.26,41909.0,,111071.0,3092.0,232.7,0.09,,,22.43,22.43,30992854.0,808913489.4,,805.75,22.41,16.83,0.2744,45.59,0.3117
2021-06-11,17221584.0,487370827.2,10.54,33.57,9.21,463.34,2.0,292702711.6,8704403.0,10342852.0,246334604.9,,,15095.0,0.75,,,,7.52,21739.0,293532.0,,,0.75,15095.0,,22370.0,318569.0,229.12,8.58,,,21.83,21.83,31163924.0,881939049.2,,834.08,21.55,12.97,0.4009,60.37,0.432
2021-06-14,18403716.0,514935973.68,11.26,34.03,9.84,526.8,2.0,316737013.56,9238663.0,11320122.0,258497790.74,,,530524.0,34.01,,,,0.39,977270.0,27776.0,,,34.01,530524.0,,39834.0,,261.11,,0.22,,23.38,23.38,30282420.0,847302111.6,8322.0,854.17,23.41,12.42,0.3714,57.44,0.4657
2021-06-15,17479948.0,487865348.68,10.69,31.48,9.35,496.25,2.0,301468692.78,8446459.0,10801458.0,235740670.69,,,19132.0,0.47,,,,23.61,17438.0,827337.0,,,0.47,19132.0,,16001.0,536102.0,236.25,15.91,,,21.22,21.22,31359428.0,875241635.48,,876.87,21.22,12.42,0.4018,60.38,0.4391
2021-06-16,17591040.0,489030912.0,10.76,32.15,9.41,500.62,2.0,306318247.6,8492537.0,11018642.0,236092528.6,,,399495.0,10.44,,4500.0,,9.52,365696.0,340635.0,,,10.44,399495.0,0.13,83433.0,153012.0,237.88,3.33,2.69,,21.35,21.35,31277192.0,869505937.6,96215.0,874.91,21.38,12.29,0.3887,59.03,0.4423
2021-06-17,17787934.0,486499994.9,10.88,32.82,9.51,504.36,2.0,302704220.6,8649412.0,11067796.0,236561418.2,,,92459.0,1.86,,,,3.23,72135.0,114666.0,,,1.86,92459.0,,179082.0,22981.0,241.24,0.7,,,21.89,21.89,30865532.0,844172300.2,,858.86,21.93,12.0,0.3816,58.5,0.4502
2021-06-18,16493439.0,434602117.65,10.09,30.14,8.82,456.54,2.0,253889891.5,8010009.0,9635290.0,211063737.15,,,42158.0,7.36,,,,28.06,285000.0,990052.0,,,7.36,42158.0,,308491.0,1717506.0,218.67,52.05,,,20.33,20.33,31398092.0,827339724.2,,852.22,20.42,13.6,0.4307,62.75,0.4185
2021-06-21,17235766.0,461918528.8,10.54,29.11,9.22,462.35,2.0,262918827.2,8690898.0,9810404.0,232916066.4,,85094.0,404431.0,14.66,2.23,,,9.87,542547.0,342175.0,,85094.0,14.66,404431.0,,555293.0,367433.0,229.27,11.11,0.6,,22.12,22.12,30603126.0,820163776.8,21754.0,809.03,22.08,12.92,0.3929,59.75,0.4386
2021-06-22,17034132.0,457025761.56,11.55,28.46,9.11,463.5,2.0,255751635.83,8700482.0,9532301.0,233433932.06,,,333015.0,10.8,,,,8.59,396000.0,334581.0,,,10.8,333015.0,,11150.0,674103.0,233.01,17.12,,,22.26,22.26,30386526.0,815270492.58,,813.98,22.25,12.79,0.3875,59.48,0.4358
2021-06-23,17726740.0,471885818.8,12.02,30.14,9.48,482.78,2.0,274911448.24,8930690.0,10327252.0,237734967.8,,,348367.0,6.52,,545489.0,,11.09,258872.0,414195.0,,,6.52,348367.0,15.32,296036.0,9410.0,239.3,0.22,,,23.0,23.0,29901810.0,795986182.2,,800.02,23.02,12.91,0.3578,57.12,0.4565
2021-06-24,16076868.0,428930838.24,10.9,27.59,8.6,435.94,2.0,272857934.12,9057811.0,10227059.0,241662397.48,,,171445.0,1.63,,,,4.11,100220.0,152997.0,,,1.63,171445.0,,108673.0,200413.0,241.22,5.67,,,23.11,23.11,30138004.0,804081946.72,,803.01,23.1,14.42,0.3139,52.6,0.4102
