,ANX FP Equity_DX_SI_QTY,ANX FP Equity_DX_SHORT_INTEREST_VALUE,ANX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ANX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ANX FP Equity_DX_SI_MV,ANX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ANX FP Equity_DX_SUPPLY_SI_QTY,ANX FP Equity_DX_BROKER_SI_QTY,ANX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ANX FP Equity_DX_BROKER_SI_MV_NEW_x,ANX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ANX FP Equity_DX_BROKER_SI_MV_INC_x,ANX FP Equity_DX_BROKER_SI_QTY_ADD,ANX FP Equity_DX_BROKER_SI_QTY_NEW,ANX FP Equity_DX_SUPPLY_SI_MV_DEC,ANX FP Equity_DX_BROKER_SI_QTY_INC,ANX FP Equity_DX_SUPPLY_SI_QTY_DEC,ANX FP Equity_DX_BROKER_SI_MV_NEW_y,ANX FP Equity_DX_BROKER_SI_MV_INC_y,ANX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ANX FP Equity_DX_BROKER_SI_MV_ADD,ANX FP Equity_DX_SUPPLY_SI_QTY_ADD,ANX FP Equity_DX_BROKER_SI_QTY_DEC,ANX FP Equity_DX_SUPPLY_SI_MV,ANX FP Equity_DX_BROKER_SI_MV_DEC,ANX FP Equity_DX_BROKER_SI_MV_RMV,ANX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ANX FP Equity_DX_UTILIZATION_QUANTITY,ANX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ANX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ANX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ANX FP Equity_DX_ACTIVE_UTILIZATION_MV,ANX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ANX FP Equity_DX_BROKER_SI_CON_RATIO,ANX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ANX FP Equity_DX_DEMAND_SUPPLY_RATIO,ANX FP Equity_PX_LAST
2011-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7
2011-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.515
2011-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.63
2011-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.545
2011-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.62
2011-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.56
2011-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.625
2011-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.88
2011-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.96
2011-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.065
2011-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.995
2011-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.905
2011-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.88
2011-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.825
2011-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.775
2011-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.615
2011-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.02
2011-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.265
2011-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.38
2011-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.385
2011-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.525
2011-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.495
2011-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.535
2011-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.33
2011-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.075
2011-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.13
2011-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.22
2011-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.27
2011-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.165
2011-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.05
2011-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.055
2011-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.105
2011-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.065
2011-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.025
2011-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.05
2011-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.965
2011-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.765
2011-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.495
2011-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.37
2011-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.16
2011-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.135
2011-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2
2011-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.17
2011-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.13
2011-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.19
2011-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.285
2011-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.295
2011-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.035
2011-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.99
2011-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.24
2011-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.24
2011-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.315
2011-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.38
2011-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.36
2011-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.49
2011-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.56
2011-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.675
2011-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.845
2011-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0
2011-07-05,15300.0,260788.5,1.39,0.42,0.26,260788.5,0.0,15300.0,0.0,,,,15300.0,,,,,,,,0.26,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.045
2011-07-06,15300.0,263772.0,1.48,0.42,0.26,263772.0,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.24
2011-07-07,15300.0,267214.5,1.37,0.42,0.27,267214.5,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.465
2011-07-08,15300.0,266832.0,1.53,0.42,0.27,266832.0,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.44
2011-07-11,15300.0,269203.5,1.5,0.42,0.27,269203.5,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.595
2011-07-12,15300.0,268438.5,1.43,0.42,0.27,268438.5,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.545
2011-07-13,15300.0,267367.5,1.0,0.42,0.27,267367.5,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.475
2011-07-14,15300.0,264231.0,0.94,0.42,0.26,264231.0,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.27
2011-07-15,15300.0,264537.0,0.93,0.42,0.26,264537.0,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.29
2011-07-18,15300.0,264690.0,0.9,0.42,0.27,264690.0,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.3
2011-07-19,15300.0,267979.5,0.9,0.42,0.27,267979.5,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.515
2011-07-20,15300.0,268744.5,0.9,0.42,0.27,268744.5,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.565
2011-07-21,15300.0,266526.0,0.87,0.42,0.27,266526.0,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.42
2011-07-22,15300.0,267520.5,0.92,0.42,0.27,267520.5,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.485
2011-07-25,15300.0,269433.0,0.92,0.42,0.27,269433.0,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.61
2011-07-26,15300.0,267291.0,0.92,0.42,0.27,267291.0,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.47
2011-07-27,15300.0,265761.0,0.96,0.42,0.27,265761.0,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.37
2011-07-28,15300.0,267214.5,0.89,0.37,0.27,267214.5,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.465
2011-07-29,15300.0,263695.5,0.99,0.32,0.26,263695.5,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.235
2011-08-01,15300.0,262701.0,0.99,0.32,0.26,262701.0,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.17
2011-08-02,15300.0,261630.0,0.9,0.31,0.26,261630.0,0.0,15300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.1
2011-08-03,45300.0,756510.0,2.45,0.89,0.76,756510.0,0.0,45300.0,0.0,,,0.5,,,,30000.0,,,0.5,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,16.7
2011-08-04,73300.0,1213848.0,3.95,1.43,1.21,1213848.0,0.0,73300.0,0.0,,,0.44,,,,28000.0,,,0.44,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,16.56
2011-08-05,73300.0,1176831.5,3.62,1.43,1.18,1176831.5,0.0,73300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,16.055
2011-08-08,73300.0,1140914.5,3.43,1.43,1.14,1140914.5,0.0,73300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.565
2011-08-09,73300.0,1138715.5,3.16,1.43,1.15,1138715.5,0.0,73300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.535
2011-08-10,144300.0,2218612.5,6.21,2.82,2.22,2218612.5,0.0,144300.0,0.0,,,1.06,,,,71000.0,,,1.06,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.375
2011-08-11,144300.0,2259738.0,6.04,2.82,2.26,2259738.0,0.0,144300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.66
2011-08-12,144300.0,2304471.0,5.63,5.52,2.31,2304471.0,0.0,144300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.97
2011-08-15,144300.0,2271282.0,5.51,5.52,2.27,2271282.0,0.0,144300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.74
2011-08-16,144300.0,2296534.5,5.52,5.52,2.3,2296534.5,0.0,144300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.915
2011-08-17,144300.0,2279218.5,5.49,5.52,2.28,2279218.5,0.0,144300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.795
2011-08-18,144300.0,2191917.0,5.67,5.52,2.19,2191917.0,0.0,144300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.19
2011-08-19,144300.0,2168107.5,5.27,5.52,2.17,2168107.5,0.0,144300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.025
2011-08-22,144300.0,2144298.0,5.28,5.52,2.14,2144298.0,0.0,144300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,14.86
2011-08-23,144300.0,2172436.5,5.38,5.32,2.17,2172436.5,0.0,144300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.055
2011-08-24,144300.0,2215005.0,6.44,5.04,2.22,2215005.0,0.0,144300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.35
2011-08-25,174300.0,2689449.0,8.45,6.09,2.69,2689449.0,0.0,174300.0,0.0,,,0.47,,,,30000.0,,,0.47,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.43
2011-08-26,174300.0,2706007.5,7.39,6.09,2.71,2706007.5,0.0,174300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.525
2011-08-29,274300.0,4340797.5,11.47,9.58,4.34,4340797.5,0.0,274300.0,0.0,,,1.64,,,,100000.0,,,1.64,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.825
2011-08-30,274300.0,4420344.5,11.47,9.58,4.35,4420344.5,0.0,274300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,16.115
2011-08-31,274300.0,4457375.0,11.14,9.58,4.45,4457375.0,0.0,274300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,16.25
2011-09-01,274300.0,4505377.5,11.45,9.58,4.49,4505377.5,0.0,274300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,16.425
2011-09-02,158000.0,2530370.0,6.66,5.52,2.53,2530370.0,0.0,158000.0,0.0,,,,,,,,,,,,,,116300.0,0.0,1.99,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,16.015
2011-09-05,158000.0,2482970.0,6.22,5.52,2.48,2482970.0,0.0,158000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.715
2011-09-06,148000.0,2353200.0,5.61,5.17,2.36,2353200.0,0.0,148000.0,0.0,,,,,,,,,,,,,,10000.0,0.0,0.15,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,15.9
2011-09-07,148000.0,2417580.0,5.3,5.06,2.42,2417580.0,0.0,148000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,16.335
2011-09-08,148000.0,2466420.0,5.07,5.06,2.46,2466420.0,0.0,148000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,16.665
2011-09-09,148000.0,2463460.0,5.05,4.73,2.46,2463460.0,0.0,148000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,16.645
2011-09-12,148000.0,2453100.0,4.85,4.73,2.47,2453100.0,0.0,148000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,16.575
2011-09-13,148000.0,2479740.0,5.01,4.73,2.48,2479740.0,0.0,148000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,16.755
2011-09-14,148000.0,2518220.0,4.99,4.73,2.52,2518220.0,0.0,148000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.015
2011-09-15,148000.0,2527840.0,4.5,4.52,2.53,2527840.0,0.0,148000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.08
2011-09-16,148000.0,2569280.0,4.62,4.32,2.57,2569280.0,0.0,148000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.36
2011-09-19,148000.0,2584820.0,4.41,4.32,2.59,2584820.0,0.0,148000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.465
2011-09-20,118000.0,2092730.0,3.63,3.44,2.1,2092730.0,0.0,118000.0,0.0,,,,,,,,,,,,,,30000.0,0.0,0.49,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.735
2011-09-21,18000.0,315450.0,0.54,0.51,0.31,315450.0,0.0,18000.0,0.0,,,,,,,,,,,,,,100000.0,0.0,1.78,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.525
2011-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.065
2011-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.975
2011-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.99
2011-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.42
2011-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.25
2011-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.94
2011-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.905
2011-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.81
2011-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.42
2011-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.88
2011-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.11
2011-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.995
2011-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.285
2011-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.555
2011-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.575
2011-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.535
2011-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.67
2011-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.85
2011-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.775
2011-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.805
2011-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46
2011-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.575
2011-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.83
2011-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.68
2011-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.41
2011-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.465
2011-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.65
2011-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.765
2011-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.525
2011-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.535
2011-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.765
2011-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.805
2011-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.74
2011-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.92
2011-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.02
2011-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.755
2011-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.845
2011-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.025
2011-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.045
2011-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.235
2011-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.755
2011-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5
2011-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.965
2011-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.985
2011-11-23,25000.0,425875.0,3.46,0.64,0.43,425875.0,0.0,25000.0,0.0,,,,25000.0,,,,,,,,0.43,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,17.035
2011-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.91
2011-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.11
2011-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44
2011-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.43
2011-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.745
2011-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.82
2011-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.08
2011-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.135
2011-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.085
2011-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.04
2011-12-08,20000.0,361800.0,3.37,0.51,0.36,361800.0,0.0,20000.0,0.0,,,,20000.0,,,,,,,,0.36,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,18.09
2011-12-09,20000.0,361200.0,3.38,0.51,0.36,361200.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,18.06
2011-12-12,82000.0,1480920.0,12.83,2.11,1.48,1480920.0,0.0,82000.0,0.0,,,0.45,37000.0,,,25000.0,,,0.45,,0.67,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,45.12,0.5048,54.88,0.0,18.06
2011-12-13,82000.0,1499370.0,13.23,2.11,1.49,1499370.0,0.0,82000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,44.82,0.5054,55.18,0.0,18.285
2011-12-14,107000.0,1914230.0,17.26,2.75,1.93,1914230.0,0.0,107000.0,0.0,,,0.43,,,,25000.0,,,0.43,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,35.08,0.5446,64.92,0.0,17.89
2011-12-15,107000.0,1914765.0,14.9,2.75,1.92,1914765.0,0.0,107000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,34.57,0.5476,65.43,0.0,17.895
2011-12-16,107000.0,1931885.0,16.82,2.75,1.93,1931885.0,0.0,107000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,34.38,0.5488,65.62,0.0,18.055
2011-12-19,107000.0,1914230.0,16.58,2.75,1.92,1914230.0,0.0,107000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,34.79,0.5463,65.21,0.0,17.89
2011-12-20,87000.0,1576440.0,13.48,2.24,1.57,1576440.0,0.0,87000.0,0.0,,,,,,,,,,,,,,20000.0,0.0,0.34,,0.0,0.0,0.0,0.0,0.0,0.0,42.22,0.5121,57.78,0.0,18.12
2011-12-21,87000.0,1556430.0,13.48,2.17,1.56,1556430.0,0.0,87000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42.84,0.5102,57.16,0.0,17.89
