,ANX FP Equity_DX_SI_QTY,ANX FP Equity_DX_SHORT_INTEREST_VALUE,ANX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ANX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ANX FP Equity_DX_SI_MV,ANX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ANX FP Equity_DX_SUPPLY_SI_QTY,ANX FP Equity_DX_BROKER_SI_QTY,ANX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ANX FP Equity_DX_BROKER_SI_MV_NEW_x,ANX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ANX FP Equity_DX_BROKER_SI_MV_INC_x,ANX FP Equity_DX_BROKER_SI_QTY_ADD,ANX FP Equity_DX_BROKER_SI_QTY_NEW,ANX FP Equity_DX_SUPPLY_SI_MV_DEC,ANX FP Equity_DX_BROKER_SI_QTY_INC,ANX FP Equity_DX_SUPPLY_SI_QTY_DEC,ANX FP Equity_DX_BROKER_SI_MV_NEW_y,ANX FP Equity_DX_BROKER_SI_MV_INC_y,ANX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ANX FP Equity_DX_BROKER_SI_MV_ADD,ANX FP Equity_DX_SUPPLY_SI_QTY_ADD,ANX FP Equity_DX_BROKER_SI_QTY_DEC,ANX FP Equity_DX_SUPPLY_SI_MV,ANX FP Equity_DX_BROKER_SI_MV_DEC,ANX FP Equity_DX_BROKER_SI_MV_RMV,ANX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ANX FP Equity_DX_UTILIZATION_QUANTITY,ANX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ANX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ANX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ANX FP Equity_DX_ACTIVE_UTILIZATION_MV,ANX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ANX FP Equity_DX_BROKER_SI_CON_RATIO,ANX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ANX FP Equity_DX_DEMAND_SUPPLY_RATIO,ANX FP Equity_PX_LAST
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.02
2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.875
2016-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.115
2016-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.435
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.155
2016-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.635
2016-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.735
2016-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.43
2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.645
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.825
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.05
2016-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.205
2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.695
2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.725
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.86
2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.835
2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.795
2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.19
2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.78
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.035
2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.27
2016-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.625
2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.015
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.63
2016-08-09,14000.0,654640.0,0.6,0.58,0.65,654640.0,0.0,14000.0,0.0,,,,14000.0,,,,,,,,0.65,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.93,0.5,50.07,0.0,46.76
2016-08-10,14000.0,646520.0,0.55,0.58,0.65,646520.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.69,0.5,50.31,0.0,46.18
2016-08-11,14000.0,650720.0,0.54,0.58,0.65,650720.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.84,0.5,50.16,0.0,46.48
2016-08-12,14000.0,650160.0,0.56,0.58,0.65,650160.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,46.44
2016-08-15,14000.0,653590.0,0.56,0.58,0.65,653590.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.87,0.5,50.13,0.0,46.685
2016-08-16,14000.0,645050.0,0.56,0.58,0.65,645050.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.67,0.5,50.33,0.0,46.075
2016-08-17,14000.0,641410.0,0.56,0.58,0.64,641410.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.86,0.5,50.14,0.0,45.815
2016-08-18,14000.0,642460.0,0.57,0.58,0.64,642460.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.0,45.89
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.96
2016-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.805
2016-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.105
2016-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.23
2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.92
2016-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.185
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.39
2016-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.295
2016-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.275
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.02
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.545
2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.455
2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.36
2016-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.44
2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.18
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.765
2016-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.515
2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.32
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7
2016-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.275
2016-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.55
2016-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.68
2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.56
2016-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.655
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.045
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.035
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.23
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.875
2016-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.895
2016-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.69
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.96
2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.925
2016-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.29
2016-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.155
2016-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.095
2016-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.14
2016-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.555
2016-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.335
2016-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.435
2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.955
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.48
2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.275
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.755
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.745
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.73
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.24
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.725
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.695
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.355
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.105
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.91
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.57
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.765
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.22
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.825
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.665
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.795
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.03
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.71
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.18
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2
2016-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.035
2016-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.655
2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.895
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.195
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.48
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.635
2016-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.615
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.805
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.735
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.825
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.91
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.675
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.49
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.24
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.32
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.235
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.21
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.63
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.28
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.84
2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.38
2016-12-14,27400.0,1376302.0,0.31,0.88,1.37,1376302.0,0.0,27400.0,0.0,,,,27400.0,,,,,,,,1.37,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,50.23
2016-12-15,27400.0,1414525.0,0.29,0.9,1.38,1414525.0,0.0,27400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,51.625
2016-12-16,27400.0,1399729.0,0.29,0.9,1.41,1399729.0,0.0,27400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.74,0.5,50.26,0.0,51.085
2016-12-19,27400.0,1407675.0,0.29,0.9,1.39,1407675.0,0.0,27400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,51.375
2016-12-20,27400.0,1417265.0,0.29,0.96,1.41,1417265.0,0.0,27400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,51.725
2016-12-21,13700.0,704659.5,0.14,0.48,0.7,704659.5,0.0,13700.0,0.0,,,,,,,,,,,,,,13700.0,0.0,0.7,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,51.435
2016-12-22,13700.0,700755.0,0.15,0.48,0.7,700755.0,0.0,13700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,51.15
2016-12-23,13700.0,699933.0,0.16,0.48,0.7,699933.0,0.0,13700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,51.09
2016-12-26,13700.0,-13699970000.0,0.18,0.48,0.69,-13699970000.0,0.0,13700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.615
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.615
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.785
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.195
2017-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.765
2017-01-03,33600.0,1713432.0,0.66,1.12,1.7,1713432.0,0.0,33600.0,0.0,,,,33600.0,,,,,,,,1.7,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,50.995
2017-01-04,33600.0,1715448.0,0.65,1.2,1.72,1715448.0,0.0,33600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,51.055
2017-01-05,33600.0,1702008.0,0.66,1.2,1.72,1702008.0,0.0,33600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,50.655
2017-01-06,33600.0,1724352.0,0.75,1.2,1.71,1724352.0,0.0,33600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.67,0.5,50.33,0.0,51.32
2017-01-09,33600.0,1730904.0,0.75,1.2,1.73,1730904.0,0.0,33600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,51.515
2017-01-10,33600.0,1737120.0,0.75,1.2,1.73,1737120.0,0.0,33600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,51.7
2017-01-11,7600.0,394098.0,0.17,0.27,0.39,394098.0,0.0,7600.0,0.0,,,,,,,,,,,,,,26000.0,0.0,1.34,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,51.855
2017-01-12,7600.0,387182.0,0.17,0.27,0.39,387182.0,0.0,7600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,50.945
2017-01-13,19400.0,1003659.0,0.43,0.69,1.0,1003659.0,0.0,19400.0,0.0,,,0.6,,,,11800.0,,,0.6,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.61,0.5,50.39,0.0,51.735
2017-01-16,19400.0,1003271.0,0.42,0.69,1.0,1003271.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,51.715
2017-01-17,19400.0,990952.0,0.42,0.66,1.0,990952.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,51.08
2017-01-18,19400.0,994056.0,0.42,0.64,0.99,994056.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,0.0,51.24
2017-01-19,19400.0,1001816.0,0.4,0.64,1.0,1001816.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,51.64
2017-01-20,19400.0,999197.0,0.46,0.62,1.0,999197.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.5,50.1,0.0,51.505
2017-01-23,19400.0,988915.0,0.57,0.62,1.0,988915.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.0,50.975
2017-01-24,19400.0,993474.0,0.53,0.62,0.99,993474.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,51.21
2017-01-25,19400.0,1006375.0,0.56,0.62,0.99,1006375.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,51.875
2017-01-26,19400.0,1017821.0,0.6,0.67,1.01,1017821.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.0,52.465
2017-01-27,19400.0,1016075.0,0.71,0.67,1.02,1016075.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.0,52.375
2017-01-30,19400.0,1005017.0,0.56,0.67,1.01,1005017.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.74,0.5,50.26,0.0,51.805
2017-01-31,19400.0,992213.0,0.59,0.67,1.01,992213.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,51.145
2017-02-01,19400.0,1004532.0,0.59,0.67,0.99,1004532.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,51.78
2017-02-02,19400.0,1004241.0,0.6,0.67,1.0,1004241.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,51.765
2017-02-03,19400.0,1005308.0,0.77,0.67,1.01,1005308.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.5,50.05,0.0,51.82
2017-02-06,19400.0,1012777.0,0.78,0.67,1.01,1012777.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,52.205
2017-02-07,19400.0,1021895.0,0.78,0.67,1.01,1021895.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,52.675
2017-02-08,19400.0,1021604.0,0.78,0.67,1.02,1021604.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,52.66
2017-02-09,19400.0,1030722.0,0.79,0.67,1.02,1030722.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,53.13
2017-02-10,19400.0,1032856.0,1.01,0.67,1.03,1032856.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.93,0.5,50.07,0.0,53.24
2017-02-13,19400.0,1043235.0,1.02,0.67,1.03,1043235.0,0.0,19400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,53.775
2017-02-14,37000.0,1996150.0,1.94,1.28,1.99,1996150.0,0.0,37000.0,0.0,,,0.96,,,,17600.0,,,0.96,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,53.95
2017-02-15,37000.0,2006510.0,1.91,1.15,2.0,2006510.0,0.0,37000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,0.0,54.23
2017-02-16,50200.0,2706031.0,2.59,1.56,2.73,2706031.0,0.0,50200.0,0.0,,,0.74,,,,13200.0,,,0.74,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,53.905
2017-02-17,50200.0,2721844.0,2.55,1.56,2.71,2721844.0,0.0,50200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.87,0.5,50.13,0.0,54.22
2017-02-20,30800.0,1680756.0,1.55,0.96,1.67,1680756.0,0.0,30800.0,0.0,,,,,,,,,,,,,,19400.0,0.0,1.04,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,54.57
2017-02-21,30800.0,1693846.0,1.55,0.98,1.68,1693846.0,0.0,30800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,54.995
2017-02-22,30800.0,1697696.0,1.53,0.98,1.7,1697696.0,0.0,30800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,55.12
2017-02-23,30800.0,1683220.0,1.53,0.98,1.7,1683220.0,0.0,30800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.0,54.65
2017-02-24,30800.0,1680140.0,1.52,0.98,1.68,1680140.0,0.0,30800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,0.0,54.55
2017-02-27,30800.0,1681218.0,1.63,0.98,1.68,1681218.0,0.0,30800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.92,0.5,50.08,0.0,54.585
2017-02-28,30800.0,1683528.0,1.62,0.98,1.68,1683528.0,0.0,30800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,54.66
2017-03-01,30800.0,1704472.0,1.62,0.98,1.68,1704472.0,0.0,30800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,55.34
2017-03-02,30800.0,1706320.0,1.84,0.98,1.7,1706320.0,0.0,30800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,55.4
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.125
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.855
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.02
2017-03-08,42600.0,2354502.0,2.73,1.33,2.35,2354502.0,0.0,42600.0,0.0,,,,42600.0,,,,,,,,2.35,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,55.27
2017-03-09,42600.0,2346621.0,2.73,1.33,2.36,2346621.0,0.0,42600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,55.085
2017-03-10,42600.0,2337036.0,2.03,1.33,2.35,2337036.0,0.0,42600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.5,50.1,0.0,54.86
2017-03-13,42600.0,2337888.0,3.27,1.29,2.34,2337888.0,0.0,42600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,54.88
2017-03-14,42600.0,2337036.0,3.3,1.29,2.33,2337036.0,0.0,42600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,54.86
