,EAPI FP Equity_DX_SI_QTY,EAPI FP Equity_DX_SHORT_INTEREST_VALUE,EAPI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EAPI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EAPI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EAPI FP Equity_DX_SI_MV,EAPI FP Equity_DX_DSS,EAPI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EAPI FP Equity_DX_SUPPLY_SI_QTY,EAPI FP Equity_DX_BROKER_SI_QTY,EAPI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EAPI FP Equity_DX_BROKER_SI_MV_NEW_x,EAPI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EAPI FP Equity_DX_SUPPLY_SI_QTY_INC_x,EAPI FP Equity_DX_BROKER_SI_MV_INC_x,EAPI FP Equity_DX_SUPPLY_SI_MV_NEW,EAPI FP Equity_DX_BROKER_SI_QTY_ADD,EAPI FP Equity_DX_BROKER_SI_QTY_NEW,EAPI FP Equity_DX_SUPPLY_SI_MV_DEC,EAPI FP Equity_DX_BROKER_SI_QTY_INC,EAPI FP Equity_DX_SUPPLY_SI_QTY_DEC,EAPI FP Equity_DX_BROKER_SI_MV_NEW_y,EAPI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EAPI FP Equity_DX_BROKER_SI_MV_INC_y,EAPI FP Equity_DX_SUPPLY_SI_QTY_INC_y,EAPI FP Equity_DX_BROKER_SI_MV_ADD,EAPI FP Equity_DX_SUPPLY_SI_QTY_ADD,EAPI FP Equity_DX_BROKER_SI_QTY_DEC,EAPI FP Equity_DX_SUPPLY_SI_MV,EAPI FP Equity_DX_BROKER_SI_MV_DEC,EAPI FP Equity_DX_SUPPLY_SI_MV_RMV,EAPI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EAPI FP Equity_DX_UTILIZATION_QUANTITY,EAPI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EAPI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EAPI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EAPI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EAPI FP Equity_DX_ACTIVE_UTILIZATION_MV,EAPI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EAPI FP Equity_DX_BROKER_SI_CON_RATIO,EAPI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EAPI FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-05-12,1691886.0,17807100.15,3.4,6.43,1.79,18.59,1.0,9500485.98,1617326.0,902659.0,17022356.15,,,21882.0,0.19,,,,1.79,17446.0,167520.0,,,0.19,21882.0,,35968.0,4331.0,17.18,0.03,,14.52,14.52,9525104.0,100251719.6,,101.06,14.53,36.11,0.2866,37.55,0.1518
2023-05-15,1493585.0,15839468.93,3.0,5.82,1.58,15.95,1.0,7699664.81,1421280.0,726041.0,15072674.4,,,1673.0,,,,,2.13,,197719.0,,,,1673.0,,,176618.0,14.97,2.34,,12.75,12.75,9728949.0,103175504.15,,102.43,12.75,27.78,0.2749,42.14,0.134
2023-05-16,1504605.0,15888628.8,3.02,6.05,1.59,16.13,1.0,7627836.48,1427300.0,722333.0,15072288.0,,,10169.0,0.06,,,,0.09,5000.0,9149.0,,,0.06,10169.0,,5000.0,8708.0,15.14,0.09,,12.94,12.94,9606949.0,101449381.44,,101.85,12.94,27.83,0.278,42.58,0.1364
2023-05-17,1512507.0,15472946.61,3.04,6.43,1.6,16.06,1.0,7403195.25,1415804.0,723675.0,14483674.92,,,574.0,0.06,,,,0.22,6560.0,18630.0,,,0.06,574.0,,6560.0,5218.0,14.91,0.06,,12.98,12.98,9489277.0,97075303.71,,100.05,12.97,27.94,0.2756,42.34,0.1387
2023-05-18,1442991.0,14783442.8,2.9,6.19,1.53,15.12,1.0,7214908.07,1365726.0,704237.0,13991862.87,,,,,,,,0.53,,50078.0,,,,,,,19438.0,14.01,0.21,,12.7,12.7,9390516.0,96205836.42,,96.17,12.72,28.28,0.2932,44.02,0.1342
2023-05-19,1464786.0,15241098.33,2.94,6.4,1.55,15.36,1.0,7486314.26,1346385.0,719492.0,14009135.93,,,17669.0,0.15,,,,0.37,15255.0,37010.0,,,0.15,17669.0,,,,13.81,,,12.54,12.54,9394282.0,97747504.21,,96.28,12.55,28.25,0.2868,43.29,0.1364
2023-05-22,1474509.0,15312775.97,2.96,6.49,1.56,15.6,1.0,7336337.86,1377431.0,706436.0,14304620.94,,,10444.0,0.21,,,,0.14,19540.0,13707.0,,,0.21,10444.0,,34309.0,32596.0,14.32,0.33,,12.8,12.8,9384704.0,97460151.04,,97.57,12.8,28.5,0.2988,44.67,0.137
2023-05-23,1450662.0,14898298.74,2.91,6.47,1.53,15.33,1.0,7132617.7,1368795.0,694510.0,14057524.65,,,57557.0,0.04,,,,0.77,3285.0,73140.0,,,0.04,57557.0,,6947.0,15211.0,14.22,0.16,,12.92,12.92,9221655.0,94706396.85,,95.76,12.93,29.25,0.3121,45.68,0.137
2023-05-24,1515969.0,15318866.75,3.04,6.83,1.6,15.85,1.0,7535803.75,1426665.0,745750.0,14416449.83,,,23241.0,0.01,,49240.0,,0.01,2000.0,1142.0,,,0.01,23241.0,0.51,35771.0,,14.64,,,13.53,13.53,9119220.0,92149718.1,,93.62,13.53,28.26,0.2873,43.5,0.1438
2023-05-25,1521575.0,15360299.63,3.05,6.95,1.61,15.75,1.0,7695075.27,1432271.0,762266.0,14458775.75,,,16632.0,0.16,,,,0.11,16516.0,11026.0,,,0.16,16632.0,,,,14.49,,,13.68,13.68,9040048.0,91259284.56,,91.42,13.68,29.48,0.2859,42.52,0.1453
2023-05-26,1515297.0,15372688.07,3.04,6.99,1.6,15.69,1.0,7688509.99,1424993.0,757862.0,14456553.99,,,,0.02,,,,0.07,2000.0,7278.0,,,0.02,,,,6404.0,14.4,0.07,,13.61,13.61,9044250.0,91753916.25,,91.35,13.62,29.52,0.2863,42.53,0.1447
2023-05-29,1517467.0,15455401.4,3.05,7.06,1.6,15.77,1.0,7740925.92,1416261.0,760032.0,14424618.29,,,14870.0,0.15,,,,0.24,15000.0,23602.0,,,0.15,14870.0,,,12830.0,14.38,0.13,,13.35,13.35,9188599.0,93585880.82,,93.12,13.38,30.35,0.2907,42.53,0.1431
2023-05-30,1524993.0,15109630.64,3.06,7.2,1.61,15.75,1.0,7577816.74,1423787.0,764818.0,14106881.6,,,16877.0,0.05,,,,0.1,4786.0,9351.0,,,0.05,16877.0,,,,14.45,,,13.63,13.63,9019488.0,89365087.1,,91.59,13.62,30.39,0.2906,42.56,0.146
2023-05-31,1535144.0,15041340.91,3.08,7.15,1.62,15.64,1.0,7603963.25,1423357.0,776073.0,13946051.89,,15430.0,3177.0,0.03,0.15,7616.0,,0.08,3639.0,6572.0,,15430.0,0.03,3177.0,0.08,,,14.12,,0.13,13.79,13.79,8896137.0,87164350.33,12465.0,88.13,13.81,30.63,0.2858,41.83,0.1488
2023-06-01,1613896.0,15974342.61,3.24,7.74,1.71,16.29,1.0,8480853.85,1509725.0,856825.0,14943258.05,,,30203.0,0.78,,,,0.02,80752.0,2000.0,,,0.78,30203.0,,58165.0,,14.77,,,14.64,14.64,8801859.0,87120800.38,,86.14,14.63,29.31,0.2598,39.43,0.1565
2023-06-02,2102822.0,21259530.42,4.22,10.17,2.22,21.45,1.0,13584847.44,1900442.0,1343704.0,19213468.62,,,16539.0,4.82,,9772.0,,0.0,477785.0,678.0,,,4.82,16539.0,0.1,374856.0,678.0,18.89,0.0,,18.33,18.33,8467764.0,85609094.04,,84.03,18.35,22.29,0.1894,30.55,0.2028
2023-06-05,2149691.0,21518406.91,4.31,10.47,2.27,22.18,1.0,13993379.4,2038339.0,1397940.0,20403773.39,,,145731.0,0.73,,,,0.07,54703.0,7834.0,,,0.73,145731.0,,,467.0,20.6,0.0,,19.35,19.35,8496271.0,85047672.71,,85.84,19.35,21.57,0.186,29.53,0.2041
2023-06-06,2002533.0,20385785.94,4.02,9.91,2.12,20.63,1.0,13108083.58,1899612.0,1287631.0,19338050.16,,,,0.05,,,,1.43,6000.0,138727.0,,,0.05,,,,116309.0,19.06,1.23,,18.54,18.54,8348616.0,84988910.88,,83.78,18.53,23.19,0.1955,30.56,0.1954
2023-06-07,1939265.0,19955036.85,3.89,9.45,2.05,20.24,1.0,12749834.79,1835448.0,1239051.0,18886759.92,,,,0.11,,,,0.66,6124.0,69288.0,,,0.11,,,5124.0,54704.0,18.71,0.51,,18.02,18.02,8348942.0,85910613.18,,85.11,18.02,23.68,0.1965,30.89,0.1904
2023-06-08,1757385.0,17890179.3,3.49,8.39,1.85,18.32,1.0,10777789.96,1653242.0,1058722.0,16830003.56,,,,0.02,,,,1.84,1000.0,182206.0,,,0.02,,,,181329.0,16.95,1.93,,16.37,16.37,8444292.0,85962892.56,,86.66,16.36,26.17,0.2197,34.18,0.174
2023-06-09,1693642.0,16865287.04,3.36,8.1,1.78,17.54,1.0,10038590.09,1582633.0,1008093.0,15759859.41,,,,0.13,,,,0.8,13815.0,77424.0,,,0.13,,,6815.0,64444.0,16.09,0.68,,15.9,15.9,8372216.0,83370526.93,,85.04,15.91,27.37,0.223,34.67,0.1701
2023-06-12,1613601.0,16426458.18,3.21,7.86,1.7,16.61,1.0,9457749.36,1501592.0,929052.0,15286206.56,,,3661.0,0.0,,,,0.87,1000.0,85311.0,,,0.0,3661.0,,609.0,80041.0,14.99,0.84,,15.1,15.1,8439922.0,85918405.96,,84.29,15.1,28.85,0.236,36.07,0.1623
2023-06-13,1658441.0,16990728.05,3.29,8.27,1.74,17.26,1.0,9805878.81,1525743.0,957138.0,15631237.04,,,51622.0,0.78,,478.0,,0.82,73108.0,83885.0,,,0.78,51622.0,0.0,56414.0,45500.0,15.53,0.44,,15.15,15.15,8542630.0,87519244.35,,86.95,15.15,27.78,0.2289,35.34,0.1647
2023-06-14,1623029.0,17293374.0,3.22,8.24,1.71,17.12,1.0,10130603.52,1493542.0,950784.0,15913690.01,,,7435.0,0.13,,11400.0,,0.4,12000.0,39636.0,,,0.13,7435.0,0.12,,29754.0,15.36,0.28,,14.94,14.94,8505756.0,90628830.18,,87.6,14.92,28.03,0.2284,35.32,0.1623
2023-06-15,1917669.0,20461528.23,3.81,9.26,2.02,20.57,1.0,13312873.64,1772003.0,1247692.0,18907272.01,,,268741.0,3.33,,,,0.1,306310.0,11670.0,,,3.33,268741.0,,21390.0,9402.0,18.83,0.06,,17.87,17.87,8143736.0,86893663.12,,86.61,17.86,23.33,0.1889,30.03,0.1934
2023-06-16,2102361.0,22285026.6,4.18,10.17,2.21,22.56,1.0,15111063.2,1812971.0,1425572.0,19217492.6,,,39544.0,1.89,,,,0.13,177880.0,12705.0,,,1.89,39544.0,,14129.0,,19.33,,,18.37,18.37,8053606.0,85368223.6,,85.78,18.39,21.28,0.1732,27.49,0.2131
2023-06-19,2174571.0,23528858.22,4.32,10.16,2.29,23.41,1.0,16284597.72,1905831.0,1505046.0,20621091.42,,,,1.16,,,,0.18,110000.0,17140.0,,,1.16,,,110000.0,30526.0,20.27,0.25,,19.83,19.83,7704204.0,83359487.28,,81.96,19.83,20.49,0.1688,26.23,0.2263
2023-06-20,2184719.0,23070632.64,4.34,9.91,2.3,23.58,1.0,15675644.16,1890394.0,1484436.0,19962560.64,,,12917.0,0.22,,,,0.58,20690.0,65855.0,,,0.22,12917.0,,37501.0,41300.0,20.38,0.52,,19.27,19.27,7921505.0,83651092.8,,85.4,19.27,20.36,0.1688,27.49,0.2227
2023-06-21,2071240.0,22037993.6,4.12,9.28,2.18,22.14,1.0,14561861.44,1768962.0,1368596.0,18821755.68,,,132.0,0.01,,,,1.56,2702.0,131781.0,,,0.01,132.0,,10217.0,118542.0,18.64,1.24,,18.16,18.16,7972183.0,84824027.12,,84.13,18.14,21.62,0.1743,28.58,0.2126
2023-06-22,2140440.0,22528131.0,4.25,9.55,2.25,22.94,1.0,15058285.9,1828350.0,1430716.0,19243383.75,,,73341.0,0.67,,,,0.13,62120.0,13953.0,,,0.67,73341.0,,,,19.43,,,18.92,18.92,7836159.0,82475573.47,,83.24,18.92,20.89,0.1661,27.9,0.2215
2023-06-23,2016416.0,21071547.2,4.01,8.94,2.12,21.55,1.0,13715666.8,1710138.0,1312504.0,17870942.1,,,,0.17,,,,1.3,15434.0,118212.0,,,0.17,,,,133646.0,18.02,1.42,,17.8,17.8,7899998.0,82554979.1,,83.16,17.81,22.26,0.18,29.51,0.2098
2023-06-26,2178886.0,21788860.0,4.33,9.63,2.29,22.81,1.0,14365970.0,1833762.0,1436597.0,18337620.0,,,62694.0,1.43,,,,0.97,147127.0,90664.0,,,1.43,62694.0,,151594.0,23034.0,19.03,0.32,,18.91,18.91,7863957.0,78639570.0,,81.54,18.93,20.98,0.1707,27.32,0.2247
2023-06-27,2182280.0,21818435.44,4.34,9.46,2.3,22.19,1.0,14370905.24,1843783.0,1437378.0,18434142.43,,,2613.0,0.03,,,,0.18,12299.0,2278.0,,,0.03,2613.0,,9686.0,11518.0,18.4,0.12,,18.85,18.85,7936271.0,79346837.46,,79.29,18.83,21.48,0.1707,27.04,0.2231
2023-06-28,2298428.0,23420981.32,4.57,9.91,2.42,23.48,1.0,15499774.63,1959501.0,1521077.0,19967315.19,,,63881.0,0.85,,,,0.08,83699.0,8378.0,,,0.85,63881.0,,60215.0,,19.66,,,19.97,19.97,7853537.0,80027542.03,,78.87,19.96,20.36,0.1677,26.79,0.2342
2023-06-29,2337212.0,23979795.12,4.64,10.25,2.46,24.21,1.0,16215837.66,1988853.0,1580491.0,20405631.78,,,40056.0,0.72,,187.0,,0.63,63699.0,65502.0,,,0.72,40056.0,0.0,54798.0,4472.0,20.32,0.04,,20.34,20.34,7788747.0,79912544.22,,79.54,20.35,19.78,0.1617,25.75,0.239
2023-06-30,2348847.0,24651149.27,4.67,10.31,2.47,24.48,1.0,16716089.67,2010901.0,1592767.0,21104406.0,,,28264.0,0.22,,,,0.07,16730.0,6216.0,,,0.22,28264.0,,,4454.0,20.67,0.04,,20.46,20.46,7819666.0,82067394.67,,80.52,20.43,19.54,0.1614,25.61,0.2389
2023-07-03,2244300.0,23374384.5,4.46,9.94,2.36,23.75,1.0,15843141.78,1930494.0,1521185.0,20106095.01,,,1493.0,,,,,1.21,,133792.0,,,,1493.0,,51892.0,71582.0,20.24,0.68,,19.92,19.92,7762047.0,80841719.51,,81.27,19.94,20.43,0.1724,26.95,0.2315
2023-07-04,2174739.0,22421559.09,4.32,9.62,2.29,22.91,1.0,15000348.92,1872933.0,1454932.0,19309939.23,,,,,,,,0.61,,57561.0,,,,,,,66253.0,19.51,0.71,,19.79,19.79,7592261.0,78276210.91,,78.97,19.81,21.02,0.1801,27.63,0.2298
2023-07-05,2120850.0,21972006.0,4.21,9.55,2.23,22.18,1.0,14638990.8,1822135.0,1413030.0,18877318.6,,,65638.0,0.16,,,,1.27,19392.0,116436.0,,,0.16,65638.0,,,61294.0,18.83,0.7,,19.27,19.27,7632947.0,79077330.92,,78.87,19.27,22.91,0.1893,26.91,0.2243
2023-07-06,1799764.0,18123623.48,3.58,8.24,1.89,18.76,1.0,10856094.41,1506927.0,1078063.0,15174754.89,,,22813.0,0.12,,11869.0,,4.14,11668.0,400910.0,,,0.12,22813.0,0.12,62889.0,358504.0,15.53,3.75,,15.62,15.62,8138889.0,81958612.23,,83.56,15.67,27.74,0.2041,31.76,0.1866
2023-07-07,1912284.0,19361875.5,3.8,8.77,2.01,19.49,1.0,12088065.38,1508947.0,1193883.0,15278088.38,,,5320.0,1.12,,,,0.03,115820.0,3300.0,,,1.12,5320.0,,,,15.18,,,15.56,15.56,8188480.0,82908360.0,,82.5,15.54,29.52,0.2128,31.86,0.1972
2023-07-10,1932204.0,19418650.2,3.84,8.84,2.03,19.76,1.0,12249774.15,1585004.0,1218883.0,15929290.2,,,11171.0,0.62,,,,0.45,59778.0,45614.0,,,0.62,11171.0,,110500.0,34778.0,16.0,0.35,,16.41,16.41,8072733.0,81130966.65,,81.49,16.41,28.86,0.2279,34.99,0.2001
2023-07-11,1955501.0,19887445.17,3.89,8.92,2.06,19.93,1.0,12710069.37,1639421.0,1249761.0,16672911.57,,,67776.0,0.35,,20000.0,,0.36,35680.0,35345.0,,,0.35,67776.0,0.2,21986.0,24802.0,16.49,0.25,,16.97,16.97,8021309.0,81576712.53,,80.76,16.95,27.86,0.2215,34.58,0.2024
2023-07-12,2009691.0,20528993.57,3.99,9.4,2.11,20.62,1.0,13133476.58,1708331.0,1285705.0,17450601.17,,,311548.0,3.02,,2.0,,2.69,291265.0,268639.0,,,3.02,311548.0,0.0,26001.0,255323.0,17.32,2.58,,17.6,17.6,7996232.0,81681509.88,,81.18,17.59,27.08,0.2185,34.77,0.2071
2023-07-13,1969482.0,20522002.44,3.91,9.33,2.07,20.26,1.0,13038066.68,1624256.0,1251254.0,16924747.52,,,9538.0,0.45,,,,0.93,43866.0,93613.0,,,0.45,9538.0,,,78317.0,16.59,0.88,,16.63,16.63,8145019.0,84871097.98,,83.42,16.59,27.15,0.2331,37.14,0.2016
2023-07-14,2468495.0,25857485.13,4.9,11.72,2.6,25.82,1.0,17152058.3,2038598.0,1637428.0,21354314.05,,,129226.0,4.53,,,,0.45,433759.0,46976.0,,,4.53,129226.0,,332092.0,47585.0,21.24,0.38,,20.33,20.33,7987151.0,83665406.72,,83.32,20.32,22.62,0.2691,44.89,0.2462
2023-07-17,2464516.0,25852772.84,4.9,11.93,2.59,25.91,1.0,16996947.0,1971747.0,1620300.0,20683626.03,,,8979.0,0.09,,,,0.78,8583.0,75830.0,,,0.09,8979.0,,,25711.0,20.66,0.25,,19.85,19.85,7960563.0,83506305.87,,83.44,19.85,22.62,0.2667,44.58,0.2481
2023-07-18,2366907.0,25231228.62,4.7,11.59,2.49,24.98,1.0,16105554.4,1936596.0,1510840.0,20644113.36,,,63519.0,0.12,,,,1.03,10963.0,99085.0,,,0.12,63519.0,,415.0,120423.0,20.35,1.25,,19.53,19.53,7977592.0,85041130.72,,84.14,19.48,23.67,0.2721,44.45,0.2387
2023-07-19,2348446.0,25598061.4,4.67,11.9,2.47,25.21,1.0,16399595.0,1924098.0,1504550.0,20972668.2,,,1067.0,0.05,,,,0.1,4046.0,13565.0,,,0.05,1067.0,,,10336.0,20.57,0.09,,19.05,19.05,8176799.0,89127109.1,,87.93,18.96,23.81,0.2749,44.8,0.2325
2023-07-20,2338699.0,24755128.92,4.65,12.16,2.46,25.37,1.0,16087866.29,1926354.0,1519874.0,20390457.09,,,1950.0,,,25000.0,,0.2,,18723.0,,,,1950.0,0.25,19029.0,9676.0,20.96,0.08,,19.18,19.18,8118250.0,85931676.25,,87.82,19.27,24.66,0.2797,45.0,0.2328
2023-07-21,2351235.0,25193483.03,4.67,12.15,2.47,25.03,1.0,16146540.65,1925839.0,1506910.0,20635364.89,,,20985.0,0.13,,2760.0,,0.34,18552.0,21500.0,,,0.13,20985.0,0.03,,34276.0,20.43,0.45,,19.23,19.23,8086709.0,86649086.94,,85.98,19.2,24.28,0.2833,45.66,0.2348
2023-07-24,1925163.0,20579992.47,3.82,10.09,2.03,20.75,1.0,11917372.35,1642826.0,1114815.0,17561809.94,,,62970.0,1.0,,,,3.92,92062.0,371982.0,,,1.0,62970.0,,25999.0,484157.0,17.64,5.03,,16.44,16.44,8352485.0,89288064.65,,89.53,16.46,30.39,0.214,30.94,0.1926
2023-07-25,1326928.0,14237937.44,2.64,7.24,1.4,14.23,1.0,5549534.54,1044725.0,517198.0,11209899.25,,,25833.0,0.28,,,,6.7,25281.0,623934.0,,,0.28,25833.0,,,622898.0,11.2,6.76,,10.45,10.45,8952238.0,96057513.74,,95.83,10.46,12.93,0.2664,47.1,0.1327
2023-07-26,1250565.0,13474837.88,2.48,6.99,1.32,13.43,1.0,5556430.45,1045303.0,515678.0,11263139.83,,,4446.0,0.21,,,,1.01,18269.0,94680.0,,,0.21,4446.0,,90812.0,19789.0,11.21,0.22,,10.52,10.52,8893441.0,95826826.78,,95.4,10.51,12.98,0.2674,47.06,0.1258
2023-07-27,1265973.0,13697827.86,2.52,7.44,1.33,13.7,1.0,6013204.18,1046256.0,555749.0,11320489.92,,,4180.0,0.17,,25000.0,,0.14,15071.0,13404.0,,,0.17,4180.0,0.25,10177.0,,11.33,,,10.55,10.55,8875263.0,96030345.66,,95.94,10.56,12.8,0.2583,45.68,0.1276
2023-07-28,1179091.0,12804928.26,2.34,7.07,1.24,12.75,1.0,4905157.92,942335.0,451672.0,10233758.1,,,334.0,,,,,1.16,,106788.0,,,,334.0,,2533.0,104077.0,10.19,1.13,,9.55,9.55,8924800.0,96923328.0,,96.67,9.54,13.97,0.2871,49.45,0.1195
2023-07-31,1205984.0,12795490.24,2.4,7.55,1.27,13.11,1.0,5109935.15,994444.0,481615.0,10551050.84,,,60112.0,0.61,,,,0.08,55493.0,8418.0,,,0.61,60112.0,,415.0,25550.0,10.81,0.26,,10.07,10.07,8876831.0,94183176.91,,95.78,10.14,16.1,0.2822,47.9,0.1222
2023-08-01,1149235.0,14273498.7,2.28,7.41,1.21,12.46,1.0,5531321.52,939695.0,445356.0,11671011.9,,,8510.0,,,25000.0,,0.92,,78787.0,,,,8510.0,0.25,15528.0,61259.0,10.11,0.63,,9.63,9.63,8815057.0,109483007.94,,99.11,9.25,14.15,0.2995,50.74,0.1178
2023-08-02,1232427.0,14659719.17,2.45,6.33,1.3,15.13,1.0,5939780.15,995887.0,499351.0,11846075.87,,,43696.0,1.61,,,,0.49,122635.0,66443.0,,,1.61,43696.0,,78939.0,68640.0,12.36,0.82,,10.11,10.11,8853105.0,105307683.98,,108.45,10.23,14.33,0.2753,46.78,0.1251
2023-08-03,1068270.0,12172936.65,2.12,5.23,1.12,12.55,1.0,4470167.34,966113.0,392292.0,11008857.64,,,15283.0,,,,,0.6,,45057.0,,,,15283.0,,,107059.0,11.43,1.39,,9.82,9.82,8870347.0,101077604.07,,103.89,9.91,16.95,0.348,54.49,0.1086
2023-08-04,1001405.0,11636326.1,1.99,4.89,1.05,11.41,1.0,3645612.32,874526.0,313736.0,10161992.12,,,93724.0,0.47,,,,2.23,46072.0,185311.0,,,0.47,93724.0,,,124628.0,9.96,1.44,,8.89,8.89,8960445.0,104120370.9,,102.84,8.83,18.69,0.3339,53.02,0.1018
2023-08-07,984821.0,11684901.17,1.96,4.86,1.04,11.48,1.0,3325640.85,876810.0,280290.0,10403350.65,,,8458.0,0.1,,,,0.16,7800.0,14578.0,,,0.1,8458.0,,8404.0,41246.0,10.21,0.42,,8.91,8.91,8967075.0,106394344.88,,104.95,8.87,17.0,0.3536,55.35,0.1
2023-08-08,1034784.0,12313929.6,2.06,5.17,1.09,12.32,1.0,3921038.1,896599.0,329499.0,10669528.1,,,11457.0,0.62,,,,0.04,49209.0,3889.0,,,0.62,11457.0,,12221.0,,10.66,,,9.1,9.1,8961423.0,106640933.7,,106.47,9.1,20.36,0.3254,51.36,0.105
2023-08-09,1071906.0,12793198.11,2.13,5.41,1.13,12.73,1.0,4535013.56,924088.0,379976.0,11028990.28,,,37555.0,0.43,,25000.0,,0.2,35374.0,16985.0,,,0.43,37555.0,0.25,6919.0,9897.0,11.0,0.12,,9.35,9.35,8962390.0,106966124.65,,106.74,9.34,23.83,0.3126,48.38,0.1084
2023-08-10,1145493.0,13791735.72,2.28,5.8,1.21,13.65,1.0,4749912.44,901105.0,394511.0,10849304.2,,,19404.0,0.24,,,,0.5,19404.0,42387.0,,,0.24,19404.0,,,4869.0,10.76,0.06,,9.12,9.12,8984532.0,108173765.28,,107.64,9.09,26.13,0.2876,44.44,0.1159
2023-08-11,987935.0,11894737.4,1.96,5.04,1.04,11.94,1.0,3102358.84,825039.0,257671.0,9933469.56,,,,0.01,,,,0.88,78.0,76066.0,,,0.01,,,,136918.0,9.97,1.57,,8.35,8.35,9059437.0,109075621.48,,109.31,8.36,14.14,0.3321,53.32,0.0999
2023-08-14,984362.0,11802500.38,1.96,5.08,1.04,11.84,1.0,3537026.02,837230.0,294998.0,10038387.7,,,686.0,0.22,,25000.0,,0.08,18319.0,6814.0,,,0.22,686.0,0.25,18319.0,5992.0,10.11,0.07,,8.47,8.47,9046381.0,108466108.19,,108.93,8.49,13.49,0.3344,53.79,0.0996
2023-08-15,1047034.0,12470174.94,2.08,5.51,1.1,12.53,1.0,3588411.54,850873.0,301294.0,10133897.43,,,11625.0,0.07,,,,0.1,6296.0,7994.0,,,0.07,11625.0,,10012.0,,10.22,,,8.6,8.6,9041996.0,107690172.36,,108.24,8.63,12.91,0.3013,50.59,0.1058
2023-08-16,1030687.0,11925048.59,2.05,5.46,1.08,12.28,1.0,3089837.92,854563.0,267056.0,9887293.91,,,21012.0,0.13,,,,0.21,11166.0,17322.0,,,0.13,21012.0,,,45404.0,10.19,0.52,,8.64,8.64,9038394.0,104574218.58,,106.8,8.71,13.47,0.3088,51.52,0.1042
2023-08-17,971775.0,11394061.88,1.93,5.13,1.02,11.27,1.0,3084073.65,835574.0,263034.0,9797105.15,,,21.0,,,25000.0,,0.24,,19010.0,,,,21.0,0.25,,29022.0,9.71,0.38,,8.48,8.48,9014235.0,105691905.38,,104.89,8.47,14.12,0.3524,55.88,0.0987
2023-08-18,1002114.0,11614501.26,1.99,5.3,1.05,11.72,1.0,3027644.11,836456.0,261229.0,9694525.04,,,8023.0,0.07,,,,0.19,5080.0,15879.0,,,0.07,8023.0,,8738.0,6885.0,9.81,0.07,,8.44,8.44,9077385.0,105206892.15,,106.05,8.46,11.06,0.3356,54.68,0.1011
2023-08-21,1025708.0,12016169.22,2.04,5.51,1.08,11.92,1.0,2988824.52,866151.0,255128.0,10146958.97,,,34388.0,0.26,,,,0.06,23029.0,4693.0,,,0.26,34388.0,,,29130.0,10.05,0.3,,8.74,8.74,9048695.0,106005461.93,,105.21,8.72,17.16,0.334,53.46,0.1035
2023-08-22,1024370.0,12087566.0,2.04,5.5,1.08,12.06,1.0,3011690.4,858716.0,255228.0,10132848.8,,,8725.0,0.03,,,,0.18,2255.0,16160.0,,,0.03,8725.0,,,2155.0,10.1,0.01,,8.66,8.66,9055916.0,106859808.8,,106.46,8.66,17.11,0.3321,53.27,0.1033
2023-08-23,1068853.0,12623153.93,2.12,5.76,1.12,12.59,1.0,3427923.36,869661.0,290256.0,10270696.41,,,50001.0,0.12,,25000.0,,0.46,10028.0,39134.0,,,0.12,50001.0,0.25,78.0,,10.27,,,8.77,8.77,9044016.0,106809828.96,,106.67,8.78,16.8,0.3168,51.74,0.1078
2023-08-24,1012945.0,11912233.2,2.01,5.58,1.07,11.99,1.0,3109955.52,838753.0,264452.0,9863735.28,,,,,,2912.0,,0.4,,33820.0,,,,,0.04,2912.0,28716.0,9.92,0.3,,8.46,8.46,9074858.0,106720330.08,,107.2,8.47,18.34,0.3491,54.59,0.1022
2023-08-25,1013228.0,12057413.2,2.01,5.66,1.07,11.95,1.0,3127522.3,838958.0,262817.0,9983600.2,,,9352.0,,,,,0.11,,9147.0,,,,9352.0,,,1635.0,9.88,0.02,,8.47,8.47,9064240.0,107864456.0,,106.99,8.46,18.09,0.3507,54.81,0.1023
2023-08-28,1041115.0,12482968.85,2.07,5.82,1.1,12.4,1.0,3182853.41,875461.0,265459.0,10496777.39,,,21894.0,0.04,,,,0.02,2704.0,2184.0,,,0.04,21894.0,,16793.0,62.0,10.41,0.0,,8.84,8.84,9025921.0,108220792.79,,107.14,8.86,17.81,0.362,56.03,0.1051
