,EAPI FP Equity_DX_SI_QTY,EAPI FP Equity_DX_SHORT_INTEREST_VALUE,EAPI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EAPI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EAPI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EAPI FP Equity_DX_SI_MV,EAPI FP Equity_DX_DSS,EAPI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EAPI FP Equity_DX_SUPPLY_SI_QTY,EAPI FP Equity_DX_BROKER_SI_QTY,EAPI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EAPI FP Equity_DX_BROKER_SI_MV_NEW_x,EAPI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EAPI FP Equity_DX_SUPPLY_SI_QTY_INC_x,EAPI FP Equity_DX_BROKER_SI_MV_INC_x,EAPI FP Equity_DX_SUPPLY_SI_MV_NEW,EAPI FP Equity_DX_BROKER_SI_QTY_ADD,EAPI FP Equity_DX_BROKER_SI_QTY_NEW,EAPI FP Equity_DX_SUPPLY_SI_MV_DEC,EAPI FP Equity_DX_BROKER_SI_QTY_INC,EAPI FP Equity_DX_SUPPLY_SI_QTY_DEC,EAPI FP Equity_DX_BROKER_SI_MV_NEW_y,EAPI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EAPI FP Equity_DX_BROKER_SI_MV_INC_y,EAPI FP Equity_DX_SUPPLY_SI_QTY_INC_y,EAPI FP Equity_DX_BROKER_SI_MV_ADD,EAPI FP Equity_DX_SUPPLY_SI_QTY_ADD,EAPI FP Equity_DX_BROKER_SI_QTY_DEC,EAPI FP Equity_DX_SUPPLY_SI_MV,EAPI FP Equity_DX_BROKER_SI_MV_DEC,EAPI FP Equity_DX_SUPPLY_SI_MV_RMV,EAPI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EAPI FP Equity_DX_UTILIZATION_QUANTITY,EAPI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EAPI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EAPI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EAPI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EAPI FP Equity_DX_ACTIVE_UTILIZATION_MV,EAPI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EAPI FP Equity_DX_BROKER_SI_CON_RATIO,EAPI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EAPI FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-11-10,2339270.0,12220346.48,4.65,3.39,2.46,12.36,1.0,9744912.29,1860089.0,1865412.0,9717104.94,,,19282.0,,,,,0.0,,119.0,,,,19282.0,,14040.0,36000.0,9.79,0.18,,17.75,17.75,8620844.0,45035289.06,,45.2,17.8,7.31,0.754,86.33,0.2232
2023-11-13,2390194.0,12625004.71,4.75,3.41,2.51,12.54,1.0,10122086.75,1877810.0,1916336.0,9918592.42,,,18109.0,0.2,,,,0.01,50924.0,1929.0,,,0.2,18109.0,,1541.0,,9.81,,,17.76,17.76,8695241.0,45928262.96,,45.66,17.69,7.15,0.7333,85.13,0.2261
2023-11-14,2441953.0,13635865.55,4.85,3.45,2.57,12.95,1.0,10989842.48,1929569.0,1968095.0,10774713.3,,,51759.0,0.34,,,,,51759.0,,,,0.34,51759.0,,,,10.21,,,17.87,17.87,8869964.0,49529878.98,,48.1,17.51,7.0,0.7224,84.49,0.2261
2023-11-15,2410337.0,13488245.85,4.79,3.35,2.54,13.52,1.0,10971400.08,1942484.0,1960579.0,10870140.46,,,51542.0,0.08,,,,0.12,12201.0,43817.0,,,0.08,51542.0,,5190.0,19717.0,10.85,0.1,,17.98,17.98,8861969.0,49591578.52,,49.58,17.95,6.21,0.7432,85.76,0.2231
2023-11-16,2366790.0,12491917.62,4.7,3.25,2.49,13.27,1.0,10244766.9,1918574.0,1941032.0,10126233.57,,,90.0,0.16,,,,0.13,28553.0,24000.0,,,0.16,90.0,,,48100.0,10.7,0.27,,17.79,17.79,8863540.0,46781764.12,,48.1,18.2,6.09,0.7722,87.56,0.2195
2023-11-17,2402273.0,12635955.98,4.77,3.25,2.53,12.75,1.0,10396468.9,1936697.0,1976515.0,10187026.22,,,18123.0,0.19,,,,,35483.0,,,,0.19,18123.0,,,,10.21,,,17.97,17.97,8841260.0,46505027.6,,46.48,18.02,6.19,0.7438,85.89,0.2229
2023-11-20,2362093.0,12268711.04,4.69,3.16,2.49,12.44,1.0,10057323.99,1876335.0,1936335.0,9745683.99,,,119.0,0.0,,78064.0,,0.73,772.0,137139.0,,,0.0,119.0,0.41,76658.0,119016.0,9.86,0.68,,17.34,17.34,8946255.0,46466848.47,,46.67,17.44,6.29,0.687,82.47,0.2183
2023-11-21,2441874.0,12551232.36,4.85,3.23,2.57,12.71,1.0,10362836.24,1976298.0,2016116.0,10158171.72,,,49732.0,0.57,,,,0.22,110000.0,30219.0,,,0.57,49732.0,,80450.0,30219.0,10.27,0.16,,18.17,18.17,8902548.0,45759096.72,,46.04,18.23,7.06,0.6462,79.74,0.2245
2023-11-22,2542440.0,13627478.4,5.05,4.62,2.67,13.19,1.0,11345415.52,2076864.0,2116682.0,11131991.04,,,42395.0,0.58,,,,0.07,114799.0,14233.0,,,0.58,42395.0,,72404.0,14233.0,10.72,0.08,,19.09,19.09,8802360.0,47180649.6,,46.36,18.77,9.81,0.6007,76.54,0.2337
2023-11-23,2560007.0,13998118.28,5.09,5.57,2.69,13.47,1.0,11670073.53,2044128.0,2134249.0,11177291.9,,,,0.1,,,,0.11,17567.0,60628.0,,,0.1,,,27892.0,,10.97,,,18.79,18.79,8835337.0,48311622.72,,47.82,18.66,10.03,0.5882,75.68,0.2353
2023-11-24,2275443.0,12241883.34,4.52,5.29,2.39,12.45,1.0,9951305.3,1809867.0,1849685.0,9737084.46,,,,,,,,1.19,,234261.0,,,,,,,284564.0,9.88,1.12,,16.64,16.64,9069598.0,48794437.24,,49.13,16.74,11.08,0.5929,75.82,0.2092
2023-11-27,2275443.0,11622962.84,4.52,5.59,2.39,12.23,1.0,9448190.98,1809867.0,1849685.0,9244800.64,,,,,,,,,,,,,,,,,,9.7,,,16.62,16.62,9077639.0,46368580.01,,47.45,16.97,11.1,0.5948,75.95,0.209
2023-11-28,2189775.0,11167852.5,4.35,5.63,2.3,11.19,1.0,8996486.7,1792258.0,1764017.0,9140515.8,,,18036.0,0.0,,21300.0,,0.38,78.0,70985.0,,,0.0,18036.0,0.11,35340.0,107046.0,9.14,0.99,,16.46,16.46,9095212.0,46385581.2,,46.33,16.48,9.22,0.6089,77.07,0.2011
2023-11-29,2221770.0,11335470.54,4.41,5.98,2.34,11.36,1.0,9163253.22,1774054.0,1796012.0,9051223.51,,,8803.0,0.17,,,,0.19,31995.0,36064.0,,,0.17,8803.0,,9057.0,,9.05,,,16.3,16.3,9110052.0,46479485.3,,46.49,16.3,9.07,0.5915,75.91,0.2041
2023-11-30,2281350.0,11863020.0,4.53,6.29,2.4,11.69,1.0,9649078.4,1815696.0,1855592.0,9441619.2,,,41642.0,0.31,,,,,59580.0,,,,0.31,41642.0,,,,9.3,,,16.66,16.66,9084331.0,47238521.2,,46.98,16.52,10.65,0.5636,73.81,0.2093
2023-12-01,2385080.0,12640924.0,4.74,6.69,2.51,12.46,1.0,10384406.6,1942276.0,1959322.0,10294062.8,,,56237.0,0.54,,,,,103730.0,,,,0.54,56237.0,,70343.0,,10.12,,,17.86,17.86,8930187.0,47329991.1,,46.88,17.76,14.56,0.5264,70.6,0.2194
2023-12-04,2530145.0,13728566.77,5.03,7.15,2.66,13.46,1.0,11418403.86,2099205.0,2104387.0,11390286.33,,,50872.0,0.82,,,,0.0,145065.0,292.0,,,0.82,50872.0,,106349.0,,11.15,,,19.34,19.34,8755104.0,47505194.3,,46.98,19.19,18.56,0.4832,66.48,0.2331
2023-12-05,2585498.0,13615232.47,5.14,7.4,2.72,14.06,1.0,11373190.84,2137691.0,2159740.0,11257080.81,,,38486.0,0.35,,,,,55645.0,,,,0.35,38486.0,,,292.0,11.58,0.0,,19.65,19.65,8738493.0,46016904.14,,46.63,19.89,19.05,0.4688,65.16,0.2377
2023-12-06,2603788.0,13159544.55,5.17,6.86,2.74,13.73,1.0,11007763.62,2162635.0,2178030.0,10929957.29,,,24944.0,0.07,,,,,18290.0,,,,0.07,24944.0,,,,11.39,,,19.89,19.89,8711943.0,44030159.92,,44.92,20.22,18.92,0.4631,64.7,0.2394
2023-12-07,2613087.0,13031464.87,5.19,6.73,2.75,13.24,1.0,10908209.72,2146990.0,2187329.0,10707039.13,,,,0.01,,,,0.1,9299.0,15645.0,,,0.01,,,,,10.84,,,19.76,19.76,8720910.0,43491178.17,,43.74,19.85,18.83,0.4595,64.41,0.2404
2023-12-08,2828878.0,14087812.44,5.62,7.42,2.98,14.15,1.0,11967537.6,2362781.0,2403120.0,11766649.38,,,37808.0,0.97,,,,,215791.0,,,,0.97,37808.0,,177983.0,,11.79,,,21.74,21.74,8504755.0,42353679.9,,42.39,21.76,23.46,0.4354,61.03,0.2603
2023-12-11,2910205.0,14649971.97,5.78,7.68,3.06,14.55,1.0,12507043.48,2444108.0,2484514.0,12303639.67,,,81567.0,0.4,,,,0.0,81413.0,240.0,,,0.4,81567.0,,,19.0,12.18,0.0,,22.39,22.39,8471676.0,42646416.98,,42.44,22.3,24.35,0.4331,60.53,0.2666
2023-12-12,2983690.0,14634999.45,5.93,7.74,3.14,15.04,1.0,12564785.34,2519096.0,2561628.0,12356165.88,,,78684.0,0.47,,,,0.02,77114.0,3696.0,,,0.47,78684.0,,,,12.64,,,22.87,22.87,8497981.0,41682596.81,,42.07,23.11,25.7,0.4294,59.7,0.2708
2023-12-13,3199783.0,15291762.96,6.36,8.45,3.37,15.71,1.0,13179148.66,2737217.0,2757721.0,13081160.04,,,193245.0,0.79,,,,0.03,220279.0,1508.0,,,0.79,193245.0,,26384.0,24186.0,13.36,0.14,,24.76,24.76,8318900.0,39756023.1,,39.96,25.06,27.73,0.4277,58.78,0.2894
2023-12-14,3290003.0,16042054.63,6.54,8.67,3.46,15.75,1.0,13873658.42,2845757.0,2845295.0,13875911.13,,,108540.0,0.37,,,,,87574.0,,,,0.37,108540.0,,,,13.56,,,25.74,25.74,8212004.0,40041731.5,,39.58,25.52,29.47,0.4184,57.14,0.2975
2023-12-15,3042315.0,15235913.52,6.04,8.0,3.2,14.91,1.0,13008815.86,2696644.0,2597607.0,13504793.15,,,79360.0,0.16,,,,1.1,24100.0,250494.0,,,0.16,79360.0,,22021.0,271788.0,13.21,1.08,,24.39,24.39,8358046.0,41857094.37,,41.55,24.13,28.41,0.4215,57.93,0.2752
2023-12-18,3218715.0,16640756.55,6.39,8.26,3.39,16.17,1.0,14341616.19,2724111.0,2774007.0,14083653.87,,,,0.93,,,,0.62,176500.0,149033.0,,,0.93,,,176500.0,100.0,13.66,0.0,,24.64,24.64,8329722.0,43064662.74,,42.54,24.3,32.38,0.4088,54.72,0.2912
2023-12-19,2944789.0,15725173.26,6.47,7.47,3.1,15.26,1.0,13350432.54,2499395.0,2500081.0,13346769.3,,,19210.0,,,,,1.1,,243926.0,,,,19210.0,,,273926.0,12.92,1.09,,22.54,22.54,8590751.0,45874610.34,,45.27,22.2,34.38,0.3931,51.94,0.2655
2023-12-20,1810377.0,9895520.68,3.98,4.58,1.9,9.72,1.0,7464746.75,1375039.0,1365669.0,7515963.17,,,,,,,,5.7,,1124356.0,,,,,,,1134412.0,7.36,5.65,,12.4,12.4,9715073.0,53102589.02,,52.65,12.27,8.41,0.6477,79.78,0.1632
2023-12-21,1925777.0,10711171.67,4.23,4.92,2.03,10.56,1.0,8237705.78,1461173.0,1481069.0,8127044.23,,,62850.0,,,115400.0,,0.11,,29266.0,,,,62850.0,0.63,52550.0,,7.98,,,13.18,13.18,9628643.0,53554512.37,,53.05,13.08,7.87,0.5761,75.0,0.1737
2023-12-22,1887827.0,10590709.47,4.15,4.86,1.99,10.43,1.0,8208097.59,1452655.0,1463119.0,8149394.55,,,29432.0,,,,,0.2,,37950.0,,,,29432.0,,,17950.0,8.09,0.09,,13.1,13.1,9637161.0,54064473.21,,53.84,13.06,8.07,0.5955,76.32,0.1702
2023-12-25,1887827.0,10590709.47,4.15,4.85,1.99,10.43,1.0,8208097.59,1452655.0,1463119.0,8149394.55,,,,,,,,,,,,,,,,,,8.13,,,13.1,13.1,9637161.0,54064473.21,,53.94,13.1,8.06,0.5946,76.25,0.1702
2023-12-26,1917259.0,10755822.99,4.21,4.93,2.02,10.78,1.0,8373211.11,1452655.0,1492551.0,8149394.55,,,,0.33,,,,,29432.0,,,,0.33,,,,,8.14,,,13.1,13.1,9637461.0,54066156.21,,53.98,13.11,7.79,0.5897,75.92,0.1729
2023-12-27,1849334.0,10345174.4,4.06,4.75,1.95,10.4,1.0,7969357.84,1440803.0,1424626.0,8059851.98,,,33108.0,,,,,0.38,,67925.0,,,,33108.0,,22965.0,67925.0,8.07,0.38,,12.99,12.99,9654003.0,54004492.78,,53.99,13.01,8.09,0.6134,77.55,0.1667
2023-12-28,1931481.0,11094426.86,4.24,4.97,2.03,10.88,1.0,8654904.11,1501034.0,1506773.0,8621939.3,,,85912.0,0.33,,45942.0,,0.29,56205.0,51211.0,,,0.33,85912.0,0.26,25530.0,20000.0,8.43,0.12,,13.53,13.53,9593878.0,55107235.23,,54.6,13.38,7.89,0.5493,72.94,0.1741
2023-12-29,2053347.0,11765678.31,4.51,5.33,2.16,11.7,1.0,9332101.47,1588300.0,1628639.0,9100959.0,,,139766.0,0.72,,,,0.28,122100.0,52500.0,,,0.72,139766.0,,,234.0,9.13,0.0,,14.31,14.31,9510775.0,54496740.75,,54.64,14.31,13.57,0.4953,68.34,0.185
2024-01-01,2053347.0,11765678.31,4.51,5.38,2.16,11.69,1.0,9332101.47,1588300.0,1628639.0,9100959.0,,,,,,,,,,,,,,,,,,9.11,,,14.31,14.31,9510775.0,54496740.75,,54.6,14.3,13.55,0.4955,68.36,0.185
2024-01-02,1987998.0,11379300.55,4.37,5.21,2.09,11.46,1.0,8948271.96,1523394.0,1563290.0,8719907.26,,443.0,,,0.0,,,0.37,,65349.0,,443.0,,,,,65349.0,8.75,0.23,,13.72,13.72,9577405.0,54821066.22,,54.98,13.73,13.83,0.4938,68.19,0.1791
2024-01-03,2062601.0,11426809.54,4.53,5.49,2.17,11.85,1.0,9073927.22,1613466.0,1637893.0,8938601.64,,,90706.0,0.52,,,,0.09,90706.0,16103.0,,,0.52,90706.0,,15469.0,16103.0,9.22,0.11,,14.53,14.53,9488643.0,52567082.22,,53.37,14.72,17.78,0.4726,65.82,0.1858
2024-01-04,1863979.0,10300347.95,4.09,4.93,1.96,10.38,1.0,7953411.55,1376275.0,1439271.0,7605295.65,,,,0.2,,,,1.4,38569.0,237191.0,,,0.2,,,,237191.0,7.62,1.38,,12.4,12.4,9725733.0,53744400.56,,53.8,12.41,7.14,0.5438,72.68,0.1679
2024-01-05,1863979.0,10464378.11,4.09,5.0,1.96,10.38,1.0,8080067.39,1381909.0,1439271.0,7758037.13,,,5634.0,,,,,,,,,,,5634.0,,,,7.66,,,12.45,12.45,9713723.0,54532840.92,,54.22,12.38,7.22,0.5427,72.6,0.168
2024-01-08,1760882.0,10100419.15,3.87,4.58,1.85,9.94,1.0,7664294.06,1273178.0,1336174.0,7302949.01,,,,0.02,,,,0.6,1203.0,108731.0,,,0.02,,,,104300.0,7.15,0.57,,11.47,11.47,9824453.0,56353062.41,,55.83,11.35,7.7,0.6028,76.82,0.1587
2024-01-09,1889792.0,11300956.16,4.15,4.92,1.99,10.88,1.0,8761202.32,1402088.0,1465084.0,8384486.24,,,47020.0,0.79,,,,,128910.0,,,,0.79,47020.0,,81890.0,,8.02,,,12.63,12.63,9702837.0,58022965.26,,56.89,12.35,14.42,0.5334,71.19,0.1702
2024-01-10,1652558.0,9964924.74,3.63,4.25,1.74,9.75,1.0,7403935.5,1176132.0,1227850.0,7092075.96,,,,,,,,1.24,,225956.0,,,,,,,237234.0,6.87,1.16,,10.6,10.6,9914372.0,59783663.16,,59.33,10.38,9.88,0.5951,76.17,0.149
2024-01-11,1690820.0,9989364.56,3.71,4.11,1.78,10.05,1.0,7480189.7,1214794.0,1266112.0,7177002.95,,,31008.0,0.1,,30132.0,,0.0,8530.0,876.0,,,0.1,31008.0,0.19,8530.0,400.0,7.12,0.0,,10.96,10.96,9866348.0,58290383.98,,58.64,10.83,9.48,0.5767,74.99,0.1526
2024-01-12,1768997.0,10755501.76,3.89,4.11,1.86,10.54,1.0,7911375.04,1282008.0,1301213.0,7794608.64,,,90176.0,0.44,,,,0.14,69690.0,22962.0,,,0.44,90176.0,,,34589.0,7.47,0.21,,11.58,11.58,9784110.0,59487388.8,,58.6,11.31,9.16,0.5283,71.52,0.1599
2024-01-15,1975389.0,11401945.31,4.34,4.54,2.08,11.81,1.0,7509447.04,1505944.0,1301013.0,8692308.77,,,174734.0,,,,,,,,,,,174734.0,,49202.0,200.0,8.9,0.0,,13.6,13.6,9569148.0,55233122.26,,56.45,13.62,10.17,0.4326,63.67,0.1784
2024-01-16,2030113.0,11900522.41,4.46,4.57,2.14,11.73,1.0,8151175.48,1554290.0,1390511.0,9111247.98,,,40379.0,0.26,,1915.0,,0.13,92484.0,15905.0,,,0.26,40379.0,0.01,23872.0,4901.0,8.91,0.03,,14.04,14.04,9516545.0,55785986.79,,55.41,13.86,10.7,0.4282,63.18,0.1834
2024-01-17,2178683.0,13102599.56,4.79,4.82,2.29,12.75,1.0,9156513.46,1726169.0,1522533.0,10381180.37,,,167043.0,0.89,,,,0.0,132822.0,79.0,,,0.89,167043.0,,4915.0,800.0,10.03,0.0,,15.51,15.51,9404841.0,56560713.77,,55.75,15.25,10.77,0.4248,62.81,0.1957
2024-01-18,2329595.0,13977570.0,5.12,5.11,2.45,13.89,1.0,10193850.0,1872672.0,1698975.0,11236032.0,,,28845.0,1.51,,,,0.35,250960.0,63349.0,,,1.51,28845.0,,181007.0,74518.0,11.09,0.28,,16.89,16.89,9211574.0,55269444.0,,55.11,16.75,16.49,0.3592,55.64,0.2102
2024-01-19,2280387.0,13271852.34,5.01,4.94,2.4,13.5,1.0,9580831.62,1821564.0,1646191.0,10601502.48,,,53628.0,0.12,,,,0.64,22004.0,104736.0,,,0.12,53628.0,,,74788.0,10.71,0.46,,16.41,16.41,9275647.0,53984265.54,,54.57,16.41,16.54,0.3825,58.11,0.2055
2024-01-22,2404514.0,14883941.66,5.28,5.53,2.53,14.22,1.0,10958268.42,1929511.0,1770318.0,11943673.09,,,107949.0,0.66,,,,0.0,124127.0,2.0,,,0.66,107949.0,,,,11.33,,,17.38,17.38,9169996.0,56762275.24,,55.28,17.0,20.06,0.3595,55.01,0.2166
2024-01-23,2699244.0,16546365.72,5.93,6.28,2.84,16.69,1.0,12558463.57,2191893.0,2048689.0,13436304.09,,,186500.0,2.09,,,,0.07,285322.0,21220.0,,,2.09,186500.0,,97102.0,6951.0,13.56,0.0,,19.74,19.74,8909756.0,54616804.28,,54.84,19.83,26.99,0.3509,51.57,0.2431
2024-01-24,2717648.0,16898335.26,5.97,6.31,2.86,16.75,1.0,12534797.8,2226997.0,2015889.0,13847467.35,,,,,,,,0.13,,16100.0,,,,,,51204.0,32800.0,13.69,0.28,,20.05,20.05,8879288.0,55211412.78,,54.85,19.98,27.26,0.3411,50.22,0.2447
2024-01-25,2568067.0,15988785.14,5.64,5.85,2.7,16.01,1.0,10997849.21,2060718.0,1766439.0,12830030.27,,,,,,,,1.65,,266148.0,,,,,,99869.0,249450.0,12.83,1.55,,18.51,18.51,9072016.0,56482371.62,,56.46,18.52,18.78,0.3442,53.36,0.2307
2024-01-26,2615897.0,17045184.85,5.75,6.02,2.75,16.44,1.0,11516006.99,2134078.0,1767343.0,13905652.25,,,73933.0,,,18020.0,,0.05,,8286.0,,,,73933.0,0.12,7713.0,17116.0,13.35,0.11,,19.18,19.18,8994944.0,58611055.1,,57.49,18.84,19.02,0.3315,51.55,0.2351
2024-01-29,2396278.0,15642902.78,5.26,5.5,2.52,15.65,1.0,10126305.41,1909406.0,1551211.0,12464602.37,,,6916.0,0.13,,,,1.26,16700.0,232846.0,,,0.13,6916.0,,1258.0,232832.0,12.45,1.52,,17.2,17.2,9189431.0,59988605.57,,59.89,17.21,17.19,0.3699,56.76,0.2159
2024-01-30,2226060.0,14019725.88,4.88,5.01,2.34,14.51,1.0,8760473.91,1739388.0,1390993.0,10954665.62,,,,,,,,1.1,,170018.0,,,,,,,160218.0,11.29,1.07,,15.71,15.71,9330496.0,58763463.81,,59.67,15.92,18.49,0.4019,59.52,0.2011
2024-01-31,2088844.0,12971721.24,4.58,4.65,2.2,13.22,1.0,7507014.39,1702247.0,1208859.0,10570953.87,,,40873.0,,,,,0.84,,120850.0,,,,40873.0,,42836.0,182134.0,10.71,1.38,,15.39,15.39,9360443.0,58128351.03,,58.64,15.45,22.27,0.403,58.39,0.1888
2024-02-01,2105076.0,12617825.54,4.62,4.58,2.21,13.09,1.0,7142072.78,1637402.0,1191537.0,9814587.59,,,11419.0,0.21,,,,0.49,29791.0,76264.0,,,0.21,11419.0,,,47113.0,10.11,0.3,,14.8,14.8,9424146.0,56488331.12,,57.32,15.0,23.7,0.4036,57.87,0.1903
2024-02-02,2127209.0,12329303.36,4.67,4.6,2.24,12.83,1.0,6906148.45,1659535.0,1191537.0,9618664.86,,,22522.0,,,,,0.0,,389.0,,,,22522.0,,,,9.91,,,15.0,15.0,9403188.0,54500877.65,,55.38,15.18,24.15,0.3987,57.25,0.1923
2024-02-05,2126449.0,12830993.27,4.66,4.64,2.24,12.54,1.0,7225684.83,1722828.0,1197495.0,10395544.15,,,60564.0,0.03,,,,,6158.0,,,,0.03,60564.0,,2729.0,200.0,10.06,0.0,,15.57,15.57,9342828.0,56374624.15,,55.39,15.37,24.01,0.3953,56.92,0.1922
2024-02-06,2039943.0,12451812.07,4.48,4.39,2.15,12.38,1.0,7025636.86,1634984.0,1150989.0,9979942.34,,,,0.03,,,,0.84,2038.0,149659.0,,,0.03,,,61815.0,48544.0,9.87,0.17,,14.77,14.77,9431067.0,57567232.97,,57.21,14.72,23.21,0.4017,57.73,0.1843
2024-02-07,2077966.0,12804426.49,4.56,4.45,2.19,12.76,1.0,7581835.72,1612703.0,1230418.0,9937475.89,,,19125.0,0.57,,,,0.25,80940.0,41406.0,,,0.57,19125.0,,,1511.0,9.85,0.0,,14.57,14.57,9453430.0,58252035.66,,57.94,14.53,20.77,0.3927,57.59,0.1878
2024-02-08,2058585.0,12779695.68,4.52,4.49,2.17,12.76,1.0,7567309.89,1593322.0,1218961.0,9891342.98,,,,,,,,0.11,,19381.0,,,,,,,11457.0,9.82,0.06,,14.42,14.42,9459782.0,58726326.66,,58.46,14.38,20.65,0.3976,58.13,0.1862
2024-02-09,2045598.0,12613157.27,4.49,4.53,2.15,12.76,1.0,7436035.68,1596172.0,1205974.0,9841996.55,,,,,,,,0.07,,12987.0,,,,,,15837.0,12987.0,9.9,0.09,,14.45,14.45,9453202.0,58288443.53,,58.47,14.48,20.81,0.4026,58.6,0.1851
2024-02-12,2055727.0,12872962.47,4.51,4.62,2.16,12.77,1.0,7650980.48,1590464.0,1221811.0,9959485.57,,,,0.1,,,,0.04,15837.0,5708.0,,,0.1,,,,,9.83,,,14.39,14.39,9460445.0,59241306.59,,58.84,14.31,20.42,0.3975,58.18,0.186
2024-02-13,2040899.0,12967872.25,4.48,4.63,2.15,12.9,1.0,7763387.09,1594427.0,1221811.0,10130989.16,,,8436.0,,,,,0.02,,4473.0,,,,8436.0,,,,10.03,,,14.43,14.43,9457210.0,60091112.34,,59.78,14.36,20.72,0.4024,58.61,0.1847
2024-02-14,2022381.0,13044357.45,4.44,4.64,2.13,12.91,1.0,7816142.25,1591331.0,1211805.0,10264084.95,,,16315.0,,,,,0.11,,19411.0,,,,16315.0,,,10006.0,10.12,0.01,,14.41,14.41,9455556.0,60988336.2,,60.52,14.32,20.48,0.4081,59.23,0.1831
2024-02-15,2042335.0,13557019.73,4.48,4.76,2.15,13.25,1.0,7902047.79,1597144.0,1190426.0,10601841.87,,,23976.0,0.09,,,,0.11,12599.0,18163.0,,,0.09,23976.0,,,33978.0,10.31,0.11,,14.46,14.46,9448937.0,62722043.81,,61.84,14.3,21.41,0.3937,57.56,0.1849
2024-02-16,2014406.0,13158099.99,4.42,4.69,2.12,13.25,1.0,7593430.4,1550143.0,1162497.0,10125534.08,,,,,,,,0.31,,47001.0,,,,,,,27929.0,10.26,0.17,,14.02,14.02,9510169.0,62120423.91,,62.57,14.09,22.05,0.4004,58.06,0.1821
2024-02-19,2014406.0,13162128.8,4.42,4.84,2.12,13.15,1.0,7595755.4,1533843.0,1162497.0,10022130.16,,,,,,,,0.11,,16300.0,,,,,,,,10.02,,,13.87,13.87,9527043.0,62249698.96,,62.19,13.87,21.89,0.401,58.16,0.1821
2024-02-20,1965281.0,12593520.65,4.31,4.75,2.07,12.87,1.0,7089631.78,1540843.0,1106372.0,9873721.94,,,7000.0,,,,,,,,,,,7000.0,,,56125.0,10.04,0.29,,13.93,13.93,9520351.0,61006409.21,,61.56,14.02,22.68,0.3976,57.6,0.1777
2024-02-21,2516718.0,16549937.57,5.52,6.32,2.65,16.22,1.0,10932264.62,2052555.0,1662449.0,13497601.68,,,,,,582000.0,,0.46,,70288.0,,,,,3.73,582000.0,25923.0,13.26,0.18,,18.55,18.55,9009716.0,59247892.42,,58.49,18.48,23.2,0.2931,44.82,0.2275
2024-02-22,2441499.0,16514299.24,5.36,6.5,2.57,16.17,1.0,11266706.87,1977336.0,1665687.0,13374700.7,,,28000.0,0.3,,,,0.64,28000.0,103219.0,,,0.3,28000.0,,,24762.0,13.07,0.16,,17.87,17.87,9087659.0,61468925.48,,60.55,17.75,24.57,0.3091,46.85,0.2207
2024-02-23,2498157.0,17022441.8,5.48,7.13,2.63,16.95,1.0,11771314.47,2034694.0,1727519.0,13864404.92,,,9229.0,0.19,,58800.0,,0.02,5000.0,6442.0,,,0.19,9229.0,0.4,54571.0,1968.0,13.79,0.0,,18.39,18.39,9029380.0,61526195.32,,61.26,18.37,25.81,0.3104,46.52,0.2258
2024-02-26,1952982.0,13557601.04,4.28,5.66,2.05,13.36,1.0,7541802.68,1489519.0,1086402.0,10340240.9,,,65944.0,,,,,4.37,,643119.0,,,,65944.0,,32000.0,641117.0,10.16,4.34,,13.46,13.46,9576211.0,66478056.76,,65.89,13.36,23.25,0.4203,59.55,0.1765
2024-02-27,1838644.0,12745480.21,4.03,5.45,1.93,12.78,1.0,6738347.65,1376281.0,972064.0,9540379.89,,,1150.0,,,,,0.79,,114388.0,,,,1150.0,,,114338.0,9.55,0.7,,12.43,12.43,9699923.0,67239866.24,,67.31,12.42,24.76,0.4391,60.58,0.166
2024-02-28,1798145.0,12216597.13,3.94,5.48,1.89,12.48,1.0,6882213.3,1336482.0,1012984.0,9080058.71,,,58714.0,0.42,,,,0.69,58714.0,98513.0,,,0.42,58714.0,,,17794.0,9.25,0.13,,12.06,12.06,9742853.0,66192943.28,,66.82,12.16,20.73,0.4824,65.47,0.1623
2024-02-29,2009095.0,7735015.75,4.41,6.15,2.11,13.08,1.0,4280703.35,1559311.0,1111871.0,6003347.35,,,82347.0,0.42,,,,,115298.0,,,,0.42,82347.0,,140482.0,16411.0,10.21,0.22,,14.07,14.07,9521910.0,36659353.5,,49.67,17.05,23.37,0.4385,60.57,0.1813
