,ALAGP FP Equity_DX_SI_QTY,ALAGP FP Equity_DX_SHORT_INTEREST_VALUE,ALAGP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAGP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAGP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAGP FP Equity_DX_SI_MV,ALAGP FP Equity_DX_DSS,ALAGP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAGP FP Equity_DX_SUPPLY_SI_QTY,ALAGP FP Equity_DX_BROKER_SI_QTY,ALAGP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAGP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALAGP FP Equity_DX_BROKER_SI_MV_INC_x,ALAGP FP Equity_DX_BROKER_SI_QTY_ADD,ALAGP FP Equity_DX_SUPPLY_SI_MV_DEC,ALAGP FP Equity_DX_BROKER_SI_QTY_INC,ALAGP FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAGP FP Equity_DX_BROKER_SI_MV_INC_y,ALAGP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALAGP FP Equity_DX_BROKER_SI_MV_ADD,ALAGP FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAGP FP Equity_DX_BROKER_SI_QTY_DEC,ALAGP FP Equity_DX_SUPPLY_SI_MV,ALAGP FP Equity_DX_BROKER_SI_MV_DEC,ALAGP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAGP FP Equity_DX_UTILIZATION_QUANTITY,ALAGP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAGP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAGP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAGP FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAGP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALAGP FP Equity_DX_BROKER_SI_CON_RATIO,ALAGP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAGP FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,107475.06,0.11,0.0,,0.0,,0.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,107475.06,0.11,0.0,,0.0,,0.0
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,117586.35,0.11,0.0,,0.0,,0.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,119858.55,0.12,0.0,,0.0,,0.0
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,116450.25,0.12,0.0,,0.0,,0.0
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,109292.82,0.12,0.0,,0.0,,0.0
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,112019.46,0.11,0.0,,0.0,,0.0
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,108838.38,0.11,0.0,,0.0,,0.0
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113600.0,113600.0,0.11,0.0,,0.0,,0.0
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,113610.0,0.11,0.0,,0.0,,0.0
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,112701.12,0.11,0.0,,0.0,,0.0
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113610.0,109747.26,0.11,0.0,,0.0,,0.0
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113600.0,106784.0,0.11,0.0,,0.0,,0.0
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113300.0,109447.8,0.11,0.0,,0.0,,0.0
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113300.0,109447.8,0.11,0.0,,0.0,,0.0
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113300.0,104236.0,0.11,0.0,,0.0,,0.0
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113300.0,106275.4,0.1,0.0,,0.0,,0.0
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113300.0,106275.4,0.11,0.0,,0.0,,0.0
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113300.0,106502.0,0.11,0.0,,0.0,,0.0
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113300.0,102423.2,0.11,0.0,,0.0,,0.0
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113300.0,101290.2,0.1,0.0,,0.0,,0.0
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113300.0,101970.0,0.1,0.0,,0.0,,0.0
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113300.0,105369.0,0.1,0.0,,0.0,,0.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113300.0,105369.0,0.11,0.0,,0.0,,0.0
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113300.0,104236.0,0.11,0.0,,0.0,,0.0
2024-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113300.0,109901.0,0.1,0.0,,0.0,,0.0
2024-05-06,2500.0,2425.0,0.09,0.25,0.07,0.0,0.0,2425.0,2500.0,2500.0,2425.0,,,2500.0,,,,,,0.0,2500.0,,0.0,,100.0,2.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0221
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,2500.0,,,,,2500.0,0.0,0.0,0.0,0.0,113300.0,123497.0,0.11,0.0,,0.0,,0.0
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,113600.0,118144.0,0.12,0.0,,0.0,,0.0
2024-05-09,2500.0,2562.5,0.09,0.18,0.07,0.0,0.0,2562.5,2500.0,2500.0,2562.5,,,2500.0,,,,,,0.0,2500.0,,0.0,,100.0,2.2,0.0,0.0,0.0,100.0,,1.0,100.0,0.022
2024-05-10,2500.0,2775.0,0.09,0.18,0.07,0.0,0.0,2775.0,2500.0,2500.0,2775.0,,,,,,,,,,,,0.0,,100.0,2.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.0214
2024-05-13,2500.0,2875.0,0.09,0.18,0.07,0.0,0.0,2875.0,2500.0,2500.0,2875.0,,,,,,,,,,,,0.0,,100.0,2.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.0214
2024-05-14,2500.0,2650.0,0.09,0.16,0.07,0.0,0.0,2650.0,2500.0,2500.0,2650.0,,,,,,,,,,,,0.0,,100.0,2.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.0214
2024-05-15,2500.0,2575.0,0.09,0.15,0.07,0.0,0.0,2575.0,2500.0,2500.0,2575.0,,,,,,,,,,,,0.0,,100.0,2.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.0214
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,2500.0,,,,,2500.0,0.0,0.0,0.0,0.0,116600.0,120681.0,0.12,0.0,,0.0,,0.0
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,116600.0,117766.0,0.12,0.0,,0.0,,0.0
2024-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,116600.0,135256.0,0.12,0.0,,0.0,,0.0
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,116600.0,135256.0,0.14,0.0,,0.0,,0.0
2024-05-22,4700.0,5358.0,0.16,0.22,0.13,0.01,0.0,5358.0,4700.0,4700.0,5358.0,,,4700.0,,,,,,0.01,4700.0,,0.01,,100.0,3.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.0387
2024-05-23,4700.0,5264.0,0.16,0.22,0.13,0.01,0.0,5264.0,4700.0,4700.0,5264.0,,,,,,,,,,,,0.01,,100.0,4.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0403
2024-05-24,4700.0,5311.0,0.16,0.23,0.13,0.01,0.0,5311.0,4700.0,4700.0,5311.0,,,,,,,,,,,,0.01,,100.0,4.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0403
2024-05-27,4700.0,5499.0,0.16,0.23,0.13,0.01,0.0,5499.0,4700.0,4700.0,5499.0,,,,,,,,,,,,0.01,,100.0,4.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0403
2024-05-28,4700.0,5287.5,0.16,0.22,0.13,0.01,0.0,5287.5,4700.0,4700.0,5287.5,,,,,,,,,,,,0.01,,100.0,4.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0403
2024-05-29,4700.0,5405.0,0.16,0.23,0.13,0.01,0.0,5405.0,4700.0,4700.0,5405.0,,,,,,,,,,,,0.01,,100.0,4.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0401
2024-05-30,4700.0,5334.5,0.16,0.22,0.13,0.01,0.0,5334.5,4700.0,4700.0,5334.5,,,,,,,,,,,,0.01,,100.0,4.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0403
2024-05-31,4700.0,5405.0,0.16,0.22,0.13,0.01,0.0,5405.0,4700.0,4700.0,5405.0,,,,,,,,,,,,0.01,,100.0,4.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0403
2024-06-03,4700.0,5311.0,0.16,0.21,0.13,0.01,0.0,5311.0,4700.0,4700.0,5311.0,,,,,,,,,,,,0.01,,100.0,4.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0403
2024-06-04,2000.0,2250.0,0.07,0.09,0.06,0.0,0.0,1125.0,1000.0,1000.0,1125.0,,,,0.01,,4700.0,,,,1000.0,3700.0,0.0,0.0,100.0,0.85,0.0,0.0,0.0,100.0,,1.0,100.0,0.0171
2024-06-05,2000.0,2330.0,0.07,0.09,0.06,0.0,0.0,1165.0,1000.0,1000.0,1165.0,,,,,,,,,,,,0.0,,100.0,0.85,0.0,0.0,0.0,100.0,,1.0,100.0,0.0171
2024-06-06,5700.0,6897.0,0.2,0.24,0.16,0.01,0.0,6897.0,5700.0,5700.0,6897.0,,0.01,,,4700.0,,0.01,,,4700.0,,0.01,,100.0,4.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.0467
2024-06-07,6700.0,8274.5,0.23,0.26,0.19,0.01,0.0,7039.5,5700.0,5700.0,7039.5,,,,,,,,,,,,0.01,,100.0,4.86,0.0,0.0,0.0,100.0,,1.0,100.0,0.0571
2024-06-10,6700.0,8308.0,0.23,0.25,0.19,0.01,0.0,7068.0,5700.0,5700.0,7068.0,,,,,,,,,,,,0.01,,100.0,4.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.0553
2024-06-11,5700.0,6412.5,0.2,0.2,0.16,0.01,0.0,5287.5,5700.0,4700.0,6412.5,,,,,,,,,,,1000.0,0.01,0.0,100.0,4.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0473
2024-06-12,3700.0,4347.5,0.13,0.13,0.1,0.0,0.0,4347.5,3700.0,3700.0,4347.5,,,,0.0,,2000.0,,,,,1000.0,0.0,0.0,100.0,3.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0316
2024-06-13,3700.0,4070.0,0.13,0.14,0.1,0.0,0.0,4070.0,3700.0,3700.0,4070.0,,,,,,,,,,,,0.0,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317
2024-06-14,3700.0,3404.0,0.13,0.14,0.1,0.0,0.0,3404.0,3700.0,3700.0,3404.0,,,,,,,,,,,,0.0,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317
2024-06-17,3700.0,3692.6,0.13,0.13,0.1,0.0,0.0,3692.6,3700.0,3700.0,3692.6,,,,,,,,,,,,0.0,,100.0,3.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0317
2024-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,3700.0,,,,,3700.0,0.0,0.0,0.0,0.0,115518.0,120716.31,0.12,0.0,,0.0,,0.0
2024-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,120518.0,129556.85,0.13,0.0,,0.0,,0.0
2024-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,120518.0,125338.72,0.13,0.0,,0.0,,0.0
2024-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,120518.0,125941.31,0.13,0.0,,0.0,,0.0
2024-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,120518.0,125338.72,0.13,0.0,,0.0,,0.0
2024-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,120253.0,114961.87,0.13,0.0,,0.0,,0.0
2024-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,120131.0,119650.48,0.11,0.0,,0.0,,0.0
2024-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,120085.0,114080.75,0.12,0.0,,0.0,,0.0
2024-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,118518.0,112592.1,0.11,0.0,,0.0,,0.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,118518.0,111406.92,0.11,0.0,,0.0,,0.0
2024-07-02,46200.0,44074.8,1.61,2.6,1.29,0.04,1.0,22037.4,23100.0,23100.0,22037.4,,,23100.0,,,,,,0.02,23100.0,,0.02,,100.0,16.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.3274
2024-07-03,46200.0,43335.6,1.61,2.79,1.29,0.04,1.0,21667.8,23100.0,23100.0,21667.8,,,,,,,,,,,,0.02,,100.0,17.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.3438
2024-07-04,46200.0,42966.0,1.61,2.89,1.29,0.04,1.0,21483.0,23100.0,23100.0,21483.0,,,,,,,,,,,,0.02,,100.0,17.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.3438
2024-07-05,46200.0,43243.2,1.61,2.88,1.29,0.04,1.0,21621.6,23100.0,23100.0,21621.6,,,,,,,,,,,,0.02,,100.0,17.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.3438
2024-07-08,46200.0,44814.0,1.61,2.86,1.29,0.04,1.0,22407.0,23100.0,23100.0,22407.0,,,,,,,,,,,,0.02,,100.0,17.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.3438
2024-07-09,46200.0,49203.0,1.61,2.91,1.29,0.04,1.0,24601.5,23100.0,23100.0,24601.5,,,,,,,,,,,,0.02,,100.0,22.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.4425
2024-07-10,46200.0,48972.0,1.61,2.59,1.29,0.05,1.0,24486.0,23100.0,23100.0,24486.0,,,,,,,,,,,,0.02,,100.0,22.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.4425
2024-07-11,46200.0,46200.0,1.61,2.51,1.29,0.05,1.0,23100.0,23100.0,23100.0,23100.0,,,,,,,,,,,,0.02,,100.0,26.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.5204
2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.02,,23100.0,,,,,23100.0,0.0,0.02,0.0,0.0,84400.0,82205.6,0.08,0.0,,0.0,,0.0
2024-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,57959.0,57959.0,0.06,0.0,,0.0,,0.0
2024-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,52795.0,52583.82,0.05,0.0,,0.0,,0.0
2024-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,51600.0,51393.6,0.05,0.0,,0.0,,0.0
2024-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,41600.0,41600.0,0.04,0.0,,0.0,,0.0
2024-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,31600.0,30399.2,0.03,0.0,,0.0,,0.0
2024-07-22,8500.0,8627.5,0.3,0.53,0.24,0.01,0.0,8627.5,8500.0,8500.0,8627.5,,,8500.0,,,,,,0.01,8500.0,,0.01,,100.0,73.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.7328
2024-07-23,8500.0,8670.0,0.3,0.52,0.24,0.01,0.0,8670.0,8500.0,8500.0,8670.0,,,,,,,,,,,,0.01,,100.0,73.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.7328
2024-07-24,8500.0,9605.0,0.3,0.52,0.24,0.01,0.0,9605.0,8500.0,8500.0,9605.0,,,,,,,,,,,,0.01,,100.0,73.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.7328
2024-07-25,8500.0,8755.0,0.3,0.38,0.24,0.01,0.0,8755.0,8500.0,8500.0,8755.0,,,,,,,,,,,,0.01,,100.0,73.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.7328
2024-07-26,8500.0,8797.5,0.3,0.34,0.24,0.01,0.0,8797.5,8500.0,8500.0,8797.5,,,,,,,,,,,,0.01,,100.0,73.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.7328
2024-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,8500.0,,,,,8500.0,0.0,0.01,0.0,0.0,6600.0,6633.0,0.01,0.0,,0.0,,0.0
2024-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6600.0,6633.0,0.01,0.0,,0.0,,0.0
2024-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6600.0,6732.0,0.01,0.0,,0.0,,0.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6600.0,6831.0,0.01,0.0,,0.0,,0.0
2024-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6600.0,6831.0,0.01,0.0,,0.0,,0.0
2024-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10388.0,0.01,0.0,,0.0,,0.0
2024-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10515.2,0.01,0.0,,0.0,,0.0
2024-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,11024.0,0.01,0.0,,0.0,,0.0
2024-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10865.0,0.01,0.0,,0.0,,0.0
2024-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,9964.0,0.01,0.0,,0.0,,0.0
2024-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10700.0,10593.0,0.01,0.0,,0.0,,0.0
2024-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10700.0,10464.6,0.01,0.0,,0.0,,0.0
2024-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10700.0,10571.6,0.01,0.0,,0.0,,0.0
2024-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10536.4,0.01,0.0,,0.0,,0.0
2024-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10578.8,0.01,0.0,,0.0,,0.0
2024-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10600.0,0.01,0.0,,0.0,,0.0
2024-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10557.6,0.01,0.0,,0.0,,0.0
2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10578.8,0.01,0.0,,0.0,,0.0
2024-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10303.2,0.01,0.0,,0.0,,0.0
2024-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10578.8,0.01,0.0,,0.0,,0.0
2024-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10557.6,0.01,0.0,,0.0,,0.0
2024-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10494.0,0.01,0.0,,0.0,,0.0
2024-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10451.6,0.01,0.0,,0.0,,0.0
2024-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10451.6,0.01,0.0,,0.0,,0.0
2024-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10345.6,0.01,0.0,,0.0,,0.0
2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10451.6,0.01,0.0,,0.0,,0.0
2024-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10494.0,0.01,0.0,,0.0,,0.0
2024-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10133.6,0.01,0.0,,0.0,,0.0
2024-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10345.6,0.01,0.0,,0.0,,0.0
2024-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10388.0,0.01,0.0,,0.0,,0.0
2024-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10388.0,0.01,0.0,,0.0,,0.0
2024-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10388.0,0.01,0.0,,0.0,,0.0
2024-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10176.0,0.01,0.0,,0.0,,0.0
2024-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10176.0,0.01,0.0,,0.0,,0.0
2024-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10282.0,0.01,0.0,,0.0,,0.0
2024-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10260.8,0.01,0.0,,0.0,,0.0
2024-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10600.0,10176.0,0.01,0.0,,0.0,,0.0
