,S500 FP Equity_PX_LAST
2021-11-05,111.176
2021-11-08,110.753
2021-11-09,110.387
2021-11-10,110.795
2021-11-11,110.88
2021-11-12,111.558
2021-11-15,111.795
2021-11-16,113.271
2021-11-17,113.379
2021-11-18,113.203
2021-11-19,113.855
2021-11-22,115.248
2021-11-23,113.535
2021-11-24,114.793
2021-11-25,115.081
2021-11-26,111.225
2021-11-29,112.845
2021-11-30,111.497
2021-12-01,112.734
2021-12-02,110.509
2021-12-03,110.239
2021-12-06,111.35
2021-12-07,114.371
2021-12-08,113.259
2021-12-09,114.026
2021-12-10,113.44
2021-12-13,113.585
2021-12-14,112.15
2021-12-15,112.194
2021-12-16,113.878
2021-12-17,112.672
2021-12-20,109.888
2021-12-21,111.675
2021-12-22,113.186
2021-12-23,114.582
2021-12-24,114.361
2021-12-27,115.378
2021-12-28,116.041
2021-12-29,115.494
2021-12-30,116.101
2021-12-31,115.396
2022-01-03,115.723
2022-01-04,116.351
2022-01-05,115.643
2022-01-06,113.709
2022-01-07,112.687
2022-01-10,111.274
2022-01-11,112.796
2022-01-12,113.276
2022-01-13,112.844
2022-01-14,111.099
2022-01-17,112.038
2022-01-18,110.78
2022-01-19,110.196
2022-01-20,111.061
2022-01-21,108.372
2022-01-24,103.93
2022-01-25,105.065
2022-01-26,107.473
2022-01-27,108.518
2022-01-28,107.292
2022-01-31,109.494
2022-02-01,110.25
2022-02-02,110.812
2022-02-03,109.264
2022-02-04,108.172
2022-02-07,108.784
2022-02-08,109.263
2022-02-09,110.545
2022-02-10,109.549
2022-02-11,108.685
2022-02-14,107.718
2022-02-15,108.702
2022-02-16,108.092
2022-02-17,107.622
2022-02-18,106.288
2022-02-21,104.986
2022-02-22,105.345
2022-02-23,104.605
2022-02-24,103.778
2022-02-25,107.055
2022-02-28,107.672
2022-03-01,107.236
2022-03-02,108.714
2022-03-03,108.923
2022-03-04,108.41
2022-03-07,108.142
2022-03-08,105.322
2022-03-09,106.242
2022-03-10,105.469
2022-03-11,106.924
2022-03-14,105.18
2022-03-15,106.76
2022-03-16,108.464
2022-03-17,108.483
2022-03-18,110.411
2022-03-21,111.437
2022-03-22,112.768
2022-03-23,112.798
2022-03-24,112.697
2022-03-25,113.652
2022-03-28,114.341
2022-03-29,114.802
2022-03-30,114.231
2022-03-31,114.346
2022-04-01,113.362
2022-04-04,114.828
2022-04-05,115.403
2022-04-06,112.924
2022-04-07,112.875
2022-04-08,114.295
2022-04-11,112.186
2022-04-12,112.965
2022-04-13,112.243
2022-04-14,112.952
2022-04-19,113.451
2022-04-20,113.628
2022-04-21,113.855
2022-04-22,110.948
2022-04-25,108.631
2022-04-26,108.821
2022-04-27,110.163
2022-04-28,110.619
2022-04-29,110.218
2022-05-02,107.624
2022-05-03,109.491
2022-05-04,108.077
2022-05-05,108.771
2022-05-06,107.442
2022-05-09,104.819
2022-05-10,104.059
2022-05-11,105.179
2022-05-12,103.892
2022-05-13,106.377
2022-05-16,105.957
2022-05-17,106.326
2022-05-18,104.423
2022-05-19,101.754
2022-05-20,101.161
2022-05-23,102.605
2022-05-24,100.015
2022-05-25,102.285
2022-05-26,103.881
2022-05-27,106.167
2022-05-30,106.936
2022-05-31,106.041
2022-06-01,106.201
2022-06-02,106.007
2022-06-03,105.88
2022-06-06,106.906
2022-06-07,106.38
2022-06-08,106.925
2022-06-09,105.957
2022-06-10,102.459
2022-06-13,99.892
2022-06-14,99.268
2022-06-15,100.026
2022-06-16,96.794
2022-06-17,97.198
2022-06-20,97.478
2022-06-21,98.845
2022-06-22,99.026
2022-06-23,99.53
2022-06-24,101.903
2022-06-27,102.267
2022-06-28,101.931
2022-06-29,101.224
2022-06-30,100.11
2022-07-01,100.546
2022-07-04,101.17
2022-07-05,101.587
2022-07-06,104.035
2022-07-07,106.115
2022-07-08,106.7
2022-07-11,106.271
2022-07-12,106.389
2022-07-13,104.343
2022-07-14,103.719
2022-07-15,105.929
2022-07-18,106.065
2022-07-19,105.949
2022-07-20,107.827
2022-07-21,107.709
2022-07-22,107.438
2022-07-25,107.381
2022-07-26,107.144
2022-07-27,108.606
2022-07-28,110.096
2022-07-29,111.081
2022-08-01,111.204
2022-08-02,111.203
2022-08-03,112.707
2022-08-04,112.151
2022-08-05,112.231
2022-08-08,112.606
2022-08-09,111.71
2022-08-10,112.496
2022-08-11,113.361
2022-08-12,114.686
2022-08-15,116.142
2022-08-16,117.006
2022-08-17,116.228
2022-08-18,117.175
2022-08-19,116.676
2022-08-22,115.856
2022-08-23,114.713
2022-08-24,115.202
2022-08-25,115.728
2022-08-26,113.973
2022-08-29,111.657
2022-08-30,110.21
2022-08-31,109.417
2022-09-01,108.998
2022-09-02,110.585
2022-09-05,109.588
2022-09-06,109.451
2022-09-07,109.337
2022-09-08,110.937
2022-09-09,111.373
2022-09-12,112.08
2022-09-13,109.881
2022-09-14,108.872
2022-09-15,108.042
2022-09-16,105.868
2022-09-19,106.3
2022-09-20,106.469
2022-09-21,107.832
2022-09-22,105.386
2022-09-23,104.619
2022-09-26,105.393
2022-09-27,105.229
2022-09-28,105.22
2022-09-29,102.565
2022-09-30,103.067
2022-10-03,102.777
2022-10-04,104.834
2022-10-05,104.965
2022-10-06,106.236
2022-10-07,103.659
2022-10-10,103.211
2022-10-11,102.601
2022-10-12,102.545
2022-10-13,102.799
2022-10-14,103.283
2022-10-17,104.017
2022-10-18,104.5
2022-10-19,105.025
2022-10-20,105.313
2022-10-21,104.97
2022-10-24,106.491
2022-10-25,107.295
2022-10-26,106.878
2022-10-27,106.514
2022-10-28,107.771
2022-10-31,108.654
2022-11-01,108.24
2022-11-02,107.474
2022-11-03,106.238
2022-11-04,104.5
2022-11-07,105.244
2022-11-08,106.375
2022-11-09,104.879
2022-11-10,107.127
2022-11-11,106.542
2022-11-14,107.32
2022-11-15,107.803
2022-11-16,106.176
2022-11-17,105.876
2022-11-18,106.486
2022-11-21,107.1
2022-11-22,107.789
2022-11-23,108.131
2022-11-24,108.031
2022-11-25,107.748
2022-11-28,106.723
2022-11-29,105.937
2022-11-30,106.104
2022-12-01,107.9
2022-12-02,107.234
2022-12-05,106.417
2022-12-06,104.539
2022-12-07,104.256
2022-12-08,104.736
2022-12-09,104.407
2022-12-12,103.929
2022-12-13,105.964
2022-12-14,105.696
2022-12-15,101.767
2022-12-16,100.584
2022-12-19,100.38
2022-12-20,99.448
2022-12-21,101.233
2022-12-22,100.0
2022-12-23,100.368
2022-12-27,100.042
2022-12-28,99.5
2022-12-29,100.244
2022-12-30,99.527
2023-01-02,101.981
2023-01-03,101.021
2023-01-04,100.47
2023-01-05,100.527
2023-01-06,101.06
2023-01-09,101.5
2023-01-10,100.703
2023-01-11,101.6
2023-01-12,102.096
2023-01-13,102.2
2023-01-16,102.887
2023-01-17,102.79
2023-01-18,101.999
2023-01-19,100.49
2023-01-20,100.916
2023-01-23,103.241
2023-01-24,102.999
2023-01-25,101.827
2023-01-26,103.007
2023-01-27,104.131
2023-01-30,103.656
2023-01-31,103.578
2023-02-01,103.854
2023-02-02,105.878
2023-02-03,107.438
2023-02-06,106.638
2023-02-07,106.864
2023-02-08,107.0
2023-02-09,106.692
2023-02-10,106.188
2023-02-13,107.198
2023-02-14,106.6
2023-02-15,107.398
2023-02-16,107.4
2023-02-17,106.0
2023-02-20,105.853
2023-02-21,104.652
2023-02-22,104.84
2023-02-23,104.871
2023-02-24,104.449
2023-02-27,104.955
2023-02-28,104.434
2023-03-01,102.956
2023-03-02,103.61
2023-03-03,105.5
2023-03-06,106.367
2023-03-07,105.5
2023-03-08,105.5
2023-03-09,105.633
2023-03-10,103.0
2023-03-13,101.102
2023-03-14,102.535
2023-03-15,102.955
2023-03-16,103.985
2023-03-17,103.465
2023-03-20,102.89
2023-03-21,103.593
2023-03-22,104.483
2023-03-23,103.54
2023-03-24,103.208
2023-03-27,103.678
2023-03-28,102.96
2023-03-29,104.106
2023-03-30,104.537
2023-03-31,105.651
2023-04-03,106.1
2023-04-04,105.682
2023-04-05,105.148
2023-04-06,105.218
2023-04-11,105.799
2023-04-12,105.0
2023-04-13,104.714
2023-04-14,105.856
2023-04-17,106.463
2023-04-18,106.474
2023-04-19,105.95
2023-04-20,106.057
2023-04-21,105.765
2023-04-24,105.58
2023-04-25,105.2
2023-04-26,103.898
2023-04-27,104.768
2023-04-28,106.043
2023-05-02,105.392
2023-05-03,105.332
2023-05-04,104.553
2023-05-05,105.87
2023-05-08,106.279
2023-05-09,106.758
2023-05-10,106.628
2023-05-11,107.106
2023-05-12,107.338
2023-05-15,107.626
2023-05-16,107.674
2023-05-17,108.049
2023-05-18,110.073
2023-05-19,109.936
2023-05-22,110.362
2023-05-23,110.058
2023-05-24,108.442
2023-05-25,109.784
2023-05-26,111.218
2023-05-29,111.882
2023-05-30,111.496
2023-05-31,111.16
2023-06-01,111.5
2023-06-02,113.591
2023-06-05,114.035
2023-06-06,113.7
2023-06-07,113.67
2023-06-08,112.941
2023-06-09,113.681
2023-06-12,114.037
2023-06-13,115.122
2023-06-14,114.907
2023-06-15,114.611
2023-06-16,115.105
2023-06-19,114.525
2023-06-20,114.208
2023-06-21,113.396
2023-06-22,113.322
2023-06-23,113.685
2023-06-26,113.026
2023-06-27,112.935
2023-06-28,114.107
2023-06-29,114.54
2023-06-30,115.605
2023-07-03,115.894
2023-07-04,116.075
2023-07-05,116.275
2023-07-06,114.966
2023-07-07,114.517
2023-07-10,113.568
2023-07-11,113.905
2023-07-12,114.09
2023-07-13,113.829
2023-07-14,114.102
2023-07-17,114.169
2023-07-18,114.788
2023-07-19,116.154
2023-07-20,115.98
2023-07-21,116.095
2023-07-24,116.896
2023-07-25,117.452
2023-07-26,116.715
2023-07-27,118.807
2023-07-28,118.024
2023-07-31,118.275
2023-08-01,118.65
2023-08-02,117.524
2023-08-03,116.856
2023-08-04,116.598
2023-08-07,115.927
2023-08-08,115.904
2023-08-09,115.43
2023-08-10,115.985
2023-08-11,115.351
2023-08-14,116.479
2023-08-15,115.744
2023-08-16,115.553
2023-08-17,114.818
2023-08-18,113.91
2023-08-21,114.105
2023-08-22,115.308
2023-08-23,116.112
2023-08-24,115.787
2023-08-25,115.561
2023-08-28,116.294
2023-08-29,117.428
2023-08-30,117.419
2023-08-31,118.8
2023-09-01,119.131
2023-09-04,119.15
2023-09-05,119.9
2023-09-06,118.637
2023-09-07,118.141
2023-09-08,118.756
2023-09-11,118.658
2023-09-12,118.71
2023-09-13,118.973
2023-09-14,120.264
2023-09-15,119.141
2023-09-18,118.891
2023-09-19,118.049
2023-09-20,118.23
2023-09-21,116.213
2023-09-22,116.239
2023-09-25,116.225
2023-09-26,115.093
2023-09-27,115.416
2023-09-28,115.469
2023-09-29,116.026
2023-10-02,116.565
2023-10-03,115.105
2023-10-04,115.065
2023-10-05,114.701
2023-10-06,115.35
2023-10-09,116.06
2023-10-10,117.6
2023-10-11,117.117
2023-10-12,118.38
2023-10-13,117.689
2023-10-16,118.386
2023-10-17,117.828
2023-10-18,117.432
2023-10-19,116.069
2023-10-20,113.904
2023-10-23,113.56
2023-10-24,114.313
2023-10-25,113.697
2023-10-26,112.428
2023-10-27,111.832
2023-10-30,111.58
2023-10-31,112.601
2023-11-01,114.08
2023-11-02,115.687
2023-11-03,116.1
2023-11-06,116.195
2023-11-07,117.306
2023-11-08,117.012
2023-11-09,117.162
2023-11-10,117.247
2023-11-13,118.013
2023-11-14,118.679
2023-11-15,118.824
2023-11-16,118.409
2023-11-17,118.369
2023-11-20,118.429
2023-11-21,118.518
2023-11-22,119.904
2023-11-23,119.543
2023-11-24,119.03
2023-11-27,118.973
2023-11-28,118.636
2023-11-29,118.727
2023-11-30,119.285
2023-12-01,120.398
2023-12-04,119.96
2023-12-05,120.962
2023-12-06,121.07
2023-12-07,121.249
2023-12-08,122.117
2023-12-11,122.252
2023-12-12,122.441
2023-12-13,122.861
2023-12-14,122.405
2023-12-15,123.416
2023-12-18,123.647
2023-12-19,123.53
2023-12-20,124.096
2023-12-21,122.694
2023-12-22,123.203
2023-12-27,122.365
2023-12-28,123.273
2023-12-29,122.757
2024-01-02,123.487
2024-01-03,123.191
2024-01-04,122.862
2024-01-05,122.49
2024-01-08,122.8
2024-01-09,124.151
2024-01-10,124.237
2024-01-11,123.779
2024-01-12,124.41
2024-01-15,124.56
2024-01-16,125.4
2024-01-17,124.92
2024-01-18,125.26
2024-01-19,125.964
2024-01-22,127.306
2024-01-23,127.74
2024-01-24,128.4
2024-01-25,129.08
2024-01-26,128.984
2024-01-29,129.439
2024-01-30,129.896
2024-01-31,128.5
2024-02-01,127.981
2024-02-02,130.51
2024-02-05,130.9
2024-02-06,131.14
2024-02-07,131.87
2024-02-08,132.02
2024-02-09,132.509
2024-02-12,133.53
2024-02-13,132.263
2024-02-14,132.184
2024-02-15,132.348
2024-02-16,132.994
2024-02-19,132.54
2024-02-20,130.89
2024-02-21,130.737
2024-02-22,133.61
2024-02-23,134.18
2024-02-26,133.48
2024-02-27,133.112
2024-02-28,133.19
2024-02-29,133.644
2024-03-01,134.357
2024-03-04,134.37
2024-03-05,133.159
2024-03-06,133.235
2024-03-07,133.66
2024-03-08,134.037
2024-03-11,133.41
2024-03-12,134.51
2024-03-13,134.533
2024-03-14,134.872
2024-03-15,133.768
2024-03-18,135.613
2024-03-19,135.791
2024-03-20,136.034
2024-03-21,137.945
2024-03-22,138.007
2024-03-25,137.7
2024-03-26,137.941
2024-03-27,137.794
2024-03-28,138.67
2024-04-02,137.673
2024-04-03,137.734
2024-04-04,137.705
2024-04-05,136.503
2024-04-08,136.873
2024-04-09,135.996
2024-04-10,136.882
2024-04-11,137.298
2024-04-12,138.341
2024-04-15,137.992
2024-04-16,135.992
2024-04-17,135.054
2024-04-18,135.067
2024-04-19,133.336
2024-04-22,133.249
2024-04-23,134.87
2024-04-24,135.249
2024-04-25,133.676
2024-04-26,136.888
2024-04-29,136.744
2024-04-30,136.377
2024-05-02,135.028
2024-05-03,136.062
2024-05-06,137.088
2024-05-07,137.97
2024-05-08,137.965
2024-05-09,138.131
2024-05-10,138.411
2024-05-13,138.359
2024-05-14,138.399
2024-05-15,139.648
2024-05-16,140.516
2024-05-17,139.866
2024-05-20,140.636
2024-05-21,140.728
2024-05-22,140.89
2024-05-23,141.293
2024-05-24,140.635
2024-05-27,140.809
2024-05-28,140.774
2024-05-29,140.628
2024-05-30,139.861
2024-05-31,138.64
2024-06-03,139.801
2024-06-04,139.748
2024-06-05,141.554
2024-06-06,142.021
2024-06-07,143.268
2024-06-10,143.864
2024-06-11,144.09
2024-06-12,145.002
2024-06-13,145.714
2024-06-14,146.788
2024-06-17,146.89
2024-06-18,147.603
2024-06-19,148.155
2024-06-20,148.498
2024-06-21,147.952
2024-06-24,147.734
2024-06-25,147.571
2024-06-26,147.604
2024-06-27,147.534
2024-06-28,148.289
2024-07-01,147.247
2024-07-02,147.494
2024-07-03,147.99
2024-07-04,147.933
2024-07-05,148.339
2024-07-08,148.829
2024-07-09,149.654
2024-07-10,149.945
2024-07-11,149.143
2024-07-12,149.951
2024-07-15,150.493
2024-07-16,150.839
2024-07-17,148.854
2024-07-18,147.882
2024-07-19,146.991
2024-07-22,147.669
2024-07-23,149.342
2024-07-24,145.838
2024-07-25,145.353
2024-07-26,145.155
2024-07-29,145.622
2024-07-30,145.301
2024-07-31,147.566
2024-08-01,146.331
2024-08-02,140.967
2024-08-05,137.179
2024-08-06,138.593
2024-08-07,140.167
2024-08-08,140.074
2024-08-09,140.76
2024-08-12,141.145
2024-08-13,142.582
2024-08-14,142.941
2024-08-15,145.358
2024-08-16,145.744
2024-08-19,146.046
2024-08-20,145.935
2024-08-21,145.659
2024-08-22,145.876
2024-08-23,145.648
2024-08-26,145.699
2024-08-27,145.863
2024-08-28,145.639
2024-08-29,147.169
2024-08-30,146.299
2024-09-02,147.448
2024-09-03,145.771
2024-09-04,143.856
2024-09-05,142.943
2024-09-06,141.334
2024-09-09,142.85
2024-09-10,143.358
2024-09-11,142.636
2024-09-12,145.369
2024-09-13,146.415
2024-09-16,145.787
2024-09-17,146.506
2024-09-18,145.896
2024-09-19,147.764
2024-09-20,147.067
2024-09-23,147.828
2024-09-24,147.552
2024-09-25,147.976
2024-09-26,147.804
2024-09-27,148.713
2024-09-30,148.459
2024-10-01,148.691
2024-10-02,148.934
2024-10-03,149.233
2024-10-04,149.913
2024-10-07,150.629
2024-10-08,150.901
2024-10-09,152.28
2024-10-10,152.522
2024-10-11,152.956
2024-10-14,154.576
2024-10-15,154.702
2024-10-16,154.696
2024-10-17,156.108
2024-10-18,155.496
2024-10-21,155.435
2024-10-22,156.004
2024-10-23,155.642
2024-10-24,155.39
2024-10-25,156.229
2024-10-28,155.988
2024-10-29,156.144
2024-10-30,155.36
2024-10-31,152.087
2024-11-01,152.431
2024-11-04,151.261
2024-11-05,152.069
2024-11-06,158.212
2024-11-07,159.015
2024-11-08,160.841
2024-11-11,162.387
2024-11-12,162.8
2024-11-13,163.106
2024-11-14,162.885
2024-11-15,160.601
2024-11-18,161.142
2024-11-19,161.006
2024-11-20,161.14
2024-11-21,163.299
2024-11-22,165.248
2024-11-25,164.736
2024-11-26,165.186
2024-11-27,163.653
2024-11-28,164.337
2024-11-29,164.831
2024-12-02,166.108
2024-12-03,165.726
2024-12-04,166.184
2024-12-05,165.986
2024-12-06,165.692
2024-12-09,164.958
2024-12-10,165.934
2024-12-11,166.934
2024-12-12,166.663
2024-12-13,165.569
2024-12-16,165.524
2024-12-17,165.12
2024-12-18,166.222
2024-12-19,163.69
2024-12-20,164.02
2024-12-23,163.729
2024-12-24,165.31
2024-12-27,164.531
2024-12-30,163.578
2024-12-31,163.82
2025-01-02,164.924
2025-01-03,164.925
2025-01-06,166.21
2025-01-07,164.498
2025-01-08,164.595
2025-01-09,164.772
2025-01-10,162.776
2025-01-13,162.553
2025-01-14,162.318
2025-01-15,165.177
2025-01-16,165.167
2025-01-17,166.887
2025-01-20,165.566
2025-01-21,165.203
2025-01-22,166.821
2025-01-23,167.026
2025-01-24,165.789
2025-01-27,162.51
2025-01-28,165.214
2025-01-29,165.727
2025-01-30,164.846
2025-01-31,167.043
2025-02-03,165.222
2025-02-04,164.962
2025-02-05,163.787
2025-02-06,165.817
2025-02-07,165.553
2025-02-10,166.459
2025-02-11,165.975
2025-02-12,164.864
2025-02-13,165.591
2025-02-14,165.221
2025-02-17,166.03
2025-02-18,166.435
2025-02-19,167.384
2025-02-20,165.806
2025-02-21,166.03
2025-02-24,164.086
2025-02-25,161.202
2025-02-26,162.507
2025-02-27,162.94
2025-02-28,160.998
2025-03-03,161.095
2025-03-04,155.794
2025-03-05,152.112
2025-03-06,152.991
2025-03-07,150.131
2025-03-10,148.98
2025-03-11,145.103
2025-03-12,146.18
2025-03-13,145.025
2025-03-14,146.585
2025-03-17,146.783
2025-03-18,146.207
2025-03-19,147.756
2025-03-20,148.371
2025-03-21,148.186
2025-03-24,151.571
2025-03-25,151.381
2025-03-26,150.95
2025-03-27,150.426
2025-03-28,147.083
2025-03-31,146.354
2025-04-01,148.66
2025-04-02,148.657
2025-04-03,140.585
2025-04-04,134.795
2025-04-07,130.516
2025-04-08,134.856
2025-04-09,128.264
2025-04-10,133.359
2025-04-11,132.073
2025-04-14,135.952
2025-04-15,136.972
2025-04-16,134.321
2025-04-17,132.353
2025-04-22,130.626
2025-04-23,135.0
2025-04-24,135.993
2025-04-25,136.675
2025-04-28,136.666
2025-04-29,137.388
2025-04-30,137.726
2025-05-02,141.426
2025-05-05,142.08
2025-05-06,141.131
2025-05-07,139.959
2025-05-08,142.609
2025-05-09,142.177
2025-05-12,147.616
2025-05-13,149.068
2025-05-14,148.87
2025-05-15,149.252
2025-05-16,150.343
2025-05-19,149.319
2025-05-20,149.408
2025-05-21,147.875
2025-05-22,146.419
2025-05-23,144.291
2025-05-26,145.552
2025-05-27,146.889
2025-05-28,147.624
2025-05-29,146.869
2025-05-30,146.659
2025-06-02,145.498
2025-06-03,147.868
2025-06-04,148.042
2025-06-05,148.237
2025-06-06,149.198
2025-06-09,149.337
2025-06-10,149.471
2025-06-11,149.214
2025-06-12,147.62
2025-06-13,147.09
2025-06-16,147.566
2025-06-17,147.641
2025-06-18,147.332
2025-06-19,146.192
2025-06-20,146.846
2025-06-23,146.361
2025-06-24,147.939
2025-06-25,148.635
2025-06-26,148.391
2025-06-27,149.484
2025-06-30,149.232
2025-07-01,149.509
2025-07-02,149.913
2025-07-03,151.565
2025-07-04,150.469
2025-07-07,151.115
2025-07-08,151.46
2025-07-09,151.675
2025-07-10,153.101
2025-07-11,152.204
2025-07-14,152.13
2025-07-15,153.723
2025-07-16,151.081
2025-07-17,154.147
2025-07-18,153.455
2025-07-21,153.575
2025-07-22,152.488
2025-07-23,153.438
2025-07-24,154.4
2025-07-25,154.85
2025-07-28,156.634
2025-07-29,157.364
2025-07-30,158.013
2025-07-31,159.264
2025-08-01,154.111
2025-08-04,156.199
2025-08-05,155.68
2025-08-06,155.629
2025-08-07,155.438
2025-08-08,156.183
2025-08-11,157.46
2025-08-12,157.568
2025-08-13,157.679
2025-08-14,158.577
2025-08-15,157.618
2025-08-18,158.011
2025-08-19,157.809
2025-08-20,156.687
2025-08-21,157.473
2025-08-22,158.185
2025-08-25,158.446
2025-08-26,158.118
2025-08-27,159.645
2025-08-28,158.847
2025-08-29,158.007
