,YIEL FP Equity_DX_DSS,YIEL FP Equity_PX_LAST
2015-08-14,,117.24
2015-08-17,,117.24
2015-08-18,,117.14
2015-08-19,,116.99
2015-08-20,,116.58
2015-08-21,,116.25
2015-08-24,,115.02
2015-08-25,,115.92
2015-08-26,,116.09
2015-08-27,,116.68
2015-08-28,,116.73
2015-08-31,,116.73
2015-09-01,,116.45
2015-09-02,,116.19
2015-09-03,,116.01
2015-09-04,,115.82
2015-09-07,,115.79
2015-09-08,,115.8
2015-09-09,,116.23
2015-09-10,,115.89
2015-09-11,,115.84
2015-09-14,,115.76
2015-09-15,,115.52
2015-09-16,,115.62
2015-09-17,,115.63
2015-09-18,,115.34
2015-09-21,,114.6
2015-09-22,,113.7
2015-09-23,,113.48
2015-09-24,,112.72
2015-09-25,,112.8
2015-09-28,,111.61
2015-09-29,,110.04
2015-09-30,,110.37
2015-10-01,,111.23
2015-10-02,,111.45
2015-10-05,,112.22
2015-10-06,,112.97
2015-10-07,,113.62
2015-10-08,,113.53
2015-10-09,,114.14
2015-10-12,,114.5
2015-10-13,,114.23
2015-10-14,,113.94
2015-10-15,,113.89
2015-10-16,,114.31
2015-10-19,,114.33
2015-10-20,,114.65
2015-10-21,,114.08
2015-10-22,,114.16
2015-10-23,,115.13
2015-10-26,,115.46
2015-10-27,,115.21
2015-10-28,,115.63
2015-10-29,,115.86
2015-10-30,,115.73
2015-11-02,,115.86
2015-11-03,,116.2
2015-11-04,,116.99
2015-11-05,,116.68
2015-11-06,,116.38
2015-11-09,,116.13
2015-11-10,,116.3
2015-11-11,,116.25
2015-11-12,,116.31
2015-11-13,,115.74
2015-11-16,,115.46
2015-11-17,,115.71
2015-11-18,,115.82
2015-11-19,,116.05
2015-11-20,,116.2
2015-11-23,,116.11
2015-11-24,,115.79
2015-11-25,,114.79
2015-11-26,,115.16
2015-11-27,,115.28
2015-11-30,,115.28
2015-12-01,,115.18
2015-12-02,,114.94
2015-12-03,,114.56
2015-12-04,,114.22
2015-12-07,,114.27
2015-12-08,,113.55
2015-12-09,,112.92
2015-12-10,,112.92
2015-12-11,,111.6
2015-12-14,,110.08
2015-12-15,,111.66
2015-12-16,,112.01
2015-12-17,,112.73
2015-12-18,,112.05
2015-12-21,,112.1
2015-12-22,,112.0
2015-12-23,,112.21
2015-12-28,,112.28
2015-12-29,,112.06
2015-12-30,,112.12
2016-01-04,,112.01
2016-01-05,,111.92
2016-01-06,,111.92
2016-01-07,,111.27
2016-01-08,,112.27
2016-01-11,,111.59
2016-01-12,,111.2
2016-01-13,,110.95
2016-01-14,,110.05
2016-01-15,,108.98
2016-01-18,,108.45
2016-01-19,,109.28
2016-01-20,,107.92
2016-01-21,,108.35
2016-01-22,,110.2
2016-01-25,,110.04
2016-01-26,,109.76
2016-01-27,,110.59
2016-01-28,,111.08
2016-01-29,,111.49
2016-02-01,,111.55
2016-02-02,,111.15
2016-02-03,,110.55
2016-02-04,,110.9
2016-02-05,,110.64
2016-02-08,,109.65
2016-02-09,,108.62
2016-02-10,,109.61
2016-02-11,,108.15
2016-02-12,,108.0
2016-02-15,,109.47
2016-02-16,,109.32
2016-02-17,,110.13
2016-02-18,,110.91
2016-02-19,,110.3
2016-02-22,0.0,110.93
2016-02-23,0.0,110.82
2016-02-24,0.0,110.14
2016-02-25,0.0,110.03
2016-02-26,,110.66
2016-02-29,,110.56
2016-03-01,,111.09
2016-03-02,,111.44
2016-03-03,,111.51
2016-03-04,,112.41
2016-03-07,,112.4
2016-03-08,,112.53
2016-03-09,,112.6
2016-03-10,,113.92
2016-03-11,,115.78
2016-03-14,,118.17
2016-03-15,,115.2
2016-03-16,,114.28
2016-03-17,,114.54
2016-03-18,,114.97
2016-03-21,,114.86
2016-03-22,,114.38
2016-03-23,,115.03
2016-03-24,,114.27
2016-03-29,,114.45
2016-03-30,,114.75
2016-03-31,,114.9
2016-04-01,,114.78
2016-04-04,,114.63
2016-04-05,,114.67
2016-04-06,,114.63
2016-04-07,,114.81
2016-04-08,,114.57
2016-04-11,,115.11
2016-04-12,,115.01
2016-04-13,,116.09
2016-04-14,,116.33
2016-04-15,,116.35
2016-04-18,,116.29
2016-04-19,,116.74
2016-04-20,,116.73
2016-04-21,,116.87
2016-04-22,,117.47
2016-04-25,,117.29
2016-04-26,,117.11
2016-04-27,,116.86
2016-04-28,,117.1
2016-04-29,,117.1
2016-05-02,,117.11
2016-05-03,,116.53
2016-05-04,,116.01
2016-05-05,,116.14
2016-05-06,,116.14
2016-05-09,,115.67
2016-05-10,,115.55
2016-05-11,,115.62
2016-05-12,,115.59
2016-05-13,,115.97
2016-05-16,,115.62
2016-05-17,,115.98
2016-05-18,,115.97
2016-05-19,,115.74
2016-05-20,,116.16
2016-05-23,,115.89
2016-05-24,,116.1
2016-05-25,,116.71
2016-05-26,,116.98
2016-05-27,,116.98
2016-05-30,,116.98
2016-05-31,,117.27
2016-06-01,,117.34
2016-06-02,,117.3
2016-06-03,,117.32
2016-06-06,,117.52
2016-06-07,,117.67
2016-06-08,,117.82
2016-06-09,,118.14
2016-06-10,,118.0
2016-06-13,,116.85
2016-06-14,,115.29
2016-06-15,,116.36
2016-06-16,,115.24
2016-06-17,,115.45
2016-06-20,,116.7
2016-06-21,,117.05
2016-06-22,,117.15
2016-06-23,,117.5
2016-06-24,,115.49
2016-06-27,,113.91
2016-06-28,,115.17
2016-06-29,,116.34
2016-06-30,,116.64
2016-07-01,,117.5
2016-07-04,,118.19
2016-07-05,,117.61
2016-07-07,,112.4
2016-07-08,,112.9
2016-07-11,,112.89
2016-07-12,,113.49
2016-07-13,,113.71
2016-07-14,,113.7
2016-07-15,,113.58
2016-07-18,,113.46
2016-07-19,,113.28
2016-07-20,,113.51
2016-07-21,,114.09
2016-07-22,,113.9
2016-07-25,,113.91
2016-07-26,,113.83
2016-07-27,,113.97
2016-07-28,,113.98
2016-07-29,,113.96
2016-08-01,,114.2
2016-08-02,,113.75
2016-08-03,,114.09
2016-08-04,,114.24
2016-08-05,,114.46
2016-08-08,,114.68
2016-08-09,,115.13
2016-08-10,,115.2
2016-08-11,,115.28
2016-08-12,,115.45
2016-08-15,,115.66
2016-08-16,,115.5
2016-08-17,,115.33
2016-08-18,,115.39
2016-08-19,,115.37
2016-08-22,,115.35
2016-08-23,,115.52
2016-08-24,,115.57
2016-08-25,,115.61
2016-08-26,,115.63
2016-08-29,,115.52
2016-08-30,,115.67
2016-08-31,,115.8
2016-09-01,,115.88
2016-09-02,,115.85
2016-09-05,,116.1
2016-09-06,,116.06
2016-09-07,,116.28
2016-09-08,,116.16
2016-09-09,,115.33
2016-09-12,,114.35
2016-09-13,,114.56
2016-09-14,,114.46
2016-09-15,,114.18
2016-09-16,,113.97
2016-09-19,,114.22
2016-09-20,,114.24
2016-09-21,,114.34
2016-09-22,,115.19
2016-09-23,,114.92
2016-09-26,,114.47
2016-09-27,,114.18
2016-09-28,,114.4
2016-09-29,,114.8
2016-09-30,,114.61
2016-10-03,,114.63
2016-10-04,,114.9
2016-10-05,,114.64
2016-10-06,,114.88
2016-10-07,,114.72
2016-10-10,,114.87
2016-10-11,,114.85
2016-10-12,,114.88
2016-10-13,,114.82
2016-10-14,,115.25
2016-10-17,,115.14
2016-10-18,,115.36
2016-10-19,,115.56
2016-10-20,,115.9
2016-10-21,,115.91
2016-10-24,,116.11
2016-10-25,,116.23
2016-10-26,,116.08
2016-10-27,,115.89
2016-10-28,,115.44
2016-10-31,,115.19
2016-11-01,,115.07
2016-11-02,,115.06
2016-11-03,,115.37
2016-11-04,,115.25
2016-11-07,,115.38
2016-11-08,,115.32
2016-11-09,,115.09
2016-11-10,,114.96
2016-11-11,,114.15
2016-11-14,,113.33
2016-11-15,,113.71
2016-11-16,,113.74
2016-11-17,,114.27
2016-11-18,,113.63
2016-11-21,,113.56
2016-11-22,,114.65
2016-11-23,,114.39
2016-11-24,,114.67
2016-11-25,,114.76
2016-11-28,,114.71
2016-11-29,,114.87
2016-11-30,,114.93
2016-12-01,,114.54
2016-12-02,,114.4
2016-12-05,,114.81
2016-12-06,,115.02
2016-12-07,,115.69
2016-12-08,,115.75
2016-12-09,,115.98
2016-12-12,,116.31
2016-12-13,,116.61
2016-12-14,,116.7
2016-12-15,,116.32
2016-12-16,,116.43
2016-12-19,,116.52
2016-12-20,,116.7
2016-12-21,,116.62
2016-12-22,,116.58
2016-12-23,,116.63
2016-12-27,,116.79
2016-12-28,,116.71
2016-12-29,,116.89
2016-12-30,,116.89
2017-01-02,,116.91
2017-01-03,,117.19
2017-01-04,,117.57
2017-01-05,,117.75
2017-01-06,,117.52
2017-01-09,,117.42
2017-01-10,,117.52
2017-01-11,,117.68
2017-01-12,,117.18
2017-01-13,,117.31
2017-01-16,,117.31
2017-01-17,,117.56
2017-01-18,,117.44
2017-01-19,,117.65
2017-01-20,,117.69
2017-01-23,,117.66
2017-01-24,,117.65
2017-01-25,,117.45
2017-01-26,,117.67
2017-01-27,,117.62
2017-01-30,,117.5
2017-01-31,,116.95
2017-02-01,,117.2
2017-02-02,,117.59
2017-02-03,,117.48
2017-02-06,,117.47
2017-02-07,,117.5
2017-02-08,,117.59
2017-02-09,,117.99
2017-02-10,,117.43
2017-02-13,,117.62
2017-02-14,,117.84
2017-02-15,,117.82
2017-02-16,,118.03
2017-02-17,,117.88
2017-02-20,,117.92
2017-02-21,,118.57
2017-02-22,,118.21
2017-02-23,,118.2
2017-02-24,,118.34
2017-02-27,,118.17
2017-02-28,,118.07
2017-03-01,,118.13
2017-03-02,,118.34
2017-03-03,,118.27
2017-03-06,,118.31
2017-03-07,,118.28
2017-03-08,,117.63
2017-03-09,,117.09
2017-03-10,,117.1
2017-03-13,,117.01
2017-03-14,,117.01
2017-03-15,,116.93
2017-03-16,,116.81
2017-03-17,,117.5
2017-03-20,,117.53
2017-03-21,,117.36
2017-03-22,,117.09
2017-03-23,,117.31
2017-03-24,,117.24
2017-03-27,,117.15
2017-03-28,,117.12
2017-03-29,,117.27
2017-03-30,,117.42
2017-03-31,,117.6
2017-04-03,,117.53
2017-04-04,,117.42
2017-04-05,,117.65
2017-04-06,,117.71
2017-04-07,,117.66
2017-04-10,,117.71
2017-04-11,,117.65
2017-04-12,,117.66
2017-04-13,,117.73
2017-04-18,,117.59
2017-04-19,,117.66
2017-04-20,,117.79
2017-04-21,,117.82
2017-04-24,,118.29
2017-04-25,,118.2
2017-04-26,,118.54
2017-04-27,,118.57
2017-04-28,,118.69
2017-05-02,,118.88
2017-05-03,,119.05
2017-05-04,,119.16
2017-05-05,,119.16
2017-05-08,,119.14
2017-05-09,,119.24
2017-05-10,,119.38
2017-05-11,,119.35
2017-05-12,,119.42
2017-05-15,,119.29
2017-05-16,,119.43
2017-05-17,,119.18
2017-05-18,,118.94
2017-05-19,,119.1
2017-05-22,,119.42
2017-05-23,,119.44
2017-05-24,,119.53
2017-05-25,,119.61
2017-05-26,,119.57
2017-05-29,,119.58
2017-05-30,,119.62
2017-05-31,,119.7
2017-06-01,,119.82
2017-06-02,,119.98
2017-06-05,,120.0
2017-06-06,,120.0
2017-06-07,,120.04
2017-06-08,,120.03
2017-06-09,,120.04
2017-06-12,,120.12
2017-06-13,,120.19
2017-06-14,,120.16
2017-06-15,,120.31
2017-06-16,,120.34
2017-06-19,,120.44
2017-06-20,,120.54
2017-06-21,,120.33
2017-06-22,,120.19
2017-06-23,,120.41
2017-06-26,,120.39
2017-06-27,,120.37
2017-06-28,,120.12
2017-06-29,,119.99
2017-06-30,,119.92
2017-07-03,,119.94
2017-07-04,,120.01
2017-07-05,,119.95
2017-07-06,,119.74
2017-07-07,,119.34
2017-07-10,,119.19
2017-07-11,,119.38
2017-07-12,,115.06
2017-07-13,,115.23
2017-07-14,,115.2
2017-07-17,,115.23
2017-07-18,,115.26
2017-07-19,,115.6
2017-07-20,,115.61
2017-07-21,,115.78
2017-07-24,,115.83
2017-07-25,,115.83
2017-07-26,,115.73
2017-07-27,,116.07
2017-07-28,,116.04
2017-07-31,,116.17
2017-08-01,,116.15
2017-08-02,,116.16
2017-08-03,,116.32
2017-08-04,,116.41
2017-08-07,,116.64
2017-08-08,,116.62
2017-08-09,,116.33
2017-08-10,,116.08
2017-08-11,,115.82
2017-08-14,,116.11
2017-08-15,,116.02
2017-08-16,,116.0
2017-08-17,,116.07
2017-08-18,,116.04
2017-08-21,,115.98
2017-08-22,,116.13
2017-08-23,,116.09
2017-08-24,,116.12
2017-08-25,,116.21
2017-08-28,,116.21
2017-08-29,,116.2
2017-08-30,,116.2
2017-08-31,,116.27
2017-09-01,,116.31
2017-09-04,,116.31
2017-09-05,,116.37
2017-09-06,,116.19
2017-09-07,,116.48
2017-09-08,,116.45
2017-09-11,,116.37
2017-09-12,,116.33
2017-09-13,,116.5
2017-09-14,,116.48
2017-09-15,,116.37
2017-09-18,,116.62
2017-09-19,,116.46
2017-09-20,,116.72
2017-09-21,,116.73
2017-09-22,,116.65
2017-09-25,,116.88
2017-09-26,,116.79
2017-09-27,,116.74
2017-09-28,,116.92
2017-09-29,,116.94
2017-10-02,,116.98
2017-10-03,,116.95
2017-10-04,,116.99
2017-10-05,,117.05
2017-10-06,,117.08
2017-10-09,,117.04
2017-10-10,,117.01
2017-10-11,,117.15
2017-10-12,,117.36
2017-10-13,,117.43
2017-10-16,,117.43
2017-10-17,,117.67
2017-10-18,,117.72
2017-10-19,,117.63
2017-10-20,,117.75
2017-10-23,,117.67
2017-10-24,,117.77
2017-10-25,,117.5
2017-10-26,,117.82
2017-10-27,,117.85
2017-10-30,,118.04
2017-10-31,,118.18
2017-11-01,,118.29
2017-11-02,,118.45
2017-11-03,,118.52
2017-11-06,,118.51
2017-11-07,,118.38
2017-11-08,,118.08
2017-11-09,,117.7
2017-11-10,,117.99
2017-11-13,,117.33
2017-11-14,,117.04
2017-11-15,,116.49
2017-11-16,,117.26
2017-11-17,,117.1
2017-11-20,,117.2
2017-11-21,,117.29
2017-11-22,,117.29
2017-11-23,,117.35
2017-11-24,,117.42
2017-11-27,,117.49
2017-11-28,,117.36
2017-11-29,,117.53
2017-11-30,,117.29
2017-12-01,,117.14
2017-12-04,,117.12
2017-12-05,,117.38
2017-12-06,,116.87
2017-12-07,,116.97
2017-12-08,,116.96
2017-12-11,,116.97
2017-12-12,,116.97
2017-12-13,,116.95
2017-12-14,,116.97
2017-12-15,,116.85
2017-12-18,,116.97
2017-12-19,,116.95
2017-12-20,,116.93
2017-12-21,,117.22
2017-12-22,,117.1
2017-12-27,,117.09
2017-12-28,,117.06
2017-12-29,,117.1
2018-01-02,,117.24
2018-01-03,,117.78
2018-01-04,,117.96
2018-01-05,,117.93
2018-01-08,,118.02
2018-01-09,,118.12
2018-01-10,,117.63
2018-01-11,,117.57
2018-01-12,,117.7
2018-01-15,,117.73
2018-01-16,,117.62
2018-01-17,,117.63
2018-01-18,,117.76
2018-01-19,,117.8
2018-01-22,,117.9
2018-01-23,,118.0
2018-01-24,,117.79
2018-01-25,,117.9
2018-01-26,,117.72
2018-01-29,,117.42
2018-01-30,,117.32
2018-01-31,,117.23
2018-02-01,,117.24
2018-02-02,,117.12
2018-02-05,,116.77
2018-02-06,,116.7
2018-02-07,,117.14
2018-02-08,,116.88
2018-02-09,,116.21
2018-02-12,,116.46
2018-02-13,,115.77
2018-02-14,,115.71
2018-02-15,,116.17
2018-02-16,,116.51
2018-02-19,,116.66
2018-02-20,,116.36
2018-02-21,,116.4
2018-02-22,,116.37
2018-02-23,,116.16
2018-02-26,,116.17
2018-02-27,,116.36
2018-02-28,,116.37
2018-03-01,,116.48
2018-03-02,,116.17
2018-03-05,,116.04
2018-03-06,,116.36
2018-03-07,,116.46
2018-03-08,,116.51
2018-03-09,,116.59
2018-03-12,,117.09
2018-03-13,,117.03
2018-03-14,,116.79
2018-03-15,,116.76
2018-03-16,,116.68
2018-03-19,,116.56
2018-03-20,,116.53
2018-03-21,,116.28
2018-03-22,,116.19
2018-03-23,,116.07
2018-03-26,,116.03
2018-03-27,,116.41
2018-03-28,,116.28
2018-03-29,,116.38
2018-04-03,,116.13
2018-04-04,,115.98
2018-04-05,,116.62
2018-04-06,,116.4
2018-04-09,,116.45
2018-04-10,,116.63
2018-04-11,,116.63
2018-04-12,,117.0
2018-04-13,,117.17
2018-04-16,,117.23
2018-04-17,,117.5
2018-04-18,,117.34
2018-04-19,,117.19
2018-04-20,,117.02
2018-04-23,,117.12
2018-04-24,,117.08
2018-04-25,,117.0
2018-04-26,,117.07
2018-04-27,,116.98
2018-04-30,,116.99
2018-05-02,,116.8
2018-05-03,,117.1
2018-05-04,,116.94
2018-05-07,,117.0
2018-05-08,,116.96
2018-05-09,,116.78
2018-05-10,,116.91
2018-05-11,,116.98
2018-05-14,,116.9
2018-05-15,,116.79
2018-05-16,,116.69
2018-05-17,,116.86
2018-05-18,,116.48
2018-05-21,,116.21
2018-05-22,,116.29
2018-05-23,,116.07
2018-05-24,,116.28
2018-05-25,,115.58
2018-05-28,,115.41
2018-05-29,,114.62
2018-05-30,,115.03
2018-05-31,,115.84
2018-06-01,,115.93
2018-06-04,,116.4
2018-06-05,,116.38
2018-06-06,,116.02
2018-06-07,,116.03
2018-06-08,,115.71
2018-06-11,,115.91
2018-06-12,,115.94
2018-06-13,,116.15
2018-06-14,,116.18
2018-06-15,,116.34
2018-06-18,,116.06
2018-06-19,,115.99
2018-06-20,,116.28
2018-06-21,,115.7
2018-06-22,,116.04
2018-06-25,,115.5
2018-06-26,,115.22
2018-06-27,,115.26
2018-06-28,,114.58
2018-06-29,,114.72
2018-07-02,,114.67
2018-07-03,,115.05
2018-07-04,,115.1
2018-07-05,,115.68
2018-07-06,,115.86
2018-07-09,,116.2
2018-07-10,,116.29
2018-07-11,,111.78
2018-07-12,,111.95
2018-07-13,,112.15
2018-07-16,,112.26
2018-07-17,,112.11
2018-07-18,,112.32
2018-07-19,,112.2
2018-07-20,,112.06
2018-07-23,,112.03
2018-07-24,,112.08
2018-07-25,,112.26
2018-07-26,,112.34
2018-07-27,,112.42
2018-07-30,,112.31
2018-07-31,,112.2
2018-08-01,,112.52
2018-08-02,,112.51
2018-08-03,,112.37
2018-08-06,,112.47
2018-08-07,,112.47
2018-08-08,,112.65
2018-08-09,,112.68
2018-08-10,,112.41
2018-08-13,,112.2
2018-08-14,,112.49
2018-08-15,,112.04
2018-08-16,,112.35
2018-08-17,,112.29
2018-08-20,,112.4
2018-08-21,,112.53
2018-08-22,,112.62
2018-08-23,,112.73
2018-08-24,,112.64
2018-08-27,,112.73
2018-08-28,,112.64
2018-08-29,,112.69
2018-08-30,,112.55
2018-08-31,,112.33
2018-09-03,,112.26
2018-09-04,,112.08
2018-09-05,,111.87
2018-09-06,,111.93
2018-09-07,,111.96
2018-09-10,,112.13
2018-09-11,,112.29
2018-09-12,,112.09
2018-09-13,,112.16
2018-09-14,,112.4
2018-09-17,,112.33
2018-09-18,,112.39
2018-09-19,,112.7
2018-09-20,,112.84
2018-09-21,,112.83
2018-09-24,,112.76
2018-09-25,,112.65
2018-09-26,,112.69
2018-09-27,,112.62
2018-09-28,,112.31
2018-10-01,,112.74
2018-10-02,,112.56
2018-10-03,,112.82
2018-10-04,,112.67
2018-10-05,,112.49
2018-10-08,,112.37
2018-10-09,,111.97
2018-10-10,,111.95
2018-10-11,,111.74
2018-10-12,,112.16
2018-10-15,,112.14
2018-10-16,,112.1
2018-10-17,,111.95
2018-10-18,,111.97
2018-10-19,,111.52
2018-10-22,,111.84
2018-10-23,,111.47
2018-10-24,,111.34
2018-10-25,,111.08
2018-10-26,,110.93
2018-10-29,,111.2
2018-10-30,,111.11
2018-10-31,,111.1
2018-11-01,,111.32
2018-11-02,,111.74
2018-11-05,,111.51
2018-11-06,,111.48
2018-11-07,,111.95
2018-11-08,,111.93
2018-11-09,,111.533
2018-11-12,,111.02
2018-11-13,,110.953
2018-11-14,,110.53
2018-11-15,,109.867
2018-11-16,,109.39
2018-11-19,,108.718
2018-11-20,,108.185
2018-11-21,,108.84
2018-11-22,,109.2
2018-11-23,,108.916
2018-11-26,,109.223
2018-11-27,,108.649
2018-11-28,,108.48
2018-11-29,,108.557
2018-11-30,,108.493
2018-12-03,,108.838
2018-12-04,,108.257
2018-12-05,,107.77
2018-12-06,,107.42
2018-12-07,,107.801
2018-12-10,,107.168
2018-12-11,,107.35
2018-12-12,,107.89
2018-12-13,,108.665
2018-12-14,,108.482
2018-12-17,,108.283
2018-12-18,,108.074
2018-12-19,,108.254
2018-12-20,,107.844
2018-12-21,,107.464
2018-12-24,,107.528
2018-12-27,,107.79
2018-12-28,,107.529
2018-12-31,,107.77
2019-01-02,,107.3
2019-01-03,,106.872
2019-01-04,,107.345
2019-01-07,,107.655
2019-01-08,,108.17
2019-01-09,,108.912
2019-01-10,,108.608
2019-01-11,,109.21
2019-01-14,,108.793
2019-01-15,,108.975
2019-01-16,,109.74
2019-01-17,,109.29
2019-01-18,,109.879
2019-01-21,,110.23
2019-01-22,,109.625
2019-01-23,,109.63
2019-01-24,,109.606
2019-01-25,,109.849
2019-01-28,,109.781
2019-01-29,,109.686
2019-01-30,,109.986
2019-01-31,,110.87
2019-02-01,,110.495
2019-02-04,,110.402
2019-02-05,,110.85
2019-02-06,,111.25
2019-02-07,,110.56
2019-02-08,,110.363
2019-02-11,,110.435
2019-02-12,,110.742
2019-02-13,,111.044
2019-02-14,,110.88
2019-02-15,,111.31
2019-02-18,,111.24
2019-02-19,,111.39
2019-02-20,,111.638
2019-02-21,,111.969
2019-02-22,,111.915
2019-02-25,,112.129
2019-02-26,,112.465
2019-02-27,,112.877
2019-02-28,,112.762
2019-03-01,,112.795
2019-03-04,,112.849
2019-03-05,,112.86
2019-03-06,,112.82
2019-03-07,,112.28
2019-03-08,,112.032
2019-03-11,,112.223
2019-03-12,,112.473
2019-03-13,,112.889
2019-03-14,,113.126
2019-03-15,,113.208
2019-03-18,,113.395
2019-03-19,,113.367
2019-03-20,,113.11
2019-03-21,,113.234
2019-03-22,,112.77
2019-03-25,,112.857
2019-03-26,,113.13
2019-03-27,,113.006
2019-03-28,,113.199
2019-03-29,,113.622
2019-04-01,,113.97
2019-04-02,,114.139
2019-04-03,,114.581
2019-04-04,,114.281
2019-04-05,,114.378
2019-04-08,,114.378
2019-04-09,,114.31
2019-04-10,,114.555
2019-04-11,,114.616
2019-04-12,,114.887
2019-04-15,,115.165
2019-04-16,,115.276
2019-04-17,,115.108
2019-04-18,,115.162
2019-04-23,,115.373
2019-04-24,,115.351
2019-04-25,,114.927
2019-04-26,,114.935
2019-04-29,,115.001
2019-04-30,,114.9
2019-05-02,,114.513
2019-05-03,,114.426
2019-05-06,,114.158
2019-05-07,,113.906
2019-05-08,,113.644
2019-05-09,,113.356
2019-05-10,,113.506
2019-05-13,,113.217
2019-05-14,,113.232
2019-05-15,,113.453
2019-05-16,,113.886
2019-05-17,,113.912
2019-05-20,,113.876
2019-05-21,,113.924
2019-05-22,,113.888
2019-05-23,,113.148
2019-05-24,,113.682
2019-05-27,,113.8
2019-05-28,,113.529
2019-05-29,,113.312
2019-05-30,,113.39
2019-05-31,,113.01
2019-06-03,,112.82
2019-06-04,,113.26
2019-06-05,,113.86
2019-06-06,,113.728
2019-06-07,,114.023
2019-06-10,,114.406
2019-06-11,,114.634
2019-06-12,,114.42
2019-06-13,,114.411
2019-06-14,,114.394
2019-06-17,,114.368
2019-06-18,,115.3
2019-06-19,,115.599
2019-06-20,,116.031
2019-06-21,,115.943
2019-06-24,,115.813
2019-06-25,,115.602
2019-06-26,,115.621
2019-06-27,,115.867
2019-06-28,,116.234
2019-07-01,,116.591
2019-07-02,,116.45
2019-07-03,,116.842
2019-07-04,,116.951
2019-07-05,,116.742
2019-07-08,,116.63
2019-07-09,,116.323
2019-07-11,,112.495
2019-07-12,,112.079
2019-07-15,,112.206
2019-07-16,,112.057
2019-07-17,,111.985
2019-07-18,,111.673
2019-07-19,,111.78
2019-07-22,,111.96
2019-07-23,,112.157
2019-07-24,,112.376
2019-07-25,,112.68
2019-07-26,,112.791
2019-07-29,,112.561
2019-07-30,,112.008
2019-07-31,,111.99
2019-08-01,,111.937
2019-08-02,,111.786
2019-08-05,,111.092
2019-08-06,,111.406
2019-08-07,,111.447
2019-08-08,,111.944
2019-08-09,,111.679
2019-08-12,,111.625
2019-08-13,,111.743
2019-08-14,,111.35
2019-08-15,,111.454
2019-08-16,,111.553
2019-08-19,,111.824
2019-08-20,,111.93
2019-08-21,,112.6
2019-08-22,,112.734
2019-08-23,,112.686
2019-08-26,,112.591
2019-08-27,,112.762
2019-08-28,,112.552
2019-08-29,,113.02
2019-08-30,,113.13
2019-09-02,,112.977
2019-09-03,,113.08
2019-09-04,,113.108
2019-09-05,,113.115
2019-09-06,,113.236
2019-09-09,,113.123
2019-09-10,,112.875
2019-09-11,,112.964
2019-09-12,,113.453
2019-09-13,,113.465
2019-09-16,,113.457
2019-09-17,,113.334
2019-09-18,,113.227
2019-09-19,,113.243
2019-09-20,,113.15
2019-09-23,,112.981
2019-09-24,,112.803
2019-09-25,,112.602
2019-09-26,,112.685
2019-09-27,,112.703
2019-09-30,,112.48
2019-10-01,,112.696
2019-10-02,,112.294
2019-10-03,,111.844
2019-10-04,,111.76
2019-10-07,,111.551
2019-10-08,,111.29
2019-10-09,,111.812
2019-10-10,,111.958
2019-10-11,,112.128
2019-10-14,,112.377
2019-10-15,,112.285
2019-10-16,,112.542
2019-10-17,,112.725
2019-10-18,,112.645
2019-10-21,,112.598
2019-10-22,,112.782
2019-10-23,,112.666
2019-10-24,,112.412
2019-10-25,,112.18
2019-10-28,,112.229
2019-10-29,,112.18
2019-10-30,,112.109
2019-10-31,,112.049
2019-11-01,,112.319
2019-11-04,,112.551
2019-11-05,,112.81
2019-11-06,,112.587
2019-11-07,,112.866
2019-11-08,,112.638
2019-11-11,,112.667
2019-11-12,,112.676
2019-11-13,,112.508
2019-11-14,,112.37
2019-11-15,,112.32
2019-11-18,,112.329
2019-11-19,,112.378
2019-11-20,,112.238
2019-11-21,,112.211
2019-11-22,,112.34
2019-11-25,,112.688
2019-11-26,,112.863
2019-11-27,,113.278
2019-11-28,,113.488
2019-11-29,,113.35
2019-12-02,,113.409
2019-12-03,,113.167
2019-12-04,,113.247
2019-12-05,,113.44
2019-12-06,,113.513
2019-12-09,,113.612
2019-12-10,,113.693
2019-12-11,,113.9
2019-12-12,,113.978
2019-12-13,,114.334
2019-12-16,,114.525
2019-12-17,,114.44
2019-12-18,,114.449
2019-12-19,,114.501
2019-12-20,,114.687
2019-12-23,,114.723
2019-12-24,,114.688
2019-12-27,,114.731
2019-12-30,,114.756
2019-12-31,,114.55
2020-01-02,,115.032
2020-01-03,,114.713
2020-01-06,,114.504
2020-01-07,,114.5
2020-01-08,,114.495
2020-01-09,,115.096
2020-01-10,,114.736
2020-01-13,,114.706
2020-01-14,,114.756
2020-01-15,,114.874
2020-01-16,,114.959
2020-01-17,,115.006
2020-01-20,,114.903
2020-01-21,,114.923
2020-01-22,,114.669
2020-01-23,,114.609
2020-01-24,,114.585
2020-01-27,,113.749
2020-01-28,,114.073
2020-01-29,,114.41
2020-01-30,,114.025
2020-01-31,,114.196
2020-02-03,,114.063
2020-02-04,,114.6
2020-02-05,,114.688
2020-02-06,,114.831
2020-02-07,,114.731
2020-02-10,,114.677
2020-02-11,,114.919
2020-02-12,,114.913
2020-02-13,,114.906
2020-02-14,,115.099
2020-02-17,,115.294
2020-02-18,,115.07
2020-02-19,,115.149
2020-02-20,,115.332
2020-02-21,,115.142
2020-02-24,,113.903
2020-02-25,,113.583
2020-02-26,,113.355
2020-02-27,,111.961
2020-02-28,,110.561
2020-03-02,,110.719
2020-03-03,,112.47
2020-03-04,,112.774
