,CBOT FP Equity_DX_SI_QTY,CBOT FP Equity_DX_SHORT_INTEREST_VALUE,CBOT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CBOT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CBOT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CBOT FP Equity_DX_SI_MV,CBOT FP Equity_DX_DSS,CBOT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CBOT FP Equity_DX_SUPPLY_SI_QTY,CBOT FP Equity_DX_BROKER_SI_QTY,CBOT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CBOT FP Equity_DX_BROKER_SI_MV_NEW_x,CBOT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CBOT FP Equity_DX_SUPPLY_SI_QTY_INC_x,CBOT FP Equity_DX_BROKER_SI_MV_INC_x,CBOT FP Equity_DX_SUPPLY_SI_MV_NEW,CBOT FP Equity_DX_BROKER_SI_QTY_ADD,CBOT FP Equity_DX_BROKER_SI_QTY_NEW,CBOT FP Equity_DX_SUPPLY_SI_MV_DEC,CBOT FP Equity_DX_BROKER_SI_QTY_INC,CBOT FP Equity_DX_SUPPLY_SI_QTY_DEC,CBOT FP Equity_DX_BROKER_SI_MV_NEW_y,CBOT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CBOT FP Equity_DX_BROKER_SI_MV_INC_y,CBOT FP Equity_DX_SUPPLY_SI_QTY_INC_y,CBOT FP Equity_DX_BROKER_SI_MV_ADD,CBOT FP Equity_DX_SUPPLY_SI_QTY_ADD,CBOT FP Equity_DX_BROKER_SI_QTY_DEC,CBOT FP Equity_DX_SUPPLY_SI_MV,CBOT FP Equity_DX_BROKER_SI_MV_DEC,CBOT FP Equity_DX_SUPPLY_SI_MV_RMV,CBOT FP Equity_DX_BROKER_SI_MV_RMV,CBOT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CBOT FP Equity_DX_UTILIZATION_QUANTITY,CBOT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CBOT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CBOT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CBOT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CBOT FP Equity_DX_ACTIVE_UTILIZATION_MV,CBOT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CBOT FP Equity_DX_BROKER_SI_CON_RATIO,CBOT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CBOT FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-10-04,15100.0,29376.09,0.06,0.58,0.06,0.04,0.0,29376.09,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126226.0,245564.68,,0.35,0.0,,1.0,100.0,0.1196
2006-10-05,15100.0,29376.09,0.06,0.58,0.06,0.04,0.0,29376.09,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126421.0,245944.04,,0.34,0.0,,1.0,100.0,0.1194
2006-10-06,15100.0,29376.09,0.06,0.55,0.06,0.04,0.0,29376.09,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126285.0,245679.46,,0.34,0.0,,1.0,100.0,0.1196
2006-10-09,15100.0,29158.49,0.06,0.55,0.06,0.04,0.0,29158.49,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126495.0,244265.12,,0.34,0.0,,1.0,100.0,0.1194
2006-10-10,15100.0,28832.09,0.06,0.55,0.06,0.04,0.0,28832.09,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126498.0,241536.54,,0.34,0.0,,1.0,100.0,0.1194
2006-10-11,15100.0,28723.29,0.06,0.54,0.06,0.04,0.0,28723.29,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126234.0,240122.9,,0.33,0.0,,1.0,100.0,0.1196
2006-10-12,15100.0,28288.09,0.06,0.56,0.06,0.04,0.0,28288.09,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126520.0,237020.46,,0.33,0.0,,1.0,100.0,0.1193
2006-10-13,15100.0,28179.29,0.06,0.57,0.06,0.04,0.0,28179.29,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126856.0,236735.88,,0.33,0.0,,1.0,100.0,0.119
2006-10-16,15100.0,28070.49,0.06,0.57,0.06,0.04,0.0,28070.49,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,127240.0,236535.69,,0.33,0.0,,1.0,100.0,0.1187
2006-10-17,15100.0,27744.09,0.06,0.55,0.06,0.04,0.0,27744.09,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,127520.0,234299.73,,0.33,0.0,,1.0,100.0,0.1184
2006-10-18,15100.0,27091.28,0.06,0.56,0.06,0.04,0.0,27091.28,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1196
2006-10-19,15100.0,27200.09,0.06,0.55,0.06,0.04,0.0,27200.09,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1186
2006-10-20,15100.0,27526.49,0.06,0.49,0.06,0.04,0.0,27526.49,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1189
2006-10-23,15100.0,28070.49,0.06,0.41,0.06,0.04,0.0,28070.49,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1194
2006-10-24,15100.0,27635.29,0.06,0.41,0.06,0.04,0.0,27635.29,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1199
2006-10-25,15100.0,27744.09,0.06,0.4,0.06,0.04,0.0,27744.09,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1194
2006-10-26,15100.0,27635.29,0.06,0.39,0.06,0.04,0.0,27635.29,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1195
2006-10-27,15100.0,27526.49,0.06,0.38,0.06,0.04,0.0,27526.49,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1194
2006-10-30,15100.0,28396.89,0.06,0.38,0.06,0.04,0.0,28396.89,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1194
2006-10-31,15100.0,28832.09,0.06,0.37,0.06,0.04,0.0,28832.09,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1202
2006-11-01,15100.0,29702.49,0.06,0.37,0.06,0.04,0.0,29702.49,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1201
2006-11-02,15100.0,29376.09,0.06,0.34,0.06,0.04,0.0,29376.09,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.121
2006-11-03,15100.0,29376.09,0.06,0.32,0.06,0.04,0.0,29376.09,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1209
2006-11-06,15100.0,29702.49,0.06,0.32,0.06,0.04,0.0,29702.49,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1208
2006-11-07,15100.0,29376.09,0.06,0.32,0.06,0.04,0.0,29376.09,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.121
2006-11-08,15100.0,31225.7,0.06,0.32,0.06,0.04,0.0,31225.7,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1196
2006-11-09,15100.0,33184.1,0.06,0.27,0.06,0.04,0.0,33184.1,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1215
2006-11-10,15100.0,32748.9,0.06,0.26,0.06,0.05,0.0,32748.9,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1236
2006-11-13,15100.0,31660.9,0.06,0.27,0.06,0.05,0.0,31660.9,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1234
2006-11-14,15100.0,31769.7,0.06,0.26,0.06,0.04,0.0,31769.7,0.0,15100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1223
2006-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,15100.0,0.0,0.04,,,0.0,0.0,126281.0,275698.21,,0.37,0.0,,0.0,,0.0
2006-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125720.0,276285.14,,0.37,0.0,,0.0,,0.0
2006-11-17,6400.0,14295.36,0.03,0.11,0.03,0.05,0.0,14295.36,0.0,6400.0,0.0,,,,,,6400.0,,,,,,,,,0.05,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.062
2006-11-20,6500.0,14331.38,0.03,0.11,0.03,0.02,0.0,14331.38,0.0,6500.0,0.0,,,,0.0,,,,,100.0,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0523
2006-11-21,6500.0,14144.04,0.03,0.11,0.03,0.02,0.0,14144.04,0.0,6500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.052
2006-11-22,13051.0,28681.18,0.05,0.22,0.05,0.04,0.0,14284.55,6551.0,6500.0,14396.63,,,,,,,,,,,,,,,,6551.0,,0.02,,,,100.0,5.17,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1031
2006-11-23,12940.0,28903.42,0.05,0.22,0.05,0.04,0.0,14518.72,6440.0,6500.0,14384.7,,,,,,,,0.0,,111.0,,,,,,,,0.02,,,,100.0,5.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1027
2006-11-24,12887.0,28692.18,0.05,0.21,0.05,0.04,0.0,14471.89,6387.0,6500.0,14220.3,,,,,,,,0.0,,53.0,,,,,,,,0.02,,,,100.0,5.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1025
2006-11-27,13153.0,29189.65,0.05,0.22,0.05,0.04,0.0,15090.82,6665.0,6800.0,14791.23,,,,,,300.0,,0.0,,34.0,,,,,0.0,312.0,,0.02,,,,100.0,5.31,0.0,0.0,,0.0,100.0,4.42,0.9155,95.58,0.1048
2006-11-28,13199.0,28911.32,0.05,0.2,0.05,0.04,0.0,14894.84,6700.0,6800.0,14675.8,,,46.0,,,,,0.0,,11.0,,,,46.0,,,,0.02,,,,100.0,5.33,0.0,0.0,,0.0,100.0,4.45,0.9149,95.55,0.105
2006-11-29,13281.0,29090.93,0.05,0.19,0.05,0.04,0.0,14894.84,6781.0,6800.0,14853.22,,,83.0,,,,,0.0,,2.0,,,,83.0,,,,0.02,,,,100.0,5.37,0.0,0.0,,0.0,100.0,4.4,0.9159,95.6,0.1053
2006-11-30,13365.0,29178.63,0.05,0.19,0.05,0.04,0.0,14845.84,6866.0,6800.0,14989.93,,,86.0,,,,,,,,,,,86.0,,,,0.02,,,,100.0,5.42,0.0,0.0,,0.0,100.0,4.46,0.9149,95.54,0.1055
2006-12-01,13396.0,29246.31,0.05,0.2,0.05,0.04,0.0,14845.84,6898.0,6800.0,15059.8,,,31.0,,,,,,,,,,,31.0,,,,0.02,,,,100.0,5.44,0.0,0.0,,0.0,100.0,4.44,0.9151,95.56,0.1056
2006-12-04,13348.0,29141.52,0.05,0.22,0.05,0.04,0.0,14845.84,6848.0,6800.0,14950.64,,,,,,,,0.0,,50.0,,,,,,,,0.02,,,,100.0,5.41,0.0,0.0,,0.0,100.0,4.41,0.9157,95.59,0.1055
2006-12-05,13320.0,29080.39,0.05,0.22,0.05,0.04,0.0,14845.84,6819.0,6800.0,14887.32,,,,,,,,0.0,,29.0,,,,,,,,0.02,,,,100.0,5.4,0.0,0.0,,0.0,100.0,4.4,0.9158,95.6,0.1054
2006-12-06,13287.0,28816.87,0.05,0.22,0.05,0.04,0.0,14747.85,6786.0,6800.0,14717.49,,,,,,,,0.0,,33.0,,,,,,,,0.02,,,,100.0,5.38,0.0,0.0,,0.0,100.0,4.4,0.9159,95.6,0.1053
2006-12-07,13336.0,29499.68,0.05,0.23,0.05,0.04,0.0,15041.83,6836.0,6800.0,15121.46,,,50.0,,,,,,,,,,,50.0,,,,0.02,,,,100.0,5.41,0.0,0.0,,0.0,100.0,4.41,0.9156,95.59,0.1054
2006-12-08,13184.0,28878.46,0.05,0.23,0.05,0.04,0.0,14894.84,6682.0,6800.0,14636.37,,,,,,,,0.0,,154.0,,,,,,,,0.02,,,,100.0,5.32,0.0,0.0,,0.0,100.0,4.39,0.9161,95.61,0.1049
2006-12-11,13294.0,29502.56,0.05,0.23,0.05,0.04,0.0,15090.82,6795.0,6800.0,15079.73,,,113.0,,,,,,,,,,,113.0,,,,0.02,,,,100.0,5.38,0.0,0.0,,0.0,100.0,4.42,0.9154,95.58,0.1053
2006-12-12,13226.0,28779.87,0.05,0.23,0.05,0.04,0.0,14796.85,6726.0,6800.0,14635.82,,,,,,,,0.0,,69.0,,,,,,,,0.02,,,,100.0,5.34,0.0,0.0,,0.0,100.0,4.42,0.9155,95.58,0.1051
2006-12-13,13268.0,28680.06,0.05,0.23,0.05,0.04,0.0,14698.85,6767.0,6800.0,14627.52,,,43.0,,,,,0.0,,2.0,,,,43.0,,,,0.02,,,,100.0,5.37,0.0,0.0,,0.0,100.0,4.39,0.916,95.61,0.1052
2006-12-14,13324.0,29089.12,0.05,0.26,0.05,0.04,0.0,14845.84,6822.0,6800.0,14893.87,,,55.0,,,,,0.0,,0.0,,,,55.0,,,,0.02,,,,100.0,5.4,0.0,0.0,,0.0,100.0,4.43,0.9154,95.57,0.1054
2006-12-15,13260.0,28662.77,0.05,0.26,0.05,0.04,0.0,14698.85,6759.0,6800.0,14610.23,,,,,,,,0.0,,64.0,,,,,,,,0.02,,,,100.0,5.46,0.0,0.0,,0.0,100.0,4.39,0.9161,95.61,0.1071
2006-12-18,13348.0,28852.99,0.05,0.26,0.05,0.04,0.0,14698.85,6848.0,6800.0,14802.61,,,89.0,,,,,,,,,,,89.0,,,,0.02,,,,100.0,5.51,0.0,0.0,,0.0,100.0,4.42,0.9155,95.58,0.1074
2006-12-19,13406.0,29461.33,0.05,0.27,0.05,0.04,0.0,14943.83,6908.0,6800.0,15181.18,,,60.0,,,,,,,,,,,60.0,,,,0.02,,,,100.0,5.54,0.0,0.0,,0.0,100.0,4.44,0.9151,95.56,0.1075
2006-12-20,13279.0,28895.19,0.05,0.28,0.05,0.04,0.0,14796.85,6778.0,6800.0,14748.97,,,,,,,,0.0,,130.0,,,,,,,,0.02,,,,100.0,5.47,0.0,0.0,,0.0,100.0,4.47,0.9146,95.53,0.1071
2006-12-21,13350.0,28857.31,0.05,0.38,0.05,0.04,0.0,14698.85,6850.0,6800.0,14806.93,,,72.0,,,,,,,,,,,72.0,,,,0.02,,,,5.51,5.51,117499.0,253985.39,,0.36,5.47,4.41,0.9157,95.59,0.1074
2006-12-22,13384.0,28930.8,0.05,0.41,0.05,0.04,0.0,14698.85,6883.0,6800.0,14878.27,,,34.0,,,,,0.0,,1.0,,,,34.0,,,,0.02,,,,5.53,5.53,117641.0,254292.34,,0.36,5.45,4.39,0.916,95.61,0.1075
2006-12-25,12979.0,28055.36,0.05,0.4,0.05,0.04,0.0,14050.38,6479.0,6500.0,14004.98,,,,,,,,0.0,,403.0,,,,,,,,0.02,,,0.0,5.34,5.34,114841.0,248239.87,,0.36,5.48,4.38,0.9163,95.62,0.107
2006-12-26,13392.0,28948.1,0.05,0.42,0.05,0.04,0.0,14698.85,6892.0,6800.0,14897.72,0.0,,412.0,,,,300.0,,,,0.0,,,412.0,,,,0.02,,,,5.53,5.53,117681.0,254378.8,,0.36,5.45,4.4,0.9159,95.6,0.1075
2006-12-27,13309.0,29056.37,0.05,0.41,0.05,0.04,0.0,14845.84,6809.0,6800.0,14865.49,,,1.0,,,,,0.0,,84.0,,,,1.0,,,,0.02,,,,5.49,5.49,117321.0,256136.63,,0.35,5.47,4.42,0.9156,95.58,0.1072
2006-12-28,13253.0,29220.59,0.05,0.44,0.05,0.04,0.0,14992.83,6753.0,6800.0,14889.2,,,0.0,,,,,0.0,,56.0,,,,0.0,,,,0.02,,,,100.0,5.45,0.0,0.0,,0.0,100.0,4.42,0.9155,95.58,0.107
2006-12-29,20671.0,44682.35,0.08,0.72,0.08,0.06,0.0,30910.83,6672.0,14300.0,14422.17,,,1.0,0.0,,7000.0,,0.0,500.0,82.0,,,0.0,1.0,0.02,,,0.02,,,,5.41,5.41,116723.0,252307.99,,0.35,5.43,48.7,0.4796,49.19,0.1675
2007-01-01,20509.0,44332.18,0.08,0.72,0.08,0.06,0.0,30262.35,6509.0,14000.0,14069.83,,,138.0,,,,,0.0,,301.0,,,,138.0,,,,0.02,,,0.0,5.36,5.36,114968.0,248514.39,,0.35,5.45,48.73,0.48,49.21,0.1688
2007-01-02,20686.0,45310.98,0.08,0.73,0.08,0.06,0.0,31322.97,6682.0,14300.0,14636.37,0.0,,296.0,,,,300.0,0.0,,122.0,0.0,,,296.0,,,,0.02,,,,5.34,5.34,118492.0,259546.95,,0.36,5.37,48.73,0.48,49.21,0.1653
2007-01-03,14300.0,32662.44,0.06,0.51,0.06,0.04,0.0,32662.44,300.0,14300.0,685.23,,,5.0,,,,,0.02,,6386.0,,,,5.0,,,,0.0,,,,0.24,0.24,123840.0,282861.29,,0.38,0.24,48.87,0.4797,49.03,0.1152
2007-01-04,14300.0,34414.05,0.06,0.53,0.06,0.04,0.0,34414.05,306.0,14300.0,736.41,,,6.0,,,,,,,,,,,6.0,,,,0.0,,,,0.25,0.25,123168.0,296413.29,,0.38,0.25,47.78,0.4787,49.99,0.1158
2007-01-05,7300.0,18567.39,0.03,0.27,0.03,0.02,0.0,18567.39,298.0,7300.0,757.96,,,,,,,,0.0,,8.0,,,,,,,7000.0,0.0,0.02,,,100.0,0.25,0.0,0.0,,0.0,100.0,4.08,0.9217,95.92,0.0604
2007-01-08,7300.0,18619.99,0.03,0.26,0.03,0.03,0.0,18619.99,300.0,7300.0,765.21,,,2.0,,,,,,,,,,,2.0,,,,0.0,,,,100.0,0.25,0.0,0.0,,0.0,100.0,4.12,0.9211,95.88,0.0611
2007-01-09,7300.0,18935.58,0.03,0.25,0.03,0.03,0.0,18935.58,299.0,7300.0,775.58,,,,,,,,0.0,,1.0,,,,,,,,0.0,,,,100.0,0.25,0.0,0.0,,0.0,100.0,4.1,0.9213,95.9,0.0612
2007-01-10,14271.0,35989.5,0.06,0.49,0.06,0.05,0.0,18409.59,7270.0,7300.0,18333.94,,,,,,,,0.0,,1.0,,,,,,6971.0,,0.03,,,,100.0,5.87,0.0,0.0,,0.0,100.0,4.09,0.9215,95.91,0.1152
2007-01-11,14552.0,36593.29,0.06,0.5,0.06,0.05,0.0,18357.0,7551.0,7300.0,18988.17,,,281.0,,,,,,,,,,,281.0,,,,0.03,,,,100.0,6.02,0.0,0.0,,0.0,100.0,4.1,0.9214,95.9,0.1161
2007-01-12,14650.0,36945.28,0.06,0.67,0.06,0.05,0.0,18409.59,7651.0,7300.0,19294.77,,,100.0,,,,,,,,,,,100.0,,,,0.03,,,,100.0,6.08,0.0,0.0,,0.0,100.0,4.12,0.921,95.88,0.1164
2007-01-15,14631.0,36897.37,0.06,0.75,0.06,0.05,0.0,18409.59,7631.0,7300.0,19244.33,,,,,,,,0.0,,20.0,,,,,,,,0.03,,,,100.0,6.07,0.0,0.0,,0.0,100.0,4.1,0.9213,95.9,0.1164
2007-01-16,14611.0,36952.21,0.06,0.8,0.06,0.05,0.0,18462.19,7611.0,7300.0,19248.73,,,,,,,,0.0,,20.0,,,,,,,,0.03,,,,100.0,6.06,0.0,0.0,,0.0,100.0,4.1,0.9213,95.9,0.1163
2007-01-17,14311.0,36296.6,0.06,0.79,0.06,0.05,0.0,18514.79,7312.0,7300.0,18545.23,,,1.0,,,,,0.0,,300.0,,,,1.0,,,,0.03,,,,100.0,5.89,0.0,0.0,,0.0,100.0,4.12,0.9211,95.88,0.1153
2007-01-18,14296.0,37082.61,0.06,0.79,0.06,0.05,0.0,18935.58,7296.0,7300.0,18925.21,,,0.0,,,,,0.0,,16.0,,,,0.0,,,,0.03,,,,100.0,5.8,0.0,0.0,,0.0,100.0,4.12,0.921,95.88,0.1136
2007-01-19,14127.0,36440.66,0.06,0.81,0.06,0.05,0.0,18830.38,7127.0,7300.0,18384.13,,,,,,,,0.0,,170.0,,,,,,,,0.03,,,,100.0,5.7,0.0,0.0,,0.0,100.0,4.11,0.9212,95.89,0.1131
2007-01-22,14175.0,35747.4,0.06,0.85,0.06,0.05,0.0,18409.59,7174.0,7300.0,18091.84,,,48.0,,,,,0.0,,0.0,,,,48.0,,,,0.03,,,,100.0,5.73,0.0,0.0,,0.0,100.0,4.11,0.9212,95.89,0.1132
2007-01-23,14340.0,35750.21,0.06,0.88,0.06,0.05,0.0,18199.2,7342.0,7300.0,18303.91,,,167.0,,,,,,,,,,,167.0,,,,0.03,,,,100.0,5.83,0.0,0.0,,0.0,100.0,4.13,0.9208,95.87,0.1138
2007-01-24,14272.0,35992.02,0.06,0.8,0.06,0.05,0.0,18409.59,7271.0,7300.0,18336.46,,,,,,,,0.0,,70.0,,,,,,,,0.03,,,,100.0,5.79,0.0,0.0,,0.0,100.0,4.09,0.9215,95.91,0.1136
2007-01-25,14287.0,35823.96,0.06,0.82,0.06,0.05,0.0,18304.4,7286.0,7300.0,18269.29,,,15.0,,,,,,,,,,,15.0,,,,0.03,,,,100.0,5.79,0.0,0.0,,0.0,100.0,4.1,0.9213,95.9,0.1136
2007-01-26,14293.0,35427.06,0.06,0.82,0.06,0.05,0.0,18094.0,7293.0,7300.0,18076.65,,,7.0,,,,,,,,,,,7.0,,,,0.03,,,,100.0,5.8,0.0,0.0,,0.0,100.0,4.11,0.9213,95.89,0.1136
2007-01-29,14313.0,36507.93,0.06,0.86,0.06,0.05,0.0,18619.99,7314.0,7300.0,18655.7,,,21.0,,,,,,,,,,,21.0,,,,0.03,,,,100.0,5.81,0.0,0.0,,0.0,100.0,4.12,0.921,95.88,0.1137
2007-01-30,14306.0,36283.92,0.06,0.81,0.06,0.05,0.0,18514.79,7306.0,7300.0,18530.01,,,,,,,,0.0,,7.0,,,,,,,,0.03,,,,100.0,5.81,0.0,0.0,,0.0,100.0,4.11,0.9211,95.89,0.1137
2007-01-31,14335.0,36357.47,0.06,0.91,0.06,0.05,0.0,18514.79,7336.0,7300.0,18606.1,,,30.0,,,,,,,,,,,30.0,,,,0.03,,,,100.0,5.82,0.0,0.0,,0.0,100.0,4.13,0.9208,95.87,0.1138
2007-02-01,14297.0,36055.06,0.06,0.9,0.06,0.05,0.0,18409.59,7297.0,7300.0,18402.03,,,,,,,,0.0,,39.0,,,,,,,,0.03,,,,100.0,5.8,0.0,0.0,,0.0,100.0,4.11,0.9212,95.89,0.1137
2007-02-02,14269.0,36498.52,0.06,0.91,0.06,0.05,0.0,18672.59,7268.0,7300.0,18590.74,,,,,,,,0.0,,29.0,,,,,,,,0.03,,,,100.0,5.78,0.0,0.0,,0.0,100.0,4.09,0.9215,95.91,0.1136
2007-02-05,14283.0,36945.98,0.06,0.89,0.06,0.05,0.0,18882.98,7283.0,7300.0,18839.01,,,15.0,,,,,,,,,,,15.0,,,,0.03,,,,100.0,5.79,0.0,0.0,,0.0,100.0,4.1,0.9214,95.9,0.1136
2007-02-06,14328.0,36855.91,0.06,0.76,0.06,0.05,0.0,18777.79,7329.0,7300.0,18852.38,,,46.0,,,,,,,,,,,46.0,,,,0.03,,,,100.0,5.82,0.0,0.0,,0.0,100.0,4.13,0.9209,95.87,0.1138
2007-02-07,14316.0,38681.76,0.06,0.74,0.06,0.05,0.0,19724.57,7316.0,7300.0,19767.8,,,,,,,,0.0,,13.0,,,,,,,,0.03,,,,100.0,5.81,0.0,0.0,,0.0,100.0,4.12,0.921,95.88,0.1137
2007-02-08,14314.0,37335.58,0.06,0.64,0.06,0.05,0.0,19040.78,7314.0,7300.0,19077.3,,,,,,,,0.0,,2.0,,,,,,,,0.03,,,,100.0,5.81,0.0,0.0,,0.0,100.0,4.12,0.921,95.88,0.1137
2007-02-09,14294.0,38416.33,0.06,0.63,0.06,0.05,0.0,19619.37,7293.0,7300.0,19600.55,,,,,,,,0.0,,21.0,,,,,,,,0.03,,,,100.0,5.8,0.0,0.0,,0.0,100.0,3.96,0.924,96.04,0.1137
2007-02-12,14280.0,37658.46,0.06,0.63,0.06,0.05,0.0,19251.18,7279.0,7300.0,19195.8,,,,,,,,0.0,,14.0,,,,,,,,0.03,,,,100.0,5.79,0.0,0.0,,0.0,100.0,4.1,0.9214,95.9,0.1136
2007-02-13,14339.0,38537.28,0.06,0.63,0.06,0.05,0.0,19619.37,7341.0,7300.0,19729.56,,,62.0,,,,,,,,,,,62.0,,,,0.03,,,,100.0,5.83,0.0,0.0,,0.0,100.0,4.13,0.9208,95.87,0.1138
2007-02-14,14350.0,40738.16,0.06,0.62,0.06,0.05,0.0,20723.94,7352.0,7300.0,20871.57,,,12.0,,,,,,,,,,,12.0,,,,0.03,,,,100.0,5.83,0.0,0.0,,0.0,100.0,4.14,0.9206,95.86,0.1138
2007-02-15,14289.0,40153.16,0.06,0.6,0.06,0.06,0.0,20513.55,7289.0,7300.0,20482.64,,,,,,,,0.0,,64.0,,,,,,,,0.03,,,,100.0,5.83,0.0,0.0,,0.0,100.0,4.32,0.9173,95.68,0.1142
2007-02-16,14304.0,42153.55,0.06,0.61,0.06,0.06,0.0,21512.93,7304.0,7300.0,21524.71,,,16.0,,,,,,,,,,,16.0,,,,0.03,,,,100.0,5.84,0.0,0.0,,0.0,100.0,4.07,0.9219,95.93,0.1143
2007-02-19,14322.0,41793.81,0.06,0.61,0.06,0.06,0.0,21302.53,7323.0,7300.0,21369.65,,,19.0,,,,,,,,,,,19.0,,,,0.03,,,,100.0,5.85,0.0,0.0,,0.0,100.0,3.89,0.9252,96.11,0.1143
